CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;NOTE_RP;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083010;La Beaucaire;4 154;25 609;176 198;Toulon;54,3;38,0;31,6;20,9;24,7;1,5;32,7;2,7;13,2;12,3;0;1 528;3 340;376;750;122;280;129;68;;1 395;196;212;380;272;168;167;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083011;La Florane;2 286;25 609;176 198;Toulon;54,8;41,3;36,2;17,8;20,0;2,0;31,4;;12;10,4;0;591;1 373;159;254;48;130;59;36;;603;78;93;137;127;94;74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083012;Pontcarral;1 099;25 609;176 198;Toulon;45,0;35,5;34,8;20,5;13,7;1,6;1,9;5,7;36,2;42;0;276;774;64;100;28;84;53;18;;380;61;61;86;76;41;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083013;Pont Du Las- Rodeilhac;3 552;25 609;176 198;Toulon;52,3;27,1;25,7;25,4;27,8;0,8;53,8;;8,1;5,8;0;1 317;2 255;203;853;86;175;46;96;14;679;134;109;161;113;85;77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083014;Beaulieu- Sainte Marie;1 204;25 609;176 198;Toulon;53,6;32,8;31,4;25,2;28,4;1,1;39,4;;;;0;326;1 012;64;92;9;161;74;21;;514;84;73;145;102;61;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083015;Sainte Musse;2 101;25 609;176 198;Toulon;49,5;33,4;31,0;;;1,2;28,9;5,5;24,6;24,3;0;647;1 533;113;299;63;172;85;34;;639;94;108;157;118;90;72;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083016;Centre Ville;9 401;25 609;176 198;Toulon;47,5;27,0;27,4;24,4;25,4;0,7;64,0;;19,9;19;0;4 471;6 542;431;3 396;314;330;112;537;498;1 420;251;199;351;251;197;171;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083017;Le Jonquet- La Baume- Le Guynemer;1 812;25 609;176 198;Toulon;46,8;36,7;33,2;21,5;;1,3;30,1;;15,9;15,9;0;617;1 222;109;338;75;95;33;28;;426;42;55;107;89;67;66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083018;La Gabelle;2 486;3 470;53 786;Fréjus;50,3;39,6;40,3;19,9;18,6;1,6;15,4;8,7;41,6;43,2;0;614;1 804;81;190;79;264;134;20;;844;101;135;221;158;135;94;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083019;Centre Ville - Le Vergeiras;1 558;1 558;11 008;Le Luc;49,9;35,4;34,9;21,5;23,3;1,3;42,8;1,6;12,3;11,1;0;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083020;Centre Ville;2 254;3 902;17 364;Brignoles;48,3;34,0;35,2;21,6;;1,2;51,9;;22,2;19,9;0;953;1 777;170;561;71;151;49;102;;604;91;85;166;132;80;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP083021;Le Carami;1 648;3 902;17 364;Brignoles;53,2;42,8;36,2;;;1,8;33,4;8,6;19,9;19,8;0;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084001;Quartiers Griffons Et Centre Ville;1 390;4 083;18 802;Sorgues;55,9;36,6;36,8;23,4;23,0;1,3;38,9;;19;21,4;0;465;931;81;260;28;96;28;39;;341;56;52;81;76;46;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084002;Monclar Champfleury Rocade Sud Barbière Croix Des Oiseaux;18 006;26 087;91 729;Avignon;51,6;42,0;40,0;17,7;17,4;2,1;32,5;7,6;27,7;28;0;5 457;13 329;1 066;2 462;422;1 507;768;250;18;5 903;810;908;1 603;1 180;754;648;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084003;Quartiers Nord Est;5 164;26 087;91 729;Avignon;53,9;43,1;40,0;16,3;17,5;2,3;31,8;6,1;31,1;28,7;0;1 647;4 099;357;722;110;458;218;76;10;1 878;287;279;504;367;258;183;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084004;Quartier De Saint Chamand;2 917;26 087;91 729;Avignon;53,4;45,0;42,6;14,4;;2,8;24,2;8,7;32,5;32,1;0;941;2 372;187;398;79;277;142;40;;1 069;161;166;279;214;143;106;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084005;Quartiers Camp Rambaud - Les Mérides;775;3 416;17 273;Le Pontet;39,1;16,1;22,0;38,3;31,3;0,3;66,5;;33,2;14,9;0;298;508;34;205;12;47;9;9;;151;33;28;36;28;18;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084006;Quartiers Joffre Et Centre Ville;2 641;3 416;17 273;Le Pontet;53,9;39,3;36,9;14,5;16,6;2,3;43,8;5,2;23,4;22,8;0;933;2 396;165;391;60;317;153;50;;1 083;165;196;298;223;115;86;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084007;Quartiers Centre Ancien Et Sud Ouest;1 916;1 916;20 397;Pertuis;47,8;30,6;29,3;21,1;23,8;1,0;49,6;;11;;0;698;1 211;114;450;32;102;22;110;9;377;65;70;81;71;58;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084008;Centre Ville;2 665;7 382;28 798;Carpentras;50,4;29,6;30,8;22,1;24,7;1,1;59,8;;19,7;13,9;0;1 185;2 060;188;778;62;157;58;182;16;657;109;103;160;110;98;77;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084009;Amandier - Eléphants;2 185;7 382;28 798;Carpentras;50,4;40,2;34,5;20,1;20,4;1,8;25,9;;37,1;35,1;0;473;1 131;82;221;41;129;67;25;;485;69;84;107;99;63;63;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084010;Pous Du Plan;1 152;7 382;28 798;Carpentras;51,8;41,7;40,2;;;;;;44,7;45,8;0;201;543;27;86;17;71;37;9;;251;32;49;68;44;33;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084011;Quintine - Villemarie - Ubac - Le Parc;1 380;7 382;28 798;Carpentras;55,7;40,0;40,2;17,9;19,8;1,8;33,4;;24,3;22;0;383;935;83;170;22;108;43;21;;418;81;60;107;79;57;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084012;Fourchevieilles Comtadines L'Aygues;4 384;5 593;28 922;Orange;53,2;38,6;36,3;21,1;21,1;1,6;34,5;4,9;27,3;28,3;0;1 187;2 861;216;531;96;344;155;84;;1 234;202;193;343;241;141;114;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084013;Quartiers Nogent Saint Clément;1 209;5 593;28 922;Orange;53,4;36,6;31,9;27,2;29,4;1,1;33,1;;29,4;31,7;0;320;658;51;182;30;57;24;13;;251;31;32;68;54;39;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084014;Quartiers Générat Establet;1 565;4 083;18 802;Sorgues;51,3;37,8;33,2;17,4;;1,9;33,7;;33,5;36,1;0;514;1 219;98;232;51;133;62;31;;515;77;73;131;117;69;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084015;Quartier De Chaffunes;1 128;4 083;18 802;Sorgues;51,1;43,2;39,7;13,2;;2,9;34,3;;13,9;13,5;0;385;965;72;164;26;123;52;16;;430;59;69;122;84;52;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084016;Quartiers Du Vieux Moulin Aux Mûriers;1 453;1 453;12 875;Monteux;50,5;32,1;;;;1,2;43,2;;19,8;16,5;0;396;818;101;200;26;69;25;48;;326;59;47;89;65;39;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084017;Centre Ancien Et Quartier De Saint Michel;3 125;3 125;11 011;Apt;53,1;30,4;29,2;27,9;31,2;0,9;54,0;;20,6;19,4;0;1 105;2 263;188;612;80;225;101;91;;854;113;101;227;203;135;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084018;Quartiers Nord - Ouest;1 044;1 044;19 706;L'Isle-sur-la-Sorgue;52,4;39,4;32,8;15,2;17,7;2,3;33,7;;21,7;18,4;0;325;770;78;139;25;83;34;16;;337;56;56;87;64;42;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084019;Centre ancien - Les Tours - La Gaillarde - Mistral - Sévigné;1 705;1 705;9 426;Valréas;51,7;35,6;34,1;23,9;24,3;1,2;41,5;4,3;26,5;22,6;0;456;946;87;246;29;94;36;41;;366;63;71;97;65;35;35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084020;Quartiers Dr Ayme Condamines Barillon Saint Martin Bon Puits Saint Gilles Ratacans;4 748;5 970;26 198;Cavaillon;53,2;39,9;36,9;21,2;23,6;1,7;36,5;6,2;36,4;35,5;0;1 212;2 941;198;561;85;368;184;54;;1 267;203;205;360;237;153;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084021;Quartiers La Clède Gare Route De Pertuis Saint Anne;1 222;5 970;26 198;Cavaillon;43,0;33,5;;;;1,1;37,2;;27,6;;0;291;638;40;166;10;75;38;15;;260;36;33;73;60;33;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP084022;Nord Du Centre Ancien Giono Ouest;2 290;2 290;13 509;Bollène;52,5;34,3;31,3;29,0;34,8;1,0;49,3;4,0;24,2;24,8;0;807;1 719;132;446;50;179;77;65;;685;90;91;191;144;101;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085001;Jean Yole - Pyramides;2 779;5 831;54 766;La Roche-sur-Yon;55,9;33,1;28,3;21,4;24,9;1,3;57,9;;19,1;18,3;0;1 113;2 132;233;658;55;167;62;71;19;799;119;117;220;156;103;84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085002;Vigne-aux-Roses;1 331;5 831;54 766;La Roche-sur-Yon;51,0;36,3;30,8;15,9;20,3;1,9;52,3;;21,2;20,5;0;547;1 002;109;336;30;72;26;40;;350;63;54;84;71;53;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085003;Liberté - Zola;1 721;5 831;54 766;La Roche-sur-Yon;51,6;40,5;36,9;12,5;14,7;2,4;53,3;;14,9;14,1;0;616;1 186;132;347;44;93;33;77;19;439;75;71;113;88;56;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085004;Centre - Moulins Liots;1 471;1 471;13 302;Fontenay-le-Comte;51,1;28,3;29,9;24,4;;1,0;63,3;;5,3;6,6;0;570;994;102;354;45;69;22;63;15;315;42;48;69;63;60;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086001;Lac Renardières Ozon;4 175;6 834;31 733;Châtellerault;56,4;41,0;37,6;21,7;25,6;1,6;46,5;5,7;19,9;18,2;0;1 645;3 545;420;881;87;257;109;127;;1 548;226;255;401;284;204;178;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086002;Châteauneuf Centre Ville;2 659;6 834;31 733;Châtellerault;47,9;38,4;39,5;15,8;16,9;1,7;66,0;;12,6;13,1;0;1 290;2 087;200;899;74;117;41;265;100;616;105;86;160;125;73;67;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086003;Bel Air;1 302;16 073;88 665;Poitiers;54,0;39,8;38,4;;;;48,0;;23,5;;0;471;975;122;251;25;73;26;34;;407;79;69;97;79;42;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086004;Trois Cités;3 686;16 275;95 931;Poitiers, Saint-Benoît;52,1;36,6;34,3;20,6;24,1;1,5;52,0;;30,4;27,4;0;1 614;3 595;391;845;101;277;118;131;17;1 599;281;240;399;295;207;177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086005;Couronneries;9 497;16 073;98 707;Buxerolles, Poitiers;55,2;41,7;38,0;20,4;25,1;1,6;56,8;4,6;20,1;18,4;0;3 779;7 582;849;2 174;214;542;216;384;232;3 054;551;500;745;530;371;357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086006;Beaulieu;1 790;16 073;88 665;Poitiers;53,9;33,5;33,1;16,4;18,0;1,4;63,3;;16,5;16,5;0;859;1 404;147;572;54;86;27;72;80;411;77;54;105;77;47;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087001;Portes Ferrées;1 049;25 143;131 479;Limoges;54,9;38,4;38,1;22,2;21,7;1,5;30,3;6,1;43,8;43,5;0;286;686;56;135;37;58;31;14;;302;32;48;89;63;40;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087002;La Bastide;2 884;25 143;131 479;Limoges;54,1;40,6;37,8;20,2;24,1;1,7;45,2;6,7;29,2;29,1;0;1 076;2 547;236;528;97;215;109;63;;1 164;174;171;310;221;149;139;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087003;Le Sablard;1 478;25 143;131 479;Limoges;49,4;33,6;32,8;20,9;26,0;;63,8;;20,7;16,4;0;648;1 075;91;444;44;69;22;47;7;317;61;43;79;62;42;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087004;Beaubreuil;5 567;25 143;131 479;Limoges;51,6;40,0;37,4;18,8;20,5;1,8;33,0;5,4;26,9;26,9;0;1 495;3 573;271;681;144;399;174;68;;1 528;246;243;383;302;203;151;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087005;Val De L'Aurence Sud;4 622;25 143;131 479;Limoges;54,0;51,3;47,6;13,8;15,8;3,2;39,7;10,3;35,2;31,5;0;1 292;3 254;345;603;100;244;127;107;29;1 616;232;232;403;304;236;209;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087006;Val De L'Aurence Nord;4 008;25 143;131 479;Limoges;54,4;42,9;37,8;21,0;23,9;1,7;39,6;5,3;34,6;32,7;0;1 316;3 262;337;580;102;297;159;98;12;1 556;280;267;399;269;182;159;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
