CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;NOTE_RP;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025008;Champvallon;2 575;2 575;5 545;Bethoncourt;51,8;38,1;36,3;25,0;27,6;1,3;32,8;9,0;26;28,9;0;738;1 963;87;323;74;254;144;34;;890;120;139;255;205;109;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025009;Les Fougères;1 222;1 222;5 754;Grand-Charmont;49,3;41,4;39,5;18,5;21,0;1,9;33,0;6,7;23;21,5;0;439;1 148;74;195;30;140;76;21;;536;88;96;160;102;61;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025010;Chiffogne;2 166;9 235;25 809;Montbéliard;49,3;37,0;34,3;;;1,7;42,0;;17,2;20,1;0;828;1 544;131;501;59;137;53;66;;522;86;97;140;94;57;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025011;Petite Hollande;7 069;9 235;25 809;Montbéliard;52,1;39,9;37,2;20,1;21,5;1,7;39,7;5,4;24,1;22,8;0;2 038;5 092;326;943;156;613;338;88;27;2 294;297;344;645;511;266;231;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025012;Les Evoironnes;1 412;1 412;3 889;Sochaux;44,8;27,9;27,5;26,1;27,9;0,9;54,8;2,3;24,2;17,6;0;555;973;62;379;36;78;38;26;;303;35;44;88;71;40;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP025013;Les Buis;2 587;2 587;10 912;Valentigney;52,8;41,5;40,1;19,1;20,4;1,9;23,9;7,0;34,6;36,5;0;620;1 697;79;232;71;238;128;19;;768;96;119;216;174;97;66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026001;Centre Ancien;1 906;4 978;33 160;Romans-sur-Isère;49,0;33,6;34,0;20,5;23,3;1,2;61,0;;14,2;;0;694;1 280;115;436;38;105;34;86;13;441;63;54;120;92;67;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026002;Quartiers Ouest;2 450;7 085;39 415;Montélimar;50,3;40,2;34,8;20,4;;1,7;34,8;;35,1;36,5;0;866;2 070;133;409;86;238;115;30;;869;142;159;235;160;101;72;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026003;Nocaze;1 584;7 085;39 415;Montélimar;55,2;39,9;35,1;20,3;25,2;1,8;41,4;;21,2;16,1;0;519;1 260;147;207;25;140;50;36;;575;94;92;159;122;55;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026004;Centre Ancien;3 051;7 085;39 415;Montélimar;45,4;32,4;31,0;18,2;23,4;1,2;69,0;;11,9;;0;1 455;2 178;199;1 063;86;107;28;239;51;545;97;84;127;102;73;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026005;Quartier Est;3 072;4 978;33 160;Romans-sur-Isère;54,0;36,5;34,8;26,2;29,6;1,2;41,7;6,5;31,6;29,7;0;962;2 179;117;492;100;253;128;39;;857;116;101;221;195;125;99;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026006;Polygone;2 042;12 856;64 726;Valence;52,9;39,3;35,4;19,3;21,0;1,8;44,7;;32,4;29,4;0;749;1 503;139;440;46;124;50;53;6;578;89;87;150;90;77;85;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026007;Les Hauts De Valence;8 262;12 856;64 726;Valence;51,8;41,2;38,2;20,5;22,1;1,8;36,2;6,7;27,6;27;0;2 438;6 067;371;1 148;206;713;373;121;44;2 688;363;427;702;538;385;273;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026008;Valensoles;1 289;12 856;64 726;Valence;51,1;30,8;;;;;52,6;;20,7;;0;544;1 009;97;332;37;78;31;34;;349;54;66;84;62;53;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026009;Chamberlière;1 263;12 856;64 726;Valence;52,9;46,2;43,1;;;3,8;18,4;;13,2;13,4;0;375;1 004;90;133;24;128;53;25;;472;69;74;123;99;60;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026010;Le Roc;2 818;2 818;13 452;Pierrelatte;53,2;36,6;33,0;22,0;25,4;1,4;41,9;;22,7;21,4;0;854;1 957;174;401;75;204;93;36;;821;121;126;231;167;104;72;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026011;Coeur De Loriol;1 499;1 499;6 605;Loriol-sur-Drôme;51,3;37,2;34,9;18,4;19,7;1,7;47,7;2,0;16,1;14,8;0;401;910;83;188;25;105;38;45;;379;58;60;115;72;48;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP026012;Clairval;994;994;6 641;Saint-Rambert-d'Albon;51,4;39,4;39,2;20,6;21,8;1,6;28,8;6,3;29;28;0;232;609;37;85;17;93;34;17;;264;40;42;61;55;39;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027001;Valmeux - Blanchères;3 095;3 946;23 777;Vernon;53,5;42,1;40,6;16,2;17,1;2,3;31,3;8,7;29,9;30,4;0;1 002;2 678;203;401;68;330;176;75;;1 281;173;216;345;273;145;129;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027002;Boutardes;851;3 946;23 777;Vernon;49,3;37,5;36,5;19,3;20,7;1,5;31,5;6,9;39,7;38,8;0;340;746;58;166;38;78;34;20;;287;62;43;72;41;26;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027003;La Madeleine;9 449;12 804;46 707;Évreux;54,4;41,9;40,7;16,0;16,9;2,3;41,2;5,9;35;32,6;0;3 736;8 604;893;1 803;249;791;387;207;8;3 836;589;590;1 064;746;462;385;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027004;Nétreville;2 151;12 804;46 707;Évreux;50,7;37,3;31,8;18,0;20,5;1,7;41,6;3,7;27,3;29,2;0;840;1 783;196;439;61;144;56;50;;736;115;118;195;137;95;76;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027005;Navarre;1 204;12 804;46 707;Évreux;53,1;42,8;34,8;;;;51,5;;15,9;13,7;0;513;1 101;148;257;28;80;30;37;;490;79;82;122;97;64;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027006;Maison-Rouge;1 269;2 760;18 348;Louviers;51,7;37,1;35,5;;;1,7;26,9;;25,1;26,2;0;418;928;73;191;50;104;40;27;;365;53;43;90;75;64;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027007;Acacias - La Londe - Les Oiseaux;1 491;2 760;18 348;Louviers;52,7;44,7;40,8;13,3;;2,8;33,8;;16,6;11;0;489;1 112;117;217;43;112;48;44;;469;82;78;123;86;57;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027008;Centre Ville;7 003;7 003;13 114;Val-de-Reuil;51,4;46,7;44,9;11,3;12,3;3,5;31,4;8,4;16,2;14,8;0;2 167;5 580;505;879;161;622;292;181;7;2 624;339;402;722;538;347;276;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027009;Le Bourg Le Comte;1 344;1 344;9 951;Bernay;53,1;34,2;29,0;21,5;24,1;1,3;46,6;2,5;4,8;;0;460;920;112;242;32;74;17;40;;358;53;52;83;77;62;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027010;L'Europe;1 313;2 662;10 120;Pont-Audemer;58,3;40,2;35,6;16,8;20,5;2,0;44,3;2,4;3,5;3;0;467;934;133;240;28;66;20;34;;377;45;55;95;81;54;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP027011;La Passerelle;1 349;2 662;10 120;Pont-Audemer;58,4;37,1;34,1;18,6;19,1;1,7;39,2;1,3;1,1;0,6;0;465;978;126;211;40;88;25;35;;388;50;51;118;75;60;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028001;Les Vauvettes;1 088;2 914;12 522;Vernouillet;50,8;37,7;;;;1,7;23,9;;15,2;15,4;0;337;979;58;120;25;134;71;8;;483;63;77;136;103;61;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028002;Quartier Des Clos;2 118;2 118;38 426;Chartres;49,5;38,4;35,1;18,8;19,6;1,6;47,5;;25,2;25,8;0;543;1 204;124;276;35;108;47;36;;515;64;86;134;98;82;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028003;Vieux Puits;1 880;3 975;15 435;Lucé;52,6;38,5;39,2;17,0;;1,9;43,7;;24,4;21,2;0;706;1 541;183;343;39;141;61;56;;653;118;113;171;116;79;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028004;Bruxelles - Arcades - Béguines;2 095;3 975;15 435;Lucé;51,8;39,9;38,6;15,5;;2,2;44,6;3,4;23,5;24,7;0;732;1 683;175;340;54;163;67;45;;745;93;131;215;151;95;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028005;Tallemont - Bretagne;2 342;2 342;11 087;Mainvilliers;53,7;41,5;38,9;15,6;17,1;2,2;32,4;6,9;33,6;29,9;0;703;1 575;171;346;57;129;59;34;;687;87;110;194;120;97;79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028006;Les Bâtes Tabellionne;4 584;12 868;43 186;Dreux, Vernouillet;51,4;43,2;42,4;12,4;12,8;3,0;35,4;7,4;24,2;23,7;0;1 438;3 228;261;727;102;348;158;70;6;1 335;197;205;364;235;186;148;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028007;Les Rochelles - Barthou;981;9 954;30 664;Dreux;51,3;45,7;42,4;;;2,9;21,1;;18,9;21,9;0;368;1 153;48;116;23;181;95;15;;580;84;80;175;131;64;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028008;Dunant - Kennedy;6 215;9 954;30 664;Dreux;51,2;43,4;41,7;14,1;13,5;2,7;22,3;10,0;39,5;39,2;0;1 934;5 102;390;771;157;616;314;66;;2 388;312;378;670;478;303;247;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028009;Camus - Schweitzer;2 904;2 904;13 078;Châteaudun;51,6;37,1;35,8;18,8;19,9;1,6;47,8;;23,5;21;0;964;2 002;189;519;82;174;67;47;;784;117;117;204;165;113;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP028010;Le Val;1 153;1 153;9 610;Nogent-le-Rotrou;58,1;35,3;32,3;27,3;30,6;1,1;51,3;;15,8;13,5;0;520;961;80;334;27;79;35;37;;330;41;47;82;69;48;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP029001;Kerandon;1 096;1 096;19 502;Concarneau;56,4;31,5;28,9;;24,0;1,2;62,2;;;;0;463;741;78;317;26;42;12;18;;211;25;36;56;39;30;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP029002;Kermoysan;3 480;3 480;63 166;Quimper;52,7;29,0;27,3;23,4;29,0;1,0;59,5;;17,2;14,3;0;1 211;2 312;217;723;86;185;72;87;11;833;119;118;218;164;130;84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP029003;Kerourien;1 240;17 146;139 602;Brest;52,5;38,8;27,6;21,7;;1,6;45,0;;;;0;460;943;96;268;24;72;30;29;;380;38;49;96;75;60;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP029004;Bellevue;7 120;17 146;139 602;Brest;54,6;38,8;36,7;17,7;21,7;1,7;50,9;;10,9;10,2;0;2 870;5 360;614;1 735;147;374;122;285;297;1 972;345;320;499;342;241;225;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP029005;Keredern;2 008;17 146;139 602;Brest;51,6;34,4;33,6;19,9;21,6;1,4;51,1;2,1;17;17,4;0;858;1 658;166;495;63;134;50;60;6;600;119;110;131;105;81;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP029006;Lambezellec Bourg;1 210;17 146;139 602;Brest;53,3;47,5;42,6;16,4;20,4;2,5;38,9;;;;0;290;750;91;132;12;55;26;13;;387;39;58;104;78;62;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP029007;Pontanezen;2 702;17 146;139 602;Brest;51,2;40,7;39,6;;;2,1;44,2;;22,8;21,7;0;975;2 106;193;541;60;181;82;63;14;885;150;155;213;171;102;94;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP029008;Queliverzan Pontaniou;1 652;17 146;139 602;Brest;48,7;30,7;29,2;24,4;32,2;0,7;69,3;0,0;10,3;11,1;0;843;1 205;101;648;38;56;13;90;54;272;46;37;65;54;46;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP029009;Kerangoff Loti;1 214;17 146;139 602;Brest;45,8;24,9;;23,2;29,7;;71,6;;;;0;585;853;77;455;23;30;11;25;6;221;38;41;43;40;31;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP02A001;Pifano;797;797;11 748;Porto-Vecchio;54,3;46,2;;;;2,6;30,7;;23,6;27,4;0;211;555;19;78;33;81;42;6;;235;24;25;49;74;30;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP02A002;Salines;1 927;2 877;70 817;Ajaccio;54,6;31,3;23,6;24,4;29,9;1,0;20,5;2,5;17,7;15,6;0;502;1 017;100;278;24;100;44;24;;386;45;58;109;75;55;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP02A003;Les Jardins De l'Empereur;950;2 877;70 817;Ajaccio;51,4;35,1;;19,7;;1,4;;;29,3;31,8;0;169;464;35;51;11;72;29;12;;211;49;37;54;35;21;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
