CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;NOTE_RP;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059035;Quartier Prioritaire D'Auberchicourt Et Ecaillon;1 172;2 666;10 594;Auberchicourt, Écaillon, Masny;54,8;35,4;32,4;22,9;25,7;1,3;35,0;3,4;2,4;2,2;0;371;896;80;156;37;98;44;25;;389;37;50;100;74;67;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059036;Quartier Prioritaire De Masny;1 431;1 465;4 125;Masny;53,5;37,0;33,7;19,1;21,7;1,6;33,9;3,2;4,7;5,2;0;458;1 087;81;201;38;138;45;27;;452;56;50;105;98;81;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059037;Quartier Prioritaire De Montigny En Ostrevent;1 027;1 331;4 791;Montigny-en-Ostrevent;54,7;37,6;36,8;20,5;22,2;1,6;24,7;6,0;6,8;6,9;0;268;646;43;109;32;84;24;14;;258;34;22;58;53;46;45;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059038;Barrois;1 522;3 598;10 841;Montigny-en-Ostrevent, Pecquencourt;54,0;33,4;30,4;21,2;25,8;1,4;30,7;3,4;6,4;6,3;0;495;1 189;82;200;68;145;48;20;;483;70;82;127;94;68;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059039;Lemay Sainte Marie;1 049;2 267;6 050;Pecquencourt;51,9;37,4;35,1;18,9;22,8;1,6;28,8;3,6;4,2;3,3;0;384;868;84;164;38;98;26;32;;349;61;59;93;58;41;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059040;Quartier Prioritaire De Somain;1 401;1 401;12 213;Somain;53,2;32,8;28,6;23,1;25,3;1,2;30,8;;;;0;492;1 157;99;207;54;132;43;25;;479;73;76;130;86;64;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059041;Résidences Pasteur Et Foch;1 416;1 416;21 353;Hazebrouck;54,4;42,5;40,5;;;2,5;34,3;6,4;2;1,4;0;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059042;Centre Ville - Gambetta;2 257;2 257;14 487;Caudry;50,9;38,1;36,3;17,9;22,0;1,7;33,1;;;;0;722;1 604;172;340;57;153;62;65;;682;98;94;170;141;95;84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059043;Coeur D'Etoile;1 516;1 516;4 902;Le Quesnoy;56,9;32,0;30,0;25,8;31,4;0,9;47,1;1,4;2,1;1,6;0;539;1 011;135;289;47;68;11;53;;359;51;42;87;71;55;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059044;Fourmies;4 157;4 157;11 714;Fourmies;52,5;36,5;33,1;22,6;27,0;1,4;48,1;4,5;;;0;1 486;3 089;364;779;103;240;97;122;8;1 268;161;172;313;259;190;173;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059045;Cité Des Bois;1 470;1 543;5 367;Ostricourt;53,1;37,0;32,8;22,2;25,4;1,4;29,3;4,3;10,6;11,9;0;413;1 140;56;150;35;172;75;22;;516;72;75;150;95;72;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059046;Vieux Centre Ville Saint Géry;1 625;5 192;32 501;Cambrai;55,0;33,3;28,2;27,4;35,3;;58,8;;;;0;660;1 112;122;417;57;64;15;90;57;335;51;60;81;54;42;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059047;Quartier Saint Roch;1 270;5 192;32 501;Cambrai;57,2;31,2;28,9;26,8;30,4;0,7;46,7;;;;0;469;875;99;276;26;68;20;30;9;306;43;47;81;58;48;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059048;Quartier Amérique;1 401;5 192;32 501;Cambrai;49,9;33,4;29,9;;;1,4;46,3;;;;0;496;1 035;110;240;45;101;27;39;;393;54;57;102;68;51;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059049;Résidence D'Esnes;896;5 192;32 501;Cambrai;48,3;32,7;;;;;25,6;;;;0;262;633;64;98;25;75;22;15;;268;31;35;54;69;46;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059050;Centre;13 204;18 714;34 203;Denain, Douchy-les-Mines, Lourches;52,2;39,7;36,2;19,4;22,8;1,7;34,5;6,4;9,2;8,9;0;4 531;10 951;844;2 030;421;1 236;513;371;13;4 778;667;745;1 235;959;607;565;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059051;Boulevard De La Liberté;3 075;3 075;10 311;Douchy-les-Mines;53,6;39,2;36,4;17,0;20,3;1,8;42,5;3,8;6,2;5,3;0;1 135;2 414;234;576;91;234;83;83;;949;139;129;234;191;126;130;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059052;Schneider;2 211;4 578;17 421;Escaudain, Lourches, Rœulx;54,2;39,8;37,0;20,6;24,1;1,6;30,9;6,7;9,5;9,2;0;714;1 639;119;352;62;181;78;52;;685;80;92;182;141;101;89;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059053;Couture Savonnerie;1 226;2 000;9 645;Escaudain;52,5;37,5;33,6;18,8;21,6;1,7;26,7;3,7;5,1;5,5;0;401;1 012;75;140;39;147;34;22;;422;66;88;103;72;55;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059054;Gambetta;1 284;17 639;33 537;Denain, Escaudain, Lourches;51,6;41,8;39,2;16,0;17,4;2,2;24,8;4,5;5,3;3,9;0;372;1 002;73;131;30;138;51;32;;463;65;73;126;96;59;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059055;Sabatier;2 866;3 755;12 468;Raismes;51,1;37,7;34,0;20,9;25,5;1,5;30,0;;;;0;776;2 049;150;256;101;269;104;49;;906;107;137;253;192;114;103;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059056;Brunehaut;1 203;7 188;27 952;Bruay-sur-l'Escaut, Escautpont, Raismes;53,3;34,4;30,9;22,2;26,4;1,3;30,5;;;;0;397;872;82;178;49;88;26;20;;338;39;45;96;60;50;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059057;Collinière;1 315;2 505;16 053;Saint-Amand-les-Eaux;57,4;37,5;34,8;16,1;17,3;1,9;39,4;;4,8;;0;453;962;101;222;40;90;39;26;;381;43;45;107;80;59;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059058;Elnon;1 190;2 505;16 053;Saint-Amand-les-Eaux;55,8;24,0;;38,3;45,4;0,5;43,9;;;;0;364;722;51;201;33;79;24;31;;251;39;33;61;54;35;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059059;Arenberg;1 558;5 265;19 288;Bellaing, Raismes, Wallers;52,6;36,4;33,1;21,7;25,5;1,4;27,9;5,5;8,2;9,1;0;397;1 074;65;132;44;156;60;28;;475;64;89;125;100;54;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059060;Petit Steendam;1 177;1 177;20 925;Coudekerque-Branche;54,2;37,4;35,5;19,2;22,7;1,5;41,7;;6,4;5,9;0;453;941;96;220;48;89;29;34;;348;53;63;90;53;52;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059061;Saint Pol Sur Mer Quartiers Ouest;4 167;14 617;86 865;Dunkerque;53,2;38,9;36,1;14,6;16,3;2,2;44,7;3,2;10,4;9,3;0;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059062;Banc Vert - Ile Jeanty - Carré De La Vieille - Jeu De mail;6 076;14 617;86 865;Dunkerque;52,7;35,8;33,6;20,3;21,7;1,4;39,5;2,6;6,9;5,3;0;2 133;4 437;433;1 084;196;420;143;181;10;1 689;303;271;394;303;220;198;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059063;Soubise - Basse Ville;4 374;14 617;86 865;Dunkerque;53,5;34,9;34,7;19,5;22,9;1,3;52,6;;8,2;6,8;0;1 659;3 062;271;989;147;252;67;187;111;1 022;188;142;251;177;142;122;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059064;Albeck - Europe - Moulin;8 497;8 497;22 777;Grande-Synthe;52,6;41,7;40,3;15,3;16,2;2,3;29,5;4,3;12,1;12,3;0;2 730;6 644;550;1 133;256;791;322;171;6;2 873;433;440;748;549;389;314;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059065;Degroote;727;727;8 311;Téteghem-Coudekerque-Village;52,3;40,7;38,8;13,1;14,3;2,4;34,9;2,7;5,3;5;0;298;610;68;144;27;59;17;26;;230;41;41;51;40;30;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059066;Pont de Bois;5 731;10 968;62 727;Villeneuve-d'Ascq;53,3;42,1;41,3;8,4;9,2;4,1;35,9;3,5;20,9;20,3;0;2 245;5 012;488;1 073;161;523;202;141;59;2 079;353;349;568;359;238;212;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059067;Résidence-Poste-Terroir;2 861;10 968;62 727;Villeneuve-d'Ascq;52,5;41,1;38,1;;15,2;2,8;30,7;;14,2;14,2;0;988;2 278;189;471;70;258;114;61;43;955;144;157;241;176;126;111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059068;Résidence;2 376;10 968;62 727;Villeneuve-d'Ascq;53,9;37,2;36,5;16,7;18,6;1,9;34,0;;12,3;11,6;0;825;1 967;183;342;64;236;85;39;21;841;123;147;216;143;114;98;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059069;Attargette - Chanzy;1 713;2 879;24 778;Armentières;55,8;37,3;32,9;22,1;29,8;1,4;43,1;;10;8,6;0;566;1 225;120;272;47;127;38;47;5;484;75;77;126;89;68;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059070;Bizet - Briquetterie;1 166;2 879;24 778;Armentières;50,5;47,1;43,8;;;3,0;25,7;;4,8;;0;349;1 022;101;105;18;125;61;25;;528;65;67;135;125;85;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059071;Quartier Intercommunal Hautchamps Longchamp - Lionderie - 3 Baudets;8 229;79 272;130 181;Hem, Lys-lez-Lannoy, Roubaix;50,4;40,9;39,0;13,9;15,5;2,3;35,4;6,3;11,9;12,8;0;2 656;6 041;569;1 265;206;616;250;140;5;2 534;370;389;618;457;333;367;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059072;Pacot - Vandracq;1 299;1 299;27 415;Lambersart;52,1;39,9;37,3;12,7;13,8;2,6;43,7;;10,4;12,3;0;471;1 043;114;218;39;100;36;31;;430;63;56;122;80;66;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059073;Secteur Ouest;1 733;62 987;233 098;Lille;52,4;41,3;40,2;14,6;15,5;2,4;37,3;;20,8;19,6;0;662;1 404;130;347;36;149;56;38;12;559;90;83;134;97;79;76;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059074;Secteur Sud;47 011;68 655;276 754;Faches-Thumesnil, Lezennes, Lille, Loos;51,0;42,3;41,4;13,4;14,9;2,3;50,0;3,8;21,7;20,3;0;19 687;37 674;2 553;12 228;1 544;3 362;1 416;1 835;3 449;13 039;2 136;2 067;3 388;2 364;1 581;1 503;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059075;Secteur Nord Est;12 828;62 987;233 098;Lille;50,8;41,5;40,4;12,3;13,3;2,4;46,4;2,6;19,4;17,2;0;5 537;10 168;681;3 585;384;887;321;601;1 136;3 352;573;548;895;627;397;312;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059076;Secteur Nord;1 421;62 987;233 098;Lille;56,7;35,1;33,5;;;1,5;44,9;;20,6;19,8;0;541;1 114;105;296;29;111;36;19;;427;63;63;104;83;60;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059077;Les Oliveaux;3 186;4 664;22 426;Loos;55,2;37,8;35,3;17,4;20,2;1,7;48,8;2,8;9,9;7,3;0;1 126;2 436;238;583;70;235;86;86;6;1 003;162;176;265;193;117;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059078;Clémenceau-Kiener;1 175;4 664;22 426;Loos;50,2;46,1;45,7;;;;42,4;;;;0;382;885;78;166;36;102;31;42;31;365;70;64;92;63;37;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059079;La Briquetterie;1 282;1 282;38 570;Marcq-en-Barœul;57,4;37,9;33,0;;;1,6;33,2;;18;16,3;0;454;1 038;112;208;43;91;46;30;;452;59;63;131;71;70;58;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059080;Nouveau Mons - Les Sarts- Dombrowski;9 519;82 173;316 842;Villeneuve-d'Ascq, Lille, Mons-en-Barœul;53,4;38,9;36,3;17,2;19,4;1,8;36,3;4,3;13,7;12,6;0;3 427;7 888;687;1 608;270;862;354;198;220;3 322;509;468;875;695;418;357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059081;Comtesse De Ségur;1 719;1 719;19 477;Ronchin;54,9;44,1;44,5;11,9;12,5;3,2;35,5;3,8;21,9;21;0;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059082;Quartier Intercommunal Roubaix-Tourcoing - Blanc Seau - Croix Bas Saint Pierre;71 013;100 520;257 503;Croix, Roubaix, Tourcoing, Wattrelos;50,8;44,7;43,6;13,6;14,3;2,7;33,3;8,7;23,1;22,8;0;24 063;58 789;4 700;11 375;1 678;6 310;3 036;1 756;1 032;26 698;3 950;4 117;6 949;5 165;3 419;3 098;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059083;Nouveau Roubaix;2 256;72 813;98 089;Roubaix;55,8;39,0;35,1;16,2;;2,1;39,4;;15,6;15;0;854;1 879;176;432;51;195;85;35;;780;119;124;229;137;84;87;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP059084;La Mouchonnière;1 407;1 407;12 410;Seclin;54,4;39,9;39,3;;;2,9;45,4;;;;0;569;1 202;124;295;36;114;43;50;;480;65;74;124;86;70;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
