CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069023;Saint-Jean;2 193;14 197;147 192;Villeurbanne;50,7;46,0;43,4;;;2,8;30,1;;25,3;25,9;644;1 748;108;244;50;242;112;33;9;805;128;118;202;155;116;86;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069024;Les Buers Nord;1 712;14 197;147 192;Villeurbanne;52,4;;;;;1,3;39,5;;23,5;20,6;589;1 429;105;264;51;169;75;16;9;616;100;108;162;120;70;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069025;Tonkin;2 092;14 197;147 192;Villeurbanne;54,7;34,1;31,3;25,4;;1,1;36,2;4,5;18,5;18,4;752;1 801;149;358;50;195;98;33;87;802;118;135;205;167;103;74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069026;Prainet;2 265;2 265;26 826;Décines-Charpieu;51,6;41,3;37,2;;16,2;2,1;26,5;7,4;25,7;25,5;683;1 840;162;241;61;219;102;22;;869;122;129;216;182;109;111;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069027;Le Mathiolan;1 605;2 955;31 438;Meyzieu;49,0;39,7;36,0;12,5;15,3;2,9;27,5;4,6;19,2;19,3;381;1 044;70;140;31;140;66;13;;487;48;82;146;85;80;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069028;Ville Nouvelle;15 721;15 721;30 645;Rillieux-la-Pape;53,6;39,7;37,1;19,7;22,3;1,7;31,6;7,3;21,2;20,4;4 154;11 143;881;1 622;275;1 376;671;172;17;5 302;837;920;1 453;916;692;484;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069029;Bellevue;1 541;8 384;42 950;Saint-Priest;50,2;38,0;;19,0;21,2;1,6;28,3;;33,4;33,8;376;1 163;63;102;29;182;83;22;;575;114;90;158;105;59;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069030;Garibaldi;1 070;8 384;42 950;Saint-Priest;49,9;;;16,9;17,1;2,1;34,5;;15,8;16,6;282;794;39;104;22;117;56;;;375;67;65;96;78;40;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069031;Bel Air;5 773;8 384;42 950;Saint-Priest;54,0;40,2;37,8;17,4;19,4;1,9;25,4;6,5;19,5;20,3;1 713;4 738;358;605;127;623;313;88;9;2 262;374;382;626;430;245;205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069032;Soeurs Janin;1 275;1 275;46 630;Lyon 5e Arrondissement;52,1;40,2;36,9;18,5;19,5;1,8;37,6;7,7;28,4;30,1;358;881;73;154;27;104;48;13;;391;54;50;113;74;51;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069033;Cités Sociales Gerland;1 347;1 347;77 855;Lyon 7e Arrondissement;50,9;;;26,5;26,8;1,3;39,2;9,7;24;22,8;428;964;85;213;32;98;52;22;;401;67;70;92;76;50;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069034;Moulin A Vent;1 409;18 108;81 531;Lyon 8e Arrondissement;51,4;44,8;47,1;;;2,0;35,7;;21,8;21;486;1 217;97;211;29;149;67;60;23;548;118;99;137;96;52;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069035;Etats-Unis - Langlet Santy;15 236;42 281;143 167;Vénissieux, Lyon 8e Arrondissement;53,5;37,4;34,5;21,3;24,3;1,4;46,1;3,2;21,3;20,7;5 144;11 141;945;2 648;359;1 192;482;246;299;4 443;821;788;1 164;793;480;397;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069036;Mermoz;2 801;18 108;81 531;Lyon 8e Arrondissement;53,2;37,0;36,8;18,2;;1,5;45,2;;26,2;24,7;1 004;2 498;146;449;83;326;139;60;33;1 079;213;190;257;202;128;89;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069037;Duchère;7 585;10 775;48 926;Lyon 9e Arrondissement;53,6;42,1;40,4;16,8;18,1;2,1;38,2;5,8;21,3;20,9;2 560;6 355;433;1 165;164;798;358;100;198;2 815;502;489;737;499;301;287;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069038;Loucheur - Gorge De Loup;1 965;10 775;48 926;Lyon 9e Arrondissement;58,1;35,9;30,1;25,1;28,2;1,2;38,3;;22,3;21,8;516;1 195;98;241;39;138;64;16;6;506;88;91;120;86;60;61;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069039;Les Plaines;1 689;8 103;19 574;Givors;50,7;30,4;31,2;27,0;28,7;0,9;52,3;;18,6;18,9;592;1 270;91;310;47;144;60;26;;487;94;88;133;80;57;35;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069040;Vallon;1 035;1 035;9 419;Grigny;50,1;41,6;38,7;13,8;15,3;2,6;33,2;7,1;21,9;22,2;260;708;47;99;17;97;41;6;;333;53;50;99;64;38;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069041;Le Vergoin;1 225;10 775;48 926;Lyon 9e Arrondissement;52,2;38,5;;19,6;;1,7;32,9;5,2;18,1;16,4;343;1 015;84;102;22;135;71;12;;514;77;81;132;101;63;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069042;Moncey;1 987;1 987;98 956;Lyon 3e Arrondissement;54,3;46,2;49,3;;;3,0;63,6;;21,8;22,1;896;1 346;60;685;64;87;31;80;331;299;54;44;78;48;38;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP069043;Les Plantées;1 350;2 955;31 438;Meyzieu;49,7;46,4;43,5;;;2,3;15,1;12,2;31,1;32,5;283;1 036;43;51;9;180;95;11;;558;83;82;147;122;65;59;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP070001;Rêpes - Montmarin;2 971;2 971;15 473;Vesoul;50,4;34,7;32,3;20,0;22,1;1,4;44,2;;19,6;20,5;1 007;2 081;171;542;101;193;85;56;5;782;122;135;225;135;98;67;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP070002;Le Mortard;1 378;1 378;8 394;Lure;54,6;34,7;30,3;20,7;23,9;1,3;48,0;3,4;20,6;20,4;452;918;88;242;42;80;24;35;;336;55;51;68;71;55;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP070003;Stade Messier;1 210;1 210;7 026;Luxeuil-les-Bains;53,4;31,4;29,1;22,6;24,3;1,1;48,0;2,9;15,6;14,8;400;781;62;226;36;76;26;25;;267;44;37;68;50;35;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP070004;Les Chenevières;1 171;1 171;9 896;Héricourt;52,5;35,2;32,2;;;1,5;46,4;3,0;14,6;16,2;436;892;95;233;33;75;37;21;;349;61;66;89;61;39;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP070005;Les Capucins;890;890;5 555;Gray;52,7;36,6;34,6;16,4;18,8;1,9;45,2;3,2;17,6;16,6;375;751;59;199;49;68;30;25;;258;34;42;66;57;33;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071001;Aubépins;2 994;10 058;45 166;Chalon-sur-Saône;53,3;34,5;32,7;22,7;25,1;1,3;47,1;2,3;20,8;19,9;1 037;2 069;198;556;91;192;62;51;;754;123;136;179;133;111;72;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071002;Stade - Fontaine au Loup;1 109;10 058;45 166;Chalon-sur-Saône;50,3;36,5;30,8;26,1;23,9;1,1;28,1;10,6;55;60,3;240;579;14;106;52;68;36;8;;221;29;28;60;47;24;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071003;Prés Saint-Jean;5 955;10 058;45 166;Chalon-sur-Saône;54,5;39,4;33,7;20,3;24,5;1,6;41,1;3,8;16,7;15,8;2 091;4 702;421;1 015;158;497;208;214;57;1 951;367;337;522;356;222;147;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071004;La Chanaye - Résidence;1 904;7 719;33 350;Mâcon;50,0;38,4;39,1;16,1;14,8;2,0;33,6;5,7;38;35,1;498;1 346;48;177;66;207;89;28;;566;100;83;161;114;66;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071005;Les Blanchettes;2 376;7 719;33 350;Mâcon;51,8;38,3;35,6;19,8;21,9;1,6;43,4;;28,6;28,3;713;1 704;133;314;52;214;86;49;;720;153;126;188;118;69;66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071006;Les Saugeraies;2 057;7 719;33 350;Mâcon;49,3;41,1;38,7;16,3;15,7;2,0;31,0;6,8;23,7;20;568;1 310;101;270;48;149;59;43;;534;118;95;128;90;60;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071007;Marbé;1 382;7 719;33 350;Mâcon;52,4;37,6;35,4;22,1;24,1;1,4;36,3;;22,7;20,4;486;1 248;106;185;44;151;76;23;;566;95;92;166;109;56;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071008;Saint Pantaléon;1 265;1 265;13 863;Autun;53,5;37,0;35,6;19,6;21,9;1,5;47,9;4,9;15,4;14,2;425;844;68;229;45;83;33;28;;293;52;61;62;53;35;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071009;Le Tennis;1 323;2 352;22 308;Le Creusot;53,2;32,0;28,7;25,6;28,3;1,0;41,5;2,1;28;30,5;432;852;77;232;44;79;28;31;6;295;50;50;73;56;35;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071010;Harfleur - République - Lapérouse;1 029;2 352;22 308;Le Creusot;49,0;25,4;29,8;34,9;;0,6;42,6;;25,2;25,6;250;555;43;122;21;64;24;11;;215;34;38;43;43;34;23;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071011;Rives Du Plessis;1 509;2 568;18 969;Montceau-les-Mines;59,5;36,8;35,0;;31,1;1,0;47,6;;17,2;17,6;461;893;82;275;26;78;32;46;36;329;39;65;88;59;45;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071012;Bois Du Verne;1 059;2 568;18 969;Montceau-les-Mines;51,1;29,9;;27,6;32,1;0,7;60,1;;10,6;10;371;652;48;235;30;58;17;27;;195;44;32;49;35;16;19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP071013;Résidence Du Lac;1 256;1 256;3 116;Torcy;50,8;41,7;37,8;15,4;16,8;2,3;20,5;7,3;14,5;15,2;269;842;42;69;32;126;63;5;;418;51;76;119;86;54;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP072001;La Rocade;1 323;2 525;12 575;Sablé-sur-Sarthe;51,8;;;;;;51,0;;20,3;;367;874;88;169;27;83;35;39;;397;70;79;105;62;50;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP072002;Chaoué Perrières;5 407;5 407;11 047;Allonnes;54,7;35,5;32,4;23,5;26,2;1,2;46,1;2,6;9,2;9,3;1 702;3 787;394;820;138;350;151;127;6;1 608;222;266;454;309;188;169;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP072003;Bellevue Carnac;4 264;20 858;151 821;Coulaines, Le Mans;56,4;46,4;42,0;12,6;14,5;3,1;39,2;4,4;17,3;16,4;1 448;3 432;503;591;74;280;105;120;;1 624;293;256;393;303;201;178;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP072004;Ronceray Glonnières Vauguyon;6 000;17 744;144 244;Le Mans;53,0;38,8;38,1;18,9;23,1;1,6;53,9;4,2;17,9;17,2;2 309;4 618;486;1 342;126;355;153;163;8;1 818;306;326;453;326;228;179;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP072005;Les Sablons;9 714;17 744;144 244;Le Mans;55,0;43,1;39,6;17,1;19,7;2,1;37,5;5,1;21,3;21;3 376;8 400;976;1 373;216;811;353;265;20;3 975;712;697;1 021;701;443;401;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP072006;L' Epine;880;17 744;144 244;Le Mans;51,9;;;;;;56,7;;;;374;703;80;223;21;50;16;27;16;258;51;48;63;40;28;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP072007;Montreux;1 202;2 525;12 575;Sablé-sur-Sarthe;52,1;40,2;;;;1,9;52,7;;11,6;;369;824;98;183;18;70;26;28;;365;72;77;88;58;40;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP073001;Biollay - Bellevue;3 578;9 848;58 653;Chambéry;54,0;36,2;34,4;20,9;22,9;1,4;47,2;;18,8;18,2;1 185;2 594;225;607;62;291;109;69;75;1 056;156;181;292;213;124;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP073002;Les Hauts De Chambéry;6 270;9 848;58 653;Chambéry;51,8;39,8;38,7;16,6;18,3;2,0;37,8;6,5;25,7;24,7;2 015;5 066;332;829;202;652;293;80;14;2 201;391;354;588;408;271;189;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP073003;Marlioz;1 163;1 163;29 580;Aix-les-Bains;55,9;;;;;;44,1;;;;316;734;67;136;21;92;28;9;;306;49;49;82;56;41;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP073004;Val De Roses - Contamine;1 170;1 170;19 071;Albertville;47,8;36,0;30,3;19,2;18,2;1,5;40,2;;35,5;32,7;379;975;42;158;43;136;62;11;;413;61;66;98;89;58;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP074001;Le Perrier - Château Rouge - Livron;3 726;3 726;34 261;Annemasse;49,8;41,4;37,1;16,6;;2,0;30,9;8,3;28,1;27,5;885;2 167;159;379;80;267;116;78;19;924;134;114;251;199;134;92;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
