CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP069016;5976;7331;17584;Saint-Fons;53,1;39,1;35,8;20,9;23,3;1,6;39,4;4,9;22,8;22,7;1881;4745;337;829;135;580;276;65;;2147;384;366;624;381;200;192;0
QP069017;1372;1372;20696;Saint-Genis-Laval;55,1;40,7;;17,1;20,4;2;28;6,6;;;347;923;79;132;23;113;51;18;;434;64;70;121;89;49;41;0
QP069018;20491;23853;44087;Vaulx-en-Velin;51,9;43,3;41,6;15,2;16;2,4;26,3;9;26,6;27;5869;16186;1069;2241;438;2121;1087;294;123;7717;1258;1312;2095;1444;882;726;0
QP069019;2241;23853;44087;Vaulx-en-Velin;52,6;44,6;45,8;;;3,3;35,6;;22,7;22,8;630;1651;111;272;38;209;95;63;15;771;124;108;194;154;102;89;0
QP069020;2224;24173;61636;Vénissieux;54,6;42,9;41,3;12,9;;2,8;31,2;;19,9;21,8;602;1710;120;217;30;235;118;29;;842;132;140;243;158;103;66;0
QP069021;917;14197;147192;Villeurbanne;47,2;24,3;;36,4;44,3;0,5;48,1;2,8;35,2;40,5;358;789;60;182;33;83;36;10;14;310;42;49;96;68;27;28;0
QP069022;5000;14197;147192;Villeurbanne;50,5;39,4;38,4;17,5;17,5;1,9;34;5;30,7;29,6;1364;3714;235;516;78;535;234;65;17;1737;287;313;449;323;210;155;0
QP069023;2193;14197;147192;Villeurbanne;50,7;46;43,4;;;2,8;30,1;;25,3;25,9;644;1748;108;244;50;242;112;33;9;805;128;118;202;155;116;86;0
QP069024;1712;14197;147192;Villeurbanne;52,4;;;;;1,3;39,5;;23,5;20,6;589;1429;105;264;51;169;75;16;9;616;100;108;162;120;70;56;0
QP069025;2092;14197;147192;Villeurbanne;54,7;34,1;31,3;25,4;;1,1;36,2;4,5;18,5;18,4;752;1801;149;358;50;195;98;33;87;802;118;135;205;167;103;74;0
QP069026;2265;2265;26826;Décines-Charpieu;51,6;41,3;37,2;;16,2;2,1;26,5;7,4;25,7;25,5;683;1840;162;241;61;219;102;22;;869;122;129;216;182;109;111;0
QP069027;1605;2955;31438;Meyzieu;49;39,7;36;12,5;15,3;2,9;27,5;4,6;19,2;19,3;381;1044;70;140;31;140;66;13;;487;48;82;146;85;80;46;0
QP069028;15721;15721;30645;Rillieux-la-Pape;53,6;39,7;37,1;19,7;22,3;1,7;31,6;7,3;21,2;20,4;4154;11143;881;1622;275;1376;671;172;17;5302;837;920;1453;916;692;484;0
QP069029;1541;8384;42950;Saint-Priest;50,2;38;;19;21,2;1,6;28,3;;33,4;33,8;376;1163;63;102;29;182;83;22;;575;114;90;158;105;59;49;0
QP069030;1070;8384;42950;Saint-Priest;49,9;;;16,9;17,1;2,1;34,5;;15,8;16,6;282;794;39;104;22;117;56;;;375;67;65;96;78;40;29;0
QP069031;5773;8384;42950;Saint-Priest;54;40,2;37,8;17,4;19,4;1,9;25,4;6,5;19,5;20,3;1713;4738;358;605;127;623;313;88;9;2262;374;382;626;430;245;205;0
QP069032;1275;1275;46630;Lyon 5e Arrondissement;52,1;40,2;36,9;18,5;19,5;1,8;37,6;7,7;28,4;30,1;358;881;73;154;27;104;48;13;;391;54;50;113;74;51;49;0
QP069033;1347;1347;77855;Lyon 7e Arrondissement;50,9;;;26,5;26,8;1,3;39,2;9,7;24;22,8;428;964;85;213;32;98;52;22;;401;67;70;92;76;50;46;0
QP069034;1409;18108;81531;Lyon 8e Arrondissement;51,4;44,8;47,1;;;2;35,7;;21,8;21;486;1217;97;211;29;149;67;60;23;548;118;99;137;96;52;46;0
QP069035;15236;42281;143167;Vénissieux, Lyon 8e Arrondissement;53,5;37,4;34,5;21,3;24,3;1,4;46,1;3,2;21,3;20,7;5144;11141;945;2648;359;1192;482;246;299;4443;821;788;1164;793;480;397;0
QP069036;2801;18108;81531;Lyon 8e Arrondissement;53,2;37;36,8;18,2;;1,5;45,2;;26,2;24,7;1004;2498;146;449;83;326;139;60;33;1079;213;190;257;202;128;89;0
QP069037;7585;10775;48926;Lyon 9e Arrondissement;53,6;42,1;40,4;16,8;18,1;2,1;38,2;5,8;21,3;20,9;2560;6355;433;1165;164;798;358;100;198;2815;502;489;737;499;301;287;0
QP069038;1965;10775;48926;Lyon 9e Arrondissement;58,1;35,9;30,1;25,1;28,2;1,2;38,3;;22,3;21,8;516;1195;98;241;39;138;64;16;6;506;88;91;120;86;60;61;0
QP069039;1689;8103;19574;Givors;50,7;30,4;31,2;27;28,7;0,9;52,3;;18,6;18,9;592;1270;91;310;47;144;60;26;;487;94;88;133;80;57;35;0
QP069040;1035;1035;9419;Grigny;50,1;41,6;38,7;13,8;15,3;2,6;33,2;7,1;21,9;22,2;260;708;47;99;17;97;41;6;;333;53;50;99;64;38;29;0
QP069041;1225;10775;48926;Lyon 9e Arrondissement;52,2;38,5;;19,6;;1,7;32,9;5,2;18,1;16,4;343;1015;84;102;22;135;71;12;;514;77;81;132;101;63;60;0
QP069042;1987;1987;98956;Lyon 3e Arrondissement;54,3;46,2;49,3;;;3;63,6;;21,8;22,1;896;1346;60;685;64;87;31;80;331;299;54;44;78;48;38;37;0
QP069043;1350;2955;31438;Meyzieu;49,7;46,4;43,5;;;2,3;15,1;12,2;31,1;32,5;283;1036;43;51;9;180;95;11;;558;83;82;147;122;65;59;0
QP070001;2971;2971;15473;Vesoul;50,4;34,7;32,3;20;22,1;1,4;44,2;;19,6;20,5;1007;2081;171;542;101;193;85;56;5;782;122;135;225;135;98;67;0
QP070002;1378;1378;8394;Lure;54,6;34,7;30,3;20,7;23,9;1,3;48;3,4;20,6;20,4;452;918;88;242;42;80;24;35;;336;55;51;68;71;55;36;0
QP070003;1210;1210;7026;Luxeuil-les-Bains;53,4;31,4;29,1;22,6;24,3;1,1;48;2,9;15,6;14,8;400;781;62;226;36;76;26;25;;267;44;37;68;50;35;33;0
QP070004;1171;1171;9896;Héricourt;52,5;35,2;32,2;;;1,5;46,4;3;14,6;16,2;436;892;95;233;33;75;37;21;;349;61;66;89;61;39;33;0
QP070005;890;890;5555;Gray;52,7;36,6;34,6;16,4;18,8;1,9;45,2;3,2;17,6;16,6;375;751;59;199;49;68;30;25;;258;34;42;66;57;33;26;0
QP071001;2994;10058;45166;Chalon-sur-Saône;53,3;34,5;32,7;22,7;25,1;1,3;47,1;2,3;20,8;19,9;1037;2069;198;556;91;192;62;51;;754;123;136;179;133;111;72;0
QP071002;1109;10058;45166;Chalon-sur-Saône;50,3;36,5;30,8;26,1;23,9;1,1;28,1;10,6;55;60,3;240;579;14;106;52;68;36;8;;221;29;28;60;47;24;33;0
QP071003;5955;10058;45166;Chalon-sur-Saône;54,5;39,4;33,7;20,3;24,5;1,6;41,1;3,8;16,7;15,8;2091;4702;421;1015;158;497;208;214;57;1951;367;337;522;356;222;147;0
QP071004;1904;7719;33350;Mâcon;50;38,4;39,1;16,1;14,8;2;33,6;5,7;38;35,1;498;1346;48;177;66;207;89;28;;566;100;83;161;114;66;42;0
QP071005;2376;7719;33350;Mâcon;51,8;38,3;35,6;19,8;21,9;1,6;43,4;;28,6;28,3;713;1704;133;314;52;214;86;49;;720;153;126;188;118;69;66;0
QP071006;2057;7719;33350;Mâcon;49,3;41,1;38,7;16,3;15,7;2;31;6,8;23,7;20;568;1310;101;270;48;149;59;43;;534;118;95;128;90;60;43;0
QP071007;1382;7719;33350;Mâcon;52,4;37,6;35,4;22,1;24,1;1,4;36,3;;22,7;20,4;486;1248;106;185;44;151;76;23;;566;95;92;166;109;56;48;0
QP071008;1265;1265;13863;Autun;53,5;37;35,6;19,6;21,9;1,5;47,9;4,9;15,4;14,2;425;844;68;229;45;83;33;28;;293;52;61;62;53;35;30;0
QP071009;1323;2352;22308;Le Creusot;53,2;32;28,7;25,6;28,3;1;41,5;2,1;28;30,5;432;852;77;232;44;79;28;31;6;295;50;50;73;56;35;31;0
QP071010;1029;2352;22308;Le Creusot;49;25,4;29,8;34,9;;0,6;42,6;;25,2;25,6;250;555;43;122;21;64;24;11;;215;34;38;43;43;34;23;0
QP071011;1509;2568;18969;Montceau-les-Mines;59,5;36,8;35;;31,1;1;47,6;;17,2;17,6;461;893;82;275;26;78;32;46;36;329;39;65;88;59;45;33;0
QP071012;1059;2568;18969;Montceau-les-Mines;51,1;29,9;;27,6;32,1;0,7;60,1;;10,6;10;371;652;48;235;30;58;17;27;;195;44;32;49;35;16;19;0
QP071013;1256;1256;3116;Torcy;50,8;41,7;37,8;15,4;16,8;2,3;20,5;7,3;14,5;15,2;269;842;42;69;32;126;63;5;;418;51;76;119;86;54;32;0
QP072001;1323;2525;12575;Sablé-sur-Sarthe;51,8;;;;;;51;;20,3;;367;874;88;169;27;83;35;39;;397;70;79;105;62;50;31;0
QP072002;5407;5407;11047;Allonnes;54,7;35,5;32,4;23,5;26,2;1,2;46,1;2,6;9,2;9,3;1702;3787;394;820;138;350;151;127;6;1608;222;266;454;309;188;169;0
QP072003;4264;20858;151821;Coulaines, Le Mans;56,4;46,4;42;12,6;14,5;3,1;39,2;4,4;17,3;16,4;1448;3432;503;591;74;280;105;120;;1624;293;256;393;303;201;178;0
QP072004;6000;17744;144244;Le Mans;53;38,8;38,1;18,9;23,1;1,6;53,9;4,2;17,9;17,2;2309;4618;486;1342;126;355;153;163;8;1818;306;326;453;326;228;179;0
QP072005;9714;17744;144244;Le Mans;55;43,1;39,6;17,1;19,7;2,1;37,5;5,1;21,3;21;3376;8400;976;1373;216;811;353;265;20;3975;712;697;1021;701;443;401;0
QP072006;880;17744;144244;Le Mans;51,9;;;;;;56,7;;;;374;703;80;223;21;50;16;27;16;258;51;48;63;40;28;28;0
QP072007;1202;2525;12575;Sablé-sur-Sarthe;52,1;40,2;;;;1,9;52,7;;11,6;;369;824;98;183;18;70;26;28;;365;72;77;88;58;40;30;0
QP073001;3578;9848;58653;Chambéry;54;36,2;34,4;20,9;22,9;1,4;47,2;;18,8;18,2;1185;2594;225;607;62;291;109;69;75;1056;156;181;292;213;124;90;0
QP073002;6270;9848;58653;Chambéry;51,8;39,8;38,7;16,6;18,3;2;37,8;6,5;25,7;24,7;2015;5066;332;829;202;652;293;80;14;2201;391;354;588;408;271;189;0
QP073003;1163;1163;29580;Aix-les-Bains;55,9;;;;;;44,1;;;;316;734;67;136;21;92;28;9;;306;49;49;82;56;41;29;0
QP073004;1170;1170;19071;Albertville;47,8;36;30,3;19,2;18,2;1,5;40,2;;35,5;32,7;379;975;42;158;43;136;62;11;;413;61;66;98;89;58;41;0
QP074001;3726;3726;34261;Annemasse;49,8;41,4;37,1;16,6;;2;30,9;8,3;28,1;27,5;885;2167;159;379;80;267;116;78;19;924;134;114;251;199;134;92;0
QP074002;1635;1635;11723;Gaillard;45,1;36,2;35,6;;;2,2;50;;33,7;35,9;417;924;65;220;33;99;55;25;;372;47;51;92;79;59;44;0
QP074003;1168;1168;17627;Cluses;53,3;35,9;35,8;19,6;;1,5;28,1;;32,3;32;264;754;57;83;17;107;49;6;;363;57;67;96;78;40;25;0
QP074004;1628;1628;34610;Thonon-les-Bains;50,5;46,2;45,1;13,7;;2,9;14,3;8,3;23,9;24,5;360;1016;76;116;32;136;66;18;;486;66;75;136;109;61;39;0
QP074005;1097;1097;12561;Saint-Julien-en-Genevois;46,7;38,4;37,5;10;10,2;2,6;36,5;;40,7;43,1;286;708;46;121;20;99;40;16;10;303;46;57;65;63;33;39;0
QP074006;2245;2245;12648;Bonneville;45,8;39,3;40,5;11,3;13,4;2,9;22,2;7,6;32,7;34,6;444;1294;75;144;39;186;96;20;;621;63;83;172;159;86;58;0
QP075001;2127;9214;183713;Paris 13e Arrondissement;47,5;32,3;37,5;20,8;;0,9;57,5;;26,1;11,9;841;1381;102;584;49;106;31;52;174;381;55;62;98;73;53;40;0
QP075002;2119;41362;185953;Paris 19e Arrondissement;54,2;26,8;21,9;23,1;23,7;0,9;45,8;;14,7;13,7;524;1032;94;288;39;103;28;19;20;360;52;49;99;57;55;48;0
QP075003;2431;9214;183713;Paris 13e Arrondissement;50,6;29,7;29;21,2;22,8;1;27,8;4,7;38,8;42,8;404;942;41;176;46;141;37;24;42;349;47;62;84;69;45;42;0
QP075004;2371;9214;183713;Paris 13e Arrondissement;52,9;33,2;32,3;23,2;24;1;40,2;7,1;23;18,9;683;1322;93;415;40;135;47;10;22;459;54;67;106;88;79;65;0
QP075005;781;9214;183713;Paris 13e Arrondissement;47,4;25,8;23,1;;;;50,7;;18,4;;158;235;29;115;;;;;5;63;6;8;14;17;9;9;0
QP075006;1504;9214;183713;Paris 13e Arrondissement;;;;;;;;;;;319;738;65;153;22;79;34;13;12;311;54;36;70;53;44;54;0
QP075007;3697;3697;140799;Paris 14e Arrondissement;57,8;28,4;26,2;26,1;29,3;0,9;42,2;;20,5;20,8;986;1900;219;556;45;166;49;18;7;692;95;93;185;140;93;86;0
QP075008;3664;3664;170077;Paris 17e Arrondissement;55,4;32,4;28,6;26,5;29,5;1,1;39,1;5,2;22;22,6;952;2060;244;475;51;182;73;28;5;860;90;97;211;184;148;130;0
QP075009;2346;40403;199519;Paris 18e Arrondissement;51,2;27;23,9;22,3;23,8;1;48;2,1;22,7;21,5;633;1173;109;372;48;104;32;20;25;387;54;64;86;77;54;52;0
QP075010;14152;40403;199519;Paris 18e Arrondissement;51,9;33,3;31,4;21;22,9;1,1;49;3,3;21,6;20,9;4202;8669;686;2363;207;946;321;163;476;3285;506;515;794;658;449;363;0
QP075011;7447;40403;199519;Paris 18e Arrondissement;51,2;38,6;37,1;15;15;2,1;31,7;6,8;18,9;18,5;1685;4176;334;747;115;489;220;87;70;1870;234;275;476;392;276;217;0
QP075012;13232;40403;199519;Paris 18e Arrondissement;46;28,3;29,6;14,5;14,4;1,4;46,2;4;27,3;24,4;3002;6100;432;1738;193;639;223;143;194;2231;314;315;501;427;335;339;0
QP075013;5120;81765;385472;Paris 18e Arrondissement, Paris 19e Arrondissement;52,2;37,6;36,1;18,6;19,6;1,6;31,2;7,2;23,4;24;1322;3186;218;598;90;416;155;39;6;1344;208;179;350;244;199;164;0
QP075014;14197;41362;185953;Paris 19e Arrondissement;51,4;35,9;33,9;18,1;19,9;1,5;38,3;5,2;22,8;22,1;3512;7857;624;1773;247;868;349;144;177;3199;423;428;785;642;512;409;0
QP075015;13253;81765;385472;Paris 18e Arrondissement, Paris 19e Arrondissement;52,6;31,7;30,9;22,5;24,4;1,1;40,6;4,4;20,4;19,8;3612;7717;539;1980;222;871;345;200;284;2975;482;458;713;584;396;342;0
QP075016;7799;41362;185953;Paris 19e Arrondissement;53,3;32,4;29,8;19,2;20,4;1,4;38,9;3,3;20,3;20,6;2299;4819;424;1210;169;496;182;69;124;1836;288;238;433;363;270;244;0
QP075017;1369;41362;185953;Paris 19e Arrondissement;57,6;26,4;26,6;21,4;;0,8;40,8;;21,1;19,3;394;844;86;200;35;73;28;9;;333;28;40;77;78;59;51;0
QP075018;1146;73835;380724;Paris 19e Arrondissement, Paris 20e Arrondissement;54,4;30,9;30,7;22,9;22,9;1;45,2;5,5;16,9;14,5;367;774;66;202;25;74;39;15;6;304;37;39;79;55;41;53;0
QP075019;19541;32473;194771;Paris 20e Arrondissement;53,9;32,6;29,2;22,7;24,2;1,2;38;3,8;19,7;18,8;5301;11957;1100;2548;367;1286;515;132;63;4966;674;652;1224;1049;739;628;0
QP075020;28021;47977;440726;Paris 10e Arrondissement, Paris 11e Arrondissement, Paris 20e Arrondissement;50,3;29,8;29,5;16,5;15,9;1,3;47,2;3,2;21,8;20,5;6309;12778;886;3595;464;1364;426;290;418;4585;675;652;1098;894;679;587;0
QP076001;1020;6070;30214;Dieppe;53,6;35,4;29,8;17,8;21,7;1,7;41,3;;6,6;;474;1009;95;209;58;112;32;37;;389;71;70;92;67;55;34;0
QP076002;3241;6070;30214;Dieppe;57,7;36,4;32,5;23,4;26,8;1,3;40,2;;;;1017;2366;261;413;97;246;87;82;;1007;167;156;240;186;150;108;0
QP076003;1809;6070;30214;Dieppe;52,6;36,4;33,2;16,2;18,7;1,9;34,1;;;0;640;1394;129;298;66;147;39;51;;546;68;84;133;105;89;67;0
QP076004;1998;1998;9378;Gonfreville-l'Orcher;52,9;38;34,7;18,8;23,8;1,7;37,9;3,2;1,9;1,5;563;1291;119;259;39;146;58;38;;539;72;81;148;108;76;54;0
QP076005;9038;41136;172074;Le Havre;53,4;39,1;36,1;20,7;22,9;1,6;33,9;5,1;11,5;10,9;3052;7715;769;1197;220;866;337;191;15;3561;593;582;898;652;435;401;0
QP076006;9221;41136;172074;Le Havre;51,3;38,5;38,3;17,4;17,7;1,6;47;2,5;13,7;11,9;3616;6765;732;2142;211;531;174;307;339;2425;415;391;617;412;340;250;0
QP076007;1915;41136;172074;Le Havre;51,9;44,7;40,4;18,6;19,9;2;26,7;8,7;14,9;14,7;616;1491;129;282;52;153;63;33;;661;87;96;155;120;96;107;0
QP076008;1841;41136;172074;Le Havre;51,9;44,6;38,9;;;2,8;26,3;;;;515;1289;152;209;36;118;56;24;;617;92;90;161;117;90;67;0
QP076009;2628;41136;172074;Le Havre;54,9;35,2;30,4;23,6;26,9;1,3;34,7;;6;;832;1802;190;411;51;180;61;48;;736;118;121;170;135;105;87;0
QP076010;16493;41136;172074;Le Havre;53,9;40,7;37,3;18,9;20,6;1,8;35,1;4,6;10,7;10,1;5178;12779;1500;2117;316;1245;513;355;25;6036;1021;1041;1520;1083;736;635;0
QP076011;5089;5089;14621;Canteleu;54,5;38,1;36,8;20,1;23;1,5;40,5;3,5;13;12,1;1756;3806;353;847;177;379;147;132;10;1507;231;250;376;270;199;181;0
QP076012;2749;2749;13314;Cléon, Saint-Aubin-lès-Elbeuf;52,8;45,1;42,7;10,7;10,1;3,6;28,4;6,3;13,1;10,6;648;1606;179;255;44;170;72;49;;741;118;135;178;133;103;74;0
QP076013;1883;1883;9515;Darnétal;55,9;38;34,4;19,9;23,9;1,6;43,2;3,1;12,2;12,5;700;1517;190;344;41;125;46;38;;653;94;90;184;133;92;60;0
QP076014;6573;6573;17343;Elbeuf;52,6;37,4;35,6;18,8;21,4;1,6;46,4;;12;11,5;2178;4308;439;1232;126;381;139;160;55;1633;265;283;404;273;234;174;0
QP076015;1063;2162;9937;Grand-Couronne;53,3;39,3;36,6;15,8;17,2;2,1;41,7;3;10,9;8,8;326;756;72;147;24;83;31;25;;329;58;67;97;54;36;17;0
QP076016;1099;2162;9937;Grand-Couronne;51,5;40,1;35,8;16;19;2,1;42,9;5,3;11,3;12,7;333;752;70;166;21;76;32;19;;322;57;56;82;53;42;32;0
QP076017;1407;1407;11188;Maromme;55,5;33,4;31,5;20;24;1,3;47,9;;7,6;5,6;477;962;122;242;29;84;24;49;;375;58;70;91;72;48;36;0
QP076018;1247;1247;7036;Notre-Dame-de-Bondeville;51,1;40;40,9;10,2;11,3;3,1;41;3;7,4;7,1;410;838;97;212;23;78;24;44;;325;65;51;79;65;29;36;0
QP076019;1880;1880;11505;Oissel;55,8;38,5;36,5;13,4;14;2,3;41,6;;11,3;10,2;639;1383;159;292;47;141;45;52;;556;106;95;151;98;64;42;0
QP076020;3003;3003;22426;Le Petit-Quevilly;53,6;39;33,9;17,3;19,5;1,9;35,4;3,7;14,9;14,2;972;2398;208;390;101;273;121;61;;1050;203;183;278;189;103;94;0
QP076021;1981;11864;110755;Rouen;54,3;;;;;2;41,6;;22,7;24,8;737;1656;150;355;59;173;65;36;;692;124;119;171;121;83;74;0
QP076022;10314;12295;119006;Bihorel, Rouen;52,9;42,1;39,5;14,7;16,1;2,4;40,6;5,8;22,2;21,8;3579;7969;844;1755;269;711;301;212;27;3403;621;621;853;544;417;347;0
QP076023;4779;7793;28738;Saint-Étienne-du-Rouvray;52,8;40;37,8;21,2;23,7;1,5;36,6;5,9;29,1;25,1;1561;4134;228;612;160;561;262;82;36;1849;327;355;493;321;185;168;0
QP076024;1140;7793;28738;Saint-Étienne-du-Rouvray;50,7;47,3;;;;;25,4;;;;308;859;56;114;21;117;49;28;;414;48;63;113;96;54;40;0
QP076025;1333;7793;28738;Saint-Étienne-du-Rouvray;52,4;42,8;42,1;;;2,7;24,1;;;;474;1231;111;182;31;150;61;24;;579;92;97;173;100;69;48;0
QP076026;2241;9493;57442;Saint-Étienne-du-Rouvray, Sotteville-lès-Rouen;52,6;38,6;33,9;16,7;19,9;1,9;35,6;;12,2;10,9;702;1657;163;294;48;197;75;36;;707;123;126;183;126;88;61;0
QP076027;747;747;11957;Barentin;52;26;;26,6;31,1;;59,2;0;;;331;609;86;185;25;35;13;36;;217;32;33;52;43;25;32;0
QP076028;2912;2912;19381;Fécamp;54,7;38,2;36,4;18,1;;1,8;36,6;;;;835;1795;174;399;75;187;54;74;;701;88;118;168;138;104;85;0
QP077001;1818;1818;22559;Roissy-en-Brie;50,9;46,7;45;11,6;11,5;3,2;21,1;11,8;28,9;30,3;373;1000;115;124;31;103;54;17;;493;69;83;135;93;71;42;0
QP077002;1803;2799;53569;Chelles;53;43,1;41,7;9,8;10;3,9;20,6;6,4;38,8;40,1;428;1461;80;77;17;254;117;17;;757;131;137;208;123;89;69;0
QP077003;996;2799;53569;Chelles;52,5;;43,5;;;2,9;;;35,8;37,4;266;712;48;101;24;93;44;11;;326;38;47;91;67;41;42;0
QP077004;1689;1689;20718;Lagny-sur-Marne;51,4;44,3;39,3;;;2,4;22,2;;22,4;23,1;411;1191;99;132;22;158;78;20;;597;71;92;154;114;98;68;0
QP077005;3238;3238;40551;Champs-sur-Marne, Noisiel;51,4;46,1;45,9;8,5;8,6;4,4;31,2;8,9;22,6;23,4;923;2302;206;401;49;267;131;58;67;1056;164;175;294;166;147;110;0
QP077006;2677;6525;23669;Torcy;52,2;46,1;45,3;11,3;;3,4;25,9;;15,1;14,6;628;1725;171;223;25;209;94;15;;858;110;115;223;190;131;89;0
QP077007;3848;6525;23669;Torcy;51,2;42,2;42,5;;;3;19,8;6,8;19,9;19,5;790;2329;182;231;36;341;139;52;11;1155;199;193;298;221;148;96;0
QP077008;8064;8064;21094;Dammarie-les-Lys;53,4;41,3;38,8;15,4;17,9;2,3;34,3;6,2;25,5;24,4;2137;5808;547;731;139;720;326;81;11;2798;423;458;815;520;328;254;0
QP077009;6217;6885;20713;Le Mée-sur-Seine;53,3;45,2;42,9;9,1;10;4,3;28,1;6,2;27,8;25,8;1799;5079;559;560;93;587;266;79;6;2587;409;430;755;455;296;242;0
QP077010;8590;22842;60779;Le Mée-sur-Seine, Melun;52,2;42,4;40,3;14,4;16,6;2,5;32,4;7,2;29,9;28,1;2468;6420;553;966;156;793;335;168;;2982;537;464;763;552;361;305;0
QP077011;2752;15957;40066;Melun;53,9;43,3;42,1;13,3;13,8;2,7;27,7;6,9;25,3;23,7;711;1984;173;231;48;259;111;27;;959;177;198;257;163;96;68;0
QP077012;5283;15957;40066;Melun;54,7;43,5;42;12,9;14,5;2,9;32;6,3;20,7;19,6;1320;3626;335;446;60;479;195;80;5;1764;307;336;472;301;194;154;0
QP077013;14683;14683;53766;Meaux;50,6;42,7;41;12,7;13,8;2,8;29,6;8,1;24,4;23,8;3699;9503;909;1508;219;1063;483;135;11;4516;692;734;1236;851;583;420;0
QP077014;5824;5824;17173;Montereau-Fault-Yonne;51,9;44;40,3;14,9;16,1;2,5;25,4;8;39,2;37,9;1966;5594;430;646;178;712;349;79;;2717;425;481;728;506;320;257;0
QP077015;1617;1617;13761;Avon;53,6;;;15,2;;2,3;30,3;;36,5;32,7;368;1106;81;94;30;163;68;15;;544;99;90;156;80;69;50;0
QP077016;1203;1203;9504;La Ferté-sous-Jouarre;51,4;38,1;33,8;16,7;18,5;1,9;30,8;6;16,5;16,1;304;791;83;101;21;99;43;20;;365;50;61;103;77;41;33;0
QP077017;2944;2944;11940;Provins;52,4;41,8;40,7;14,3;14,8;2,5;32,4;6,8;26,2;26,6;861;2211;186;320;91;264;117;50;16;993;168;186;262;166;112;99;0
QP077018;2034;2034;19917;Ozoir-la-Ferrière;53,4;43,1;41,6;10,2;;3,6;20,3;8,1;16,3;14,9;459;1309;132;135;24;168;80;12;;653;78;108;173;139;91;64;0
QP077019;2789;2789;14725;Coulommiers;56,3;40,9;40,2;14,9;15,1;2,4;35,6;;19,9;21,4;887;2164;257;358;51;221;91;50;6;1005;129;153;269;177;160;117;0
QP077020;3056;3056;12824;Nemours;54,8;40,1;38,2;20;22,2;1,7;35,1;4,6;23,5;23;930;2283;214;366;75;275;94;43;;1003;174;174;262;179;120;94;0
QP077021;2015;2015;25889;Villeparisis;47,2;41,2;41,6;8,1;;4,4;25;;20,9;20,5;528;1331;124;218;19;167;58;29;;615;150;109;165;102;53;36;0
QP077022;3867;3867;17500;Moissy-Cramayel;51,6;43,9;40;10;12;3,5;32,9;4,1;19,6;20,5;1032;2971;331;301;41;359;167;55;33;1537;240;257;473;276;174;117;0
QP077023;3033;4055;30068;Savigny-le-Temple;50,6;45,7;46;;;6,7;29,9;7,3;24,2;23,5;783;2341;214;206;37;326;143;29;;1190;227;196;341;179;149;98;0
QP077024;1022;4055;30068;Savigny-le-Temple;55,7;46,5;;;;;12,8;;23,6;24,1;231;775;62;49;12;108;57;11;;423;53;64;129;78;64;35;0
QP078001;21352;21352;45052;Mantes-la-Jolie;50,1;42,1;41,2;17;15,8;2;20,6;12,6;32,6;32,4;5221;15029;877;1893;417;2034;1062;191;11;7309;1152;1187;1915;1347;921;787;0
QP078002;2515;3709;20251;Mantes-la-Ville;49,3;45,9;42,8;11,6;13;3,2;23,2;8,8;25,9;22,1;694;2042;168;213;45;268;133;27;;1034;149;179;284;209;115;98;0
QP078003;1194;3709;20251;Mantes-la-Ville;53,5;50,5;;;;;15,3;;23,3;;304;961;76;77;13;138;65;12;;502;74;96;147;98;52;35;0
QP078004;2985;2985;26290;Élancourt;50,3;42,6;38,7;13,1;14,1;2,5;34,9;5,6;19,3;20,9;883;2054;162;440;32;249;95;43;110;886;138;158;229;179;116;66;0
QP078005;3257;3257;27546;Guyancourt;52,8;38,5;39,8;16,5;16,8;1,9;34,3;5,1;22,1;21,1;907;2307;208;376;41;282;120;38;;1071;158;167;270;226;147;103;0
QP078006;17281;19417;30979;Trappes;50,9;42,8;41,8;12;12;2,9;25,5;8;24,4;25,2;4287;12597;887;1333;275;1792;843;187;15;6215;1116;1077;1655;1152;686;529;0
QP078007;2136;19417;30979;Trappes;47,3;35,5;37,9;15,3;;1,9;23;6,7;28,7;21;521;1640;121;146;28;226;123;26;;863;139;133;238;180;96;77;0
QP078008;3918;3918;5978;La Verrière;50,3;39,8;40,5;15,3;13,8;2,1;27,7;7,7;21,6;18,7;963;2542;194;408;34;327;161;36;40;1212;214;182;317;242;146;111;0
QP078009;1606;4498;15102;Carrières-sous-Poissy;49,7;37,6;33,1;15,6;16,3;2,1;30,6;7,6;14;15,3;428;1248;89;146;17;176;87;15;;624;122;112;169;115;57;49;0
QP078010;2892;4498;15102;Carrières-sous-Poissy;51,5;46,8;42,9;11,3;;3,5;17,8;10,6;28,1;25;652;2099;148;165;43;296;161;26;;1105;151;193;290;244;128;99;0
QP078011;5723;5723;10013;Chanteloup-les-Vignes;51,6;44,7;42,4;13,8;14,3;2,7;15,9;12,1;27,5;27,3;1390;4194;286;405;110;589;276;66;6;2103;354;340;551;391;264;203;0
