"CODGEO";"POP_MUN";"POP_COM_QP";"POP_COM";"TX_F";"TX_TOT_0A24";"TX_F_0A24";"TX_TOT_60ETPLUS";"TX_F_60ETPLUS";"IND_JEUNE";"TX_TOT_MEN1";"TX_TOT_MEN6";"TX_TOT_ET";"TX_F_ET";"NOTE_RP";"A";"PERCOU";"AM";"AI";"ACSSENF";"ACAVENF";"AC3ENF";"A_NETUD_24";"A_ETUD";"ENF";"ENF_2";"ENF_3_5";"ENF_6_10";"ENF_11_14";"ENF_15_17";"ENF_18_24";"NOTE_CNAF"
"QP051012";3413;3413;22330;53,4;39;36,7;16,8;;2;43,2;4;23,2;22,2;0;1133;2542;250;537;93;253;99;81;9;1055;174;161;265;204;160;91;0
"QP052001";1756;2794;21990;54,3;38,5;39,4;14,9;15,8;2;50,8;;;;0;704;1371;123;407;62;112;48;77;14;495;85;73;126;87;85;39;0
"QP052002";1038;2794;21990;59,8;24,9;;38,2;44;0,4;66,4;0,2;10;9,4;0;480;799;84;325;30;41;14;26;9;245;40;38;59;51;37;20;0
"QP052003";1027;1027;7699;49,6;39,4;34,7;17,8;21,7;1,9;52,2;5,8;31;23,6;0;315;642;55;179;27;54;26;29;;246;32;34;62;61;35;22;0
"QP052004";6360;6360;23382;54,8;34,3;32,7;21,7;25,5;1,3;48,1;2,9;11,6;12,3;0;2432;4649;397;1449;208;378;155;169;8;1634;207;237;424;330;239;197;0
"QP053001";1234;6356;49573;55,1;40,2;33,6;22,5;29,5;1,5;45,8;;16,8;15,8;0;446;971;101;234;23;88;38;20;;414;53;59;112;87;64;39;0
"QP053002";1952;6356;49573;54;43,1;39;16,8;19,1;2,3;41,6;5,5;26,8;24,7;0;613;1635;135;271;37;170;98;40;;812;113;139;238;148;113;61;0
"QP053003";3170;6356;49573;53,1;37,5;37,2;19,6;22,6;1,5;53,8;;22,5;20,2;0;1092;2296;240;598;60;194;86;106;15;944;176;150;251;170;125;72;0
"QP054001";960;960;8825;54,6;32,8;31,6;19,6;22,3;1,4;43,5;1,2;14,2;14,6;0;334;720;71;161;32;70;26;25;;280;42;50;68;60;36;24;0
"QP054002";1404;2752;14730;56,7;35,6;32,7;;;1,5;46,4;;27,4;24,6;0;441;950;94;226;21;100;43;34;6;388;66;60;97;86;48;31;0
"QP054003";1344;1344;4394;51,2;33,2;32,2;18,4;19,5;1,5;41,8;2;30;28,2;0;326;660;59;177;23;67;17;18;;242;46;34;56;48;38;20;0
"QP054004";1348;2752;14730;52,5;29,2;27,9;23,6;;;53,1;;27;26,7;0;473;904;66;288;30;89;31;15;14;306;47;52;79;70;34;24;0
"QP054005";3203;3203;8953;49,9;35,3;33;20,4;22,3;1,5;30,3;4,8;35;35;0;851;1989;112;434;62;243;116;23;;817;115;123;230;164;113;72;0
"QP054006";982;982;6708;54,9;31,9;32,3;25,2;27,7;1;51;2,4;8,8;9,5;0;322;611;63;185;24;50;19;28;;212;35;44;49;29;27;28;0
"QP054007";982;982;6566;54,1;36,1;29,8;20,2;22,7;1,5;37,9;2,4;7,4;6,4;0;366;777;92;183;18;73;19;29;;318;40;48;74;68;51;37;0
"QP054008";1294;1294;14434;50,6;36,9;37,4;18,2;;1,7;37,7;;19,3;19;0;366;848;60;179;27;100;43;23;;353;51;55;98;72;45;32;0
"QP054009";2269;3272;18027;50;32,9;29,5;18,2;22,6;1,4;52,1;;;;0;822;1481;157;509;49;107;40;106;19;515;87;82;126;99;62;59;0
"QP054010";1003;3272;18027;47,4;34,2;30,3;;;1,3;36,3;;;;0;377;856;85;181;34;77;33;27;;364;53;49;92;63;49;58;0
"QP054011";1679;1679;15470;48,1;47,3;46;11,8;;3,3;27,4;7;22,9;24,2;0;588;1226;110;328;39;111;45;56;;480;80;72;123;87;75;43;0
"QP054012";1813;1813;9312;47,8;33,8;35,8;21;21,7;1,3;48,4;2,7;21,3;20,4;0;750;1472;111;460;55;124;54;62;;533;73;74;125;109;84;68;0
"QP054013";2708;4013;14300;52,4;35,7;34,6;21,3;24,7;1,4;45,9;;19,9;18,2;0;916;1983;190;472;60;194;72;86;15;808;151;141;214;118;97;87;0
"QP054014";3541;7007;24040;52,1;37,8;33,3;17,5;20;1,8;37,4;2,6;16,2;15;0;1254;2916;322;528;91;313;115;76;7;1251;198;214;332;200;162;145;0
"QP054015";5509;11431;114625;49,8;39,3;39,3;15,6;16,9;2,1;43,1;6,8;23,8;23,2;0;1945;4458;322;994;180;449;213;106;19;1864;252;295;495;345;256;221;0
"QP054016";15684;21878;134894;51,9;39,2;35,7;19,8;23,3;1,6;46,4;4;18;17,5;0;5456;11642;821;2968;428;1239;526;305;553;4492;642;719;1172;869;576;514;0
"QP054017";2339;9333;122992;52,4;34,6;36,7;19,1;19,5;1,3;55,6;;17,9;14,1;0;1069;1983;157;667;63;182;61;77;98;667;94;101;177;140;88;67;0
"QP054018";1427;1427;8872;52,5;36,2;33,4;20,6;22;1,4;36;3,7;15,5;15,9;0;489;1151;95;217;42;135;51;28;;484;60;69;110;97;79;69;0
"QP055001";1980;1980;14733;51,3;34;32,2;22,5;;1,3;60,4;;21,8;23,9;0;755;1322;130;485;54;86;28;49;23;424;56;68;106;80;59;55;0
"QP055002";1389;3471;17161;55,6;41,1;36,6;;;2,3;39,5;;;;0;593;1205;175;299;39;80;27;47;;494;70;85;119;80;68;72;0
"QP055003";2082;3471;17161;54,2;33,3;31,1;20;23,9;1,2;63,6;;;;0;860;1452;162;553;62;83;23;87;27;446;63;57;112;97;64;53;0
"QP056001";1435;1435;13945;55,5;40;38,6;;;2,7;43,6;;16,5;15,7;0;507;1083;132;254;27;94;37;30;;454;58;71;87;87;75;76;0
"QP056002";1017;1017;15858;48,2;37,2;29,5;17,5;;1,9;53,9;;;;0;327;719;100;164;14;49;22;22;;328;52;56;76;58;44;42;0
"QP056003";2231;2231;23026;54,5;35;32,2;23,4;27,7;1,2;48,9;;13,4;14,4;0;800;1586;169;455;41;135;52;44;;610;88;94;159;120;84;65;0
"QP056004";1772;7310;57084;52,6;35,9;34,7;19,6;22,5;1,6;53,9;;17,1;13;0;690;1360;127;395;34;134;41;51;38;504;92;83;121;86;66;56;0
"QP056005";1728;7310;57084;50,4;37,3;37,4;18,7;22,1;1,5;65,1;;16,5;15;0;748;1167;112;531;39;66;22;94;14;318;58;50;72;56;47;35;0
"QP056006";2506;7310;57084;54,1;46,5;44,1;14;15,5;3;34,6;9,9;27,1;23,7;0;712;1890;177;299;50;186;101;50;;942;143;161;233;179;128;98;0
"QP056007";1304;7310;57084;50,2;38,6;;16,1;;1,9;47,1;;17,4;;0;466;978;120;224;30;92;33;30;;392;61;61;89;86;61;34;0
"QP056008";3168;6230;53438;54,9;44,2;36,8;;22,3;2,3;38,8;;25,5;22,8;0;935;2183;225;410;82;218;93;73;27;949;123;145;247;193;123;118;0
"QP056009";3062;6230;53438;54,8;39,8;35;15,7;18,8;2,2;44,9;;19,1;17,8;0;1258;2731;256;653;83;266;112;130;6;1128;152;183;287;221;160;125;0
"QP057001";1385;1385;12331;49,5;32,6;31,1;;;1,2;55;;9,4;10,1;0;577;1067;95;331;62;89;21;85;12;350;46;63;79;83;39;40;0
"QP057002";5013;5013;6604;52,3;30,9;28,7;28,4;30,1;0,9;32;5,3;24,7;26,5;0;1348;3013;167;695;123;363;181;54;;1199;191;186;348;238;140;96;0
"QP057003";3476;4858;21652;50,3;36,8;35,6;20,1;19,3;1,5;23,7;8;36,4;36,5;0;935;2158;121;450;94;270;115;47;;865;141;137;230;156;117;84;0
"QP057004";1382;4858;21652;52,1;35,5;35,2;16,7;;1,6;30,3;;17,3;18;0;534;1096;107;305;30;92;37;32;;432;55;53;117;91;55;61;0
"QP057005";3377;3377;14243;53,1;34,9;33,1;24;25,2;1,2;32,7;3,9;21,9;21,4;0;1106;2671;181;512;82;331;138;46;;1142;159;178;284;244;143;134;0
"QP057006";1919;1919;6829;51,5;38,5;35,8;20,2;22,3;1,6;27;6,8;26,1;26,7;0;511;1350;97;196;47;171;78;20;;620;93;101;171;119;75;61;0
"QP057007";1997;3183;40477;51,6;34,8;33;20;23,9;1,4;43,3;;22,9;21,7;0;656;1471;112;317;56;171;72;24;;585;92;97;172;89;73;62;0
"QP057008";1186;3183;40477;47,5;35,4;;;;;51,5;;22,3;23,7;0;440;908;61;246;38;95;41;22;;340;59;41;89;67;40;44;0
"QP057009";1967;1967;16633;56,4;46,2;46,3;;;3,5;25,6;;25,8;24,5;0;583;1595;149;211;42;181;91;38;23;784;131;125;182;166;116;64;0
"QP057010";1158;3278;20820;54,5;41,2;37,8;17,9;20,7;1,9;29,9;;11,5;;0;449;1026;101;209;32;107;46;27;;432;64;70;100;89;56;53;0
"QP057011";2120;3278;20820;51,6;33,3;32,6;;;1,8;55,1;;9,6;11,1;0;826;1614;173;481;54;118;52;75;22;612;91;80;134;133;104;70;0
"QP057012";2399;3384;19116;52,7;36,4;35,3;23;24,1;1,3;30,5;5,3;20,9;19,1;0;603;1382;78;290;61;174;68;31;;545;88;106;153;86;63;49;0
"QP057013";1040;1040;7341;54,5;33;28,3;21,5;23,4;1,2;36;1,1;11,1;11,1;0;292;696;77;114;18;83;24;13;;304;53;50;79;65;32;25;0
"QP057014";1397;1397;7020;54,1;39,1;36,9;19,1;20,5;1,7;29,1;3,7;19,6;20,2;0;412;1027;70;163;40;139;51;19;;434;68;80;120;71;53;42;0
"QP057015";3171;3171;15433;52,7;33,3;32,6;22,6;23;1,2;39,2;;12,9;12,2;0;1028;2328;170;467;104;287;105;52;;909;155;151;253;144;112;94;0
"QP057016";1093;2392;13070;49,2;36,9;37,7;;;1,6;26;;13,1;13,5;0;312;797;56;131;19;106;40;21;;361;62;59;89;60;43;48;0
"QP057017";1299;2392;13070;52,7;32,3;29,6;28,3;31,8;1;37,8;;28,5;29,5;0;337;839;49;139;42;107;54;6;;352;49;51;97;63;52;40;0
"QP057018";3062;21530;116581;52,3;38,4;35,4;18,7;21,6;1,7;40,3;;26,6;25,3;0;1025;2331;197;493;71;264;103;50;;966;157;152;252;172;132;101;0
"QP057019";1139;21530;116581;51,5;;37,7;;;;38,6;;;;0;493;1290;136;170;30;157;51;35;;608;88;120;160;117;66;57;0
"QP057020";10660;21530;116581;51,4;41,2;39,2;16,6;17,4;2,1;31;7;26,6;25,9;0;3382;8787;505;1400;336;1141;535;201;46;3889;548;634;1002;784;490;431;0
"QP057021";1242;21530;116581;51,3;39,8;;;;2;35,2;;25;28,3;0;466;979;58;271;27;110;44;21;;374;56;50;88;75;63;42;0
"QP057022";3021;21530;116581;48,5;30,5;29,7;24,2;25,4;0,9;45,7;;23,7;21,5;0;1118;2221;182;641;75;220;73;92;54;799;150;143;203;124;101;78;0
"QP057023";8662;27786;130579;49,9;36,1;36,4;19,4;20,2;1,5;34,6;4,8;23,9;22,4;0;2990;6555;454;1548;254;734;305;170;11;2569;401;425;679;504;306;254;0
"QP057024";985;2044;6272;50,7;34,5;32;21,5;22,8;1,3;35,6;6,6;18,6;19,9;0;226;499;43;110;16;57;27;14;;199;31;36;56;38;24;14;0
"QP058001";2226;7164;33279;51,8;38;34,8;25,1;29,3;1,3;43,1;;34,3;31,2;0;663;1524;97;312;82;172;85;26;;623;85;89;165;119;101;64;0
"QP058002";2112;7164;33279;52,7;38,1;31,1;24,5;30,4;1,3;51,9;;32;28,3;0;783;1591;151;449;50;133;59;51;25;637;100;91;152;138;93;63;0
"QP058003";1637;7164;33279;55,1;29,7;24,4;24,7;27,4;1;58;;20,9;22,2;0;673;1294;132;382;55;104;43;37;;470;69;65;142;90;49;55;0
"QP058004";1189;7164;33279;50,2;28,5;25,9;29,7;31,3;;57,8;;24,1;23,3;0;458;866;95;269;36;58;25;18;;323;64;49;78;57;38;37;0
"QP058005";1163;1163;9741;54,3;28,7;23,1;27,8;34,3;0,8;59,2;;11,5;;0;507;934;100;306;34;67;31;31;;321;46;47;84;54;47;43;0
"QP059001";1035;1035;3562;52,6;41,3;39,2;16;17,8;2,2;28,7;6,6;1,4;1,5;0;233;603;49;82;25;77;26;8;;264;22;40;75;63;40;24;0
"QP059002";1376;1977;7256;54;36,7;34,7;18,8;21,4;1,7;34,2;2,7;5,6;5,2;0;439;1016;99;181;41;118;35;29;;417;76;67;105;73;59;37;0
"QP059003";1349;2725;13345;50,3;35,6;31;22,3;26,8;1,4;31,7;4,9;7,6;7,7;0;371;914;78;150;34;109;41;26;;400;54;65;105;68;50;58;0
"QP059004";2013;8245;39634;53,9;48,8;46,2;;;3,5;36,3;5;7;6,1;0;745;1644;197;347;64;137;58;44;;705;118;127;180;122;82;76;0
"QP059005";2906;9137;45450;54,7;37,2;36,3;20;23,4;1,6;35,5;6,2;6,3;6,4;0;1089;2480;177;549;94;269;115;60;;1044;139;167;273;208;145;112;0
"QP059006";1874;11066;47061;49,8;34,5;30,9;22,7;25,9;1,3;32,2;;;;0;603;1540;108;254;59;182;84;35;;697;89;98;174;147;103;86;0
"QP059007";2976;13038;62583;53,5;34,2;31,9;24,1;26,2;1,2;32,4;5;9,3;8,9;0;895;2102;145;411;91;248;102;59;;869;122;144;217;174;120;92;0
"QP059008";1696;8310;46055;54,7;38,7;35;16,8;20,2;1,8;35,4;;9,5;;0;623;1285;143;310;59;111;41;52;;493;90;82;144;69;54;54;0
"QP059009";1556;1972;15522;49,5;38,9;35,3;16;17,9;2;54,2;;9,9;9,4;0;682;1364;132;355;86;109;37;71;;491;103;91;131;68;51;47;0
"QP059010";974;2821;7427;52,5;39,7;36,7;19,8;22,1;1,7;27,1;6,6;5,9;5,8;0;264;701;74;89;20;81;34;16;;339;43;58;85;85;41;27;0
"QP059011";1082;1082;6854;52,8;39,8;36,2;18,4;20,3;1,8;32,9;3,8;8,9;8,6;0;306;699;57;139;32;78;26;16;;279;44;48;61;57;30;39;0
"QP059012";1142;1142;5292;52,6;40,3;35,4;16,8;20,2;2,1;35,7;5,3;3,3;3,3;0;334;825;74;140;20;100;32;26;;365;44;55;106;63;49;48;0
"QP059013";1454;2661;14601;49,7;39;35;;;2;32,7;;11,6;;0;486;1057;98;251;38;99;45;30;;433;51;61;115;90;62;54;0
"QP059014";2769;2769;10229;54,4;35,6;33,2;19,6;22,9;1,5;41,9;3,5;10,7;9,5;0;929;1978;209;484;70;166;77;57;;809;99;136;209;167;98;100;0
"QP059015";1265;2126;6405;49,8;41,6;38,3;16,2;18,4;2;31,6;7,1;25,4;26,1;0;363;880;59;167;34;103;46;11;;375;58;75;89;69;42;42;0
"QP059016";2000;10692;29632;51,9;38,7;37,4;16,7;16,5;2;29,6;5;28;27,7;0;;;;;;;;;;;;;;;;;5
"QP059017";1219;10692;29632;50,8;42,2;39,2;11,9;14,4;2,9;40,7;;18,8;19,7;0;556;948;93;363;37;63;23;27;;295;54;61;74;39;31;36;0
"QP059018";1211;10692;29632;52;37,8;35,7;;;1,5;42,8;;13,1;15;0;406;925;78;196;31;101;46;25;;387;60;79;108;60;40;40;0
"QP059019";8536;15685;51962;50,2;38,7;35,9;20,6;23,1;1,5;29,7;8,4;12,4;12,2;0;2475;6259;448;1130;204;693;335;172;24;2879;361;421;758;560;409;370;0
"QP059020";1318;5909;13303;54,3;37,7;32,7;;;1,5;41,8;;6,5;;0;559;1033;101;330;37;91;24;38;;344;72;51;87;69;34;31;0
"QP059021";10744;21660;87308;51,5;38,9;37,5;18,3;20,5;1,7;35;5,5;6,6;6,1;0;3451;8104;655;1587;299;910;354;296;143;3442;498;473;874;719;475;403;0
"QP059022";2170;3433;15484;52,7;36,4;35,1;22,3;23,9;1,3;26,6;;7,1;7,1;0;670;1699;126;247;77;220;77;40;;734;108;139;193;128;88;78;0
"QP059023";2166;3217;9586;54,1;39,9;38,7;17,7;22,2;1,8;37,3;4,4;6,9;6,2;0;814;1582;157;449;80;128;40;105;13;571;104;103;133;96;69;66;0
"QP059024";1051;3217;9586;54,2;40,9;36,6;23,4;27,5;1,5;40,3;4;9,6;6,9;0;319;689;66;166;25;62;28;27;;290;43;42;70;65;35;35;0
"QP059025";1713;2688;7532;51,7;34,2;33,8;24;26,5;1,2;37,6;3,4;5,6;5,4;0;530;1221;85;251;45;149;53;38;;507;69;77;152;88;70;51;0
"QP059026";975;2688;7532;49,2;38;36,2;20,3;21,6;1,6;16,4;8,7;5;4,7;0;230;624;35;87;23;85;36;23;;285;26;33;83;64;43;36;0
"QP059027";2539;2539;10291;52,7;38,3;34,9;19,5;22,6;1,6;29,1;2,6;3,4;3,4;0;784;1922;161;310;76;237;81;65;;822;137;132;220;149;112;72;0
"QP059028";1810;1810;6355;54;37,3;32,1;24,2;29,9;1,3;29,9;5,2;9,8;10,8;0;473;1121;92;214;52;115;49;25;;477;52;74;107;110;69;65;0
"QP059029";837;837;11353;57,4;29,2;20,8;20,5;24,1;1,2;52,3;0;4,1;4,8;0;427;828;119;215;36;57;21;25;;308;60;52;76;54;43;23;0
"QP059030";3473;7248;46531;52,8;38,3;36,8;17,8;19,6;1,8;38,8;;6,7;;0;1358;2896;266;656;151;285;89;130;5;1099;166;175;256;202;155;145;0
"QP059031";2819;8373;55479;53,1;43,8;41;13,3;;2,5;32,2;;9,1;8,1;0;974;2107;198;477;92;207;75;104;25;824;117;114;209;168;126;90;0
"QP059032";1273;2463;10374;52,1;40,6;39,7;16,9;;2;29,6;;;;0;340;882;65;144;21;110;48;32;;401;57;65;88;82;60;49;0
"QP059033";1190;2463;10374;52,1;34,4;28,7;22,1;28;1,2;29,8;;;;0;345;765;68;165;32;80;28;17;;308;42;44;83;64;42;33;0
"QP059034";3472;3740;14679;52,2;38,5;37,2;17,5;19;1,9;30;;;;0;1017;2463;221;426;89;281;113;71;;1079;133;154;288;213;163;128;0
"QP059035";1172;2666;10594;54,8;35,4;32,4;22,9;25,7;1,3;35;3,4;2,4;2,2;0;371;896;80;156;37;98;44;25;;389;37;50;100;74;67;61;0
"QP059036";1431;1465;4125;53,5;37;33,7;19,1;21,7;1,6;33,9;3,2;4,7;5,2;0;458;1087;81;201;38;138;45;27;;452;56;50;105;98;81;62;0
"QP059037";1027;1331;4791;54,7;37,6;36,8;20,5;22,2;1,6;24,7;6;6,8;6,9;0;268;646;43;109;32;84;24;14;;258;34;22;58;53;46;45;0
"QP059038";1522;3598;10841;54;33,4;30,4;21,2;25,8;1,4;30,7;3,4;6,4;6,3;0;495;1189;82;200;68;145;48;20;;483;70;82;127;94;68;42;0
"QP059039";1049;2267;6050;51,9;37,4;35,1;18,9;22,8;1,6;28,8;3,6;4,2;3,3;0;384;868;84;164;38;98;26;32;;349;61;59;93;58;41;37;0
"QP059040";1401;1401;12213;53,2;32,8;28,6;23,1;25,3;1,2;30,8;;;;0;492;1157;99;207;54;132;43;25;;479;73;76;130;86;64;50;0
"QP059041";1416;1416;21353;54,4;42,5;40,5;;;2,5;34,3;6,4;2;1,4;0;;;;;;;;;;;;;;;;;5
"QP059042";2257;2257;14487;50,9;38,1;36,3;17,9;22;1,7;33,1;;;;0;722;1604;172;340;57;153;62;65;;682;98;94;170;141;95;84;0
"QP059043";1516;1516;4902;56,9;32;30;25,8;31,4;0,9;47,1;1,4;2,1;1,6;0;539;1011;135;289;47;68;11;53;;359;51;42;87;71;55;53;0
"QP059044";4157;4157;11714;52,5;36,5;33,1;22,6;27;1,4;48,1;4,5;;;0;1486;3089;364;779;103;240;97;122;8;1268;161;172;313;259;190;173;0
"QP059045";1470;1543;5367;53,1;37;32,8;22,2;25,4;1,4;29,3;4,3;10,6;11,9;0;413;1140;56;150;35;172;75;22;;516;72;75;150;95;72;52;0
"QP059046";1625;5192;32501;55;33,3;28,2;27,4;35,3;;58,8;;;;0;660;1112;122;417;57;64;15;90;57;335;51;60;81;54;42;47;0
"QP059047";1270;5192;32501;57,2;31,2;28,9;26,8;30,4;0,7;46,7;;;;0;469;875;99;276;26;68;20;30;9;306;43;47;81;58;48;29;0
"QP059048";1401;5192;32501;49,9;33,4;29,9;;;1,4;46,3;;;;0;496;1035;110;240;45;101;27;39;;393;54;57;102;68;51;61;0
"QP059049";896;5192;32501;48,3;32,7;;;;;25,6;;;;0;262;633;64;98;25;75;22;15;;268;31;35;54;69;46;33;0
"QP059050";13204;18714;34203;52,2;39,7;36,2;19,4;22,8;1,7;34,5;6,4;9,2;8,9;0;4531;10951;844;2030;421;1236;513;371;13;4778;667;745;1235;959;607;565;0
"QP059051";3075;3075;10311;53,6;39,2;36,4;17;20,3;1,8;42,5;3,8;6,2;5,3;0;1135;2414;234;576;91;234;83;83;;949;139;129;234;191;126;130;0
"QP059052";2211;4578;17421;54,2;39,8;37;20,6;24,1;1,6;30,9;6,7;9,5;9,2;0;714;1639;119;352;62;181;78;52;;685;80;92;182;141;101;89;0
"QP059053";1226;2000;9645;52,5;37,5;33,6;18,8;21,6;1,7;26,7;3,7;5,1;5,5;0;401;1012;75;140;39;147;34;22;;422;66;88;103;72;55;38;0
"QP059054";1284;17639;33537;51,6;41,8;39,2;16;17,4;2,2;24,8;4,5;5,3;3,9;0;372;1002;73;131;30;138;51;32;;463;65;73;126;96;59;44;0
"QP059055";2866;3755;12468;51,1;37,7;34;20,9;25,5;1,5;30;;;;0;776;2049;150;256;101;269;104;49;;906;107;137;253;192;114;103;0
"QP059056";1203;7188;27952;53,3;34,4;30,9;22,2;26,4;1,3;30,5;;;;0;397;872;82;178;49;88;26;20;;338;39;45;96;60;50;48;0
"QP059057";1315;2505;16053;57,4;37,5;34,8;16,1;17,3;1,9;39,4;;4,8;;0;453;962;101;222;40;90;39;26;;381;43;45;107;80;59;47;0
"QP059058";1190;2505;16053;55,8;24;;38,3;45,4;0,5;43,9;;;;0;364;722;51;201;33;79;24;31;;251;39;33;61;54;35;29;0
"QP059059";1558;5265;19288;52,6;36,4;33,1;21,7;25,5;1,4;27,9;5,5;8,2;9,1;0;397;1074;65;132;44;156;60;28;;475;64;89;125;100;54;43;0
"QP059060";1177;1177;20925;54,2;37,4;35,5;19,2;22,7;1,5;41,7;;6,4;5,9;0;453;941;96;220;48;89;29;34;;348;53;63;90;53;52;37;0
"QP059061";4167;14617;86865;53,2;38,9;36,1;14,6;16,3;2,2;44,7;3,2;10,4;9,3;0;;;;;;;;;;;;;;;;;5
"QP059062";6076;14617;86865;52,7;35,8;33,6;20,3;21,7;1,4;39,5;2,6;6,9;5,3;0;2133;4437;433;1084;196;420;143;181;10;1689;303;271;394;303;220;198;0
"QP059063";4374;14617;86865;53,5;34,9;34,7;19,5;22,9;1,3;52,6;;8,2;6,8;0;1659;3062;271;989;147;252;67;187;111;1022;188;142;251;177;142;122;0
"QP059064";8497;8497;22777;52,6;41,7;40,3;15,3;16,2;2,3;29,5;4,3;12,1;12,3;0;2730;6644;550;1133;256;791;322;171;6;2873;433;440;748;549;389;314;0
"QP059065";727;727;8311;52,3;40,7;38,8;13,1;14,3;2,4;34,9;2,7;5,3;5;0;298;610;68;144;27;59;17;26;;230;41;41;51;40;30;27;0
"QP059066";5731;10968;62727;53,3;42,1;41,3;8,4;9,2;4,1;35,9;3,5;20,9;20,3;0;2245;5012;488;1073;161;523;202;141;59;2079;353;349;568;359;238;212;0
"QP059067";2861;10968;62727;52,5;41,1;38,1;;15,2;2,8;30,7;;14,2;14,2;0;988;2278;189;471;70;258;114;61;43;955;144;157;241;176;126;111;0
"QP059068";2376;10968;62727;53,9;37,2;36,5;16,7;18,6;1,9;34;;12,3;11,6;0;825;1967;183;342;64;236;85;39;21;841;123;147;216;143;114;98;0
"QP059069";1713;2879;24778;55,8;37,3;32,9;22,1;29,8;1,4;43,1;;10;8,6;0;566;1225;120;272;47;127;38;47;5;484;75;77;126;89;68;49;0
"QP059070";1166;2879;24778;50,5;47,1;43,8;;;3;25,7;;4,8;;0;349;1022;101;105;18;125;61;25;;528;65;67;135;125;85;51;0
"QP059071";8229;79272;130181;50,4;40,9;39;13,9;15,5;2,3;35,4;6,3;11,9;12,8;0;2656;6041;569;1265;206;616;250;140;5;2534;370;389;618;457;333;367;0
"QP059072";1299;1299;27415;52,1;39,9;37,3;12,7;13,8;2,6;43,7;;10,4;12,3;0;471;1043;114;218;39;100;36;31;;430;63;56;122;80;66;43;0
"QP059073";1733;62987;233098;52,4;41,3;40,2;14,6;15,5;2,4;37,3;;20,8;19,6;0;662;1404;130;347;36;149;56;38;12;559;90;83;134;97;79;76;0
"QP059074";47011;68655;276754;51;42,3;41,4;13,4;14,9;2,3;50;3,8;21,7;20,3;0;19687;37674;2553;12228;1544;3362;1416;1835;3449;13039;2136;2067;3388;2364;1581;1503;0
"QP059075";12828;62987;233098;50,8;41,5;40,4;12,3;13,3;2,4;46,4;2,6;19,4;17,2;0;5537;10168;681;3585;384;887;321;601;1136;3352;573;548;895;627;397;312;0
"QP059076";1421;62987;233098;56,7;35,1;33,5;;;1,5;44,9;;20,6;19,8;0;541;1114;105;296;29;111;36;19;;427;63;63;104;83;60;54;0
"QP059077";3186;4664;22426;55,2;37,8;35,3;17,4;20,2;1,7;48,8;2,8;9,9;7,3;0;1126;2436;238;583;70;235;86;86;6;1003;162;176;265;193;117;90;0
"QP059078";1175;4664;22426;50,2;46,1;45,7;;;;42,4;;;;0;382;885;78;166;36;102;31;42;31;365;70;64;92;63;37;39;0
"QP059079";1282;1282;38570;57,4;37,9;33;;;1,6;33,2;;18;16,3;0;454;1038;112;208;43;91;46;30;;452;59;63;131;71;70;58;0
"QP059080";9519;82173;316842;53,4;38,9;36,3;17,2;19,4;1,8;36,3;4,3;13,7;12,6;0;3427;7888;687;1608;270;862;354;198;220;3322;509;468;875;695;418;357;0
"QP059081";1719;1719;19477;54,9;44,1;44,5;11,9;12,5;3,2;35,5;3,8;21,9;21;0;;;;;;;;;;;;;;;;;5
"QP059082";71013;100520;257503;50,8;44,7;43,6;13,6;14,3;2,7;33,3;8,7;23,1;22,8;0;24063;58789;4700;11375;1678;6310;3036;1756;1032;26698;3950;4117;6949;5165;3419;3098;0
"QP059083";2256;72813;98089;55,8;39;35,1;16,2;;2,1;39,4;;15,6;15;0;854;1879;176;432;51;195;85;35;;780;119;124;229;137;84;87;0
"QP059084";1407;1407;12410;54,4;39,9;39,3;;;2,9;45,4;;;;0;569;1202;124;295;36;114;43;50;;480;65;74;124;86;70;61;0
"QP059085";4143;22252;97442;50,7;45,6;42,5;10,2;11,4;3,9;24,2;7,8;9,5;11,8;0;1154;3152;244;452;60;398;179;89;33;1543;209;253;399;302;219;161;0
"QP059086";4523;22252;97442;51,3;43,3;40,3;11,4;12,3;3,2;31,6;6;12,7;15;0;1442;3542;278;623;102;439;167;112;11;1562;255;270;381;287;193;176;0
"QP059087";6684;22252;97442;51,6;41,6;42,3;15;15,6;2,3;33,1;6,9;17,6;17,5;0;2357;5430;487;1154;170;546;278;108;7;2338;364;399;567;425;302;281;0
"QP059088";1480;22252;97442;52,4;37,6;36,3;20,7;21,5;1,5;19,7;;13,4;11,6;0;433;1103;61;198;37;137;59;17;;490;67;85;121;108;58;51;0
"QP059089";3976;3976;14736;53,7;38;34,6;17,2;20,8;1,8;42;2,5;12,9;13;0;1361;3101;282;612;120;347;132;98;28;1283;237;245;333;206;152;110;0
"QP059090";5404;27458;138327;52,7;37,2;35,5;17,3;19,1;1,8;35,7;3,4;14,8;15,2;0;1887;3878;375;987;150;375;116;133;23;1479;255;250;371;257;183;163;0
"QP059091";3247;5206;40885;54,3;40,3;36,9;13,6;15,6;2,5;37,4;4;6,8;6,7;0;1126;2466;259;542;78;247;83;63;;1013;142;147;248;205;157;114;0
"QP060001";20396;20396;35800;52,2;43,7;42,1;14,7;15,7;2,6;26,9;10,4;29,4;29,7;0;5742;15671;1080;2182;465;2015;1030;265;11;7433;1126;1202;1940;1497;971;697;0
