CODGEO;LIBGEO;NBMEN15;NBPERS15;NBUC15;Q115;Q215;Q315;Q3_Q1;D115;D215;D315;D415;D615;D715;D815;D915;RD;S80S2015;GI15;PACT15;PCHO15;PTSA15;PBEN15;PPEN15;PPAT15;PPSOC15;PPFAM15;PPMINI15;PPLOGT15;PIMPOT15
200060010;CA Mauges Communauté;47135,0;120311,5;78760,7;15981,9;19641,9;23836,0;7854,1;12843,8;15105,0;16787,0;18223,6;21083,3;22792,6;25070,0;29373,8;2,3;2,8;0,2;74,6;3,0;66,1;5,5;24,2;8,8;5,3;3,4;0,9;1,0;-12,9
240100156;CC de Montrevel - en - Bresse;7048,0;17654,0;11657,2;16972,9;21085,3;25577,0;8604,1;13386,0;15983,3;17925,8;19529,6;22595,0;24530,0;27184,8;32164,4;2,4;2,9;0,2;75,9;2,3;68,6;4,9;25,8;8,8;4,1;2,7;0,7;0,8;-14,6
240100339;CC du Canton de Saint-Trivier-de-Courtes;2628,0;6069,0;4130,1;15161,7;19768,7;24133,8;8972,1;11407,0;14200,0;16220,0;17911,0;21234,0;22972,6;25682,0;30933,0;2,7;3,2;0,2;65,7;3,0;56,2;6,5;32,4;10,1;5,0;2,8;1,2;1,1;-13,2
240100370;CC du Valromey;1745,0;3896,0;2699,8;15991,9;21061,9;27267,1;11275,2;12008,6;15006,0;16834,2;19088,0;23101,4;25553,7;29333,3;35060,7;2,9;3,6;0,3;63,9;2,6;53,1;8,2;35,2;11,5;4,1;1,9;1,2;1,0;-14,7
240100396;CC de la Vallée de l'Albarine;2356,0;5264,5;3617,7;14558,5;19042,8;23916,0;9357,5;10608,2;13472,2;15528,7;17490,0;20661,3;22776,2;25297,4;29703,0;2,8;3,3;0,2;66,4;3,8;58,2;4,5;32,9;7,4;6,1;2,8;1,8;1,5;-12,8
240100412;CC Rhône - Chartreuse de Portes;1952,0;4584,5;3099,0;15743,0;20416,0;25328,5;9585,5;11586,0;14716,0;16618,9;18735,2;22081,0;24172,3;26891,4;32063,3;2,8;3,2;0,2;70,3;3,4;62,9;3,9;28,9;9,6;4,7;2,6;1,1;1,0;-13,5
240100578;CC du Plateau d'Hauteville;2460,0;5178,0;3658,9;16516,0;20998,0;26882,0;10366,0;12460,0;15246,1;17662,0;19487,9;23062,2;25502,9;28652,7;34490,4;2,8;3,2;0,2;66,5;2,6;58,4;5,5;35,0;9,2;4,3;1,8;1,4;1,1;-15,0
240100594;CC Val de Saône - Chalaronne;3426,0;8532,0;5652,0;16474,6;20927,9;25926,7;9452,1;12515,5;15349,2;17434,5;19131,0;22500,0;24662,7;27589,4;33030,8;2,6;3,2;0,2;75,6;3,0;67,3;5,2;25,7;8,8;4,6;2,7;0,9;0,9;-14,7
240100610;CC de la Côtière à Montluel;8863,0;23695,5;15285,7;17080,4;22430,7;29053,9;11973,5;13096,2;15835,7;18173,3;20393,3;24676,0;27412,0;30872,7;36960,7;2,8;3,3;0,2;81,0;2,9;74,5;3,5;21,6;9,1;4,3;2,6;0,8;0,9;-16,0
240100628;CA Bourg en Bresse Agglomération;31973,0;70679,5;48939,8;14939,3;20434,7;26983,3;12044,0;10942,0;13708,1;16120,0;18298,0;22608,1;25256,7;29088,0;35524,7;3,2;4,0;0,3;67,8;2,8;60,7;4,2;31,9;10,8;5,8;2,3;1,8;1,7;-16,3
240100636;CC de Treffort en Revermont;3829,0;9194,0;6176,7;17221,9;21762,0;27381,1;10159,2;13124,8;15968,7;18165,2;20058,0;23644,3;26008,5;29184,4;34795,6;2,7;3,3;0,2;72,2;2,6;63,5;6,2;30,0;10,0;3,6;2,2;0,7;0,7;-15,8
240100651;CC du Canton de Coligny;2842,0;6709,0;4535,6;16517,1;20829,3;25444,4;8927,3;12736,0;15502,7;17433,0;19178,5;22367,3;24292,9;27067,3;32893,3;2,6;3,2;0,2;68,9;2,4;60,9;5,6;31,5;10,3;4,1;2,3;1,0;0,8;-14,8
240100669;CC des Bords de Veyle;3373,0;8516,5;5617,2;16093,3;20659,5;25843,6;9750,3;12222,4;14884,0;17082,0;18957,1;22478,0;24566,4;27485,2;32579,5;2,7;3,3;0,2;70,9;2,7;63,0;5,2;28,5;10,6;4,9;3,0;0,8;1,0;-14,9
240100677;CC du Canton de Chalamont;2757,0;7136,0;4658,4;17090,0;21773,3;27827,3;10737,3;12984,0;15828,0;18073,9;19965,2;23744,7;26172,9;30001,9;34960,9;2,7;3,5;0,2;77,2;2,6;70,4;4,2;23,8;11,5;3,9;2,6;0,7;0,7;-16,4
240100685;CC de Pont de Vaux;4234,0;10049,0;6773,3;15733,0;20003,0;24793,2;9060,2;12338,7;14742,2;16587,3;18348,8;21787,1;23723,0;26233,9;31193,3;2,5;3,1;0,2;70,9;2,8;62,7;5,4;28,3;10,4;4,9;2,7;1,1;1,1;-14,5
240100693;CC de la Vallière;4168,0;10331,5;6867,9;18003,6;22824,8;29322,7;11319,1;14030,4;16862,0;19061,0;20914,7;25132,9;27524,0;31525,3;38086,0;2,7;3,4;0,2;75,9;2,6;68,0;5,3;27,5;10,5;3,4;2,1;0,7;0,6;-17,3
240100727;CC Montmerle Trois Rivières;4391,0;11707,5;7591,5;18616,1;23103,9;29172,4;10556,3;14404,0;17404,6;19607,0;21354,6;25138,5;27655,0;31175,2;37528,7;2,6;3,2;0,2;78,6;2,5;71,6;4,5;23,4;11,2;3,4;2,3;0,5;0,5;-16,6
240100750;CC du Pays de Gex;32045,0;78777,0;52023,6;19322,3;34376,7;54097,3;34775,0;10540,0;16596,0;22104,8;27823,0;41240,0;49396,1;59748,0;77858,9;7,4;9,7;0,4;90,1;2,8;84,8;2,5;17,0;8,5;1,3;0,6;0,4;0,4;-16,9
240100800;CC de Miribel et du Plateau;8985,0;23114,5;15223,4;18357,4;24333,1;32338,0;13980,6;13560,0;16929,6;19705,3;22129,6;27038,0;30345,2;34661,0;42512,0;3,1;3,9;0,3;78,7;2,6;71,2;4,9;24,0;12,6;3,2;1,8;0,7;0,7;-18,5
240100818;CC du Pays de Bâgé;5966,0;15078,0;9969,0;17283,1;21667,3;27002,5;9719,4;13707,3;16152,0;18257,1;19986,1;23526,5;25609,0;28679,3;34046,2;2,5;3,0;0,2;75,3;2,3;68,3;4,6;25,6;10,9;3,7;2,3;0,6;0,7;-15,5
240100826;CC du Canton de Pont-de-Veyle;5406,0;13576,0;9012,7;17111,0;21549,2;26925,4;9814,4;13313,6;16006,0;18088,1;19910,0;23372,4;25445,3;28441,0;33866,7;2,5;3,1;0,2;76,1;2,5;68,2;5,4;26,4;8,8;4,0;2,4;0,8;0,8;-15,3
240100842;CC Bresse Dombes Sud Revermont;2624,0;6507,0;4341,5;18326,7;22865,7;28750,0;10423,3;14011,8;17047,8;19302,2;20932,7;24803,3;27268,7;30586,5;37471,0;2,7;3,2;0,2;76,0;2,5;69,0;4,5;26,9;10,4;2,9;2,0;0,4;0,5;-16,2
240100875;CC Centre Dombes;6455,0;16402,5;10841,3;18091,7;23019,0;29172,4;11080,7;13753,6;16890,0;19262,7;21278,0;25053,1;27606,0;31081,2;36963,3;2,7;3,2;0,2;79,7;2,6;73,1;4,0;23,7;9,3;3,4;2,2;0,6;0,7;-16,1
240100883;CC de la Plaine de l'Ain;27417,0;67408,0;44795,2;16829,4;22015,6;28338,7;11509,2;12534,2;15584,6;17981,0;20048,3;24163,8;26698,3;30293,0;36163,3;2,9;3,4;0,2;78,0;2,9;70,9;4,2;24,5;9,0;4,4;2,4;1,0;1,0;-15,9
240100891;CC du Pays Bellegardien (Ccpb);8529,0;20409,0;13687,5;15266,0;22032,0;31186,7;15920,7;10693,8;13851,3;16617,0;19223,8;24822,7;28990,5;34486,8;44799,7;4,2;5,1;0,3;79,0;3,9;72,3;2,8;23,0;7,9;4,0;1,9;1,1;1,1;-13,9
240200261;CA de Saint Quentin;31635,0;70066,0;48438,6;12495,7;17614,0;23746,7;11251,0;9029,2;11420,7;13494,1;15558,7;19764,0;22224,0;25607,5;32242,7;3,6;4,4;0,3;64,5;3,6;54,9;6,0;32,5;8,4;9,6;2,9;3,8;2,9;-15,0
240200428;CC des Villes d'Oyse;6133,0;14440,5;9748,6;13122,1;17960,7;23302,0;10179,9;9831,9;12056,6;14152,0;16081,0;19831,0;22078,0;24646,7;29355,3;3,0;3,6;0,2;67,3;3,4;59,0;4,8;31,0;6,9;8,3;3,2;2,9;2,2;-13,5
240200436;CC du Pays de la Vallée de l'Aisne;4002,0;10226,5;6753,7;15985,8;20606,7;26852,5;10866,7;12061,9;14828,7;16909,0;18744,3;22690,0;25239,3;28622,0;34488,7;2,9;3,5;0,2;75,4;3,4;65,6;6,4;27,5;8,9;4,1;2,3;1,0;0,8;-15,9
240200444;CC de la Thiérache du Centre;10929,0;25965,0;17524,0;13151,0;17830,7;23221,0;10070,0;9748,0;12128,5;14145,4;15976,4;19838,0;21973,3;24733,0;29667,0;3,0;3,7;0,3;65,4;3,3;53,7;8,4;29,7;10,9;7,6;3,1;2,6;1,9;-13,6
240200451;CC de la Thiérache d'Aumale;2369,0;5754,0;3841,5;13009,8;17365,8;22461,3;9451,5;9422,5;11959,4;13896,8;15618,0;19452,7;21419,4;23906,2;28506,7;3,0;3,5;0,2;66,1;3,9;55,8;6,4;29,9;8,4;8,3;3,3;3,0;2,0;-12,7
240200469;CC du Pays de la Serre;5931,0;14485,0;9687,0;13857,1;18601,4;24214,0;10356,9;10529,2;12869,9;14860,8;16756,7;20538,7;22868,9;25810,0;31257,3;3,0;3,7;0,3;69,8;3,6;57,7;8,5;28,1;10,0;6,5;2,9;2,1;1,5;-14,4
240200477;CA du Soissonnais;22317,0;50352,0;34632,0;13258,7;18270,0;24255,2;10996,6;9546,1;12183,5;14298,7;16337,0;20368,7;22849,3;26092,0;32538,3;3,4;4,2;0,3;64,7;3,6;55,7;5,4;32,7;10,0;7,9;2,7;2,9;2,3;-15,3
240200485;CC de la Région de Guise;4680,0;10835,0;7382,6;12034,6;16911,0;22271,4;10236,8;8964,6;11036,1;12967,5;14993,8;18833,0;20885,3;23878,7;29190,5;3,3;4,0;0,3;61,2;3,5;49,7;7,9;33,0;10,1;9,6;3,4;3,7;2,5;-13,9
240200493;CC du Pays du Vermandois;12490,0;31525,0;20846,9;13486,2;18178,5;23703,0;10216,8;9995,0;12469,3;14423,2;16402,0;20159,5;22451,0;25223,3;30686,9;3,1;3,8;0,3;69,3;3,5;58,5;7,3;29,4;8,5;7,2;3,1;2,4;1,7;-14,4
240200501;CC du Val de l'Aisne;8036,0;20242,0;13391,2;15317,3;20006,1;25053,3;9736,0;11632,4;14317,8;16283,9;18206,3;21786,7;23831,0;26624,8;31551,9;2,7;3,3;0,2;73,3;3,2;64,1;5,9;27,4;8,7;5,1;2,7;1,4;1,0;-14,5
240200519;CC du Canton d'Oulchy-le-Château;2199,0;5722,5;3744,5;15283,0;19662,6;24852,2;9569,2;11346,3;14273,5;16228,9;17870,0;21512,4;23635,0;26008,1;32615,3;2,9;3,5;0,2;76,2;3,7;63,3;9,2;25,0;9,0;5,0;2,9;1,3;0,9;-15,2
240200527;CC du Canton de Saint-Simon (C32s);4028,0;10321,5;6769,3;14828,0;19515,3;24846,0;10018,0;11395,4;13719,0;15753,9;17661,0;21200,5;23428,7;26386,0;31747,0;2,8;3,4;0,2;73,5;3,3;63,3;6,9;28,0;7,4;5,9;3,0;1,6;1,3;-14,8
240200550;CC du Canton de Condé-en-Brie;3317,0;8124,5;5426,4;15905,2;20648,3;26620,0;10714,8;11935,8;14828,0;16957,0;18877,5;22648,0;25145,0;28541,1;35978,0;3,0;3,9;0,3;75,2;3,2;57,4;14,7;25,7;13,0;4,0;2,3;1,0;0,8;-17,9
240200568;CC de l'Ourcq et du Clignon;3845,0;9885,5;6486,2;15713,3;20281,4;25629,0;9915,7;12056,7;14602,7;16790,0;18433,0;22016,0;24128,3;27167,6;33015,6;2,7;3,3;0,2;76,4;3,6;65,6;7,2;24,9;8,8;5,0;2,9;1,1;0,9;-15,1
240200576;CC de la Champagne Picarde;8250,0;20730,0;13691,3;14856,3;19532,7;24857,5;10001,3;11276,1;13829,5;15943,0;17740,7;21354,6;23501,3;26591,3;31662,3;2,8;3,4;0,2;73,0;3,1;63,2;6,7;26,9;9,1;5,5;2,8;1,5;1,2;-14,5
240200584;CC du Canton de Charly-sur-Marne;6078,0;15315,0;10103,5;15706,1;20553,1;26236,2;10530,1;11776,8;14566,7;16776,6;18700,8;22524,4;24894,6;28123,3;34370,4;2,9;3,6;0,3;77,0;3,3;63,9;9,8;24,7;10,5;4,7;2,6;1,1;1,0;-16,9
240200592;CC du Chemin des Dames;2114,0;5272,5;3500,6;14816,7;19521,1;24511,4;9694,8;11295,8;13633,3;15847,9;17632,0;21203,0;23547,6;26329,9;31853,5;2,8;3,4;0,2;73,0;3,3;64,6;5,1;26,1;10,2;5,1;2,6;1,3;1,1;-14,4
240200600;CC du Pays des Trois Rivières;8848,0;20409,5;13901,7;11948,0;16387,5;21568,7;9620,7;8890,6;10970,0;12855,0;14569,5;18278,9;20412,4;23064,0;27809,0;3,1;3,7;0,3;59,2;3,5;50,6;5,1;33,5;8,8;10,6;3,5;4,3;2,8;-12,1
240200618;CC de la Région de Château-Thierry;13605,0;32323,0;21794,4;14536,0;19757,0;25521,1;10985,1;10578,8;13468,6;15706,5;17796,1;21782,8;24035,7;27440,0;33674,7;3,2;3,9;0,3;71,1;3,3;60,8;7,0;29,2;9,9;6,0;2,6;1,8;1,6;-16,2
240200626;CC du Tardenois;3025,0;7322,0;4914,4;14035,7;18632,0;24261,3;10225,6;10438,4;13006,0;14887,0;16981,3;20593,5;22900,7;25982,7;31131,3;3,0;3,8;0,3;67,1;3,8;57,1;6,2;30,1;11,5;6,3;2,9;1,9;1,5;-15,0
240200634;CC des Portes de la Thiérache;2915,0;6883,0;4663,9;12414,2;16736,0;22165,3;9751,2;9308,0;11503,0;13276,7;15108,7;18552,7;20879,3;23695,2;30229,0;3,2;4,0;0,3;60,0;3,6;45,3;11,1;31,7;12,8;8,3;3,1;3,1;2,1;-12,8
240200642;CC du Val de l'Ailette;4445,0;11051,0;7344,2;14282,9;18809,5;24180,6;9897,7;10786,0;13297,1;15159,5;17074,5;20666,0;22870,0;25477,2;31010,0;2,9;3,4;0,2;70,3;3,6;60,9;5,8;30,1;7,5;5,9;3,0;1,7;1,2;-13,8
240200659;CC des Vallons d'Anizy;3276,0;8073,5;5374,1;14463,2;19255,6;25248,7;10785,5;10966,7;13435,8;15700,7;17493,0;21356,0;23797,3;26764,8;31702,5;2,9;3,4;0,2;67,8;3,2;60,5;4,2;33,2;7,2;6,0;3,0;1,7;1,4;-14,2
240200683;CC Chauny Tergnier;16696,0;38676,5;26330,2;13165,4;18029,5;23364,2;10198,8;9634,4;12111,9;14208,5;16115,2;19959,6;22058,7;24920,0;30110,7;3,1;3,7;0,3;65,0;3,5;57,4;4,1;33,0;6,8;8,6;3,0;3,1;2,4;-13,4
240200691;CC Villers-Cotterêts - Forêt de Retz;6146,0;15152,5;10106,7;14760,0;19450,9;25044,0;10284,0;10992,7;13694,5;15743,6;17661,0;21350,0;23532,9;26784,7;32864,7;3,0;3,7;0,3;75,7;3,6;67,9;4,2;25,5;8,4;6,0;2,9;1,6;1,6;-15,6
240300418;CC de la Montagne Bourbonnaise;2905,0;6162,5;4382,2;13080,8;17434,0;22804,3;9723,5;9176,8;11971,0;13981,0;15547,5;19320,5;21579,3;24415,6;28640,0;3,1;3,7;0,3;57,2;3,1;45,7;8,4;38,2;10,5;6,3;2,1;2,7;1,5;-12,2
240300426;CA Vichy Val d'Allier;37298,0;74988,0;54098,0;14625,8;19704,7;26021,0;11395,2;10537,1;13452,0;15684,8;17673,3;21854,7;24375,0;27996,8;34786,5;3,3;4,1;0,3;58,1;3,0;49,7;5,4;39,3;12,5;6,1;1,7;2,6;1,8;-16,0
240300491;CC du Pays de Lapalisse;3725,0;8300,0;5774,7;13966,7;18233,0;22989,6;9022,9;10776,7;13117,8;14791,3;16486,9;19888,3;21710,0;24537,3;30019,0;2,8;3,3;0,2;61,9;3,0;52,5;6,4;34,2;11,1;5,9;2,1;2,2;1,5;-13,1
240300533;CC du Bassin de Gannat;5642,0;12679,5;8743,0;14794,3;19082,9;24253,3;9459,0;11502,0;13859,0;15675,0;17476,1;20830,5;22905,6;25651,1;30570,3;2,7;3,3;0,2;65,4;3,0;56,2;6,2;33,1;9,9;5,5;2,4;1,9;1,3;-13,9
240300558;CC du Pays de Tronçais;3487,0;6989,5;5074,5;13982,0;18574,7;23839,3;9857,3;9930,3;12891,0;14904,0;16732,7;20300,0;22442,0;25444,0;30746,0;3,1;3,7;0,3;53,0;2,7;42,2;8,1;42,6;12,5;5,7;1,7;2,6;1,3;-13,8
240300566;CC du Val de Cher;2433,0;5530,0;3815,3;15196,0;19502,0;24355,2;9159,2;11561,3;14077,0;16040,0;17802,0;21192,0;23055,3;25999,0;30757,2;2,7;3,2;0,2;64,0;2,8;55,2;6,1;34,9;10,0;5,0;2,1;1,8;1,0;-13,9
240300582;CC Commentry-Néris les Bains;6997,0;15002,5;10566,6;14800,0;19612,8;24854,0;10054,0;11078,7;13871,6;15793,1;17845,3;21450,2;23628,0;26631,1;32038,5;2,9;3,5;0,2;60,7;3,0;52,0;5,7;38,4;10,3;5,5;1,9;2,2;1,4;-14,9
240300590;CC de la Région de Montmarault;4984,0;10763,5;7571,7;14298,6;18470,5;23576,7;9278,1;10644,0;13215,8;15126,7;16763,9;20242,7;22454,0;24862,0;29528,0;2,8;3,4;0,2;60,6;2,9;49,3;8,4;36,0;10,6;5,9;2,1;2,3;1,4;-13,1
240300608;CA Montluçonnaise;28470,0;57194,0;41242,7;14118,0;19267,3;24926,5;10808,5;10138,7;12935,5;15175,0;17261,0;21205,4;23542,0;26637,7;32590,7;3,2;3,9;0,3;58,0;2,9;50,5;4,6;39,0;11,1;7,0;1,9;3,0;2,1;-15,1
240300616;CA de Moulins;25056,0;52892,5;37382,4;15211,3;20207,3;26044,8;10833,5;11224,3;14066,0;16366,0;18316,5;22133,4;24574,0;27896,0;33798,7;3,0;3,7;0,3;63,6;2,5;55,8;5,2;34,8;11,1;6,1;2,0;2,3;1,8;-15,6
240300624;CC du Pays de Marcillat-en-Combraille;1996,0;4617,0;3160,9;15488,0;20412,0;25633,3;10145,3;11791,0;14388,6;16460,0;18504,0;22054,6;24168,9;27531,9;33765,3;2,9;3,6;0,2;67,9;2,4;58,1;7,5;30,8;12,5;4,2;2,0;1,4;0,8;-15,4
240300640;CC Val de Besbre - Sologne Bourbonnaise;5053,0;11080,0;7760,6;14441,0;18732,0;23347,5;8906,5;11010,0;13633,0;15331,0;17096,7;20310,0;22235,0;24797,1;30008,0;2,7;3,3;0,2;58,4;2,7;48,4;7,3;37,5;11,5;5,5;2,0;2,1;1,4;-12,9
240300657;CC du Pays d'Huriel;3389,0;7634,5;5271,0;14504,0;19180,7;23996,0;9492,0;10919,0;13407,3;15455,7;17323,3;20946,0;22887,2;25147,0;30238,7;2,8;3,3;0,2;64,7;2,9;54,1;7,6;34,2;9,2;5,2;2,2;1,9;1,1;-13,3
240300673;CC le Donjon - Val Libre;1984,0;4245,5;3002,6;13146,5;16847,3;21623,0;8476,5;9778,0;12131,3;14064,0;15281,0;18672,2;20566,7;22829,0;27738,0;2,8;3,6;0,2;53,5;2,7;40,7;10,1;38,0;14,0;6,5;2,3;2,6;1,6;-12,0
240300681;CC Sioule, Colettes et Bouble;2329,0;4962,0;3511,5;13973,5;18343,0;24374,3;10400,8;10168,3;12959,2;14826,2;16636,7;20488,4;22905,0;26387,5;32716,6;3,2;3,8;0,3;56,2;2,6;46,7;6,8;40,9;11,5;5,3;2,0;2,0;1,3;-13,9
240300699;CC en Pays Saint-Pourcinois;7200,0;15853,5;11059,9;14722,8;19405,2;24532,0;9809,2;11181,3;13810,0;15707,0;17601,0;21064,0;23338,0;26193,5;31673,3;2,8;3,4;0,2;63,2;2,8;54,1;6,2;33,5;11,6;5,7;2,1;2,3;1,4;-14,0
240300707;CC Varennes-Forterre;4172,0;9163,0;6396,8;14343,3;18759,5;23547,8;9204,5;10751,9;13464,0;15246,2;17084,7;20418,0;22418,0;24939,3;29928,0;2,8;3,4;0,2;61,1;3,1;52,4;5,5;34,9;11,6;6,0;2,2;2,3;1,6;-13,6
240300715;CC Bocage Sud;2629,0;5749,5;4011,5;14253,8;18639,2;23620,5;9366,8;10360,7;13076,3;15145,2;17059,0;20485,3;22528,7;25178,7;30242,9;2,9;3,5;0,2;59,8;2,8;48,5;8,4;35,5;10,8;6,9;2,4;2,9;1,6;-13,0
240300723;CC du Pays de Lévis en Bocage Bourbonnais;1787,0;3737,0;2664,8;13553,3;17785,6;22315,5;8762,2;9905,0;12643,0;14476,1;16185,2;19243,2;20986,7;24118,0;30414,5;3,1;3,9;0,3;57,4;2,7;42,7;11,9;38,4;11,4;6,7;2,0;3,1;1,5;-13,9
240300731;CC en Bocage Bourbonnais;3457,0;7437,5;5240,6;14080,8;18949,3;24115,2;10034,4;9989,0;12701,9;15102,0;17038,1;20698,0;22666,7;25459,6;30681,5;3,1;3,7;0,2;58,8;2,7;46,3;9,8;37,4;11,1;6,2;2,2;2,4;1,5;-13,5
240300756;CC du Pays de Chevagnes en Sologne Bourbonnaise;2340,0;5433,5;3712,5;15289,0;19416,6;24600,6;9311,6;11770,4;14175,0;15980,4;17677,0;21357,0;23410,0;26088,0;30759,6;2,6;3,1;0,2;65,5;2,7;55,5;7,4;32,8;11,2;4,6;2,1;1,5;1,0;-14,1
240400010;CC du Teillon;203,0;414,5;297,6;;18278,1;;;;;;;;;;;;;;;;;;;;;;;;
240400135;CC du Pays de Seyne;1235,0;2578,5;1839,7;13463,0;18359,1;23499,2;10036,2;9922,2;12484,0;14821,3;16579,3;20239,0;21999,3;25379,5;30699,3;3,1;3,7;0,3;55,8;3,2;44,5;8,0;39,6;13,5;4,7;2,0;1,5;1,2;-13,6
240400275;CC Ubaye/Serre-Ponçon;291,0;700,0;467,7;;18069,8;;;;;;;;;;;;;;;;;;;;;;;;
240400283;CC du Sisteronais;4400,0;9369,0;6625,6;13928,8;19107,3;25758,7;11829,9;9902,4;12806,0;14947,0;16941,1;21339,3;23942,0;27826,7;33524,0;3,4;4,1;0,3;60,0;3,4;50,8;5,9;36,5;11,5;6,4;2,0;2,3;2,0;-14,4
240400291;CC de la Moyenne-Durance;7690,0;17195,5;11910,0;14286,7;19269,3;24807,8;10521,1;10467,6;13249,2;15333,3;17359,0;21178,0;23442,0;26369,6;31192,9;3,0;3,5;0,2;63,6;4,2;54,9;4,5;35,3;8,5;6,0;2,4;1,9;1,7;-13,4
240400366;CC de Haute-Provence;2368,0;5196,5;3631,8;14682,0;19945,1;26462,4;11780,4;10691,9;13845,8;15878,3;18081,3;21991,7;24752,7;28482,9;34193,0;3,2;4,0;0,3;58,4;4,0;46,3;8,1;38,6;13,2;4,7;1,7;1,6;1,3;-14,9
240400374;CC Vallée de l'Ubaye;3436,0;7034,5;5047,9;14155,3;18860,0;24832,9;10677,5;10264,0;13043,0;15237,0;17042,0;21014,0;23402,0;26703,0;33341,1;3,2;4,0;0,3;62,5;4,5;48,0;10,0;35,2;13,7;4,1;1,6;1,2;1,3;-15,5
240400382;CC du Moyen-Verdon;2417,0;4872,0;3516,9;13108,0;18060,0;23591,3;10483,3;9133,3;11869,3;14140,0;16057,3;19941,8;22366,7;25612,7;30580,3;3,3;4,1;0,3;55,7;3,8;44,2;7,6;39,5;13,3;5,3;1,8;2,0;1,6;-13,8
240400408;CC des Duyes et Bléone;1365,0;3108,0;2140,6;15400,0;20069,0;25610,3;10210,3;11517,2;14294,8;16468,7;18362,5;22392,0;24331,3;27316,1;32631,3;2,8;3,4;0,2;71,1;3,0;62,4;5,6;29,9;10,0;4,5;1,9;1,4;1,2;-15,5
240400440;CC Pays Forcalquier et Montagne de Lure;4323,0;8993,0;6415,2;13524,0;18641,8;25352,0;11828,0;9523,2;12469,4;14574,7;16658,3;20908,3;23666,0;27410,7;34052,0;3,6;4,3;0,3;54,2;3,8;42,4;7,9;42,5;12,9;5,9;1,8;2,4;1,7;-15,5
240400481;CC de la Vallée du Jabron;634,0;1439,0;991,3;;19555,3;;;;;;;;;;;;;;;;;;;;;;;;
240400499;CC du Pays de Banon;1498,0;3086,0;2220,6;13639,0;18877,4;24750,3;11111,3;9693,3;12357,0;14714,0;16936,0;20752,7;23290,7;26637,3;33738,7;3,5;4,2;0,3;54,7;3,4;40,1;11,2;40,1;15,4;4,5;1,6;1,7;1,3;-14,7
240400507;CC de Haute-Bléone;802,0;1799,5;1244,2;;20733,3;;;;;;;;;;;;;;;;;;;;;;;;
240400515;CC du Haut-Verdon Val d'Allos;1067,0;2063,5;1511,0;13391,5;18191,5;24028,5;10637,0;9605,3;12367,0;14512,0;16348,1;19921,9;22010,7;25772,0;30940,0;3,2;3,9;0,3;58,5;4,4;44,4;9,6;39,8;13,5;3,6;1,4;1,2;1,0;-15,4
240400523;CC Terres de Lumière;840,0;1695,5;1224,8;;18476,0;;;;;;;;;;;;;;;;;;;;;;;;
240400531;CC Lure Vançon Durance;1548,0;3631,0;2471,8;15678,7;20388,0;26407,5;10728,8;11522,7;14592,0;16669,6;18569,0;22450,7;24843,3;28430,7;33758,0;2,9;3,6;0,2;68,0;3,8;58,0;6,2;33,0;9,5;4,4;2,0;1,1;1,3;-14,9
240500181;CC du Haut-Buëch;923,0;1902,5;1361,9;;17886,7;;;;;;;;;;;;;;;;;;;;;;;;
240500199;CC Buëch Dévoluy;3313,0;7223,5;5049,4;14917,6;19490,0;24992,5;10074,9;11262,2;13989,0;15990,4;17671,0;21385,0;23611,3;26826,2;32050,0;2,8;3,3;0,2;62,0;3,4;52,4;6,2;37,2;9,8;5,0;2,1;1,5;1,4;-14,0
240500215;CC du Champsaur;3245,0;7277,5;5034,5;14666,8;19647,0;25720,6;11053,8;11128,5;13711,0;15676,0;17779,0;21711,0;24131,0;27438,1;33086,7;3,0;3,6;0,2;63,6;3,2;51,4;9,0;34,9;11,5;4,2;2,1;1,1;1,0;-14,2
240500223;CC du Queyras;1053,0;2212,0;1566,9;14648,0;19229,0;24791,3;10143,3;10615,2;13499,0;15457,3;17541,4;21037,3;23574,0;26494,0;31932,4;3,0;3,7;0,3;61,7;4,7;45,2;11,9;34,9;15,2;3,3;1,8;0,7;0,8;-15,1
240500314;CC de Tallard-Barcillonnette;2803,0;6720,5;4536,9;15544,0;20338,9;26376,0;10832,0;11694,7;14370,8;16451,1;18374,2;22478,7;24967,3;28225,3;34122,8;2,9;3,6;0,3;68,9;3,4;58,1;7,4;30,0;11,9;4,4;2,2;1,1;1,1;-15,2
240500322;CC du Canton de Ribiers Val de Méouge;873,0;1836,0;1303,9;;18494,0;;;;;;;;;;;;;;;;;;;;;;;;
240500330;CC du Haut-Champsaur;1009,0;2110,0;1495,2;14808,4;19346,5;24961,3;10152,9;11617,0;13816,7;15738,4;17590,0;21303,0;23518,7;26989,3;32834,8;2,8;3,4;0,2;64,4;4,3;51,1;9,0;33,9;13,5;3,3;1,9;0,7;0,8;-15,1
240500348;CC du Valgaudemar;720,0;1420,0;1037,8;;18196,7;;;;;;;;;;;;;;;;;;;;;;;;
240500363;CC de l'Embrunais;5121,0;10760,0;7635,3;14686,0;19622,7;25870,7;11184,7;10873,0;13535,3;15610,0;17757,0;21736,0;24226,8;27747,2;34094,0;3,1;3,8;0,3;61,0;3,9;48,6;8,5;37,0;12,9;4,5;1,8;1,3;1,3;-15,4
