CODGEO;LIBGEO;NBMEN14;NBPERS14;NBUC14;Q114;Q214;Q314;Q3_Q1;D114;D214;D314;D414;D614;D714;D814;D914;RD;S80S2014;GI14;PTSAC14;PBEN14;PPEN14;PPAT14;PPSOC14;PPFAM14;PPMINI14;PPLOGT14;PIMPOT14
200000164;CC de Pange;4826;12832;8366,1;18545,0;23888,3;30518,0;11973,0;14000,4;17294,7;19727,6;21777,3;26061,3;28703,3;32565,6;38677,0;2,8;3,3;0,2;68,9;5,0;25,4;13,8;2,9;1,9;0,5;0,5;-16,0
200000172;CC Faucigny-Glières;10425;26338;17330,8;16935,0;22998,7;31986,0;15051,0;12376,1;15628,5;18116,8;20492,2;25944,5;29588,5;34976,7;44465,6;3,6;4,4;0,3;80,5;3,8;18,9;9,1;3,4;2,0;0,7;0,8;-15,7
200000321;CA des 2 Rives de la Seine;34971;95445;61148,1;17478,8;25452,7;35841,2;18362,4;11926,2;15802,1;19143,0;22239,5;29142,2;33379,2;39052,0;49464,0;4,1;5,1;0,3;83,1;4,2;21,0;10,2;3,6;2,1;0,7;0,8;-22,1
200000354;CC de la Louge et du Touch;2092;5362;3531,4;15187,0;20402,9;26045,0;10858,0;11651,0;14066,7;16341,8;18483,0;22417,1;24762,9;27827,5;33995,2;2,9;3,6;0,2;66,3;7,3;25,1;10,9;4,9;2,4;1,6;0,9;-14,5
200000388;CC du Sud Morvan;1394;2677;1978,1;13454,7;18326,0;23811,0;10356,3;9442,0;12516,7;14508,7;16424,2;20083,0;22426,7;25300,5;30351,3;3,2;4,0;0,3;38,8;8,9;49,0;11,7;4,9;1,5;2,3;1,1;-13,3
200000420;CC de la Vôge Vers les Rives de la Moselle;6284;15090;10171,3;15792,5;20018,0;25373,3;9580,8;11668,0;14556,0;16674,0;18486,0;21914,0;24052,0;26949,0;32254,7;2,8;3,3;0,2;66,8;4,2;29,6;9,0;4,7;2,5;1,1;1,1;-14,3
200000438;CC du Pays de Pontchâteau St Gildas des Bois;13549;34126;22359,1;16021,3;19963,8;24367,7;8346,4;12786,5;15087,3;16878,0;18466,4;21475,6;23265,8;25557,9;29504,8;2,3;2,7;0,2;70,6;3,8;26,3;7,0;5,5;3,4;1,1;1,0;-13,2
200000487;CC du Plateau de Lommoye (Ccpl);2353;6491;4187,6;19362,8;24770,7;31370,6;12007,8;15078,2;18254,5;20512,6;22828,6;27002,2;29570,0;33364,6;40116,1;2,7;3,3;0,2;77,7;5,2;24,6;8,1;2,9;2,1;0,5;0,3;-18,5
200000537;CC de la Presqu'île de Rhuys;7173;14280;10459,0;17275,0;23652,0;32859,5;15584,5;12748,0;15991,3;18424,2;20955,3;26788,7;30604,7;35671,3;44170,0;3,5;4,2;0,3;33,5;6,4;57,7;18,7;2,4;0,9;0,8;0,6;-18,7
200000545;CC des Portes de Romilly Sur Seine;8373;18994;12989,1;12689,0;17203,3;22103,0;9414,0;9416,0;11882,5;13604,8;15478,0;19022,0;20929,7;23538,0;28391,3;3,0;3,6;0,3;57,7;3,8;35,2;7,5;9,0;3,3;3,1;2,6;-13,2
200000594;CC Entre Loire et Allier;920;1873;1353,2;;17392,7;;;;;;;;;;;;;;;;;;;;;;
200000610;CC le Minervois;2845;5975;4247,6;11309,6;16078,7;22110,0;10800,4;8185,3;10336,3;12413,0;14126,0;18089,5;20548,4;23808,7;29028,8;3,5;4,5;0,3;43,4;8,4;41,7;12,0;6,9;2,1;2,9;1,9;-12,4
200000628;CC Rhône Lez Provence;10049;24988;16609,1;12950,0;18043,3;24024,5;11074,5;9239,0;11937,0;13982,0;16052,0;20192,7;22559,2;25726,7;31368,0;3,4;4,0;0,3;64,4;3,8;29,9;8,8;7,2;3,0;2,2;2,0;-14,1
200000636;CC Cévenne et Montagne Ardéchoises;310;654;465,6;;16351,2;;;;;;;;;;;;;;;;;;;;;;
200000735;CC de la Viadène;925;1981;1407,8;;18170,5;;;;;;;;;;;;;;;;;;;;;;
200000743;CC du Nebbiu;1582;3426;2416,3;12684,6;18322,5;25144,7;12460,1;8666,0;11591,0;13660,0;15705,0;20630,0;23220,0;27510,7;33756,4;3,9;4,8;0,3;56,6;9,0;36,7;8,5;4,9;1,4;2,3;1,2;-15,7
200000776;CA Argenteuil - Bezons;51474;141645;90145,5;12360,7;17794,0;24808,3;12447,7;8762,6;11301,9;13457,1;15585,2;20175,0;23065,0;26828,9;32992,0;3,8;4,4;0,3;79,3;2,1;20,3;6,1;8,2;3,6;2,2;2,3;-16,0
200000800;CC Coeur de Sologne;4616;10406;7174,8;15714,7;20139,5;25663,2;9948,5;12067,4;14636,5;16692,0;18433,0;22092,2;24277,3;27432,7;33174,0;2,7;3,4;0,2;60,4;4,7;34,2;11,4;4,5;2,2;1,2;1,1;-15,2
200000925;CC de la Plaine Dijonnaise;8400;22029;14375,1;17456,0;21974,0;26994,5;9538,5;13461,3;16429,0;18485,0;20343,3;23641,9;25755,2;28560,7;33520,0;2,5;2,9;0,2;74,3;3,9;25,5;7,6;3,9;2,5;0,8;0,6;-15,2
200000933;CC Sauldre et Sologne;6478;13901;9803,7;14893,0;19271,6;24457,3;9564,3;11082,7;13818,3;15859,2;17539,0;20981,4;23101,3;26339,0;31793,6;2,9;3,5;0,2;53,5;6,6;37,8;11,8;4,7;1,9;1,5;1,2;-14,4
200000974;CC Sources de la Loire;555;1129;814,9;;15057,0;;;;;;;;;;;;;;;;;;;;;;
200001006;CC du Pays d'Eguzon-Val de Creuse;2072;4296;3082,1;14431,0;18689,3;24081,3;9650,4;11126,0;13489,3;15243,0;16872,0;20363,9;22623,3;26239,5;31596,7;2,8;3,7;0,3;47,3;6,0;45,7;10,2;3,9;1,5;1,4;1,0;-13,1
200001105;CC du Canton de Salies-Du-Salat;3809;8096;5740,9;14903,3;19621,0;25571,5;10668,2;10940,7;13753,9;15853,0;17743,8;21742,5;24101,0;27511,3;32849,3;3,0;3,6;0,2;52,9;5,8;38,8;11,4;4,7;1,7;1,8;1,3;-13,6
200001170;CC Aubrac-Lot-Causse;1967;4431;3051,0;15064,0;18813,8;23865,0;8801,0;11545,0;14051,2;15810,3;17252,8;20390,8;22371,0;25458,0;30582,5;2,6;3,3;0,2;55,3;8,9;33,8;10,8;5,0;2,5;1,3;1,2;-13,8
200004802;CC du Pays de Fayence;11418;27624;18645,2;14890,0;20949,3;28861,7;13971,7;10294,0;13546,1;16165,7;18480,4;23470,4;26752,3;31309,2;38805,0;3,8;4,8;0,3;57,9;7,1;34,7;14,1;3,7;1,8;1,0;0,8;-17,5
200005130;CC du Pays de Trie;1489;3299;2316,3;13266,7;18027,0;23609,5;10342,8;10168,0;12332,0;14205,0;16114,0;20135,3;22158,9;25154,0;31472,4;3,1;3,9;0,3;46,6;8,1;41,5;12,2;4,9;1,7;2,1;1,2;-13,3
200005932;CC du Canton de la Ferté-Saint-Aubin;5701;13969;9349,8;17534,0;22795,3;29846,7;12312,7;13303,3;16390,0;18761,6;20739,6;25010,8;28023,5;32140,7;40078,7;3,0;3,8;0,3;68,4;5,0;29,7;12,2;3,2;1,9;0,5;0,7;-18,5
200005957;CC de la Région de Rambervillers;5287;12617;8508,5;13358,5;18091,4;22986,8;9628,3;9918,8;12309,0;14303,3;16174,7;19764,0;21779,5;24751,4;30153,3;3,0;3,6;0,3;59,2;5,5;31,0;10,0;7,5;3,3;2,3;1,9;-13,2
200006047;CC du Sud Dijonnais;1963;5380;3462,7;19134,5;23496,7;28740,5;9606,0;14430,0;17960,8;19998,0;21845,7;25232,4;27358,7;30236,7;35272,2;2,4;2,9;0,2;76,8;4,9;23,5;8,9;2,8;2,1;0,3;0,4;-16,9
200006070;CC Villeneuvois, Diège et Lot;2457;5584;3858,0;14625,2;19606,3;25758,7;11133,4;11218,6;13693,1;15660,0;17577,3;21636,7;24156,1;27236,7;33308,7;3,0;3,6;0,3;49,5;10,1;36,3;14,1;3,9;1,8;1,2;0,9;-13,9
200006385;CA de l'Aéroport du Bourget;35262;97695;62055,9;11365,5;16469,0;22805,3;11439,9;7930,4;10335,4;12365,3;14390,5;18748,3;21319,7;24562,1;30016,0;3,8;4,5;0,3;75,3;2,1;21,3;6,3;9,8;3,9;3,2;2,7;-14,8
200006393;CC du Val de Vôge;2028;4399;3086,2;12460,5;17092,0;22022,7;9562,2;8883,3;11527,6;13623,0;15413,3;18831,3;20889,0;23522,7;27965,3;3,1;4,0;0,3;48,8;7,9;39,7;9,5;6,2;2,5;2,1;1,6;-12,1
200006427;CC Sère - Garonne - Gimone;2710;6562;4411,1;14307,1;18313,5;23556,7;9249,5;11038,7;13376,0;15072,1;16708,7;20083,0;22292,2;24805,0;30279,0;2,7;3,4;0,2;59,0;5,5;30,4;12,6;5,9;2,7;1,9;1,3;-13,4
200006435;CC des Terrasses et Plaines des Deux Cantons;3154;8482;5457,1;14371,2;18630,7;23394,0;9022,8;10763,5;13334,2;15195,2;16927,3;20340,5;22157,6;24660,7;29093,5;2,7;3,2;0,2;66,2;3,6;26,4;8,9;7,1;3,7;1,9;1,5;-12,2
200006682;CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay;22654;51384;35409,6;15908,0;20948,0;27592,0;11684,0;11812,0;14738,8;16983,5;19036,0;23099,3;25796,8;29924,0;38016,2;3,2;4,1;0,3;62,3;8,9;28,1;14,5;3,9;1,9;1,1;1,0;-17,7
200006716;CC du Nogentais;6799;16233;10887,1;14778,4;19644,8;25692,5;10914,1;10928,3;13574,1;15790,0;17754,0;21692,6;24157,8;27409,0;34008,9;3,1;3,8;0,3;67,1;7,0;26,7;9,7;5,8;2,9;1,4;1,5;-16,3
200006765;CC des Terres d'Apcher;2571;5709;3980,6;14347,3;18812,1;24230,0;9882,7;10743,9;13205,6;15268,0;17112,7;20710,0;22705,6;25846,0;30266,0;2,8;3,4;0,2;50,8;9,3;38,8;9,8;4,5;2,1;1,4;1,0;-13,2
200006781;CC Entre 2 Lacs;1418;2962;2113,9;13143,0;17469,3;22764,8;9621,8;9654,4;12229,5;14009,0;15762,0;19473,0;21413,3;24373,3;29276,0;3,0;4,0;0,3;44,0;11,1;38,6;14,2;5,2;2,0;1,9;1,3;-13,1
200006872;CC Champagnole Porte du Haut Jura;8274;18390;12789,1;15472,5;20020,6;25931,0;10458,5;12016,0;14518,7;16476,7;18298,1;21911,3;24374,0;27706,0;33511,0;2,8;3,3;0,2;63,0;5,0;33,9;8,2;4,3;2,1;1,1;1,1;-14,4
200006880;CC Moine et Sèvre;9742;25538;16540,9;16217,0;19750,0;23811,5;7594,5;13130,7;15360,7;17035,0;18440,0;21117,2;22772,5;25099,2;29447,3;2,2;2,7;0,2;72,3;5,5;21,8;8,6;5,1;3,5;0,7;0,9;-13,3
200006930;CC du Haut Allier;1937;4047;2877,9;14196,0;18611,1;24135,6;9939,6;10346,1;13181,0;15287,5;17029,0;20314,0;22682,7;25814,4;31241,7;3,0;3,7;0,3;54,3;7,4;35,4;10,7;5,4;2,1;1,8;1,5;-13,2
200006971;CC du Perche;7857;16841;11868,4;15125,0;19928,3;25205,0;10080,0;11096,0;13925,0;16164,7;18026,3;21817,0;23870,7;27056,0;32433,9;2,9;3,7;0,3;54,2;5,8;38,6;11,9;5,1;2,1;1,6;1,4;-15,6
200007052;CC de la Marche Berrichonne;2758;5474;4004,8;13396,0;17161,3;22413,6;9017,6;9933,3;12435,6;14120,0;15564,7;18937,0;21112,0;24035,0;29048,7;2,9;3,6;0,3;41,3;9,5;45,6;11,4;4,3;1,5;1,8;1,0;-12,1
200007128;CC Errobi;11879;28192;19126,6;16719,1;21650,7;28418,0;11698,9;12776,2;15645,0;17794,4;19754,0;23775,6;26550,4;30535,3;38201,3;3,0;3,8;0,3;63,4;6,3;28,5;15,2;3,8;1,9;1,0;0,9;-17,2
200007177;CC Pays de Nérondes;2150;4791;3313,3;14080,5;18463,0;23370,7;9290,2;10661,0;13003,3;14941,1;16593,6;20096,0;22293,3;24985,3;29793,2;2,8;3,4;0,2;52,7;7,3;37,0;9,7;6,4;2,4;2,4;1,6;-13,1
200007425;CC du Canton de Tournay;2636;6340;4276,6;15544,0;20312,0;25355,0;9811,0;11708,1;14355,0;16675,3;18588,3;22118,5;24115,7;26890,0;31894,5;2,7;3,2;0,2;61,9;6,1;33,7;8,3;4,1;2,2;1,1;0,8;-14,1
200007433;CC du Canton de Saint-Laurent-De-Neste;1852;4140;2881,8;15301,1;19878,7;25297,8;9996,7;11318,0;14152,3;16201,8;18013,8;21766,0;23847,6;27142,7;33266,0;2,9;3,4;0,2;52,4;6,9;40,2;9,9;3,9;1,7;1,4;0,8;-13,3
200009611;CC des Portes du Comminges;1998;4314;3047,7;13175,2;17638,0;23128,0;9952,8;9472,4;12234,0;13990,8;15809,5;19558,0;21472,7;24899,1;30174,7;3,2;4,0;0,3;45,5;6,9;40,4;14,7;5,4;1,9;2,2;1,3;-12,9
200010650;CA du Grand Dole;23129;52023;35852,7;15135,0;19990,6;25684,7;10549,7;11137,0;13974,0;16253,8;18189,3;21933,7;24307,3;27296,8;33074,7;3,0;3,6;0,2;62,7;4,8;33,9;8,1;5,7;2,4;1,8;1,5;-15,2
200010700;CC Caux Vallée de Seine;27665;68570;45553,3;15376,0;20200,0;25974,7;10598,7;11706,2;14246,0;16382,5;18367,8;22146,3;24583,9;27779,6;33247,0;2,8;3,4;0,2;70,0;3,6;27,7;7,4;5,8;2,8;1,6;1,4;-14,5
200011286;CC de l'Aubrac Lozérien;445;917;658,2;;17608,1;;;;;;;;;;;;;;;;;;;;;;
200011625;CC du Pays Boulageois;5614;14551;9512,9;15776,0;20679,6;26198,3;10422,3;12094,8;14653,3;16918,2;18900,7;22601,7;24812,4;27720,0;32934,0;2,7;3,2;0,2;70,3;4,1;23,1;10,6;5,1;2,7;1,4;1,1;-13,2
200011773;CA Annemasse-Les Voirons-Agglomération;36210;80771;55383,1;15349,2;24552,7;39133,2;23784,0;9969,0;13745,6;16990,3;20556,2;29318,7;35396,0;43827,0;57436,1;5,8;7,2;0,4;80,8;3,2;18,5;8,7;3,2;1,2;1,0;1,0;-14,4
200011781;CC Portes du Berry Entre Loire et Val d'Aubois;4520;10087;6977,0;15026,7;19169,3;23939,0;8912,3;11071,3;13873,0;15860,9;17456,7;20805,0;22650,7;25326,7;30204,3;2,7;3,3;0,2;59,1;5,3;35,7;8,3;5,2;2,2;1,8;1,2;-13,6
200011799;CC de la Vallée de la Barousse;1265;2546;1840,5;13975,2;18932,0;24179,3;10204,1;10409,0;12826,3;15013,1;17094,5;20830,5;22805,1;26082,0;31891,5;3,1;3,9;0,3;44,5;7,3;43,7;12,6;5,1;1,5;2,2;1,4;-13,2
200011997;CC Authie-Maye;7407;16982;11660,7;13783,3;18248,7;23668,0;9884,7;10327,9;12735,2;14731,4;16424,8;20057,0;22212,7;25680,0;32392,0;3,1;3,8;0,3;49,8;10,1;36,9;12,1;5,7;2,3;2,0;1,3;-14,6
200012003;CC des 2 Sources;5154;13225;8698,8;14134,0;18728,7;23823,0;9689,0;10920,7;13171,0;15131,7;16984,0;20562,0;22601,2;25423,0;30628,3;2,8;3,5;0,2;60,6;10,0;26,9;11,1;5,6;3,0;1,5;1,1;-14,2
200012037;CC de l'Isle Crémieu;11080;29769;19251,2;17683,3;22684,5;29089,3;11406,0;13723,8;16534,6;18849,5;20776,8;24778,7;27454,0;31070,5;37225,7;2,7;3,3;0,2;76,2;4,0;22,6;9,7;3,6;2,4;0,6;0,6;-16,1
200012060;CC Petite Montagne;2800;6415;4399,7;14852,7;19148,0;24134,5;9281,8;11617,0;14142,0;15758,0;17388,7;20879,0;22800,0;25594,4;30107,3;2,6;3,1;0,2;60,6;6,8;33,9;7,4;4,7;2,5;1,2;1,0;-13,4
200012136;CC Seuil Charente Périgord;3247;7050;4966,0;13939,5;18311,3;23362,7;9423,1;10187,7;12824,0;14876,8;16513,3;20130,0;22087,8;24905,3;30219,0;3,0;3,7;0,3;53,4;7,0;37,7;10,2;4,7;1,8;1,7;1,2;-13,0
200012227;CC la Porte du Vignoble;4207;10728;7092,7;18958,1;24230,0;31502,0;12543,9;14690,8;17793,2;20053,0;22264,4;26697,0;29665,3;33768,0;40626,0;2,8;3,3;0,2;70,0;6,3;24,9;13,2;2,8;1,9;0,5;0,5;-17,2
200013050;CC Sauer-Pechelbronn;6931;17430;11621,7;17464,0;22471,0;28376,5;10912,5;13814,8;16364,0;18635,6;20606,0;24451,5;26795,3;30157,0;35721,2;2,6;3,1;0,2;71,8;4,1;26,4;9,9;3,1;1,9;0,6;0,5;-15,3
200015162;CC de l'Oriente;2183;4904;3417,1;11239,2;16884,7;23937,0;12697,8;7478,0;10072,0;12278,0;14327,1;19356,0;21980,0;25699,2;31750,0;4,2;5,4;0,3;50,0;9,9;35,6;12,0;7,0;1,7;3,5;1,8;-14,5
200016905;CC du Pays de Lamastre;2946;6395;4495,9;13101,3;16890,0;21543,3;8442,0;9475,6;12183,0;13967,3;15443,0;18503,1;20548,7;22822,4;27338,5;2,9;3,6;0,2;48,0;7,7;38,6;10,8;6,6;2,4;2,5;1,7;-11,7
200017341;CC Lodévois et Larzac;6495;14522;10028,1;12281,0;16838,5;22548,7;10267,7;8723,1;11194,7;13154,3;15090,0;18894,0;21094,7;24283,3;29793,0;3,4;4,1;0,3;52,7;7,0;35,3;9,2;9,0;3,0;3,4;2,6;-13,2
200017408;CC Cap Lauragais Cc du Canton de Villefranche de Lauragais;5596;14352;9408,4;17226,1;22185,7;28280,0;11053,9;12847,1;16041,5;18375,0;20208,3;24298,8;26667,2;30082,4;35836,0;2,8;3,3;0,2;73,9;5,4;21,2;11,4;4,0;2,3;0,9;0,8;-15,9
200017762;CC de la Motte-Du-Caire -Turriers;1093;2488;1710,5;13387,3;18722,2;24356,7;10969,3;9291,0;12229,5;14635,2;16498,7;20604,3;23044,0;26434,0;32332,1;3,5;4,3;0,3;53,1;10,8;33,8;11,3;4,7;2,3;1,3;1,2;-13,7
200017846;CC Etampois Sud Essonne (Ccese);20978;53931;35262,1;15623,3;21084,7;27483,3;11860,0;11234,4;14360,0;16801,4;19033,3;23377,5;25961,7;29411,4;35449,1;3,2;3,8;0,3;74,8;4,8;24,2;8,4;5,3;2,8;1,3;1,2;-17,5
200018059;CA du Mont Valérien;86857;215871;142567,7;16060,0;24273,9;36935,0;20875,0;10996,0;14456,1;17618,3;20749,3;28550,0;33732,4;40690,0;53000,4;4,8;6,1;0,4;87,1;3,8;17,9;10,1;4,0;1,9;1,1;1,0;-22,9
200018083;CC de Desvres-Samer;8493;22396;14562,8;14226,0;18697,1;23846,2;9620,2;10616,5;13226,0;15077,3;16954,8;20551,5;22567,0;25422,7;30029,7;2,8;3,3;0,2;66,4;6,3;25,3;9,0;6,7;3,4;1,9;1,5;-13,7
200018158;CC des Sources de la Tille;449;1044;710,3;;19863,3;;;;;;;;;;;;;;;;;;;;;;
200018166;CC du Pays du Grésivaudan (Ccpg);40230;103427;68025,5;18957,7;25030,0;33062,4;14104,7;14418,0;17667,2;20209,3;22572,4;27685,0;31060,7;35514,7;43572,9;3,0;3,7;0,3;74,1;5,2;24,2;12,3;3,0;1,9;0,5;0,6;-18,8
200018190;CC du Pays d'Entrevaux;599;1193;868,0;;18056,0;;;;;;;;;;;;;;;;;;;;;;
200018315;CC Apcher-Margeride-Aubrac;2154;4501;3210,4;15544,2;19803,0;24821,3;9277,1;11946,2;14616,0;16398,0;18099,0;21459,0;23481,3;26423,0;31638,5;2,6;3,2;0,2;57,0;6,9;32,7;13,4;5,1;1,8;1,9;1,4;-15,1
200018323;CC du Canton de Beaugency;7121;17432;11613,1;16397,9;21096,3;27099,5;10701,6;12527,6;15341,3;17409,5;19316,7;22915,7;25478,7;28988,0;35224,7;2,8;3,4;0,2;66,6;3,9;29,7;11,8;4,3;2,5;0,9;0,9;-16,3
200018356;CC du Canton de Mercoeur;1179;2541;1799,0;13433,5;17913,3;22571,3;9137,8;10239,0;12636,5;14306,7;16182,7;19626,2;21598,2;24016,0;29646,0;2,9;3,4;0,2;46,6;8,8;42,2;10,2;4,0;1,6;1,6;0,8;-11,8
200018364;CC du Canton de Saint Privat;1626;3318;2400,4;14128,0;18488,0;23194,0;9066,0;10744,0;12997,8;15174,0;16948,0;20106,0;22006,5;24642,6;30142,0;2,8;3,4;0,2;43,7;11,3;44,1;9,6;3,9;1,3;1,7;1,0;-12,6
200018406;CC du Romorantinais et du Monestois;14698;32641;22665,8;14570,7;19312,8;24814,0;10243,3;10471,3;13424,3;15629,2;17503,8;21093,3;23348,0;26520,0;32222,7;3,1;3,7;0,3;56,7;3,9;38,2;10,0;5,7;2,3;1,8;1,6;-14,5
200018497;CC Aure 2008;475;894;664,2;;19247,0;;;;;;;;;;;;;;;;;;;;;;
200018521;CC du Val de Bouzanne;2742;6020;4194,8;14506,7;19009,3;23855,6;9349,0;10920,4;13598,1;15376,7;17140,0;20510,7;22651,1;25333,5;30519,0;2,8;3,4;0,2;56,4;7,6;34,4;10,1;4,8;2,2;1,6;1,0;-13,3
200019008;CC du Pays de Clerval;1217;2998;1988,6;13892,0;18202,2;22670,0;8778,0;10754,0;12991,6;14818,0;16558,9;19925,7;21581,2;24291,5;29278,9;2,7;3,3;0,2;66,2;4,6;27,9;6,7;6,5;3,6;1,7;1,2;-11,9
200022515;CC Haut Berry Val de Loire;3124;7007;4849,0;15386,2;20155,4;26327,1;10941,0;11371,0;14278,0;16468,7;18342,2;22037,0;24691,3;28503,5;34244,7;3,0;3,6;0,2;58,0;8,4;35,7;8,6;4,5;2,0;1,4;1,0;-15,2
200022523;CA de la Brie Francilienne;21789;60741;38711,0;16293,9;22157,4;28865,0;12571,1;11781,3;14983,0;17528,8;19915,0;24527,3;27244,5;30780,4;36248,0;3,1;3,6;0,2;83,3;2,6;19,9;7,0;4,9;2,8;1,0;1,1;-17,7
200022812;CC Gâtine - Autize;3876;9240;6231,0;14678,0;19146,7;24322,2;9644,2;11158,7;13720,2;15629,0;17452,0;20713,7;23001,5;25799,0;30994,5;2,8;3,3;0,2;62,4;6,8;29,4;9,7;5,1;2,8;1,2;1,1;-13,4
200022846;CC du Barséquanais;5711;13154;8979,7;14728,3;19754,7;25541,3;10813,1;10992,9;13628,3;15996,7;17996,7;21584,8;24075,3;27894,0;36372,5;3,3;4,2;0,3;54,8;14,5;28,3;15,1;5,0;2,3;1,4;1,3;-17,7
200022986;CC du Grand Pic Saint-Loup;18082;46989;30977,3;18162,2;24467,5;33097,1;14935,0;13242,9;16741,5;19399,6;21860,0;27449,4;30947,5;35670,8;44333,8;3,3;4,2;0,3;67,7;8,6;28,4;12,2;3,0;1,7;0,7;0,6;-19,9
200022994;CC de Château-Renard;4627;10457;7203,0;15101,0;19925,3;25724,0;10623,0;11012,1;14028,0;15995,3;17987,5;22023,3;24315,0;27453,8;32938,7;3,0;3,7;0,3;58,7;7,5;34,4;10,6;4,4;2,3;1,1;1,0;-15,6
200023026;CC du Pays de Bitche;10031;23783;16230,6;15496,7;20253,8;26050,4;10553,8;11584,0;14339,7;16559,0;18537,0;22223,0;24614,8;27643,5;32779,3;2,8;3,4;0,2;68,3;3,9;28,6;8,5;4,1;1,9;1,3;0,9;-13,4
200023075;CC du Pays de Maîche;5803;13557;9174,8;18756,0;26124,0;34872,0;16116,0;14075,0;17412,0;20104,0;22852,9;29170,8;32887,8;37039,0;43913,3;3,1;3,7;0,3;87,1;3,7;18,7;6,4;2,5;1,3;0,6;0,5;-18,4
200023125;CC les Portes Briardes Entre Villes et Forêts;17107;46020;29871,7;18136,2;24694,0;32761,5;14625,3;12837,5;16622,9;19501,0;22086,0;27461,0;30796,3;35093,5;42477,3;3,3;4,0;0,3;78,5;4,3;24,3;9,6;3,3;1,9;0,7;0,7;-20,0
200023216;CC Aubrac-Laguiole;1415;3086;2165,5;14030,7;18488,0;24380,0;10349,3;10112,0;12921,0;14921,3;16772,2;20396,1;22980,7;26365,6;33451,7;3,3;4,1;0,3;42,5;16,1;30,7;22,7;3,7;1,8;1,1;0,8;-15,7
200023240;CC Pays de Nemours;10971;26678;17856,1;14600,7;19906,8;26267,7;11667,0;10695,6;13450,4;15685,3;17735,0;22153,3;24747,3;28024,8;33567,5;3,1;3,8;0,3;68,7;4,1;29,6;7,4;6,1;2,7;1,9;1,5;-15,9
200023257;CC Sologne Bourbonnais-Nivernais;952;2114;1466,2;14036,7;18608,3;23600,5;9563,8;10388,7;12891,0;15004,0;16723,3;20166,7;22741,7;25183,3;29356,0;2,8;3,4;0,2;57,7;5,3;34,7;9,4;5,8;2,3;2,1;1,3;-12,9
200023273;CC du Nord de l'Aube;960;2378;1568,9;14968,3;19103,8;25125,7;10157,4;11720,0;13977,6;15666,7;17256,7;20958,6;23256,1;27398,0;37261,3;3,2;3,8;0,3;55,8;19,0;24,2;13,5;5,7;3,3;1,2;1,3;-18,2
200023281;CA Mulhouse Alsace Agglomération (M2A);108955;256148;173254,3;13870,0;19953,5;27974,0;14104,0;9902,6;12645,6;15098,0;17497,5;22569,5;25857,3;30551,0;38944,7;3,9;4,9;0,3;67,8;3,9;27,7;11,1;6,4;2,5;2,0;1,9;-16,9
200023299;CC Coeur de Tarentaise;4266;9225;6451,5;15328,0;20451,5;26820,5;11492,5;10782,7;14115,0;16352,4;18424,8;22758,3;25299,4;28810,5;35328,7;3,3;4,1;0,3;65,1;9,7;24,2;14,7;4,0;1,9;1,0;1,2;-17,7
200023307;CA du Grand Villeneuvois;21668;48264;33471,3;13562,0;18235,0;23980,0;10418,0;10013,6;12558,2;14522,0;16398,5;20216,0;22528,8;25802,0;31640,7;3,2;3,9;0,3;53,0;5,9;36,9;12,3;6,8;2,5;2,3;1,9;-14,9
200023323;CC des Vallées du Cristal;4381;9950;6849,6;14663,3;19187,3;24447,1;9783,8;10950,7;13589,2;15541,0;17408,7;21022,0;23137,1;26014,0;30643,0;2,8;3,3;0,2;61,7;4,4;33,1;8,6;5,7;2,5;1,8;1,5;-13,5
200023331;CC Pontgibaud Sioule et Volcans;1864;4296;2934,1;15376,5;19584,0;24493,1;9116,6;12021,1;14490,0;16401,3;18072,9;21238,0;23223,3;25755,0;30672,7;2,6;2,9;0,2;65,2;6,6;27,8;8,7;4,6;2,3;1,3;1,0;-12,9
200023356;CA Grand Paris Seine Ouest (Gpso);139335;312466;214931,8;19597,8;29829,0;43569,3;23971,6;12912,7;17532,2;21586,0;25608,0;34556,0;40194,7;47834,0;61952,0;4,8;6,1;0,3;83,7;5,1;20,6;14,1;2,2;1,1;0,6;0,6;-25,7
200023372;CC de la Vallée de Chamonix-Mont-Blanc;6560;14162;9918,2;15585,0;21261,9;28926,7;13341,7;10750,6;14102,7;16758,0;19002,6;23741,7;26979,5;31273,0;40584,8;3,8;5,1;0,3;63,5;10,9;23,7;18,6;2,6;1,4;0,5;0,6;-19,3
200023414;Métropole Rouen Normandie;206687;459617;317101,3;14447,5;20000,4;26912,0;12464,5;10234,8;13155,0;15631,0;17818,7;22307,5;25142,7;29044,8;36092,0;3,5;4,3;0,3;67,2;4,9;29,2;8,5;6,7;2,4;2,3;2,0;-16,5
200023430;CA Est Ensemble;159082;421541;271240,3;11325,0;16551,0;24017,0;12692,0;7933,0;10261,1;12328,6;14352,0;19062,6;22110,0;26319,0;33156,7;4,2;5,0;0,3;78,5;3,1;19,0;6,6;9,1;3,4;3,0;2,7;-16,3
200023448;CA Terres de France;40678;124298;76475,4;12339,7;17420,8;23828,0;11488,3;8825,5;11305,2;13300,5;15333,8;19696,2;22239,0;25610,6;31063,0;3,5;4,1;0,3;76,6;2,3;21,1;5,7;9,1;4,3;2,6;2,3;-14,8
