CODGEO;LIBGEO;NBMEN18;NBPERS18;NBUC18;Q118;Q218;Q318;Q3_Q1;D118;D218;D318;D418;D618;D718;D818;D918;RD;S80S2018;GI18;PACT18;PTSA18;PCHO18;PBEN18;PPEN18;PPAT18;PPSOC18;PPFAM18;PPMINI18;PPLOGT18;PIMPOT18
200006971;CC du Perche;8335;17396;12375,0;15870;20700;26180;10310;11630;14610;16920;18850;22610;24740;27800;33180;2,9;3,5;0,245;59,7;51,2;2,8;5,7;40,2;10,1;5,8;2,2;2,2;1,4;-15,8
200007052;CC de la Marche Berrichonne;2708;5282;3889,2;14250;18520;23400;9140;10440;13100;15050;16680;20360;22220;24990;29590;2,8;3,5;0,242;50,1;40,0;2,3;7,8;47,6;10,2;5,1;1,6;2,5;1,0;-13,0
200007177;CC Pays de Nérondes;2114;4546;3195,3;15100;19790;24900;9800;11310;13820;16170;17880;21680;23650;26480;30850;2,7;3,3;0,232;58,9;50,5;2,9;5,5;38,5;8,9;7,0;2,4;3,2;1,4;-13,3
200010650;CA du Grand Dole;24509;53695;37374,8;16180;21270;27140;10960;12070;14940;17320;19340;23300;25690;28990;34960;2,9;3,5;0,247;68,2;61,0;2,6;4,6;34,3;7,7;6,1;2,3;2,4;1,4;-16,3
200010700;CA Caux Seine Agglo;31527;76488;51202,2;16270;21330;27290;11020;12440;15130;17350;19370;23450;25880;29120;34810;2,8;3,3;0,237;74,4;67,6;2,9;3,9;28,4;6,4;6,0;2,7;2,1;1,2;-15,2
200011773;CA Annemasse-les Voirons-Agglomération;36156;79816;54838,7;16320;26140;41560;25240;10680;14510;18120;21840;31300;37670;46520;61610;5,8;7,2;0,376;85,1;78,0;3,9;3,2;19,6;8,0;3,2;1,1;1,2;0,9;-15,9
200011781;CC Portes du Berry entre Loire et Val d'Aubois;4392;9517;6672,0;16130;20560;25350;9220;12210;15060;17240;18960;22400;24210;26710;31560;2,6;3,1;0,221;64,8;56,8;2,9;5,1;36,8;6,9;5,8;2,1;2,6;1,1;-14,3
200012060;CC Petite Montagne;2818;6092;4277,5;16380;20720;26100;9720;12500;15290;17310;19230;22690;25070;27730;32600;2,6;3,1;0,223;67,9;58,2;2,9;6,8;34,6;7,5;4,6;2,1;1,5;1,0;-14,6
200013050;CC Sauer-Pechelbronn;6914;16819;11359,7;18750;23580;29920;11170;14460;17510;19830;21650;25820;28240;31740;37480;2,6;3,2;0,228;76,1;69,6;2,2;4,3;30,1;7,6;2,8;1,6;0,8;0,4;-16,6
200015162;CC de l'Oriente;2187;4616;3282,7;12180;17840;25830;13650;8630;11120;13400;15610;20710;23940;27920;34880;4,0;5,2;0,321;62,1;48,5;2,6;11,0;35,7;10,8;7,6;1,6;4,3;1,7;-16,2
200016905;CC du Pays de Lamastre;2997;6286;4485,5;14310;18830;24000;9690;10860;13160;15280;17010;20450;22670;25620;30890;2,8;3,5;0,245;57,6;47,2;3,3;7,1;38,3;10,5;6,6;2,1;3,0;1,5;-13,0
200017341;CC Lodévois et Larzac;6804;14713;10302,7;13010;17930;24030;11020;9580;11970;13910;15930;20080;22390;25790;31350;3,3;4,0;0,268;60,2;49,2;4,1;6,9;35,5;9,3;9,3;2,7;4,2;2,4;-14,3
200017846;CA Étampois Sud-Essonne (CCESE);21498;53623;35463,4;16600;22280;28710;12110;12120;15180;17910;20140;24550;27190;30590;36640;3,0;3,7;0,252;79,3;72,6;2,8;3,9;25,0;8,4;5,4;2,7;1,7;1,0;-18,1
200018083;CC de Desvres-Samer;8821;22687;14893,0;15380;20200;25590;10210;11850;14400;16400;18290;22040;24250;27190;32450;2,7;3,2;0,231;74,2;65,4;2,8;6,0;25,6;8,2;6,6;3,0;2,3;1,3;-14,6
200018166;CC Le Grésivaudan;41834;104264;69370,5;20370;26550;34980;14610;15480;18990;21610;24040;29360;32750;37460;46430;3,0;3,8;0,270;80,6;73,2;2,3;5,1;24,7;11,9;2,9;1,6;0,8;0,5;-20,1
200018406;CC du Romorantinais et du Monestois;14850;32317;22631,7;15540;20540;26130;10590;11260;14280;16640;18660;22430;24810;27690;33160;2,9;3,6;0,245;62,1;55,3;3,0;3,8;38,7;8,4;6,0;2,1;2,5;1,4;-15,2
200018521;CC du Val de Bouzanne;2732;5825;4110,2;15400;20060;24830;9430;11730;14390;16460;18390;21670;23780;26280;30960;2,6;3,3;0,230;62,9;53,9;2,8;6,2;36,7;9,1;5,2;2,0;2,2;1,0;-13,9
200022986;CC du Grand Pic Saint-Loup;19466;49428;32810,2;19660;26150;35070;15400;14390;18170;20990;23510;29030;32760;37850;47410;3,3;4,3;0,291;77,3;65,0;2,7;9,6;28,6;12,7;3,0;1,4;1,0;0,6;-21,6
200023075;CC du Pays de Maîche;8026;18223;12475,7;19620;27070;36410;16790;14640;18260;21250;24130;30470;34290;39130;46830;3,2;3,8;0,260;89,1;81,1;3,5;4,5;20,7;6,3;2,8;1,2;1,0;0,6;-18,9
200023125;CC Les Portes Briardes entre Villes et Forêts;17346;45292;29711,6;19280;25880;33980;14710;13810;17700;20790;23400;28710;32050;36460;44770;3,2;4,1;0,275;83,4;76,7;2,6;4,1;24,8;9,7;3,4;1,8;1,0;0,6;-21,3
200023240;CC Pays de Nemours;12363;29319;19836,3;16010;21870;28470;12460;11670;14800;17320;19680;24260;26840;30620;37090;3,2;4,0;0,270;72,1;64,7;2,8;4,6;29,8;9,7;5,7;2,4;2,1;1,2;-17,3
200023299;CC Coeur de Tarentaise;4219;8979;6316,1;16480;22320;29150;12670;11860;14970;17530;20070;24670;27380;31140;39070;3,3;4,3;0,287;76,7;61,7;4,4;10,6;23,2;15,2;4,0;1,7;1,3;1,0;-19,1
200023307;CA du Grand Villeneuvois;21717;47225;33014,1;14370;19340;25270;10900;10840;13280;15430;17400;21410;23840;26900;32670;3,0;3,8;0,264;60,6;51,4;3,3;5,9;37,6;10,0;7,3;2,4;3,1;1,8;-15,5
200023372;CC de la Vallée de Chamonix-Mont-Blanc;6643;14023;9901,2;17190;23160;31920;14730;12350;15920;18430;20700;25930;29630;34870;45680;3,7;5,0;0,319;75,7;61,5;3,1;11,1;24,0;18,9;2,1;1,1;0,6;0,4;-20,7
200023414;Métropole Rouen Normandie;209128;453761;315702,8;15090;20990;28040;12950;10840;13780;16350;18720;23410;26280;30190;37410;3,5;4,3;0,285;73,1;65,3;3,0;4,8;29,8;7,5;7,2;2,4;2,9;1,9;-17,6
200023620;CC de la Gascogne Toulousaine;8670;22183;14508,1;19040;24900;31970;12930;14020;17750;20300;22680;27360;30370;34080;40950;2,9;3,6;0,254;85,3;78,6;2,3;4,4;19,4;9,7;4,1;2,1;1,2;0,8;-18,5
200023737;CA du Grand Cahors;19076;39569;28226,2;15780;21200;27580;11800;11620;14500;16930;19060;23370;26070;29560;35760;3,1;3,8;0,259;62,2;53,4;3,0;5,8;38,4;10,3;5,9;1,9;2,6;1,4;-16,8
200023778;CC du Pays de Saint-Gilles-Croix-de-Vie;25230;52443;37552,8;17500;22000;27750;10250;13640;16410;18510;20230;23950;26270;29560;35220;2,6;3,2;0,229;53,1;45,6;2,8;4,7;48,3;11,8;3,2;1,4;1,1;0,7;-16,4
200023794;CC de Blaye;8759;19675;13618,4;15260;20430;26720;11470;11520;14180;16320;18320;22560;25090;28710;35020;3,0;3,7;0,256;69,2;60,6;3,3;5,3;31,5;8,1;6,4;2,1;2,9;1,4;-15,2
200023919;CC Gâtinais Val de Loing;7677;18762;12569,4;16470;21680;27680;11210;12000;15130;17620;19730;23860;26150;29450;35080;2,9;3,6;0,248;73,6;65,2;3,0;5,4;28,9;8,8;5,3;2,5;1,8;1,0;-16,6
200026573;CC Haut-Jura Saint-Claude;8920;20007;13843,5;15790;21050;27630;11850;11710;14510;17060;19120;23370;25970;29650;35640;3,0;3,7;0,256;69,4;62,7;3,0;3,7;32,8;8,4;5,5;2,3;1,9;1,3;-16,1
200027027;CC Arc Sud Bretagne;12378;27656;19145,6;17080;21520;26990;9910;13280;15940;18020;19820;23340;25650;28700;33900;2,6;3,1;0,224;60,5;51,5;2,8;6,2;40,3;10,2;4,3;2,2;1,3;0,8;-15,3
200027076;CC Arnon Boischaut Cher;3678;7758;5501,5;16000;20830;25940;9950;12060;14840;17000;19120;22750;24680;27500;32470;2,7;3,2;0,223;62,4;54,9;2,7;4,8;38,5;8,1;5,3;1,9;2,2;1,2;-14,3
200027100;CC Méditerranée Porte des Maures;20101;42824;30353,3;16740;22310;29140;12400;12130;15310;17950;20180;24660;27380;31360;38550;3,2;4,6;0,310;57,0;47,5;3,0;6,5;39,6;19,3;3,7;1,3;1,6;0,8;-19,6
200027183;CU Perpignan Méditerranée Métropole;121242;255897;180672,2;13490;19020;25710;12220;9900;12410;14610;16820;21350;24070;27650;34140;3,4;4,4;0,292;61,8;50,8;3,7;7,3;35,7;10,5;8,9;2,4;4,1;2,4;-16,9
200027217;CC Sarlat-Périgord Noir;7790;15737;11396,3;15450;20580;26810;11350;11640;14280;16490;18640;22670;25280;28730;34980;3,0;3,7;0,257;59,9;50,0;3,6;6,3;39,1;12,2;5,2;1,5;2,4;1,3;-16,4
200027308;CC d'Auberive Vingeanne et Montsaugeonnais;3692;8223;5717,3;16860;21520;26830;9970;13060;15680;17810;19620;23270;25450;28460;34110;2,6;3,2;0,228;67,7;55,8;2,9;9,0;32,5;10,4;4,2;2,0;1,4;0,8;-14,8
200029734;CC des 4B Sud Charente;8679;19296;13428,2;15160;20060;25860;10700;11550;14200;16190;18080;22050;24430;27700;33830;2,9;3,7;0,258;65,9;52,5;2,7;10,7;32,1;10,7;5,9;2,0;2,5;1,4;-14,6
200029999;CC Rives de l'Ain - Pays du Cerdon;6015;14022;9504,3;17090;22120;27890;10800;13210;16070;18180;20150;24210;26590;29740;35610;2,7;3,2;0,229;76,0;68,0;3,0;5,0;26,6;8,4;4,8;2,4;1,4;1,0;-15,8
200030195;Métropole Nice Côte d'Azur;260571;543291;385357,0;15100;21460;29430;14340;10640;13710;16430;18950;24170;27410;31950;40370;3,8;4,9;0,312;72,6;62,3;3,2;7,1;29,8;12,1;5,6;1,7;2,5;1,4;-20,1
200030385;CA de Blois Agglopolys;46043;102823;70964,0;16060;21700;28290;12230;11470;14670;17350;19600;23970;26640;30290;36450;3,2;3,9;0,263;69,6;61,9;2,8;4,9;32,8;8,7;6,0;2,3;2,3;1,4;-17,1
200030435;CC d'Aire-sur-l'Adour;5739;12262;8680,8;16080;21030;27140;11060;12020;14990;17160;19170;23190;25610;28760;35830;3,0;3,8;0,264;61,2;49,7;2,4;9,1;37,4;12,1;5,2;1,7;2,3;1,2;-15,9
200030526;CC du Ried de Marckolsheim;7931;20234;13398,1;18340;23250;29180;10850;13860;17010;19480;21380;25360;27670;30880;36740;2,7;3,1;0,222;80,6;74,3;2,6;3,7;24,0;7,9;3,7;2,0;1,1;0,6;-16,2
200030633;CA du Caudrésis et du Catésis;25859;61787;41554,8;13500;18240;23690;10190;10190;12490;14480;16380;20230;22430;25240;30370;3,0;3,6;0,253;66,6;57,6;3,7;5,3;29,8;7,4;9,7;3,4;4,2;2,1;-13,5
200030658;CC du Trièves;4190;9464;6509,6;16840;22050;28300;11460;12620;15680;18060;20170;24380;26890;30210;36080;2,9;3,5;0,244;67,5;58,4;2,9;6,2;33,0;11,4;4,1;2,0;1,3;0,8;-16,0
200030674;CA Val de Garonne Agglomération;26584;57835;40534,0;14770;19560;25410;10640;11120;13700;15740;17680;21580;23900;27200;32790;2,9;3,7;0,258;63,2;54,1;3,1;6,0;35,0;10,5;6,5;2,2;2,7;1,6;-15,2
200032514;CC Berry-Loire-Vauvise;2617;5442;3870,9;15630;20060;25430;9800;11330;14540;16710;18350;22000;24050;26690;31640;2,8;3,4;0,236;58,9;50,6;2,7;5,6;39,8;9,7;5,8;2,1;2,5;1,2;-14,2
200033025;CA de Bar-le-Duc - Sud Meuse;15569;32416;23150,1;15860;21210;27210;11360;11770;14660;17050;19170;23320;25770;29090;35050;3,0;3,6;0,254;65,3;58,1;2,4;4,8;37,1;8,3;5,8;1,8;2,6;1,4;-16,5
200033090;CC Plaines et Monts de France;8615;24329;15469,8;21290;26340;32950;11650;16390;19980;22410;24420;28490;31260;35080;41680;2,5;3,2;0,229;90,4;83,7;2,6;4,1;17,9;8,0;3,0;2,0;0,7;0,3;-19,3
200033116;CC Cluses-Arve et Montagnes;18317;44616;29778,3;17240;23000;30640;13400;12630;15920;18550;20760;25620;28750;33060;41080;3,3;4,1;0,277;81,3;74,7;3,3;3,3;21,9;10,2;4,0;2,1;1,1;0,8;-17,4
200033173;CC de la Haute Vallée de Chevreuse;9724;24599;16364,8;24740;33180;43740;18990;18040;22750;26540;29920;36760;41150;47310;59210;3,3;4,1;0,281;83,7;77,6;2,1;4,0;28,2;13,6;1,6;0,9;0,4;0,3;-27,1
200033181;CA Chartres Métropole;58773;134376;91917,7;17240;22860;29500;12270;12510;15790;18490;20720;25110;27830;31530;38260;3,1;3,8;0,258;75,6;67,7;2,8;5,1;29,1;8,3;5,0;2,2;1,7;1,1;-18,0
200033207;CC Vierzon-Sologne-Berry;15355;32028;22736,7;13920;18820;24090;10170;10120;12720;14950;16970;20720;22770;25520;30670;3,0;3,6;0,250;58,2;51,4;3,3;3,5;39,3;7,5;9,1;2,6;4,3;2,2;-14,1
200033298;CC des Coëvrons;11347;26146;17859,9;16010;20200;24780;8770;12300;14980;16930;18720;21730;23640;26250;30710;2,5;3,0;0,217;67,4;59,0;2,4;6,0;32,2;8,7;5,5;2,8;1,6;1,1;-13,8
200033579;CU d'Arras;46835;104052;71977,6;15580;21510;28600;13030;11340;14260;16810;19220;23960;26790;30780;37740;3,3;4,1;0,280;74,9;66,2;2,7;6,0;29,0;7,7;6,4;2,3;2,6;1,5;-18,0
200033827;CC de Fium'orbu Castellu;4805;10497;7323,5;13780;19300;25690;11910;10120;12840;14900;17190;21470;24090;27760;34390;3,4;4,5;0,299;63,2;51,5;3,1;8,6;34,3;12,1;6,6;2,1;3,0;1,5;-16,2
200033868;CC des Ballons des Hautes-Vosges;6765;14393;10198,9;15290;19470;24600;9310;11860;14280;16160;17890;21160;23210;25910;30750;2,6;3,1;0,225;62,6;55,0;3,3;4,3;37,7;7,8;5,5;2,0;2,2;1,3;-13,6
200034023;CC Tarn-Agout;11908;28542;19182,7;17170;22790;29410;12240;12930;15870;18390;20580;25120;27820;31230;37520;2,9;3,6;0,249;76,0;68,2;2,9;4,9;26,3;9,9;4,7;2,1;1,6;1,0;-16,9
200034031;CC des Monts d'Alban et du Villefranchois;2747;6131;4269,4;14550;19250;24980;10430;10960;13370;15480;17440;21420;23530;26290;31640;2,9;3,6;0,251;62,1;48,7;2,9;10,5;33,9;12,8;5,2;2,0;2,1;1,1;-14,0
200034049;CC Centre Tarn;4701;10865;7437,0;15230;20050;25250;10030;11630;14170;16340;18290;21770;24040;26860;31850;2,7;3,6;0,252;66,3;56,7;2,9;6,7;30,6;12,1;5,7;2,3;2,2;1,2;-14,7
200034056;CC du Lautrécois et du Pays d'Agout;5765;14035;9454,5;16120;20830;26340;10210;12370;15050;17110;18980;22690;25080;28110;33410;2,7;3,3;0,233;70,0;59,5;3,2;7,3;29,7;10,3;4,8;2,2;1,7;0,9;-14,8
200034064;CC du Cordais et du Causse (4 C);2116;4308;3109,0;13130;18280;24800;11670;9240;11980;14140;16200;20750;23120;26990;33080;3,6;4,5;0,292;48,4;36,1;3,6;8,7;47,0;13,2;5,8;1,7;2,8;1,3;-14,4
200034098;CC des Montagnes du Giffre;5272;12115;8302,1;19490;25310;33300;13810;14590;18110;20640;23000;27880;30900;35920;45070;3,1;3,9;0,270;78,6;67,3;3,2;8,1;24,0;13,9;2,2;1,3;0,5;0,4;-18,7
200034130;CC Gally Mauldre;8439;23160;15001,4;25600;35350;49530;23920;18280;23480;27600;31670;39670;45730;54290;70950;3,9;5,2;0,328;87,8;79,5;2,4;5,9;24,8;15,5;1,3;0,8;0,3;0,2;-29,4
200034197;CC de Montaigne Montravel et Gurson;4985;11204;7777,3;14590;19380;24840;10250;10880;13560;15600;17490;21260;23530;26630;32260;3,0;3,7;0,256;61,5;51,3;3,2;7,0;37,6;9,2;6,0;2,3;2,5;1,2;-14,3
200034205;CC de la Costa Verde;3837;7737;5586,4;13440;19070;25730;12290;9760;12360;14480;16870;21300;23860;27610;33220;3,4;4,4;0,288;59,0;47,4;2,9;8,7;39,0;9,9;7,7;1,6;4,3;1,8;-15,6
200034270;CC du Pays de Barr;10201;24364;16505,9;18250;23850;30670;12420;13590;16980;19470;21660;26220;29020;32730;39800;2,9;3,6;0,251;78,4;68,7;2,7;7,0;25,6;10,7;3,3;1,7;1,0;0,6;-18,0
200034379;CC Pays d'Uzès;12760;27773;19521,1;15000;20640;27610;12610;10830;13770;16140;18440;23050;25800;29750;37540;3,5;4,3;0,287;58,3;48,6;3,2;6,5;40,5;12,9;5,4;1,7;2,4;1,3;-17,1
200034411;CC du Piémont Cévenol;9246;20785;14380,1;14270;19730;25650;11380;10340;13190;15400;17580;21890;24040;27520;33290;3,2;3,9;0,263;63,7;52,8;3,9;7,0;34,6;9,9;6,6;2,2;2,8;1,6;-14,8
200034601;CC Causses Aigoual Cévennes;2513;4815;3550,3;12820;17650;23370;10550;8600;11530;13810;15640;19700;22040;25100;30350;3,5;4,2;0,269;49,9;37,6;4,3;8,0;45,2;10,6;7,7;1,8;3,9;2,0;-13,4
200034635;CC du Kochersberg;10407;26268;17498,3;21470;27360;35920;14450;16480;20110;22750;25020;29970;33610;38290;47810;2,9;3,7;0,264;81,7;73,4;1,9;6,4;25,7;11,7;2,0;1,2;0,5;0,3;-21,1
200034692;CA du Gard Rhodanien;31580;72222;49543,6;15290;21000;27660;12370;11040;14040;16520;18830;23340;26030;29630;35870;3,2;3,8;0,259;70,2;61,3;3,1;5,8;31,2;8,6;6,3;2,3;2,5;1,5;-16,3
200034700;CA Durance-Lubéron-Verdon Agglomération;27503;59743;41751,2;15320;21200;28370;13050;11280;14130;16560;18830;23730;26650;30450;37570;3,3;4,5;0,299;61,9;52,7;3,1;6,1;32,8;17,4;5,4;1,9;2,2;1,3;-17,5
200034718;CC de Vitry, Champagne et Der;10657;22999;16125,5;14700;19640;25440;10740;11210;13650;15720;17620;21680;24000;27160;33390;3,0;3,7;0,260;64,8;55,0;3,0;6,8;33,3;9,5;7,2;2,4;3,0;1,8;-14,8
200034726;CC Bastides de Lomagne;4726;10583;7335,8;16130;21410;27810;11680;12070;14790;17180;19310;23610;26290;30030;37110;3,1;3,6;0,253;69,7;59,5;2,7;7,5;30,2;10,7;4,8;1,9;1,9;1,0;-15,4
200034825;CA du Grand Guéret;13378;27071;19462,2;15880;21080;26720;10850;11550;14630;17050;19140;23000;25280;28450;33560;2,9;3,5;0,244;64,1;56,9;2,5;4,7;37,7;8,1;6,2;1,9;2,8;1,5;-16,1
200034833;CC des Bastides Dordogne-Périgord;8268;17117;12308,3;15040;20070;26220;11180;11410;14010;16110;18200;22150;24770;28010;33680;3,0;3,8;0,262;53,6;43,2;3,1;7,3;45,1;11,4;4,8;1,6;2,1;1,1;-14,9
200034874;CC Côtes de Meuse Woëvre;2499;5977;4029,3;15990;21010;26700;10710;12020;14830;17060;19080;23080;25230;28220;33480;2,8;3,3;0,232;69,5;58,4;2,6;8,5;30,1;9,9;4,8;2,5;1,4;0,9;-14,3
200034882;CC Pays du Mont-Blanc;20685;45294;31617,5;18390;23940;31190;12800;13730;17050;19560;21760;26370;29430;33550;41810;3,0;3,9;0,274;76,3;66,2;2,7;7,4;25,8;14,6;2,8;1,4;0,8;0,6;-19,5
200034957;CC du Frontonnais;10417;26889;17576,1;18550;23990;30760;12210;13920;17300;19790;21930;26360;29140;32720;39260;2,8;3,5;0,245;84,9;77,2;2,9;4,8;19,6;9,6;4,0;2,1;1,2;0,7;-18,1
200035087;CA Terre de Provence;25237;60156;40653,0;15630;21130;27840;12210;11490;14340;16790;18970;23420;26140;30000;36890;3,2;4,2;0,284;74,7;63,3;3,6;7,8;25,7;12,0;5,2;2,1;1,9;1,2;-17,6
200035103;CC de la Vallée de la Haute-Sarthe;3251;7357;5068,2;15870;20500;25590;9720;11660;14660;16790;18730;22340;24400;27250;32940;2,8;3,5;0,244;66,1;55,8;2,7;7,6;33,9;9,1;5,3;2,4;1,8;1,1;-14,4
200035111;CC des Sources de l'Orne;4869;10903;7526,8;15460;20090;24910;9450;11720;14240;16510;18290;21850;23700;26380;31600;2,7;3,2;0,224;65,9;57,6;2,4;5,9;32,7;8,7;6,3;2,6;2,4;1,3;-13,6
200035129;CC de Cèze Cévennes;8812;17864;12896,8;12940;17920;23720;10780;9690;11960;14090;15950;19950;22210;25370;30600;3,2;3,9;0,269;51,0;40,0;4,0;7,0;45,2;9,7;8,3;2,1;4,1;2,1;-14,2
200035137;CC Marche Occitane - Val d'Anglin;3225;6345;4656,1;14410;18710;24110;9700;10790;13380;15420;17040;20590;22630;25600;31300;2,9;3,6;0,252;49,8;38,5;2,9;8,4;47,5;10,5;5,3;1,5;2,7;1,1;-13,1
200035202;CC Charlieu-Belmont;9965;22595;15548,6;16720;20980;26270;9550;13160;15720;17570;19350;22730;24830;27770;33370;2,5;3,2;0,236;66,0;59,0;2,4;4,6;32,8;12,0;4,6;2,2;1,4;1,0;-15,4
200035319;CA Var Estérel Méditerranée (Cavem);56462;117313;83800,3;15930;22000;29780;13850;11350;14570;17260;19620;24620;27780;32240;40500;3,6;4,6;0,299;57,9;48,0;3,2;6,7;43,5;14,9;4,0;1,4;1,7;0,9;-20,3
200035327;CC Cazals-Salviac;2407;4924;3558,7;14190;19210;25320;11130;10250;13020;15350;17320;21160;23780;26970;33630;3,3;4,0;0,263;47,7;38,6;2,8;6,3;50,3;11,2;5,1;1,7;2,2;1,2;-14,3
200035442;CC du Sud-Artois;10597;25928;17315,6;15530;20120;25660;10130;11980;14470;16520;18360;22100;24360;27480;32700;2,7;3,4;0,244;73,0;62,4;2,8;7,8;27,0;8,8;6,0;2,8;2,1;1,1;-14,8
200035459;CA d'Agen;42836;92485;64687,7;15550;20990;27470;11920;11470;14300;16750;18910;23250;25850;29330;35730;3,1;3,9;0,265;70,2;62,0;3,0;5,2;31,1;9,2;6,4;2,2;2,6;1,6;-16,9
200035533;CC du Grand Saint-Émilionnais;5957;13863;9507,3;16450;21550;28410;11960;12400;15250;17540;19470;23890;26520;30710;39960;3,2;4,4;0,302;71,9;55,4;2,7;13,8;26,7;15,7;3,8;1,6;1,4;0,8;-18,1
200035541;CC des Landes d'Armagnac;4705;10211;7190,5;15680;20290;25270;9580;12020;14550;16660;18570;21930;24140;26880;32330;2,7;3,3;0,231;59,9;49,3;2,9;7,7;39,9;9,5;4,9;1,8;2,0;1,1;-14,2
200035632;CC Armagnac Adour;3035;6251;4499,0;14880;19630;25200;10330;11110;13870;15840;17680;21710;24040;26950;33350;3,0;3,6;0,247;57,0;44,5;2,4;10,1;40,0;11,0;5,9;1,7;2,9;1,3;-13,9
200035665;CA Seine Eure;28521;69471;46304,0;15890;21580;27820;11930;11530;14520;17140;19390;23820;26340;29810;35550;3,1;3,7;0,254;75,6;69,2;3,2;3,2;26,8;6,7;7,0;2,8;2,6;1,6;-16,1
200035707;CC Piège Lauragais Malepère;6467;14762;10153,7;14730;19700;25220;10490;10680;13470;15750;17730;21680;23820;26950;32280;3,0;3,6;0,251;63,5;53,2;3,3;7,0;33,5;10,6;7,2;2,6;2,9;1,7;-14,8
200035715;CA Carcassonne Agglo;48971;107093;74644,1;13900;19270;25490;11590;10140;12760;14980;17160;21450;23960;27290;33360;3,3;4,0;0,272;63,3;53,7;3,4;6,2;34,9;8,9;8,6;2,5;3,9;2,2;-15,7
200035723;CC Ventoux Sud;3630;8208;5667,1;14330;19610;25920;11600;10230;13260;15380;17540;21750;24290;28160;34050;3,3;4,0;0,267;64,8;50,2;4,1;10,5;33,2;12,0;5,7;2,3;2,1;1,3;-15,7
200035731;CA Roannais Agglomération;46067;98076;69053,0;15630;20570;26220;10590;11610;14430;16710;18670;22470;24750;27970;33960;2,9;3,7;0,260;63,7;56,7;2,7;4,3;35,5;10,8;6,0;2,2;2,3;1,5;-16,0
