CODGEO;LIBGEO;NBMEN17;NBPERS17;NBUC17;Q117;Q217;Q317;Q3_Q1;D117;D217;D317;D417;D617;D717;D817;D917;RD;S80S2017;GI17;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041689;CC Vals de Saintonge;23540;51033;35880,7;14380;18790;24220;9840;10850;13380;15330;17060;20610;22890;25850;31320;2,9;3,490;0,246;59,3;47,2;3,2;8,9;38,1;10,0;6,2;2,2;2,6;1,5;-13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041721;CC de la Haute Comté;7685;17292;11992,2;14280;18700;23310;9030;10770;13290;15190;16940;20360;22250;24750;29260;2,7;3,258;0,231;61,0;53,3;3,1;4,6;37,6;7,1;6,3;2,5;2,4;1,4;-12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041762;CA Rochefort Océan;29336;62679;44163,6;15240;20210;25930;10690;11420;14120;16280;18300;22210;24530;27730;33320;2,9;3,443;0,241;62,1;53,3;3,5;5,3;37,4;8,6;6,3;2,1;2,6;1,6;-14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041788;CA du Pays Nord Martinique;40210;91467;63177,1;11160;16000;23150;11990;8300;10290;12080;13960;18360;21320;25450;32980;4,0;4,987;0,317;67,6;57,8;4,2;5,5;25,1;4,8;14,3;3,2;8,8;2,3;-11,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041853;CC du Pays de Montbozon et du Chanois;2662;6482;4331,1;16530;20830;25920;9390;12790;15620;17450;19200;22730;24770;27310;31910;2,5;2,927;0,211;74,1;65,8;2,6;5,6;28,1;6,7;4,6;2,8;1,1;0,8;-13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041861;CC du Triangle Vert;4525;10947;7349,8;15980;20600;25430;9450;12430;14900;17000;18840;22190;24340;26990;31980;2,6;3,098;0,222;72,5;64,3;2,9;5,3;28,8;7,1;4,8;2,6;1,4;0,9;-13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041879;CC Terres de Saône;5599;12861;8807,6;15990;20480;25180;9190;12330;15030;16970;18670;22220;24140;26530;30860;2,5;2,955;0,212;69,2;61,7;2,7;4,8;32,5;6,2;5,1;2,4;1,7;1,0;-13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041887;CC du Val Marnaysien;5795;14366;9533,0;17450;21810;27120;9670;13650;16440;18470;20090;23660;25760;28730;34570;2,5;3,082;0,224;76,0;68,5;2,6;4,9;26,2;8,8;4,0;2,4;0,9;0,6;-15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041960;CC Pévèle-Carembault;37542;96746;63717,9;18400;24320;31770;13380;13690;17070;19660;22010;26870;29940;34160;41850;3,1;3,715;0,259;80,7;72,4;2,4;5,9;24,4;9,1;3,5;1,9;1,1;0,6;-17,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200041994;CC Haut Val de Sèvre;12489;29690;20055,2;16330;20890;26160;9820;12560;15240;17370;19170;22690;24860;27830;33290;2,7;3,105;0,222;72,3;65,4;2,6;4,2;30,0;7,0;5,2;2,4;1,6;1,1;-14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042000;CC Bruyères-Vallons des Vosges;6387;14803;10113,1;14630;19400;24680;10050;11230;13690;15760;17600;21170;23370;26180;31090;2,8;3,352;0,238;67,3;59,1;3,3;4,9;32,2;7,3;6,3;2,7;2,2;1,4;-13,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042174;CA Lorient Agglomération;94405;201165;141762,0;15790;20840;26890;11100;11760;14610;16880;18890;22940;25400;28780;34950;3,0;3,617;0,252;64,6;55,8;3,5;5,4;36,5;8,8;5,7;2,0;2,2;1,5;-15,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042182;CC du Mont des Avaloirs;7240;15844;11093,2;14690;18870;23470;8780;11260;13750;15610;17320;20450;22270;24870;29490;2,6;3,207;0,228;60,7;50,9;2,7;7,1;36,7;10,1;5,1;2,4;1,6;1,1;-12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042190;CA de la Porte du Hainaut;62126;154481;102298,5;13040;17700;23580;10540;9960;12110;13940;15770;19790;22180;25210;30310;3,0;3,616;0,255;68,7;61,1;3,8;3,9;27,3;6,2;10,5;3,7;4,2;2,6;-12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042372;CC des Coteaux Arrats Gimone;4440;10151;6969,3;16060;20950;26670;10610;11970;14770;17100;19040;22980;25320;28510;34550;2,9;3,486;0,242;69,1;59,0;2,8;7,3;29,9;10,4;4,6;2,0;1,7;0,9;-14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042414;CC Bresse Revermont 71;4329;9492;6628,6;15150;19820;25100;9950;11510;14100;16100;17980;21660;23780;26560;31330;2,7;3,269;0,231;63,7;54,9;2,5;6,3;37,1;7,3;4,8;2,2;1,7;1,0;-12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042463;CC de la Montagne Noire;2500;5360;3770,1;12880;17690;22940;10060;9490;12020;14040;15990;19640;21880;24710;29530;3,1;3,690;0,251;56,9;47,4;4,3;5,2;39,1;8,5;7,7;2,4;3,4;1,8;-12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042497;CC Dombes Saône Vallée;14598;38749;25194,2;19300;24780;31950;12650;14800;17980;20460;22580;27220;30100;34160;41320;2,8;3,389;0,242;81,0;73,3;3,0;4,8;22,7;10,5;3,2;2,0;0,7;0,6;-17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042604;CC de Granville, Terre et Mer;21616;44650;31998,3;16220;21150;28040;11820;12510;15130;17290;19220;23410;26240;30210;37340;3,0;3,829;0,272;56,8;46,4;2,5;7,9;42,4;12,7;4,2;1,6;1,5;1,1;-16,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042620;CC de la Région de Suippes;2762;6957;4560,1;15460;20160;25540;10080;12110;14410;16500;18360;21940;23960;27590;33390;2,8;3,359;0,241;72,5;59,4;2,4;10,8;23,2;13,0;5,6;3,3;1,2;1,1;-14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042646;CC Grand Orb CC en Languedoc;9346;18573;13502,7;13460;18350;24040;10580;9950;12530;14460;16440;20300;22560;25520;30510;3,1;3,759;0,258;52,2;42,6;3,5;6,1;43,2;10,1;7,9;2,0;3,8;2,1;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042653;CC Sud-Hérault;7758;17078;11941,4;13950;18840;24610;10660;10270;12880;14960;16880;20910;23200;26160;31350;3,1;3,734;0,257;60,2;48,0;3,7;8,4;38,0;9,4;5,8;2,1;2,2;1,4;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042703;CC de l'Argonne Champenoise;5394;11836;8242,1;14740;19580;24670;9940;10930;13630;15820;17790;21290;23490;26390;31560;2,9;3,484;0,241;62,6;53,4;2,7;6,5;34,5;11,3;5,7;2,3;2,0;1,3;-14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042729;CC de la Baie du Cotentin;10136;22171;15505,7;14830;19190;24210;9390;11540;13940;15750;17530;21020;23040;25830;30690;2,7;3,220;0,232;63,6;53,8;2,9;6,9;35,6;7,4;6,2;2,4;2,4;1,5;-12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042901;CC Drôme Sud Provence;17483;41967;28219,3;15180;20800;27330;12150;11310;14000;16360;18630;23110;25750;29410;35780;3,2;3,732;0,257;71,7;63,3;3,5;5,0;29,2;9,0;5,6;2,6;1,7;1,4;-15,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042935;CA Haut - Bugey Agglomération;23291;57071;38084,5;14580;19720;25870;11280;10940;13450;15680;17730;21800;24290;27770;33950;3,1;3,954;0,273;73,0;66,3;3,6;3,1;26,9;8,9;6,2;2,9;1,8;1,5;-15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042943;CC du Cap Corse;2912;5702;4190,0;14050;19540;27300;13260;9860;12750;15240;17300;22070;25380;29560;36670;3,7;4,904;0,311;59,5;45,3;3,2;11,0;40,7;11,6;4,4;1,1;2,4;1,0;-16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200042992;CC Perthois-Bocage et Der;2401;5608;3831,2;16150;20820;25970;9820;12540;15080;17380;19220;22490;24770;27740;33240;2,6;3,140;0,224;66,2;57,9;2,8;5,5;33,4;10,4;3,9;2,2;1,1;0,6;-13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043016;CC Val de Charente;6309;13336;9481,1;13830;18370;23540;9710;10060;12880;14710;16580;20120;22300;25060;30580;3,0;3,658;0,251;55,9;45,9;3,0;7,1;41,2;9,3;6,5;2,1;2,9;1,6;-12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043065;CC du Val d'Amboise;12334;27916;19212,2;16370;21200;27150;10780;12440;15270;17430;19280;23380;25740;29170;35670;2,9;3,521;0,249;68,2;60,7;3,1;4,4;33,7;9,5;4,6;2,1;1,5;1,0;-16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043081;CC Chinon, Vienne et Loire;10616;23109;16202,4;15800;20890;27160;11360;11870;14670;16870;18910;23000;25580;29180;35430;3,0;3,545;0,247;66,0;57,2;2,9;5,9;36,1;7,9;5,2;1,8;2,1;1,3;-15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043123;CC Auray Quiberon Terre Atlantique;40408;88946;61985,0;16650;21460;27740;11100;12750;15540;17630;19540;23530;26120;29760;36500;2,9;3,494;0,248;61,3;51,5;3,4;6,4;38,7;11,6;4,1;1,8;1,4;0,9;-15,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043156;CC du Pays Rethélois;12429;29606;19920,1;15010;20150;25670;10650;11310;13990;16000;18150;22160;24370;27280;33270;2,9;3,545;0,248;71,6;62,2;2,9;6,6;27,0;9,8;6,2;2,8;2,0;1,4;-14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043172;CA du Bassin de Brive;49400;105798;74476,6;15670;20670;26680;11010;11920;14570;16740;18730;22750;25180;28660;34880;2,9;3,615;0,254;66,2;57,6;2,8;5,8;34,7;9,8;5,0;1,9;1,8;1,3;-15,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043263;CC Coeur de l'Avesnois;12257;28482;19378,6;13670;18740;24440;10770;10230;12630;14700;16680;20810;23070;26060;31650;3,1;3,793;0,262;66,4;55,3;3,1;8,0;29,7;9,0;8,4;2,9;3,5;2,0;-13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043321;CC du Pays de Mormal;19240;47398;31670,5;15130;20750;27320;12190;11220;14040;16290;18610;23070;25630;29320;35420;3,2;3,835;0,265;72,8;63,5;2,8;6,5;27,6;9,0;5,8;2,3;2,2;1,2;-15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043354;CC de Villedieu Intercom;6897;15332;10624,2;15010;19210;23910;8900;11600;14090;15890;17590;20910;22830;25270;29650;2,6;3,151;0,225;63,2;52,9;2,7;7,7;33,9;9,1;6,0;2,5;2,2;1,4;-12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043396;CA Maubeuge Val de Sambre;50596;121178;81289,7;12320;16860;22630;10310;9370;11400;13180;14930;18910;21260;24290;29290;3,1;3,733;0,262;62,5;54,4;3,9;4,2;30,8;6,9;12,3;3,7;5,4;3,2;-12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043404;CC du Sud Avesnois;10353;23894;16239,5;12030;16450;21960;9930;9170;10970;12860;14590;18380;20680;23500;28460;3,1;3,732;0,260;59,6;51,5;3,7;4,4;32,5;6,8;13,0;3,7;5,9;3,4;-11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043438;CC de la Moivre à la Coole;3729;9625;6341,2;18990;23550;29420;10430;14720;17960;19940;21940;25430;27860;31460;38170;2,6;3,052;0,221;76,3;64,3;2,0;10,0;26,2;11,8;2,7;1,8;0,5;0,4;-17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043495;CA du Pays de Laon;18232;40372;27899,0;13330;18840;25160;11830;9800;12320;14430;16690;21090;23610;27060;33450;3,4;4,122;0,278;66,9;58,8;3,3;4,7;31,5;7,7;9,0;2,9;3,6;2,5;-15,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043602;CC des Albères, de la Côte Vermeille et de l'Illibéris;26493;55160;39382,3;14480;19720;25990;11510;10730;13330;15510;17660;21890;24410;27890;34110;3,2;3,892;0,266;52,4;42,5;3,8;6,1;45,4;12,0;5,5;1,8;2,3;1,5;-15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043628;CC des Vallées du Clain;10481;25584;17113,1;17390;21780;26970;9590;13670;16400;18320;20100;23620;25630;28680;34090;2,5;2,927;0,213;75,2;68,2;2,4;4,6;28,5;7,4;4,2;2,2;1,1;0,8;-15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043693;CC Terre Lorraine du Longuyonnais;6267;14627;9962,4;15470;21350;28870;13400;11410;14250;16650;19030;23900;27020;30820;37590;3,3;3,949;0,264;45,2;38,5;2,7;3,9;25,0;36,2;3,6;1,2;1,5;0,9;-10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043776;CC Pyrénées Audoises;6701;12904;9545,7;12370;16990;22340;9970;8790;11330;13290;15160;18900;21070;23860;28560;3,3;3,963;0,262;45,6;35,7;3,5;6,3;48,8;9,3;8,2;1,7;4,3;2,2;-11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043974;CC du Sud Gironde;16579;38500;26245,5;15270;20010;25820;10550;11500;14180;16340;18190;21950;24350;27450;33050;2,9;3,460;0,244;69,5;60,3;3,8;5,5;30,1;8,2;6,3;2,4;2,4;1,5;-14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043982;CC du Bazadais;6959;15421;10764,4;14740;19360;24730;9990;11450;13850;15730;17560;21160;23490;26350;31730;2,8;3,458;0,245;62,2;53,1;3,6;5,5;36,0;9,3;5,9;2,0;2,4;1,4;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200043990;CC Vallons de Haute-Bretagne Communauté;17161;43457;28486,8;16950;21190;26160;9210;13350;15970;17870;19510;22890;24900;27630;32280;2,4;2,851;0,206;79,0;71,6;2,9;4,5;23,0;7,1;5,1;3,0;1,2;0,9;-14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200044014;CC Creuse Grand Sud;5679;11101;8117,3;13680;18090;23470;9780;9910;12630;14540;16360;20080;22070;25260;31070;3,1;3,663;0,252;54,8;43,2;3,0;8,5;42,0;9,3;6,9;1,9;3,3;1,7;-13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200044030;CC des Sept Vallées;12220;28885;19588,0;13950;18520;23730;9780;10640;12950;14830;16620;20390;22500;25340;30210;2,8;3,476;0,246;63,0;53,7;3,3;6,0;33,8;9,0;7,3;2,9;2,7;1,7;-13,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200044048;CC Osartis Marquion;16902;42780;28297,1;16150;21100;26550;10400;12510;15060;17230;19160;22970;25220;28290;33890;2,7;3,225;0,231;75,8;67,1;2,9;5,7;26,9;6,9;5,0;2,5;1,5;0,9;-14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200044253;CC du Bassin de Joinville en Champagne;5499;12256;8512,5;13780;18320;23280;9500;10330;12860;14690;16470;20110;22150;24600;29590;2,9;3,389;0,239;59,4;51,2;3,5;4,6;36,8;8,4;7,5;2,7;3,1;1,7;-12,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200044394;CC du Réolais en Sud Gironde;9963;22935;15717,3;13940;18620;24110;10170;10470;12900;14940;16830;20500;22640;25760;31060;3,0;3,632;0,253;64,2;53,7;3,7;6,8;32,4;9,3;7,4;2,5;3,1;1,8;-13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200044469;CC du Pays de Mirepoix;4648;10044;7066,3;13990;18790;24510;10520;10280;12960;15020;16850;20730;23220;26240;31590;3,1;3,740;0,257;57,7;46,5;3,9;7,4;38,7;10,3;6,7;2,1;2,9;1,7;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200044618;CA du Douaisis (C.A.D.);61335;146749;98737,1;13800;18660;24680;10880;10450;12800;14750;16710;20760;23190;26420;32050;3,1;3,655;0,257;68,7;61,0;3,6;4,1;29,7;5,9;9,5;3,2;3,8;2,5;-13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200046977;Métropole de LYON;577362;1301668;890871,6;15260;21930;30590;15340;10910;13890;16610;19260;24830;28370;33340;42320;3,9;4,888;0,312;78,5;70,4;3,3;4,8;24,2;10,7;5,8;2,3;2,0;1,6;-19,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200048551;CC du Pays de Craon;11511;28114;18759,7;15440;19260;23450;8010;12090;14530;16340;17890;20730;22430;24770;28780;2,4;2,883;0,207;68,0;58,4;2,5;7,1;29,5;9,1;5,9;3,4;1,4;1,1;-12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200049187;CA du Grand Verdun;12327;25779;18268,9;14580;19620;25630;11050;10800;13470;15620;17650;21740;24120;27560;34100;3,2;3,858;0,267;64,6;55,7;2,6;6,4;33,7;9,2;7,4;2,2;3,2;2,0;-14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200049211;CC Conflent-Canigó;9656;19749;14175,7;13130;18120;23950;10820;9690;12110;14120;16100;20210;22600;25660;31050;3,2;3,866;0,262;51,4;40,9;4,0;6,5;44,6;9,3;7,8;2,2;3,6;2,1;-13,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200049484;CC Berry Grand Sud;5419;10944;7932,5;13630;18350;23510;9890;9680;12460;14570;16350;20090;22130;25140;30450;3,1;3,786;0,254;51,0;40,3;2,8;7,9;45,9;9,5;5,8;1,8;2,9;1,2;-12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200054781;Métropole du Grand Paris;2945825;6827823;4632417,5;14820;22880;34770;19950;10120;13350;16330;19490;26810;31690;38550;51410;5,1;6,912;0,381;87,1;77,9;3,2;6,0;20,1;12,1;4,5;1,7;1,6;1,2;-23,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200054807;Métropole d'Aix-Marseille-Provence;793261;1822017;1244630,7;14500;20910;28760;14270;10210;13140;15820;18390;23630;26800;31140;38890;3,8;4,707;0,300;73,7;64,0;3,8;6,0;27,9;10,1;6,6;2,2;2,6;1,8;-18,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200055481;CC Beauce Val de Loire;8298;19760;13336,9;16320;20860;26460;10140;12220;15220;17380;19140;22840;25040;28140;33580;2,7;3,243;0,229;69,7;62,1;3,0;4,6;30,9;9,1;4,9;2,5;1,5;1,0;-14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200055655;CA Roissy Pays de France;121183;363611;225560,7;13270;18660;25390;12120;9660;12140;14320;16430;21100;23820;27190;32560;3,4;3,968;0,266;81,1;74,8;3,9;2,4;19,9;5,0;8,8;4,1;2,6;2,0;-14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200055887;CC Mayenne Communauté;15450;35977;24460,5;16410;20660;25360;8940;12580;15380;17330;19090;22280;24170;26740;31840;2,5;3,108;0,221;69,8;61,9;2,6;5,4;30,3;9,1;5,0;2,6;1,4;1,1;-14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200056232;CA Communauté Paris-Saclay;121897;304054;201215,7;18330;25920;35290;16960;12790;16660;19910;22910;29190;33030;37970;46600;3,6;4,407;0,285;85,7;80,1;2,6;3,0;23,7;8,4;3,5;1,7;0,9;0,8;-21,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200056380;CA Plaine Vallée;71648;183994;120640,3;17110;24220;33100;15980;12030;15590;18560;21430;27170;30870;35940;45000;3,7;4,636;0,298;84,0;74,9;3,1;6,0;23,9;9,3;4,0;2,0;1,1;0,9;-21,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200057859;CA Coeur d'Essonne Agglomération;76404;196716;128535,3;16870;23380;30870;14000;11990;15420;18300;20910;26080;29100;33050;39420;3,3;3,887;0,260;83,1;77,6;2,9;2,6;23,9;6,8;4,8;2,4;1,4;1,1;-18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200057958;CA Paris - Vallée de la Marne;84450;224204;144976,3;15790;22080;29200;13400;11440;14480;17080;19570;24650;27500;31150;37130;3,2;3,781;0,255;83,4;77,6;3,3;2,5;22,1;5,9;5,8;2,8;1,7;1,4;-17,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200058360;CC Entre Beauce et Perche;8361;20739;13768,6;17290;21710;26650;9360;13440;16180;18320;20050;23520;25600;28180;33190;2,5;2,899;0,208;74,8;67,5;2,8;4,6;27,6;7,8;4,3;2,5;1,0;0,7;-14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200058477;CA Val d'Yerres Val de Seine;68391;174434;114455,3;16320;23030;30940;14620;11720;14880;17660;20380;25740;29000;33210;40280;3,4;4,103;0,272;81,5;75,4;2,9;3,2;26,1;7,2;4,9;2,4;1,4;1,1;-19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200058485;CA Val Parisis;107178;275366;180157,8;17140;23950;31960;14820;11940;15560;18590;21330;26760;29990;34290;41320;3,5;4,090;0,269;84,6;78,4;3,0;3,2;23,6;6,9;4,3;2,2;1,2;1,0;-19,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
