CODGEO;LIBGEO;NBMEN17;NBPERS17;NBUC17;Q117;Q217;Q317;Q3_Q1;D117;D217;D317;D417;D617;D717;D817;D917;RD;S80S2017;GI17;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070332;CC du Pays de Chalindrey, de Vannier Amance et de la Région de Bourbonne-Les-Bai;7264;15087;10811,0;15230;19560;24420;9190;11440;14060;16090;17890;21350;23310;25770;30480;2,7;3,252;0,230;56,7;47,3;2,8;6,6;42,6;8,7;4,8;1,9;1,9;1,0;-12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070340;CC Haute-Maurienne Vanoise;3920;8424;5927,9;16540;21710;27730;11190;12520;15320;17850;19790;23710;26120;29610;34770;2,8;3,340;0,234;69,4;55,0;3,5;10,8;31,6;11,2;3,1;1,6;0,8;0,6;-15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070365;CC Corbières Salanque Méditerranée;8832;20638;14043,2;13610;18480;24130;10520;9850;12460;14570;16460;20420;22720;25800;31030;3,1;3,837;0,260;64,0;52,9;4,0;7,1;33,6;8,8;7,7;2,7;3,3;1,7;-14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070373;CC Loir-Lucé-Bercé;10558;22733;16011,2;14920;19380;24450;9540;11150;13910;15910;17690;21080;23190;26040;31250;2,8;3,357;0,236;59,1;50,5;3,1;5,5;40,2;8,8;5,3;2,2;1,8;1,3;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070407;CA Pays d'Issoire;25305;55158;38507,1;15810;20520;25990;10180;11990;14660;16860;18730;22410;24660;27600;33170;2,8;3,361;0,238;67,4;58,8;3,1;5,6;32,4;9,3;5,1;2,1;1,9;1,2;-14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070431;CC Saint-Marcellin Vercors Isère Communauté;18509;43664;29629,8;16420;21290;27080;10660;12670;15350;17450;19380;23360;25690;28770;34580;2,7;3,370;0,241;70,3;61,4;2,9;6,0;29,5;10,4;4,7;2,3;1,4;1,0;-14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070449;CC Inter-Caux-Vexin;21113;54183;35703,4;18720;23730;29870;11150;14560;17620;19830;21830;25810;28340;31740;38090;2,6;3,139;0,227;78,0;69,7;2,5;5,8;26,6;8,2;3,3;1,9;0,8;0,5;-16,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070464;CC Coeur de Maurienne Arvan;6774;14515;10251,1;16750;21850;27920;11170;12740;15600;17890;19890;24010;26520;29890;36040;2,8;3,450;0,245;67,6;57,5;3,2;6,9;32,8;12,1;3,7;1,7;1,1;0,9;-16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070506;CC Pays de Nexon Monts de Chalus;5699;12502;8723,7;15490;20130;25050;9560;11880;14410;16440;18220;21860;23860;26710;31850;2,7;3,203;0,227;65,8;56,2;2,5;7,1;35,2;7,9;4,7;1,9;1,9;1,0;-13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070514;CA du Grand Cognac;31450;68022;47829,2;16150;21300;27680;11530;12000;15020;17290;19250;23500;26130;29640;36820;3,1;3,820;0,266;68,8;58,4;2,9;7,6;32,3;10,4;4,8;1,7;2,0;1,2;-16,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070530;CC du Grand Autunois Morvan;16297;34293;24389,1;14950;19540;25060;10110;11280;13950;15920;17790;21420;23760;26790;32230;2,9;3,474;0,245;62,0;52,0;2,8;7,1;38,9;8,2;5,3;2,0;2,1;1,3;-14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070548;CC La Clayette Chauffailles en Brionnais;6919;14968;10552,4;15680;19820;24690;9010;12100;14690;16520;18200;21500;23490;26150;31430;2,6;3,141;0,225;59,8;50,6;2,7;6,6;39,0;9,6;4,7;2,0;1,6;1,0;-13,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070555;CC de la Veyle;8920;22260;14788,0;17310;21890;27120;9800;13550;16190;18320;20160;23730;25790;28800;34220;2,5;3,092;0,223;74,3;66,6;2,6;5,0;27,9;8,5;4,1;2,5;0,9;0,8;-14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070563;CC Terres Touloises;18013;43155;29076,1;15850;21050;26970;11120;11920;14590;17010;19050;23130;25580;28770;34630;2,9;3,443;0,242;73,5;66,4;2,8;4,3;28,5;7,4;5,8;2,5;1,9;1,3;-15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070571;CC Coeur de Berry;8002;18117;12498,7;16430;20860;26050;9620;12540;15350;17440;19180;22680;24740;27470;32620;2,6;3,099;0,222;69,0;61,8;2,7;4,6;32,6;8,1;4,6;1,9;1,8;0,9;-14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070589;CC de Seille et Grand Couronné;7252;18723;12309,3;18420;23380;29370;10950;14070;17180;19490;21360;25400;27900;31340;37320;2,7;3,157;0,226;77,2;68,8;2,5;5,8;27,0;8,6;3,3;2,1;0,8;0,5;-16,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070647;CA Bergeracoise;27990;59811;42210,8;14400;19470;25480;11090;10760;13310;15420;17470;21590;23980;27280;33250;3,1;3,787;0,262;58,0;48,9;3,4;5,8;39,6;10,3;6,6;2,1;2,7;1,7;-14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070662;CC Bretagne Porte de Loire Communauté;12440;31822;20826,7;16460;20440;25150;8690;12900;15540;17320;18900;22060;23980;26590;31200;2,4;2,839;0,206;79,5;71,0;3,0;5,6;21,9;6,7;5,6;3,1;1,5;1,0;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070670;CC du Pays de Dol et de la Baie du Mont-Saint-Michel;9990;22749;15586,6;15310;19500;24530;9220;11980;14320;16170;17860;21150;23220;26100;31190;2,6;3,270;0,236;64,7;52,7;3,0;9,0;34,4;8,5;5,8;2,7;1,9;1,2;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070688;CC Couesnon Marches de Bretagne;9003;21443;14426,7;15680;19540;24010;8330;12210;14770;16560;18130;21130;22920;25260;29750;2,4;2,880;0,207;69,3;60,4;2,8;6,1;29,4;8,0;5,9;3,0;1,7;1,1;-12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070712;CC Thiers Dore et Montagne;17071;37031;25996,6;14340;18900;24350;10010;10820;13260;15290;17120;20800;23020;26060;31160;2,9;3,527;0,247;62,8;54,5;3,7;4,6;35,6;8,6;6,3;2,2;2,5;1,5;-13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070720;CC Médoc Atlantique;13581;27840;20012,0;15520;20580;26980;11460;11190;14340;16620;18570;22880;25480;29050;35790;3,2;3,861;0,262;55,8;45,2;3,9;6,7;44,0;11,2;4,4;1,5;1,8;1,0;-15,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070738;CC Mad et Moselle;7807;19013;12781,9;17570;22520;28610;11040;13460;16310;18680;20690;24570;26880;30460;36170;2,7;3,234;0,230;73,4;66,0;2,8;4,6;26,9;10,9;3,6;1,9;1,1;0,7;-14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070746;CA Sarreguemines Confluences;27953;62971;43633,7;15420;20950;27750;12330;11290;14160;16580;18820;23330;26040;29800;36390;3,2;3,948;0,269;71,9;64,3;3,3;4,3;29,6;8,4;5,4;1,8;2,2;1,4;-15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070753;CA Riom Limagne et Volcans;28740;66674;45452,9;17950;23240;29610;11660;13570;16720;19090;21230;25400;27980;31570;37830;2,8;3,344;0,237;74,5;67,4;2,5;4,6;28,6;9,2;4,0;1,8;1,3;0,9;-16,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070761;CC Ambert Livradois Forez;12852;26420;18985,0;14690;19310;24940;10250;10940;13610;15680;17480;21280;23620;26580;32090;2,9;3,556;0,247;58,7;50,0;3,1;5,7;39,4;10,5;4,9;1,8;2,0;1,1;-13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070779;CC Brie des Rivières et Châteaux;14736;39172;25447,8;20030;25240;31770;11740;15280;18790;21160;23270;27570;30100;33680;40100;2,6;3,159;0,226;85,4;78,6;2,5;4,3;22,3;7,2;3,1;2,0;0,7;0,4;-18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070787;CC du Plateau de Lannemezan;8004;16538;11858,6;15290;20180;25490;10210;11450;14170;16360;18340;22070;24200;26960;31880;2,8;3,335;0,232;60,1;50,9;3,1;6,1;41,0;7,3;5,3;1,6;2,4;1,3;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070795;CC du Pays de Trie et du Magnoac;2986;6359;4533,4;13680;18970;24420;10730;10200;12650;14820;17040;20960;23150;26190;30960;3,0;3,769;0,255;54,2;43,0;2,6;8,6;43,4;9,8;5,4;1,6;2,6;1,2;-12,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070803;CC des Coteaux du Val-d'Arros;4626;11091;7506,7;16550;21120;26470;9910;12480;15280;17550;19340;22870;25100;28150;32940;2,6;3,164;0,223;69,5;60,1;2,8;6,6;33,8;7,1;3,9;2,0;1,3;0,6;-14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070811;CC Pyrénées Vallées des Gaves;7431;15443;11067,1;15750;20400;26310;10560;12080;14720;16750;18590;22500;24770;28160;34310;2,8;3,372;0,239;61,7;49,7;3,5;8,5;38,8;10,2;3,8;1,5;1,4;0,9;-14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070829;CC Neste Barousse;3219;6666;4774,2;14990;19880;25480;10500;10910;13890;16100;18120;21820;24210;27020;31900;2,9;3,484;0,241;56,8;46,8;3,2;6,7;43,6;8,3;4,5;1,6;2,0;1,0;-13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070845;CC Orne Lorraine Confluences;23095;52335;36006,1;15060;20010;25860;10800;11340;14050;16090;18070;22110;24480;27650;32830;2,9;3,450;0,241;62,3;55,3;3,3;3,7;30,5;14,0;5,9;2,1;2,3;1,5;-12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070852;CC Usses et Rhône;7873;19689;13008,5;19500;27080;39020;19530;13760;17600;21060;24060;31030;35990;42610;54120;3,9;4,847;0,307;86,0;78,8;3,1;4,2;18,4;7,5;2,1;1,2;0,5;0,4;-14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;12332;29543;19975,9;18360;23600;30160;11810;14290;17280;19440;21520;25800;28460;32290;40290;2,8;3,680;0,266;77,0;64,5;2,2;10,3;26,1;12,3;3,0;1,6;0,8;0,5;-18,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070902;CC Auxonne Pontailler Val de Saône;9410;22675;15203,3;16200;20460;25480;9280;12530;15080;17150;18820;22300;24270;26850;31450;2,5;2,938;0,211;71,2;64,7;3,1;3,4;30,3;6,6;5,3;2,8;1,5;1,0;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070910;CC Tille et Venelle;2036;4851;3284,3;16910;21520;26780;9870;13060;15860;17910;19980;23460;25530;28320;33160;2,5;2,958;0,212;68,5;61,1;2,5;4,9;32,2;9,6;4,2;2,3;1,1;0,8;-14,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070928;CC Terre de Picardie;7138;17914;11838,6;14420;18950;24330;9910;11070;13380;15290;17130;20790;23010;25980;31240;2,8;3,419;0,245;71,7;61,5;3,4;6,8;26,2;9,0;7,1;3,1;2,5;1,5;-14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070936;CC Ponthieu-Marquenterre;13889;32695;22241,0;14880;19400;25020;10140;11340;13830;15860;17670;21350;23710;26750;32420;2,9;3,522;0,250;64,1;52,6;3,1;8,5;34,0;10,6;5,6;2,4;2,1;1,1;-14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070944;CC du Vimeu;9570;22395;15274,8;14870;19160;24020;9150;11580;13900;15730;17460;20890;22900;25420;30230;2,6;3,222;0,233;66,4;58,7;2,9;4,9;33,1;8,1;6,1;2,4;2,4;1,3;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070951;CC du Territoire Nord Picardie;12344;30032;20148,3;15260;20230;26070;10810;11460;14140;16300;18320;22320;24710;27900;33210;2,9;3,454;0,243;70,0;61,3;3,1;5,6;29,8;8,8;6,0;2,6;2,2;1,2;-14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070969;CC Avre Luce Noye;8954;22366;14809,4;16740;21530;26990;10260;12680;15570;17750;19650;23390;25630;28550;33970;2,7;3,226;0,230;76,8;68,9;3,0;5,0;24,8;8,9;4,8;2,4;1,6;0,8;-15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070977;CC du Grand Roye;10048;23665;16016,8;14430;19160;24500;10070;11020;13390;15440;17300;21070;23210;26060;31380;2,8;3,469;0,247;70,1;60,5;3,6;6,1;29,0;8,3;7,2;2,8;2,8;1,7;-14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070985;CC de l'Est de la Somme;8406;19723;13405,1;13990;18640;24240;10250;10580;12980;14940;16850;20610;22840;25920;30800;2,9;3,563;0,251;65,6;57,0;3,6;5,0;32,9;7,9;7,5;2,8;3,0;1,7;-13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200070993;CA de la Baie de Somme;21471;47495;33077,5;13950;18930;24650;10700;10380;12850;14920;16970;20910;23240;26360;32360;3,1;3,859;0,268;62,7;53,7;3,1;5,9;35,0;9,3;7,7;2,3;3,5;1,9;-14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071017;CC des Terres d'Auxois;7106;15066;10647,9;15580;20370;26100;10520;11730;14600;16620;18570;22230;24580;27800;33300;2,8;3,527;0,247;65,0;55,5;2,7;6,8;34,9;9,7;5,0;2,0;1,9;1,1;-14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071025;CC Haute-Provence-Pays de Banon;4182;8887;6288,0;14720;20040;26000;11290;10470;13390;15760;17960;22090;24430;28140;34440;3,3;4,035;0,271;58,6;45,4;3,7;9,5;38,8;12,6;4,8;1,7;2,0;1,2;-14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071033;CC Jabron-Lure-Vançon-Durance;2208;5060;3480,5;15860;20410;26980;11120;11450;14680;16770;18660;22710;25190;28760;34770;3,0;3,588;0,247;67,3;57,3;3,6;6,4;32,8;9,2;5,0;2,1;1,7;1,2;-14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071041;CC du Chaourçois et du Val d'Armance;4403;9965;6872,9;14850;19540;24870;10020;11200;13810;15910;17710;21390;23660;26380;31230;2,8;3,427;0,239;62,5;52,4;3,4;6,8;36,2;9,4;5,3;2,5;1,8;1,1;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071058;CC Les Avant-Monts;11566;27011;18406,7;14600;19480;25120;10520;10780;13490;15590;17500;21510;23770;26730;32150;3,0;3,624;0,250;63,6;52,3;3,7;7,6;35,1;9,3;5,9;2,5;2,1;1,3;-13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071066;CA de Saint-Dié-Des-Vosges;34135;73882;51852,7;14350;19060;24420;10070;10800;13310;15360;17300;20910;23110;26020;31150;2,9;3,480;0,245;63,8;55,5;3,7;4,6;35,3;7,7;6,9;2,3;2,7;1,8;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071074;CC Les Portes de l'Ile de France;8526;22172;14517,0;17790;23290;29470;11680;13160;16400;18940;21030;25420;27830;31630;37530;2,9;3,398;0,237;79,5;72,9;3,2;3,5;26,6;6,4;4,2;2,4;1,1;0,7;-16,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071082;CA Montluçon Communauté;30014;60375;43513,3;14520;19700;25570;11050;10680;13380;15600;17710;21750;24150;27270;32930;3,1;3,764;0,259;58,9;51,3;2,9;4,7;38,9;10,1;7,2;2,0;3,3;1,9;-15,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071116;CA Ecla (Espace Communautaire Lons Agglomération);16144;32797;23567,8;15520;20980;27280;11750;11430;14340;16650;18850;23060;25590;29330;35690;3,1;3,904;0,268;65,1;57,7;2,6;4,8;35,9;9,5;5,5;1,8;2,2;1,5;-16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071140;CA Moulins Communauté;29854;62817;44474,6;15400;20310;26220;10820;11490;14220;16510;18440;22320;24730;27880;33700;2,9;3,541;0,247;63,2;55,1;2,6;5,5;35,6;10,0;6,2;2,1;2,5;1,6;-15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071157;CC des Hautes-Vosges;16632;35814;25281,1;15820;20080;25390;9580;12100;14750;16730;18470;21860;24030;27190;32930;2,7;3,270;0,233;62,4;55,0;3,1;4,3;37,5;9,4;4,5;1,9;1,5;1,1;-13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071165;CA Les Sables d'Olonne Agglomération;27389;54831;39901,6;17070;22160;29110;12050;13060;15870;18090;20080;24420;27320;31340;38600;3,0;3,765;0,268;53,0;44,1;2,8;6,1;47,5;13,7;3,3;1,2;1,2;0,9;-17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071173;CC du Pays Arnay Liernais;3311;6933;4939,5;15010;19530;24780;9770;11480;14050;16050;17730;21340;23520;26340;31410;2,7;3,402;0,241;59,1;48,5;2,5;8,0;39,8;9,9;4,4;1,9;1,6;0,9;-13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071181;CC Somme Sud-Ouest;15513;37641;25318,7;15430;20360;26040;10610;11460;14250;16510;18500;22380;24690;27700;33170;2,9;3,459;0,242;71,3;62,6;2,8;5,9;29,1;8,8;5,5;2,4;2,1;1,0;-14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071199;CC Plaine Limagne;8349;20084;13488,2;16190;20810;26170;9980;12460;15070;17200;19060;22740;24910;27610;32710;2,6;3,124;0,223;73,2;65,0;3,1;5,0;27,5;8,2;4,8;2,4;1,5;0,8;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071207;CC de Pouilly-en-Auxois/Bligny-sur-Ouche;3797;8261;5763,5;16170;21030;26450;10270;12300;15120;17180;19220;22830;25150;28250;34300;2,8;3,405;0,242;66,2;55,7;2,8;7,7;33,4;10,1;4,4;2,2;1,4;0,8;-14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071215;CC Chavanon Combrailles et Volcans;5850;12385;8786,0;14440;19130;24320;9880;11250;13570;15360;17290;20900;23100;25920;30360;2,7;3,240;0,230;62,0;51,0;2,7;8,2;36,2;9,7;4,5;1,9;1,8;0,8;-12,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071223;CC Nièvre et Somme;11350;27849;18637,7;15270;19990;25110;9850;11780;14230;16310;18200;21740;23910;26540;31120;2,6;3,126;0,223;71,2;63,7;3,5;3,9;29,7;6,7;6,0;2,6;2,2;1,1;-13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071298;CC des Terres du Lauragais;15572;39969;26212,6;17810;23090;29700;11880;13350;16520;19030;21110;25410;28100;31730;37980;2,8;3,381;0,238;83,1;74,6;3,0;5,6;20,3;9,0;4,1;2,2;1,1;0,7;-16,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071314;CC Save Garonne et Côteaux de Cadours;13308;33839;22193,2;17480;23150;29710;12230;13170;16210;18620;20850;25380;28110;31670;37820;2,9;3,456;0,243;85,6;78,4;2,9;4,3;18,9;7,7;4,3;2,3;1,2;0,8;-16,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071363;CA Vichy Communauté;40650;81588;58915,5;14840;19990;26150;11310;10920;13680;15890;17930;22130;24620;28060;34710;3,2;3,952;0,270;58,5;50,1;3,0;5,4;39,6;11,0;6,4;1,8;2,9;1,7;-15,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071371;CC Bresse et Saône;10330;25218;16872,0;17100;21620;26820;9720;13580;16050;18050;19960;23440;25510;28620;33990;2,5;3,022;0,220;73,9;66,3;2,5;5,0;27,3;9,6;4,1;2,4;1,0;0,7;-14,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071389;CC Saint-Pourçain Sioule Limagne;15060;32715;22924,3;15140;19760;25020;9880;11430;14100;16060;17870;21610;23730;26550;32000;2,8;3,384;0,239;63,1;54,5;3,0;5,5;34,7;10,3;5,7;2,1;2,4;1,2;-13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071405;CC Ardèche Rhône Coiron;9303;21915;14822,4;14900;20210;26110;11210;10890;13710;16010;18180;22310;24690;27780;33040;3,0;3,579;0,246;69,7;61,5;3,5;4,7;29,3;9,0;6,2;2,7;2,1;1,5;-14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071413;CA Privas Centre Ardèche;19128;41735;29106,7;15290;20130;25770;10490;11470;14200;16300;18280;22040;24410;27440;33160;2,9;3,430;0,240;64,7;56,5;3,4;4,8;34,5;9,1;5,9;2,3;2,1;1,4;-14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200071454;CA Evreux Portes de Normandie;45486;108337;72815,4;15230;20740;26970;11740;10990;13910;16420;18560;22940;25460;28810;34650;3,2;3,779;0,258;72,3;64,9;3,4;4,0;28,9;7,1;7,0;2,8;2,6;1,7;-15,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
