IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_D119;DISP_D219;DISP_D319;DISP_D419;DISP_D619;DISP_D719;DISP_D819;DISP_D919;DISP_RD19;DISP_S80S2019;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19;DISP_PIMPOT19;DISP_NOTE19
010040101;Les Pérouses-Triangle d'Activités;01004;Ambérieu-en-Bugey;20,5;14280;19400;25320;0,57;10200;12970;15130;17320;21590;24000;26860;31160;3,1;3,4;0,241;69,1;63,3;3,1;2,7;27,7;6,9;9,9;3,4;4,3;2,2;-13,6;0
010040102;Longeray-Gare;01004;Ambérieu-en-Bugey;26,0;13010;17490;23370;0,59;10050;12120;13830;15510;19420;21880;24780;29560;2,9;3,4;0,242;68,8;62,1;4,2;2,5;25,6;5,5;12,7;4,0;5,6;3,1;-12,6;0
010040201;Centre-Saint-Germain-Vareilles;01004;Ambérieu-en-Bugey;18,7;14500;19670;26010;0,59;11070;13540;15600;17660;21980;24420;27950;33020;3,0;3,7;0,256;70,5;62,7;3,2;4,6;28,9;7,2;8,1;2,9;3,2;2,0;-14,7;0
010040202;Tiret-Les Allymes;01004;Ambérieu-en-Bugey;9,0;18450;24310;31050;0,52;13640;17100;19720;21930;26970;29610;33400;40270;3,0;4,7;0,322;71,0;64,6;2,5;3,9;23,0;20,1;4,3;2,0;1,5;0,8;-18,4;0
010330102;Centre Ville;01033;Valserhône;21,3;14000;20050;28350;0,72;9060;12780;14780;17660;23120;26280;31650;39710;4,4;5,5;0,321;76,2;69,4;4,2;2,6;24,4;7,3;5,9;1,7;2,6;1,6;-13,8;0
010330103;Lancrans-Coupy-Vanchy;01033;Valserhône;15,8;16190;23560;33820;0,75;11430;14460;17580;20380;26900;31150;36650;46930;4,1;5,1;0,313;82,3;76,7;4,0;1,6;20,8;7,3;4,2;1,6;1,6;1,0;-14,6;0
010330201;Arc Vouvray-Gare-Châtillon;01033;Valserhône;14,8;16810;23780;34250;0,73;11390;15400;18520;21080;26930;31010;37950;51500;4,5;5,3;0,321;78,8;72,4;3,3;3,1;25,9;6,6;3,8;1,6;1,3;0,9;-15,1;0
010330202;Plateau de Musinens;01033;Valserhône;22,8;13420;18860;26260;0,68;9910;12720;14570;16420;21360;24340;28330;37400;3,8;4,4;0,294;70,3;64,6;3,9;1,8;29,7;4,0;8,8;3,1;3,7;2,0;-12,8;0
010330301;Arlod;01033;Valserhône;17,3;14580;20210;28580;0,69;10130;13600;15800;18010;22420;26520;32070;39160;3,9;4,6;0,298;82,1;77,6;3,6;0,9;19,8;4,2;6,1;3,1;1,8;1,2;-12,2;0
010330401;Châtillon-en-Michaille;01033;Valserhône;6,8;20530;27730;39470;0,68;14810;19090;21950;24580;31290;35940;42450;54580;3,7;4,5;0,294;84,7;79,5;2,5;2,7;19,8;8,3;2,6;1,2;0,9;0,5;-15,4;0
010530101;Centre Ville;01053;Bourg-en-Bresse;20,1;14340;19760;28130;0,70;10230;13040;15520;17590;22200;25930;30590;38240;3,7;5,3;0,330;74,5;65,9;3,2;5,4;23,2;12,1;8,0;1,6;4,2;2,2;-17,8;0
010530102;Champ de Foire;01053;Bourg-en-Bresse;16,3;15180;20850;27950;0,61;11380;14050;16240;18580;23270;26320;30260;35300;3,1;3,9;0,269;55,8;50,5;2,7;2,6;43,1;11,0;6,7;1,5;3,3;1,9;-16,6;0
010530103;Préfecture;01053;Bourg-en-Bresse;19,3;15220;21740;31230;0,74;10280;13520;16590;19230;24830;28580;34480;43940;4,3;6,2;0,358;65,1;55,7;3,2;6,2;32,8;16,5;6,0;1,5;2,8;1,7;-20,4;0
010530201;Citadelle;01053;Bourg-en-Bresse;16,0;15090;20120;26780;0,58;11310;14100;16170;18280;22400;25230;29090;36130;3,2;4,2;0,287;66,2;60,7;2,9;2,6;33,0;10,0;7,2;2,0;3,4;1,8;-16,4;0
010530202;Mail;01053;Bourg-en-Bresse;29,8;12310;16910;23110;0,64;8930;11330;13210;15170;18800;21570;25160;30510;3,4;4,1;0,276;65,3;57,6;4,8;2,9;27,7;7,4;13,1;4,0;5,9;3,2;-13,5;0
010530203;Peloux;01053;Bourg-en-Bresse;17,5;15030;20420;26500;0,56;11160;13820;16280;18330;22280;24700;28600;34400;3,1;3,7;0,256;69,4;63,8;3,0;2,6;30,3;7,5;8,0;2,4;3,7;1,9;-15,2;0
010530301;Gare;01053;Bourg-en-Bresse;10,9;17280;23090;30840;0,59;12850;15880;18580;20670;25590;28870;33830;42110;3,3;4,3;0,288;72,2;66,0;2,6;3,6;31,5;10,7;5,3;1,2;2,8;1,3;-19,7;0
010530302;Brou;01053;Bourg-en-Bresse;21,8;13850;19520;25890;0,62;10270;12760;14830;17200;21520;24340;28110;35430;3,4;4,4;0,297;67,9;61,2;3,1;3,6;32,4;7,3;8,6;2,5;3,9;2,2;-16,2;0
010530401;Vennes Ouest;01053;Bourg-en-Bresse;20,8;14080;19330;26700;0,65;10390;13040;15270;17310;21660;24810;28880;34470;3,3;4,0;0,267;64,3;56,9;2,8;4,6;35,4;6,9;8,2;3,3;3,1;1,8;-14,8;0
010530402;Vennes Est;01053;Bourg-en-Bresse;8,9;17670;22830;28870;0,49;13400;16400;18570;20890;25110;27010;31050;36430;2,7;3,2;0,230;67,2;61,5;3,3;2,4;37,0;6,9;5,4;2,1;2,1;1,2;-16,5;0
010530501;Baudières;01053;Bourg-en-Bresse;;17910;23310;30270;0,53;12460;16100;19410;21020;26030;28750;33190;39660;3,2;4,2;0,288;56,1;50,1;1,6;4,4;46,6;11,3;4,2;1,3;1,9;1,0;-18,2;0
010530502;Sardières;01053;Bourg-en-Bresse;19,6;14530;20390;28410;0,68;11220;13230;15700;18390;23200;26480;30560;39310;3,5;4,5;0,305;62,6;55,2;2,5;4,9;36,7;11,7;6,6;2,6;2,6;1,4;-17,6;0
010530503;Croix Blanche;01053;Bourg-en-Bresse;39,9;11090;14390;19140;0,56;8680;10340;11940;13180;16000;17940;20560;24130;2,8;3,5;0,252;59,4;53,1;5,5;0,8;24,5;4,5;21,6;6,0;10,1;5,5;-10,0;0
010530601;Pont des Chèvres;01053;Bourg-en-Bresse;34,4;11690;15760;21400;0,62;8910;10930;12530;13930;17340;19770;23150;27400;3,1;3,6;0,253;51,9;46,1;4,3;1,5;37,2;5,9;15,8;4,6;7,1;4,1;-10,8;0
010530602;Reyssouze Ouest;01053;Bourg-en-Bresse;41,7;11270;14470;19690;0,58;8030;10400;11780;12910;16610;18610;21130;24750;3,1;3,6;0,248;51,8;44,7;5,2;1,9;36,5;4,9;16,9;5,5;7,3;4,1;-10,1;0
010530603;Reyssouze Est;01053;Bourg-en-Bresse;42,6;11250;13950;18430;0,51;8760;10470;11970;12940;15530;17530;19340;22940;2,6;3,1;0,223;53,1;46,2;6,4;0,5;29,5;3,4;22,0;6,1;9,9;6,0;-8,0;0
010530604;Cenord-Grand Challes;01053;Bourg-en-Bresse;;16080;21420;27620;0,54;9800;14710;17310;19800;23830;26700;29140;34770;3,5;4,4;0,265;57,3;51,5;2,0;3,8;43,6;8,2;6,3;2,2;2,7;1,4;-15,4;0
010530701;Granges Bardes-Alagnier;01053;Bourg-en-Bresse;14,7;15840;21080;26880;0,52;11780;14500;17010;19020;23190;25360;28690;33550;2,8;3,5;0,246;72,4;66,3;2,9;3,2;29,0;7,0;7,5;2,9;3,1;1,5;-15,9;0
011730101;Centre;01173;Gex;14,2;18240;28960;45580;0,94;11140;15860;20600;24540;34590;41650;50340;66530;6,0;7,4;0,368;98,0;92,1;3,1;2,8;10,7;6,5;2,7;0,9;1,1;0,7;-17,9;0
011730102;Ouest;01173;Gex;10,5;20200;32670;50780;0,94;12730;17850;22470;28130;39160;45990;55560;69760;5,5;6,8;0,350;97,2;92,7;2,8;1,7;12,5;5,9;2,2;1,0;0,7;0,5;-17,8;0
011730103;Est;01173;Gex;9,4;22980;37410;52550;0,79;13470;18890;26080;31210;43130;48900;56850;74320;5,5;7,1;0,351;101,2;95,6;3,5;2,1;10,8;4,6;1,6;0,6;0,6;0,4;-18,2;0
012830102;ZUS Centre;01283;Oyonnax;35,9;11910;14860;18410;0,44;9530;11130;12520;13560;15970;17530;19780;23010;2,4;2,8;0,202;63,4;56,4;6,3;0,7;24,6;2,9;18,1;7,2;6,7;4,2;-9,0;0
012830103;ZUS Nord-Est;01283;Oyonnax;37,8;11760;14910;19380;0,51;9420;10990;12330;13450;16630;18340;20490;24260;2,6;3,1;0,231;58,4;52,5;4,8;1,1;32,9;4,3;14,6;5,8;5,2;3,6;-10,2;0
012830104;ZUS Ouest;01283;Oyonnax;41,6;11580;14080;18130;0,47;9300;10930;12140;12930;15480;17150;19330;22620;2,4;3,1;0,230;64,5;55,6;6,3;2,6;22,0;2,8;20,4;8,8;7,2;4,4;-9,7;0
012830201;Ville Sud;01283;Oyonnax;19,3;14300;19720;25030;0,54;10820;13260;15400;17590;21610;23330;26840;32720;3,0;4,3;0,282;63,5;57,0;3,9;2,6;34,3;10,7;6,7;2,6;2,5;1,6;-15,2;0
012830202;Ville Est;01283;Oyonnax;25,6;12930;18550;23990;0,60;8610;11730;14360;16310;20290;22820;26020;30980;3,6;4,9;0,285;69,3;63,3;3,9;2,1;29,2;7,3;7,9;3,0;3,1;1,8;-13,7;0
012830203;Nierme et Geilles;01283;Oyonnax;32,3;11740;16270;21960;0,63;8870;10960;12660;14550;18130;20580;24110;29660;3,3;4,2;0,285;61,9;53,9;4,9;3,1;30,9;7,4;12,6;4,9;5,0;2,7;-12,8;0
012830301;Ville Ouest;01283;Oyonnax;23,5;13420;18720;23800;0,56;10090;12630;14380;16940;20610;22490;25870;30740;3,0;4,1;0,278;68,5;62,6;3,9;2,0;28,4;8,7;8,5;3,1;3,3;2,1;-14,1;0
012830303;Ville Nord;01283;Oyonnax;26,4;13020;18500;24250;0,61;9330;11850;14000;16340;20440;22560;25940;32530;3,5;4,8;0,298;73,0;66,2;4,1;2,7;26,0;7,7;8,0;3,4;2,7;1,9;-14,7;0
012830304;Extérieur Est;01283;Oyonnax;19,5;14310;19310;24950;0,55;10110;13290;15690;17540;21500;23860;27120;34100;3,4;4,7;0,298;75,6;66,3;4,2;5,1;24,5;9,4;6,7;2,8;2,5;1,4;-16,2;0
012830305;Veyziat;01283;Oyonnax;;21060;26300;34220;0,50;16400;19930;22390;23950;28470;32100;38380;49900;3,0;4,3;0,300;75,3;69,8;2,0;3,5;26,8;16,8;2,6;1,3;0,8;0,5;-21,5;0
013540101;Ouest;01354;Saint-Genis-Pouilly;15,2;17990;35130;57390;1,12;9270;15470;20630;27220;43030;51830;63030;83060;9,0;12,2;0,431;91,6;86,7;2,8;2,1;13,0;5,7;1,8;0,8;0,6;0,4;-12,1;0
013540102;Est;01354;Saint-Genis-Pouilly;22,5;14080;27020;46970;1,22;6260;12370;16060;21020;33450;41910;53400;69090;11,0;14,0;0,436;86,5;81,9;2,7;1,9;21,0;6,4;2,4;0,9;0,8;0,7;-16,3;0
013540103;Centre;01354;Saint-Genis-Pouilly;25,8;13030;22420;36460;1,05;6080;11730;14720;17970;26360;32330;41540;54180;8,9;10,9;0,407;84,3;79,3;3,0;2,0;21,7;5,2;3,9;1,5;1,4;1,0;-15,1;0
021680101;Centre;02168;Château-Thierry;26,2;12850;17700;23650;0,61;9310;11790;14030;15780;19830;22420;25510;31390;3,4;4,3;0,283;70,2;60,2;4,3;5,7;26,9;7,8;10,6;2,9;4,9;2,8;-15,5;0
021680201;Chesneaux;02168;Château-Thierry;16,4;15570;21210;29030;0,63;11360;14340;16870;19590;23750;26810;31070;38600;3,4;4,2;0,284;70,4;58,7;3,2;8,5;29,4;11,0;6,8;2,2;3,0;1,6;-17,6;0
021680401;Mare Aubry;02168;Château-Thierry;18,9;14690;19570;25410;0,55;10390;13530;15930;17760;21900;24310;27610;33780;3,3;3,7;0,256;65,6;58,8;3,1;3,7;32,2;8,2;8,8;2,6;4,0;2,2;-14,8;0
021680501;Vaucrises;02168;Château-Thierry;;10330;13160;18110;0,59;8380;9910;10910;12060;14990;16820;19340;22480;2,7;3,1;0,228;55,6;48,1;7,2;0,3;23,8;2,6;26,3;7,8;11,6;6,9;-8,3;0
021680601;Gerbrois-Saint-Martin-Le Buisson-Vincelles;02168;Château-Thierry;;16770;22620;29230;0,55;12760;15550;18100;20890;24640;27250;32110;40600;3,2;4,2;0,283;66,3;55,0;2,8;8,5;38,2;9,2;4,8;2,0;1,9;0,9;-18,5;0
021680701;Blanchard;02168;Château-Thierry;;13190;16950;23130;0,59;9930;11970;14120;15600;19320;21740;24410;29020;2,9;3,4;0,244;65,3;58,6;4,0;2,7;28,6;3,9;14,6;5,6;5,7;3,3;-12,4;0
021730101;Nord-Ouest;02173;Chauny;36,2;11380;15360;20790;0,61;8710;10600;12240;13630;17280;19490;22230;26670;3,1;3,6;0,254;53,2;47,9;4,1;1,2;34,5;4,1;18,5;4,5;9,3;4,7;-10,3;0
021730201;Sud-Ouest;02173;Chauny;24,8;13220;18380;24840;0,63;9870;12420;14150;16330;20520;23130;26460;32670;3,3;4,1;0,280;63,7;54,7;3,3;5,7;33,7;7,1;9,9;2,8;4,7;2,4;-14,4;0
021730301;Nord-Est;02173;Chauny;17,9;15370;20840;26870;0,55;10930;13770;16280;18820;22830;25360;28770;36140;3,3;3,9;0,265;67,5;57,6;2,6;7,3;33,5;7,0;7,8;2,2;3,8;1,8;-15,8;0
024080101;Saint-Exupéry-Moulin Roux;02408;Laon;49,4;10070;13250;17900;0,59;8190;9510;10640;11820;14690;16770;19270;23870;2,9;3,4;0,243;44,4;37,5;6,1;0,8;34,0;3,6;26,2;5,1;14,0;7,1;-8,2;0
024080102;Centre Social;02408;Laon;64,8;9820;11880;14420;0,39;8280;9310;10180;11000;12580;13850;15480;18170;2,2;2,7;0,195;40,2;;;;22,5;1,4;41,3;12,2;18,5;10,6;-5,4;0
024080201;Cité du Nord;02408;Laon;25,0;13190;17580;22980;0,56;10410;12360;14030;15750;19710;21780;24630;29590;2,8;3,2;0,232;58,0;53,4;3,1;1,5;36,6;5,2;12,4;4,0;5,9;2,5;-12,2;0
024080301;Gare Saint-Marcel;02408;Laon;22,9;13910;19680;26890;0,66;10200;12460;14820;17290;21980;24940;28650;35750;3,5;4,3;0,287;62,1;53,7;2,7;5,7;35,3;9,9;8,7;1,8;4,4;2,5;-16,0;0
024080401;Individuels;02408;Laon;;14920;21950;29150;0,65;12110;14040;16290;18940;24070;27130;32200;40140;3,3;3,9;0,278;57,8;51,8;2,6;3,4;41,2;10,6;7,4;2,2;3,8;1,4;-17,0;0
024080402;Prévert-Maraîchers;02408;Laon;29,5;12390;16370;21360;0,55;9810;11770;13200;14700;18350;20210;22440;26430;2,7;3,0;0,220;58,7;53,2;4,7;0,8;32,8;2,7;16,5;2,9;9,1;4,5;-10,7;0
024080501;Plateau;02408;Laon;27,8;12560;18940;27730;0,80;8960;11460;13700;16350;21650;25480;30720;40310;4,5;6,1;0,354;74,9;60,8;3,6;10,5;23,7;9,2;10,9;2,2;5,5;3,2;-18,7;0
024080601;Vaux;02408;Laon;21,4;13710;19420;25460;0,61;10410;12820;14940;17180;21530;23970;27290;32870;3,2;3,8;0,263;64,1;57,0;2,8;4,3;33,2;7,2;9,8;2,7;4,6;2,5;-14,3;0
024080801;Montreuil-La Neuville-Marquette;02408;Laon;29,7;12180;17140;22890;0,62;9330;11200;13210;14870;19440;21520;24480;29020;3,1;3,7;0,261;55,3;47,9;3,6;3,8;37,0;5,1;14,8;3,4;7,6;3,8;-12,2;0
024080901;Ardon-Leuilly-Semilly;02408;Laon;;17990;22540;29010;0,49;13010;16700;19000;20840;25120;27420;30390;39930;3,1;3,7;0,259;66,9;60,9;2,1;3,9;36,9;9,1;5,5;1,8;2,6;1,1;-18,4;0
026910101;Centre Ville 1;02691;Saint-Quentin;19,7;14200;21850;32700;0,85;9870;13290;15660;18620;25650;29830;35620;50980;5,2;6,8;0,384;75,0;56,1;2,3;16,6;26,5;13,9;7,4;1,7;3,6;2,1;-22,8;0
026910102;Centre Ville 2;02691;Saint-Quentin;20,2;14600;22730;35460;0,92;10730;13120;15840;19450;27100;32230;40130;55060;5,1;7,1;0,389;77,4;57,6;2,3;17,5;26,6;14,1;6,7;1,6;3,2;1,9;-24,8;0
026910103;Centre Ville 3;02691;Saint-Quentin;29,0;12310;18430;27240;0,81;9210;11270;13330;15970;20990;24460;29030;36830;4,0;6,2;0,369;70,6;58,9;3,4;8,3;23,5;12,4;10,3;1,9;5,3;3,1;-16,8;0
026910104;Centre Ville 4;02691;Saint-Quentin;26,6;12710;18610;26310;0,73;9290;11630;13800;16220;20950;24150;28420;37450;4,0;5,5;0,345;67,6;55,6;3,6;8,4;25,7;11,6;12,1;2,7;6,1;3,3;-17,0;0
026910201;Europe-Remicourt 1;02691;Saint-Quentin;21,8;14010;20190;27790;0,68;10310;12900;15040;17700;22370;25340;29900;38440;3,7;4,6;0,307;71,6;60,7;3,1;7,8;28,2;7,4;9,1;2,3;4,5;2,3;-16,3;0
026910202;Europe-Remicourt 2;02691;Saint-Quentin;16,1;15140;20510;26750;0,57;10940;14200;16260;18540;22880;25150;28400;35020;3,2;3,5;0,247;67,0;61,9;2,5;2,6;35,9;5,8;6,6;1,9;3,2;1,5;-15,3;0
026910203;Europe-Remicourt 3;02691;Saint-Quentin;20,0;14300;19760;26970;0,64;10090;13210;15480;17420;22060;25110;29410;36060;3,6;4,4;0,289;57,4;49,1;2,9;5,4;43,3;7,5;8,3;2,0;4,2;2,1;-16,5;0
026910204;Europe-Remicourt 4;02691;Saint-Quentin;52,2;9660;12900;17570;0,61;8110;9090;10290;11270;14630;16460;18770;23960;3,0;3,7;0,271;44,5;37,4;4,8;2,3;29,5;5,2;30,2;9,1;13,7;7,4;-9,4;0
026910205;Europe-Remicourt 5;02691;Saint-Quentin;59,3;9500;11970;15570;0,51;7690;9090;9870;10820;13320;14570;16720;19770;2,6;2,9;0,215;38,8;;;;26,8;2,0;38,1;8,7;19,5;9,9;-5,7;0
026910206;Europe-Remicourt 6;02691;Saint-Quentin;47,7;9920;13530;18980;0,67;8060;9410;10770;11740;15370;17540;20760;24670;3,1;3,3;0,251;31,5;;;;50,7;4,1;22,2;5,8;10,6;5,8;-8,5;0
026910207;Europe-Remicourt 7;02691;Saint-Quentin;35,3;11370;15250;20080;0,57;8860;10540;12300;13870;16930;19210;21300;25730;2,9;3,2;0,230;37,9;;;;48,8;4,5;18,1;4,1;9,2;4,8;-9,3;0
026910208;Europe-Remicourt 8;02691;Saint-Quentin;16,0;16340;22100;29340;0,59;11350;14740;17550;19750;25110;27670;31320;39990;3,5;4,3;0,282;67,8;60,7;2,2;4,9;34,1;9,5;6,5;2,1;3,0;1,4;-17,9;0
026910209;Europe-Remicourt 9;02691;Saint-Quentin;19,2;14440;20740;30020;0,75;10360;13380;15390;17710;23510;27200;32660;43330;4,2;5,0;0,320;71,7;61,0;2,3;8,4;29,2;8,7;8,4;2,2;4,0;2,2;-18,0;0
026910301;Isle 1;02691;Saint-Quentin;31,7;12120;16260;21200;0,56;9140;11030;12760;14650;18290;20250;22620;26770;2,9;3,8;0,255;63,5;55,8;4,5;3,2;26,9;4,3;16,8;4,0;8,4;4,4;-11,5;0
026910302;Isle 2;02691;Saint-Quentin;20,1;14170;18840;22880;0,46;10320;13120;15080;16810;20440;21730;24290;28860;2,8;3,2;0,222;64,1;58,0;3,1;3,0;34,7;4,4;9,6;2,6;4,8;2,2;-12,8;0
026910303;Isle 3;02691;Saint-Quentin;34,9;11750;15460;19830;0,52;9190;10740;12430;14070;17150;18840;21080;23850;2,6;2,9;0,211;44,0;39,1;4,4;0,5;40,3;2,6;21,5;4,4;11,7;5,4;-8,4;0
026910304;Isle 4;02691;Saint-Quentin;29,2;12290;16690;21970;0,58;9610;11260;13280;14830;18520;20790;23250;27650;2,9;3,4;0,241;58,6;52,0;4,1;2,5;32,2;4,4;16,0;4,0;8,0;4,0;-11,2;0
026910401;Saint-Martin-Oestres 1;02691;Saint-Quentin;24,6;13180;18030;23400;0,57;9620;12000;14020;15940;20170;22190;25040;30050;3,1;3,6;0,254;56,5;49,0;3,3;4,2;37,3;5,6;13,4;3,6;6,6;3,2;-12,8;0
026910402;Saint-Martin-Oestres 2;02691;Saint-Quentin;26,2;12910;17380;21900;0,52;9430;11860;13980;15680;19080;21110;23160;27900;3,0;3,4;0,232;64,2;57,2;4,0;3,0;29,6;3,4;14,0;3,0;7,8;3,2;-11,2;0
026910403;Saint-Martin-Oestres 3;02691;Saint-Quentin;20,8;14020;19050;23940;0,52;10640;13030;15110;17160;20720;22890;24930;29170;2,7;3,0;0,214;58,0;53,9;3,0;1,1;38,3;4,3;11,3;3,4;5,5;2,4;-11,9;0
026910501;Vermandois 1;02691;Saint-Quentin;26,4;12980;17480;22740;0,56;9570;12010;13630;15360;19470;21400;24310;29050;3,0;3,7;0,261;61,3;54,1;3,3;3,9;31,5;6,2;13,6;3,4;6,9;3,3;-12,6;0
026910502;Vermandois 2;02691;Saint-Quentin;23,4;13730;18380;24430;0,58;9220;12210;14710;16510;20330;22810;26800;32610;3,5;4,3;0,278;64,9;57,9;2,8;4,2;29,3;7,3;12,5;3,5;6,3;2,7;-14,0;0
026910503;Vermandois 3;02691;Saint-Quentin;;10380;13580;18170;0,57;8310;9770;10990;12020;15070;17020;19280;22950;2,8;3,2;0,235;50,3;42,0;5,8;2,5;27,3;3,0;27,8;5,7;15,1;7,0;-8,4;0
026910504;Vermandois 4;02691;Saint-Quentin;17,9;14800;19670;24600;0,50;10970;13670;15850;17730;21670;23470;26410;31900;2,9;3,4;0,242;58,1;51,2;2,0;4,9;41,7;4,8;9,1;2,9;4,5;1,7;-13,7;0
026910601;Saint-Jean;02691;Saint-Quentin;25,1;13140;18240;23500;0,57;9670;12290;14310;16430;20100;22320;25190;30830;3,2;4,0;0,273;65,9;58,0;3,3;4,6;30,2;6,7;11,2;3,1;5,5;2,6;-14,0;0
027220101;Presles 1;02722;Soissons;46,3;10420;13810;19500;0,66;8080;9710;11030;12070;15790;18090;21560;27010;3,3;4,2;0,300;43,4;36,3;4,1;3,0;37,8;8,4;21,0;6,4;9,4;5,2;-10,6;0
027220102;Presles 2;02722;Soissons;59,5;9390;12120;15070;0,47;6830;8860;9980;11120;13260;14420;16110;18890;2,8;3,2;0,221;47,3;;;;18,7;1,5;38,3;10,1;19,2;9,0;-5,8;0
027220103;Presles 3;02722;Soissons;49,2;10230;13280;18040;0,59;8060;9550;10930;12140;14980;16730;19090;22070;2,7;3,3;0,242;53,3;44,8;7,0;1,5;26,4;4,0;25,1;6,4;12,4;6,3;-8,8;0
027220201;Maupas;02722;Soissons;27,1;12950;16960;21090;0,48;9200;11920;13740;15400;18390;20230;22460;26360;2,9;3,1;0,216;51,8;;;;41,6;4,0;13,0;3,4;6,1;3,5;-10,4;0
027220301;Longues Baies;02722;Soissons;;18920;24800;32980;0,57;13680;17800;20150;22530;27250;31260;35180;43200;3,2;4,2;0,289;64,1;53,7;1,8;8,6;37,0;11,9;3,5;1,3;1,4;0,8;-16,5;0
027220401;Saint-Crépin;02722;Soissons;34,9;11870;15050;19730;0,52;8940;11060;12600;13740;16780;18690;20930;24600;2,8;3,2;0,231;49,3;42,9;5,8;0,6;34,8;4,8;19,8;3,2;11,3;5,3;-8,7;0
027220501;Centre 1;02722;Soissons;10,1;16970;23010;29950;0,56;13090;15790;18230;20630;25300;27820;32800;43020;3,3;4,4;0,307;64,7;55,3;2,2;7,2;34,7;16,1;4,4;1,5;1,8;1,1;-19,9;0
027220502;Centre 2;02722;Soissons;24,0;13370;19650;27020;0,69;9530;12320;14820;17360;21740;24560;29340;38960;4,1;4,9;0,314;58,1;49,8;2,8;5,5;36,9;11,6;9,4;1,9;5,1;2,4;-16,0;0
027220503;Centre 3;02722;Soissons;20,9;14100;20190;28480;0,71;9740;12950;15320;17920;22910;26460;32290;44510;4,6;6,0;0,353;67,9;53,1;2,6;12,2;30,1;15,4;7,7;1,9;3,6;2,2;-21,1;0
027220601;Chevreux;02722;Soissons;;10830;14120;18690;0,56;8600;10030;11380;12900;15430;17570;20020;24170;2,8;3,1;0,225;61,2;54,9;5,6;0,7;17,9;2,8;26,8;8,7;11,9;6,2;-8,7;1
027220701;Saint-Waast;02722;Soissons;17,3;15240;20240;26110;0,54;11220;14010;16370;18380;22220;24590;27920;34770;3,1;3,9;0,268;69,3;61,2;3,3;4,8;31,5;7,5;7,7;2,2;3,6;1,9;-16,0;0
027220801;Saint-Médard;02722;Soissons;28,0;12800;16650;22050;0,56;9720;12010;13600;14930;18480;20610;23250;27610;2,8;3,2;0,230;67,1;60,3;4,5;2,3;26,1;3,6;15,2;4,0;7,3;3,9;-12,0;0
027220901;Gare;02722;Soissons;15,6;15520;21490;28690;0,61;11440;14270;17140;19110;24200;27140;31640;40980;3,6;4,9;0,317;67,9;57,7;2,6;7,6;31,0;13,2;6,3;1,8;2,8;1,7;-18,4;0
027380101;Quessy Centre;02738;Tergnier;20,2;13730;18140;23450;0,54;9540;13040;14640;16040;20400;22480;24290;28870;3,0;3,2;0,228;60,2;54,7;3,0;2,5;35,0;4,8;11,8;4,0;5,3;2,5;-11,8;0
027380102;Quessy Cité;02738;Tergnier;30,1;12790;16310;20450;0,47;10330;11930;13140;15190;17850;19410;21550;24680;2,4;2,6;0,189;64,9;;;;26,9;1,9;16,0;5,0;7,1;3,9;-9,7;0
027380201;Vouel;02738;Tergnier;22,1;13750;18820;24260;0,56;10220;12750;14680;16940;20820;22810;25070;29400;2,9;3,2;0,226;62,5;55,8;3,9;2,8;34,7;3,7;11,2;2,9;5,4;2,9;-12,1;0
027380301;Tergnier 1;02738;Tergnier;19,4;14450;19090;23740;0,49;10370;13250;15210;17170;20880;22680;25300;29820;2,9;3,2;0,225;55,2;49,9;3,5;1,8;39,9;5,6;11,3;3,1;5,6;2,6;-12,0;0
027380302;Tergnier 2;02738;Tergnier;35,5;11590;15550;21550;0,64;8840;10680;12270;14010;17710;20260;22700;25930;2,9;3,5;0,246;55,9;49,4;4,4;2,1;32,8;4,6;17,4;4,6;8,5;4,3;-10,7;0
027380401;Fargniers;02738;Tergnier;19,7;14300;18850;23710;0,50;10790;13220;15170;16880;20610;22560;25410;29260;2,7;3,0;0,216;60,1;54,0;3,6;2,5;36,2;5,0;10,4;3,0;5,0;2,4;-11,7;0
028100102;Avenue de Compiegne;02810;Villers-Cotterêts;16,8;15070;20120;26210;0,55;11780;13910;16180;18480;21820;24240;27780;33260;2,8;3,5;0,255;66,6;60,1;3,2;3,3;31,4;9,3;7,5;2,8;2,9;1,8;-14,8;0
028100202;Château;02810;Villers-Cotterêts;14,4;15500;20750;26810;0,54;11800;14500;16700;18470;22400;25030;28560;35290;3,0;4,0;0,277;72,5;65,7;3,2;3,6;27,4;9,9;6,6;2,1;2,9;1,6;-16,4;0
028100302;Pisseleux;02810;Villers-Cotterêts;8,6;17140;21200;26750;0,45;13720;16110;18110;19580;22990;25300;28230;34020;2,5;2,9;0,212;80,9;76,7;2,7;1,5;23,8;4,5;5,5;2,8;1,7;1,0;-14,7;0
028100401;Vivières;02810;Villers-Cotterêts;30,2;12360;15950;20590;0,52;9230;11260;13040;14300;17470;19620;21770;25650;2,8;3,2;0,224;70,2;;;;19,1;2,3;18,7;6,1;8,0;4,6;-10,3;0
