IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6019;DISP_Q119;DISP_MED19;DISP_Q319;DISP_EQ19;DISP_D119;DISP_D219;DISP_D319;DISP_D419;DISP_D619;DISP_D719;DISP_D819;DISP_D919;DISP_RD19;DISP_S80S2019;DISP_GI19;DISP_PACT19;DISP_PTSA19;DISP_PCHO19;DISP_PBEN19;DISP_PPEN19;DISP_PPAT19;DISP_PPSOC19;DISP_PPFAM19;DISP_PPMINI19;DISP_PPLOGT19;DISP_PIMPOT19;DISP_NOTE19
352381105;Torigné Est;35238;Rennes;49,4;10690;13260;17440;0,51;8010;9940;11270;12280;14450;16360;18990;21640;2,7;3,2;0,224;52,1;;;;26,1;2,7;27,3;7,7;12,4;7,2;-8,2;0
352381106;Saint-Benoît;35238;Rennes;47,7;10440;13410;17620;0,54;8300;9640;11200;12240;14510;16640;19070;22260;2,7;3,2;0,232;56,3;50,3;5,0;1,0;21,3;2,4;28,3;8,2;13,3;6,8;-8,3;0
352381107;Suisse;35238;Rennes;36,0;11430;15620;21120;0,62;9210;10820;12310;13950;17690;19890;23080;26230;2,8;3,1;0,229;57,2;50,5;4,7;2,0;32,6;3,4;17,4;4,8;8,2;4,4;-10,6;0
352381108;Portugal;35238;Rennes;14,7;16040;21670;27520;0,53;11420;14750;17120;19760;23800;26050;28910;34160;3,0;3,5;0,236;62,5;57,3;2,9;2,3;40,3;6,2;6,3;2,1;2,9;1,3;-15,3;0
352381109;Henri Fréville Sud-Est;35238;Rennes;20,8;14000;19550;25300;0,58;10860;13070;15390;17810;21590;23920;26950;31210;2,9;3,3;0,230;61,7;56,9;3,3;1,5;36,6;5,8;9,6;2,6;4,6;2,4;-13,7;0
352381201;Les Hautes Chalais;35238;Rennes;21,0;13920;19180;24460;0,55;10750;12950;15340;17510;21330;23420;25950;30100;2,8;3,2;0,224;80,2;75,9;3,3;1,0;17,8;3,7;11,4;3,5;5,1;2,8;-13,1;0
352381202;Henri Fréville Sud-Ouest;35238;Rennes;31,4;12320;16960;22660;0,61;9610;11480;13020;15040;18860;21120;24100;28910;3,0;3,3;0,236;53,3;47,5;3,9;1,9;40,1;4,7;13,8;3,7;6,6;3,5;-11,9;0
352381203;Canada;35238;Rennes;43,5;10700;14200;18580;0,56;8180;9890;11540;12660;15640;17370;20090;23160;2,8;3,4;0,236;54,7;48,6;4,8;1,3;27,6;2,9;24,1;5,5;12,3;6,3;-9,3;0
352381204;Les Cloteaux;35238;Rennes;19,5;14400;20620;26200;0,57;10020;13250;15600;18530;22810;24730;27890;33310;3,3;3,9;0,254;61,0;57,4;2,6;1,0;39,3;6,9;8,0;2,0;4,0;2,0;-15,2;0
352381205;Les Olympiades;35238;Rennes;13,6;16930;22260;27750;0,49;11390;15400;18340;20200;24140;26050;29050;33920;3,0;3,5;0,236;65,7;61,0;2,5;2,2;38,1;7,4;5,3;1,2;2,8;1,3;-16,5;0
352381206;Saint-Yves;35238;Rennes;;20520;26200;33790;0,51;15860;19170;21970;24190;28800;31450;36030;43710;2,8;3,3;0,232;75,2;64,8;2,7;7,7;30,7;9,9;3,5;1,3;1,4;0,8;-19,3;0
352381207;Les Champs Manceaux;35238;Rennes;43,4;10290;14030;18620;0,59;7940;9960;11100;12660;15400;17500;19870;22770;2,9;3,3;0,233;57,4;50,0;6,2;1,2;23,1;2,8;25,4;5,2;13,0;7,2;-8,7;0
352810101;Le Pigeon Blanc;35281;Saint-Jacques-de-la-Lande;11,9;17180;21950;28200;0,50;12470;15830;18220;20200;24110;26610;30430;36300;2,9;3,4;0,231;82,3;74,6;3,4;4,3;22,2;5,5;6,3;1,7;3,0;1,6;-16,3;0
352810201;Centre Ville;35281;Saint-Jacques-de-la-Lande;16,9;14820;19440;24870;0,52;11080;13920;15760;17410;21320;23530;26370;30370;2,7;3,2;0,224;81,9;75,4;3,7;2,8;17,4;4,3;10,5;3,4;4,5;2,6;-14,1;0
352810202;Aéroport-Écarts;35281;Saint-Jacques-de-la-Lande;13,2;16810;21600;27690;0,50;12270;15580;17750;19670;23320;25980;29960;35510;2,9;3,4;0,237;72,2;66,0;2,6;3,6;29,6;7,3;6,8;2,6;2,6;1,6;-15,9;0
352880101;Intra-Muros;35288;Saint-Malo;14,7;16430;22670;31260;0,65;11490;14950;17580;20140;25650;29290;33760;43130;3,8;4,7;0,298;52,6;42,1;4,7;5,8;46,1;16,4;4,1;0,6;2,4;1,1;-19,2;0
352880102;Le Sillon-Courtoisville;35288;Saint-Malo;10,2;17730;25910;37950;0,78;12980;16100;19020;22020;30050;35100;41470;56440;4,3;5,2;0,327;50,5;39,0;2,5;9,0;51,6;16,2;3,4;0,8;1,8;0,8;-21,7;0
352880103;Rocabey;35288;Saint-Malo;12,5;15720;20350;26100;0,51;12400;14830;16820;18630;22660;24790;28260;33720;2,7;3,2;0,229;45,4;39,8;3,2;2,4;53,6;8,5;6,6;1,1;3,7;1,8;-14,1;0
352880104;Le Clos-Cadot-L'Espérance;35288;Saint-Malo;14,9;15900;21580;28760;0,60;11740;14500;17180;19280;23890;27120;31130;37800;3,2;3,9;0,267;58,8;48,9;2,8;7,1;41,6;9,0;6,1;1,5;3,1;1,5;-15,5;0
352880105;Paramé Sud;35288;Saint-Malo;10,7;16800;22180;29290;0,56;12710;15490;17720;20000;24890;27660;31840;38570;3,0;3,6;0,255;53,2;46,4;2,3;4,5;47,4;10,3;5,1;1,2;2,6;1,3;-16,0;0
352880106;Paramé Centre-Rochebonne;35288;Saint-Malo;9,3;18870;27410;37940;0,70;13520;17110;20500;24030;30860;35790;41960;54150;4,0;8,5;0,460;40,5;31,1;1,7;7,7;38,0;41,2;2,4;0,5;1,3;0,6;-22,1;0
352880107;Saint-Ideuc-La Haize;35288;Saint-Malo;;18760;23930;31510;0,53;14250;17630;19930;22050;26210;29510;33800;42730;3,0;4,5;0,322;53,2;43,3;2,7;7,2;40,1;22,1;3,3;1,2;1,4;0,7;-18,7;0
352880108;Rothéneuf-Le Pont;35288;Saint-Malo;;22090;30010;41170;0,64;16250;20370;23320;26730;33470;37860;45290;65590;4,0;7,9;0,450;47,6;40,6;1,6;5,4;39,1;38,3;1,4;0,4;0,7;0,3;-26,4;0
352880109;Paramé Est;35288;Saint-Malo;;18880;25240;34760;0,63;14490;17650;20130;22700;28900;32610;37250;45530;3,1;4,0;0,280;54,0;45,9;2,0;6,1;46,6;15,5;3,0;0,8;1,4;0,8;-19,1;0
352880201;La Découverte;35288;Saint-Malo;28,0;12800;16490;21010;0,50;10290;11960;13540;15050;18340;20040;21950;25220;2,5;2,8;0,205;59,0;52,4;4,7;1,9;29,5;4,0;17,3;3,9;9,2;4,2;-9,8;0
352880202;Saint-Servan Nord;35288;Saint-Malo;11,4;16200;22830;31790;0,68;12640;15020;17630;20180;25230;29430;35350;45130;3,6;4,8;0,319;64,0;52,0;3,0;9,0;36,5;12,5;5,4;0,9;3,1;1,4;-18,4;0
352880203;L'Hôpital;35288;Saint-Malo;18,7;14340;19850;26680;0,62;11200;13370;15460;17720;22340;25120;29110;36780;3,3;4,1;0,285;65,2;55,3;3,5;6,4;34,4;7,2;8,7;1,6;4,8;2,3;-15,5;0
352880204;La Gare-Marville;35288;Saint-Malo;20,6;13730;17850;23150;0,53;10860;13030;14590;16310;19420;21780;24520;29590;2,7;3,1;0,227;54,1;48,0;4,1;2,0;38,4;5,9;13,2;2,4;7,7;3,1;-11,6;0
352880206;La Madeleine-La Hulotais;35288;Saint-Malo;13,0;15720;20020;25270;0,48;12140;14830;16870;18560;21690;24010;27180;31880;2,6;3,0;0,216;59,8;53,9;2,6;3,3;39,9;6,2;7,8;2,5;3,5;1,8;-13,7;0
352880207;Saint-Servan Ouest;35288;Saint-Malo;;19420;25800;36330;0,66;13820;17820;20680;22910;29360;33210;39370;50330;3,6;4,4;0,287;52,6;44,8;2,7;5,1;48,2;16,7;2,7;0,6;1,4;0,7;-20,2;0
352880209;La Flourie-Lorette;35288;Saint-Malo;11,9;18420;24590;33100;0,60;12530;15900;19880;22360;27640;30660;36120;44240;3,5;4,6;0,296;46,5;37,8;1,9;6,8;51,9;15,3;4,4;1,4;2,0;1,0;-18,1;0
352880210;Bellevue-La Guymauvière;35288;Saint-Malo;12,9;15780;20150;24790;0,45;12140;14530;16730;18320;21700;23500;26330;30970;2,6;2,9;0,208;54,0;48,8;3,1;2,1;44,9;5,7;8,0;1,4;4,8;1,8;-12,6;0
352880211;Saint-Servan Sud;35288;Saint-Malo;11,0;17310;23300;32860;0,67;12570;15930;18640;20880;26380;30250;35780;44170;3,5;4,2;0,285;59,0;49,4;2,5;7,1;42,2;12,5;5,2;1,2;2,8;1,2;-18,9;0
352880301;Saint-Servan Rural;35288;Saint-Malo;7,8;17550;22110;28230;0,48;14080;16650;18450;20260;24100;26520;30350;37300;2,6;3,5;0,259;74,6;64,4;2,3;7,9;26,8;11,3;5,1;2,2;1,9;1,0;-17,8;0
352880303;Paramé Rural;35288;Saint-Malo;;18960;24760;32270;0,54;14740;17800;19890;22360;27010;30060;34720;43350;2,9;3,7;0,265;78,7;67,6;3,1;8,0;26,6;11,0;3,4;1,2;1,4;0,8;-19,7;1
353600101;Population Éparse;35360;Vitré;;19180;23190;30280;0,48;15670;18230;20190;21630;25310;28920;32840;38240;2,4;3,0;0,223;83,2;73,1;2,7;7,4;18,1;9,4;4,5;2,5;1,3;0,7;-15,2;0
353600102;Le Rachapt-Bellevue;35360;Vitré;8,7;17520;22760;29110;0,51;13400;16510;18530;20640;24620;27360;30610;36580;2,7;3,3;0,238;81,2;74,7;2,9;3,6;21,3;7,8;6,1;2,7;2,2;1,2;-16,4;0
353600103;Villaudin-Le Val;35360;Vitré;10,2;16990;21600;28820;0,55;13000;15840;18040;19810;23860;26880;30810;37740;2,9;3,5;0,247;83,3;74,4;3,4;5,5;18,2;7,4;7,0;1,9;3,4;1,7;-15,9;0
353600104;La Grange-Plague;35360;Vitré;;18720;22770;29050;0,45;14890;17460;19590;21280;24950;27440;30620;36780;2,5;3,1;0,228;68,4;58,4;2,9;7,1;34,2;10,8;3,7;1,9;1,2;0,6;-17,1;0
353600105;La Motte-Saint-Étienne;35360;Vitré;;16450;21700;27750;0,52;11470;14750;17530;19640;23870;26420;29710;35490;3,1;3,7;0,257;67,6;61,5;2,5;3,6;33,2;7,3;7,5;2,4;3,3;1,8;-15,6;0
353600106;Champ de Foire-La Fleuriais;35360;Vitré;8,9;17770;22330;29270;0,51;13410;16540;18750;20520;24550;27240;31400;39570;3,0;3,8;0,271;69,6;64,5;2,1;3,0;30,4;12,7;4,4;1,4;1,9;1,1;-17,1;0
353600107;Pavillon-Maisons Rouges;35360;Vitré;19,7;14390;19790;26370;0,61;11130;13250;15500;18010;22280;24640;28580;34900;3,1;4,0;0,272;67,8;62,9;2,8;2,1;29,2;9,3;8,6;2,8;3,8;2,0;-14,9;0
360440101;Centre Ville Nord;36044;Châteauroux;18,2;15310;22140;33300;0,81;10880;13860;16630;19240;25220;30160;37730;51990;4,8;7,2;0,400;68,5;53,3;2,9;12,3;28,0;20,5;6,0;0,9;3,2;1,9;-23,0;0
360440102;Centre Ville Sud;36044;Châteauroux;14,7;15730;21430;28630;0,60;11190;14480;17140;19320;23680;26750;30510;37010;3,3;4,1;0,272;63,8;55,5;2,5;5,8;36,4;9,5;7,2;1,4;3,8;2,0;-16,9;0
360440103;Centre Ville les Marins;36044;Châteauroux;12,9;16380;21330;27240;0,51;12360;15310;17350;19270;23280;25870;28980;34670;2,8;3,6;0,250;68,3;61,3;2,8;4,2;33,8;7,6;6,9;1,8;3,3;1,8;-16,6;0
360440201;Beaulieu Ouest;36044;Châteauroux;14,6;15350;19940;24930;0,48;11760;14300;16350;18290;21780;23810;26250;30990;2,6;3,0;0,216;61,7;57,5;2,6;1,6;37,5;5,0;8,9;1,8;4,9;2,2;-13,1;0
360440202;Beaulieu Est;36044;Châteauroux;;10530;13880;18810;0,60;8060;9700;11390;12710;15240;17450;20070;24220;3,0;3,7;0,263;53,3;44,1;5,9;3,3;28,0;3,9;24,3;4,6;12,9;6,8;-9,5;0
360440301;Touvent 1;36044;Châteauroux;;17590;21960;26880;0,42;13610;16780;18610;20320;23740;26010;28220;33390;2,5;2,8;0,209;72,2;67,4;2,5;2,3;30,1;7,3;5,4;2,3;2,0;1,1;-15,0;0
360440302;Touvent 2;36044;Châteauroux;20,9;13920;19860;25930;0,60;10290;12940;15110;17330;21860;24460;27570;32120;3,1;3,8;0,266;60,0;53,3;3,1;3,6;37,2;8,2;9,3;3,2;4,0;2,1;-14,7;0
360440401;Les Grands Champs Est;36044;Châteauroux;17,6;14490;20310;25920;0,56;11720;13730;15680;17820;22330;24680;28030;33170;2,8;3,7;0,262;71,5;63,6;2,6;5,3;29,8;5,9;8,1;2,9;3,6;1,6;-15,3;0
360440402;Les Grands Champs Ouest;36044;Châteauroux;12,1;15850;20010;24490;0,43;12400;14940;17000;18690;21750;23570;25790;30130;2,4;2,8;0,197;66,5;62,2;2,7;1,6;33,2;4,8;8,3;2,1;4,4;1,8;-12,8;0
360440501;Saint-Jean Est et Nord;36044;Châteauroux;40,1;10800;14440;20380;0,66;8680;9990;11660;13150;16270;18630;21940;27100;3,1;3,7;0,261;51,3;43,7;5,3;2,3;33,7;5,2;20,7;5,8;9,6;5,3;-10,9;0
360440502;Saint-Jean Sud 1;36044;Châteauroux;57,8;9300;12140;15790;0,53;7240;8880;9720;11030;13580;14690;16550;19960;2,8;3,2;0,232;42,0;;;;23,2;2,2;38,8;11,5;18,9;8,4;-6,2;0
360440503;Saint-Jean Sud 2;36044;Châteauroux;40,0;11290;14400;18910;0,53;8920;10560;11920;13160;15930;17880;20010;23930;2,7;3,1;0,230;53,0;46,4;5,6;1,0;29,0;3,5;23,6;5,1;12,2;6,3;-9,1;0
360440602;L'Omelon-Belle Étoile;36044;Châteauroux;9,9;17420;22260;28660;0,50;13180;16290;18310;20430;24360;27130;30060;34860;2,6;3,2;0,226;59,6;55,3;2,4;1,9;42,6;8,8;4,9;1,5;2,3;1,1;-15,9;0
360440701;Bitray-le Fontchoir;36044;Châteauroux;15,1;15350;20210;25310;0,49;11820;14300;16460;18220;21990;24320;27000;32510;2,7;3,1;0,225;66,6;60,9;3,0;2,7;33,9;4,9;8,7;2,8;4,1;1,8;-14,1;0
360440801;Saint-Denis Nord;36044;Châteauroux;17,3;14660;20360;26170;0,57;10810;13650;16010;18310;22230;24600;27430;33670;3,1;3,8;0,263;67,1;57,5;3,0;6,6;32,8;6,6;8,9;1,9;4,7;2,3;-15,4;0
360440802;Saint-Denis Sud;36044;Châteauroux;12,1;17620;23650;30760;0,56;12090;16030;18730;21160;25870;28790;33000;38990;3,2;4,0;0,265;71,9;62,8;2,4;6,7;30,7;9,8;5,7;1,4;2,8;1,5;-18,1;0
360440901;Vaugirard-Belle Isle;36044;Châteauroux;23,3;13640;19810;25950;0,62;9840;12480;14790;16880;21880;24290;28170;34420;3,5;4,5;0,296;62,9;58,2;2,6;2,1;33,8;8,7;10,2;3,1;4,8;2,3;-15,6;0
360441001;Saint-Christophe-Les Rocheforts;36044;Châteauroux;18,4;14610;20110;25900;0,56;10840;13590;15900;18240;22220;24440;27430;32200;3,0;3,6;0,248;58,1;51,3;3,6;3,2;39,1;8,1;8,9;2,3;4,4;2,2;-14,2;0
360441101;La Pointerie-La Bourie;36044;Châteauroux;;17940;21980;27510;0,44;14500;16700;18850;20330;23610;25880;28980;35680;2,5;3,4;0,252;59,2;54,1;2,0;3,1;42,2;11,4;4,4;1,3;2,2;0,9;-17,2;0
360441201;Saint-Jacques-Le Grand Poirier;36044;Châteauroux;24,1;13320;18410;24060;0,58;9510;12450;14510;16360;20430;22910;25720;30530;3,2;3,6;0,248;45,2;42,1;2,5;0,6;49,6;5,7;11,6;3,0;6,0;2,6;-12,1;0
360880101;Centre Ville;36088;Issoudun;16,9;15030;20830;27410;0,59;10800;13810;16080;18480;23140;26270;29300;37870;3,5;4,3;0,288;66,6;58,1;2,8;5,7;30,4;12,1;8,1;1,4;4,6;2,1;-17,2;0
360880102;Faubourg Saint-Paterne;36088;Issoudun;15,9;14950;19090;23900;0,47;11450;14100;15880;17400;20840;22790;25160;31500;2,8;3,1;0,226;57,9;52,2;3,4;2,3;39,1;6,2;9,0;2,3;4,6;2,1;-12,2;0
360880103;Faubourg Saint-Martin;36088;Issoudun;13,6;15600;20440;25750;0,50;12000;14390;16730;18630;22370;24310;27460;32070;2,7;3,4;0,245;66,0;58,7;2,5;4,8;32,7;8,4;7,4;1,4;4,3;1,7;-14,5;0
360880104;Bel-Air;36088;Issoudun;23,1;13440;17770;22440;0,51;10370;12230;14320;16090;19560;21410;23600;27200;2,6;3,1;0,220;50,7;46,8;3,5;0,4;41,6;4,5;13,4;2,8;7,2;3,4;-10,2;0
360880105;Faubourg de Rome;36088;Issoudun;13,9;15750;21120;26540;0,51;12240;14610;16740;19230;23000;24960;27990;33290;2,7;3,5;0,248;62,8;58,1;2,4;2,3;36,7;8,7;6,9;1,8;3,5;1,6;-15,1;0
360880106;Courronne;36088;Issoudun;;18010;22450;27820;0,44;13590;16960;18950;20710;23900;26510;29340;34390;2,5;3,0;0,213;63,0;58,2;1,6;3,2;39,8;8,8;3,6;1,5;1,5;0,6;-15,2;0
370030101;Nord-Nord-Est;37003;Amboise;10,3;17080;22740;29190;0,53;13090;15790;18150;20550;24870;27570;31070;38030;2,9;4,0;0,276;65,6;56,7;3,4;5,5;35,9;11,1;5,0;1,6;2,3;1,1;-17,6;0
370030102;Centre 1;37003;Amboise;13,8;16090;21260;28620;0,59;12030;14800;17120;19150;23720;26390;30430;36790;3,1;3,7;0,261;51,2;44,0;3,0;4,2;49,9;9,8;5,6;1,4;2,8;1,4;-16,5;0
370030103;Est-Sud Est;37003;Amboise;;14720;18950;24560;0,52;11130;13470;15430;17300;20910;23100;25950;30550;2,7;3,3;0,234;73,4;66,8;4,6;2,0;23,9;5,7;10,3;4,3;3,9;2,1;-13,3;0
370030104;Centre 2;37003;Amboise;;13760;18880;25590;0,63;10230;12450;14840;16390;21390;23840;28020;34840;3,4;4,1;0,278;57,8;50,3;4,0;3,5;40,0;7,4;9,2;2,4;4,6;2,2;-14,4;0
370030105;Ouest Sud-Ouest;37003;Amboise;;19670;24780;32110;0,50;14730;18500;20740;22720;27420;30400;34240;42410;2,9;3,5;0,248;66,3;59,2;2,8;4,3;39,0;10,1;3,1;1,3;1,1;0,7;-18,5;0
370500101;Fontaine Blanche;37050;Chambray-lès-Tours;9,7;18500;24200;31560;0,54;13270;17060;19660;21870;26570;30020;33800;40600;3,1;3,7;0,254;76,7;70,4;2,6;3,7;27,6;8,8;4,9;1,7;2,0;1,2;-18,0;0
370500102;Branchoire;37050;Chambray-lès-Tours;;16220;22120;29400;0,60;11660;15000;17680;19920;24860;27790;31680;38090;3,3;3,8;0,258;70,0;65,2;3,2;1,6;33,1;6,7;6,4;1,6;3,1;1,7;-16,2;0
370500103;Centre Ville-Pommiers;37050;Chambray-lès-Tours;14,9;15370;20380;27140;0,58;11610;14380;16140;18290;22470;25370;29050;35740;3,1;3,7;0,256;68,0;61,3;3,2;3,5;32,3;6,1;8,6;2,6;3,8;2,2;-15,0;0
370500104;Hippodrome;37050;Chambray-lès-Tours;;21170;27200;36040;0,55;16030;20000;22380;24750;29770;33180;38810;47480;3,0;3,8;0,275;57,5;51,2;1,3;5,0;41,1;18,6;2,5;0,9;1,0;0,6;-19,7;0
371090101;Bourg;37109;Fondettes;;19720;24880;32390;0,51;15000;18480;20660;22870;27500;30460;34740;43510;2,9;3,5;0,249;73,5;66,8;2,1;4,6;33,7;8,4;3,5;1,4;1,3;0,8;-19,1;0
371090102;Est;37109;Fondettes;;22720;29690;39000;0,55;17610;21250;23900;27030;32860;36570;42390;55620;3,2;4,2;0,295;80,1;66,3;2,0;11,8;28,5;14,4;2,2;1,2;0,7;0,3;-25,2;0
371090103;Tiers Restant;37109;Fondettes;5,0;21000;27330;35820;0,54;16370;19740;22290;24980;30240;33710;38870;48380;3,0;3,9;0,283;73,7;65,1;2,1;6,5;28,6;15,9;2,8;1,3;1,0;0,5;-21,0;0
371220101;Centre Est;37122;Joué-lès-Tours;25,6;12910;17460;22170;0,53;9970;12010;13880;15540;19300;21130;23500;27950;2,8;3,2;0,232;56,6;51,7;4,0;0,9;35,6;5,6;13,8;3,8;6,3;3,7;-11,6;0
371220102;Centre Ouest;37122;Joué-lès-Tours;15,0;16230;21050;26240;0,48;11510;15050;17170;19280;22920;25040;27740;32600;2,8;3,3;0,225;71,3;64,8;3,0;3,5;31,6;5,3;6,9;2,0;3,2;1,7;-15,1;0
371220201;Morier Rigny Sud;37122;Joué-lès-Tours;32,6;11700;15770;20750;0,57;8790;10620;12560;14330;17850;19570;21960;25790;2,9;3,4;0,240;63,0;56,4;4,8;1,8;28,4;4,2;15,0;3,4;7,8;3,8;-10,6;0
371220202;Morier Rigny Nord;37122;Joué-lès-Tours;;16940;21940;27450;0,48;12190;15760;18030;19780;23620;25930;28710;36380;3,0;3,8;0,265;67,7;61,5;2,8;3,4;32,8;10,7;4,9;1,5;2,2;1,2;-16,1;0
371220301;Grange Marbellière;37122;Joué-lès-Tours;;18040;22960;28630;0,46;13560;16810;19200;21120;24810;27030;30120;35950;2,7;3,0;0,215;68,2;63,1;2,3;2,8;36,4;7,0;4,5;1,3;2,2;1,0;-16,1;0
371220401;Sainterie Beaulieu Crouzillière;37122;Joué-lès-Tours;;20210;24650;31130;0,44;15880;19350;21130;22860;26770;29340;32760;38790;2,4;2,8;0,208;66,0;60,3;2,2;3,5;40,2;8,7;2,9;1,2;1,1;0,6;-17,8;0
371220501;Épan Lac;37122;Joué-lès-Tours;;20790;25730;32030;0,44;15530;19300;21850;23490;28340;30530;33750;40940;2,6;3,1;0,224;69,5;64,6;1,8;3,1;36,3;9,5;3,1;1,8;0,9;0,4;-18,4;0
371220601;Alouette Grande Bruère;37122;Joué-lès-Tours;11,6;17280;22140;28660;0,51;12160;15990;18630;20430;24530;27070;30550;36650;3,0;3,7;0,245;63,1;59,1;2,4;1,6;40,0;7,2;5,6;1,8;2,4;1,4;-15,9;0
371220701;Alouette Sud;37122;Joué-lès-Tours;14,9;16730;21970;28910;0,55;11390;15370;17940;19850;23990;26960;30610;40450;3,6;4,1;0,273;63,6;56,1;3,3;4,2;39,9;7,9;6,4;1,9;2,8;1,7;-17,8;0
371220702;Vallée Violette;37122;Joué-lès-Tours;11,3;17540;23070;28640;0,48;12760;16040;18810;21150;24990;27330;30270;34800;2,7;3,1;0,218;53,7;49,4;2,2;2,1;49,6;6,7;5,0;1,8;2,2;1,0;-15,0;0
371220801;Rabière Sud;37122;Joué-lès-Tours;;10060;13130;17670;0,58;7710;9440;10490;11670;14680;16490;19040;22620;2,9;3,4;0,239;52,8;46,3;5,4;1,1;25,6;2,6;27,1;7,8;12,4;6,9;-8,1;0
371220802;Rabière Nord;37122;Joué-lès-Tours;49,2;10350;13220;17840;0,57;8400;9730;10970;11930;14670;16570;19400;22330;2,7;3,0;0,220;56,4;50,7;4,9;0,8;24,2;2,3;25,4;7,9;11,8;5,7;-8,3;0
371220803;Rabière Est;37122;Joué-lès-Tours;30,4;12130;16560;21910;0,59;9370;11360;13080;14660;18580;20690;23390;27350;2,9;3,3;0,243;64,4;58,4;4,6;1,4;27,6;3,5;15,8;5,3;6,9;3,6;-11,3;0
371220804;Rabière Ouest;37122;Joué-lès-Tours;29,6;12710;17150;22160;0,55;9600;11520;13290;15240;18620;20850;23480;27420;2,9;3,2;0,229;55,4;50,5;3,8;1,1;37,1;4,1;13,5;4,5;5,6;3,4;-10,1;0
371220901;Sud-Est;37122;Joué-lès-Tours;7,1;18740;23670;29790;0,47;14460;17680;19870;21620;25750;28290;32070;38440;2,7;3,2;0,236;71,9;66,0;2,2;3,7;30,0;11,1;4,2;2,3;1,4;0,5;-17,2;0
371220902;Sud-Ouest;37122;Joué-lès-Tours;9,1;17620;22440;28430;0,48;13240;16340;18730;20710;24800;27020;30640;38020;2,9;3,3;0,238;74,9;68,6;2,4;3,9;27,9;8,3;5,3;2,8;1,6;0,9;-16,4;0
371560101;Coteaux;37156;Montlouis-sur-Loire;;18820;24030;29970;0,46;14890;17470;19700;21940;25990;28550;31900;36920;2,5;2,8;0,208;70,6;66,0;2,3;2,3;35,4;6,1;4,6;2,4;1,3;0,9;-16,7;0
371560102;Centre-Baillet-Bodet;37156;Montlouis-sur-Loire;8,3;18330;23520;29670;0,48;13760;16930;19220;21270;25970;28710;31710;36710;2,7;3,2;0,227;76,3;71,0;2,5;2,8;28,5;6,7;5,1;2,2;1,8;1,1;-16,6;0
371560103;Brossereaux-H.L.M. Croix Blanche;37156;Montlouis-sur-Loire;;15750;21240;27790;0,57;11740;14730;17320;19370;23330;26190;29650;35240;3,0;3,5;0,243;70,5;65,8;2,5;2,2;31,8;5,3;8,0;2,3;3,8;1,9;-15,6;0
371560104;Montlouis Sud et Ouest;37156;Montlouis-sur-Loire;;19120;23850;29730;0,44;14890;18110;20190;21830;25450;28150;31240;36090;2,4;2,9;0,210;75,7;67,4;2,2;6,1;29,5;7,6;3,7;1,8;1,4;0,5;-16,5;0
371560105;Cormier-Miltière-Husseau;37156;Montlouis-sur-Loire;;20090;25700;31240;0,43;15920;19120;21130;23500;27600;29890;33210;38600;2,4;3,0;0,216;75,1;66,5;2,6;6,0;31,8;8,0;3,1;1,6;1,1;0,4;-18,0;0
371950101;Sainte-Anne;37195;La Riche;30,2;12310;17780;24950;0,71;8830;11000;13110;15470;20200;22790;27220;34490;3,9;4,8;0,305;68,5;61,7;3,9;2,9;26,8;7,4;12,2;2,6;6,3;3,3;-14,9;0
371950102;Ronsard Pagnol;37195;La Riche;18,1;14870;19910;25430;0,53;10640;13490;16000;18250;21750;24230;27100;32840;3,1;3,6;0,248;72,0;65,5;3,2;3,3;29,8;4,4;8,6;2,3;4,1;2,2;-14,8;0
371950103;Louis XI;37195;La Riche;;17420;23040;29810;0,54;11800;16230;19100;21200;25090;28160;31640;38630;3,3;3,8;0,249;78,1;70,2;2,8;5,1;26,6;6,1;5,5;1,2;2,6;1,7;-16,3;0
371950104;Les Varennes;37195;La Riche;;16180;22110;27910;0,53;12450;14710;17130;19860;23840;26600;29210;36550;2,9;3,5;0,246;73,5;65,8;3,4;4,3;25,9;10,2;5,9;2,5;2,4;1,0;-15,5;0
372080101;Centre-Le Lac-Grand Cour;37208;Saint-Avertin;;19000;24730;33300;0,58;14410;17580;20210;22460;27070;30600;36540;44440;3,1;4,2;0,293;71,0;58,9;2,4;9,7;35,8;12,2;3,2;1,1;1,3;0,8;-22,2;0
372080102;Hôpital-La Mauberdière;37208;Saint-Avertin;;20370;26500;35560;0,57;16010;19150;21510;24490;29390;33410;37640;47860;3,0;3,8;0,267;62,6;56,6;1,7;4,3;43,3;11,3;2,9;1,2;1,1;0,6;-20,1;0
372080103;Les Cigognes-Les Grands Champs;37208;Saint-Avertin;;15420;21690;32610;0,79;11540;13820;16810;19450;25480;29470;34430;42560;3,7;4,5;0,302;65,1;55,5;2,2;7,4;37,9;9,9;6,5;2,1;2,8;1,6;-19,4;0
372080104;La Camusière;37208;Saint-Avertin;;22160;28830;37590;0,53;16950;20790;23180;26090;32340;35460;40230;47850;2,8;3,4;0,247;71,2;64,1;2,2;4,9;37,5;9,6;2,2;1,0;0,8;0,4;-20,5;0
372080105;Cangé-Aubinière;37208;Saint-Avertin;9,9;19640;26920;38120;0,69;13200;17770;21250;23840;30660;35920;40680;50100;3,8;4,5;0,292;70,4;63,6;1,9;4,9;35,5;11,7;3,5;1,5;1,3;0,7;-21,1;0
