IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6016;DISP_Q116;DISP_MED16;DISP_Q316;DISP_EQ16;DISP_D116;DISP_D216;DISP_D316;DISP_D416;DISP_D616;DISP_D716;DISP_D816;DISP_D916;DISP_RD16;DISP_S80S2016;DISP_GI16;DISP_PACT16;DISP_PTSA16;DISP_PCHO16;DISP_PBEN16;DISP_PPEN16;DISP_PPAT16;DISP_PPSOC16;DISP_PPFAM16;DISP_PPMINI16;DISP_PPLOGT16;DISP_PIMPOT16;DISP_NOTE16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910102;centre ville 2;02691;Saint-Quentin;17,5;14336;22996;36641;0,97;10213;13240;16008;20072;28180;33705;40614;57487;5,6;7,559;0,397;78,7;54,3;2,2;22,2;24,7;15,0;5,5;1,4;2,4;1,7;-23,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910103;centre ville 3;02691;Saint-Quentin;29,0;11689;16830;25192;0,80;8554;10770;12744;14541;19534;22707;27500;37516;4,4;6,192;0,372;71,3;58,7;3,9;8,8;24,5;13,2;10,1;1,9;4,9;3,3;-19,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910104;centre ville 4;02691;Saint-Quentin;29,7;11581;17017;25238;0,80;8591;10812;12506;14705;19791;23400;27354;36724;4,3;5,864;0,357;67,5;57,7;4,3;5,5;26,7;11,0;11,3;2,6;5,0;3,7;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910201;europe-remicourt 1;02691;Saint-Quentin;17,5;14149;19046;26682;0,66;9852;13064;15026;16945;21270;24346;28800;36535;3,7;4,399;0,295;72,6;62,1;3,4;7,2;29,4;7,5;7,2;2,1;2,9;2,3;-16,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910202;europe-remicourt 2;02691;Saint-Quentin;16,1;14553;19564;25230;0,55;10828;13617;15769;17849;21369;23773;26519;31838;2,9;3,575;0,253;68,2;61,7;2,9;3,6;33,4;7,2;6,0;2,0;2,4;1,7;-14,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910203;europe-remicourt 3;02691;Saint-Quentin;18,7;13959;19157;26174;0,64;10380;12763;14914;16901;21758;24175;28764;34910;3,4;4,258;0,290;57,8;49,0;3,2;5,5;42,2;9,7;7,0;2,1;2,6;2,3;-16,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910204;europe-remicourt 4;02691;Saint-Quentin;51,8;9557;12292;17059;0,61;8026;9066;9926;10822;14167;15958;18301;23722;3,0;3,631;0,271;44,2;;;;30,9;7,2;27,6;7,9;11,3;8,3;-9,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910205;europe-remicourt 5;02691;Saint-Quentin;59,6;9176;11359;15330;0,54;7618;8678;9645;10508;12513;14518;16376;19373;2,5;2,847;0,215;41,4;;;;27,9;2,1;34,9;8,1;16,0;10,9;-6,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910206;europe-remicourt 6;02691;Saint-Quentin;49,1;9590;12749;17693;0,64;7283;9121;9971;11077;14217;16288;19200;23609;3,2;3,340;0,247;31,5;;;;51,1;4,4;21,8;5,6;9,3;6,9;-8,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910207;europe-remicourt 7;02691;Saint-Quentin;37,7;10679;14453;19729;0,63;8553;9917;11401;12801;16369;18128;20723;24590;2,9;3,196;0,234;37,0;;;;51,2;5,5;16,2;3,6;7,1;5,5;-9,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910208;europe-remicourt 8;02691;Saint-Quentin;16,6;14992;20956;28468;0,64;9565;13617;16412;18455;23694;26552;30743;37763;3,9;4,859;0,305;70,2;61,7;2,4;6,1;32,1;10,7;5,7;2,0;2,2;1,4;-18,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910209;europe-remicourt 9;02691;Saint-Quentin;19,7;13832;19761;29053;0,77;10169;12500;15106;17509;22350;26415;31450;39694;3,9;4,918;0,315;71,4;61,7;2,5;7,2;30,5;9,0;6,8;2,0;2,6;2,2;-17,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910301;isle 1;02691;Saint-Quentin;32,4;11272;15779;20267;0,57;8524;10399;12131;14094;17221;19080;21596;25979;3,0;3,792;0,265;66,4;58,6;4,8;3,0;25,7;4,9;14,9;3,8;6,7;4,3;-11,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910302;isle 2;02691;Saint-Quentin;24,6;12690;17869;22605;0,55;9186;11763;13779;15935;19703;21601;23775;28162;3,1;3,534;0,243;63,9;57,1;3,1;3,7;35,5;5,4;8,4;2,6;3,6;2,2;-13,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910303;isle 3;02691;Saint-Quentin;;11037;14793;19194;0,55;8434;10252;11877;13301;16150;17937;20257;23256;2,8;3,207;0,228;47,4;;;;39,9;3,4;18,7;3,8;9,0;5,9;-9,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910304;isle 4;02691;Saint-Quentin;29,4;11688;15827;20564;0,56;8867;10571;12602;14097;17554;19723;22051;26297;3,0;3,626;0,257;58,8;50,3;4,6;3,8;33,0;5,0;14,5;4,1;6,0;4,3;-11,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910401;Saint-Martin-Oestres 1;02691;Saint-Quentin;26,2;12211;16686;22335;0,61;9531;11294;13254;14901;18697;21101;23674;29089;3,1;3,735;0,266;59,3;50,9;3,7;4,7;35,9;6,2;12,0;3,6;5,0;3,3;-13,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910402;Saint-Martin-Oestres 2;02691;Saint-Quentin;27,3;12191;16863;20986;0,52;9376;11440;12908;15114;18404;20159;22371;27385;2,9;3,377;0,238;67,0;59,0;4,5;3,5;29,2;4,4;11,5;3,0;5,3;3,2;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910403;Saint-Martin-Oestres 3;02691;Saint-Quentin;20,7;13324;17840;22395;0,51;9943;12419;14132;15888;19362;21395;23929;28358;2,9;3,145;0,225;58,6;53,9;3,2;1,5;39,4;5,2;9,6;3,2;4,1;2,3;-12,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910501;vermandois 1;02691;Saint-Quentin;28,7;11913;16338;20890;0,55;9179;10842;12673;14448;18251;19789;22627;26667;2,9;3,556;0,251;61,4;54,8;3,9;2,7;32,4;6,1;12,4;3,4;5,5;3,5;-12,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910502;vermandois 2;02691;Saint-Quentin;30,6;11662;16448;22521;0,66;9386;11071;12363;14215;18494;21226;23693;29858;3,2;3,999;0,283;63,3;55,5;3,5;4,3;29,1;7,6;13,6;4,1;5,9;3,6;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910503;vermandois 3;02691;Saint-Quentin;;9583;12514;17251;0,61;7607;8935;10055;11339;14186;16293;18489;22113;2,9;3,373;0,242;50,3;43,5;5,8;1,0;28,0;3,5;26,5;5,7;12,6;8,2;-8,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910504;vermandois 4;02691;Saint-Quentin;20,6;13429;18652;24602;0,60;10239;12388;14492;16582;20570;22932;25960;31009;3,0;3,518;0,252;57,0;49,9;2,6;4,5;42,3;5,7;8,4;3,1;3,2;2,1;-13,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910601;Saint-Jean;02691;Saint-Quentin;23,9;12887;17359;22599;0,56;9544;11635;13851;15714;19222;21439;24072;29624;3,1;3,739;0,259;65,8;58,3;4,0;3,5;30,7;6,6;10,6;3,3;4,6;2,7;-13,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220101;Presles 1;02722;Soissons;42,5;10035;13338;18944;0,67;7790;9146;10974;12151;15011;17362;20683;25695;3,3;4,404;0,302;43,0;35,5;4,9;2,6;39,2;9,5;20,0;5,8;8,1;6,1;-11,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220102;Presles 2;02722;Soissons;61,9;8578;11253;15072;0,58;6580;8199;9142;10277;12244;13625;15804;19300;2,9;3,222;0,228;48,4;;;;19,7;2,3;35,6;9,3;16,2;10,1;-6,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220103;Presles 3;02722;Soissons;48,8;9840;12680;16644;0,54;7230;8858;10384;11353;14018;15621;17589;21387;3,0;3,619;0,255;53,9;45,4;7,3;1,2;26,1;5,1;23,8;5,8;10,2;7,8;-8,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220201;Maupas;02722;Soissons;25,0;12461;15970;20136;0,48;9258;11567;13223;14551;17433;19084;21449;25324;2,7;2,954;0,212;52,5;47,8;4,4;0,3;42,2;4,6;11,3;3,3;4,1;3,9;-10,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220301;Longues Baies;02722;Soissons;;18023;23818;31465;0,56;13755;16788;19853;21794;26343;29521;33995;42633;3,1;3,809;0,265;67,0;56,2;2,3;8,5;36,9;12,3;2,8;1,2;0,9;0,6;-19,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220401;Saint-Crepin;02722;Soissons;36,6;11113;14284;18770;0,54;8808;10561;11834;12862;15888;17592;19987;23270;2,6;3,121;0,228;46,8;40,1;5,9;0,8;37,7;5,2;19,4;3,5;9,7;6,2;-9,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220501;Centre 1;02722;Soissons;;16123;21936;30825;0,67;12638;15118;17355;19939;24583;28516;33349;43853;3,5;4,697;0,320;64,6;54,8;1,9;7,9;33,8;17,1;3,8;1,5;1,3;1,0;-19,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220502;Centre 2;02722;Soissons;21,0;13498;18481;25885;0,67;9614;12144;14292;16283;20877;24183;28382;37155;3,9;4,651;0,308;58,2;48,7;3,9;5,6;37,3;13,0;8,1;2,0;3,5;2,6;-16,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220503;Centre 3;02722;Soissons;18,4;14204;19740;28786;0,74;9560;12808;15126;17471;22362;25711;32305;44039;4,6;6,045;0,358;66,6;50,1;2,8;13,8;30,0;18,2;6,4;1,7;2,6;2,1;-21,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220601;Chevreux;02722;Soissons;;9310;12891;17043;0,60;7416;9022;9803;11200;14158;15845;18743;22959;3,1;3,412;0,252;57,6;51,1;6,0;0,6;20,6;3,4;27,5;9,1;10,9;7,5;-9,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220701;Saint-Waast;02722;Soissons;16,4;14248;18978;25090;0,57;10768;13298;15238;17193;21126;23561;26724;31949;3,0;3,856;0,269;69,2;59,4;3,6;6,1;30,8;8,4;7,3;2,6;2,5;2,2;-15,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220801;Saint-Medard;02722;Soissons;23,1;12956;16309;20876;0,49;9931;11950;13559;14853;17735;19977;22246;27189;2,7;3,210;0,229;69,6;62,0;5,4;2,2;24,1;6,0;12,9;3,7;5,0;4,1;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220901;Gare;02722;Soissons;17,0;14723;19880;27846;0,66;10335;13499;15773;17827;22276;25369;30955;38917;3,8;4,981;0,315;68,1;58,1;2,3;7,7;30,5;13,8;6,2;2,0;2,5;1,7;-18,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380101;Quessy Centre;02738;Tergnier;24,6;12573;17593;22372;0,56;9592;11496;13791;15636;19066;21159;23536;27436;2,9;3,324;0,237;60,6;54,1;3,4;3,1;36,2;5,0;10,4;3,9;3,9;2,6;-12,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380102;Quessy Cite;02738;Tergnier;26,4;12242;15564;19477;0,46;9749;11579;12922;14207;17130;18673;20538;23687;2,4;2,677;0,195;67,5;;;;27,1;1,9;13,6;4,7;4,5;4,3;-10,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380201;Vouel;02738;Tergnier;22,3;12948;17383;22741;0,56;9741;11938;13916;15871;19712;21530;23699;28012;2,9;3,212;0,227;60,6;54,1;4,2;2,3;36,2;4,3;10,5;2,9;4,5;3,2;-11,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380301;Tergnier 1;02738;Tergnier;22,3;13057;17714;23489;0,59;9482;12028;14041;15956;19745;22332;25191;30040;3,2;3,497;0,243;55,9;49,6;3,8;2,5;40,1;6,6;9,8;3,1;3,9;2,7;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380302;Tergnier 2;02738;Tergnier;34,9;10643;15067;20338;0,64;8718;10006;11551;13207;17064;19379;21553;25660;2,9;3,517;0,252;56,4;49,8;4,8;1,8;32,4;5,6;16,4;4,3;7,3;4,8;-10,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380401;Fargniers;02738;Tergnier;22,3;13217;17700;22029;0,50;9912;12082;14208;16032;19385;21261;23293;27854;2,8;3,176;0,225;62,0;55,6;3,6;2,8;35,2;5,6;9,3;3,3;3,6;2,5;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
028100102;Avenue de Compiegne;02810;Villers-Cotterêts;15,8;14348;18726;24301;0,53;11172;13214;15186;17073;20632;22759;26191;32319;2,9;3,593;0,256;64,7;59,2;3,0;2,5;33,3;10,1;6,8;2,5;2,2;2,1;-14,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
028100202;Chateau;02810;Villers-Cotterêts;14,6;14802;19903;25582;0,54;11140;13722;15868;17782;21783;24097;27748;34470;3,1;3,872;0,271;73,6;66,4;3,4;3,8;27,6;10,0;5,7;2,0;1,9;1,7;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
028100302;Pisseleux;02810;Villers-Cotterêts;7,2;16532;20209;24929;0,42;13401;15549;17281;18729;21748;23668;26475;30557;2,3;2,725;0,200;80,7;75,5;2,8;2,4;23,2;4,9;5,4;3,1;1,3;1,0;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
028100401;Vivieres;02810;Villers-Cotterêts;30,4;11808;15405;19978;0,53;9293;10937;12397;13908;17044;19006;21026;24796;2,7;3,026;0,219;73,4;66,9;5,4;1,1;17,9;2,3;16,8;6,1;5,5;5,1;-10,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950101;Centre Historique;03095;Cusset;25,1;12469;17370;22618;0,58;9183;11069;13583;15698;19182;21370;24511;32255;3,5;4,524;0,300;53,3;41,9;3,0;8,4;40,5;10,4;10,4;2,2;5,0;3,2;-14,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950102;Montbeton-Les Joncheres;03095;Cusset;;13697;19001;24563;0,57;10248;12831;14627;16721;20891;23109;26228;31743;3,1;3,627;0,257;57,6;51,1;3,1;3,4;38,7;10,0;8,2;2,4;3,7;2,1;-14,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950103;Presles-Puybesseau;03095;Cusset;27,8;11961;16111;21237;0,58;8889;10964;12799;14424;18042;20219;22756;27253;3,1;3,569;0,249;58,8;52,8;4,0;2,1;34,1;6,6;13,3;3,1;6,2;4,0;-12,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950105;Champcourt-Zone Industrielle;03095;Cusset;10,6;15632;20276;25758;0,50;12367;14505;16669;18677;22193;24244;27203;32686;2,6;3,322;0,242;61,5;51,7;2,9;6,9;40,1;9,6;4,7;1,6;1,8;1,2;-15,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950106;Zone Verte;03095;Cusset;;17730;22516;27930;0,45;13633;16860;18723;20386;24464;26461;30515;35495;2,6;3,041;0,223;69,3;60,6;2,4;6,4;33,9;10,5;2,9;1,3;1,0;0,6;-16,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950111;Boulaires-Graves-Chambon étendu;03095;Cusset;14,3;14998;19582;25649;0,54;11636;13833;16144;17968;21686;24069;27307;33125;2,8;3,476;0,248;55,7;48,5;2,5;4,7;43,5;10,2;5,7;2,0;2,1;1,6;-15,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850101;Cite Bretonnie-Chatelet-Favieres-Conches;03185;Montluçon;22,6;13005;19121;27124;0,74;9718;11933;14285;16667;21769;24917;30530;41479;4,3;5,972;0,363;63,6;49,5;2,9;11,2;31,3;17,6;8,2;1,6;4,0;2,6;-20,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850102;Dienat-Forges;03185;Montluçon;21,2;13380;18590;25559;0,66;9621;12237;14332;16323;21381;23853;27720;35494;3,7;4,755;0,310;63,8;52,5;3,6;7,7;33,8;11,0;8,4;1,5;4,1;2,8;-17,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850103;Chantoiseau-Faucheroux;03185;Montluçon;20,8;13025;18577;24839;0,64;9897;12430;14284;16457;20397;23062;26590;32332;3,3;3,755;0,262;58,6;53,7;2,6;2,2;36,8;10,4;9,0;2,0;4,4;2,7;-14,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850104;Fours à Chaux;03185;Montluçon;20,0;13492;17729;22679;0,52;10100;12585;14411;16205;19445;21529;24097;28478;2,8;3,228;0,224;57,3;50,9;3,9;2,5;38,0;7,4;9,7;2,0;4,8;2,8;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850105;Montcourtais;03185;Montluçon;30,4;11381;16320;21303;0,61;8458;10260;12464;14163;18217;20010;22481;26009;3,1;3,668;0,248;50,2;45,6;3,9;0,7;40,5;8,0;12,6;3,1;6,0;3,5;-11,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850106;Ville Gozet;03185;Montluçon;32,8;11257;15119;20337;0,60;8368;10313;12080;13745;16889;18931;21643;25460;3,0;3,779;0,261;49,8;40,9;4,3;4,7;38,1;7,8;16,7;3,0;8,5;5,3;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850108;Montgacher-Cordeliers;03185;Montluçon;16,9;14171;19400;25702;0,59;10398;13121;15141;17381;21489;24077;27425;32286;3,1;3,632;0,252;64,3;58,1;3,0;3,2;34,5;9,1;7,1;1,9;3,3;1,9;-15,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850110;Rimard-Marignon;03185;Montluçon;11,8;15486;21581;28528;0,60;11863;14294;16691;19139;23840;26369;30291;37805;3,2;3,935;0,270;61,1;52,7;2,3;6,1;40,7;11,4;4,3;1,4;1,7;1,2;-17,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850111;Saint-Jean;03185;Montluçon;9,9;16422;21913;29487;0,60;12532;15183;17621;19900;24207;27711;32907;39336;3,1;3,931;0,273;62,8;52,8;2,2;7,8;39,5;11,6;4,2;1,6;1,5;1,1;-18,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850112;Les Iles-Buffon;03185;Montluçon;15,7;14309;19107;24781;0,55;10522;13261;15256;17288;21186;23553;26381;31174;3,0;3,505;0,247;56,7;50,2;3,2;3,3;42,2;8,6;6,9;2,3;2,6;2,0;-14,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850113;Fontbouillant;03185;Montluçon;29,4;11875;15836;21481;0,61;8872;10901;12603;14214;17595;20146;22834;26923;3,0;3,526;0,247;51,7;47,0;3,7;1,0;39,5;6,9;13,6;3,3;6,2;4,1;-11,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850114;La Caserne-Les Guineberts;03185;Montluçon;17,9;13975;19059;24328;0,54;10266;13054;15108;17015;20965;22893;25915;31253;3,0;3,518;0,242;56,6;51,5;2,8;2,3;40,4;9,1;7,7;1,6;3,8;2,3;-13,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850115;Bien Assis;03185;Montluçon;34,3;10399;15491;21068;0,69;8176;9812;11639;13904;17677;19602;22682;27253;3,3;3,799;0,262;40,9;36,2;3,3;1,4;44,7;7,8;17,6;3,2;9,0;5,4;-11,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850116;Marais-Villars;03185;Montluçon;17,3;14126;18744;23529;0,50;10419;12758;14934;17033;20193;21982;25055;29167;2,8;3,191;0,223;46,6;41,6;3,3;1,7;48,3;10,4;7,6;1,6;3,8;2,2;-12,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850117;Viviani-Dunlop;03185;Montluçon;30,7;11476;15489;20199;0,56;8814;10555;12447;13749;17178;19239;21280;25311;2,9;3,239;0,230;45,4;39,7;4,2;1,5;43,8;7,0;13,9;2,7;6,7;4,5;-10,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031900101;Centre Historique;03190;Moulins;20,1;13629;19352;27435;0,71;10020;12426;14675;17163;21809;24574;30093;41196;4,1;5,390;0,335;69,9;56,9;3,3;9,6;28,7;11,4;7,7;1,2;3,7;2,8;-17,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031900102;Centre Moderne;03190;Moulins;17,5;14335;19407;27070;0,66;10734;13123;15364;17362;21642;24906;29453;37242;3,5;4,603;0,304;60,2;50,4;2,9;6,9;35,3;14,6;6,4;1,1;3,0;2,3;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031900103;Les Gateaux;03190;Moulins;18,9;14082;18527;23369;0,50;10002;12863;15121;16516;20252;22527;24950;30300;3,0;3,371;0,234;66,9;62,3;2,7;2,0;30,5;6,6;9,3;2,3;4,3;2,7;-13,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031900104;Quartier Nord;03190;Moulins;26,9;12035;16810;22214;0,61;9167;11057;13065;15045;18387;20765;23794;29083;3,2;3,649;0,254;60,5;54,1;4,1;2,3;32,2;7,0;12,9;2,7;6,4;3,8;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
