IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6014;DISP_Q114;DISP_MED14;DISP_Q314;DISP_EQ14;DISP_D114;DISP_D214;DISP_D314;DISP_D414;DISP_D614;DISP_D714;DISP_D814;DISP_D914;DISP_RD14;DISP_S80S2014;DISP_GI14;DISP_PTSAC14;DISP_PBEN14;DISP_PPEN14;DISP_PPAT14;DISP_PPSOC14;DISP_PPFAM14;DISP_PPMINI14;DISP_PPLOGT14;DISP_PIMPOT14;note
280880201;Beauvoir Ouest;28088;Châteaudun;44,3;9468,5;12959,3;17662,0;0,6;7461,0;8788,5;10222,0;11784,8;14337,1;16262,0;19299,3;22666,7;3,0;3,4;0,2;49,0;0,5;35,1;5,4;18,9;6,1;6,4;6,4;-8,9;0
280880202;Beauvoir Est;28088;Châteaudun;25,9;12112,0;16506,0;21550,7;0,6;8660,3;10845,2;13087,2;14717,4;18138,0;19979,0;22637,6;26999,0;3,1;3,5;0,2;54,2;2,5;37,4;7,4;10,8;4,9;2,9;3,1;-12,3;0
281340101;Plateau Nord;28134;Dreux;18,9;13546,7;18147,5;22854,9;0,5;10365,7;12724,8;14475,0;16486,0;20123,0;21694,7;23947,8;28510,4;2,8;3,3;0,2;67,8;3,1;28,0;4,9;8,7;3,8;3,0;1,8;-12,5;0
281340201;Ferots-Ste Eve;28134;Dreux;15,6;13762,0;18121,0;22497,8;0,5;11240,5;13045,8;14758,9;16457,0;19601,5;21405,0;23945,0;27868,7;2,5;2,9;0,2;64,3;1,7;32,8;4,9;8,5;4,3;2,5;1,7;-12,2;0
281340202;Bates Ouest;28134;Dreux;42,4;9942,2;13374,2;17153,0;0,5;8049,4;9345,2;10570,4;11849,7;14699,0;16126,5;17905,0;21814,3;2,7;3,2;0,2;;;;;;;;;;0
281340203;Sablonnieres;28134;Dreux;19,0;13471,7;17366,0;21681,1;0,5;9882,3;12485,2;14288,0;16091,0;19152,0;20498,0;22882,4;26891,0;2,7;3,0;0,2;75,4;0,9;24,6;3,8;7,7;3,5;2,1;2,1;-12,4;0
281340204;Bates Est;28134;Dreux;31,2;11452,5;15618,6;20372,7;0,6;8566,1;10559,0;12090,0;13823,3;17280,0;19054,0;21887,3;27045,2;3,2;3,7;0,3;69,1;2,2;21,4;4,4;14,5;5,6;4,8;4,1;-11,6;0
281340301;Falaise;28134;Dreux;17,9;14336,3;19372,7;24262,2;0,5;10062,9;12945,8;15304,6;17389,3;20730,7;23021,3;25650,0;30490,6;3,0;3,7;0,2;67,7;2,6;31,8;5,9;5,9;2,9;1,7;1,3;-13,9;0
281340302;Centre Ville;28134;Dreux;16,1;14407,0;19884,0;29641,5;0,8;10155,3;13306,2;15263,2;17634,0;22898,0;26393,2;32524,0;44015,2;4,3;5,7;0,4;69,8;13,3;19,9;13,7;5,1;2,1;1,4;1,6;-21,8;0
281340303;Gare;28134;Dreux;14,1;15136,8;20212,8;27027,2;0,6;10910,0;13986,9;15998,0;17987,2;22524,7;25123,1;29919,0;37546,5;3,4;4,3;0,3;63,3;4,9;32,9;11,8;4,8;1,9;1,3;1,6;-17,7;0
281340401;Rieuville;28134;Dreux;24,4;12331,0;16477,2;21135,9;0,5;8971,7;11396,2;13096,1;14543,8;18246,5;19834,2;22785,0;26528,7;3,0;3,4;0,2;56,5;1,5;35,5;5,8;11,5;5,7;3,0;2,8;-10,8;0
281340402;Rochelles;28134;Dreux;19,1;13391,5;18141,3;23170,4;0,5;9925,4;12598,8;14475,3;16341,5;19926,8;21657,3;24864,7;31154,7;3,1;3,8;0,3;64,1;3,9;32,8;6,7;6,5;3,8;1,4;1,3;-14,0;0
281340501;Lievre d'Or;28134;Dreux;;11129,4;15591,9;20063,8;0,6;8783,0;10504,0;11940,7;13781,7;17236,0;18887,2;21078,6;25885,4;2,9;3,7;0,3;;;;;;;;;;0
281340502;Chamards;28134;Dreux;63,2;8620,3;10946,2;13970,7;0,5;6578,3;8071,1;9040,0;10041,5;11867,1;13243,8;15305,7;18132,2;2,8;3,2;0,2;53,4;0,9;15,9;1,7;34,0;13,2;10,4;10,4;-5,9;0
281340503;Croix Tienac;28134;Dreux;51,4;9409,2;12057,8;15471,7;0,5;7332,4;8556,7;9737,2;10799,6;13294,5;14735,5;16290,9;18501,4;2,5;2,7;0,2;;;;;;;;;;0
281340504;Haricot;28134;Dreux;42,5;9959,4;13222,0;17250,0;0,6;7878,7;9247,8;10701,8;11977,5;14499,5;16292,7;18402,0;21321,6;2,7;3,2;0,2;57,2;0,5;25,9;3,0;21,7;7,0;8,0;6,6;-8,3;0
282180101;Paradis-Vieux Puits-Finistère;28218;Lucé;34,9;10888,0;13965,0;18326,0;0,5;8236,2;10101,8;11589,2;12697,1;15546,0;17393,9;19645,6;22919,6;2,8;3,1;0,2;64,4;0,7;24,5;3,3;17,2;5,6;6,5;5,1;-10,1;0
282180102;Maréchal Leclerc;28218;Lucé;17,4;13921,0;18523,2;23670,7;0,5;10284,6;13073,3;14960,0;16891,5;20162,0;22636,0;24984,6;29862,0;2,9;3,4;0,2;73,5;2,4;24,4;5,6;8,3;3,5;2,5;2,2;-14,2;0
282180201;Centre Ancien;28218;Lucé;16,3;14128,5;17937,2;23054,0;0,5;10426,7;13083,9;15051,4;16500,0;19872,8;21896,0;24238,6;28539,0;2,7;3,2;0,2;70,7;1,5;30,1;5,2;6,4;2,0;2,1;2,2;-13,9;0
282180301;Bruxelles Beguines;28218;Lucé;;11145,7;13838,9;17302,0;0,4;8577,0;10195,0;11658,0;12751,3;14932,5;16446,0;18296,4;20983,0;2,4;2,8;0,2;64,7;0,9;20,6;2,7;20,2;6,8;6,6;6,8;-9,1;0
282180302;Carreaux;28218;Lucé;;17775,0;22367,3;28022,0;0,5;13983,0;16521,2;18688,1;20465,6;24026,0;26462,7;29974,7;34209,3;2,4;2,8;0,2;63,4;1,4;41,7;6,5;3,0;1,8;0,5;0,7;-16,0;0
282180401;Nord;28218;Lucé;12,3;15326,7;20106,0;25826,0;0,5;11315,4;14315,2;16550,7;18564,3;22038,0;24337,3;27355,6;32747,3;2,9;3,2;0,2;60,0;2,5;39,7;7,7;5,1;2,1;1,5;1,5;-15,0;0
282290101;Est;28229;Mainvilliers;11,5;15678,8;20306,8;26276,7;0,5;11723,0;14482,0;16584,8;18408,0;22159,4;24798,9;27699,1;33441,5;2,9;3,4;0,2;76,6;3,0;25,2;6,5;5,1;2,0;1,5;1,6;-16,4;0
282290102;Nord;28229;Mainvilliers;;15570,3;19962,9;25115,3;0,5;11539,4;14677,5;16427,0;18336,2;21893,5;23712,0;26944,7;31862,0;2,8;3,1;0,2;51,3;2,1;47,6;8,8;4,4;2,0;1,1;1,3;-14,2;0
282290201;Tallemont;28229;Mainvilliers;;9142,5;12156,0;16530,0;0,6;7125,2;8821,1;9656,6;10908,7;13212,2;15504,6;17542,0;22739,0;3,2;3,7;0,3;59,1;1,9;20,9;4,7;23,0;8,3;8,2;6,5;-9,6;0
282290202;Bretagne;28229;Mainvilliers;37,7;10372,4;13692,9;17992,9;0,6;7809,2;9555,7;11187,8;12631,6;15059,4;16750,0;19121,7;23720,5;3,0;3,8;0,3;;;;;;;;;;0
282290301;Vauroux-Grandes Ruelles;28229;Mainvilliers;;17981,3;22357,3;27995,0;0,4;13707,1;16915,4;18967,3;20593,5;24175,1;26554,0;29886,0;34845,0;2,5;2,9;0,2;75,1;2,8;27,2;8,3;4,0;2,5;0,7;0,8;-17,4;0
282800101;Centre Ville Nord;28280;Nogent-le-Rotrou;14,3;15100,0;19707,0;25832,0;0,5;10855,3;13773,0;16038,0;17628,0;21772,0;24116,7;27576,0;34661,3;3,2;4,2;0,3;53,6;7,6;36,6;14,9;4,8;1,4;1,7;1,7;-17,5;0
282800102;Plateau et Ecarts Est;28280;Nogent-le-Rotrou;;17050,0;21613,0;26103,3;0,4;13480,0;15855,0;18042,7;19880,0;23220,7;25162,9;27935,3;32723,0;2,4;2,8;0,2;51,9;3,4;45,5;11,0;3,5;1,7;0,8;0,9;-15,3;0
282800103;Centre Ville Sud;28280;Nogent-le-Rotrou;14,1;14605,3;19665,0;25144,3;0,5;11086,3;13409,3;15635,0;17780,0;21920,5;24084,5;26793,3;34894,0;3,1;3,8;0,3;54,6;7,0;36,8;11,3;6,1;2,5;1,9;1,7;-15,8;0
282800104;Gauchetieres Sud et Ecarts Ouest et Sud;28280;Nogent-le-Rotrou;32,2;10704,8;15457,0;20640,5;0,6;8154,3;9760,8;11885,3;13565,6;17412,2;19614,7;22078,0;25918,0;3,2;3,7;0,3;45,8;2,7;40,4;7,5;14,8;3,9;5,8;5,1;-11,2;0
282800105;Gauchetieres Nord et Ecarts Nord;28280;Nogent-le-Rotrou;;13410,0;18116,3;22878,7;0,5;9560,0;12474,7;14679,3;16251,5;19770,0;21863,3;23900,0;28221,0;3,0;3,4;0,2;43,6;2,9;49,0;10,9;6,6;2,2;2,5;2,0;-13,0;0
284040101;Tabellonne;28404;Vernouillet;49,5;9393,3;12252,7;15755,7;0,5;7232,1;9007,4;9948,3;11298,3;13222,0;14681,0;16625,2;19105,0;2,6;3,0;0,2;53,7;1,3;20,3;1,9;29,3;9,1;11,1;9,2;-6,5;0
284040102;Croix Giboreau;28404;Vernouillet;16,4;13810,5;18190,3;23218,7;0,5;10723,0;12696,7;14913,9;16512,0;20080,4;22138,0;24175,3;27690,6;2,6;3,0;0,2;58,2;1,3;38,7;6,5;7,7;3,5;2,5;1,8;-12,4;0
284040103;Centre-Corvée;28404;Vernouillet;12,6;14856,7;19218,3;24002,2;0,5;11681,7;13954,8;15645,7;17514,4;20884,0;22642,0;25307,5;30172,7;2,6;3,0;0,2;65,7;3,2;31,6;6,1;7,2;4,6;1,3;1,4;-13,8;0
284040104;Saint-Thibault Vauvettes;28404;Vernouillet;12,8;14795,4;19083,0;23787,5;0,5;11412,3;13949,2;15350,0;16942,7;20775,0;22773,0;25448,3;30390,7;2,7;3,2;0,2;69,2;2,4;29,5;7,1;6,4;3,9;1,2;1,3;-14,6;0
284040105;Europe;28404;Vernouillet;;10456,5;13858,0;18447,3;0,6;8025,6;9903,8;11033,3;12324,5;15203,3;17299,6;20401,5;25321,3;3,2;3,7;0,3;;;;;;;;;;0
290190103;Kerargaouyat-Le Cruguel;29019;Brest;;17190,0;22866,2;30638,7;0,6;13158,5;16144,0;18340,4;20887,3;25218,0;28622,1;32738,7;38325,3;2,9;3,4;0,2;73,8;4,2;26,8;8,7;4,2;2,7;0,7;0,9;-17,7;0
290190104;Poulleder-Kernabat;29019;Brest;;18227,8;22234,4;28781,4;0,5;14146,7;16935,0;19217,0;20648,0;24571,4;26998,0;30312,7;36251,3;2,6;2,9;0,2;65,3;2,9;34,5;9,5;4,4;2,4;1,1;0,9;-16,6;0
290190105;Saint-Pierre;29019;Brest;25,4;12185,4;16821,0;22316,0;0,6;8947,5;11167,0;13030,6;15051,2;18514,0;20668,2;24154,0;29864,0;3,3;3,9;0,3;58,6;4,0;30,2;7,3;13,2;3,7;5,4;4,1;-13,3;0
290190106;Mesdoun;29019;Brest;;17410,7;22078,0;30100,6;0,6;13952,1;16653,4;18255,3;20182,8;24540,6;28356,8;32420,0;40898,0;2,9;3,6;0,3;67,6;5,1;30,6;12,2;3,9;2,5;0,7;0,8;-19,4;0
290190107;Kerbonne;29019;Brest;13,5;15391,5;20248,0;26820,5;0,6;11484,0;14274,0;16132,0;18238,0;22485,7;25334,3;29499,6;36990,7;3,2;3,9;0,3;71,6;3,4;25,1;9,5;6,7;1,9;2,7;2,1;-16,3;0
290190108;Les Quatre Moulins;29019;Brest;13,1;15125,0;19666,8;24840,4;0,5;11077,6;14118,7;16229,0;17899,0;21600,5;23375,2;26675,2;31682,0;2,9;3,2;0,2;65,6;2,8;32,4;7,7;6,7;2,2;2,4;2,1;-15,2;0
290190109;Kerourien Sud;29019;Brest;18,5;13610,0;18035,0;23604,4;0,6;9737,5;12697,8;14295,0;16240,7;20150,0;22090,0;25258,8;30588,0;3,1;3,5;0,2;61,3;1,9;34,3;8,1;8,8;2,8;3,3;2,7;-14,4;0
290190110;Kerourien-Valy-Hir;29019;Brest;36,5;10415,6;13781,9;18305,3;0,6;8236,0;9645,0;11299,2;12596,7;15350,0;17267,5;19451,9;22425,0;2,7;3,1;0,2;52,2;0,5;31,4;4,4;20,6;5,6;8,6;6,4;-9,1;0
290190112;La Cavale Blanche Ouest-Mesnos;29019;Brest;8,7;15929,4;20380,4;26152,0;0,5;12554,3;14998,8;17040,3;18833,3;22155,4;24712,0;27993,3;32209,3;2,6;2,9;0,2;69,5;2,9;30,9;6,2;5,9;3,2;1,1;1,6;-15,4;0
290190113;La Cavale Blanche Est-Kervallon;29019;Brest;;16109,0;21224,3;27567,5;0,5;12359,0;14959,6;17132,9;19170,0;23505,3;25978,0;29726,5;34993,0;2,8;3,2;0,2;66,1;1,6;35,1;7,5;6,0;2,4;1,7;2,0;-16,3;0
290190114;Landais;29019;Brest;;16665,5;21372,7;27142,0;0,5;12496,0;15697,6;17517,0;19539,0;23066,1;25546,7;28885,2;34780,3;2,8;3,2;0,2;63,9;2,5;35,5;9,1;4,5;1,8;1,6;1,1;-15,5;0
290190115;Queliverzan;29019;Brest;23,1;12529,8;16307,2;20869,3;0,5;9151,7;11569,4;13292,0;14634,0;18140,0;19735,0;21977,0;25803,3;2,8;3,3;0,2;66,6;1,1;26,3;5,3;13,1;3,2;5,5;4,5;-12,4;0
290190116;Recouvrance-Pontaniou;29019;Brest;27,2;11735,0;16048,0;20666,0;0,6;8580,8;10699,0;12723,0;14459,3;17332,7;19390,0;21911,3;27011,0;3,1;4,0;0,3;69,4;2,1;21,4;6,4;13,6;1,3;6,6;5,7;-12,9;0
290190117;Prat Ledan;29019;Brest;13,5;14918,6;19148,8;23772,0;0,5;11073,3;13714,0;15671,7;17313,1;20736,5;22639,3;25429,5;30860,0;2,8;3,2;0,2;62,0;2,7;36,0;7,2;6,8;1,6;2,6;2,6;-14,7;0
290190118;Kerangoff;29019;Brest;;9922,8;13304,0;18002,5;0,6;7462,9;9215,6;10779,3;12203,0;14855,0;16931,0;19606,5;24118,7;3,2;3,8;0,3;52,6;1,2;27,8;5,4;22,2;3,2;11,0;8,0;-9,2;0
290190119;Recouvrance-Caffarelli;29019;Brest;17,8;14146,0;18473,8;24675,5;0,6;9361,0;12974,0;15025,0;16892,2;20417,0;22623,0;26663,0;32989,3;3,5;4,1;0,3;71,9;3,6;25,4;7,8;7,0;1,5;2,8;2,8;-15,7;0
290190122;Bas de Siam;29019;Brest;10,5;17070,0;24168,6;33618,6;0,7;12034,8;15667,0;18399,3;21258,0;27738,0;31321,0;36510,4;49563,5;4,1;5,5;0,3;64,6;9,5;27,3;18,3;3,5;0,9;1,2;1,3;-23,2;0
290190123;Siam-Tour d'Auvergne;29019;Brest;;18479,3;25833,3;34014,0;0,6;12547,0;16967,0;19724,5;22564,5;28329,0;32130,0;37151,0;46470,5;3,7;4,6;0,3;66,3;8,2;27,7;16,7;3,1;1,2;0,9;1,0;-22,0;0
290190124;Siam-Saint Louis;29019;Brest;13,1;15614,7;21729,0;29499,0;0,6;10878,0;14425,3;16901,3;19547,4;24368,0;27352,0;32437,0;38496,7;3,5;4,2;0,3;75,0;5,8;23,1;9,8;4,5;1,2;1,4;1,9;-18,2;0
290190126;Kergoat Ouest;29019;Brest;34,0;10707,7;15065,7;19688,0;0,6;7634,4;9697,4;11635,3;13078,0;16607,0;18698,7;21182,3;25074,7;3,3;3,6;0,2;54,6;1,3;31,8;5,2;18,0;5,1;7,0;5,9;-10,9;0
290190127;Kergoat Est;29019;Brest;24,2;12287,6;16019,0;19944,0;0,5;8927,2;11222,5;13018,0;14614,7;17346,7;18947,6;21190,0;24792,0;2,8;3,2;0,2;67,2;0,8;25,4;4,1;13,9;5,0;4,3;4,6;-11,4;0
290190128;Kerhallet;29019;Brest;26,2;12073,8;15534,6;19968,0;0,5;9396,1;11241,0;12815,5;14328,5;17455,0;19270,0;20969,0;24218,0;2,6;2,9;0,2;;;;;;;;;;0
290190129;Quizac;29019;Brest;26,2;12109,3;15422,9;19726,0;0,5;9148,0;11357,3;12865,0;14062,5;17003,0;18778,7;20948,7;24590,0;2,7;3,2;0,2;51,9;1,0;36,6;5,9;15,0;3,7;6,1;5,2;-10,4;0
290190131;Bellevue Centre;29019;Brest;;15394,4;19030,7;23221,0;0,4;11589,1;14448,5;15956,7;17336,5;20460,5;22021,0;24461,3;29129,3;2,5;3,0;0,2;57,0;2,7;41,2;7,2;6,0;2,0;2,1;2,0;-14,1;0
290190132;Kerbernier;29019;Brest;31,8;11002,0;14758,0;19312,9;0,6;8016,0;10069,0;11932,0;13092,0;16579,6;18471,2;20398,0;24271,3;3,0;3,5;0,2;60,4;1,1;26,0;4,4;18,6;3,2;8,3;7,1;-10,5;0
290190133;Kerelle-Keredern Sud;29019;Brest;13,6;14319,7;19940,8;25386,8;0,6;10905,0;13375,8;15632,5;17487,0;21724,8;23834,8;26985,3;33443,0;3,1;3,7;0,2;64,5;2,6;31,4;9,7;7,2;2,2;2,3;2,7;-15,4;0
290190134;Lanredec-Facultes;29019;Brest;;17375,7;21932,2;28384,7;0,5;13134,8;16444,2;18647,6;20373,0;24033,2;26698,0;30184,0;38210,0;2,9;3,5;0,2;67,4;5,2;30,1;10,8;3,8;1,9;1,0;0,9;-17,3;0
290190135;Bonne Nouvelle;29019;Brest;13,4;15154,0;20079,0;25239,5;0,5;11014,8;13708,0;16040,5;17893,8;21940,0;24022,7;26868,7;32569,5;3,0;3,5;0,2;67,6;2,5;31,7;7,7;6,4;1,6;2,3;2,4;-15,9;0
290190136;Kerigonan;29019;Brest;11,5;15526,0;20867,0;26960,7;0,5;11705,0;14503,3;16430,0;18664,4;23070,0;25797,0;28953,9;34996,9;3,0;3,7;0,3;73,3;5,7;24,6;7,4;5,7;1,8;1,9;2,0;-16,7;0
290190137;Kerichen-Montaigne;29019;Brest;12,7;15300,8;19724,0;25368,0;0,5;11369,3;14322,5;16496,0;18103,1;21306,7;23545,2;27371,0;32411,1;2,9;3,4;0,2;72,6;2,7;27,8;7,2;4,9;1,7;1,6;1,6;-15,2;0
290190138;Bas Jaures-Saint Michel;29019;Brest;9,8;17630,0;24974,0;32924,7;0,6;12412,0;16330,0;18922,0;21970,0;27791,3;31030,5;35543,9;43299,3;3,5;4,6;0,3;55,6;6,0;38,6;17,5;2,8;0,9;0,9;1,1;-20,5;0
290190139;Sanquer;29019;Brest;18,5;13545,0;18848,1;26669,5;0,7;9864,2;12484,3;14692,0;16593,1;21017,0;24152,0;29272,0;37421,0;3,8;5,0;0,3;70,7;5,9;22,7;8,8;8,2;1,6;3,1;3,6;-16,3;0
290190140;Saint-Martin;29019;Brest;18,0;14053,0;19100,0;27123,3;0,7;9438,0;12817,0;15112,0;17326,0;21987,3;25359,3;29406,0;38067,3;4,0;5,2;0,3;69,4;4,8;25,3;10,7;7,1;1,3;2,8;3,0;-17,3;0
290190141;Pilier Rouge;29019;Brest;17,0;14160,4;19361,0;26315,6;0,6;9235,7;12985,0;15066,7;17206,4;21384,0;24655,3;28020,8;35693,6;3,9;4,5;0,3;72,9;4,2;21,8;9,7;7,1;1,2;2,8;3,1;-15,7;0
290190142;Sebastopol;29019;Brest;17,5;13805,0;18623,0;24160,0;0,6;9886,7;12785,6;14908,0;16537,3;20571,5;22744,8;25639,3;31392,7;3,2;3,8;0,3;71,2;2,5;25,0;8,1;7,9;1,5;3,1;3,3;-14,7;0
290190143;Keruscun;29019;Brest;14,6;14898,8;20504,0;27724,0;0,6;10613,0;13737,7;16128,7;18601,0;23039,5;25898,0;29545,0;35781,7;3,4;4,3;0,3;68,2;7,5;26,7;9,1;5,3;1,2;2,1;2,1;-16,8;0
290190144;Poul Ar Bachet;29019;Brest;15,1;14246,0;19393,0;26145,7;0,6;10658,1;13146,4;15296,7;17434,7;21469,6;24045,6;28772,2;34672,8;3,3;4,1;0,3;70,6;4,2;24,1;10,7;6,9;1,5;2,8;2,5;-16,5;0
290190145;Forestou;29019;Brest;7,6;18426,7;24312,7;32288,0;0,6;13346,0;16612,0;19500,4;21438,0;27550,6;30632,5;34915,3;46684,0;3,5;4,1;0,3;64,0;9,1;30,9;12,9;3,5;1,4;1,3;0,9;-20,4;0
290190146;Kerangall-Kerampere;29019;Brest;;19946,4;25667,0;34308,0;0,6;15480,5;18805,0;20824,0;23182,9;28468,0;31748,0;37452,7;45933,0;3,0;3,7;0,3;65,1;6,5;31,3;15,9;2,6;1,4;0,6;0,6;-21,4;0
290190147;Le Guelmeur;29019;Brest;13,6;14743,3;20020,7;26332,2;0,6;10915,6;13670,0;15910,5;17820,0;22215,2;24948,7;28497,1;34901,9;3,2;3,8;0,3;61,1;3,7;35,3;9,3;6,9;2,1;2,6;2,2;-16,3;0
290190148;Saint-Marc;29019;Brest;15,5;14497,7;19612,5;25866,7;0,6;10691,7;13187,7;15557,0;17427,9;21850,7;24236,5;28519,4;35063,8;3,3;4,0;0,3;62,7;5,8;30,5;8,8;7,7;2,4;2,7;2,7;-15,5;0
290190149;Le Bot-Pont Neuf;29019;Brest;;17994,0;23578,4;30738,0;0,5;14110,0;16807,3;18986,0;20803,8;26000,0;29081,1;33258,0;39975,0;2,8;3,4;0,2;64,8;5,6;33,6;11,9;3,0;1,7;0,7;0,6;-18,9;0
290190150;Petit Paris;29019;Brest;14,2;14783,3;18447,0;22503,0;0,4;10984,0;13832,3;15622,8;16994,0;19783,3;21359,3;23800,7;27332,0;2,5;2,8;0,2;76,9;1,7;24,9;5,4;4,9;1,4;1,7;1,8;-13,8;0
290190151;Kerbernard-Pen Ar Creach;29019;Brest;26,1;11970,6;15742,7;19997,5;0,5;9324,4;11287,3;12789,5;14309,4;17248,0;18924,0;21356,2;25554,7;2,7;3,1;0,2;50,6;0,7;38,8;6,3;14,2;2,7;6,0;5,4;-10,6;0
290190152;Menez Paul;29019;Brest;14,1;14433,1;18595,7;23588,9;0,5;10854,0;13455,0;15277,2;17076,0;20455,7;22336,7;25112,0;30188,6;2,8;3,3;0,2;67,6;1,4;30,8;7,2;7,2;1,8;2,5;2,9;-14,2;0
290190153;Dourjacq;29019;Brest;;14803,6;18886,0;23644,4;0,5;11793,3;13999,0;15715,0;17234,3;20293,3;21996,8;25065,7;27814,0;2,4;2,7;0,2;77,0;2,0;22,9;6,4;5,4;2,0;1,5;1,9;-13,7;0
290190154;Dourjacq-Quartier Buquet;29019;Brest;9,5;16362,7;20672,7;25994,7;0,5;12504,3;15524,8;17450,4;19034,0;22467,0;24557,0;27842,0;32772,0;2,6;3,2;0,2;68,0;4,2;31,0;8,4;4,2;1,9;1,0;1,2;-15,8;0
290190155;Pontanezen;29019;Brest;;10033,3;12833,1;16540,8;0,5;8262,6;9432,0;10540,0;11669,3;14144,0;15677,3;17328,0;19799,0;2,4;2,8;0,2;52,9;0,9;21,6;3,0;28,6;7,7;11,8;9,1;-7,0;0
290190156;Kergaradec-l'Hermitage;29019;Brest;;16406,2;20918,4;26906,3;0,5;12929,1;15307,0;17243,1;19320,7;23048,7;25815,2;28506,7;33623,3;2,6;3,0;0,2;60,9;3,2;37,7;11,0;3,8;2,0;1,0;0,8;-16,6;0
290190157;Kerallan-Pen Ar Ch'Leuz;29019;Brest;10,7;15358,0;19714,0;25367,0;0,5;12091,1;14336,8;16136,0;17800,7;21443,8;23935,7;26780,7;30516,7;2,5;3,0;0,2;58,8;2,7;39,5;8,0;5,6;2,9;1,2;1,4;-14,6;0
290190158;Treornou-Croix Rouge;29019;Brest;11,3;15868,5;20045,6;26142,0;0,5;11608,5;14783,0;16701,4;18672,3;22208,0;24898,5;27857,4;32907,0;2,8;3,3;0,2;63,8;3,5;33,7;9,0;5,4;2,3;1,6;1,5;-15,4;0
290190159;Keredern;29019;Brest;;10067,0;13064,4;16444,4;0,5;8180,0;9480,0;10806,7;12040,0;14292,7;15673,9;17321,9;19931,9;2,4;2,7;0,2;;;;;;;;;;0
290190160;Lambezellec;29019;Brest;;11611,7;16352,5;21475,7;0,6;8518,6;10661,0;12394,7;14480,0;18162,0;20358,5;23052,7;27610,0;3,2;3,8;0,3;61,2;2,1;29,1;6,4;13,6;4,3;4,8;4,5;-12,4;0
290190161;Loscoat;29019;Brest;;17787,0;22196,8;28238,0;0,5;13818,7;16523,9;18758,8;20623,3;24318,3;26672,0;29724,0;35846,7;2,6;3,0;0,2;60,2;5,6;38,2;9,2;3,5;2,2;0,6;0,7;-16,7;0
290190164;Kerinou;29019;Brest;16,3;14231,4;19895,3;26672,0;0,6;10359,0;13071,0;15163,5;17505,2;21915,0;25124,5;28584,3;34238,0;3,3;4,1;0,3;71,7;3,5;23,1;9,8;8,0;1,9;3,2;2,9;-16,1;0
290190165;Le Bergot;29019;Brest;23,1;12420,0;17014,2;21611,3;0,5;9561,9;11618,3;13339,3;15117,6;18688,6;20809,3;22931,0;27367,7;2,9;3,3;0,2;63,2;1,0;30,1;6,8;11,8;3,5;4,2;4,0;-12,9;0
290190166;Kervao-Rural Nord;29019;Brest;;17335,0;22233,3;28670,7;0,5;13856,2;16513,2;18669,5;20727,7;24127,8;26912,5;31139,2;37608,0;2,7;3,3;0,2;71,3;6,3;26,0;10,9;4,0;2,6;0,6;0,8;-18,5;0
290190168;Keranroux;29019;Brest;13,0;14550,5;19528,7;25118,3;0,5;11618,6;13849,0;15298,0;17272,6;21796,0;24014,7;26941,7;32034,7;2,8;3,1;0,2;69,4;2,2;29,0;7,3;6,6;3,4;1,7;1,6;-14,5;0
290390101;Le Passage-Lanriec-Cabellou;29039;Concarneau;5,8;17937,0;23543,3;31381,2;0,6;13649,3;16826,0;19179,3;21193,3;26064,0;29457,3;34352,0;41590,7;3,0;3,7;0,3;47,7;6,0;46,3;16,5;2,3;1,2;0,6;0,5;-18,8;0
290390102;Lanriec;29039;Concarneau;11,2;14933,0;19483,3;24927,0;0,5;11841,3;14086,7;15940,7;17700,0;21234,0;23399,0;26329,5;31012,0;2,6;3,1;0,2;55,8;2,9;39,1;10,9;5,4;2,2;1,7;1,5;-14,1;0
290390104;Ville Close-Centre Ville;29039;Concarneau;16,1;14000,0;18824,7;25982,7;0,6;10076,2;13176,0;15046,0;16749,6;21100,4;24155,0;28964,7;37116,7;3,7;4,8;0,3;38,8;6,6;52,0;15,3;5,1;0,8;2,5;1,9;-17,8;0
290390105;Porzambars-La Glaciere;29039;Concarneau;;16043,8;21393,0;28688,0;0,6;12409,0;14996,0;17155,0;19272,0;23970,0;26561,5;30575,0;37577,0;3,0;4,1;0,3;46,8;9,7;43,4;14,8;3,6;1,0;1,4;1,1;-18,3;0
290390106;Kerfeunteun-Kerandon;29039;Concarneau;;11443,3;15479,5;20157,0;0,6;8401,4;10475,7;12072,9;13956,0;17112,0;19161,1;21569,0;27160,7;3,2;3,8;0,3;52,6;2,7;34,6;7,2;14,0;3,0;6,0;5,0;-11,1;0
290390107;Beuzec Conq-Lochrist-Parc-Menez;29039;Concarneau;8,6;17004,6;21263,2;27583,9;0,5;12758,0;16331,5;18043,5;19628,7;23457,2;25718,0;29112,0;35347,3;2,8;3,3;0,2;62,5;6,0;31,4;13,4;3,0;1,9;0,6;0,5;-16,3;0
290390108;Maison Blanche-Lanadan-Sables Blancs;29039;Concarneau;8,9;16248,0;20730,7;27550,0;0,5;12659,0;15041,7;17253,8;18931,9;22972,0;25770,0;29483,8;36349,3;2,9;3,5;0,2;56,4;4,2;39,5;12,1;4,6;1,8;1,4;1,4;-16,8;0
290460101;Centre Ville 1;29046;Douarnenez;17,2;14100,7;18109,4;24676,7;0,6;10289,5;13010,4;15037,1;16535,0;20299,3;23010,7;26591,2;34653,0;3,4;4,1;0,3;45,9;5,7;41,2;15,8;6,6;1,5;2,7;2,3;-15,2;0
