IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6014;DISP_Q114;DISP_MED14;DISP_Q314;DISP_EQ14;DISP_D114;DISP_D214;DISP_D314;DISP_D414;DISP_D614;DISP_D714;DISP_D814;DISP_D914;DISP_RD14;DISP_S80S2014;DISP_GI14;DISP_PTSAC14;DISP_PBEN14;DISP_PPEN14;DISP_PPAT14;DISP_PPSOC14;DISP_PPFAM14;DISP_PPMINI14;DISP_PPLOGT14;DISP_PIMPOT14;note
010040101;Les Perouses-Triangle d'Activite;01004;Ambérieu-en-Bugey;22,0;12736,5;18213,3;24129,0;0,6;9701,5;11962,3;13967,1;16132,0;20471,3;23040,9;25761,9;29940,0;3,1;3,5;0,2;66,2;1,9;29,4;8,4;8,1;3,1;2,8;2,2;-14,0;0
010040102;Longeray-Gare;01004;Ambérieu-en-Bugey;23,8;12383,4;16777,8;22245,7;0,6;9577,9;11604,0;13398,6;15045,0;18738,0;21032,2;23777,0;28590,0;3,0;3,5;0,2;65,9;1,6;27,5;7,9;10,1;3,5;3,3;3,3;-13,0;0
010040201;Centre-St Germain-Vareilles;01004;Ambérieu-en-Bugey;15,9;13842,0;19140,7;24640,4;0,6;10518,0;12862,4;14997,5;16797,9;21025,6;23357,0;26452,0;31531,3;3,0;3,7;0,3;67,3;4,0;27,8;9,3;6,9;2,9;1,9;2,1;-15,3;0
010040202;Tiret-Les Allymes;01004;Ambérieu-en-Bugey;7,0;17978,4;23382,2;30247,6;0,5;13522,0;16584,0;18986,1;21062,0;25620,4;28624,5;31976,1;38243,0;2,8;3,5;0,3;70,0;5,6;26,2;12,6;3,7;2,2;0,7;0,8;-18,1;0
010330101;Coupy-Vanchy;01033;Bellegarde-sur-Valserine;19,6;13547,7;19947,4;29562,8;0,8;9425,2;12504,0;14762,0;17254,0;23447,5;27196,0;33420,7;44688,0;4,7;5,4;0,3;76,0;1,6;23,8;6,8;4,7;1,9;1,6;1,3;-12,9;0
010330102;Centre Ville;01033;Bellegarde-sur-Valserine;20,3;13570,0;18644,6;26278,6;0,7;9583,4;12134,4;14554,3;16535,3;21518,7;24378,0;28566,9;37189,0;3,9;4,9;0,3;69,9;3,0;26,5;8,0;5,8;1,9;1,9;2,0;-13,2;0
010330201;Arc Vouvray-Gare-Chatillon;01033;Bellegarde-sur-Valserine;14,0;15747,7;22123,0;31938,7;0,7;10600,0;14148,8;16918,0;19556,0;24945,6;29141,6;34951,4;45174,8;4,3;5,3;0,3;73,3;4,7;25,6;7,4;3,8;1,6;1,1;1,1;-14,8;0
010330202;Plateau de Musinens;01033;Bellegarde-sur-Valserine;21,5;12972,0;17192,7;24618,8;0,7;9394,5;11733,0;14076,3;15298,0;19656,7;22874,8;26824,8;34866,7;3,7;4,4;0,3;68,8;1,4;28,1;5,8;8,5;3,4;2,6;2,5;-12,6;0
010330301;Arlod;01033;Bellegarde-sur-Valserine;16,8;14118,0;18957,0;26717,0;0,7;10330,3;12942,4;15067,9;16972,7;21614,7;24293,3;29734,0;36090,0;3,5;4,2;0,3;78,4;1,0;20,1;6,6;5,9;3,2;1,3;1,4;-12,0;0
010530101;Centre-Ville;01053;Bourg-en-Bresse;18,3;13606,3;18338,9;24990,0;0,6;9197,0;12586,0;14443,2;16190,0;20590,0;23231,2;28395,6;36316,7;3,9;5,0;0,3;67,8;5,6;22,6;13,5;7,4;2,0;2,6;2,8;-16,9;0
010530102;Champ-de-Foire;01053;Bourg-en-Bresse;15,3;14751,9;19219,0;26595,3;0,6;10274,5;13251,9;15589,2;17405,0;21862,0;24806,0;28889,0;36655,0;3,6;4,3;0,3;53,6;3,8;42,4;12,1;5,5;1,2;2,3;2,0;-17,4;0
010530103;Prefecture;01053;Bourg-en-Bresse;15,3;14933,0;20538,0;30607,3;0,8;10487,0;13305,3;16126,0;18182,0;23625,3;28020,0;33679,3;47254,0;4,5;5,7;0,3;63,5;9,9;29,9;13,1;5,1;1,5;1,9;1,8;-21,5;0
010530201;Citadelle;01053;Bourg-en-Bresse;16,1;14324,2;18994,0;25543,5;0,6;10249,6;13273,0;15315,4;17406,1;21091,0;23718,1;27552,0;34557,9;3,4;4,1;0,3;63,5;2,7;35,0;8,6;6,4;2,0;2,3;2,1;-16,2;0
010530202;Mail;01053;Bourg-en-Bresse;27,1;11890,0;16308,2;21915,0;0,6;8541,3;10779,0;12743,0;14581,7;17895,2;20308,0;23620,0;28979,6;3,4;4,1;0,3;66,4;3,0;26,5;6,5;10,9;3,4;4,0;3,4;-13,3;0
010530203;Peloux;01053;Bourg-en-Bresse;16,1;13921,0;19428,9;26180,0;0,6;10738,5;12987,3;14821,3;16664,6;21605,3;24291,0;27827,0;32623,3;3,0;3,7;0,3;65,6;2,3;32,5;8,1;7,1;2,6;2,3;2,2;-15,6;0
010530301;Gare;01053;Bourg-en-Bresse;10,3;16257,6;22055,5;29756,5;0,6;12163,0;15158,0;17477,6;19737,8;24765,0;27889,0;32886,9;42314,7;3,5;4,5;0,3;70,0;4,7;29,4;12,3;3,5;1,1;1,1;1,3;-19,9;0
010530302;Brou;01053;Bourg-en-Bresse;16,9;14033,0;18968,0;24929,0;0,6;10259,4;12977,6;14960,5;17045,5;20960,0;23380,0;27321,0;34484,0;3,4;4,2;0,3;68,5;3,9;29,1;8,4;7,1;2,4;2,4;2,3;-17,0;0
010530401;Vennes-Ouest;01053;Bourg-en-Bresse;19,5;13426,0;18741,0;24068,1;0,6;9893,8;12287,8;14271,5;16668,3;20331,3;22829,0;26017,2;31926,3;3,2;3,9;0,3;55,1;5,0;38,0;8,7;7,5;2,9;2,6;2,1;-14,3;0
010530402;Vennes-Est;01053;Bourg-en-Bresse;;16137,0;20917,5;27104,0;0,5;12667,7;15087,1;17250,0;19055,5;22882,2;25466,0;29128,7;35527,3;2,8;3,4;0,2;67,2;2,8;33,2;8,9;4,5;2,2;1,0;1,2;-16,6;0
010530501;Baudieres;01053;Bourg-en-Bresse;;16198,9;22307,3;29841,0;0,6;11744,7;14925,2;17408,1;19802,8;24882,0;27836,7;33030,0;40448,0;3,4;4,0;0,3;54,2;5,0;43,9;11,4;3,8;1,3;1,3;1,2;-18,3;0
010530502;Sardieres;01053;Bourg-en-Bresse;13,0;15251,8;20043,3;27314,0;0,6;11113,0;14128,1;16052,8;18233,3;22017,2;25100,0;29050,7;37061,3;3,3;4,3;0,3;61,5;5,9;33,3;11,7;5,3;2,4;1,5;1,4;-17,7;0
010530503;Croix-Blanche;01053;Bourg-en-Bresse;37,2;10715,4;13855,2;18151,0;0,5;8132,9;9962,5;11237,0;12602,6;15129,0;16945,0;19398,0;22283,0;2,7;3,5;0,3;59,2;2,1;24,7;5,1;19,7;5,8;7,4;6,5;-10,8;0
010530601;Pont-des-Chevres;01053;Bourg-en-Bresse;34,9;10635,1;14680,0;19598,5;0,6;8359,3;9955,0;11384,7;13159,0;16234,3;18108,0;21146,0;25652,0;3,1;3,7;0,3;53,8;1,1;35,7;6,8;14,2;4,6;4,8;4,8;-11,6;0
010530602;Reyssouze-Ouest;01053;Bourg-en-Bresse;36,3;10848,1;14248,0;18975,0;0,6;8094,0;10188,1;11460,7;12862,3;15630,8;17559,0;19880,0;23845,3;2,9;3,5;0,2;51,3;0,9;38,0;6,2;14,3;4,8;4,9;4,6;-10,7;0
010530603;Reyssouze-Est;01053;Bourg-en-Bresse;;10170,0;12862,0;16533,9;0,5;8286,8;9542,0;10746,1;11867,0;14143,3;15758,0;17415,7;19821,3;2,4;2,8;0,2;;;;;;;;;;0
010530604;Cenord-Grand-Challes;01053;Bourg-en-Bresse;;15420,7;20695,5;27324,0;0,6;10861,3;14141,5;16547,2;18755,7;22629,8;25666,0;28393,0;33459,5;3,1;3,5;0,2;55,2;2,7;42,9;10,2;4,7;2,1;1,3;1,2;-15,7;0
010530701;Granges-Bardes-Alagnier;01053;Bourg-en-Bresse;13,9;14728,6;19400,4;24320,7;0,5;10745,3;13716,0;15768,0;17658,0;21127,0;23149,3;26310,7;31791,5;3,0;3,7;0,3;72,6;2,4;27,2;7,4;6,9;3,2;1,9;1,8;-16,5;0
012830102;Zus Centre;01283;Oyonnax;34,5;11371,9;14069,0;17867,8;0,5;8756,8;10624,6;11814,8;12914,3;15338,8;16961,0;18713,2;22068,7;2,5;2,9;0,2;63,0;0,4;25,5;3,6;16,2;6,4;4,6;5,2;-8,7;0
012830103;Zus Nord Est;01283;Oyonnax;28,7;11896,0;14791,9;18697,8;0,5;9154,0;11142,0;12378,9;13460,0;16134,6;17899,0;20058,8;23563,3;2,6;3,1;0,2;59,7;0,8;32,4;5,2;12,4;5,4;2,9;4,0;-10,5;0
012830104;Zus Ouest;01283;Oyonnax;40,1;10541,5;13216,1;16904,0;0,5;8070,0;9747,3;11248,5;12209,2;14842,9;16038,4;18202,0;21103,1;2,6;3,1;0,2;61,6;2,3;21,7;2,9;20,2;8,9;5,6;5,7;-8,7;0
012830201;Ville Sud;01283;Oyonnax;21,4;13256,0;18213,3;23686,7;0,6;9921,0;12070,0;14409,3;16330,0;19778,0;22161,9;25581,3;30958,6;3,1;4,5;0,3;60,8;1,9;33,5;15,7;5,7;2,6;1,3;1,8;-17,6;0
012830202;Ville Est;01283;Oyonnax;22,6;12641,0;17474,5;23091,2;0,6;9562,7;11860,8;13668,0;15581,0;19491,0;21674,0;24614,0;30000,0;3,1;4,0;0,3;65,6;3,0;29,5;9,4;6,8;2,8;1,9;2,1;-14,3;0
012830203;Nierme et Geilles;01283;Oyonnax;30,9;11338,8;15207,4;20234,0;0,6;8973,6;10654,0;12087,2;13675,0;17152,7;18855,2;22578,0;27701,3;3,1;3,9;0,3;56,1;3,7;32,3;8,3;12,1;4,4;4,0;3,7;-12,5;0
012830301;Ville Ouest;01283;Oyonnax;23,2;12685,4;17580,0;22948,7;0,6;9497,4;11748,3;13779,0;15919,0;19356,0;21262,0;24808,7;31386,7;3,3;4,1;0,3;68,1;3,3;28,9;7,5;7,2;2,9;2,1;2,2;-15,0;0
012830303;Ville Nord;01283;Oyonnax;21,8;12997,3;17807,1;22840,0;0,6;9819,4;11893,6;13924,7;15750,4;19753,3;21784,3;24757,3;32184,0;3,3;4,0;0,3;67,8;4,2;26,6;9,8;7,1;3,4;1,5;2,1;-15,5;0
012830304;Exterieur Est;01283;Oyonnax;18,8;13981,6;18974,3;23963,4;0,5;9291,2;12530,0;15228,6;17396,0;20579,3;22647,7;25752,0;32426,0;3,5;4,6;0,3;72,2;4,5;24,4;10,1;5,5;2,5;1,4;1,5;-16,7;0
012830305;Veyziat;01283;Oyonnax;;19745,2;24483,5;32230,0;0,5;15453,0;18355,0;20544,7;22499,0;27083,3;29849,2;35736,0;42234,7;2,7;3,8;0,3;71,5;4,6;26,8;16,1;2,1;1,3;0,3;0,5;-21,1;0
021680101;centre;02168;Château-Thierry;23,5;12431,1;16987,8;22430,0;0,6;8760,0;11371,2;13246,0;15146,9;18870,0;21055,0;24063,0;29624,0;3,4;4,4;0,3;65,6;5,8;26,3;8,2;9,2;2,7;3,3;3,3;-15,1;0
021680201;Chesneaux;02168;Château-Thierry;14,4;14936,9;19720,6;25855,8;0,6;10709,5;14177,9;15939,3;17886,0;21981,3;24924,0;27883,2;36312,5;3,4;4,2;0,3;62,4;9,7;29,2;12,1;5,2;2,1;1,5;1,7;-18,6;0
021680401;Mare Aubry;02168;Château-Thierry;16,2;14063,8;18791,0;24374,7;0,5;10701,5;12896,3;15186,0;16778,7;20477,0;22975,0;25976,1;32990,5;3,1;3,8;0,3;62,8;3,6;32,9;9,2;6,9;2,7;2,1;2,1;-15,4;0
021680501;Vaucrises;02168;Château-Thierry;;9856,9;13055,0;17700,7;0,6;7535,4;9298,0;10517,5;11656,0;14480,5;16308,8;18585,3;21917,0;2,9;3,3;0,2;;;;;;;;;;0
021680601;Gerbrois-St Martin-Le Buisson-Vincelles;02168;Château-Thierry;;16362,3;21516,0;28602,0;0,6;12162,7;15485,6;17203,6;19228,4;23691,3;26757,3;30718,4;37848,5;3,1;3,9;0,3;56,9;8,5;38,7;10,4;4,0;2,0;1,2;0,9;-18,5;0
021680701;Blanchard;02168;Château-Thierry;;12050,0;16846,7;22193,7;0,6;9034,5;11026,2;13007,6;14662,4;19077,2;20888,0;23361,0;28546,4;3,2;3,7;0,3;62,2;3,7;30,7;5,4;11,6;4,4;3,7;3,5;-13,6;0
021730101;Nord-Ouest;02173;Chauny;36,6;10390,0;14083,8;19354,0;0,6;7971,0;9646,1;11170,4;12725,7;15950,0;18154,8;20784,8;25008,9;3,1;3,8;0,3;53,4;1,5;33,7;5,1;16,9;4,4;7,0;5,4;-10,6;0
021730201;Sud-Ouest;02173;Chauny;23,3;12560,5;17109,3;22706,7;0,6;9026,0;11435,0;13407,8;15226,0;19016,9;21228,0;24553,0;30407,8;3,4;4,2;0,3;57,2;5,0;33,6;9,3;8,8;2,8;3,3;2,6;-13,9;0
021730301;Nord-Est;02173;Chauny;20,0;13528,9;19040,0;24700,0;0,6;9904,0;12249,0;14884,0;17094,7;21124,5;23250,5;26594,0;34315,3;3,5;4,3;0,3;60,6;8,5;32,1;7,9;6,9;2,5;2,2;2,1;-16,0;0
024080101;Saint-Exupery-Moulin Roux;02408;Laon;50,7;8734,4;12029,3;17061,0;0,7;6800,7;8195,7;9312,4;10441,3;13696,9;15885,7;18433,0;22156,7;3,3;3,9;0,3;;;;;;;;;;0
024080102;Centre Social;02408;Laon;64,2;8432,2;10931,0;13560,0;0,5;6692,5;8049,5;8784,7;9927,8;11738,4;12932,5;14233,3;16999,0;2,5;2,8;0,2;;;;;;;;;;0
024080103;La Fontaine;02408;Laon;47,2;8582,8;12594,5;18590,0;0,8;6717,4;8179,7;9127,4;10968,8;14358,6;17310,6;19632,8;26209,7;3,9;4,6;0,3;;;;;;;;;;0
024080201;Cite du Nord;02408;Laon;24,7;12248,3;16439,2;21611,7;0,6;9525,7;11413,3;13025,7;14827,8;18240,0;20315,0;23156,0;28412,7;3,0;3,5;0,2;57,6;3,2;35,4;6,0;10,7;4,1;3,7;2,9;-12,9;0
024080301;Gare Saint-Marcel;02408;Laon;19,6;13468,0;18257,9;24887,0;0,6;9099,2;12341,7;14330,0;16132,3;20632,7;23125,2;27269,5;35412,0;3,9;4,8;0,3;55,0;7,2;36,2;11,1;7,6;1,7;3,1;2,8;-17,1;0
024080401;Individuels;02408;Laon;;14232,0;19969,1;28311,2;0,7;11325,6;13336,0;15460,0;17718,9;22962,4;26166,0;31699,6;38825,7;3,4;4,0;0,3;59,9;5,0;37,7;10,5;4,9;2,1;1,4;1,4;-18,0;0
024080402;Prevert Maraichers;02408;Laon;28,0;11764,3;15370,8;19244,0;0,5;8875,0;11090,0;12369,2;13850,0;16603,3;18352,0;20417,5;23990,0;2,7;3,0;0,2;65,3;1,2;28,1;2,9;14,0;3,2;5,2;5,5;-11,5;0
024080501;Plateau;02408;Laon;26,9;11808,5;18078,9;26723,2;0,8;8230,0;10541,6;13065,4;15444,7;21156,7;24462,7;29956,0;40372,0;4,9;6,1;0,3;67,5;11,2;22,6;9,1;8,9;2,2;3,4;3,2;-19,3;0
024080601;Vaux;02408;Laon;18,9;13378,0;18075,0;23449,0;0,6;9797,5;12364,4;13984,0;15888,0;20088,7;22289,5;25142,0;30050,7;3,1;3,6;0,3;61,4;4,3;33,5;7,3;8,3;3,0;2,7;2,6;-14,8;0
024080801;Montreuil-La Neuville-Marquette;02408;Laon;29,3;11209,5;15991,3;21720,0;0,7;8565,0;10431,3;12280,0;14044,7;17848,3;20453,2;23141,2;28640,0;3,3;3,9;0,3;56,3;3,1;34,9;5,8;13,2;3,4;5,6;4,2;-13,3;0
024080901;Ardon-Leuilly-Semilly;02408;Laon;;16112,0;20769,3;28299,0;0,6;11823,3;14791,0;16957,0;19082,0;22762,7;25988,0;30309,0;38898,7;3,3;3,9;0,3;65,4;6,3;32,5;9,9;4,6;1,5;1,7;1,4;-18,7;0
026910101;centre ville 1;02691;Saint-Quentin;19,8;13802,0;20262,0;31489,6;0,9;9284,7;12344,8;15289,0;17829,0;23361,0;27724,4;34330,0;49202,5;5,3;6,9;0,4;58,2;19,5;25,0;12,4;6,3;1,8;2,4;2,1;-21,4;0
026910102;centre ville 2;02691;Saint-Quentin;16,8;14377,5;22315,2;37079,6;1,0;9155,3;13376,0;15700,0;18687,0;27075,3;32731,6;41640,6;57407,3;6,3;7,9;0,4;57,6;20,3;24,9;15,1;5,4;1,4;2,2;1,8;-23,3;0
026910103;centre ville 3;02691;Saint-Quentin;29,5;11515,0;16971,3;24316,2;0,8;8126,0;9935,3;12358,0;14780,0;19640,0;22525,8;27782,4;35423,0;4,4;6,5;0,4;63,4;10,3;24,0;11,1;9,1;1,9;3,8;3,4;-17,9;0
026910104;centre ville 4;02691;Saint-Quentin;27,3;11627,0;17128,0;24422,8;0,7;8249,0;10260,5;12693,8;14875,0;19472,7;22466,0;26819,4;36940,7;4,5;6,0;0,4;65,7;7,7;23,5;9,7;9,9;2,6;3,8;3,5;-16,5;0
026910201;europe-remicourt 1;02691;Saint-Quentin;16,6;13867,0;18452,0;25459,1;0,6;10185,5;12980,7;14684,2;16461,7;20717,3;23474,0;28048,7;36206,0;3,6;4,2;0,3;66,1;6,9;29,1;7,5;7,5;2,2;2,7;2,5;-17,1;0
026910202;europe-remicourt 2;02691;Saint-Quentin;16,8;13850,5;18809,0;24037,9;0,5;10552,7;12714,0;15096,0;16938,5;20556,7;23063,8;25864,0;31756,0;3,0;3,4;0,2;64,8;3,2;33,8;6,3;6,6;2,7;2,2;1,8;-14,7;0
026910203;europe-remicourt 3;02691;Saint-Quentin;19,1;13253,2;18328,3;26088,0;0,7;10350,4;12379,0;14336,7;16427,8;20824,0;23922,2;27952,0;34003,6;3,3;4,4;0,3;50,6;7,4;42,1;9,6;6,7;2,1;2,2;2,3;-16,4;0
026910204;europe-remicourt 4;02691;Saint-Quentin;49,9;9023,8;12272,6;16940,4;0,6;7378,1;8409,1;9550,8;10786,4;13870,7;15674,6;18428,0;22184,0;3,0;3,8;0,3;44,0;3,2;31,9;5,2;26,1;7,4;10,5;8,1;-10,4;0
026910205;europe-remicourt 5;02691;Saint-Quentin;55,0;8679,6;11472,5;14878,0;0,5;6761,3;8181,7;9084,7;10090,7;12757,3;14023,0;16047,0;18632,2;2,8;3,2;0,2;;;;;;;;;;0
026910206;europe-remicourt 6;02691;Saint-Quentin;44,7;9662,7;13098,7;17921,3;0,6;7770,4;9116,7;10426,7;11455,0;14735,7;16703,3;19245,3;23216,1;3,0;3,4;0,2;;;;;;;;;;0
026910207;europe-remicourt 7;02691;Saint-Quentin;39,4;9907,2;14009,0;19245,3;0,7;7808,6;9257,0;10728,9;12307,5;16068,0;17934,0;20439,5;24975,0;3,2;3,5;0,3;37,6;0,4;51,7;5,2;15,3;3,5;6,3;5,5;-10,2;0
026910208;europe-remicourt 8;02691;Saint-Quentin;14,5;14647,2;20580,7;27940,0;0,6;10970,0;13360,0;16185,2;18220,0;23340,7;26325,7;30940,5;38556,2;3,5;4,4;0,3;62,5;8,0;31,4;10,6;5,5;2,2;1,9;1,4;-18,0;0
026910209;europe-remicourt 9;02691;Saint-Quentin;18,1;13519,3;19179,6;28309,0;0,8;9786,4;12550,0;14632,6;16626,7;22315,0;26219,4;30717,0;40530,0;4,1;5,4;0,3;61,3;8,7;30,3;9,8;7,2;2,2;2,7;2,4;-17,3;0
026910301;isle 1;02691;Saint-Quentin;32,5;10770,7;15510,8;20543,2;0,6;8533,8;10090,3;11768,8;13555,4;17136,7;19315,0;21927,6;26121,0;3,1;3,7;0,3;62,8;3,6;25,2;5,0;15,1;4,0;6,5;4,7;-11,7;0
026910302;isle 2;02691;Saint-Quentin;23,2;12443,3;17245,0;21668,0;0,5;9116,3;11207,3;13647,7;15352,0;18676,1;20582,0;22829,3;26530,8;2,9;3,4;0,2;59,4;3,3;36,4;5,3;8,6;2,9;3,4;2,3;-13,0;0
026910303;isle 3;02691;Saint-Quentin;;10895,2;14455,3;19221,5;0,6;8107,3;9900,6;11801,3;13120,0;16353,0;18247,8;20162,9;23014,0;2,8;3,2;0,2;50,0;0,9;38,5;2,9;17,6;3,6;8,0;5,9;-9,9;0
026910304;isle 4;02691;Saint-Quentin;31,1;10977,0;15534,8;20508,3;0,6;8460,8;10181,7;12098,0;13711,7;17199,0;19274,4;21733,9;26304,7;3,1;3,8;0,3;55,9;3,5;33,1;5,2;13,8;4,1;5,3;4,4;-11,5;0
026910401;Saint-Martin-Oestres 1;02691;Saint-Quentin;25,0;12264,0;16535,6;21678,0;0,6;8855,7;11254,4;12923,3;14644,3;18386,2;20593,0;23225,0;28787,5;3,3;3,9;0,3;55,4;5,0;34,6;6,7;11,8;3,9;4,4;3,5;-13,5;0
026910402;Saint-Martin-Oestres 2;02691;Saint-Quentin;23,8;12414,3;16138,3;20629,4;0,5;8992,9;11545,2;13140,6;14862,0;17588,0;19480,0;22181,3;26121,7;2,9;3,4;0,2;63,0;3,3;29,9;4,0;11,5;3,2;4,9;3,4;-11,7;0
026910403;Saint-Martin-Oestres 3;02691;Saint-Quentin;22,7;12734,0;17466,0;22544,0;0,6;9289,5;11355,0;14015,0;15809,2;19528,0;21336,7;23962,7;28402,0;3,1;3,4;0,2;57,6;1,7;39,2;5,3;9,1;3,3;3,5;2,3;-12,9;0
026910501;vermandois 1;02691;Saint-Quentin;28,0;11782,7;15940,5;20662,0;0,6;8832,5;10952,4;12632,0;14354,7;17636,7;19641,7;21879,0;26834,0;3,0;3,6;0,3;59,2;3,0;32,2;5,7;12,1;3,6;5,0;3,5;-12,2;0
026910502;vermandois 2;02691;Saint-Quentin;31,2;11256,0;16043,1;21849,2;0,7;8290,7;10515,8;12010,7;13807,0;18178,0;20455,5;24173,0;29883,6;3,6;4,2;0,3;59,7;4,3;29,7;6,9;12,9;4,3;5,0;3,6;-13,5;0
026910503;vermandois 3;02691;Saint-Quentin;;9347,5;12805,3;17183,3;0,6;7671,3;8785,8;10073,8;11355,0;14331,9;16252,0;18350,0;22048,0;2,9;3,3;0,2;49,8;1,7;28,2;3,4;25,2;5,6;11,6;8,0;-8,3;0
026910504;vermandois 4;02691;Saint-Quentin;22,0;12656,1;18169,0;23422,7;0,6;9633,7;11929,8;13864,3;16138,8;20003,0;21963,9;24806,0;29100,0;3,0;3,6;0,2;51,5;2,7;44,5;6,0;8,8;3,4;3,2;2,2;-13,5;0
026910601;Saint-Jean;02691;Saint-Quentin;24,4;12318,8;16748,1;22082,0;0,6;9041,9;11232,5;13376,1;15171,0;18708,0;20625,3;23575,0;29344,4;3,2;4,0;0,3;60,9;4,9;29,9;7,4;10,4;3,1;4,4;2,9;-13,5;0
027220101;Presles 1;02722;Soissons;42,1;9949,4;13299,5;18347,5;0,6;7938,5;9376,5;10632,1;11944,0;14926,5;16950,5;19970,5;25369,3;3,2;4,1;0,3;43,0;2,4;38,5;9,0;19,3;5,7;7,5;6,1;-12,2;0
027220102;Presles 2;02722;Soissons;62,6;8457,1;10874,2;13874,1;0,5;6741,3;8098,0;8801,9;9803,3;11955,8;13293,9;14930,0;18155,4;2,7;3,2;0,2;;;;;;;;;;0
027220103;Presles 3;02722;Soissons;47,6;9220,0;12590,0;16750,0;0,6;7374,2;8640,7;10025,9;11260,0;14038,9;15807,3;17750,0;20926,0;2,8;3,5;0,2;56,6;1,3;25,1;3,3;23,1;6,1;9,5;7,5;-9,4;0
027220201;Maupas;02722;Soissons;27,2;11943,9;16086,0;19999,0;0,5;8944,2;11006,7;12951,0;14684,0;17493,0;18933,3;21181,3;24207,3;2,7;3,2;0,2;53,6;0,7;42,0;4,7;10,3;3,4;3,1;3,9;-11,3;0
027220301;Longues Baies;02722;Soissons;;18146,0;23018,0;31984,0;0,6;13582,0;16839,0;19386,7;20970,7;25264,8;28945,5;34425,5;43262,0;3,2;3,9;0,3;57,5;10,4;36,9;12,8;2,5;1,3;0,6;0,6;-20,1;0
027220401;Saint-Crepin;02722;Soissons;35,1;10794,0;14032,0;18490,0;0,5;8081,4;9740,0;11510,8;12770,4;15699,3;17482,2;19361,4;22322,5;2,8;3,3;0,2;45,5;0,9;38,0;5,6;19,1;3,3;9,7;6,1;-9,1;0
027220501;Centre 1;02722;Soissons;;16584,0;22385,0;30292,3;0,6;12856,7;15481,3;17585,2;20260,0;24696,0;27952,0;32501,6;42616,0;3,3;4,3;0,3;56,9;8,4;33,3;17,5;3,2;1,5;0,9;0,9;-19,3;0
027220502;Centre 2;02722;Soissons;20,7;13040,0;17860,5;24719,5;0,7;9012,8;12051,0;14155,3;15888,0;20108,0;23014,4;27456,7;36435,7;4,0;4,9;0,3;52,4;5,3;37,9;13,1;7,7;1,7;3,4;2,6;-16,4;0
027220503;Centre 3;02722;Soissons;17,9;13964,0;18944,2;28556,0;0,8;9422,8;12895,2;14875,0;16835,0;21746,8;25455,0;32105,6;45052,7;4,8;6,1;0,4;52,1;17,5;29,5;16,7;5,5;1,6;1,8;2,0;-21,3;0
027220601;Chevreux;02722;Soissons;;9411,0;12543,0;16689,7;0,6;7310,0;8795,6;9788,7;10817,4;13943,1;15722,4;18218,6;22056,9;3,0;3,7;0,3;56,5;0,9;20,8;3,8;26,9;9,5;9,9;7,5;-8,9;0
027220701;Saint-Waast;02722;Soissons;16,5;14118,5;18857,1;25254,0;0,6;10253,7;13193,3;15107,3;17345,3;21114,0;23620,0;26629,0;31595,0;3,1;3,9;0,3;65,2;5,3;29,8;8,7;6,6;2,4;2,2;2,0;-15,6;0
027220801;Saint-Medard;02722;Soissons;22,7;12621,7;16144,8;20948,4;0,5;9378,9;11787,2;13258,3;14835,4;17600,6;19703,9;22412,9;27198,0;2,9;3,4;0,2;68,8;2,4;23,1;6,7;11,6;3,8;3,9;3,9;-12,6;0
027220901;Gare;02722;Soissons;15,4;14449,0;19628,0;28192,7;0,7;10542,8;13295,3;15792,1;17747,0;21879,0;25424,0;31169,0;40691,0;3,9;4,9;0,3;61,8;9,4;29,1;13,1;6,0;2,1;2,1;1,8;-19,4;0
027380101;Quessy Centre;02738;Tergnier;23,3;12345,6;16716,5;21504,8;0,5;9646,0;11782,1;13417,0;14826,0;18426,7;20326,0;23086,0;27298,9;2,8;3,4;0,2;57,7;3,3;35,2;6,1;9,8;3,6;3,4;2,8;-12,1;0
027380102;Quessy Cite;02738;Tergnier;24,8;12260,0;15656,7;19498,7;0,5;10085,5;11578,6;13033,3;14607,1;17021,0;18454,7;20482,5;23424,0;2,3;2,5;0,2;;;;;;;;;;0
027380201;Vouel;02738;Tergnier;22,9;12731,3;17489,5;21905,5;0,5;9553,0;11722,3;13656,0;15454,7;19416,0;20877,1;23090,8;27649,6;2,9;3,2;0,2;59,0;3,1;34,8;4,7;10,0;3,0;3,8;3,2;-11,6;0
027380301;Tergnier 1;02738;Tergnier;19,3;12936,7;17195,0;22876,1;0,6;9868,3;12378,0;13798,0;15464,6;19074,7;21332,8;24238,8;30043,5;3,0;3,4;0,2;53,4;3,4;40,0;6,7;9,0;3,3;3,0;2,7;-12,5;0
027380302;Tergnier 2;02738;Tergnier;35,4;10407,0;14790,4;19492,7;0,6;8205,6;9861,3;11124,6;13063,6;16530,0;18382,0;20716,4;24691,1;3,0;3,5;0,3;55,2;2,1;31,7;5,0;16,7;5,1;6,5;5,1;-10,7;0
027380401;Fargniers;02738;Tergnier;21,7;13007,1;17358,6;21781,0;0,5;8959,0;11787,0;13841,1;15627,3;19016,2;20641,6;23238,0;26852,7;3,0;3,4;0,2;59,9;3,1;34,6;5,7;8,8;3,2;3,1;2,5;-12,1;0
