IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6015;DISP_Q115;DISP_MED15;DISP_Q315;DISP_EQ15;DISP_D115;DISP_D215;DISP_D315;DISP_D415;DISP_D615;DISP_D715;DISP_D815;DISP_D915;DISP_RD15;DISP_S80S2015;DISP_GI15;DISP_PACT15;DISP_PTSA15;DISP_PCHO15;DISP_PBEN15;DISP_PPEN15;DISP_PPAT15;DISP_PPSOC15;DISP_PPFAM15;DISP_PPMINI15;DISP_PPLOGT15;DISP_PIMPOT15;DISP_NOTE15
372140105;De Gaulle-Ménardière;37214;Saint-Cyr-sur-Loire;7,5;17577;23007;30533;0,56;13433;16482;18725;20711;25635;28901;32699;40450;3,0;3,6;0,25;73,5;65,9;3,1;4,5;31,3;10,4;3,4;1,4;1,0;1,0;-18,6;0
372330101;Ouest;37233;Saint-Pierre-des-Corps;8,9;16623;21142;26724;0,48;12672;15655;17638;19291;23185;25315;28058;32741;2,6;3,0;0,21;78,3;72,0;3,4;2,9;25,7;7,1;4,1;2,1;1,1;1,0;-15,2;0
372330102;Bords de Loire Grand Mail;37233;Saint-Pierre-des-Corps;26,6;12085;16245;20450;0,51;8848;11145;13001;14508;17675;19305;21711;25438;2,9;3,4;0,23;57,7;52,6;4,1;1,0;38,3;4,9;11,1;3,7;4,0;3,4;-12,0;0
372330103;Allees;37233;Saint-Pierre-des-Corps;;10983;14126;18213;0,51;8404;10337;11697;12876;15562;17230;19644;23196;2,8;3,2;0,23;59,8;52,8;6,3;0,6;28,5;3,2;17,9;5,8;6,6;5,5;-9,4;0
372330104;Aubriere Jean Jaures;37233;Saint-Pierre-des-Corps;52,7;8743;12031;15876;0,59;5995;8205;9514;10865;13060;14684;17076;19289;3,2;3,6;0,24;47,8;;;;32,0;2,9;24,6;6,5;10,2;7,9;-7,3;0
372330105;Cheval Blanc;37233;Saint-Pierre-des-Corps;;14081;18101;23195;0,50;10116;13124;14783;16463;20073;21853;24290;28942;2,9;3,2;0,23;64,4;58,2;3,9;2,4;35,4;6,9;6,7;3,1;1,6;2,0;-13,4;0
372330106;Est;37233;Saint-Pierre-des-Corps;9,2;15470;19354;23697;0,43;12823;14526;16478;18094;20845;22769;25184;28963;2,3;2,6;0,19;56,7;52,2;2,9;1,5;44,8;6,4;5,3;2,7;1,4;1,2;-13,2;0
372330107;Centre;37233;Saint-Pierre-des-Corps;20,4;13194;18391;24017;0,59;10103;12308;14283;16260;20438;22749;25574;31753;3,1;3,6;0,25;71,2;65,2;4,4;1,7;28,1;6,6;8,3;3,3;2,5;2,4;-14,2;0
372610101;Centre 1;37261;Tours;16,1;15073;22900;36731;0,95;9909;13457;16698;19328;27585;33072;40556;55543;5,6;7,6;0,40;76,4;60,8;3,4;12,1;24,5;19,7;4,1;0,7;1,6;1,9;-24,7;0
372610102;Centre 2;37261;Tours;;15474;22427;31357;0,71;8614;13324;17293;20248;24961;29172;33527;44281;5,1;6,7;0,35;66,5;55,2;3,6;7,6;32,9;19,2;4,0;0,4;1,5;2,0;-22,6;0
372610103;Centre 3;37261;Tours;27,9;11519;16744;23689;0,73;8223;10347;12754;14647;19094;22114;25776;33462;4,1;5,3;0,32;71,5;61,0;4,9;5,5;24,8;8,6;11,1;1,4;4,7;5,0;-16,0;0
372610104;Centre 4;37261;Tours;22,9;12879;20487;33762;1,02;9225;11521;14263;17446;25120;30529;37977;48641;5,3;7,5;0,40;69,9;54,1;2,8;13,0;27,5;19,7;6,0;1,2;2,5;2,3;-23,1;0
372610105;Centre 5;37261;Tours;16,5;15296;25318;36027;0,82;9270;13844;17758;20802;29129;32737;39803;55089;5,9;7,7;0,38;76,2;63,2;3,5;9,5;26,2;18,6;3,7;0,7;1,3;1,7;-24,7;0
372610201;Grammont 1;37261;Tours;7,4;20351;29611;42031;0,73;14222;18873;22122;25431;33733;39256;45485;59871;4,2;5,5;0,33;75,8;60,9;2,3;12,7;27,2;19,6;2,3;1,0;0,6;0,7;-24,9;0
372610202;Grammont 2;37261;Tours;12,3;17593;26954;38841;0,79;11078;15636;19400;22578;30528;35095;42963;54044;4,9;6,1;0,34;66,3;54,9;2,4;9,0;34,5;18,7;3,1;0,7;1,0;1,4;-22,6;0
372610203;Grammont 3;37261;Tours;18,2;14284;22437;32188;0,80;9893;12798;16366;19460;25607;29690;34525;42919;4,3;5,5;0,32;71,8;61,7;2,8;7,4;29,3;12,9;5,9;1,5;2,2;2,2;-19,9;0
372610204;Grammont 4;37261;Tours;;19110;27722;36944;0,64;13766;17436;20905;24491;30439;34164;40036;52446;3,8;4,7;0,30;77,0;66,4;2,6;8,0;27,9;14,2;3,0;1,0;0,9;1,1;-22,1;0
372610301;Cathédrale;37261;Tours;10,4;18535;26152;35933;0,67;12085;16776;20009;22793;29269;33946;39143;51318;4,2;5,7;0,34;75,9;63,6;2,7;9,6;27,8;16,4;3,1;1,0;1,0;1,2;-23,2;0
372610401;Lamartine 1;37261;Tours;26,9;12117;16303;22525;0,64;8588;11312;12730;14328;18565;20985;25160;32927;3,8;5,0;0,32;65,6;55,3;4,3;5,9;28,9;10,1;11,1;2,1;4,8;4,2;-15,7;0
372610402;Lamartine 2;37261;Tours;24,1;12426;15969;20625;0,51;9048;11660;13125;14704;17743;19557;22028;26466;2,9;3,5;0,25;70,4;61,4;4,9;4,1;22,9;4,9;14,4;3,2;6,1;5,1;-12,6;0
372610501;Rabelais-Tonnellé 1;37261;Tours;16,2;14655;19903;27798;0,66;10561;13388;15953;17972;22661;25958;29777;37634;3,6;4,6;0,30;71,6;62,3;3,8;5,4;30,7;9,9;6,0;1,8;1,9;2,3;-18,2;0
372610502;Rabelais-Tonnellé 2;37261;Tours;18,0;14549;21205;29812;0,72;9655;12826;16116;18734;24086;27708;31679;38871;4,0;5,0;0,30;80,1;70,8;3,2;6,2;23,8;6,9;6,6;1,4;2,8;2,3;-17,4;0
372610601;Giraudeau 1;37261;Tours;33,0;10836;14941;19192;0,56;7968;10118;11852;13565;16657;18321;20373;24391;3,1;3,7;0,26;66,2;58,7;5,2;2,3;25,9;5,0;14,6;3,9;5,1;5,6;-11,7;1
372610602;Giraudeau 2;37261;Tours;29,0;11685;15542;19836;0,52;8399;10830;12505;14123;17307;18869;21153;24713;2,9;3,3;0,23;77,2;69,4;6,1;1,7;16,9;3,7;14,3;3,6;5,7;5,0;-12,1;1
372610701;Lakanal-Strasbourg 1;37261;Tours;;19711;27779;38954;0,69;13987;18091;21407;24468;31557;35301;42538;54289;3,9;4,8;0,30;79,2;67,5;2,1;9,5;27,3;14,2;2,7;1,1;0,7;0,8;-23,4;0
372610702;Lakanal-Strasbourg 2;37261;Tours;13,2;15473;21124;27913;0,59;11284;14043;16713;18635;23351;26412;29718;35541;3,1;4,0;0,27;80,2;71,2;3,6;5,4;23,4;8,9;5,3;1,6;1,6;2,1;-17,8;0
372610801;Febvotte-Marat 1;37261;Tours;10,1;16861;22258;28575;0,53;12304;15487;17984;20307;24152;27010;30605;36564;3,0;3,7;0,25;76,7;69,5;3,0;4,2;27,7;8,8;3,9;1,4;1,1;1,4;-17,1;0
372610802;Febvotte-Marat 2;37261;Tours;10,1;16742;21852;28231;0,53;12332;15299;18007;20047;23748;26515;29841;34736;2,8;3,4;0,24;74,0;66,5;3,2;4,3;28,4;9,8;4,7;2,2;1,1;1,5;-16,9;0
372610901;Rives du Cher 1;37261;Tours;;17911;22804;29759;0,52;13496;16736;18960;20815;25055;28035;31881;37337;2,8;3,8;0,26;36,1;32,8;1,5;1,8;65,2;14,4;2,1;0,6;0,7;0,8;-17,8;0
372610902;Rives du Cher 2;37261;Tours;;9545;12846;17252;0,60;7420;8843;10199;11596;14133;16053;18449;21961;3,0;3,4;0,24;52,5;46,6;5,7;0,3;31,4;3,1;22,1;8,6;7,0;6,5;-9,1;0
372611001;La Fuye Velpeau 1;37261;Tours;11,9;16632;22689;31097;0,64;11622;14714;17857;20314;24990;28755;33639;41233;3,5;4,2;0,27;65,3;58,0;2,9;4,5;37,3;11,7;3,9;0,9;1,3;1,7;-18,2;0
372611002;La Fuye Velpeau 2;37261;Tours;;18383;25295;33872;0,61;13324;17003;20487;23225;28080;32061;36045;42750;3,2;4,1;0,27;79,0;67,7;2,2;9,1;27,8;11,1;2,8;1,1;0,8;0,8;-20,7;0
372611003;La Fuye Velpeau 3;37261;Tours;14,2;15458;21051;29112;0,65;11083;14081;16847;18593;23781;26957;30765;37247;3,4;4,0;0,27;75,6;68,3;3,4;4,0;28,6;7,4;5,0;1,3;2,0;1,6;-16,6;0
372611004;La Fuye Velpeau 4;37261;Tours;12,8;16112;21680;29152;0,60;11247;15017;17273;19353;24033;26751;31592;38268;3,4;4,1;0,27;83,4;74,9;3,9;4,6;22,6;7,6;4,4;1,4;1,2;1,8;-18,0;0
372611101;Sanitas-Rotonde 1;37261;Tours;53,8;8673;11963;15767;0,59;5873;7996;9335;10574;13139;14823;16908;21285;3,6;4,5;0,29;59,7;50,6;7,4;1,7;20,1;3,8;25,9;4,6;12,6;8,8;-9,5;0
372611102;Sanitas-Rotonde 2;37261;Tours;59,4;8902;11107;14403;0,50;7087;8139;9222;10277;12408;13727;15481;18830;2,7;3,1;0,22;47,1;;;;18,4;2,2;37,9;8,8;17,6;11,5;-5,6;0
372611103;Sanitas-Rotonde 3;37261;Tours;39,7;9817;13798;19331;0,69;7722;9195;10617;12459;15838;17911;20753;26542;3,4;4,2;0,29;52,8;45,3;5,0;2,5;34,4;6,1;17,7;3,1;8,5;6,0;-11,0;0
372611104;Sanitas-Rotonde 4;37261;Tours;47,9;9779;12673;16311;0,52;7731;9056;10167;11375;14013;15272;17312;20519;2,7;3,0;0,22;43,8;37,3;6,0;0,5;33,0;3,3;27,1;6,7;11,3;9,1;-7,2;0
372611105;Sanitas-Rotonde 5;37261;Tours;52,4;9240;11999;16295;0,59;7039;8744;9723;10938;13443;14921;17758;22261;3,2;3,6;0,26;57,9;48,8;6,8;2,3;22,1;3,8;25,0;8,1;10,2;6,7;-8,8;0
372611201;Beaujardin 1;37261;Tours;17,2;14056;18573;24449;0,56;10336;13042;15094;16661;20784;22953;25872;29713;2,9;3,6;0,25;66,5;59,0;3,4;4,1;32,1;8,6;7,2;2,3;2,8;2,2;-14,4;0
372611202;Beaujardin 2;37261;Tours;18,3;13474;17932;22846;0,52;10017;12538;14465;16280;19660;21459;24246;28487;2,8;3,3;0,23;71,3;65,0;3,5;2,8;28,2;5,4;8,5;2,3;2,9;3,3;-13,4;0
372611301;Rochepinard;37261;Tours;;10393;14705;21617;0,76;7556;9591;11397;13026;17526;19878;23305;28035;3,7;4,2;0,28;36,0;31,1;4,3;0,7;53,3;7,8;15,3;3,3;7,0;5,0;-12,4;0
372611401;Saint-Symphorien 1;37261;Tours;16,3;14750;19533;25733;0,56;10087;13494;15606;17809;21780;24057;27806;33747;3,3;4,2;0,27;75,8;70,3;3,4;2,1;26,3;8,7;6,2;2,0;2,1;2,1;-17,0;0
372611402;Saint-Symphorien 2;37261;Tours;11,9;15344;19633;25182;0,50;11745;14321;16259;17978;21691;23758;26806;32179;2,7;3,2;0,23;78,1;71,1;3,5;3,5;25,0;6,8;6,2;2,2;1,8;2,1;-16,1;1
372611403;Saint-Symphorien 3;37261;Tours;32,0;10889;15334;20808;0,65;8351;10082;12030;13649;17225;19447;22440;27243;3,3;4,0;0,28;64,9;57,4;4,9;2,6;27,4;5,0;14,7;4,3;5,3;5,1;-12,0;0
372611404;Saint-Symphorien 4;37261;Tours;16,3;14819;20156;27167;0,61;10352;13481;15957;17886;22473;25365;29404;36569;3,5;4,2;0,28;65,7;59,1;3,3;3,3;34,8;10,5;6,2;2,1;2,0;2,2;-17,2;0
372611405;Saint-Symphorien 5;37261;Tours;12,8;16216;21834;30034;0,63;11258;14928;17182;19361;24703;27951;31783;40485;3,6;4,5;0,29;62,7;53,0;3,1;6,7;37,0;13,8;5,1;1,0;2,1;2,0;-18,6;0
372611503;Sainte-Radegonde 1;37261;Tours;8,6;16526;21555;28089;0,54;12667;15713;17512;19495;23503;26035;29887;36347;2,9;3,4;0,24;83,0;75,8;3,6;3,6;22,8;6,8;4,7;1,9;1,4;1,5;-17,3;0
372611504;Sainte-Radegonde 2;37261;Tours;12,7;15023;20554;28459;0,65;11230;13923;15967;18347;22992;25933;31700;39650;3,5;4,5;0,30;78,4;65,1;3,3;10,0;25,1;9,1;6,4;1,9;2,3;2,2;-19,0;0
372611601;Paul Bert;37261;Tours;10,4;17360;23204;31905;0,63;12137;16005;18695;21004;26102;29506;34359;43851;3,6;4,4;0,29;72,7;64,0;3,4;5,3;30,6;13,0;3,7;1,0;1,2;1,5;-20,0;0
372611701;Europe 1;37261;Tours;;16660;19715;23700;0,36;13188;15716;17277;18487;21292;22632;24708;27601;2,1;2,4;0,17;60,4;57,0;2,2;1,2;42,1;7,7;3,7;1,7;1,1;0,8;-13,9;0
372611702;Europe 2;37261;Tours;;14578;18794;22547;0,42;12076;13700;15419;16786;19893;21472;23585;27853;2,3;2,6;0,19;67,4;62,5;3,9;0,9;35,5;5,6;5,1;2,0;1,5;1,6;-13,6;0
372611703;Europe 3;37261;Tours;16,9;13702;16414;20041;0,39;10931;12959;14153;15279;17546;19009;21459;24328;2,2;2,5;0,18;68,7;64,2;4,2;0,3;29,9;4,3;9,1;2,1;4,1;2,8;-12,0;0
372611704;Europe 4;37261;Tours;;10267;13478;16750;0,48;8046;9562;11106;12321;14564;16071;17752;20737;2,6;3,0;0,21;57,5;49,6;6,9;1,0;24,3;2,5;23,7;5,0;11,0;7,8;-8,0;0
372611705;Europe 5;37261;Tours;8,4;16347;20054;24434;0,40;12920;15209;17380;18678;21619;23336;25951;29630;2,3;2,7;0,19;73,7;68,4;2,9;2,5;30,9;5,8;4,4;1,6;1,3;1,4;-14,8;0
372611706;Europe 6;37261;Tours;26,5;12133;16348;21410;0,57;8897;11268;12864;14679;18401;20359;22626;26279;3,0;3,6;0,25;56,7;52,0;3,8;0,9;34,0;8,4;12,8;3,2;5,7;4,0;-11,9;0
372611801;Douets Milletiere 1;37261;Tours;;19231;22583;26850;0,34;15607;18371;19941;21287;23951;25730;28489;31883;2,0;2,2;0,16;51,5;49,4;1,9;0,3;55,7;6,4;2,0;1,1;0,6;0,3;-15,6;0
372611802;Douets Milletiere 2;37261;Tours;11,0;15127;19267;23696;0,44;12071;14253;15954;17958;20868;22948;24786;29473;2,4;2,7;0,20;65,9;61,4;3,6;0,9;35,5;5,8;7,0;2,9;1,9;2,1;-14,2;0
372611901;Montjoyeux;37261;Tours;16,4;14396;19562;24887;0,54;9676;13427;15762;17701;21242;23512;26668;30756;3,2;3,7;0,24;63,6;59,8;3,0;0,9;37,3;7,9;6,0;1,5;2,2;2,3;-14,8;0
372612001;La Bergeonnerie;37261;Tours;29,1;11484;15402;19475;0,52;8921;10700;12431;13870;17011;18535;20300;23799;2,7;3,0;0,22;64,8;;;;29,4;3,7;13,0;4,5;4,1;4,4;-10,9;0
372612101;Les Fontaines 1;37261;Tours;15,0;15009;21084;27113;0,57;10250;13820;16717;18975;22989;25594;29358;34422;3,4;3,9;0,25;50,3;46,2;3,0;1,1;52,1;9,2;5,0;1,2;2,3;1,6;-16,6;0
372612102;Les Fontaines 2;37261;Tours;18,0;13776;17149;21180;0,43;9756;12745;14642;15719;18634;20272;22262;25536;2,6;3,0;0,21;76,1;69,6;5,7;0,8;25,4;4,0;7,7;1,4;3,2;3,2;-13,2;0
372612103;Les Fontaines 3;37261;Tours;51,2;9186;12234;15731;0,54;7277;8778;9698;11126;13388;14789;16546;18870;2,6;3,0;0,22;53,7;45,8;7,5;0,5;21,5;2,2;29,9;5,7;14,5;9,7;-7,3;0
372612201;Deux Lions Gloriette;37261;Tours;;15832;20870;27363;0,55;12473;14984;16714;18554;22774;25537;29880;35092;2,8;3,4;0,25;95,0;88,0;4,0;3,0;11,4;5,4;5,8;2,0;1,4;2,4;-17,6;0
380530101;St-Michel;38053;Bourgoin-Jallieu;18,8;13495;18740;26109;0,67;10586;12609;14437;16846;21167;24043;28140;34699;3,3;4,4;0,30;69,8;61,4;3,8;4,6;26,8;11,6;7,5;1,9;2,8;2,7;-15,7;0
380530102;Oiselet-La-Grive;38053;Bourgoin-Jallieu;15,2;14697;19247;24892;0,53;11105;13730;15589;17377;21208;23443;26816;32561;2,9;3,5;0,24;81,9;75,1;4,0;2,8;19,1;6,5;7,1;3,0;2,0;2,1;-14,6;0
380530201;Centre Ville Est;38053;Bourgoin-Jallieu;18,7;13960;19562;26512;0,64;9907;12597;15084;17171;21649;24737;28548;34077;3,4;4,3;0,29;71,8;62,7;3,7;5,4;27,1;11,1;6,6;1,9;2,3;2,5;-16,6;0
380530202;Champaret;38053;Bourgoin-Jallieu;22,7;13011;18599;24365;0,61;9538;11766;14312;16424;20498;23052;25904;31991;3,4;4,1;0,27;61,2;54,9;3,7;2,6;35,4;10,7;7,2;2,6;2,2;2,4;-14,5;0
380530301;Pre Benit;38053;Bourgoin-Jallieu;16,4;14328;19793;25732;0,58;10378;13202;15340;17713;21746;24251;27342;32186;3,1;3,7;0,25;66,7;61,2;3,5;2,1;30,9;10,3;6,7;2,1;2,3;2,3;-14,6;0
380530302;Montbernier;38053;Bourgoin-Jallieu;9,3;16940;22782;30390;0,59;12587;15485;18225;20539;25141;28491;32666;40672;3,2;3,9;0,27;82,6;71,6;3,4;7,7;21,5;10,3;4,0;2,4;0,8;0,9;-18,4;0
380530401;Pre Tillon;38053;Bourgoin-Jallieu;36,0;10956;14075;18548;0,54;8536;10253;11682;12941;15440;17344;19913;23206;2,7;3,0;0,22;59,8;51,7;7,0;1,1;28,0;4,5;17,5;5,6;5,6;6,2;-9,8;0
380530402;Champfleuri;38053;Bourgoin-Jallieu;37,1;10605;14503;20799;0,70;8454;10034;11356;12894;17120;19320;22306;26656;3,2;3,5;0,25;60,4;53,9;4,6;1,9;29,6;5,6;15,2;5,3;5,0;4,9;-10,8;0
380530403;Pre Pommier;38053;Bourgoin-Jallieu;18,4;13592;18486;23659;0,54;10539;12769;14646;16670;20703;22394;25361;30190;2,9;3,4;0,24;70,5;64,8;4,0;1,7;26,4;7,8;8,6;3,4;2,4;2,7;-13,3;0
381510101;Ouest-Nord;38151;Échirolles;;17189;23767;31359;0,60;12351;15644;18639;20848;26256;29469;33469;40334;3,3;3,8;0,26;54,0;48,6;2,1;3,3;46,5;14,2;3,3;1,3;1,1;0,8;-18,0;0
381510103;Viscose-Luire;38151;Échirolles;;11514;15533;21193;0,62;8712;10687;12372;13866;17359;19869;23215;28932;3,3;3,9;0,27;58,5;51,3;4,8;2,4;32,4;7,3;13,7;4,5;4,6;4,6;-11,9;1
381510104;Ouest-Sud;38151;Échirolles;11,5;15386;20016;24702;0,47;11580;14340;16251;18121;21600;23540;26257;30360;2,6;2,9;0,21;63,4;59,2;2,9;1,3;37,7;8,0;4,6;2,4;1,2;1,0;-13,7;0
381510202;Centre;38151;Échirolles;15,3;14534;19668;25501;0,56;10765;13247;15553;17582;21803;24307;26852;32417;3,0;3,5;0,24;70,9;65,8;3,2;1,9;28,1;8,1;7,4;2,9;2,3;2,2;-14,5;0
381510203;Village 2;38151;Échirolles;35,8;10914;14067;18371;0,53;8398;10156;11436;12764;15609;17539;19748;23618;2,8;3,3;0,23;57,6;50,6;6,0;1,0;29,2;4,0;18,8;5,7;6,9;6,3;-9,6;0
381510301;Les Granges-Sud;38151;Échirolles;24,5;12494;17050;23872;0,67;9666;11686;13193;15205;19909;22489;25597;30905;3,2;3,6;0,26;72,3;66,7;4,0;1,6;23,4;5,6;11,9;4,7;3,5;3,7;-13,2;0
381510302;Les Granges-Nord;38151;Échirolles;;15950;20264;26339;0,51;12332;15000;17107;18639;22331;24718;27767;31595;2,6;3,0;0,21;59,6;55,4;2,7;1,6;41,1;8,1;5,3;2,5;1,6;1,2;-14,1;0
381510303;Surieux;38151;Échirolles;36,5;10622;14136;18634;0,57;8445;10009;11528;12649;15536;17395;19811;23897;2,8;3,2;0,23;52,4;46,4;5,4;0,6;33,4;4,3;19,1;6,6;6,4;6,1;-9,2;0
381510305;Les Essarts-Sud;38151;Échirolles;;9594;12458;17661;0,65;7693;9091;10383;11252;14179;15990;19319;23395;3,0;3,7;0,26;59,9;53,7;5,6;0,7;24,1;3,6;22,2;7,7;7,6;6,9;-9,8;0
381510306;Les Essarts-Nord;38151;Échirolles;41,3;10199;13399;17328;0,53;8401;9725;10745;12239;14849;16304;18895;23131;2,8;3,3;0,24;53,4;46,6;6,0;0,8;28,8;5,0;21,6;7,5;7,2;6,9;-8,8;0
381510401;Frange Verte-Commanderie;38151;Échirolles;;19620;25401;31728;0,48;14686;18170;20915;23012;27685;30383;33297;39718;2,7;3,1;0,21;69,1;64,2;2,0;2,9;34,6;10,9;2,5;1,5;0,5;0,5;-17,1;0
381510402;Mairie-Langevin;38151;Échirolles;10,5;15990;20927;26649;0,51;12190;14792;17071;18950;22908;25079;28367;32615;2,7;3,0;0,22;76,3;71,3;2,8;2,2;26,0;7,2;5,6;2,4;1,6;1,6;-15,1;0
381690101;Aristide-Briand;38169;Fontaine;16,2;14321;19684;26452;0,62;10816;13190;15434;17473;21656;24867;28508;33232;3,1;3,6;0,25;77,5;70,6;4,0;2,9;23,1;6,7;7,7;2,7;2,6;2,3;-15,0;0
381690102;Drac-Vercors;38169;Fontaine;12,8;15357;20849;26388;0,53;11131;14530;16789;19047;22996;25046;27739;33132;3,0;3,4;0,23;78,7;71,6;3,5;3,6;23,5;8,6;5,0;1,8;1,7;1,5;-15,8;0
381690103;Bastille;38169;Fontaine;19,4;13360;17465;22680;0,53;10858;12402;14207;15892;19103;21417;23974;28039;2,6;3,1;0,23;72,6;65,2;4,6;2,8;25,7;6,3;8,1;3,0;2,8;2,2;-12,7;0
381690104;Mairie;38169;Fontaine;14,6;15110;19416;24779;0,50;11180;13826;15950;17753;21331;23265;26443;30484;2,7;3,2;0,22;70,5;63,6;3,4;3,4;30,3;7,5;6,0;2,2;2,0;1,8;-14,3;0
381690105;Curie-Rolland;38169;Fontaine;19,9;13200;17847;22535;0,52;9997;12482;14283;16025;19643;21359;24059;28226;2,8;3,3;0,23;69,1;64,2;3,5;1,5;29,8;6,6;7,5;2,7;2,5;2,2;-13,0;0
381690106;Les Buissonnees;38169;Fontaine;24,7;12401;17369;23825;0,66;9487;11635;13237;15163;19091;21912;25113;30709;3,2;3,8;0,26;63,8;58,0;3,2;2,5;30,2;8,5;10,7;3,8;3,3;3,6;-13,2;0
381690107;Les Alpes;38169;Fontaine;20,9;13034;17161;22353;0,54;9595;12103;14043;15641;19320;21275;23950;28155;2,9;3,2;0,23;63,8;58,4;4,2;1,1;31,5;5,6;11,3;3,7;3,8;3,8;-12,2;0
381690108;Les Floralies;38169;Fontaine;27,9;11994;16060;20364;0,52;8398;11250;12857;14273;17593;19398;21629;24547;2,9;3,3;0,22;60,7;55,6;3,7;1,4;34,0;5,3;10,6;4,2;3,4;2,9;-10,6;0
381690109;Ambroise-Croizat;38169;Fontaine;12,0;16087;20364;25753;0,47;11643;14694;17047;18638;22223;24435;27939;32185;2,8;3,1;0,22;76,5;70,7;2,5;3,3;26,8;7,8;4,6;2,2;1,2;1,2;-15,7;0
381690110;Poya-Plans;38169;Fontaine;10,2;16808;21655;27786;0,51;12268;15200;17805;19763;23600;26166;29372;34205;2,8;3,2;0,22;72,8;68,0;2,8;1,9;29,9;8,9;4,3;2,0;1,1;1,1;-15,9;0
381850102;Jean Mace;38185;Grenoble;15,7;14884;20721;29139;0,69;10496;13724;15743;18343;23541;27037;31860;37440;3,6;4,2;0,28;86,8;79,2;3,5;4,1;15,9;8,1;6,6;2,1;2,0;2,4;-17,4;0
381850103;Europole;38185;Grenoble;18,3;14234;21820;30629;0,75;9503;12753;15469;18277;24593;28124;32771;38475;4,0;4,6;0,29;91,7;86,4;3,2;2,1;13,6;6,8;6,1;2,0;1,8;2,2;-18,2;0
381850104;Diderot;38185;Grenoble;11,7;16532;22741;31419;0,65;11410;15207;17827;20250;25662;29165;33457;38794;3,4;4,1;0,27;86,5;79,1;3,7;3,7;17,9;9,8;4,4;1,4;1,4;1,6;-18,6;0
381850105;Gare;38185;Grenoble;;16477;23495;34110;0,75;11204;14715;17908;20541;27348;31674;37133;45288;4,0;5,2;0,31;75,8;67,9;2,9;4,9;25,0;16,4;4,0;1,1;1,4;1,6;-21,2;0
381850106;Cours Berriat;38185;Grenoble;21,9;12995;18730;26269;0,71;9073;11858;14137;16526;21255;24335;28411;33532;3,7;4,5;0,28;83,2;74,6;4,5;4,1;17,8;7,4;7,6;1,4;3,0;3,3;-16,0;0
381850107;Gabriel Peri;38185;Grenoble;17,1;14701;21442;29947;0,71;10021;13008;15813;18251;24993;27830;31807;38701;3,9;4,8;0,30;85,3;77,5;3,2;4,6;18,1;9,3;5,3;1,2;1,9;2,3;-18,0;0
381850108;Berriat-Ampere;38185;Grenoble;17,3;14323;20819;28181;0,67;9980;13014;15817;18433;23507;26025;29806;34936;3,5;4,2;0,27;84,0;75,6;5,0;3,4;17,5;8,8;6,3;1,5;2,5;2,3;-16,6;0
381850109;Saint-Bruno;38185;Grenoble;16,6;14601;21697;29591;0,69;9634;13320;16319;19024;24082;27771;31980;37987;3,9;4,6;0,29;82,6;74,3;4,2;4,1;20,1;8,2;6,2;1,5;2,4;2,3;-17,1;0
381850110;Waldec Rousseau;38185;Grenoble;17,1;14733;20562;28396;0,66;9988;13329;15705;17899;23475;26430;31057;36767;3,7;4,3;0,28;87,3;79,2;3,8;4,3;15,0;7,9;6,4;2,0;2,2;2,2;-16,6;0
381850111;Lustucru;38185;Grenoble;11,7;16237;22749;30851;0,64;11521;14809;17602;20237;25552;29266;33152;39585;3,4;4,1;0,27;82,7;76,2;3,2;3,3;21,0;9,7;4,9;1,4;1,7;1,8;-18,3;0
381850201;Esplanade;38185;Grenoble;;15045;21225;31048;0,75;9738;12852;16066;18272;24172;28585;34033;43197;4,4;5,6;0,33;85,8;75,7;3,5;6,6;17,2;12,6;4,5;1,1;1,8;1,6;-20,1;0
381850202;Saint-Laurent-Lavalette;38185;Grenoble;30,5;11147;17283;25304;0,82;8084;10305;12196;14278;19568;22906;28133;36081;4,5;5,4;0,33;75,4;67,4;4,5;3,5;20,2;8,9;10,8;1,8;5,1;3,9;-15,3;0
381850203;Jean Jaures;38185;Grenoble;;19899;27749;39003;0,69;12631;18280;21431;24130;31334;36220;41059;52383;4,1;5,3;0,31;76,7;68,6;2,3;5,8;25,2;18,5;2,5;1,1;0,7;0,8;-22,9;0
381850204;Crequi-Victor Hugo;38185;Grenoble;;19971;30149;42482;0,75;13304;17585;22825;26193;34487;39017;47145;59991;4,5;6,0;0,34;72,9;61,0;2,0;9,9;25,9;24,7;2,8;0,8;1,1;0,9;-26,3;0
381850205;Grenette;38185;Grenoble;17,1;15601;24789;35030;0,78;9930;13743;16930;20659;27916;32228;39327;52160;5,3;6,8;0,36;84,8;68,4;3,2;13,2;19,1;15,3;3,8;1,0;1,3;1,6;-23,0;0
381850206;Saint-Andre;38185;Grenoble;12,0;18413;27337;37072;0,68;11188;16331;20303;23430;30375;34152;40203;52678;4,7;5,3;0,31;80,7;68,8;2,8;9,0;23,8;14,3;3,1;0,9;1,0;1,2;-21,9;0
381850207;Notre Dame;38185;Grenoble;31,5;11329;16230;28569;1,06;8729;10576;12167;13931;19794;25403;32104;41759;4,8;6,1;0,37;69,8;61,6;2,8;5,4;27,1;12,2;9,6;2,0;4,4;3,2;-18,7;0
381850208;Trois Cours;38185;Grenoble;;19319;26409;34976;0,59;13067;17560;20917;24009;29137;33168;37473;45757;3,5;4,2;0,27;65,6;57,2;1,9;6,4;38,0;14,6;2,4;0,9;0,8;0,7;-20,6;0
