CODGEO;LIBGEO;NBMEN14;NBPERS14;NBUC14;Q114;Q214;Q314;Q3_Q1;D114;D214;D314;D414;D614;D714;D814;D914;RD;S80S2014;GI14;PTSAC14;PBEN14;PPEN14;PPAT14;PPSOC14;PPFAM14;PPMINI14;PPLOGT14;PIMPOT14
01001;L'Abergement-Clémenciat;304;800;522,7;;21576,7;;;;;;;;;;;;;;;;;;;;;;
01002;L'Abergement-de-Varey;100;236;158,3;;21672,9;;;;;;;;;;;;;;;;;;;;;;
01004;Ambérieu-en-Bugey;6087;13661;9361,2;14340,0;19756,1;25954,0;11614,0;10545,7;13184,7;15507,3;17564,0;21840,0;24469,2;27991,3;33376,5;3,2;3,8;0,3;67,9;3,9;27,3;10,1;6,5;2,8;1,8;1,9;-15,7
01005;Ambérieux-en-Dombes;603;1662;1068,1;;23204,8;;;;;;;;;;;;;;;;;;;;;;
01006;Ambléon;48;102;72,8;;22157,5;;;;;;;;;;;;;;;;;;;;;;
01007;Ambronay;1030;2635;1722,0;17203,0;21679,3;27907,6;10704,6;12797,2;15976,0;18484,8;20081,7;23106,7;25679,4;29840,0;34818,9;2,7;3,1;0,2;73,8;2,5;26,5;8,2;4,3;2,7;0,8;0,8;-15,3
01008;Ambutrix;297;737;491,2;;23839,0;;;;;;;;;;;;;;;;;;;;;;
01009;Andert-et-Condon;141;345;231,1;;21824,0;;;;;;;;;;;;;;;;;;;;;;
01010;Anglefort;434;1028;687,1;;21962,0;;;;;;;;;;;;;;;;;;;;;;
01011;Apremont;141;372;242,5;;21885,7;;;;;;;;;;;;;;;;;;;;;;
01012;Aranc;142;324;220,3;;20885,7;;;;;;;;;;;;;;;;;;;;;;
01013;Arandas;64;146;100,0;;20654,1;;;;;;;;;;;;;;;;;;;;;;
01014;Arbent;1306;3513;2283,8;15272,4;19806,0;26160,0;10887,6;11850,0;14354,0;16150,5;17992,8;21775,0;24286,9;27703,0;33814,5;2,9;4,1;0,3;68,7;2,2;27,5;14,3;4,9;2,6;1,2;1,2;-17,6
01015;Arbignieu;208;492;335,8;;22107,3;;;;;;;;;;;;;;;;;;;;;;
01016;Arbigny;172;459;294,9;;20138,1;;;;;;;;;;;;;;;;;;;;;;
01017;Argis;189;442;299,1;;18959,3;;;;;;;;;;;;;;;;;;;;;;
01021;Ars-sur-Formans;486;1282;831,0;;22680,4;;;;;;;;;;;;;;;;;;;;;;
01022;Artemare;555;1183;832,8;;18886,7;;;;;;;;;;;;;;;;;;;;;;
01024;Attignat;1231;3234;2097,2;17169,0;21142,9;26330,0;9161,0;13690,0;16108,7;18152,6;19786,7;22895,0;25019,3;27918,0;33516,2;2,4;2,9;0,2;76,4;3,8;23,7;7,8;4,0;2,8;0,5;0,7;-15,7
01025;Bâgé-la-Ville;1181;3234;2072,4;17543,3;21780,5;26831,3;9288,0;13964,5;16487,0;18301,1;20125,5;23470,0;25334,8;28536,0;34036,7;2,4;3,1;0,2;73,1;5,2;21,2;12,2;4,1;2,9;0,5;0,7;-15,8
01026;Bâgé-le-Châtel;368;829;570,7;;20700,7;;;;;;;;;;;;;;;;;;;;;;
01027;Balan;645;1799;1136,4;;22310,0;;;;;;;;;;;;;;;;;;;;;;
01028;Baneins;223;593;386,3;;21597,5;;;;;;;;;;;;;;;;;;;;;;
01029;Beaupont;247;588;392,4;;18909,2;;;;;;;;;;;;;;;;;;;;;;
01030;Beauregard;366;924;606,4;;19958,2;;;;;;;;;;;;;;;;;;;;;;
01031;Bellignat;1556;3585;2431,5;13800,4;18911,0;24572,0;10771,6;10302,9;12746,9;14695,3;17074,7;20673,6;23157,1;26536,0;33234,5;3,2;4,0;0,3;66,7;2,0;28,7;9,9;7,4;3,1;2,0;2,3;-14,7
01032;Béligneux;1165;3310;2067,6;15536,9;20611,9;26340,4;10803,5;12352,9;14531,5;16514,8;18436,3;22749,7;24951,2;28141,0;33148,8;2,7;3,2;0,2;78,3;2,9;20,2;7,7;5,6;3,7;0,8;1,1;-14,7
01033;Bellegarde-sur-Valserine;4877;11190;7607,1;13871,0;19347,0;27457,6;13586,6;9757,5;12645,8;14854,5;16884,6;22160,0;25245,4;30368,7;39310,0;4,0;4,9;0,3;72,5;2,7;25,4;7,0;5,7;2,3;1,7;1,7;-13,3
01034;Belley;3968;8836;6067,2;13636,0;18563,0;24431,3;10795,3;10178,5;12555,7;14687,0;16531,5;20466,0;22916,1;26444,0;32882,8;3,2;4,0;0,3;61,4;4,5;31,2;11,1;7,1;2,9;2,2;2,0;-15,3
01035;Belleydoux;143;329;225,8;;21988,7;;;;;;;;;;;;;;;;;;;;;;
01036;Belmont-Luthézieu;246;570;387,6;;20631,6;;;;;;;;;;;;;;;;;;;;;;
01037;Bénonces;108;252;170,2;;19961,3;;;;;;;;;;;;;;;;;;;;;;
01038;Bény;288;731;480,8;;21310,0;;;;;;;;;;;;;;;;;;;;;;
01039;Béon;188;477;315,3;;19799,0;;;;;;;;;;;;;;;;;;;;;;
01040;Béréziat;180;485;312,3;;20358,3;;;;;;;;;;;;;;;;;;;;;;
01041;Bettant;321;783;525,3;;21695,6;;;;;;;;;;;;;;;;;;;;;;
01042;Bey;104;279;182,5;;23672,0;;;;;;;;;;;;;;;;;;;;;;
01043;Beynost;1732;4582;2998,3;19213,3;25512,5;34247,5;15034,2;14487,6;17729,1;20744,3;22927,6;28783,0;32362,0;36481,8;45108,6;3,1;3,7;0,3;72,3;6,2;25,9;12,6;2,7;1,8;0,4;0,5;-19,7
01044;Billiat;234;598;387,7;;26489,5;;;;;;;;;;;;;;;;;;;;;;
01045;Birieux;100;297;183,5;;23163,0;;;;;;;;;;;;;;;;;;;;;;
01046;Biziat;316;844;542,2;;20914,5;;;;;;;;;;;;;;;;;;;;;;
01047;Blyes;360;1001;636,3;;24717,0;;;;;;;;;;;;;;;;;;;;;;
01049;La Boisse;1076;2918;1893,4;18987,1;24752,7;31641,0;12653,9;14657,8;17632,2;20239,0;22120,6;27373,8;29734,6;33472,7;38767,0;2,6;3,2;0,2;74,9;4,3;24,4;10,7;3,1;2,2;0,5;0,4;-17,4
01050;Boissey;126;328;211,2;;19316,2;;;;;;;;;;;;;;;;;;;;;;
01052;Bouligneux;128;308;209,9;;24640,7;;;;;;;;;;;;;;;;;;;;;;
01053;Bourg-en-Bresse;18545;37773;26909,8;13211,5;18179,5;24529,3;11317,8;9586,0;12203,3;14230,3;16157,0;20274,5;22882,7;26767,3;33594,2;3,5;4,3;0,3;62,2;3,8;32,9;9,3;7,8;2,6;2,7;2,5;-16,0
01054;Bourg-Saint-Christophe;476;1327;841,6;;25205,7;;;;;;;;;;;;;;;;;;;;;;
01056;Boyeux-Saint-Jérôme;148;352;236,4;;20164,0;;;;;;;;;;;;;;;;;;;;;;
01057;Boz;196;497;327,0;;19961,3;;;;;;;;;;;;;;;;;;;;;;
01058;Brégnier-Cordon;332;833;548,2;;20269,0;;;;;;;;;;;;;;;;;;;;;;
01059;Brénaz;42;105;70,7;;19556,0;;;;;;;;;;;;;;;;;;;;;;
01060;Brénod;236;555;377,5;;22238,1;;;;;;;;;;;;;;;;;;;;;;
01061;Brens;433;1199;768,5;;22449,2;;;;;;;;;;;;;;;;;;;;;;
01062;Bressolles;298;810;519,1;;25766,7;;;;;;;;;;;;;;;;;;;;;;
01063;Brion;214;526;352,9;;23506,0;;;;;;;;;;;;;;;;;;;;;;
01064;Briord;385;971;639,0;;19997,4;;;;;;;;;;;;;;;;;;;;;;
01065;Buellas;705;1821;1196,9;;23229,0;;;;;;;;;;;;;;;;;;;;;;
01067;Ceignes;109;272;180,9;;21235,2;;;;;;;;;;;;;;;;;;;;;;
01068;Cerdon;296;684;464,1;;19423,4;;;;;;;;;;;;;;;;;;;;;;
01069;Certines;596;1513;999,8;;22415,0;;;;;;;;;;;;;;;;;;;;;;
01071;Cessy;1678;4317;2810,8;21525,7;35676,7;52025,0;30499,3;13662,0;18961,7;24507,8;29597,8;41681,0;48508,6;56699,0;73430,0;5,4;7,3;0,4;91,5;2,8;13,9;8,5;1,1;0,7;0,2;0,3;-17,8
01072;Ceyzériat;1257;2996;2009,9;17631,7;22585,7;30288,7;12657,0;13938,8;16509,0;18686,0;20589,3;24692,0;28126,7;32382,0;39741,3;2,9;3,4;0,2;70,3;5,4;26,9;11,4;3,8;2,2;0,7;0,8;-17,8
01073;Ceyzérieu;447;1042;711,5;;21656,5;;;;;;;;;;;;;;;;;;;;;;
01074;Chalamont;954;2297;1528,6;16429,5;20830,0;26904,8;10475,2;12433,0;15527,5;17396,8;19135,0;22884,8;25254,3;28756,5;33123,9;2,7;3,3;0,2;76,4;3,7;22,1;9,2;4,6;2,6;0,9;1,1;-16,0
01075;Chaleins;463;1303;831,8;;22391,7;;;;;;;;;;;;;;;;;;;;;;
01076;Chaley;74;149;107,2;;18857,4;;;;;;;;;;;;;;;;;;;;;;
01077;Challes-la-Montagne;91;194;135,1;;21251,9;;;;;;;;;;;;;;;;;;;;;;
01078;Challex;486;1228;805,7;;37770,6;;;;;;;;;;;;;;;;;;;;;;
01079;Champagne-en-Valromey;290;640;441,7;;19785,0;;;;;;;;;;;;;;;;;;;;;;
01080;Champdor;187;455;303,3;;21276,0;;;;;;;;;;;;;;;;;;;;;;
01081;Champfromier;304;713;483,8;;22566,5;;;;;;;;;;;;;;;;;;;;;;
01082;Chanay;209;503;338,0;;23483,5;;;;;;;;;;;;;;;;;;;;;;
01083;Chaneins;329;899;578,5;;22539,5;;;;;;;;;;;;;;;;;;;;;;
01084;Chanoz-Châtenay;297;810;517,9;;20008,7;;;;;;;;;;;;;;;;;;;;;;
01085;La Chapelle-du-Châtelard;145;376;245,0;;22007,3;;;;;;;;;;;;;;;;;;;;;;
01087;Charix;117;286;191,1;;23496,5;;;;;;;;;;;;;;;;;;;;;;
01088;Charnoz-sur-Ain;328;947;603,1;;25069,0;;;;;;;;;;;;;;;;;;;;;;
01089;Château-Gaillard;763;2074;1330,5;17180,9;21443,3;27198,9;10018,0;13780,8;16396,0;18078,9;19833,5;23282,9;25467,3;28837,3;32733,3;2,4;2,8;0,2;76,1;5,4;22,0;7,3;4,4;2,9;0,8;0,8;-15,2
01090;Châtenay;147;360;239,3;;20928,7;;;;;;;;;;;;;;;;;;;;;;
01091;Châtillon-en-Michaille;1277;3429;2214,0;18326,0;24910,0;35232,5;16906,5;13355,7;16781,4;19686,2;22093,5;28224,8;32350,0;37494,0;48231,0;3,6;4,5;0,3;77,5;3,5;21,6;9,9;2,6;1,6;0,5;0,5;-15,1
01092;Châtillon-la-Palud;617;1613;1052,2;;22268,7;;;;;;;;;;;;;;;;;;;;;;
01093;Châtillon-sur-Chalaronne;2095;4642;3218,7;15979,6;20394,8;26447,1;10467,5;12446,0;15221,3;16853,3;18514,7;22408,7;24726,1;28794,0;35728,0;2,9;3,4;0,2;62,3;4,3;32,1;11,9;4,7;2,2;1,1;1,4;-15,3
01094;Chavannes-sur-Reyssouze;312;774;516,0;;20268,7;;;;;;;;;;;;;;;;;;;;;;
01095;Chavannes-sur-Suran;280;666;446,1;;20394,7;;;;;;;;;;;;;;;;;;;;;;
01096;Chaveyriat;371;1012;651,3;;20754,3;;;;;;;;;;;;;;;;;;;;;;
01097;Chavornay;98;212;150,2;;21030,4;;;;;;;;;;;;;;;;;;;;;;
01098;Chazey-Bons;357;914;602,9;;19978,6;;;;;;;;;;;;;;;;;;;;;;
01099;Chazey-sur-Ain;609;1493;996,2;;23282,3;;;;;;;;;;;;;;;;;;;;;;
01100;Cheignieu-la-Balme;75;153;110,6;;19434,7;;;;;;;;;;;;;;;;;;;;;;
01101;Chevillard;66;157;107,7;;23480,0;;;;;;;;;;;;;;;;;;;;;;
01102;Chevroux;358;958;614,6;;21594,3;;;;;;;;;;;;;;;;;;;;;;
01103;Chevry;522;1340;871,4;;37866,7;;;;;;;;;;;;;;;;;;;;;;
01104;Chézery-Forens;190;446;300,5;;22800,7;;;;;;;;;;;;;;;;;;;;;;
01105;Civrieux;587;1594;1029,8;;25552,5;;;;;;;;;;;;;;;;;;;;;;
01106;Cize;69;169;112,0;;19590,6;;;;;;;;;;;;;;;;;;;;;;
01107;Cleyzieu;60;127;88,8;;22195,0;;;;;;;;;;;;;;;;;;;;;;
01108;Coligny;490;1076;745,4;;20662,0;;;;;;;;;;;;;;;;;;;;;;
01109;Collonges;759;2003;1287,0;19313,9;30175,0;43591,3;24277,3;11574,4;17245,0;21065,3;24808,3;34844,0;40206,0;45826,1;57252,4;4,9;6,5;0,3;90,2;2,2;13,6;5,5;1,6;0,8;0,5;0,4;-13,1
01110;Colomieu;65;136;96,9;;20721,3;;;;;;;;;;;;;;;;;;;;;;
01111;Conand;52;113;77,7;;20372,7;;;;;;;;;;;;;;;;;;;;;;
01112;Condamine;159;436;277,7;;20971,0;;;;;;;;;;;;;;;;;;;;;;
01113;Condeissiat;323;810;535,3;;19532,4;;;;;;;;;;;;;;;;;;;;;;
01114;Confort;211;531;346,6;;23610,4;;;;;;;;;;;;;;;;;;;;;;
01115;Confrançon;529;1315;866,9;;20876,0;;;;;;;;;;;;;;;;;;;;;;
01116;Contrevoz;212;497;338,0;;20277,0;;;;;;;;;;;;;;;;;;;;;;
01117;Conzieu;55;148;93,9;;19128,5;;;;;;;;;;;;;;;;;;;;;;
01118;Corbonod;440;1058;706,7;;23131,0;;;;;;;;;;;;;;;;;;;;;;
01119;Corcelles;87;208;140,3;;20483,1;;;;;;;;;;;;;;;;;;;;;;
01121;Corlier;45;110;74,0;;19114,0;;;;;;;;;;;;;;;;;;;;;;
01122;Cormaranche-en-Bugey;329;794;535,1;;22573,3;;;;;;;;;;;;;;;;;;;;;;
01123;Cormoranche-sur-Saône;421;1134;734,0;;21834,3;;;;;;;;;;;;;;;;;;;;;;
01124;Cormoz;291;663;456,0;;20530,0;;;;;;;;;;;;;;;;;;;;;;
01125;Corveissiat;249;597;401,7;;21029,2;;;;;;;;;;;;;;;;;;;;;;
01127;Courmangoux;222;505;345,0;;21561,3;;;;;;;;;;;;;;;;;;;;;;
01128;Courtes;120;296;196,1;;20065,0;;;;;;;;;;;;;;;;;;;;;;
01129;Crans;107;258;174,7;;22039,2;;;;;;;;;;;;;;;;;;;;;;
01130;Cras-sur-Reyssouze;538;1425;916,7;;21713,2;;;;;;;;;;;;;;;;;;;;;;
01133;Cressin-Rochefort;162;420;278,8;;21368,0;;;;;;;;;;;;;;;;;;;;;;
01134;Crottet;684;1769;1168,4;;21858,7;;;;;;;;;;;;;;;;;;;;;;
01135;Crozet;679;1811;1167,5;;34938,8;;;;;;;;;;;;;;;;;;;;;;
01136;Cruzilles-lès-Mépillat;325;875;567,5;;21914,0;;;;;;;;;;;;;;;;;;;;;;
01138;Culoz;1243;2829;1935,7;14367,8;19016,5;24373,9;10006,1;10763,3;13398,8;15534,0;17380,0;20853,8;23011,1;25748,0;31353,3;2,9;3,5;0,2;65,2;2,0;32,4;8,2;5,4;2,6;1,3;1,6;-13,2
01139;Curciat-Dongalon;198;444;303,8;;18783,0;;;;;;;;;;;;;;;;;;;;;;
01140;Curtafond;286;757;492,7;;22099,5;;;;;;;;;;;;;;;;;;;;;;
01141;Cuzieu;169;430;284,8;;23068,7;;;;;;;;;;;;;;;;;;;;;;
01142;Dagneux;1717;4669;2994,4;17457,7;22250,0;28776,4;11318,7;13319,4;16317,4;18413,5;20468,8;24656,0;27162,2;30242,7;35972,0;2,7;3,2;0,2;77,4;3,5;21,7;8,9;4,1;2,7;0,6;0,8;-15,6
01143;Divonne-les-Bains;3604;8412;5669,7;23118,5;40542,0;63977,2;40858,8;13567,0;19963,5;25975,3;33363,3;48115,3;57810,0;70282,7;93378,9;6,9;9,1;0,4;91,2;3,7;15,1;11,0;0,8;0,4;0,2;0,2;-21,8
01144;Dommartin;338;876;570,7;;20676,7;;;;;;;;;;;;;;;;;;;;;;
01145;Dompierre-sur-Veyle;449;1149;755,6;;20366,3;;;;;;;;;;;;;;;;;;;;;;
01146;Dompierre-sur-Chalaronne;154;425;269,9;;21966,7;;;;;;;;;;;;;;;;;;;;;;
01147;Domsure;191;490;324,3;;19001,3;;;;;;;;;;;;;;;;;;;;;;
01148;Dortan;766;1851;1251,2;;21458,0;;;;;;;;;;;;;;;;;;;;;;
01149;Douvres;424;1089;716,4;;24521,3;;;;;;;;;;;;;;;;;;;;;;
01150;Drom;84;214;140,4;;21814,0;;;;;;;;;;;;;;;;;;;;;;
01151;Druillat;465;1138;762,5;;21717,1;;;;;;;;;;;;;;;;;;;;;;
01152;Échallon;303;773;507,1;;24018,5;;;;;;;;;;;;;;;;;;;;;;
01153;Échenevex;655;1872;1176,8;;41570,0;;;;;;;;;;;;;;;;;;;;;;
01154;Étrez;305;819;523,5;;20325,0;;;;;;;;;;;;;;;;;;;;;;
01155;Évosges;64;138;96,8;;18644,4;;;;;;;;;;;;;;;;;;;;;;
01156;Faramans;286;788;503,2;;23308,9;;;;;;;;;;;;;;;;;;;;;;
01157;Fareins;842;2198;1437,9;19100,5;24260,4;31133,3;12032,8;14650,7;17948,7;20285,2;22072,7;26668,1;29276,0;33032,9;39405,3;2,7;3,4;0,2;70,2;5,1;26,2;14,9;2,6;1,9;0,3;0,4;-19,0
01158;Farges;341;866;565,4;;30798,2;;;;;;;;;;;;;;;;;;;;;;
01159;Feillens;1390;3363;2272,6;16956,0;21004,4;26740,0;9784,0;13455,2;15917,0;17880,7;19312,0;22865,3;25384,5;28541,4;34607,0;2,6;3,0;0,2;70,5;5,0;24,9;12,2;3,2;1,9;0,7;0,7;-15,8
01160;Ferney-Voltaire;3192;6914;4785,6;13058,8;25135,3;44865,3;31806,6;6680,0;11482,8;15267,3;20113,0;32241,0;39999,5;49912,0;65116,7;9,7;12,6;0,4;81,0;1,7;21,3;10,4;2,3;0,8;0,8;0,7;-16,7
01163;Foissiat;808;1996;1333,1;;20498,9;;;;;;;;;;;;;;;;;;;;;;
01165;Francheleins;544;1591;990,3;;22231,2;;;;;;;;;;;;;;;;;;;;;;
01166;Frans;824;2273;1473,4;19686,0;24142,0;30187,1;10501,1;15288,7;18380,0;20759,3;22461,0;26690,6;28972,4;32078,7;37562,4;2,5;3,1;0,2;75,9;4,3;23,5;10,4;2,9;1,9;0,5;0,6;-17,0
01167;Garnerans;250;682;443,6;;22122,8;;;;;;;;;;;;;;;;;;;;;;
01169;Genouilleux;217;607;386,3;;22704,0;;;;;;;;;;;;;;;;;;;;;;
01170;Béard-Géovreissiat;356;1069;667,0;;21034,5;;;;;;;;;;;;;;;;;;;;;;
01171;Géovreisset;323;945;603,1;;21182,9;;;;;;;;;;;;;;;;;;;;;;
01172;Germagnat;67;155;105,2;;19346,2;;;;;;;;;;;;;;;;;;;;;;
01173;Gex;4501;10554;7087,9;18197,2;30333,0;46072,0;27874,8;11268,3;16340,7;20402,9;25206,1;35833,3;41904,0;50053,9;64094,0;5,7;7,3;0,4;93,9;2,4;12,1;7,4;1,9;0,9;0,4;0,5;-17,7
01174;Giron;71;169;113,0;;22699,5;;;;;;;;;;;;;;;;;;;;;;
01175;Gorrevod;329;853;556,3;;19995,4;;;;;;;;;;;;;;;;;;;;;;
01176;Le Grand-Abergement;58;117;85,5;;18884,4;;;;;;;;;;;;;;;;;;;;;;
01177;Grand-Corent;80;188;126,9;;21520,0;;;;;;;;;;;;;;;;;;;;;;
01179;Grièges;806;1970;1318,0;;21428,0;;;;;;;;;;;;;;;;;;;;;;
01180;Grilly;268;691;454,5;;35981,5;;;;;;;;;;;;;;;;;;;;;;
01181;Groissiat;430;1235;781,5;;22623,0;;;;;;;;;;;;;;;;;;;;;;
01182;Groslée;149;360;241,3;;20803,5;;;;;;;;;;;;;;;;;;;;;;
01183;Guéreins;539;1465;941,1;;22717,0;;;;;;;;;;;;;;;;;;;;;;
01184;Hautecourt-Romanèche;347;807;548,1;;20989,0;;;;;;;;;;;;;;;;;;;;;;
01185;Hauteville-Lompnes;1523;2993;2178,6;15706,7;20332,7;25834,5;10127,8;11732,0;14505,4;16546,2;18646,7;22183,0;24606,0;28021,0;33781,0;2,9;3,4;0,2;59,8;4,4;35,7;10,0;5,3;1,7;1,9;1,7;-15,2
01187;Hotonnes;124;297;200,3;;20254,7;;;;;;;;;;;;;;;;;;;;;;
01188;Illiat;219;642;401,3;;22272,8;;;;;;;;;;;;;;;;;;;;;;
01189;Injoux-Génissiat;442;1120;736,9;;24600,5;;;;;;;;;;;;;;;;;;;;;;
01191;Izenave;71;178;117,6;;18984,3;;;;;;;;;;;;;;;;;;;;;;
01192;Izernore;906;2311;1516,5;15527,1;20561,1;25731,0;10203,8;12150,0;14706,7;16655,0;18948,9;22726,0;24726,7;27251,4;33187,1;2,7;3,4;0,2;77,6;3,5;20,2;9,7;4,6;2,7;0,7;1,2;-15,6
01193;Izieu;98;229;156,7;;21412,3;;;;;;;;;;;;;;;;;;;;;;
01194;Jassans-Riottier;2488;6100;4076,5;16191,9;21132,9;27236,0;11044,1;11957,1;14968,0;17203,0;19249,7;23358,7;25770,7;28968,6;35042,4;2,9;3,4;0,2;71,0;3,7;27,7;8,2;4,8;2,5;0,9;1,3;-15,4
01195;Jasseron;636;1689;1090,5;;22666,9;;;;;;;;;;;;;;;;;;;;;;
01196;Jayat;435;1135;733,1;;21040,4;;;;;;;;;;;;;;;;;;;;;;
01197;Journans;143;347;234,6;;24992,5;;;;;;;;;;;;;;;;;;;;;;
01198;Joyeux;98;263;168,7;;20147,3;;;;;;;;;;;;;;;;;;;;;;
01199;Jujurieux;862;2013;1359,9;15642,0;20279,0;25793,3;10151,3;12133,1;14760,6;16587,1;18477,8;22429,0;24273,8;27768,0;33047,6;2,7;3,1;0,2;70,7;3,3;27,5;8,0;4,6;2,7;0,9;1,1;-14,1
01200;Labalme;79;202;131,6;;18800,0;;;;;;;;;;;;;;;;;;;;;;
01202;Lagnieu;3039;7104;4815,3;15963,1;20672,4;26521,3;10558,2;12142,5;14716,0;16823,0;18808,0;22654,0;25052,0;28375,0;34539,0;2,8;3,4;0,2;68,6;4,1;28,7;9,1;4,9;2,6;1,0;1,3;-15,4
01203;Laiz;477;1259;823,9;;21541,3;;;;;;;;;;;;;;;;;;;;;;
01204;Lalleyriat;95;253;165,6;;19976,1;;;;;;;;;;;;;;;;;;;;;;
01205;Lancrans;418;1008;677,7;;22993,3;;;;;;;;;;;;;;;;;;;;;;
01206;Lantenay;109;278;183,1;;23004,3;;;;;;;;;;;;;;;;;;;;;;
01207;Lapeyrouse;117;347;216,6;;23795,7;;;;;;;;;;;;;;;;;;;;;;
01208;Lavours;60;128;90,2;;19442,9;;;;;;;;;;;;;;;;;;;;;;
01209;Léaz;249;640;415,5;;27522,0;;;;;;;;;;;;;;;;;;;;;;
01210;Lélex;90;193;135,7;;21157,0;;;;;;;;;;;;;;;;;;;;;;
01211;Lent;575;1394;928,6;;21816,2;;;;;;;;;;;;;;;;;;;;;;
01212;Lescheroux;288;709;469,9;;19552,0;;;;;;;;;;;;;;;;;;;;;;
01213;Leyment;475;1303;832,7;;21604,0;;;;;;;;;;;;;;;;;;;;;;
01214;Leyssard;73;157;111,4;;21963,0;;;;;;;;;;;;;;;;;;;;;;
01216;Lhuis;352;818;555,1;;20384,2;;;;;;;;;;;;;;;;;;;;;;
01219;Lompnas;74;161;111,9;;17046,0;;;;;;;;;;;;;;;;;;;;;;
01221;Lompnieu;55;110;78,9;;23231,0;;;;;;;;;;;;;;;;;;;;;;
01224;Loyettes;1163;3114;1985,5;16457,2;20774,3;25688,0;9230,8;12658,3;15567,1;17476,1;18988,6;22444,6;24329,1;27356,0;32357,0;2,6;3,0;0,2;77,6;3,2;21,5;7,2;5,1;3,6;0,7;0,9;-14,6
01225;Lurcy;150;410;267,5;;23599,5;;;;;;;;;;;;;;;;;;;;;;
01227;Magnieu;190;457;306,3;;21225,6;;;;;;;;;;;;;;;;;;;;;;
01228;Maillat;258;655;436,3;;22103,0;;;;;;;;;;;;;;;;;;;;;;
01229;Malafretaz;462;1152;760,0;;21104,3;;;;;;;;;;;;;;;;;;;;;;
01230;Mantenay-Montlin;128;296;203,0;;18931,3;;;;;;;;;;;;;;;;;;;;;;
01231;Manziat;796;2025;1339,2;17067,3;21216,4;26809,4;9742,1;13575,5;15989,3;18001,0;19682,8;23210,7;25494,0;28462,8;33800,0;2,5;3,0;0,2;67,5;5,4;26,4;14,0;3,3;2,4;0,3;0,6;-16,6
01232;Marboz;908;2110;1437,2;16721,3;20668,0;27164,0;10442,7;13099,1;15823,0;17774,7;19244,8;22625,8;25388,6;28893,0;34591,5;2,6;3,1;0,2;63,9;4,6;31,3;11,2;3,9;2,4;0,8;0,8;-14,9
01233;Marchamp;65;146;98,7;;21230,4;;;;;;;;;;;;;;;;;;;;;;
01234;Marignieu;73;174;119,7;;21091,2;;;;;;;;;;;;;;;;;;;;;;
01235;Marlieux;413;1067;690,2;;21000,0;;;;;;;;;;;;;;;;;;;;;;
01236;Marsonnas;395;1003;658,4;;20740,0;;;;;;;;;;;;;;;;;;;;;;
01237;Martignat;619;1717;1104,3;;19838,0;;;;;;;;;;;;;;;;;;;;;;
01238;Massieux;926;2589;1659,9;19984,8;25030,7;31810,0;11825,2;15136,7;18493,3;20854,8;22720,4;27208,0;30454,0;33591,5;40140,5;2,7;3,0;0,2;76,8;4,5;24,5;8,7;2,7;2,0;0,3;0,4;-17,2
01239;Massignieu-de-Rives;252;640;422,3;;22409,5;;;;;;;;;;;;;;;;;;;;;;
01240;Matafelon-Granges;272;675;448,9;;20954,8;;;;;;;;;;;;;;;;;;;;;;
01241;Meillonnas;506;1221;824,5;;23341,3;;;;;;;;;;;;;;;;;;;;;;
01242;Mérignat;55;133;89,0;;17639,3;;;;;;;;;;;;;;;;;;;;;;
01243;Messimy-sur-Saône;470;1261;821,2;;24204,7;;;;;;;;;;;;;;;;;;;;;;
01244;Meximieux;3119;7569;5044,1;16050,0;21748,4;28590,0;12540,0;11932,0;14815,6;17168,8;19416,4;23994,0;26892,0;30793,0;36717,5;3,1;3,6;0,2;77,9;2,4;22,0;8,2;5,2;2,7;1,1;1,3;-15,7
01245;Bohas-Meyriat-Rignat;373;896;600,2;;21747,0;;;;;;;;;;;;;;;;;;;;;;
01246;Mézériat;837;2028;1356,1;15368,0;20324,7;25575,3;10207,3;11759,6;14358,6;16541,7;18487,2;22382,2;24390,7;27234,3;33314,8;2,8;3,2;0,2;64,8;4,4;30,2;10,0;5,1;2,8;1,2;1,1;-14,5
01247;Mijoux;146;326;225,9;;25465,6;;;;;;;;;;;;;;;;;;;;;;
01248;Mionnay;768;2187;1408,0;20220,4;25467,6;32708,8;12488,4;14813,3;18634,4;21219,3;23334,8;27830,0;30871,2;34502,4;41806,7;2,8;3,4;0,2;83,5;4,7;17,8;9,9;2,5;1,8;0,2;0,5;-18,4
01249;Miribel;3708;9123;6079,2;17214,8;23166,6;30709,6;13494,8;12760,0;15993,7;18413,3;20856,7;25718,6;28795,6;32635,7;39481,6;3,1;3,7;0,3;75,2;3,9;24,1;9,8;4,0;2,2;0,8;1,0;-17,0
01250;Misérieux;657;1875;1195,0;;24817,2;;;;;;;;;;;;;;;;;;;;;;
01252;Mogneneins;293;774;500,9;;21257,2;;;;;;;;;;;;;;;;;;;;;;
01254;Montagnat;751;2006;1306,5;19990,5;24781,3;32768,0;12777,5;15891,0;18898,7;21074,0;22737,8;27956,7;30694,0;35357,1;46678,0;2,9;3,5;0,3;71,7;5,9;24,5;14,6;2,4;1,9;0,2;0,3;-19,1
01255;Montagnieu;256;611;405,7;;20112,4;;;;;;;;;;;;;;;;;;;;;;
01257;Montanges;132;331;220,9;;24984,0;;;;;;;;;;;;;;;;;;;;;;
01258;Montceaux;424;1222;778,5;;23106,0;;;;;;;;;;;;;;;;;;;;;;
