CODGEO;LIBGEO;NBMEN14;NBPERS14;NBUC14;Q114;Q214;Q314;Q3_Q1;D114;D214;D314;D414;D614;D714;D814;D914;RD;S80S2014;GI14;PTSAC14;PBEN14;PPEN14;PPAT14;PPSOC14;PPFAM14;PPMINI14;PPLOGT14;PIMPOT14
40116;Gouts;105;273;178,4;;20029,0;;;;;;;;;;;;;;;;;;;;;;
40117;Grenade-sur-l'Adour;1020;2425;1643,1;15746,0;19447,5;24346,0;8600,0;12646,0;14801,0;16535,3;17987,3;20918,0;23236,7;25932,7;31322,0;2,5;3,2;0,2;59,3;6,6;32,4;12,0;4,7;2,3;1,2;1,2;-15,0
40118;Habas;614;1462;990,1;;19538,9;;;;;;;;;;;;;;;;;;;;;;
40119;Hagetmau;2128;4555;3229,1;14759,5;19369,0;24683,3;9923,8;11121,3;13868,1;15712,0;17572,9;21067,3;23258,0;26130,0;32194,7;2,9;3,4;0,2;53,2;4,8;38,8;12,5;5,0;1,8;1,6;1,6;-14,3
40120;Hastingues;227;572;378,9;;21194,7;;;;;;;;;;;;;;;;;;;;;;
40121;Hauriet;100;271;174,3;;17905,0;;;;;;;;;;;;;;;;;;;;;;
40122;Haut-Mauco;378;971;637,0;;21964,8;;;;;;;;;;;;;;;;;;;;;;
40123;Herm;452;1158;765,3;;20913,7;;;;;;;;;;;;;;;;;;;;;;
40124;Herré;56;129;89,1;;17672,9;;;;;;;;;;;;;;;;;;;;;;
40125;Heugas;539;1354;909,1;;21472,5;;;;;;;;;;;;;;;;;;;;;;
40126;Hinx;769;1918;1271,6;;20763,3;;;;;;;;;;;;;;;;;;;;;;
40127;Hontanx;241;578;389,9;;18009,0;;;;;;;;;;;;;;;;;;;;;;
40128;Horsarrieu;262;669;444,5;;21875,0;;;;;;;;;;;;;;;;;;;;;;
40129;Josse;327;874;569,9;;20259,7;;;;;;;;;;;;;;;;;;;;;;
40130;Labastide-Chalosse;61;146;98,7;;19047,3;;;;;;;;;;;;;;;;;;;;;;
40131;Labastide-d'Armagnac;311;640;460,4;;18390,0;;;;;;;;;;;;;;;;;;;;;;
40132;Labatut;568;1389;933,7;;17985,8;;;;;;;;;;;;;;;;;;;;;;
40133;Labenne;2410;5767;3874,3;16590,5;21522,7;28038,7;11448,2;12229,6;15459,2;17732,0;19711,3;23464,0;26415,0;30040,0;36085,3;3,0;3,4;0,2;68,0;4,2;29,3;10,1;4,3;2,2;1,1;1,0;-15,9
40134;Labouheyre;1151;2665;1821,0;13606,0;17632,8;21988,7;8382,7;10345,8;12598,7;14461,3;15710,8;19193,0;21022,9;23389,3;27466,0;2,7;3,5;0,3;55,3;4,1;37,2;9,1;6,8;2,8;1,9;2,0;-12,5
40135;Labrit;358;803;554,5;;18382,9;;;;;;;;;;;;;;;;;;;;;;
40136;Lacajunte;62;145;98,9;;17308,7;;;;;;;;;;;;;;;;;;;;;;
40137;Lacquy;111;275;183,8;;20597,2;;;;;;;;;;;;;;;;;;;;;;
40138;Lacrabe;101;260;172,0;;19157,3;;;;;;;;;;;;;;;;;;;;;;
40139;Laglorieuse;229;564;383,2;;23035,3;;;;;;;;;;;;;;;;;;;;;;
40140;Lagrange;84;210;141,6;;17568,6;;;;;;;;;;;;;;;;;;;;;;
40141;Lahosse;117;315;204,8;;18039,2;;;;;;;;;;;;;;;;;;;;;;
40142;Laluque;392;973;645,0;;19015,2;;;;;;;;;;;;;;;;;;;;;;
40143;Lamothe;128;326;215,2;;19629,6;;;;;;;;;;;;;;;;;;;;;;
40144;Larbey;101;238;161,4;;18332,4;;;;;;;;;;;;;;;;;;;;;;
40145;Larrivière-Saint-Savin;252;634;419,4;;19442,5;;;;;;;;;;;;;;;;;;;;;;
40146;Latrille;73;169;117,6;;21343,9;;;;;;;;;;;;;;;;;;;;;;
40147;Laurède;161;399;266,3;;19027,0;;;;;;;;;;;;;;;;;;;;;;
40149;Lencouacq;187;385;279,3;;19870,0;;;;;;;;;;;;;;;;;;;;;;
40150;Léon;936;1991;1413,3;;21201,4;;;;;;;;;;;;;;;;;;;;;;
40151;Lesgor;169;428;281,3;;20319,9;;;;;;;;;;;;;;;;;;;;;;
40152;Lesperon;425;1013;688,8;;19287,3;;;;;;;;;;;;;;;;;;;;;;
40153;Le Leuy;102;245;165,7;;19806,0;;;;;;;;;;;;;;;;;;;;;;
40154;Lévignacq;156;311;226,6;;18953,0;;;;;;;;;;;;;;;;;;;;;;
40155;Linxe;631;1457;1000,4;;20219,3;;;;;;;;;;;;;;;;;;;;;;
40156;Liposthey;192;533;337,9;;19807,2;;;;;;;;;;;;;;;;;;;;;;
40157;Lit-et-Mixe;777;1567;1139,1;;21583,0;;;;;;;;;;;;;;;;;;;;;;
40158;Losse;129;265;191,7;;18932,7;;;;;;;;;;;;;;;;;;;;;;
40159;Louer;124;289;196,7;;20885,6;;;;;;;;;;;;;;;;;;;;;;
40160;Lourquen;78;178;125,6;;20323,3;;;;;;;;;;;;;;;;;;;;;;
40161;Lubbon;46;107;74,7;;17749,5;;;;;;;;;;;;;;;;;;;;;;
40162;Lucbardez-et-Bargues;207;547;353,7;;20879,3;;;;;;;;;;;;;;;;;;;;;;
40163;Lüe;234;572;384,9;;19948,6;;;;;;;;;;;;;;;;;;;;;;
40164;Retjons;142;341;229,5;;18022,0;;;;;;;;;;;;;;;;;;;;;;
40165;Luglon;154;364;248,0;;19411,5;;;;;;;;;;;;;;;;;;;;;;
40167;Luxey;290;584;423,9;;19276,2;;;;;;;;;;;;;;;;;;;;;;
40168;Magescq;818;2003;1337,5;15388,7;19905,0;25531,9;10143,2;11831,0;14284,7;16587,3;18013,3;22080,8;24717,4;27532,7;33708,5;2,8;3,6;0,3;60,4;9,4;28,8;11,8;4,4;2,2;1,1;1,0;-14,8
40169;Maillas;52;126;84,6;;17205,2;;;;;;;;;;;;;;;;;;;;;;
40170;Maillères;94;236;156,0;;21541,0;;;;;;;;;;;;;;;;;;;;;;
40171;Mano;54;119;83,7;;19228,7;;;;;;;;;;;;;;;;;;;;;;
40172;Mant;117;283;191,6;;19499,0;;;;;;;;;;;;;;;;;;;;;;
40173;Marpaps;57;135;91,6;;19071,9;;;;;;;;;;;;;;;;;;;;;;
40175;Maurrin;186;473;312,1;;20655,2;;;;;;;;;;;;;;;;;;;;;;
40177;Maylis;114;302;199,4;;19694,3;;;;;;;;;;;;;;;;;;;;;;
40178;Mazerolles;266;688;457,9;;25757,3;;;;;;;;;;;;;;;;;;;;;;
40179;Mées;736;1827;1223,8;;21957,1;;;;;;;;;;;;;;;;;;;;;;
40180;Meilhan;448;1143;756,3;;20356,0;;;;;;;;;;;;;;;;;;;;;;
40181;Messanges;422;973;670,9;;21490,7;;;;;;;;;;;;;;;;;;;;;;
40182;Mézos;407;837;601,7;;18814,0;;;;;;;;;;;;;;;;;;;;;;
40183;Mimbaste;426;1037;700,2;;19602,7;;;;;;;;;;;;;;;;;;;;;;
40184;Mimizan;3557;7161;5198,9;15265,5;20026,7;25963,3;10697,8;10920,0;14012,2;16300,0;18076,7;22014,0;24268,0;27598,0;33010,7;3,0;3,6;0,2;46,5;5,6;45,3;13,1;4,4;1,5;1,6;1,3;-14,9
40185;Miramont-Sensacq;154;363;252,4;;18202,3;;;;;;;;;;;;;;;;;;;;;;
40186;Misson;309;779;517,1;;20486,7;;;;;;;;;;;;;;;;;;;;;;
40187;Moliets-et-Maa;547;1106;793,7;;19984,7;;;;;;;;;;;;;;;;;;;;;;
40188;Momuy;183;456;304,2;;18632,7;;;;;;;;;;;;;;;;;;;;;;
40190;Monségur;151;375;251,0;;18315,7;;;;;;;;;;;;;;;;;;;;;;
40191;Montaut;254;631;422,0;;19885,2;;;;;;;;;;;;;;;;;;;;;;
40192;Mont-de-Marsan;13810;28413;20305,0;14968,0;19991,3;25939,0;10971,0;10819,0;13832,1;16018,7;18002,0;21949,6;24504,0;27972,5;33945,3;3,1;3,8;0,3;62,7;4,7;33,3;9,5;6,2;1,9;2,3;1,9;-16,4
40194;Montfort-en-Chalosse;482;1057;742,6;;20152,7;;;;;;;;;;;;;;;;;;;;;;
40195;Montgaillard;226;615;398,8;;19683,0;;;;;;;;;;;;;;;;;;;;;;
40196;Montsoué;220;538;363,5;;21329,2;;;;;;;;;;;;;;;;;;;;;;
40197;Morcenx;1989;4279;3020,8;14651,3;18912,5;23370,7;8719,4;11029,4;13577,8;15678,0;17338,0;20694,0;22309,5;25030,0;29231,7;2,7;3,0;0,2;50,6;2,8;43,8;9,7;6,0;2,0;2,2;1,8;-12,9
40198;Morganx;71;186;123,8;;19046,0;;;;;;;;;;;;;;;;;;;;;;
40199;Mouscardès;104;263;176,1;;17607,9;;;;;;;;;;;;;;;;;;;;;;
40200;Moustey;251;560;388,7;;18059,5;;;;;;;;;;;;;;;;;;;;;;
40201;Mugron;571;1277;881,9;;19094,4;;;;;;;;;;;;;;;;;;;;;;
40202;Narrosse;1330;3203;2171,6;15990,0;20371,3;26827,9;10837,9;12010,0;14688,3;17083,0;18853,0;22561,0;25447,5;28593,2;35068,3;2,9;3,5;0,2;56,9;7,1;35,7;12,2;4,1;1,9;1,0;1,1;-16,0
40203;Nassiet;146;373;246,9;;20319,3;;;;;;;;;;;;;;;;;;;;;;
40204;Nerbis;114;277;187,2;;19750,5;;;;;;;;;;;;;;;;;;;;;;
40205;Nousse;100;241;163,4;;19229,2;;;;;;;;;;;;;;;;;;;;;;
40206;Oeyregave;146;351;237,6;;21122,5;;;;;;;;;;;;;;;;;;;;;;
40207;Oeyreluy;551;1392;929,3;;22504,0;;;;;;;;;;;;;;;;;;;;;;
40208;Onard;152;394;258,6;;19920,4;;;;;;;;;;;;;;;;;;;;;;
40209;Ondres;2309;5301;3642,5;17217,1;22392,7;28567,4;11350,2;13708,9;16200,7;18414,7;20276,7;24284,0;26908,9;30647,3;37276,4;2,7;3,2;0,2;64,8;5,4;31,5;11,3;3,4;1,6;0,9;0,9;-16,4
40210;Onesse-Laharie;422;935;656,3;;19064,1;;;;;;;;;;;;;;;;;;;;;;
40211;Orist;268;723;466,7;;20293,3;;;;;;;;;;;;;;;;;;;;;;
40212;Orthevielle;358;940;616,8;;20603,3;;;;;;;;;;;;;;;;;;;;;;
40213;Orx;228;598;390,2;;21094,7;;;;;;;;;;;;;;;;;;;;;;
40214;Ossages;195;515;338,0;;20311,0;;;;;;;;;;;;;;;;;;;;;;
40215;Ousse-Suzan;117;269;186,0;;19254,4;;;;;;;;;;;;;;;;;;;;;;
40216;Ozourt;78;198;130,8;;18462,7;;;;;;;;;;;;;;;;;;;;;;
40217;Parentis-en-Born;2566;6022;4096,9;15800,8;20079,0;25660,0;9859,2;12464,8;14920,0;16616,5;18249,6;21922,0;24301,7;27275,0;32777,3;2,6;3,1;0,2;59,4;3,8;36,0;11,5;4,2;2,3;0,9;1,0;-14,9
40218;Parleboscq;196;442;307,0;;17694,4;;;;;;;;;;;;;;;;;;;;;;
40219;Payros-Cazautets;34;102;63,6;;16576,9;;;;;;;;;;;;;;;;;;;;;;
40220;Pécorade;60;141;97,2;;20228,0;;;;;;;;;;;;;;;;;;;;;;
40221;Perquie;158;361;248,9;;19055,3;;;;;;;;;;;;;;;;;;;;;;
40222;Pey;263;703;462,1;;19764,8;;;;;;;;;;;;;;;;;;;;;;
40223;Peyre;92;238;158,6;;17839,4;;;;;;;;;;;;;;;;;;;;;;
40224;Peyrehorade;1505;3396;2340,0;14383,0;19015,5;24398,8;10015,8;10386,3;13343,0;15356,7;17293,0;20679,6;22912,2;26913,3;32322,9;3,1;3,8;0,3;53,0;5,1;37,4;12,3;6,2;2,4;2,0;1,8;-14,0
40225;Philondenx;79;199;132,9;;18064,5;;;;;;;;;;;;;;;;;;;;;;
40226;Pimbo;86;185;132,1;;17314,0;;;;;;;;;;;;;;;;;;;;;;
40227;Pissos;648;1409;986,5;;19989,0;;;;;;;;;;;;;;;;;;;;;;
40228;Pomarez;632;1477;1010,3;;19749,0;;;;;;;;;;;;;;;;;;;;;;
40229;Pontenx-les-Forges;664;1527;1045,3;;18592,0;;;;;;;;;;;;;;;;;;;;;;
40230;Pontonx-sur-l'Adour;1146;2699;1830,6;15909,2;20461,3;25623,8;9714,6;11935,0;14858,9;16912,1;18677,8;22334,0;24403,3;26745,7;32806,7;2,7;3,1;0,2;65,7;5,4;28,9;9,4;4,5;2,0;1,2;1,3;-13,9
40231;Port-de-Lanne;402;960;650,1;;20876,7;;;;;;;;;;;;;;;;;;;;;;
40232;Poudenx;91;210;145,3;;18792,9;;;;;;;;;;;;;;;;;;;;;;
40233;Pouillon;1258;3046;2056,0;15180,4;20020,6;26480,7;11300,3;11287,0;13889,2;16209,2;18138,8;22171,7;24857,9;28442,0;34113,3;3,0;3,9;0,3;54,4;7,6;34,4;14,2;4,7;2,2;1,3;1,3;-15,3
40234;Pouydesseaux;362;933;611,7;;19704,8;;;;;;;;;;;;;;;;;;;;;;
40235;Poyanne;259;636;422,2;;19838,9;;;;;;;;;;;;;;;;;;;;;;
40236;Poyartin;311;805;530,1;;19254,7;;;;;;;;;;;;;;;;;;;;;;
40237;Préchacq-les-Bains;264;696;453,2;;19885,8;;;;;;;;;;;;;;;;;;;;;;
40238;Pujo-le-Plan;249;661;429,6;;19565,0;;;;;;;;;;;;;;;;;;;;;;
40239;Puyol-Cazalet;38;101;66,7;;20614,5;;;;;;;;;;;;;;;;;;;;;;
40240;Renung;191;521;338,8;;18979,5;;;;;;;;;;;;;;;;;;;;;;
40243;Rion-des-Landes;1091;2469;1704,6;14530,0;18839,3;23333,3;8803,3;10865,0;13571,1;15457,8;17329,0;20480,0;22364,8;25168,0;29415,0;2,7;3,1;0,2;57,8;2,7;36,2;9,5;5,9;2,3;2,0;1,6;-12,1
40244;Rivière-Saas-et-Gourby;469;1219;802,2;;21332,2;;;;;;;;;;;;;;;;;;;;;;
40245;Roquefort;859;1853;1304,2;;19919,3;;;;;;;;;;;;;;;;;;;;;;
40246;Sabres;494;1091;759,2;;18415,7;;;;;;;;;;;;;;;;;;;;;;
40247;Saint-Agnet;73;190;125,4;;20279,0;;;;;;;;;;;;;;;;;;;;;;
40248;Saint-André-de-Seignanx;607;1635;1057,9;;21041,3;;;;;;;;;;;;;;;;;;;;;;
40249;Saint-Aubin;203;517;342,9;;18656,0;;;;;;;;;;;;;;;;;;;;;;
40250;Saint-Avit;259;668;439,8;;21803,0;;;;;;;;;;;;;;;;;;;;;;
40251;Saint-Barthélemy;156;426;271,1;;20352,6;;;;;;;;;;;;;;;;;;;;;;
40252;Sainte-Colombe;240;630;411,5;;19503,3;;;;;;;;;;;;;;;;;;;;;;
40253;Saint-Cricq-Chalosse;256;640;422,9;;18801,0;;;;;;;;;;;;;;;;;;;;;;
40254;Saint-Cricq-du-Gave;156;385;258,2;;19162,4;;;;;;;;;;;;;;;;;;;;;;
40255;Saint-Cricq-Villeneuve;180;473;310,0;;20951,9;;;;;;;;;;;;;;;;;;;;;;
40256;Saint-Étienne-d'Orthe;273;727;472,8;;21338,9;;;;;;;;;;;;;;;;;;;;;;
40257;Sainte-Eulalie-en-Born;564;1290;885,0;;20148,9;;;;;;;;;;;;;;;;;;;;;;
40258;Sainte-Foy;100;264;171,2;;22144,0;;;;;;;;;;;;;;;;;;;;;;
40259;Saint-Gein;177;427;287,4;;19414,8;;;;;;;;;;;;;;;;;;;;;;
40260;Saint-Geours-d'Auribat;163;415;273,6;;20104,8;;;;;;;;;;;;;;;;;;;;;;
40261;Saint-Geours-de-Maremne;1031;2640;1736,2;16150,5;20351,0;25715,7;9565,2;12070,6;14839,2;17116,0;18617,7;22241,9;24438,9;26988,0;32181,7;2,7;3,2;0,2;63,8;8,0;28,2;10,8;4,2;2,4;0,9;0,9;-15,0
40262;Saint-Gor;128;324;214,3;;20640,8;;;;;;;;;;;;;;;;;;;;;;
40263;Saint-Jean-de-Lier;154;409;267,1;;20426,5;;;;;;;;;;;;;;;;;;;;;;
40264;Saint-Jean-de-Marsacq;599;1563;1017,3;;20719,2;;;;;;;;;;;;;;;;;;;;;;
40265;Saint-Julien-d'Armagnac;43;102;71,3;;18463,9;;;;;;;;;;;;;;;;;;;;;;
40266;Saint-Julien-en-Born;756;1612;1136,6;;19811,2;;;;;;;;;;;;;;;;;;;;;;
40267;Saint-Justin;428;956;665,2;;18826,2;;;;;;;;;;;;;;;;;;;;;;
40268;Saint-Laurent-de-Gosse;222;590;385,5;;19767,0;;;;;;;;;;;;;;;;;;;;;;
40269;Saint-Lon-les-Mines;455;1174;776,9;;20670,8;;;;;;;;;;;;;;;;;;;;;;
40270;Saint-Loubouer;188;450;303,0;;20012,6;;;;;;;;;;;;;;;;;;;;;;
40271;Sainte-Marie-de-Gosse;402;1114;715,3;;19335,3;;;;;;;;;;;;;;;;;;;;;;
40272;Saint-Martin-de-Hinx;569;1419;941,9;;20007,2;;;;;;;;;;;;;;;;;;;;;;
40273;Saint-Martin-de-Seignanx;1993;5085;3369,6;17287,8;21715,2;28048,7;10760,9;13617,4;16292,3;18261,8;19965,6;23767,8;26378,0;29858,0;35718,5;2,6;3,3;0,2;63,9;7,3;29,2;13,0;3,7;2,0;0,9;0,8;-17,1
40274;Saint-Martin-d'Oney;543;1424;923,3;;19923,9;;;;;;;;;;;;;;;;;;;;;;
40275;Saint-Maurice-sur-Adour;237;587;394,4;;21291,3;;;;;;;;;;;;;;;;;;;;;;
40276;Saint-Michel-Escalus;144;298;215,6;;21244,8;;;;;;;;;;;;;;;;;;;;;;
40277;Saint-Pandelon;291;711;483,7;;21846,0;;;;;;;;;;;;;;;;;;;;;;
40278;Saint-Paul-en-Born;406;957;650,5;;19868,3;;;;;;;;;;;;;;;;;;;;;;
40279;Saint-Paul-lès-Dax;6491;12912;9384,5;14959,5;19608,7;25546,7;10587,2;11290,8;13933,1;15867,8;17686,8;21577,8;23977,3;27399,0;33318,0;3,0;3,5;0,2;53,7;3,9;41,3;11,4;5,0;1,7;1,7;1,7;-15,3
40280;Saint-Perdon;718;1695;1140,7;;20798,3;;;;;;;;;;;;;;;;;;;;;;
40281;Saint-Pierre-du-Mont;4314;9621;6654,1;15808,7;20570,7;26716,0;10907,3;11559,0;14698,9;16742,7;18731,8;22622,4;24968,0;28674,8;34470,5;3,0;3,5;0,2;66,5;4,5;30,8;8,9;5,3;2,2;1,6;1,5;-16,0
40282;Saint-Sever;2151;4813;3337,5;15669,4;20363,3;25700,4;10031,1;11684,6;14566,2;16694,6;18715,0;22201,5;24443,5;27913,3;33099,0;2,8;3,5;0,2;58,5;6,2;33,6;12,4;4,8;2,0;1,5;1,3;-15,5
40283;Saint-Vincent-de-Paul;1186;2930;1954,9;16745,3;21073,0;27004,3;10259,0;12456,1;15544,0;17892,0;19589,5;22938,1;25392,9;28394,3;33644,0;2,7;3,2;0,2;68,9;5,1;28,1;10,1;3,7;1,9;1,0;0,8;-15,9
40284;Saint-Vincent-de-Tyrosse;3597;7926;5502,8;15301,2;19700,0;24817,5;9516,3;11751,7;14220,0;16243,6;18018,7;21495,3;23604,7;26261,0;31189,0;2,7;3,2;0,2;59,9;3,8;35,2;10,6;4,7;2,1;1,2;1,4;-14,2
40285;Saint-Yaguen;253;633;423,1;;19934,0;;;;;;;;;;;;;;;;;;;;;;
40286;Samadet;444;1098;731,9;;19105,2;;;;;;;;;;;;;;;;;;;;;;
40287;Sanguinet;1660;3948;2661,7;17036,0;22110,7;28491,0;11455,0;12905,2;15782,0;18135,4;20248,0;24224,7;26664,0;30232,1;35697,3;2,8;3,3;0,2;60,6;5,1;35,4;11,5;3,7;2,2;0,7;0,8;-16,3
40288;Sarbazan;485;1199;799,4;;20082,0;;;;;;;;;;;;;;;;;;;;;;
40289;Sarraziet;80;211;135,4;;18539,0;;;;;;;;;;;;;;;;;;;;;;
40290;Sarron;42;105;70,4;;18981,5;;;;;;;;;;;;;;;;;;;;;;
40291;Saubion;557;1371;915,7;;21574,3;;;;;;;;;;;;;;;;;;;;;;
40292;Saubrigues;534;1378;914,1;;21754,5;;;;;;;;;;;;;;;;;;;;;;
40293;Saubusse;425;1073;704,9;;19451,8;;;;;;;;;;;;;;;;;;;;;;
40294;Saugnac-et-Cambran;615;1588;1046,3;;21273,1;;;;;;;;;;;;;;;;;;;;;;
40295;Saugnacq-et-Muret;398;1056;679,1;;18338,3;;;;;;;;;;;;;;;;;;;;;;
40296;Seignosse;1943;4130;2916,0;16065,0;21841,7;31378,4;15313,4;11110,4;14949,0;17342,0;19776,0;24966,7;29136,7;34067,2;44041,1;4,0;5,1;0,3;56,2;9,7;31,3;20,4;2,8;1,3;0,8;0,7;-20,4
40297;Le Sen;82;211;139,0;;18042,0;;;;;;;;;;;;;;;;;;;;;;
40298;Serres-Gaston;161;387;259,7;;19654,0;;;;;;;;;;;;;;;;;;;;;;
40299;Serreslous-et-Arribans;69;184;120,6;;20002,0;;;;;;;;;;;;;;;;;;;;;;
40300;Seyresse;359;905;604,9;;21432,0;;;;;;;;;;;;;;;;;;;;;;
40301;Siest;49;145;89,2;;20445,4;;;;;;;;;;;;;;;;;;;;;;
40302;Sindères;73;185;123,3;;20008,7;;;;;;;;;;;;;;;;;;;;;;
40303;Solférino;132;325;216,6;;17528,0;;;;;;;;;;;;;;;;;;;;;;
40304;Soorts-Hossegor;2070;4158;3029,7;17468,7;25776,0;39925,3;22456,7;12358,0;15972,5;19025,6;21781,0;30216,0;35788,7;43956,8;59322,7;4,8;6,2;0,4;38,3;10,3;43,9;29,5;1,7;0,7;0,6;0,4;-23,7
40305;Sorbets;78;206;134,1;;19121,5;;;;;;;;;;;;;;;;;;;;;;
40306;Sorde-l'Abbaye;281;627;435,8;;19199,0;;;;;;;;;;;;;;;;;;;;;;
40307;Sore;466;1062;730,8;;18802,0;;;;;;;;;;;;;;;;;;;;;;
40308;Sort-en-Chalosse;354;958;621,6;;20192,2;;;;;;;;;;;;;;;;;;;;;;
40309;Souprosse;427;1008;691,9;;19747,7;;;;;;;;;;;;;;;;;;;;;;
40310;Soustons;3435;7558;5295,4;16056,0;20903,0;27389,3;11333,3;12122,6;14840,1;17084,0;18860,5;22850,3;25605,3;29623,3;36701,3;3,0;3,7;0,3;51,7;6,4;39,9;15,0;3,7;1,6;1,0;1,0;-16,7
40311;Taller;223;587;382,8;;19275,6;;;;;;;;;;;;;;;;;;;;;;
40312;Tarnos;5301;12461;8478,1;16100,6;20643,1;26358,3;10257,8;12397,4;14974,8;17088,5;18955,3;22560,0;24841,0;28093,3;33065,3;2,7;3,1;0,2;64,4;4,1;32,6;9,6;4,7;2,1;1,3;1,3;-15,4
40313;Tartas;1422;3153;2192,9;13823,3;19033,8;24820,0;10996,7;10120,0;12658,1;15262,8;17373,3;20880,0;23154,0;26482,2;30882,0;3,1;3,7;0,3;49,9;5,1;38,8;12,2;7,1;2,2;2,8;2,1;-13,1
40314;Tercis-les-Bains;500;1224;822,7;;21803,9;;;;;;;;;;;;;;;;;;;;;;
40315;Téthieu;297;747;495,2;;21354,3;;;;;;;;;;;;;;;;;;;;;;
40316;Tilh;325;785;531,8;;18820,4;;;;;;;;;;;;;;;;;;;;;;
40317;Tosse;1153;2738;1856,1;16221,9;21337,3;27837,3;11615,4;12546,0;15268,3;17470,7;19404,3;23814,4;26399,0;30186,7;36760,7;2,9;3,8;0,3;54,9;10,2;33,6;17,5;2,8;1,6;0,6;0,6;-19,0
40318;Toulouzette;116;293;193,7;;18701,0;;;;;;;;;;;;;;;;;;;;;;
40319;Trensacq;110;260;178,6;;19082,6;;;;;;;;;;;;;;;;;;;;;;
40320;Uchacq-et-Parentis;243;591;402,4;;23900,7;;;;;;;;;;;;;;;;;;;;;;
40321;Urgons;104;249;170,1;;19020,6;;;;;;;;;;;;;;;;;;;;;;
40322;Uza;77;154;109,8;;16975,3;;;;;;;;;;;;;;;;;;;;;;
40323;Vert;110;260;176,9;;20219,3;;;;;;;;;;;;;;;;;;;;;;
40324;Vicq-d'Auribat;97;279;177,8;;21370,7;;;;;;;;;;;;;;;;;;;;;;
40325;Vielle-Tursan;121;270;188,5;;21037,0;;;;;;;;;;;;;;;;;;;;;;
40326;Vielle-Saint-Girons;600;1324;927,0;;21520,7;;;;;;;;;;;;;;;;;;;;;;
40327;Vielle-Soubiran;103;243;164,9;;20554,7;;;;;;;;;;;;;;;;;;;;;;
40328;Vieux-Boucau-les-Bains;888;1636;1228,4;;19804,7;;;;;;;;;;;;;;;;;;;;;;
40329;Le Vignau;196;504;330,4;;19049,5;;;;;;;;;;;;;;;;;;;;;;
40330;Villenave;131;296;205,4;;19198,0;;;;;;;;;;;;;;;;;;;;;;
40331;Villeneuve-de-Marsan;1055;2293;1604,1;15286,7;19230,6;24044,0;8757,3;11972,9;14130,0;15999,0;17448,0;20862,5;22706,0;25272,0;29702,5;2,5;3,1;0,2;58,1;4,7;35,7;10,0;6,1;2,3;2,1;1,8;-14,6
40332;Ychoux;913;2243;1492,9;15207,1;19372,7;24870,6;9663,5;11210,7;13869,4;16280,7;17873,3;21024,8;23220,7;26741,5;32502,7;2,9;3,5;0,2;55,8;8,2;35,6;8,6;5,4;2,8;1,2;1,4;-13,6
40333;Ygos-Saint-Saturnin;560;1324;903,7;;19406,0;;;;;;;;;;;;;;;;;;;;;;
40334;Yzosse;164;383;262,4;;21874,5;;;;;;;;;;;;;;;;;;;;;;
41001;Ambloy;83;192;131,1;;20782,9;;;;;;;;;;;;;;;;;;;;;;
41002;Angé;349;809;552,6;;20889,0;;;;;;;;;;;;;;;;;;;;;;
41003;Areines;245;585;396,4;;22523,9;;;;;;;;;;;;;;;;;;;;;;
41004;Artins;122;266;186,4;;19746,0;;;;;;;;;;;;;;;;;;;;;;
41006;Autainville;171;427;281,2;;20990,0;;;;;;;;;;;;;;;;;;;;;;
41007;Authon;298;726;480,7;;19746,0;;;;;;;;;;;;;;;;;;;;;;
41008;Avaray;290;739;485,5;;21394,0;;;;;;;;;;;;;;;;;;;;;;
41009;Averdon;281;698;468,3;;22768,6;;;;;;;;;;;;;;;;;;;;;;
41010;Azé;413;1062;696,1;;20527,3;;;;;;;;;;;;;;;;;;;;;;
41012;Baillou;108;262;178,8;;20690,0;;;;;;;;;;;;;;;;;;;;;;
41013;Bauzy;118;278;188,4;;20299,9;;;;;;;;;;;;;;;;;;;;;;
41014;Beauchêne;71;175;117,0;;19976,4;;;;;;;;;;;;;;;;;;;;;;
41016;Billy;438;1060;706,9;;19308,0;;;;;;;;;;;;;;;;;;;;;;
41017;Binas;295;719;481,3;;19377,2;;;;;;;;;;;;;;;;;;;;;;
41018;Blois;20896;43968;30819,8;12340,0;17670,5;24787,0;12447,0;8831,3;11211,5;13343,2;15487,1;20049,7;22897,6;26983,0;34213,0;3,9;4,7;0,3;62,2;4,8;31,5;8,9;8,8;3,0;3,1;2,7;-16,2
41019;Boisseau;44;108;71,5;;19084,0;;;;;;;;;;;;;;;;;;;;;;
41020;Bonneveau;211;470;327,8;;21493,0;;;;;;;;;;;;;;;;;;;;;;
41022;Bouffry;70;138;100,4;;20851,3;;;;;;;;;;;;;;;;;;;;;;
41023;Bourré;318;665;476,8;;18946,0;;;;;;;;;;;;;;;;;;;;;;
41024;Boursay;86;194;135,1;;21157,0;;;;;;;;;;;;;;;;;;;;;;
41025;Bracieux;585;1245;876,7;;20762,7;;;;;;;;;;;;;;;;;;;;;;
41026;Brévainville;78;164;117,0;;20313,8;;;;;;;;;;;;;;;;;;;;;;
41027;Briou;56;149;95,7;;22341,3;;;;;;;;;;;;;;;;;;;;;;
41028;Busloup;180;437;292,5;;20427,2;;;;;;;;;;;;;;;;;;;;;;
41029;Candé-sur-Beuvron;573;1441;953,8;;21280,4;;;;;;;;;;;;;;;;;;;;;;
41030;Cellé;106;241;166,3;;20512,0;;;;;;;;;;;;;;;;;;;;;;
