CODGEO;LIBGEO;NBMEN15;NBPERS15;NBUC15;Q115;Q215;Q315;Q3_Q1;D115;D215;D315;D415;D615;D715;D815;D915;RD;S80S2015;GI15;PACT15;PCHO15;PTSA15;PBEN15;PPEN15;PPAT15;PPSOC15;PPFAM15;PPMINI15;PPLOGT15;PIMPOT15
16079;Chantillac;130,0;305,0;207,2;;18823,9;;;;;;;;;;;;;;;;;;;;;;;;
16081;La Chapelle;88,0;202,0;138,6;;19003,9;;;;;;;;;;;;;;;;;;;;;;;;
16082;Boisné-La Tude;271,0;658,0;444,3;;18301,9;;;;;;;;;;;;;;;;;;;;;;;;
16083;Charmé;158,0;334,5;239,1;;17355,2;;;;;;;;;;;;;;;;;;;;;;;;
16084;Charras;137,0;299,5;211,7;;18530,4;;;;;;;;;;;;;;;;;;;;;;;;
16085;Chasseneuil-sur-Bonnieure;1405,0;2939,5;2095,0;13800,0;17974,3;23298,1;9498,1;10377,0;13030,7;14601,5;16272,7;19923,5;21868,9;24941,3;28983,0;2,8;3,3;0,2;57,5;2,9;49,4;5,2;39,4;8,6;6,8;2,0;2,5;2,3;-12,3
16086;Chassenon;398,0;865,5;609,0;;18835,3;;;;;;;;;;;;;;;;;;;;;;;;
16087;Chassiecq;72,0;155,0;110,3;;15755,5;;;;;;;;;;;;;;;;;;;;;;;;
16088;Chassors;482,0;1177,0;795,6;;21428,3;;;;;;;;;;;;;;;;;;;;;;;;
16089;Châteaubernard;1690,0;3605,5;2561,7;16637,1;21107,5;26884,5;10247,4;13277,8;15552,0;17503,0;19352,0;22956,7;25534,0;28778,7;34337,3;2,6;3,2;0,2;58,4;2,6;50,6;5,2;42,7;10,0;4,2;1,5;1,6;1,1;-15,3
16090;Châteauneuf-sur-Charente;1556,0;3313,0;2338,4;14812,0;19419,9;24852,7;10040,7;11388,0;14067,7;15852,2;17757,3;21396,2;23521,3;26397,0;32085,0;2,8;3,5;0,3;66,9;2,9;55,1;9,0;32,5;9,6;5,4;1,9;2,0;1,6;-14,4
16091;Châtignac;78,0;164,5;117,6;;18168,0;;;;;;;;;;;;;;;;;;;;;;;;
16093;Chazelles;648,0;1562,0;1055,0;;20028,6;;;;;;;;;;;;;;;;;;;;;;;;
16094;Chenommet;73,0;165,0;114,0;;16592,3;;;;;;;;;;;;;;;;;;;;;;;;
16095;Chenon;66,0;142,5;102,2;;20625,0;;;;;;;;;;;;;;;;;;;;;;;;
16096;Cherves-Châtelars;182,0;397,0;276,5;;16464,8;;;;;;;;;;;;;;;;;;;;;;;;
16097;Cherves-Richemont;1028,0;2329,5;1624,2;16916,2;21644,0;27141,3;10225,1;13809,0;15971,3;17903,3;20054,7;23622,5;25522,7;29449,1;37220,0;2,7;3,3;0,2;65,3;2,1;56,5;6,7;35,6;13,3;2,9;1,2;1,0;0,7;-17,1
16098;La Chèvrerie;59,0;141,5;97,0;;23025,3;;;;;;;;;;;;;;;;;;;;;;;;
16099;Chillac;93,0;206,5;143,0;;19498,0;;;;;;;;;;;;;;;;;;;;;;;;
16100;Chirac;319,0;709,5;495,2;;19702,0;;;;;;;;;;;;;;;;;;;;;;;;
16101;Claix;396,0;1010,0;663,1;;21403,9;;;;;;;;;;;;;;;;;;;;;;;;
16102;Cognac;9183,0;17889,5;13018,1;13950,0;19445,3;26216,0;12266,0;9988,7;12736,2;15048,0;17336,0;21790,0;24692,7;28516,0;35365,2;3,5;4,5;0,3;66,0;3,3;57,8;4,9;32,9;10,0;7,3;1,8;3,1;2,3;-16,2
16103;Combiers;65,0;123,5;92,8;;18529,0;;;;;;;;;;;;;;;;;;;;;;;;
16104;Condac;202,0;434,0;310,8;;19447,3;;;;;;;;;;;;;;;;;;;;;;;;
16105;Condéon;243,0;588,0;398,8;;19038,0;;;;;;;;;;;;;;;;;;;;;;;;
16106;Confolens;1149,0;2269,5;1663,0;14249,0;19711,0;25907,3;11658,3;10278,0;13011,6;15139,6;17231,5;21762,5;23926,7;27712,5;34876,7;3,4;4,2;0,3;57,5;2,8;48,2;6,5;40,2;11,4;5,4;1,6;2,2;1,6;-14,5
16107;Coulgens;214,0;496,0;337,3;;19076,7;;;;;;;;;;;;;;;;;;;;;;;;
16108;Coulonges;58,0;140,0;95,5;;19741,4;;;;;;;;;;;;;;;;;;;;;;;;
16109;Courbillac;257,0;663,5;432,3;;18647,8;;;;;;;;;;;;;;;;;;;;;;;;
16110;Courcôme;174,0;393,0;272,3;;18310,7;;;;;;;;;;;;;;;;;;;;;;;;
16111;Courgeac;72,0;160,0;111,2;;16086,7;;;;;;;;;;;;;;;;;;;;;;;;
16113;La Couronne;3313,0;7162,5;5016,7;14277,0;18996,0;23798,7;9521,7;10710,4;13342,6;15350,0;17224,5;20780,0;22556,7;25661,0;30838,7;2,9;3,3;0,2;65,9;4,2;58,5;3,2;31,5;7,7;8,3;2,4;3,1;2,8;-13,4
16114;Couture;75,0;153,0;110,2;;16674,0;;;;;;;;;;;;;;;;;;;;;;;;
16115;Cressac-Saint-Genis;73,0;188,0;123,1;;16186,0;;;;;;;;;;;;;;;;;;;;;;;;
16116;Criteuil-la-Magdeleine;181,0;392,0;275,1;;18961,4;;;;;;;;;;;;;;;;;;;;;;;;
16117;Curac;48,0;102,0;72,6;;18328,5;;;;;;;;;;;;;;;;;;;;;;;;
16118;Deviat;71,0;149,0;107,2;;16056,0;;;;;;;;;;;;;;;;;;;;;;;;
16119;Dignac;574,0;1355,5;919,2;;19584,0;;;;;;;;;;;;;;;;;;;;;;;;
16120;Dirac;581,0;1476,0;981,9;;22452,5;;;;;;;;;;;;;;;;;;;;;;;;
16121;Douzat;180,0;441,0;294,3;;20006,5;;;;;;;;;;;;;;;;;;;;;;;;
16122;Ébréon;70,0;143,0;103,9;;17680,0;;;;;;;;;;;;;;;;;;;;;;;;
16123;Échallat;205,0;486,0;329,3;;20220,0;;;;;;;;;;;;;;;;;;;;;;;;
16124;Écuras;272,0;534,0;391,0;;17066,8;;;;;;;;;;;;;;;;;;;;;;;;
16125;Édon;121,0;258,0;184,3;;19590,0;;;;;;;;;;;;;;;;;;;;;;;;
16127;Empuré;49,0;106,0;76,3;;19275,0;;;;;;;;;;;;;;;;;;;;;;;;
16128;Épenède;89,0;184,0;132,1;;17940,7;;;;;;;;;;;;;;;;;;;;;;;;
16129;Éraville;88,0;215,5;145,4;;20112,4;;;;;;;;;;;;;;;;;;;;;;;;
16130;Les Essards;78,0;181,0;125,5;;18656,0;;;;;;;;;;;;;;;;;;;;;;;;
16131;Esse;238,0;502,0;356,0;;18847,0;;;;;;;;;;;;;;;;;;;;;;;;
16132;Étagnac;420,0;893,0;631,6;;18610,0;;;;;;;;;;;;;;;;;;;;;;;;
16133;Étriac;89,0;219,5;147,0;;20939,5;;;;;;;;;;;;;;;;;;;;;;;;
16134;Exideuil;452,0;1020,5;707,9;;18422,7;;;;;;;;;;;;;;;;;;;;;;;;
16135;Eymouthiers;130,0;297,5;207,3;;19538,1;;;;;;;;;;;;;;;;;;;;;;;;
16136;La Faye;263,0;594,0;414,7;;19762,0;;;;;;;;;;;;;;;;;;;;;;;;
16137;Feuillade;128,0;296,5;203,6;;19147,0;;;;;;;;;;;;;;;;;;;;;;;;
16138;Fléac;1571,0;3787,0;2566,9;17061,3;21635,3;28134,5;11073,2;12799,0;15931,3;18008,0;19985,2;23629,0;26514,0;29798,4;35743,2;2,8;3,2;0,2;71,2;2,8;65,5;2,9;32,4;9,0;3,6;1,6;1,0;1,0;-16,2
16139;Fleurac;79,0;184,5;125,5;;22453,3;;;;;;;;;;;;;;;;;;;;;;;;
16140;Fontclaireau;173,0;442,0;291,4;;18734,5;;;;;;;;;;;;;;;;;;;;;;;;
16141;Fontenille;151,0;340,5;236,1;;20392,8;;;;;;;;;;;;;;;;;;;;;;;;
16142;La Forêt-de-Tessé;92,0;194,0;139,8;;19417,3;;;;;;;;;;;;;;;;;;;;;;;;
16143;Fouquebrune;273,0;670,5;447,8;;20285,1;;;;;;;;;;;;;;;;;;;;;;;;
16144;Fouqueure;176,0;405,5;278,3;;16802,0;;;;;;;;;;;;;;;;;;;;;;;;
16145;Foussignac;260,0;645,0;433,4;;21678,0;;;;;;;;;;;;;;;;;;;;;;;;
16146;Garat;817,0;2115,0;1387,1;17218,3;22309,5;28842,2;11623,9;13556,8;16246,7;18156,7;20287,9;24185,7;26456,0;30461,3;37058,9;2,7;3,4;0,2;73,9;2,2;65,1;6,6;30,4;10,0;3,6;2,0;0,9;0,6;-17,9
16147;Gardes-le-Pontaroux;106,0;269,0;178,1;;17670,0;;;;;;;;;;;;;;;;;;;;;;;;
16148;Genac-Bignac;402,0;934,0;638,0;;19651,0;;;;;;;;;;;;;;;;;;;;;;;;
16149;Genouillac;252,0;608,5;406,1;;17121,5;;;;;;;;;;;;;;;;;;;;;;;;
16150;Gensac-la-Pallue;687,0;1624,0;1113,6;;22137,5;;;;;;;;;;;;;;;;;;;;;;;;
16151;Genté;363,0;888,0;600,3;;22165,2;;;;;;;;;;;;;;;;;;;;;;;;
16152;Gimeux;301,0;736,0;499,9;;22805,0;;;;;;;;;;;;;;;;;;;;;;;;
16153;Gondeville;216,0;495,5;338,1;;20551,5;;;;;;;;;;;;;;;;;;;;;;;;
16154;Gond-Pontouvre;2732,0;5776,5;4086,5;14995,0;19541,7;24834,0;9839,0;11369,7;14035,4;16087,0;17802,6;21320,9;23488,0;26251,3;31811,0;2,8;3,3;0,2;66,4;3,5;59,0;4,0;33,7;8,7;6,3;2,0;2,3;2,0;-15,1
16155;Les Gours;47,0;111,0;77,8;;20660,4;;;;;;;;;;;;;;;;;;;;;;;;
16156;Gourville;238,0;575,5;385,8;;18321,0;;;;;;;;;;;;;;;;;;;;;;;;
16157;Le Grand-Madieu;76,0;173,0;121,1;;16993,3;;;;;;;;;;;;;;;;;;;;;;;;
16158;Grassac;140,0;320,5;219,8;;17108,3;;;;;;;;;;;;;;;;;;;;;;;;
16160;Guimps;194,0;452,0;310,4;;21311,9;;;;;;;;;;;;;;;;;;;;;;;;
16161;Guizengeard;70,0;167,5;113,2;;15315,6;;;;;;;;;;;;;;;;;;;;;;;;
16162;Gurat;81,0;156,0;115,5;;19030,0;;;;;;;;;;;;;;;;;;;;;;;;
16163;Hiersac;447,0;988,0;690,3;;21599,3;;;;;;;;;;;;;;;;;;;;;;;;
16164;Hiesse;120,0;237,0;175,7;;16716,7;;;;;;;;;;;;;;;;;;;;;;;;
16165;Houlette;151,0;367,0;248,4;;19218,0;;;;;;;;;;;;;;;;;;;;;;;;
16166;L'Isle-d'Espagnac;2469,0;5355,0;3755,0;15295,0;20146,0;26314,0;11019,0;11428,0;14244,0;16359,0;18289,0;22203,3;24491,5;28386,8;33955,0;3,0;3,5;0,2;63,0;3,0;56,3;3,7;37,6;8,9;5,6;1,9;2,1;1,6;-15,1
16167;Jarnac;2167,0;4284,0;3120,1;14773,0;20048,0;25778,0;11005,0;11091,3;13559,3;15837,2;17941,3;21972,7;24362,7;27846,7;35212,0;3,2;4,0;0,3;58,6;3,0;49,9;5,7;38,9;11,8;6,0;1,6;2,5;1,8;-15,3
16168;Jauldes;348,0;825,0;557,1;;20998,0;;;;;;;;;;;;;;;;;;;;;;;;
16169;Javrezac;281,0;588,5;419,9;;22970,6;;;;;;;;;;;;;;;;;;;;;;;;
16170;Juignac;148,0;333,0;231,5;;18077,5;;;;;;;;;;;;;;;;;;;;;;;;
16171;Juillac-le-Coq;277,0;653,5;444,0;;20685,2;;;;;;;;;;;;;;;;;;;;;;;;
16173;Juillé;83,0;184,0;128,3;;16899,0;;;;;;;;;;;;;;;;;;;;;;;;
16174;Julienne;199,0;506,0;331,6;;20217,2;;;;;;;;;;;;;;;;;;;;;;;;
16175;Val des Vignes;535,0;1266,0;857,7;;19098,0;;;;;;;;;;;;;;;;;;;;;;;;
16176;Lachaise;136,0;324,5;219,2;;20040,0;;;;;;;;;;;;;;;;;;;;;;;;
16177;Ladiville;50,0;124,0;83,6;;21492,6;;;;;;;;;;;;;;;;;;;;;;;;
16178;Lagarde-sur-le-Né;78,0;178,0;123,0;;18457,8;;;;;;;;;;;;;;;;;;;;;;;;
16180;Laprade;94,0;206,0;145,6;;18533,0;;;;;;;;;;;;;;;;;;;;;;;;
16181;Lessac;244,0;538,0;376,4;;17500,7;;;;;;;;;;;;;;;;;;;;;;;;
16182;Lesterps;204,0;419,0;301,9;;15151,7;;;;;;;;;;;;;;;;;;;;;;;;
16183;Lésignac-Durand;78,0;161,5;117,3;;16284,0;;;;;;;;;;;;;;;;;;;;;;;;
16185;Ligné;78,0;178,5;122,7;;17796,0;;;;;;;;;;;;;;;;;;;;;;;;
16186;Lignières-Sonneville;246,0;532,0;375,8;;20441,5;;;;;;;;;;;;;;;;;;;;;;;;
16187;Linars;909,0;2101,5;1450,7;17570,7;21533,5;27277,7;9707,0;13189,0;16199,0;18329,0;20015,5;23188,8;25942,7;28755,0;35049,3;2,7;3,3;0,2;60,5;3,1;51,9;5,5;41,7;10,2;3,3;1,4;1,1;0,8;-15,7
16188;Le Lindois;149,0;326,5;230,7;;17428,5;;;;;;;;;;;;;;;;;;;;;;;;
16189;Londigny;102,0;240,0;160,8;;16526,0;;;;;;;;;;;;;;;;;;;;;;;;
16190;Longré;90,0;192,0;137,0;;19954,0;;;;;;;;;;;;;;;;;;;;;;;;
16191;Lonnes;72,0;161,5;111,5;;19994,7;;;;;;;;;;;;;;;;;;;;;;;;
16192;Roumazières-Loubert;1154,0;2414,0;1726,4;13812,0;17826,7;22590,4;8778,4;10867,4;12764,7;14601,4;16260,0;19267,6;21203,3;23733,5;27754,0;2,6;3,2;0,2;59,9;3,1;51,9;5,0;38,4;7,5;6,3;1,9;2,3;2,0;-12,1
16193;Louzac-Saint-André;414,0;1020,0;683,8;;21406,7;;;;;;;;;;;;;;;;;;;;;;;;
16194;Lupsault;57,0;106,0;79,5;;18191,5;;;;;;;;;;;;;;;;;;;;;;;;
16195;Lussac;118,0;300,5;198,2;;17572,0;;;;;;;;;;;;;;;;;;;;;;;;
16196;Luxé;330,0;685,0;489,6;;18228,7;;;;;;;;;;;;;;;;;;;;;;;;
16197;La Magdeleine;47,0;114,0;77,5;;17261,4;;;;;;;;;;;;;;;;;;;;;;;;
16198;Magnac-Lavalette-Villars;187,0;451,0;306,2;;19114,1;;;;;;;;;;;;;;;;;;;;;;;;
16199;Magnac-sur-Touvre;1414,0;3212,0;2217,7;17472,7;22267,0;28326,7;10854,0;13841,7;16488,3;18371,4;20370,0;24292,8;26798,0;30192,8;35598,4;2,6;3,0;0,2;67,8;3,1;61,3;3,4;35,3;9,1;3,6;1,5;1,1;1,0;-15,8
16200;Maine-de-Boixe;198,0;479,0;320,9;;19532,7;;;;;;;;;;;;;;;;;;;;;;;;
16202;Mainxe;277,0;680,0;453,0;;22184,4;;;;;;;;;;;;;;;;;;;;;;;;
16203;Mainzac;54,0;104,0;77,0;;16111,7;;;;;;;;;;;;;;;;;;;;;;;;
16204;Malaville;179,0;424,5;287,1;;20439,0;;;;;;;;;;;;;;;;;;;;;;;;
16205;Manot;240,0;533,5;373,9;;17295,7;;;;;;;;;;;;;;;;;;;;;;;;
16206;Mansle;743,0;1518,0;1083,2;;17231,7;;;;;;;;;;;;;;;;;;;;;;;;
16207;Marcillac-Lanville;232,0;492,0;350,6;;16840,4;;;;;;;;;;;;;;;;;;;;;;;;
16208;Mareuil;170,0;404,0;273,0;;21251,4;;;;;;;;;;;;;;;;;;;;;;;;
16209;Marillac-le-Franc;337,0;831,0;555,4;;19705,6;;;;;;;;;;;;;;;;;;;;;;;;
16210;Marsac;332,0;815,5;547,6;;20822,4;;;;;;;;;;;;;;;;;;;;;;;;
16211;Marthon;236,0;507,0;358,4;;19511,0;;;;;;;;;;;;;;;;;;;;;;;;
16212;Massignac;174,0;364,5;260,8;;18047,3;;;;;;;;;;;;;;;;;;;;;;;;
16213;Mazerolles;147,0;306,0;220,5;;18113,5;;;;;;;;;;;;;;;;;;;;;;;;
16215;Médillac;74,0;161,0;112,9;;17290,7;;;;;;;;;;;;;;;;;;;;;;;;
16216;Mérignac;328,0;758,5;521,2;;20590,7;;;;;;;;;;;;;;;;;;;;;;;;
16217;Merpins;507,0;1152,5;797,3;;22138,0;;;;;;;;;;;;;;;;;;;;;;;;
16218;Mesnac;171,0;433,5;287,9;;20521,7;;;;;;;;;;;;;;;;;;;;;;;;
16220;Les Métairies;286,0;716,0;474,3;;21471,5;;;;;;;;;;;;;;;;;;;;;;;;
16221;Mons;103,0;231,0;162,4;;19562,0;;;;;;;;;;;;;;;;;;;;;;;;
16222;Montboyer;173,0;356,5;259,3;;18186,7;;;;;;;;;;;;;;;;;;;;;;;;
16223;Montbron;973,0;1933,5;1410,0;;18842,0;;;;;;;;;;;;;;;;;;;;;;;;
16224;Montmérac;321,0;763,0;517,8;;19626,0;;;;;;;;;;;;;;;;;;;;;;;;
16225;Montemboeuf;305,0;645,5;454,0;;17392,8;;;;;;;;;;;;;;;;;;;;;;;;
16226;Montignac-Charente;311,0;690,5;479,4;;20396,1;;;;;;;;;;;;;;;;;;;;;;;;
16227;Montignac-le-Coq;59,0;124,0;89,1;;18127,6;;;;;;;;;;;;;;;;;;;;;;;;
16228;Montigné;69,0;181,0;117,2;;20068,3;;;;;;;;;;;;;;;;;;;;;;;;
16229;Montjean;108,0;239,0;166,7;;16139,9;;;;;;;;;;;;;;;;;;;;;;;;
16230;Montmoreau-Saint-Cybard;500,0;1055,0;743,6;;17095,6;;;;;;;;;;;;;;;;;;;;;;;;
16231;Montrollet;136,0;308,5;215,0;;18866,1;;;;;;;;;;;;;;;;;;;;;;;;
16232;Mornac;889,0;2186,0;1469,7;17780,0;21838,3;27388,3;9608,3;14091,0;16725,3;18603,9;20494,3;23608,6;25873,3;29387,7;34788,0;2,5;3,0;0,2;75,2;3,6;65,8;5,8;30,5;6,9;3,1;1,7;0,8;0,7;-15,7
16233;Mosnac;183,0;458,5;306,1;;20251,0;;;;;;;;;;;;;;;;;;;;;;;;
16234;Moulidars;283,0;719,0;474,8;;21496,2;;;;;;;;;;;;;;;;;;;;;;;;
16236;Mouthiers-sur-Boëme;1023,0;2458,0;1668,2;17084,0;21180,9;26538,5;9454,5;12907,8;16136,8;18120,9;19606,0;22933,9;24906,7;28077,1;33589,3;2,6;3,1;0,2;73,0;2,9;65,5;4,6;30,8;8,5;3,5;1,8;1,0;0,7;-15,8
16237;Mouton;99,0;214,0;149,7;;20458,3;;;;;;;;;;;;;;;;;;;;;;;;
16238;Moutonneau;48,0;112,0;76,8;;18258,0;;;;;;;;;;;;;;;;;;;;;;;;
16239;Mouzon;66,0;130,5;96,1;;16094,0;;;;;;;;;;;;;;;;;;;;;;;;
16241;Nanclars;96,0;214,0;149,8;;21623,8;;;;;;;;;;;;;;;;;;;;;;;;
16242;Nanteuil-en-Vallée;607,0;1333,0;935,0;;17467,2;;;;;;;;;;;;;;;;;;;;;;;;
16243;Nercillac;466,0;1115,5;758,2;;21652,5;;;;;;;;;;;;;;;;;;;;;;;;
16244;Nersac;1060,0;2378,0;1645,0;14674,0;19099,4;23996,7;9322,7;11356,8;13838,5;15709,4;17432,7;20981,0;22994,0;25737,3;30884,0;2,7;3,3;0,2;68,8;3,7;60,9;4,2;31,4;7,6;6,5;2,1;2,4;2,0;-14,3
16245;Nieuil;404,0;916,0;632,3;;17914,7;;;;;;;;;;;;;;;;;;;;;;;;
16246;Nonac;119,0;272,0;188,5;;17958,0;;;;;;;;;;;;;;;;;;;;;;;;
16247;Nonaville;79,0;192,5;129,3;;20187,8;;;;;;;;;;;;;;;;;;;;;;;;
16248;Oradour;88,0;186,0;133,8;;20117,3;;;;;;;;;;;;;;;;;;;;;;;;
16249;Oradour-Fanais;126,0;281,0;195,5;;15129,5;;;;;;;;;;;;;;;;;;;;;;;;
16250;Orgedeuil;99,0;214,0;152,7;;18607,4;;;;;;;;;;;;;;;;;;;;;;;;
16251;Oriolles;97,0;253,5;167,3;;18155,7;;;;;;;;;;;;;;;;;;;;;;;;
16252;Orival;73,0;159,0;113,8;;20812,0;;;;;;;;;;;;;;;;;;;;;;;;
16253;Paizay-Naudouin-Embourie;151,0;338,5;236,3;;17176,1;;;;;;;;;;;;;;;;;;;;;;;;
16254;Palluaud;112,0;245,0;172,7;;16564,5;;;;;;;;;;;;;;;;;;;;;;;;
16255;Parzac;73,0;136,0;103,1;;16061,3;;;;;;;;;;;;;;;;;;;;;;;;
16256;Passirac;98,0;222,5;153,6;;16838,5;;;;;;;;;;;;;;;;;;;;;;;;
16258;Pérignac;213,0;494,5;339,6;;18199,5;;;;;;;;;;;;;;;;;;;;;;;;
16259;La Péruse;222,0;507,0;345,7;;19214,0;;;;;;;;;;;;;;;;;;;;;;;;
16260;Pillac;117,0;258,0;179,7;;18665,0;;;;;;;;;;;;;;;;;;;;;;;;
16261;Les Pins;210,0;489,5;334,3;;18746,7;;;;;;;;;;;;;;;;;;;;;;;;
16263;Plassac-Rouffiac;158,0;405,5;264,4;;19894,4;;;;;;;;;;;;;;;;;;;;;;;;
16264;Pleuville;150,0;306,0;222,8;;16140,5;;;;;;;;;;;;;;;;;;;;;;;;
16268;Poursac;97,0;206,0;145,9;;17438,0;;;;;;;;;;;;;;;;;;;;;;;;
16269;Pranzac;382,0;886,5;606,0;;20782,4;;;;;;;;;;;;;;;;;;;;;;;;
16270;Pressignac;166,0;318,5;237,8;;17174,4;;;;;;;;;;;;;;;;;;;;;;;;
16271;Puymoyen;1045,0;2507,0;1716,8;19720,0;25499,4;33758,0;14038,0;15230,7;18578,1;20879,5;22984,0;27746,0;31703,8;35900,7;44256,0;2,9;3,5;0,3;66,5;1,9;57,3;7,4;38,7;12,7;2,0;1,0;0,6;0,4;-19,9
16272;Puyréaux;224,0;524,0;353,4;;20147,0;;;;;;;;;;;;;;;;;;;;;;;;
16273;Raix;60,0;138,5;95,9;;19245,3;;;;;;;;;;;;;;;;;;;;;;;;
16274;Rancogne;161,0;369,5;254,9;;19932,0;;;;;;;;;;;;;;;;;;;;;;;;
16275;Ranville-Breuillaud;68,0;162,0;110,6;;16789,3;;;;;;;;;;;;;;;;;;;;;;;;
16276;Reignac;309,0;726,0;493,9;;19892,0;;;;;;;;;;;;;;;;;;;;;;;;
16277;Réparsac;244,0;606,0;403,8;;20955,6;;;;;;;;;;;;;;;;;;;;;;;;
16279;Rioux-Martin;105,0;216,0;155,1;;20319,3;;;;;;;;;;;;;;;;;;;;;;;;
16280;Rivières;740,0;1758,5;1196,8;;20022,0;;;;;;;;;;;;;;;;;;;;;;;;
16281;La Rochefoucauld;1465,0;2777,5;2061,9;14152,0;18228,0;23522,0;9370,0;10625,0;13184,0;14847,0;16360,0;20208,0;22046,0;25177,3;32107,3;3,0;3,5;0,2;54,1;3,2;45,6;5,3;42,9;8,9;7,3;1,6;3,2;2,4;-13,2
16282;La Rochette;219,0;510,0;348,9;;19585,2;;;;;;;;;;;;;;;;;;;;;;;;
16283;Ronsenac;238,0;572,0;386,0;;18030,0;;;;;;;;;;;;;;;;;;;;;;;;
16284;Rouffiac;55,0;117,5;83,8;;19693,3;;;;;;;;;;;;;;;;;;;;;;;;
16285;Rougnac;189,0;398,5;283,9;;19150,7;;;;;;;;;;;;;;;;;;;;;;;;
16286;Rouillac;991,0;2177,0;1521,2;14717,3;19059,7;25311,1;10593,8;10764,7;13612,7;15576,6;17024,5;21019,4;23919,3;26806,8;32934,0;3,1;3,8;0,3;66,3;3,4;51,2;11,6;32,5;10,4;5,4;2,1;1,8;1,4;-14,6
16287;Roullet-Saint-Estèphe;1741,0;4178,0;2826,0;16878,0;20980,3;25386,0;8508,0;13398,3;15771,1;17687,0;19403,8;22312,6;24203,2;26856,0;31603,3;2,4;2,9;0,2;74,3;2,9;65,8;5,5;29,1;7,9;3,7;1,9;1,0;0,7;-15,0
16289;Roussines;138,0;281,0;202,3;;16385,5;;;;;;;;;;;;;;;;;;;;;;;;
16290;Rouzède;116,0;239,0;173,9;;17255,7;;;;;;;;;;;;;;;;;;;;;;;;
16291;Ruelle-sur-Touvre;3383,0;7153,5;5078,5;15692,5;20352,0;25897,3;10204,8;11475,0;14470,0;16667,3;18589,0;22153,5;24502,0;27670,4;32690,0;2,8;3,3;0,2;62,8;3,4;57,0;2,4;38,8;8,2;5,2;1,7;1,9;1,6;-15,0
16292;Ruffec;1639,0;3070,0;2290,1;13072,0;17596,7;22794,5;9722,5;9971,6;12076,7;14102,0;15892,5;19190,0;21458,0;24378,7;29694,5;3,0;3,7;0,3;52,1;3,3;43,6;5,2;44,3;8,9;8,2;1,7;3,7;2,8;-13,5
16293;Saint-Adjutory;200,0;449,0;309,6;;19954,8;;;;;;;;;;;;;;;;;;;;;;;;
16294;Saint-Amant-de-Montmoreau;291,0;662,5;461,9;;19185,1;;;;;;;;;;;;;;;;;;;;;;;;
16295;Saint-Amant-de-Boixe;532,0;1279,0;859,5;;19299,8;;;;;;;;;;;;;;;;;;;;;;;;
16296;Saint-Amant-de-Bonnieure;147,0;355,0;241,4;;20182,0;;;;;;;;;;;;;;;;;;;;;;;;
16297;Graves-Saint-Amant;163,0;353,0;249,8;;24093,3;;;;;;;;;;;;;;;;;;;;;;;;
16298;Saint-Amant-de-Nouère;168,0;389,5;267,9;;20966,0;;;;;;;;;;;;;;;;;;;;;;;;
16300;Saint-Angeau;303,0;699,0;477,1;;18604,4;;;;;;;;;;;;;;;;;;;;;;;;
16301;Saint-Aulais-la-Chapelle;102,0;236,0;162,4;;20816,5;;;;;;;;;;;;;;;;;;;;;;;;
16302;Saint-Avit;84,0;197,0;133,1;;17186,9;;;;;;;;;;;;;;;;;;;;;;;;
16303;Saint-Bonnet;159,0;404,5;268,4;;21132,5;;;;;;;;;;;;;;;;;;;;;;;;
16304;Saint-Brice;452,0;1021,5;712,3;;25860,7;;;;;;;;;;;;;;;;;;;;;;;;
16306;Saint-Christophe;159,0;344,5;241,8;;17547,5;;;;;;;;;;;;;;;;;;;;;;;;
16307;Saint-Ciers-sur-Bonnieure;140,0;347,5;233,6;;18221,3;;;;;;;;;;;;;;;;;;;;;;;;
16308;Saint-Claud;478,0;984,0;703,9;;17197,0;;;;;;;;;;;;;;;;;;;;;;;;
16309;Sainte-Colombe;79,0;189,5;126,2;;17910,7;;;;;;;;;;;;;;;;;;;;;;;;
16310;Saint-Coutant;95,0;216,0;148,9;;17609,0;;;;;;;;;;;;;;;;;;;;;;;;
16312;Saint-Cybardeaux;339,0;819,5;549,5;;19578,7;;;;;;;;;;;;;;;;;;;;;;;;
16314;Saint-Eutrope;73,0;153,5;109,4;;18452,9;;;;;;;;;;;;;;;;;;;;;;;;
16315;Saint-Félix;58,0;115,0;84,7;;20538,0;;;;;;;;;;;;;;;;;;;;;;;;
16316;Saint-Fort-sur-le-Né;168,0;386,0;265,0;;21007,3;;;;;;;;;;;;;;;;;;;;;;;;
16317;Saint-Fraigne;192,0;405,0;287,9;;18549,3;;;;;;;;;;;;;;;;;;;;;;;;
16318;Saint-Front;126,0;300,0;202,1;;16892,8;;;;;;;;;;;;;;;;;;;;;;;;
16320;Saint-Genis-d'Hiersac;363,0;873,5;587,8;;20323,0;;;;;;;;;;;;;;;;;;;;;;;;
16323;Saint-Germain-de-Montbron;219,0;486,5;337,1;;18656,0;;;;;;;;;;;;;;;;;;;;;;;;
16325;Saint-Gourson;71,0;146,0;105,3;;15134,0;;;;;;;;;;;;;;;;;;;;;;;;
16326;Saint-Groux;64,0;136,0;96,0;;18709,5;;;;;;;;;;;;;;;;;;;;;;;;
16328;Saint-Laurent-de-Belzagot;147,0;286,5;209,9;;18693,3;;;;;;;;;;;;;;;;;;;;;;;;
