CODGEO;LIBGEO;NBMEN15;NBPERS15;NBUC15;Q115;Q215;Q315;Q3_Q1;D115;D215;D315;D415;D615;D715;D815;D915;RD;S80S2015;GI15;PACT15;PCHO15;PTSA15;PBEN15;PPEN15;PPAT15;PPSOC15;PPFAM15;PPMINI15;PPLOGT15;PIMPOT15
60702;Welles-Pérennes;93,0;256,5;163,4;;19560,4;;;;;;;;;;;;;;;;;;;;;;;;
60703;Aux Marais;317,0;790,5;526,5;;22950,7;;;;;;;;;;;;;;;;;;;;;;;;
61001;Alençon;11921,0;23588,0;16989,5;11840,0;17306,2;23750,5;11910,5;8691,0;10772,0;12879,0;15155,3;19583,0;22159,6;25705,6;32530,0;3,7;4,6;0,3;59,3;3,3;51,1;4,8;35,6;9,4;10,2;2,7;4,2;3,3;-14,5
61002;Almenêches;304,0;681,0;468,3;;18268,3;;;;;;;;;;;;;;;;;;;;;;;;
61004;Antoigny;56,0;130,0;89,2;;18512,2;;;;;;;;;;;;;;;;;;;;;;;;
61005;Appenai-sous-Bellême;103,0;279,0;178,8;;20270,6;;;;;;;;;;;;;;;;;;;;;;;;
61006;Argentan;6370,0;12606,0;9123,7;12605,3;17371,0;22655,3;10050,0;9298,0;11628,0;13549,0;15527,3;19423,0;21417,3;24268,0;29179,3;3,1;3,7;0,3;56,2;3,5;49,3;3,4;39,6;7,6;9,6;2,6;3,8;3,2;-13,0
61007;Athis-Val de Rouvre;1838,0;4310,5;2926,8;15824,4;19734,0;24590,0;8765,6;11964,0;14836,7;16581,9;18377,3;21494,0;23437,3;26176,0;30984,7;2,6;3,2;0,2;66,7;2,7;57,5;6,5;32,7;10,3;4,3;2,3;1,1;0,9;-14,0
61008;Aube;577,0;1304,5;894,6;;17735,0;;;;;;;;;;;;;;;;;;;;;;;;
61009;Aubry-en-Exmes;125,0;332,0;215,3;;21770,5;;;;;;;;;;;;;;;;;;;;;;;;
61010;Aubry-le-Panthou;44,0;103,0;70,5;;19143,6;;;;;;;;;;;;;;;;;;;;;;;;
61011;Aubusson;159,0;450,5;287,6;;21967,0;;;;;;;;;;;;;;;;;;;;;;;;
61012;Auguaise;80,0;194,5;129,0;;19420,0;;;;;;;;;;;;;;;;;;;;;;;;
61013;Aunay-les-Bois;58,0;137,0;93,7;;21903,3;;;;;;;;;;;;;;;;;;;;;;;;
61014;Aunou-le-Faucon;94,0;243,5;163,1;;23428,0;;;;;;;;;;;;;;;;;;;;;;;;
61015;Aunou-sur-Orne;103,0;269,0;176,0;;20967,0;;;;;;;;;;;;;;;;;;;;;;;;
61020;Avoine;99,0;223,0;156,0;;19617,3;;;;;;;;;;;;;;;;;;;;;;;;
61021;Avrilly;49,0;112,0;78,5;;15844,8;;;;;;;;;;;;;;;;;;;;;;;;
61023;Bailleul;260,0;650,0;436,3;;20182,7;;;;;;;;;;;;;;;;;;;;;;;;
61024;Banvou;242,0;628,0;409,4;;19004,7;;;;;;;;;;;;;;;;;;;;;;;;
61026;Barville;90,0;224,5;149,3;;17331,1;;;;;;;;;;;;;;;;;;;;;;;;
61028;Bazoches-au-Houlme;180,0;472,5;307,6;;19073,3;;;;;;;;;;;;;;;;;;;;;;;;
61029;Bazoches-sur-Hoëne;401,0;847,0;599,5;;18708,3;;;;;;;;;;;;;;;;;;;;;;;;
61030;La Bazoque;96,0;264,0;166,9;;21399,3;;;;;;;;;;;;;;;;;;;;;;;;
61032;Beaufai;137,0;331,0;223,0;;19834,7;;;;;;;;;;;;;;;;;;;;;;;;
61034;Beaulieu;88,0;216,0;144,0;;20594,8;;;;;;;;;;;;;;;;;;;;;;;;
61035;Beauvain;119,0;283,5;191,5;;20690,0;;;;;;;;;;;;;;;;;;;;;;;;
61036;Belfonds;74,0;188,0;124,0;;17962,9;;;;;;;;;;;;;;;;;;;;;;;;
61037;Bellavilliers;64,0;145,5;100,5;;16433,0;;;;;;;;;;;;;;;;;;;;;;;;
61038;Bellême;660,0;1294,0;942,4;;18380,4;;;;;;;;;;;;;;;;;;;;;;;;
61039;La Bellière;48,0;116,0;79,2;;17593,8;;;;;;;;;;;;;;;;;;;;;;;;
61040;Bellou-en-Houlme;449,0;1119,0;737,7;;18179,0;;;;;;;;;;;;;;;;;;;;;;;;
61041;Bellou-le-Trichard;103,0;227,0;158,0;;17449,2;;;;;;;;;;;;;;;;;;;;;;;;
61043;Berd'huis;447,0;1071,0;722,7;;19655,0;;;;;;;;;;;;;;;;;;;;;;;;
61044;Berjou;193,0;471,0;318,5;;19124,5;;;;;;;;;;;;;;;;;;;;;;;;
61046;Bizou;61,0;137,0;95,6;;20776,4;;;;;;;;;;;;;;;;;;;;;;;;
61048;Boëcé;44,0;120,5;78,0;;18305,4;;;;;;;;;;;;;;;;;;;;;;;;
61049;Boissei-la-Lande;45,0;116,0;75,3;;20023,5;;;;;;;;;;;;;;;;;;;;;;;;
61050;Cour-Maugis sur Huisne;284,0;605,5;429,8;;19218,0;;;;;;;;;;;;;;;;;;;;;;;;
61051;Boitron;120,0;334,5;210,7;;19047,2;;;;;;;;;;;;;;;;;;;;;;;;
61052;Bonnefoi;72,0;184,5;122,4;;19155,0;;;;;;;;;;;;;;;;;;;;;;;;
61053;Bonsmoulins;94,0;241,5;159,5;;19373,5;;;;;;;;;;;;;;;;;;;;;;;;
61054;Le Bosc-Renoult;96,0;235,0;160,3;;17511,2;;;;;;;;;;;;;;;;;;;;;;;;
61055;Boucé;260,0;584,5;402,6;;18698,1;;;;;;;;;;;;;;;;;;;;;;;;
61056;Le Bouillon;76,0;178,0;121,2;;20311,5;;;;;;;;;;;;;;;;;;;;;;;;
61057;Le Bourg-Saint-Léonard;187,0;396,0;282,6;;20312,7;;;;;;;;;;;;;;;;;;;;;;;;
61060;Brethel;60,0;154,0;99,8;;17110,4;;;;;;;;;;;;;;;;;;;;;;;;
61061;Bretoncelles;639,0;1427,5;983,1;;18549,6;;;;;;;;;;;;;;;;;;;;;;;;
61063;Briouze;705,0;1444,0;1036,1;;18498,7;;;;;;;;;;;;;;;;;;;;;;;;
61066;Buré;43,0;108,5;72,3;;17314,8;;;;;;;;;;;;;;;;;;;;;;;;
61067;Bures;66,0;175,0;114,3;;20004,0;;;;;;;;;;;;;;;;;;;;;;;;
61068;Bursard;78,0;203,0;132,1;;19935,2;;;;;;;;;;;;;;;;;;;;;;;;
61069;Cahan;78,0;172,0;121,2;;17798,0;;;;;;;;;;;;;;;;;;;;;;;;
61070;Caligny;341,0;864,0;571,3;;20965,0;;;;;;;;;;;;;;;;;;;;;;;;
61071;Camembert;77,0;180,5;124,7;;19540,7;;;;;;;;;;;;;;;;;;;;;;;;
61072;Canapville;92,0;216,0;146,8;;19843,0;;;;;;;;;;;;;;;;;;;;;;;;
61074;Carrouges;269,0;575,0;403,2;;17249,4;;;;;;;;;;;;;;;;;;;;;;;;
61075;Ceaucé;560,0;1186,0;841,3;;18139,9;;;;;;;;;;;;;;;;;;;;;;;;
61076;Le Cercueil;61,0;138,5;95,1;;17753,5;;;;;;;;;;;;;;;;;;;;;;;;
61077;Cerisé;338,0;859,0;564,7;;20062,7;;;;;;;;;;;;;;;;;;;;;;;;
61078;Cerisy-Belle-Étoile;298,0;731,5;490,4;;19557,7;;;;;;;;;;;;;;;;;;;;;;;;
61079;Ceton;715,0;1611,0;1112,0;;19275,8;;;;;;;;;;;;;;;;;;;;;;;;
61081;Chailloué;349,0;891,0;579,9;;18341,3;;;;;;;;;;;;;;;;;;;;;;;;
61083;Chambois;185,0;409,5;283,3;;17817,0;;;;;;;;;;;;;;;;;;;;;;;;
61084;Champcerie;58,0;142,0;95,0;;17091,7;;;;;;;;;;;;;;;;;;;;;;;;
61086;Les Champeaux;53,0;121,5;82,7;;18047,5;;;;;;;;;;;;;;;;;;;;;;;;
61087;Champeaux-sur-Sarthe;75,0;168,5;116,3;;21036,7;;;;;;;;;;;;;;;;;;;;;;;;
61091;Champsecret;425,0;940,0;653,4;;19270,6;;;;;;;;;;;;;;;;;;;;;;;;
61092;Chandai;275,0;676,5;453,8;;19862,0;;;;;;;;;;;;;;;;;;;;;;;;
61093;Chanu;508,0;1214,5;817,1;;19056,7;;;;;;;;;;;;;;;;;;;;;;;;
61094;La Chapelle-au-Moine;238,0;592,5;397,5;;22218,0;;;;;;;;;;;;;;;;;;;;;;;;
61095;La Chapelle-Biche;212,0;542,0;352,9;;20790,5;;;;;;;;;;;;;;;;;;;;;;;;
61096;Rives d'Andaine;1270,0;2856,0;1981,3;14993,0;19184,0;23878,8;8885,8;11780,0;14270,0;15862,0;17500,8;21063,3;22751,3;24975,0;29998,5;2,5;3,3;0,2;64,2;2,6;57,0;4,5;32,4;13,2;5,0;2,3;1,5;1,2;-14,8
61097;La Chapelle-Montligeon;282,0;538,0;399,3;;18418,0;;;;;;;;;;;;;;;;;;;;;;;;
61098;La Chapelle-près-Sées;157,0;404,0;266,7;;20989,1;;;;;;;;;;;;;;;;;;;;;;;;
61099;La Chapelle-Souëf;109,0;248,5;171,6;;19275,5;;;;;;;;;;;;;;;;;;;;;;;;
61100;La Chapelle-Viel;106,0;284,5;185,0;;21289,0;;;;;;;;;;;;;;;;;;;;;;;;
61101;Le Château-d'Almenêches;78,0;211,0;136,1;;18777,5;;;;;;;;;;;;;;;;;;;;;;;;
61102;Le Châtellier;165,0;422,0;274,6;;18491,3;;;;;;;;;;;;;;;;;;;;;;;;
61103;Chaumont;63,0;169,5;108,7;;17991,9;;;;;;;;;;;;;;;;;;;;;;;;
61105;Chemilli;86,0;199,0;138,5;;19370,7;;;;;;;;;;;;;;;;;;;;;;;;
61107;Ciral;178,0;386,5;270,4;;16829,6;;;;;;;;;;;;;;;;;;;;;;;;
61108;Cisai-Saint-Aubin;79,0;168,0;120,1;;18254,7;;;;;;;;;;;;;;;;;;;;;;;;
61110;La Cochère;55,0;134,5;89,6;;17892,6;;;;;;;;;;;;;;;;;;;;;;;;
61111;Colombiers;142,0;347,0;235,7;;21896,4;;;;;;;;;;;;;;;;;;;;;;;;
61114;Commeaux;59,0;156,5;102,2;;20539,1;;;;;;;;;;;;;;;;;;;;;;;;
61116;Sablons sur Huisne;892,0;2057,0;1401,1;15725,0;19746,7;24096,7;8371,7;11249,3;14461,8;16600,9;18165,5;21218,8;23075,5;25687,2;30822,2;2,7;3,5;0,2;66,4;3,8;55,9;6,7;32,5;11,2;4,9;2,4;1,4;1,1;-15,0
61117;Condé-sur-Sarthe;988,0;2350,0;1593,0;17055,3;21267,3;26154,7;9099,3;12958,5;15848,8;17924,1;19899,3;23088,0;24819,6;27843,3;33904,8;2,6;3,0;0,2;70,7;2,7;63,6;4,4;32,6;7,8;4,1;2,1;0,9;1,0;-15,2
61118;Corbon;45,0;118,0;78,1;;20994,3;;;;;;;;;;;;;;;;;;;;;;;;
61121;Coulimer;133,0;314,5;213,5;;19578,5;;;;;;;;;;;;;;;;;;;;;;;;
61123;Coulonces;93,0;218,5;148,1;;20456,1;;;;;;;;;;;;;;;;;;;;;;;;
61124;La Coulonche;218,0;500,5;344,4;;20110,0;;;;;;;;;;;;;;;;;;;;;;;;
61126;Coulonges-sur-Sarthe;249,0;507,5;362,8;;18053,3;;;;;;;;;;;;;;;;;;;;;;;;
61129;Courgeon;146,0;378,5;247,9;;19774,7;;;;;;;;;;;;;;;;;;;;;;;;
61130;Courgeoût;171,0;457,5;301,2;;20203,6;;;;;;;;;;;;;;;;;;;;;;;;
61131;Courménil;55,0;127,5;87,6;;18286,0;;;;;;;;;;;;;;;;;;;;;;;;
61133;Courtomer;315,0;720,0;491,9;;18006,2;;;;;;;;;;;;;;;;;;;;;;;;
61137;Craménil;64,0;142,0;100,6;;17292,9;;;;;;;;;;;;;;;;;;;;;;;;
61138;Croisilles;75,0;202,0;133,1;;19821,8;;;;;;;;;;;;;;;;;;;;;;;;
61139;Crouttes;123,0;326,0;212,1;;18634,3;;;;;;;;;;;;;;;;;;;;;;;;
61140;Crulai;365,0;902,0;604,1;;20868,6;;;;;;;;;;;;;;;;;;;;;;;;
61141;Cuissai;173,0;442,5;294,8;;23228,0;;;;;;;;;;;;;;;;;;;;;;;;
61142;Dame-Marie;64,0;139,5;98,1;;21627,0;;;;;;;;;;;;;;;;;;;;;;;;
61143;Damigny;1164,0;2497,0;1776,8;18362,7;22922,7;28279,3;9916,7;14784,8;17334,7;19259,3;21228,7;24772,0;26844,0;29812,5;35629,0;2,4;3,0;0,2;60,7;2,3;54,6;3,8;42,3;10,4;2,7;1,2;0,7;0,8;-16,1
61145;Domfront en Poiraie;2072,0;4160,5;3020,1;14756,0;19348,1;24052,7;9296,7;11033,3;13688,7;15767,0;17673,9;20861,2;22906,7;25648,0;30744,7;2,8;3,6;0,3;59,2;2,7;48,9;7,6;37,6;11,5;5,8;1,7;2,4;1,7;-14,1
61146;Dompierre;167,0;396,5;267,0;;19244,7;;;;;;;;;;;;;;;;;;;;;;;;
61148;Durcet;114,0;290,5;188,4;;19544,7;;;;;;;;;;;;;;;;;;;;;;;;
61149;Échalou;155,0;395,0;261,6;;19583,3;;;;;;;;;;;;;;;;;;;;;;;;
61150;Échauffour;293,0;651,0;450,9;;18905,5;;;;;;;;;;;;;;;;;;;;;;;;
61151;Écorcei;141,0;364,5;241,5;;20570,7;;;;;;;;;;;;;;;;;;;;;;;;
61153;Écouché-les-Vallées;897,0;1959,0;1364,8;;19321,7;;;;;;;;;;;;;;;;;;;;;;;;
61154;Eperrais;52,0;112,0;78,8;;19525,5;;;;;;;;;;;;;;;;;;;;;;;;
61156;Essay;233,0;513,0;356,2;;19696,7;;;;;;;;;;;;;;;;;;;;;;;;
61157;Exmes;118,0;271,0;184,7;;16649,5;;;;;;;;;;;;;;;;;;;;;;;;
61158;Faverolles;58,0;142,5;95,0;;17342,0;;;;;;;;;;;;;;;;;;;;;;;;
61160;Feings;91,0;208,0;144,5;;21245,8;;;;;;;;;;;;;;;;;;;;;;;;
61161;Fel;123,0;269,0;188,1;;18320,8;;;;;;;;;;;;;;;;;;;;;;;;
61162;La Ferrière-au-Doyen;78,0;169,0;120,1;;21113,0;;;;;;;;;;;;;;;;;;;;;;;;
61163;La Ferrière-aux-Étangs;651,0;1425,5;994,8;;19210,5;;;;;;;;;;;;;;;;;;;;;;;;
61164;La Ferrière-Béchet;93,0;246,0;157,7;;20656,2;;;;;;;;;;;;;;;;;;;;;;;;
61165;La Ferrière-Bochard;287,0;752,5;490,3;;19151,5;;;;;;;;;;;;;;;;;;;;;;;;
61166;Ferrières-la-Verrerie;75,0;149,0;108,4;;20649,2;;;;;;;;;;;;;;;;;;;;;;;;
61167;La Ferté-en-Ouche;1324,0;3062,0;2086,1;13951,0;18539,3;23523,5;9572,5;10267,0;12890,0;14783,3;16436,0;20402,0;22282,4;24748,3;29371,0;2,9;3,5;0,2;64,4;2,7;55,6;6,2;33,3;9,6;6,0;2,9;1,7;1,4;-13,3
61168;La Ferté-Macé;2449,0;4899,0;3557,0;13814,5;18278,7;23588,7;9774,2;10052,0;12713,0;14841,4;16650,0;20071,9;22264,7;25076,7;30406,0;3,0;3,6;0,2;56,4;2,9;48,9;4,6;40,2;9,4;7,3;2,0;3,0;2,3;-13,3
61169;Flers;6851,0;14155,5;10065,5;12288,0;16810,4;22365,2;10077,2;9015,0;11206,2;13152,9;14985,3;18783,0;21040,0;23870,5;29279,0;3,2;4,1;0,3;57,9;3,9;48,5;5,4;36,6;9,7;9,8;2,9;3,8;3,1;-14,0
61170;Fleuré;87,0;204,0;140,8;;22346,0;;;;;;;;;;;;;;;;;;;;;;;;
61171;Fontaine-les-Bassets;49,0;112,0;76,3;;17769,6;;;;;;;;;;;;;;;;;;;;;;;;
61172;Fontenai-les-Louvets;114,0;268,5;179,8;;21164,3;;;;;;;;;;;;;;;;;;;;;;;;
61173;Fontenai-sur-Orne;106,0;253,0;172,5;;22544,0;;;;;;;;;;;;;;;;;;;;;;;;
61176;Francheville;61,0;156,0;102,7;;20927,8;;;;;;;;;;;;;;;;;;;;;;;;
61181;Gacé;858,0;1823,0;1285,7;;17786,0;;;;;;;;;;;;;;;;;;;;;;;;
61182;Gandelain;165,0;408,5;273,2;;19255,7;;;;;;;;;;;;;;;;;;;;;;;;
61183;Gâprée;59,0;137,0;94,0;;20569,0;;;;;;;;;;;;;;;;;;;;;;;;
61187;Les Genettes;87,0;189,0;134,0;;20757,3;;;;;;;;;;;;;;;;;;;;;;;;
61189;Giel-Courteilles;149,0;358,0;240,6;;19380,0;;;;;;;;;;;;;;;;;;;;;;;;
61192;Godisson;42,0;108,5;70,2;;19262,0;;;;;;;;;;;;;;;;;;;;;;;;
61193;La Gonfrière;124,0;310,0;205,0;;18690,0;;;;;;;;;;;;;;;;;;;;;;;;
61194;Goulet;151,0;395,0;258,4;;21390,0;;;;;;;;;;;;;;;;;;;;;;;;
61195;Le Grais;91,0;203,0;139,0;;19844,0;;;;;;;;;;;;;;;;;;;;;;;;
61196;Le Gué-de-la-Chaîne;319,0;742,0;506,6;;18938,1;;;;;;;;;;;;;;;;;;;;;;;;
61197;Guêprei;59,0;149,5;99,8;;20219,5;;;;;;;;;;;;;;;;;;;;;;;;
61198;Guerquesalles;49,0;119,0;80,8;;19106,7;;;;;;;;;;;;;;;;;;;;;;;;
61199;Habloville;143,0;331,5;225,7;;20679,5;;;;;;;;;;;;;;;;;;;;;;;;
61202;Hauterive;187,0;513,5;327,0;;21509,0;;;;;;;;;;;;;;;;;;;;;;;;
61203;Héloup;396,0;972,5;651,6;;22186,9;;;;;;;;;;;;;;;;;;;;;;;;
61206;L'Hôme-Chamondot;100,0;236,0;158,0;;18955,7;;;;;;;;;;;;;;;;;;;;;;;;
61207;Igé;312,0;697,5;486,2;;18041,2;;;;;;;;;;;;;;;;;;;;;;;;
61208;Irai;248,0;623,0;409,1;;18480,7;;;;;;;;;;;;;;;;;;;;;;;;
61209;Joué-du-Bois;175,0;405,5;278,6;;17884,7;;;;;;;;;;;;;;;;;;;;;;;;
61210;Joué-du-Plain;96,0;263,5;169,2;;20001,7;;;;;;;;;;;;;;;;;;;;;;;;
61211;Juvigny Val d'Andaine;984,0;2191,5;1523,1;13909,6;18306,0;22815,0;8905,4;10318,0;12925,3;14959,0;16850,0;19838,0;21464,7;24226,7;29468,0;2,9;3,4;0,2;63,7;2,6;52,1;9,0;33,2;11,1;4,9;2,4;1,3;1,2;-12,9
61212;Juvigny-sur-Orne;42,0;128,0;78,8;;20246,7;;;;;;;;;;;;;;;;;;;;;;;;
61213;Lalacelle;116,0;285,0;188,7;;19841,4;;;;;;;;;;;;;;;;;;;;;;;;
61214;L'Aigle;3751,0;7450,0;5365,7;12166,8;16747,1;22621,7;10454,9;8789,0;11151,4;13103,1;14882,0;18749,6;21231,9;24413,3;30291,7;3,4;4,3;0,3;54,2;3,5;45,9;4,8;39,7;10,1;9,8;2,6;3,8;3,3;-13,8
61215;Laleu;154,0;365,0;248,1;;18958,0;;;;;;;;;;;;;;;;;;;;;;;;
61216;La Lande-de-Goult;72,0;170,0;115,0;;20241,7;;;;;;;;;;;;;;;;;;;;;;;;
61218;La Lande-Patry;775,0;1784,5;1225,9;;20107,0;;;;;;;;;;;;;;;;;;;;;;;;
61219;La Lande-Saint-Siméon;64,0;157,5;103,3;;19294,0;;;;;;;;;;;;;;;;;;;;;;;;
61221;Landigou;173,0;453,5;295,7;;20839,3;;;;;;;;;;;;;;;;;;;;;;;;
61222;Landisacq;302,0;757,0;504,2;;19908,3;;;;;;;;;;;;;;;;;;;;;;;;
61224;Larré;164,0;457,5;292,1;;21979,5;;;;;;;;;;;;;;;;;;;;;;;;
61227;Lignou;62,0;137,0;94,7;;19301,0;;;;;;;;;;;;;;;;;;;;;;;;
61228;Livaie;83,0;199,5;134,7;;19276,7;;;;;;;;;;;;;;;;;;;;;;;;
61229;Loisail;59,0;133,0;92,6;;22542,7;;;;;;;;;;;;;;;;;;;;;;;;
61230;Longny les Villages;1363,0;2906,0;2053,1;14313,6;19079,0;24881,2;10567,6;10720,8;13393,6;15390,0;17283,2;21144,0;23567,3;26762,8;33152,7;3,1;3,9;0,3;58,8;3,4;48,1;7,3;40,7;11,1;4,3;1,6;1,5;1,2;-14,9
61231;Longuenoë;42,0;110,0;72,8;;18887,3;;;;;;;;;;;;;;;;;;;;;;;;
61232;Lonlay-l'Abbaye;503,0;1175,0;802,0;;18442,2;;;;;;;;;;;;;;;;;;;;;;;;
61233;Lonlay-le-Tesson;99,0;246,0;164,7;;16992,0;;;;;;;;;;;;;;;;;;;;;;;;
61234;Lonrai;434,0;1176,0;757,1;;22329,3;;;;;;;;;;;;;;;;;;;;;;;;
61237;Lougé-sur-Maire;138,0;332,0;224,4;;20427,3;;;;;;;;;;;;;;;;;;;;;;;;
61240;Macé;182,0;462,0;308,4;;18245,0;;;;;;;;;;;;;;;;;;;;;;;;
61241;La Madeleine-Bouvet;182,0;417,5;285,3;;20061,6;;;;;;;;;;;;;;;;;;;;;;;;
61242;Le Mage;106,0;228,0;162,0;;18819,1;;;;;;;;;;;;;;;;;;;;;;;;
61243;Magny-le-Désert;592,0;1466,5;981,6;;20032,0;;;;;;;;;;;;;;;;;;;;;;;;
61244;Mahéru;106,0;270,5;179,4;;20249,6;;;;;;;;;;;;;;;;;;;;;;;;
61248;Mantilly;249,0;536,0;380,7;;16678,8;;;;;;;;;;;;;;;;;;;;;;;;
61251;Marchemaisons;55,0;135,5;91,6;;21372,0;;;;;;;;;;;;;;;;;;;;;;;;
61252;Mardilly;54,0;120,0;82,6;;19280,0;;;;;;;;;;;;;;;;;;;;;;;;
61255;Mauves-sur-Huisne;269,0;565,5;401,2;;18943,3;;;;;;;;;;;;;;;;;;;;;;;;
61256;Médavy;58,0;157,0;102,1;;20081,4;;;;;;;;;;;;;;;;;;;;;;;;
61257;Méhoudin;39,0;100,0;66,1;;17097,9;;;;;;;;;;;;;;;;;;;;;;;;
61258;Le Mêle-sur-Sarthe;356,0;695,0;503,3;;17635,0;;;;;;;;;;;;;;;;;;;;;;;;
61260;Le Ménil-de-Briouze;238,0;590,0;389,9;;19045,3;;;;;;;;;;;;;;;;;;;;;;;;
61261;Le Ménil-Broût;70,0;173,5;114,0;;20612,1;;;;;;;;;;;;;;;;;;;;;;;;
61262;Le Ménil-Ciboult;52,0;122,5;83,4;;20378,7;;;;;;;;;;;;;;;;;;;;;;;;
61263;Ménil-Erreux;92,0;219,5;150,9;;20821,3;;;;;;;;;;;;;;;;;;;;;;;;
61265;Ménil-Gondouin;75,0;172,0;118,1;;17614,3;;;;;;;;;;;;;;;;;;;;;;;;
61267;Ménil-Hermei;82,0;201,5;135,1;;17879,6;;;;;;;;;;;;;;;;;;;;;;;;
61268;Ménil-Hubert-en-Exmes;54,0;103,0;76,1;;19270,0;;;;;;;;;;;;;;;;;;;;;;;;
61269;Ménil-Hubert-sur-Orne;183,0;443,0;296,0;;19056,7;;;;;;;;;;;;;;;;;;;;;;;;
61274;Les Menus;86,0;216,0;142,6;;20017,6;;;;;;;;;;;;;;;;;;;;;;;;
61275;Le Merlerault;412,0;833,5;602,4;;17276,7;;;;;;;;;;;;;;;;;;;;;;;;
61276;Merri;66,0;149,0;102,5;;21503,3;;;;;;;;;;;;;;;;;;;;;;;;
61277;La Mesnière;114,0;296,5;194,7;;20397,0;;;;;;;;;;;;;;;;;;;;;;;;
61278;Messei;821,0;1935,5;1323,2;;19903,3;;;;;;;;;;;;;;;;;;;;;;;;
61279;Mieuxcé;247,0;659,5;428,8;;22164,7;;;;;;;;;;;;;;;;;;;;;;;;
61281;Moncy;99,0;260,5;169,3;;17845,6;;;;;;;;;;;;;;;;;;;;;;;;
61283;Montabard;119,0;292,5;195,5;;20550,5;;;;;;;;;;;;;;;;;;;;;;;;
61284;Montchevrel;85,0;220,0;143,1;;18396,5;;;;;;;;;;;;;;;;;;;;;;;;
61285;Montgaroult;150,0;392,0;255,0;;20149,3;;;;;;;;;;;;;;;;;;;;;;;;
61287;Montilly-sur-Noireau;299,0;757,0;501,0;;20189,3;;;;;;;;;;;;;;;;;;;;;;;;
61288;Montmerrei;208,0;523,5;343,5;;19767,9;;;;;;;;;;;;;;;;;;;;;;;;
61290;Montreuil-au-Houlme;53,0;130,0;85,9;;16833,8;;;;;;;;;;;;;;;;;;;;;;;;
61292;Montsecret-Clairefougère;279,0;695,5;458,2;;19366,1;;;;;;;;;;;;;;;;;;;;;;;;
61293;Mortagne-au-Perche;1773,0;3510,5;2547,1;13159,5;18460,0;24886,0;11726,5;9493,9;12118,6;14163,1;16414,0;20784,0;23358,8;26774,7;33094,6;3,5;4,3;0,3;55,9;3,4;47,5;5,0;38,6;12,5;7,5;2,1;2,7;2,6;-14,5
61294;Mortrée;465,0;1040,5;722,9;;18699,6;;;;;;;;;;;;;;;;;;;;;;;;
61295;La Motte-Fouquet;62,0;148,0;100,6;;17587,8;;;;;;;;;;;;;;;;;;;;;;;;
61297;Moulins-la-Marche;303,0;617,0;444,6;;17562,7;;;;;;;;;;;;;;;;;;;;;;;;
61298;Moulins-sur-Orne;129,0;312,5;212,9;;22032,7;;;;;;;;;;;;;;;;;;;;;;;;
61299;Moussonvilliers;101,0;226,5;156,8;;17730,6;;;;;;;;;;;;;;;;;;;;;;;;
61300;Moutiers-au-Perche;190,0;386,0;277,8;;19780,8;;;;;;;;;;;;;;;;;;;;;;;;
61301;Neauphe-sous-Essai;85,0;199,0;136,5;;19369,1;;;;;;;;;;;;;;;;;;;;;;;;
61302;Neauphe-sur-Dive;55,0;150,0;97,3;;15691,0;;;;;;;;;;;;;;;;;;;;;;;;
61303;Nécy;216,0;527,5;351,7;;19693,5;;;;;;;;;;;;;;;;;;;;;;;;
61304;Neuilly-le-Bisson;104,0;299,0;188,9;;21003,5;;;;;;;;;;;;;;;;;;;;;;;;
61307;Neuville-sur-Touques;99,0;237,0;160,6;;19274,0;;;;;;;;;;;;;;;;;;;;;;;;
61308;Neuvy-au-Houlme;85,0;204,0;138,3;;19438,1;;;;;;;;;;;;;;;;;;;;;;;;
61309;Perche en Nocé;873,0;2106,5;1421,6;15021,0;19495,4;24973,9;9953,0;10667,5;13896,7;15938,7;18222,4;21242,0;23550,7;25962,4;31295,0;2,9;3,5;0,2;66,0;4,2;54,1;7,7;31,4;12,4;5,1;2,6;1,3;1,1;-14,9
61310;Nonant-le-Pin;216,0;451,5;323,8;;18801,0;;;;;;;;;;;;;;;;;;;;;;;;
61314;Occagnes;230,0;601,5;395,1;;19712,4;;;;;;;;;;;;;;;;;;;;;;;;
61315;Omméel;48,0;130,5;83,6;;18827,3;;;;;;;;;;;;;;;;;;;;;;;;
61316;Ommoy;44,0;115,0;75,1;;18312,1;;;;;;;;;;;;;;;;;;;;;;;;
61317;Orgères;71,0;167,5;115,7;;19486,7;;;;;;;;;;;;;;;;;;;;;;;;
61318;Origny-le-Butin;44,0;111,5;74,9;;21283,8;;;;;;;;;;;;;;;;;;;;;;;;
61319;Origny-le-Roux;109,0;250,5;174,1;;20851,3;;;;;;;;;;;;;;;;;;;;;;;;
61321;Pacé;151,0;387,0;253,8;;20545,6;;;;;;;;;;;;;;;;;;;;;;;;
61322;Parfondeval;49,0;111,0;76,6;;19316,0;;;;;;;;;;;;;;;;;;;;;;;;
61323;Le Pas-Saint-l'Homer;66,0;140,0;97,6;;20315,3;;;;;;;;;;;;;;;;;;;;;;;;
61324;Passais Villages;520,0;1099,0;783,1;;17764,7;;;;;;;;;;;;;;;;;;;;;;;;
61325;La Perrière;118,0;245,0;175,7;;19594,3;;;;;;;;;;;;;;;;;;;;;;;;
61326;Perrou;98,0;238,0;160,0;;18488,7;;;;;;;;;;;;;;;;;;;;;;;;
61327;Pervenchères;128,0;301,5;204,5;;17287,3;;;;;;;;;;;;;;;;;;;;;;;;
