codgeo;libgeo;an;p_licsport014_f
200070068;CC Communauté Bray-Eawy;2018;42,40
200070092;CA du Libournais;2018;38,50
200070100;CC du Val de Sully;2018;37,70
200070118;CC Val de Saône Centre;2018;40,20
200070126;CC Seine et Aube;2018;42,40
200070142;CC Lyons Andelle;2018;43,80
200070159;CC Cœur de Beauce;2018;43,90
200070167;CC Terres de Perche;2018;39,40
200070183;CC des Terres du Val de Loire;2018;42,10
200070233;CC Terres-de-Montaigu, communauté de communes Montaigu-Rocheservière;2018;33,70
200070282;CC Lavalette Tude Dronne;2018;39,60
200070290;CC Coeur du Pays Haut;2018;43,80
200070308;CA Mâconnais Beaujolais Agglomération;2018;37,80
200070316;CC Entre Arroux, Loire et Somme;2018;39,00
200070324;CC du Territoire de Lunéville à Baccarat;2018;43,20
200070332;CC des Savoir-Faire;2018;41,50
200070340;CC Haute-Maurienne Vanoise;2018;37,60
200070365;CC Corbières Salanque Méditerranée;2018;40,60
200070373;CC Loir-Lucé-Bercé;2018;39,80
200070407;CA Pays d'Issoire;2018;39,50
200070431;CC Saint-Marcellin Vercors Isère Communauté;2018;41,80
200070449;CC Inter-Caux-Vexin;2018;40,60
200070464;CC Cœur de Maurienne Arvan;2018;43,40
200070506;CC Pays de Nexon Monts de Chalus;2018;43,30
200070514;CA du Grand Cognac;2018;41,80
200070530;CC du Grand Autunois Morvan;2018;43,40
200070548;CC La Clayette Chauffailles en Brionnais;2018;37,20
200070555;CC de la Veyle;2018;42,40
200070563;CC Terres Touloises;2018;40,20
200070571;CC Cœur de Berry;2018;39,20
200070589;CC de Seille et Grand Couronné;2018;41,60
200070647;CA Bergeracoise;2018;41,10
200070662;CC Bretagne porte de Loire Communauté;2018;39,00
200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel;2018;35,50
200070688;CC Couesnon Marches de Bretagne;2018;37,80
200070712;CC Thiers Dore et Montagne;2018;43,30
200070720;CC Médoc Atlantique;2018;43,10
200070738;CC Mad et Moselle;2018;41,20
200070746;CA Sarreguemines Confluences;2018;42,00
200070753;CA Riom Limagne et Volcans;2018;41,80
200070761;CC Ambert Livradois Forez;2018;40,30
200070779;CC Brie des Rivières et Châteaux;2018;41,70
200070787;CC du Plateau de Lannemezan;2018;40,30
200070795;CC du Pays de Trie et du Magnoac;2018;37,40
200070803;CC des Coteaux du Val-d'Arros;2018;40,80
200070811;CC Pyrénées Vallées des Gaves;2018;40,90
200070829;CC Neste Barousse;2018;37,30
200070845;CC Orne Lorraine Confluences;2018;41,80
200070852;CC Usses et Rhône;2018;40,90
200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;2018;45,40
200070902;CC Auxonne Pontailler Val de Saône;2018;40,50
200070910;CC Tille et Venelle;2018;41,70
200070928;CC Terre de Picardie;2018;42,50
200070936;CC Ponthieu-Marquenterre;2018;40,30
200070944;CC du Vimeu;2018;44,00
200070951;CC du Territoire Nord Picardie;2018;42,00
200070969;CC Avre Luce Noye;2018;43,40
200070977;CC du Grand Roye;2018;43,40
200070985;CC de l'Est de la Somme;2018;47,70
200070993;CA de la Baie de Somme;2018;42,00
200071017;CC des Terres d'Auxois;2018;48,00
200071025;CC Haute-Provence-Pays de Banon;2018;31,50
200071033;CC Jabron-Lure-Vançon-Durance;2018;37,40
200071041;CC du Chaourçois et du Val d'Armance;2018;46,40
200071058;CC Les Avant-Monts;2018;34,10
200071066;CA de Saint-Dié-des-Vosges;2018;43,40
200071074;CC Les Portes de l'Ile de France;2018;40,60
200071082;CA Montluçon Communauté;2018;43,20
200071116;CA ECLA  (Espace Communautaire Lons Agglomération);2018;45,30
200071140;CA Moulins Communauté;2018;41,20
200071157;CC des Hautes-Vosges;2018;41,60
200071165;CA Les Sables d'Olonne Agglomération;2018;40,20
200071173;CC du Pays Arnay Liernais;2018;42,80
200071181;CC Somme Sud-Ouest;2018;43,70
200071199;CC Plaine Limagne;2018;46,90
200071207;CC de Pouilly-en-Auxois/Bligny-sur-Ouche;2018;38,90
200071215;CC Chavanon Combrailles et Volcans;2018;43,90
200071223;CC Nièvre et Somme;2018;36,10
200071298;CC des Terres du Lauragais;2018;37,60
200071314;CC des Hauts Tolosans;2018;35,40
200071363;CA Vichy Communauté;2018;40,10
200071371;CC Bresse et Saône;2018;37,70
200071389;CC Saint-Pourçain Sioule Limagne;2018;43,30
200071405;CC Ardèche Rhône Coiron;2018;40,00
200071413;CA Privas Centre Ardèche;2018;44,70
200071454;CA Evreux Portes de Normandie;2018;39,30
200071470;CC Entr'Allier Besbre et Loire;2018;43,80
200071496;CC du Bocage Bourbonnais;2018;41,50
200071504;CC des Collines du Perche Normand;2018;39,70
200071512;CC Commentry Montmarault Néris Communauté;2018;43,10
200071520;CC Domfront Tinchebray Interco;2018;37,20
200071538;CC Terres de Bresse;2018;37,60
200071546;CC Sud Retz Atlantique;2018;38,90
200071553;CC Loire Layon Aubance;2018;41,00
200071579;CC Bresse Louhannaise Intercom';2018;35,80
200071587;CC Loches Sud Touraine;2018;39,60
200071595;CC Arbois, Poligny, Salins, Cœur du Jura;2018;41,60
200071629;CC Challans-Gois Communauté;2018;40,60
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;2018;42,90
200071652;CC du Pays Fertois et du Bocage Carrougien;2018;42,10
200071678;CA du Choletais;2018;38,30
200071751;CA du Bassin de Bourg-en-Bresse;2018;40,80
200071769;CC Picardie des Châteaux;2018;36,80
200071777;CC d'Arcis, Mailly, Ramerupt;2018;38,10
200071785;CA Chauny-Tergnier-La Fère;2018;46,30
200071819;CC du Périgord Nontronnais;2018;38,20
200071827;CA du Grand Angoulême;2018;39,40
200071843;CC du Vexin Normand;2018;41,40
200071850;CC du Pithiverais-Gâtinais;2018;42,60
200071868;CC des Vallées du Haut-Anjou;2018;39,40
200071876;CA Saumur Val de Loire;2018;36,00
200071884;CC Le Grand Charolais;2018;40,70
200071892;CA du Saint-Quentinois;2018;35,10
200071900;CC Vendée Grand Littoral;2018;37,40
200071918;CC du Pays de Saint-Fulgent - Les Essarts;2018;37,20
200071926;CC du Limouxin;2018;41,30
200071934;CC Pays de Fontenay-Vendée;2018;43,50
200071942;CC Haut Limousin en Marche;2018;41,70
200071967;CC Pays d'Évian Vallée d'Abondance;2018;40,10
200071983;CC Thiérache Sambre et Oise;2018;39,30
200071991;CC Retz-en-Valois;2018;40,80
200072007;CC de la Montagne d'Ardèche;2018;52,60
200072015;CA Annonay Rhône Agglo;2018;41,80
200072023;CC Cœur de Charente;2018;40,60
200072031;CA de la Région de Château-Thierry;2018;39,60
200072049;CC de Charente Limousine;2018;44,60
200072056;CC Porte du Jura;2018;47,70
200072064;CC Val-de-Cher-Controis;2018;41,40
200072072;CA Territoires Vendômois;2018;42,60
200072080;CC du Pays de Saint-Éloy;2018;34,80
200072098;CC Combrailles Sioule et Morge;2018;42,00
200072106;CC Adour Madiran;2018;36,50
200072130;CA du Pays de Meaux;2018;37,90
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;2018;40,80
200072312;CA Seine Normandie Agglomération;2018;43,20
200072320;CC Val de Gers;2018;38,50
200072346;CA du Pays de Fontainebleau;2018;42,70
200072452;CA Fougères Agglomération;2018;38,30
200072460;CA de Béthune-Bruay, Artois-Lys Romane;2018;39,20
200072478;CC Pays d'Opale;2018;39,70
200072544;CC des Deux Morin;2018;42,80
200072635;CC Pyrénées Haut Garonnaises;2018;41,70
200072643;CC Cœur et Coteaux du Comminges;2018;44,10
200072650;CC Touraine Vallée de l'Indre;2018;41,60
200072668;CC Touraine Val de Vienne;2018;34,40
200072676;CC Maine Saosnois;2018;34,70
200072684;CC Le Gesnois Bilurien;2018;37,10
200072692;CC des Vallées de la Braye et de l'Anille;2018;39,80
200072700;CC Haute Sarthe Alpes Mancelles;2018;37,10
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;2018;38,20
200072726;CC Châteaubriant-Derval;2018;38,00
200072734;CC Estuaire et Sillon;2018;40,80
200072825;CC Mirebellois et Fontenois;2018;45,00
200072874;CC Val Briard;2018;39,90
200072882;CC de Vie et Boulogne;2018;37,90
200072981;CC Touraine Ouest Val de Loire;2018;42,40
200072999;CC du Grand Langres;2018;38,60
200073013;CC Carnelle Pays-De-France;2018;37,50
200073096;CA Arche Agglo;2018;37,60
200073104;CC de l'Île-Rousse - Balagne;2018;42,80
200073112;CC Sud Sarthe;2018;34,40
200073120;CC Nebbiu - Conca d'Oro;2018;37,20
200073138;CC Pasquale Paoli;2018;42,90
200073146;CC Cagire Garonne Salat;2018;38,90
200073161;CC Touraine-Est Vallées;2018;40,70
200073237;CC de Gâtine et Choisilles - Pays de Racan;2018;39,40
200073245;CC du Bassin d'Aubenas;2018;36,30
200073252;CC de la Castagniccia-Casinca;2018;36,70
200073260;CC Sud Vendée Littoral;2018;38,10
200073344;CA Rambouillet Territoires;2018;43,60
200073393;CC des Rives du Haut-Allier;2018;41,50
200073401;CC Mézenc-Loire-Meygal;2018;39,20
200073419;CA du Puy-en-Velay;2018;39,40
200073427;CC Marches du Velay-Rochebaron;2018;42,60
200077014;CA Vienne Condrieu;2018;40,60
200083392;CA Laval Agglomération;2018;39,70
200084952;CU Le Havre Seine Métropole;2018;39,30
200085728;CC Brioude Sud Auvergne;2018;39,80
200085751;CC d'Entre Bièvre et Rhône;2018;35,60
200089456;CA Seine-Eure;2018;40,40
200090504;CA Coulommiers Pays de Brie;2018;40,20
200090561;CC Vierzon-Sologne-Berry;2018;40,10
200090579;CC Terre d'Émeraude Communauté;2018;43,00
200090751;CA Grand Calais Terres et Mers;2018;39,00
200093201;Métropole Européenne de Lille;2018;38,40
240100610;CC de la Côtière à Montluel;2018;34,30
240100750;CA du Pays de Gex;2018;40,90
240100800;CC de Miribel et du Plateau;2018;38,10
240100883;CC de la Plaine de l'Ain;2018;38,00
240100891;CC du Pays Bellegardien (CCPB);2018;39,50
240200444;CC de la Thiérache du Centre;2018;41,60
240200469;CC du Pays de la Serre;2018;34,70
240200477;CA GrandSoissons Agglomération;2018;39,90
240200493;CC du Pays du Vermandois;2018;35,30
240200501;CC du Val de l'Aisne;2018;38,20
240200519;CC du Canton d'Oulchy-le-Château;2018;37,50
240200576;CC de la Champagne Picarde;2018;42,60
240200584;CC du Canton de Charly-sur-Marne;2018;39,30
240200592;CC du Chemin des Dames;2018;45,50
240200600;CC des Trois Rivières;2018;41,90
240200634;CC des Portes de la Thiérache;2018;39,80
240300491;CC du Pays de Lapalisse;2018;41,20
240300558;CC du Pays de Tronçais;2018;45,30
240300566;CC du Val de Cher;2018;39,90
240300657;CC du Pays d'Huriel;2018;42,30
240400440;CC Pays Forcalquier et Montagne de Lure;2018;35,90
240500439;CC du Briançonnais;2018;46,30
240500462;CC du Pays des Ecrins;2018;42,40
240600551;CA de la Riviera Française;2018;36,50
240600585;CA de Sophia Antipolis;2018;38,00
240600593;CC du Pays des Paillons;2018;42,70
240700302;CC du Pays Beaume-Drobie;2018;38,10
240700617;CC Val de Ligne;2018;33,20
240700716;CC du Val d'Ay;2018;39,30
240700815;CC Berg et Coiron;2018;38,00
240700864;CC du Rhône aux Gorges de l'Ardèche;2018;42,20
240800821;CC Ardenne, Rives de Meuse;2018;36,70
240800847;CC des Portes du Luxembourg;2018;44,30
240800862;CC des Crêtes Préardennaises;2018;40,60
240800920;CC de l'Argonne Ardennaise;2018;44,20
240900431;CC du Pays de Tarascon;2018;42,80
240900464;CC du Pays d'Olmes;2018;37,90
241000223;CC Forêts, Lacs, Terres en Champagne;2018;41,30
241000405;CC de la Région de Bar-sur-Aube;2018;41,30
241000447;CC du Pays d'Othe;2018;40,80
241000488;CC de l'Orvin et de l'Ardusson;2018;34,40
241100593;CA Le Grand Narbonne;2018;38,50
241200187;CA Rodez Agglomération;2018;39,70
241200542;CC du Réquistanais;2018;27,20
241200567;CC de Millau Grands Causses;2018;39,00
241200625;CC du Pays Rignacois;2018;46,80
241200641;CC Conques-Marcillac;2018;41,00
241200658;CC du Pays de Salars;2018;41,70
241200674;CC du Plateau de Montbazens;2018;31,80
241200765;CC de Lévézou Pareloup;2018;45,20
241200807;CC Aveyron Bas Ségala Viaur;2018;43,30
241200906;CC Larzac et Vallées;2018;36,30
241200914;CC de la Muse et des Raspes du Tarn;2018;44,10
241300375;CC Vallée des Baux-Alpilles (CC VBA);2018;44,90
241300417;CA d'Arles-Crau-Camargue-Montagnette;2018;39,60
241400415;CC Cœur Côte Fleurie;2018;38,00
241400514;CC du Pays de Falaise;2018;43,70
241400555;CC de Bayeux Intercom;2018;33,80
241400860;CC Cœur de Nacre;2018;41,00
241400878;CC Terre d'Auge;2018;39,10
241500230;CA du Bassin d'Aurillac;2018;44,70
241500255;CC du Pays Gentiane;2018;42,00
241500271;CC du Pays de Mauriac;2018;41,70
241501055;CC Sumène - Artense;2018;34,40
241501089;CC Cère et Goul en Carladès;2018;39,20
241501139;CC du Pays de Salers;2018;45,20
241600303;CC du Rouillacais;2018;37,70
241700434;CA de la Rochelle;2018;37,90
241700459;CC de l'Île de Ré;2018;43,00
241700517;CC Cœur de Saintonge;2018;39,00
241700624;CC de l'Île d'Oléron;2018;38,30
241700632;CC de Gémozac et de la Saintonge Viticole;2018;40,20
241700640;CA Royan Atlantique;2018;40,80
241700699;CC du Bassin de Marennes;2018;42,30
241800374;CC La Septaine;2018;45,60
241800424;CC Le Dunois;2018;39,00
241800432;CC Les Trois Provinces;2018;30,50
241800457;CC Fercher Pays Florentais;2018;44,50
241800507;CA Bourges Plus;2018;40,40
241900133;CC de Ventadour - Egletons - Monédières;2018;41,60
241927201;CA Tulle Agglo;2018;44,00
241927243;CC du Pays d'Uzerche;2018;45,00
242000354;CA de Bastia;2018;38,60
242000495;CC de l'Alta Rocca;2018;41,00
242000503;CC Celavu-Prunelli;2018;39,00
242010056;CA du Pays Ajaccien;2018;38,60
242010130;CC du Sartenais Valinco Taravo;2018;46,80
242020071;CC du Centre Corse;2018;41,30
242020105;CC de Calvi Balagne;2018;41,30
242100154;CC des Vallées de la Tille et de l'Ignon;2018;42,70
242100410;Dijon Métropole;2018;40,40
242101434;CC du Pays Châtillonnais;2018;36,20
242101442;CC de Saulieu;2018;46,70
242101459;CC du Pays d'Alésia et de la Seine;2018;33,80
242101491;CC du Montbardois;2018;38,90
242101509;CC Rives de Saône;2018;36,00
242200715;CC du Kreiz-Breizh (CCKB);2018;38,50
242300135;CC du Pays Sostranien;2018;45,30
242320000;CC de Bénévent Grand Bourg;2018;41,70
242320109;CC du Pays Dunois;2018;45,80
242400752;CC Périgord-Limousin;2018;46,20
242400935;CC du Pays de Saint-Aulaye;2018;38,50
242401024;CC Isle-Loue-Auvézère en Périgord;2018;44,00
242500320;CC de Montbenoît;2018;35,80
242500338;CC du Grand Pontarlier;2018;42,50
242500361;CU Grand Besançon Métropole;2018;40,90
242504116;CC du Val de Morteau;2018;42,20
242504181;CC des Portes du Haut-Doubs;2018;42,20
242504355;CC du Plateau de Russey;2018;46,50
242504371;CC du Pays de Sancey-Belleherbe;2018;44,40
242504447;CC du Doubs Baumois;2018;45,70
242504488;CC Altitude 800;2018;45,00
242504496;CC du Plateau de Frasne et du Val de Drugeon (CFD);2018;45,60
242600252;CC du Val de Drôme en Biovallée;2018;38,20
242600492;CC Dieulefit-Bourdeaux;2018;36,10
242600534;CC du Diois;2018;37,10
242700276;CC du Pays de Conches;2018;44,40
242700607;CC du Pays du Neubourg;2018;42,20
242852465;CC du Bonnevalais;2018;45,50
242900074;CC du Pays d'Iroise;2018;37,40
242900314;Brest Métropole;2018;40,30
242900553;CC du Pays des Abers;2018;38,90
242900561;CC de Haute-Cornouaille;2018;35,40
242900629;CC Cap Sizun - Pointe du Raz;2018;32,20
242900645;CC Douarnenez Communauté;2018;39,70
242900660;CC du Pays Fouesnantais;2018;34,00
242900694;CA Quimperlé Communauté;2018;36,50
242900702;CC du Pays Bigouden Sud;2018;41,00
242900710;CC du Haut Pays Bigouden;2018;37,60
242900744;CC Poher communauté;2018;39,80
242900751;CC du Pays de Landivisiau;2018;38,70
242900769;CA Concarneau Cornouaille Agglomération;2018;36,60
242900793;CC Communauté Lesneven Côte des Légendes;2018;42,10
242900801;CC du Pays de Landerneau-Daoulas;2018;42,00
242900835;CA Morlaix Communauté;2018;38,10
243000270;CC du Pays Viganais;2018;43,60
243000296;CC du Pays de Sommières;2018;30,60
243000569;CC Rhony, Vistre, Vidourle;2018;34,90
243000585;CC Beaucaire Terre d'Argence;2018;37,30
243000593;CC de Petite Camargue;2018;37,00
243000643;CA de Nîmes Métropole;2018;38,20
243000650;CC Terre de Camargue;2018;36,40
243000684;CC du Pont du Gard;2018;40,20
243100518;Toulouse Métropole;2018;36,60
243100567;CC Lauragais Revel Sorezois;2018;35,80
243100633;CA du Sicoval;2018;36,80
243100732;CC des Coteaux du Girou;2018;36,00
243100773;CC de Val'Aïgo;2018;34,30
243100781;CC de la Save au Touch;2018;37,10
243100815;CC des Coteaux Bellevue;2018;35,00
243200391;CC de la Lomagne Gersoise;2018;42,60
243200409;CC du Bas Armagnac;2018;41,30
243200417;CC de la Tenarèze;2018;45,30
243200425;CC Cœur d'Astarac en Gascogne;2018;36,10
243200458;CC du Grand Armagnac;2018;47,00
243200508;CC Bastides et Vallons du Gers;2018;31,90
243200599;CC du Saves;2018;36,10
243200607;CC Artagnan de Fezensac;2018;46,20
243300316;Bordeaux Métropole;2018;38,30
243300563;CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS);2018;40,80
243300811;CC de l'Estuaire;2018;45,70
243301165;CC Jalle-Eau-Bourde;2018;40,00
243301181;CC Latitude Nord Gironde;2018;40,10
243301215;CC du Créonnais;2018;38,00
243301223;CC du Grand Cubzaguais;2018;37,70
243301249;CC du Secteur de Saint-Loubès;2018;36,50
243301264;CC de Montesquieu;2018;39,10
243301355;CC des Coteaux Bordelais;2018;34,00
243301371;CC du Pays Foyen;2018;40,40
243301389;CC Médullienne;2018;42,60
243301397;CC du Fronsadais;2018;38,80
243301405;CC du Val de l'Eyre;2018;45,10
243301439;CC des Portes de l'Entre-deux-Mers;2018;39,90
243301447;CC Médoc Estuaire;2018;36,30
243301454;CC Castillon/Pujols;2018;41,60
243301504;CA du Bassin d'Arcachon Nord;2018;42,40
243400017;Montpellier Méditerranée Métropole;2018;36,60
243400355;CC du Clermontais;2018;40,00
243400470;CA du Pays de l'Or;2018;34,70
243400488;CC La Domitienne;2018;39,20
243400520;CC du Pays de Lunel;2018;35,50
243400694;CC Vallée de l'Hérault;2018;38,40
243400736;CC des Cévennes Gangeoises et Suménoises;2018;40,00
243400769;CA de Béziers-Méditerranée;2018;37,90
243400819;CA Hérault-Méditerranée;2018;35,10
243500139;Rennes Métropole;2018;39,20
243500550;CC Montfort Communauté;2018;36,40
243500618;CC de Brocéliande;2018;40,90
243500634;CC Roche aux Fées Communauté;2018;33,70
243500659;CC Pays de Châteaugiron Communauté;2018;39,60
243500667;CC du Val d'Ille-Aubigné;2018;37,90
243500725;CC Côte d'Émeraude;2018;41,70
243500733;CC Bretagne Romantique;2018;34,20
243500741;CA Redon Agglomération;2018;39,30
243500774;CC Liffré-Cormier Communauté;2018;33,80
243500782;CA du Pays de Saint Malo Agglomération;2018;37,20
243600202;CC Chabris - Pays de Bazelle;2018;38,70
243600236;CC du Pays d'Issoudun;2018;38,70
243600293;CC de la Région de Levroux;2018;38,30
243600301;CC Val de l'Indre - Brenne;2018;37,70
243600319;CC Brenne - Val de Creuse;2018;42,30
243600327;CA Châteauroux Métropole;2018;40,30
243600343;CC Cœur de Brenne;2018;43,80
243600350;CC de la Châtre et Sainte-Sévère;2018;47,00
243700499;CC du Castelrenaudais;2018;41,10
243700754;Tours Métropole Val de Loire;2018;38,40
243700820;CC de Bléré Val de Cher;2018;43,50
243800604;CA Porte de l'Isère (C.A.P.I);2018;37,70
243800745;CC de l'Oisans;2018;42,20
243800935;CC Lyon Saint Exupéry en Dauphiné;2018;31,60
243800984;CA du Pays Voironnais;2018;41,00
243801024;CC du Massif du Vercors;2018;39,60
243801073;CC de Bièvre Est;2018;38,10
243801255;CC des Collines du Nord Dauphiné;2018;33,70
243900354;CC de la Station des Rousses-Haut Jura;2018;42,80
243900420;CC du Val d'Amour;2018;39,10
243900479;CC du Haut-Jura - ARCADE;2018;40,70
243900560;CC Jura Nord;2018;44,40
243900610;CC La Grandvallière;2018;40,20
243901089;CC de la Plaine Jurassienne;2018;41,90
244000543;CC de Mimizan;2018;41,80
244000659;CC du Seignanx;2018;39,90
244000675;CA du Grand Dax;2018;40,90
244000691;CC du Pays Morcenais;2018;44,20
244000766;CC du Pays Tarusate;2018;42,90
244000774;CC du Pays de Villeneuve en Armagnac Landais;2018;37,50
244000808;CA Mont-de-Marsan Agglomération;2018;40,60
244000824;CC du Pays Grenadois;2018;46,20
244000857;CC Côte Landes Nature;2018;44,10
244000865;CC Maremne Adour Côte Sud;2018;39,40
244000873;CC des Grands Lacs;2018;36,40
244000881;CC Coteaux et Vallées des Luys;2018;39,70
244100293;CC des Collines du Perche;2018;45,10
244100780;CC de la Sologne des Étangs;2018;41,20
244100798;CC du Grand Chambord;2018;40,40
244100806;CC de la Sologne des Rivières;2018;35,90
244200614;CC des Vals d'Aix et Isable;2018;46,50
244200622;CC des Monts du Pilat;2018;41,40
244200630;CC du Pays entre Loire et Rhône;2018;41,70
244200770;Saint-Etienne Métropole;2018;41,00
244200820;CC du Pays d'Urfé;2018;44,60
244200895;CC du Pilat Rhodanien;2018;40,50
244300307;CC du Pays de Montfaucon;2018;41,60
244301016;CC des Sucs;2018;39,10
244301099;CC Auzon Communauté;2018;36,40
244301107;CC du Haut-Lignon;2018;42,00
244301123;CC des Pays de Cayres et de Pradelles;2018;37,30
244301131;CC Loire et Semène;2018;38,40
244400404;Nantes Métropole;2018;40,30
244400438;CC de Grand Lieu;2018;38,10
244400453;CC de la Région de Blain;2018;38,40
244400503;CC d'Erdre et Gesvres;2018;36,90
244400537;CC de Nozay;2018;34,20
244400552;CC du Pays d'Ancenis;2018;36,80
244400586;CC du Sud-Estuaire;2018;37,70
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);2018;43,80
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);2018;41,40
244500203;CA Montargoise et Rives du Loing (A.M.E.);2018;41,60
244500211;CC Giennoises;2018;38,40
244500419;CC des Quatre Vallées;2018;44,40
244500427;CC des Loges;2018;42,10
244500468;Orléans Métropole;2018;40,00
244500484;CC de la Forêt;2018;35,60
244500542;CC de la Plaine du Nord Loiret;2018;43,60
244600433;CC de la Vallée du Lot et du Vignoble;2018;39,90
244600482;CC Quercy - Bouriane;2018;42,30
244600532;CC du Pays de Lalbenque-Limogne;2018;40,80
244600573;CC du Causse de Labastide-Murat;2018;35,00
244700449;CC du Pays de Duras;2018;43,70
244700464;CC du Pays de Lauzun;2018;34,50
244701355;CC des Coteaux et Landes de Gascogne;2018;42,80
244701405;CC Lot et Tolzac;2018;38,20
244800405;CC Cœur de Lozère;2018;43,30
244800470;CC du Gévaudan;2018;42,30
244900015;CU Angers Loire Métropole;2018;38,50
244900809;CC Anjou Bleu Communauté;2018;45,50
244900882;CC Baugeois Vallée;2018;43,60
245100615;CC de la Grande Vallée de la Marne;2018;46,00
245100888;CC de la Brie Champenoise;2018;37,10
245100979;CC du Sud Marnais;2018;49,10
245200597;CC des Trois Forêts;2018;42,80
245300223;CC du Pays de Meslay-Grez;2018;41,80
245300355;CC de l'Ernée;2018;43,50
245300389;CC du Bocage Mayennais;2018;46,00
245300447;CC du Pays de Château-Gontier;2018;39,40
245400171;CC Moselle et Madon;2018;42,90
245400189;CC des Pays du Sel et du Vermois;2018;40,50
245400262;CA de Longwy;2018;43,60
245400510;CC du Pays de Colombey et du Sud Toulois;2018;41,80
245400601;CC du Bassin de Pompey;2018;43,70
245400676;Métropole du Grand Nancy;2018;39,80
245400759;CC du Pays du Sanon;2018;49,50
245500327;CC du Sammiellois;2018;47,50
245501176;CC du Territoire de Fresnes-en-Woëvre;2018;38,70
245501184;CC du Pays de Revigny-sur-Ornain;2018;43,60
245501242;CC du Pays d'Étain;2018;42,50
245501259;CC du Pays de Montmédy;2018;41,20
245600440;CC de Blavet Bellevue Océan;2018;35,80
245600465;CC de Belle-Île-en-Mer;2018;27,00
245614383;CC Questembert Communauté;2018;41,90
245614417;CC Roi Morvan Communauté;2018;43,60
245614433;CC Pontivy Communauté;2018;40,70
245700133;CC du District Urbain de Faulquemont (DUF);2018;44,30
245700372;CA de Forbach Porte de France;2018;43,50
245700398;CC de Freyming-Merlebach;2018;41,10
245700695;CC de Cattenom et Environs;2018;46,20
245700950;CC du Pays de Phalsbourg;2018;42,60
245701164;CC du Warndt;2018;47,90
245701206;CC du Saulnois;2018;40,70
245701222;CA du Val de Fensch;2018;42,50
245701271;CC du Pays Orne Moselle;2018;42,20
245701354;CC de l'Arc Mosellan;2018;44,00
245701362;CA Portes de France-Thionville;2018;42,00
245701404;CC du Pays Haut Val d'Alzette;2018;45,70
245801063;CC Loire et Allier;2018;41,40
245804406;CA de Nevers;2018;41,90
245804497;CC du Nivernais Bourbonnais;2018;40,60
245900428;CU de Dunkerque;2018;40,00
245900758;CC Flandre Lys;2018;41,60
245901038;CC du Pays Solesmois;2018;37,10
245901152;CC Cœur d'Ostrevent;2018;37,50
245901160;CA Valenciennes Métropole;2018;40,80
246000129;CC du Liancourtois;2018;39,30
246000376;CC du Clermontois;2018;42,50
246000566;CC du Plateau Picard;2018;42,90
246000582;CC des Sablons;2018;40,40
246000707;CC du Vexin-Thelle;2018;43,40
246000749;CC des Lisières de l'Oise;2018;44,30
246000756;CC du Pays Noyonnais;2018;43,30
246000764;CC de l'Aire Cantilienne;2018;44,50
246000772;CC des Deux Vallées;2018;48,10
246000848;CC de la Picardie Verte;2018;45,90
246000855;CC du Pays des Sources;2018;46,90
246000871;CC du Pays de Valois;2018;40,40
246000897;CC de la Plaine d'Estrées;2018;43,20
246000913;CC du Pays de Bray;2018;44,40
246000921;CC des Pays d'Oise et d'Halatte;2018;38,80
246100390;CC du Val d'Orne;2018;36,70
246100663;CU d'Alençon;2018;42,00
246200299;CA d'Hénin-Carvin;2018;38,60
246200364;CA de Lens - Liévin;2018;37,60
246200380;CC de la Terre des Deux Caps;2018;38,90
246200729;CA du Boulonnais;2018;35,50
246200844;CC de la Région d'Audruicq;2018;40,80
246201016;CC du Pays de Lumbres;2018;35,70
246300701;Clermont Auvergne Métropole;2018;40,70
246300966;CC du Massif du Sancy;2018;45,90
246301097;CC Entre Dore et Allier;2018;44,20
246400337;CC de la Vallée d'Ossau;2018;37,00
246401756;CC Pays de Nay;2018;37,30
246500482;CC de la Haute-Bigorre;2018;42,00
246500573;CC Aure-Louron;2018;37,80
246600282;CC Sud-Roussillon;2018;40,00
246600373;CC du Vallespir;2018;38,50
246600399;CC Pyrénées Cerdagne;2018;44,10
246600415;CC Roussillon-Conflent;2018;40,50
246600423;CC Agly Fenouillèdes;2018;40,20
246600449;CC des Aspres;2018;41,00
246600464;CC Pyrénées catalanes;2018;43,50
246600548;CC du Haut Vallespir;2018;33,90
246700306;CC de la Vallée de la Bruche;2018;43,10
246700488;Eurométropole de Strasbourg;2018;39,70
246700744;CC des Portes de Rosheim;2018;43,50
246700777;CC de la Vallée de Villé;2018;41,10
246700843;CC de la Basse-Zorn;2018;42,90
246700926;CC du Pays de Wissembourg;2018;41,90
246700959;CC du Pays de la Zorn;2018;43,90
246700967;CC de Sélestat;2018;46,10
246701064;CC de la Région de Molsheim-Mutzig;2018;40,20
246701080;CC du Pays de Sainte-Odile;2018;42,80
246701098;CC du Pays de Niederbronn-les-Bains;2018;42,20
246800205;CC de la Vallée de Saint-Amarin;2018;41,20
