codgeo;libgeo;an;p_licsport014_f
21309;Griselles;2018;0,00
21310;Grosbois-en-Montagne;2018;50,00
21311;Grosbois-lès-Tichey;2018;33,30
21312;Gurgy-la-Ville;2018;100,00
21313;Gurgy-le-Château;2018;50,00
21314;Hauteroche;2018;0,00
21315;Hauteville-lès-Dijon;2018;50,40
21316;Heuilley-sur-Saône;2018;57,10
21317;Is-sur-Tille;2018;44,00
21319;Izeure;2018;37,30
21320;Izier;2018;34,20
21321;Jailly-les-Moulins;2018;0,00
21322;Jallanges;2018;31,20
21323;Jancigny;2018;12,50
21324;Jeux-lès-Bard;2018;83,30
21325;Jouey;2018;66,70
21326;Jours-lès-Baigneux;2018;50,00
21327;Val-Mont;2018;38,90
21328;Juillenay;2018;100,00
21329;Juilly;2018;0,00
21330;Labergement-Foigney;2018;30,00
21331;Labergement-lès-Auxonne;2018;31,20
21332;Labergement-lès-Seurre;2018;31,10
21333;Labruyère;2018;36,40
21334;Lacanche;2018;48,90
21335;Lacour-d'Arcenay;2018;63,60
21336;Laignes;2018;35,30
21337;Lamarche-sur-Saône;2018;43,20
21338;Lamargelle;2018;33,30
21339;Lantenay;2018;47,00
21340;Lanthes;2018;20,00
21341;Lantilly;2018;45,50
21342;Laperrière-sur-Saône;2018;36,70
21343;Larrey;2018;33,30
21344;Lechâtelet;2018;20,00
21345;Léry;2018;50,00
21346;Leuglay;2018;20,00
21347;Levernois;2018;32,40
21348;Licey-sur-Vingeanne;2018;0,00
21349;Liernais;2018;60,00
21350;Lignerolles;2018;0,00
21351;Longchamp;2018;32,60
21352;Longeault-Pluvault;2018;53,80
21353;Longecourt-en-Plaine;2018;43,30
21354;Longecourt-lès-Culêtre;2018;14,30
21355;Longvic;2018;42,90
21356;Losne;2018;32,60
21357;Louesme;2018;0,00
21358;Lucenay-le-Duc;2018;27,30
21359;Lucey;2018;50,00
21360;Lusigny-sur-Ouche;2018;14,30
21361;Lux;2018;50,00
21362;Maconge;2018;22,90
21363;Magnien;2018;21,70
21364;Magny-Lambert;2018;50,00
21365;Magny-la-Ville;2018;40,00
21366;Magny-lès-Aubigny;2018;42,90
21367;Magny-Montarlot;2018;38,50
21368;Magny-lès-Villers;2018;30,00
21369;Magny-Saint-Médard;2018;20,80
21370;Magny-sur-Tille;2018;42,90
21371;Les Maillys;2018;46,40
21372;Maisey-le-Duc;2018;100,00
21373;Mâlain;2018;31,00
21374;Maligny;2018;28,60
21375;Manlay;2018;40,00
21376;Marandeuil;2018;38,90
21377;Marcellois;2018;100,00
21378;Marcenay;2018;60,00
21379;Marcheseuil;2018;42,90
21380;Marcigny-sous-Thil;2018;25,00
21381;Marcilly-et-Dracy;2018;45,50
21382;Marcilly-Ogny;2018;33,30
21383;Marcilly-sur-Tille;2018;44,80
21384;Marey-lès-Fussey;2018;0,00
21385;Marey-sur-Tille;2018;38,90
21386;Marigny-le-Cahouët;2018;61,50
21387;Marigny-lès-Reullée;2018;37,00
21388;Marliens;2018;37,00
21389;Marmagne;2018;22,20
21390;Marsannay-la-Côte;2018;36,20
21391;Marsannay-le-Bois;2018;40,20
21392;Martrois;2018;
21393;Massingy;2018;12,50
21394;Massingy-lès-Semur;2018;11,10
21395;Massingy-lès-Vitteaux;2018;53,80
21396;Mauvilly;2018;100,00
21397;Mavilly-Mandelot;2018;50,00
21398;Maxilly-sur-Saône;2018;68,20
21399;Meilly-sur-Rouvres;2018;38,50
21400;Le Meix;2018;50,00
21401;Meloisey;2018;43,50
21402;Menesble;2018;
21403;Ménessaire;2018;100,00
21404;Ménétreux-le-Pitois;2018;39,40
21405;Merceuil;2018;33,30
21406;Mesmont;2018;63,90
21407;Messanges;2018;50,00
21408;Messigny-et-Vantoux;2018;33,60
21409;Meuilley;2018;46,20
21410;Meulson;2018;0,00
21411;Meursanges;2018;52,60
21412;Meursault;2018;39,20
21413;Millery;2018;38,30
21414;Mimeure;2018;33,30
21415;Minot;2018;0,00
21416;Mirebeau-sur-Bèze;2018;47,00
21417;Missery;2018;0,00
21418;Moitron;2018;0,00
21419;Molesme;2018;66,70
21420;Molinot;2018;16,70
21421;Moloy;2018;38,50
21422;Molphey;2018;50,00
21423;Montagny-lès-Beaune;2018;50,80
21424;Montagny-lès-Seurre;2018;0,00
21425;Montbard;2018;39,30
21426;Montberthault;2018;50,00
21427;Montceau-et-Écharnant;2018;30,80
21428;Monthelie;2018;42,90
21429;Montigny-Montfort;2018;31,60
21430;Montigny-Saint-Barthélemy;2018;33,30
21431;Montigny-sur-Armançon;2018;35,70
21432;Montigny-sur-Aube;2018;37,50
21433;Montigny-Mornay-Villeneuve-sur-Vingeanne;2018;75,00
21434;Montlay-en-Auxois;2018;57,90
21435;Montliot-et-Courcelles;2018;57,10
21436;Montmain;2018;33,30
21437;Montmançon;2018;23,10
21438;Montmoyen;2018;0,00
21439;Montoillot;2018;16,70
21440;Montot;2018;40,00
21441;Mont-Saint-Jean;2018;60,00
21442;Morey-Saint-Denis;2018;42,50
21444;Mosson;2018;66,70
21445;La Motte-Ternant;2018;33,30
21446;Moutiers-Saint-Jean;2018;58,80
21447;Musigny;2018;0,00
21448;Mussy-la-Fosse;2018;50,00
21449;Nan-sous-Thil;2018;41,70
21450;Nantoux;2018;80,00
21451;Nesle-et-Massoult;2018;0,00
21452;Neuilly-Crimolois;2018;38,20
21454;Nicey;2018;50,00
21455;Nod-sur-Seine;2018;53,30
21456;Nogent-lès-Montbard;2018;0,00
21457;Noidan;2018;33,30
21458;Noiron-sous-Gevrey;2018;29,00
21459;Noiron-sur-Bèze;2018;50,00
21460;Noiron-sur-Seine;2018;
21461;Nolay;2018;33,10
21462;Norges-la-Ville;2018;27,10
21463;Normier;2018;28,60
21464;Nuits-Saint-Georges;2018;44,80
21465;Obtrée;2018;66,70
21466;Oigny;2018;
21467;Oisilly;2018;0,00
21468;Orain;2018;0,00
21469;Orgeux;2018;40,90
21470;Origny;2018;0,00
21471;Orret;2018;
21472;Orville;2018;20,00
21473;Ouges;2018;43,00
21474;Pagny-la-Ville;2018;40,00
21475;Pagny-le-Château;2018;8,00
21476;Painblanc;2018;66,70
21477;Panges;2018;0,00
21478;Pasques;2018;33,30
21479;Pellerey;2018;50,00
21480;Pernand-Vergelesses;2018;31,20
21481;Perrigny-lès-Dijon;2018;47,30
21482;Perrigny-sur-l'Ognon;2018;48,70
21483;Pichanges;2018;46,20
21484;Planay;2018;33,30
21485;Plombières-lès-Dijon;2018;42,50
21487;Pluvet;2018;38,70
21488;Poinçon-lès-Larrey;2018;55,60
21489;Poiseul-la-Grange;2018;
21490;Poiseul-la-Ville-et-Laperrière;2018;38,90
21491;Poiseul-lès-Saulx;2018;0,00
21492;Pommard;2018;41,90
21493;Poncey-lès-Athée;2018;45,70
21494;Poncey-sur-l'Ignon;2018;33,30
21495;Pont;2018;60,00
21496;Pontailler-sur-Saône;2018;39,50
21497;Pont-et-Massène;2018;57,10
21498;Posanges;2018;28,60
21499;Pothières;2018;63,60
21500;Pouillenay;2018;28,90
21501;Pouilly-en-Auxois;2018;43,50
21502;Pouilly-sur-Saône;2018;27,30
21503;Pouilly-sur-Vingeanne;2018;57,10
21504;Prâlon;2018;50,00
21505;Précy-sous-Thil;2018;56,00
21506;Premeaux-Prissey;2018;55,20
21508;Prenois;2018;34,40
21510;Prusly-sur-Ource;2018;25,00
21511;Puits;2018;33,30
21512;Puligny-Montrachet;2018;38,70
21514;Quemigny-sur-Seine;2018;50,00
21515;Quetigny;2018;38,30
21516;Quincerot;2018;50,00
21517;Quincey;2018;42,20
21518;Quincy-le-Vicomte;2018;40,00
21519;Recey-sur-Ource;2018;36,10
21520;Remilly-en-Montagne;2018;35,00
21521;Remilly-sur-Tille;2018;38,80
21522;Renève;2018;30,00
21523;Reulle-Vergy;2018;50,00
21524;Riel-les-Eaux;2018;33,30
21525;La Roche-en-Brenil;2018;37,80
21526;Rochefort-sur-Brévon;2018;0,00
21527;La Rochepot;2018;27,30
21528;La Roche-Vanneau;2018;21,40
21529;Roilly;2018;50,00
21530;Rougemont;2018;33,30
21531;Rouvray;2018;68,40
21532;Rouvres-en-Plaine;2018;36,30
21533;Rouvres-sous-Meilly;2018;0,00
21534;Ruffey-lès-Beaune;2018;45,10
21535;Ruffey-lès-Echirey;2018;27,80
21536;Sacquenay;2018;42,90
21537;Saffres;2018;28,60
21538;Saint-Andeux;2018;0,00
21539;Saint-Anthot;2018;0,00
21540;Saint-Apollinaire;2018;34,50
21541;Saint-Aubin;2018;36,80
21542;Saint-Bernard;2018;57,50
21543;Saint-Broing-les-Moines;2018;25,00
21544;Sainte-Colombe-en-Auxois;2018;100,00
21545;Sainte-Colombe-sur-Seine;2018;29,30
21546;Saint-Didier;2018;33,30
21547;Saint-Euphrône;2018;57,10
21548;Saint-Germain-de-Modéon;2018;0,00
21549;Saint-Germain-le-Rocheux;2018;0,00
21550;Saint-Germain-lès-Senailly;2018;72,70
21552;Saint-Hélier;2018;100,00
21553;Saint-Jean-de-Bœuf;2018;25,00
21554;Saint-Jean-de-Losne;2018;39,30
21555;Saint-Julien;2018;46,50
21556;Saint-Léger-Triey;2018;22,20
21557;Saint-Marc-sur-Seine;2018;60,00
21558;Sainte-Marie-la-Blanche;2018;37,30
21559;Sainte-Marie-sur-Ouche;2018;33,30
21560;Saint-Martin-de-la-Mer;2018;60,00
21561;Saint-Martin-du-Mont;2018;39,00
21562;Saint-Maurice-sur-Vingeanne;2018;50,00
21563;Saint-Mesmin;2018;27,30
21564;Saint-Nicolas-lès-Cîteaux;2018;46,80
21565;Saint-Philibert;2018;62,70
21566;Saint-Pierre-en-Vaux;2018;40,00
21567;Saint-Prix-lès-Arnay;2018;35,70
21568;Saint-Rémy;2018;42,50
21569;Saint-Romain;2018;55,00
21570;Sainte-Sabine;2018;0,00
21571;Saint-Sauveur;2018;20,70
21572;Saint-Seine-en-Bâche;2018;46,00
21573;Saint-Seine-l'Abbaye;2018;42,90
21574;Saint-Seine-sur-Vingeanne;2018;52,00
21575;Saint-Symphorien-sur-Saône;2018;26,70
21576;Saint-Thibault;2018;56,20
21577;Saint-Usage;2018;25,00
21578;Saint-Victor-sur-Ouche;2018;52,90
21579;Salives;2018;75,00
21580;Salmaise;2018;25,00
21581;Samerey;2018;53,30
21582;Santenay;2018;49,20
21583;Santosse;2018;50,00
21584;Saulieu;2018;45,10
21585;Saulon-la-Chapelle;2018;51,90
21586;Saulon-la-Rue;2018;47,10
21587;Saulx-le-Duc;2018;11,10
21588;Saussey;2018;60,00
21589;Saussy;2018;20,00
21590;Savigny-lès-Beaune;2018;36,40
21591;Savigny-le-Sec;2018;37,30
21592;Savigny-sous-Mâlain;2018;41,20
21593;Savilly;2018;0,00
21594;Savoisy;2018;33,30
21595;Savolles;2018;50,00
21596;Savouges;2018;55,30
21597;Segrois;2018;100,00
21598;Seigny;2018;50,00
21599;Selongey;2018;38,60
21600;Semarey;2018;58,30
21601;Semezanges;2018;0,00
21602;Semond;2018;
21603;Semur-en-Auxois;2018;49,20
21604;Senailly;2018;60,00
21605;Sennecey-lès-Dijon;2018;43,40
21606;Ladoix-Serrigny;2018;39,60
21607;Seurre;2018;40,60
21608;Sincey-lès-Rouvray;2018;0,00
21609;Soirans;2018;43,30
21610;Soissons-sur-Nacey;2018;47,60
21611;Sombernon;2018;48,80
21612;Souhey;2018;33,30
21613;Soussey-sur-Brionne;2018;33,30
21614;Spoy;2018;30,60
21615;Sussey;2018;100,00
21616;Tailly;2018;7,70
21617;Talant;2018;40,90
21618;Talmay;2018;45,50
21619;Tanay;2018;50,00
21620;Tarsul;2018;50,00
21622;Tart-le-Bas;2018;50,00
21623;Tart;2018;44,70
21624;Tellecey;2018;62,50
21625;Ternant;2018;50,00
21626;Terrefondrée;2018;0,00
21627;Thenissey;2018;25,00
21628;Thoires;2018;66,70
21629;Thoisy-la-Berchère;2018;50,00
21630;Thoisy-le-Désert;2018;58,30
21631;Thomirey;2018;50,00
21632;Thorey-en-Plaine;2018;34,50
21633;Thorey-sous-Charny;2018;60,00
21634;Thorey-sur-Ouche;2018;40,00
21635;Thoste;2018;37,50
21636;Thury;2018;30,00
21637;Tichey;2018;35,70
21638;Til-Châtel;2018;46,80
21639;Tillenay;2018;52,10
21640;Torcy-et-Pouligny;2018;54,50
21641;Touillon;2018;23,90
21642;Toutry;2018;76,20
21643;Tréclun;2018;42,00
21644;Trochères;2018;43,80
21645;Trouhans;2018;37,10
21646;Trouhaut;2018;20,00
21647;Trugny;2018;66,70
21648;Turcey;2018;20,00
21649;Uncey-le-Franc;2018;50,00
21650;Urcy;2018;35,70
21651;Val-Suzon;2018;66,70
21652;Vandenesse-en-Auxois;2018;29,40
21653;Vannaire;2018;0,00
21655;Vanvey;2018;44,40
21656;Varanges;2018;38,60
21657;Varois-et-Chaignot;2018;45,60
21659;Vaux-Saules;2018;20,00
21660;Veilly;2018;
21661;Velars-sur-Ouche;2018;37,60
21662;Velogny;2018;
21663;Venarey-les-Laumes;2018;34,20
21664;Verdonnet;2018;0,00
21665;Vernois-lès-Vesvres;2018;60,00
21666;Vernot;2018;50,00
21667;Véronnes;2018;52,80
21669;Verrey-sous-Drée;2018;76,90
21670;Verrey-sous-Salmaise;2018;7,70
21671;Vertault;2018;100,00
21672;Vesvres;2018;0,00
21673;Veuvey-sur-Ouche;2018;68,40
21674;Veuxhaulles-sur-Aube;2018;38,50
21675;Vianges;2018;
21676;Vic-de-Chassenay;2018;44,40
21677;Vic-des-Prés;2018;20,00
21678;Vic-sous-Thil;2018;28,60
21679;Vieilmoulin;2018;46,70
21680;Vielverge;2018;18,80
21681;Vieux-Château;2018;33,30
21682;Viévigne;2018;36,40
21683;Viévy;2018;66,70
21684;Vignoles;2018;47,00
21685;Villaines-en-Duesmois;2018;25,00
21686;Villaines-les-Prévôtes;2018;41,70
21687;Villargoix;2018;80,00
21688;Villars-Fontaine;2018;35,30
21689;Villars-et-Villenotte;2018;63,60
21690;Villeberny;2018;50,00
21691;Villebichot;2018;66,70
21692;Villecomte;2018;64,30
21693;Villedieu;2018;40,00
21694;Villeferry;2018;
21695;La Villeneuve-les-Convers;2018;100,00
21696;Villeneuve-sous-Charigny;2018;60,00
21698;Villers-la-Faye;2018;46,20
21699;Villers-les-Pots;2018;51,40
21700;Villers-Patras;2018;33,30
21701;Villers-Rotin;2018;57,10
21702;Villey-sur-Tille;2018;31,20
21703;Villiers-en-Morvan;2018;100,00
21704;Villiers-le-Duc;2018;100,00
21705;Villotte-Saint-Seine;2018;50,00
21706;Villotte-sur-Ource;2018;0,00
21707;Villy-en-Auxois;2018;28,60
21708;Villy-le-Moutier;2018;28,60
21709;Viserny;2018;51,50
21710;Vitteaux;2018;45,80
21711;Vix;2018;25,00
21712;Volnay;2018;14,30
21713;Vonges;2018;38,70
21714;Vosne-Romanée;2018;47,40
21715;Voudenay;2018;14,30
21716;Vougeot;2018;40,00
21717;Voulaines-les-Templiers;2018;26,70
22001;Allineuc;2018;32,70
22002;Andel;2018;38,70
22003;Aucaleuc;2018;48,30
22004;Bégard;2018;31,10
22005;Belle-Isle-en-Terre;2018;29,80
22006;Berhet;2018;48,10
22008;Bobital;2018;41,90
22009;Le Bodéo;2018;57,10
22011;Boqueho;2018;39,20
22012;La Bouillie;2018;28,60
22013;Bourbriac;2018;32,50
22014;Bourseul;2018;28,40
22015;Bréhand;2018;33,00
22016;Île-de-Bréhat;2018;51,20
22018;Brélidy;2018;41,20
22019;Bringolo;2018;53,70
22020;Broons;2018;34,30
22021;Brusvily;2018;47,20
22023;Bulat-Pestivien;2018;41,70
22024;Calanhel;2018;33,30
22025;Callac;2018;35,60
22026;Calorguen;2018;50,00
22027;Le Cambout;2018;50,00
22028;Camlez;2018;41,60
22029;Canihuel;2018;25,00
22030;Caouënnec-Lanvézéac;2018;29,80
22031;Carnoët;2018;33,30
22032;Caulnes;2018;27,90
22033;Caurel;2018;48,40
22034;Cavan;2018;31,20
22035;Les Champs-Géraux;2018;45,90
22036;La Chapelle-Blanche;2018;23,50
22037;La Chapelle-Neuve;2018;21,40
22039;La Chèze;2018;26,70
22040;Coadout;2018;47,80
22041;Coatascorn;2018;12,50
22042;Coatréven;2018;44,70
22043;Coëtlogon;2018;40,00
22044;Coëtmieux;2018;24,20
22045;Cohiniac;2018;42,90
22046;Le Mené;2018;32,80
22047;Corlay;2018;37,60
22048;Corseul;2018;42,10
22049;Créhen;2018;42,70
22050;Dinan;2018;40,90
22052;Duault;2018;34,80
22053;Éréac;2018;39,10
22054;Erquy;2018;41,40
22055;Binic-Étables-sur-Mer;2018;44,10
22056;Évran;2018;52,20
22057;Le Faouët;2018;40,00
22059;Le Fœil;2018;38,30
22060;Gausson;2018;39,50
22061;Glomel;2018;39,00
22062;Gomené;2018;21,10
22063;Gommenec'h;2018;37,90
22064;Gouarec;2018;9,10
22065;Goudelin;2018;37,30
22067;Grâces;2018;25,20
22068;Grâce-Uzel;2018;29,60
22069;Guenroc;2018;71,40
22070;Guingamp;2018;38,50
22071;Guitté;2018;45,50
22072;Gurunhuel;2018;41,20
22073;La Harmoye;2018;18,80
22074;Le Haut-Corlay;2018;30,00
22075;Hémonstoir;2018;46,80
22076;Hénanbihen;2018;29,20
22077;Hénansal;2018;37,50
22079;Hénon;2018;28,10
22081;Hillion;2018;41,50
22082;Le Hinglé;2018;39,70
22083;Illifaut;2018;10,30
22084;Jugon-les-Lacs - Commune nouvelle;2018;32,60
22085;Kerbors;2018;11,10
22086;Kerfot;2018;26,70
22087;Kergrist-Moëlou;2018;40,50
22088;Kerien;2018;41,20
22090;Kermaria-Sulard;2018;47,70
22091;Kermoroc'h;2018;29,50
22092;Kerpert;2018;0,00
22093;Lamballe-Armor;2018;32,20
22094;Lancieux;2018;47,20
22095;Landebaëron;2018;33,30
22096;Landébia;2018;34,80
22097;La Landec;2018;41,30
22098;Landéhen;2018;27,10
22099;Lanfains;2018;32,10
22101;Langoat;2018;22,40
22103;Langrolay-sur-Rance;2018;50,80
22104;Languédias;2018;31,20
22105;Languenan;2018;42,40
22106;Langueux;2018;45,50
22107;Bon Repos sur Blavet;2018;42,50
22108;Lanleff;2018;22,20
22109;Lanloup;2018;50,00
22110;Lanmérin;2018;40,00
22111;Lanmodez;2018;55,70
22112;Lannebert;2018;44,10
22113;Lannion;2018;40,20
22114;Lanrelas;2018;42,90
22115;Lanrivain;2018;12,50
22116;Lanrodec;2018;31,40
22117;Lantic;2018;40,80
22118;Lanvallay;2018;43,20
22119;Lanvellec;2018;48,40
22121;Lanvollon;2018;35,00
22122;Laurenan;2018;40,90
22124;Lescouët-Gouarec;2018;36,40
22126;Le Leslay;2018;28,60
22127;Lézardrieux;2018;24,20
22128;Locarn;2018;75,00
22129;Loc-Envel;2018;
22131;Loguivy-Plougras;2018;25,00
22132;Lohuec;2018;40,00
22133;Loscouët-sur-Meu;2018;50,00
22134;Louannec;2018;45,20
22135;Louargat;2018;31,00
22136;Loudéac;2018;40,50
22137;Maël-Carhaix;2018;32,90
22138;Maël-Pestivien;2018;36,40
22139;Magoar;2018;25,00
22140;La Malhoure;2018;33,30
22141;Mantallot;2018;33,30
22143;Matignon;2018;47,40
22144;La Méaugon;2018;49,60
22145;Mégrit;2018;42,40
22146;Mellionnec;2018;57,10
22147;Merdrignac;2018;27,50
22148;Mérillac;2018;50,00
22149;Merléac;2018;51,10
22150;Le Merzer;2018;37,00
22152;Minihy-Tréguier;2018;34,30
22153;Moncontour;2018;25,90
22155;La Motte;2018;38,80
22156;Moustéru;2018;39,50
22157;Le Moustoir;2018;46,80
22158;Guerlédan;2018;34,50
22160;Noyal;2018;26,00
22161;Pabu;2018;35,00
22162;Paimpol;2018;38,10
22163;Paule;2018;45,70
22164;Pédernec;2018;29,00
22165;Penguily;2018;30,20
22166;Penvénan;2018;41,00
22168;Perros-Guirec;2018;39,20
22169;Peumerit-Quintin;2018;53,30
22170;Plaine-Haute;2018;48,00
22171;Plaintel;2018;39,90
22172;Plancoët;2018;38,70
22174;Pléboulle;2018;26,30
22175;Plédéliac;2018;40,80
22176;Plédran;2018;34,50
22177;Pléguien;2018;33,00
22178;Pléhédel;2018;45,40
22179;Fréhel;2018;32,90
22180;Plélan-le-Petit;2018;44,10
22181;Plélauff;2018;13,80
22182;Plélo;2018;44,90
22183;Plémet;2018;43,00
22184;Plémy;2018;30,20
22185;Plénée-Jugon;2018;37,90
22186;Pléneuf-Val-André;2018;35,50
22187;Plérin;2018;42,90
22188;Plerneuf;2018;39,50
22189;Plésidy;2018;24,30
22190;Pleslin-Trigavou;2018;42,20
22193;Plestan;2018;35,10
22194;Plestin-les-Grèves;2018;42,30
22195;Pleubian;2018;41,90
22196;Pleudaniel;2018;25,40
22197;Pleudihen-sur-Rance;2018;29,00
22198;Pleumeur-Bodou;2018;37,30
22199;Pleumeur-Gautier;2018;35,40
22200;Pléven;2018;25,00
22201;Plévenon;2018;29,70
22202;Plévin;2018;39,40
22203;Plœuc-L'Hermitage;2018;47,20
22204;Ploëzal;2018;39,30
22205;Plorec-sur-Arguenon;2018;50,00
22206;Châtelaudren-Plouagat;2018;34,60
22207;Plouaret;2018;36,70
22208;Plouasne;2018;42,30
22209;Beaussais-sur-Mer;2018;39,30
22210;Ploubazlanec;2018;42,50
22211;Ploubezre;2018;36,00
22212;Plouëc-du-Trieux;2018;28,20
22213;Plouër-sur-Rance;2018;36,50
22214;Plouézec;2018;41,70
22215;Ploufragan;2018;42,40
22216;Plougonver;2018;41,50
22217;Plougras;2018;26,70
22218;Plougrescant;2018;43,40
22219;Plouguenast-Langast;2018;37,40
22220;Plouguernével;2018;37,20
22221;Plouguiel;2018;29,80
22222;Plouha;2018;42,80
22223;Plouisy;2018;37,70
22224;Ploulec'h;2018;35,80
22225;Ploumagoar;2018;32,90
22226;Ploumilliau;2018;30,80
22227;Plounérin;2018;40,80
22228;Plounévez-Moëdec;2018;28,60
22229;Plounévez-Quintin;2018;33,30
22231;Plourac'h;2018;41,20
22232;Plourhan;2018;48,40
22233;Plourivo;2018;35,00
22234;Plouvara;2018;42,60
22235;Plouzélambre;2018;42,90
22236;Pludual;2018;44,10
22237;Pluduno;2018;31,10
22238;Plufur;2018;43,80
22239;Plumaudan;2018;55,30
22240;Plumaugat;2018;24,50
22241;Plumieux;2018;46,20
22242;Plurien;2018;36,50
22243;Plusquellec;2018;39,70
22244;Plussulien;2018;33,30
22245;Pluzunet;2018;27,10
22246;Pommeret;2018;33,90
22248;Pommerit-le-Vicomte;2018;39,40
22249;Pont-Melvez;2018;36,80
22250;Pontrieux;2018;26,30
22251;Pordic;2018;45,40
22254;Prat;2018;44,70
22255;La Prénessaye;2018;29,20
22256;Quemper-Guézennec;2018;26,70
22257;Quemperven;2018;40,90
22258;Quessoy;2018;37,70
22259;Quévert;2018;31,50
22260;Le Quillio;2018;46,70
22261;Quintenic;2018;25,70
22262;Quintin;2018;43,80
22263;Le Quiou;2018;57,10
22264;La Roche-Jaudy;2018;26,20
22265;Rospez;2018;32,20
22266;Rostrenen;2018;37,80
22267;Rouillac;2018;25,90
22268;Ruca;2018;43,90
22269;Runan;2018;18,20
22271;Saint-Adrien;2018;16,70
22272;Saint-Agathon;2018;22,20
22273;Saint-Alban;2018;20,60
22274;Saint-André-des-Eaux;2018;33,30
22275;Saint-Barnabé;2018;37,30
22276;Saint-Bihy;2018;21,70
22277;Saint-Brandan;2018;38,80
22278;Saint-Brieuc;2018;41,50
22279;Saint-Caradec;2018;38,30
22280;Saint-Carné;2018;43,90
22281;Saint-Carreuc;2018;35,20
22282;Saint-Cast-le-Guildo;2018;40,10
22283;Saint-Clet;2018;20,00
22284;Saint-Connan;2018;50,00
22285;Saint-Connec;2018;62,50
22286;Saint-Denoual;2018;39,60
22287;Saint-Donan;2018;41,60
22288;Saint-Étienne-du-Gué-de-l'Isle;2018;15,80
22289;Saint-Fiacre;2018;36,40
22291;Saint-Gildas;2018;38,50
22293;Saint-Gilles-les-Bois;2018;30,40
22294;Saint-Gilles-Pligeaux;2018;50,00
22295;Saint-Gilles-Vieux-Marché;2018;11,10
22296;Saint-Glen;2018;25,70
22299;Saint-Hélen;2018;33,80
22300;Saint-Hervé;2018;51,60
22302;Saint-Jacut-de-la-Mer;2018;33,50
22304;Saint-Jean-Kerdaniel;2018;39,00
22305;Saint-Jouan-de-l'Isle;2018;22,00
22306;Saint-Judoce;2018;32,40
22307;Saint-Julien;2018;58,00
22308;Saint-Juvat;2018;45,50
22309;Saint-Launeuc;2018;41,20
22310;Saint-Laurent;2018;21,40
22311;Saint-Lormel;2018;37,80
22312;Saint-Maden;2018;40,00
22313;Saint-Martin-des-Prés;2018;50,00
22314;Saint-Maudan;2018;61,00
22315;Saint-Maudez;2018;47,80
22316;Saint-Mayeux;2018;30,40
22317;Saint-Méloir-des-Bois;2018;12,50
22318;Saint-Michel-de-Plélan;2018;47,10
22319;Saint-Michel-en-Grève;2018;26,30
22320;Saint-Nicodème;2018;100,00
22321;Saint-Nicolas-du-Pélem;2018;40,90
22322;Saint-Péver;2018;39,10
22323;Saint-Pôtan;2018;48,90
22324;Saint-Quay-Perros;2018;33,60
22325;Saint-Quay-Portrieux;2018;39,30
22326;Saint-Rieul;2018;21,70
22327;Saint-Samson-sur-Rance;2018;38,70
22328;Saint-Servais;2018;38,10
22330;Saint-Thélo;2018;41,20
22331;Sainte-Tréphine;2018;37,50
22332;Saint-Trimoël;2018;26,90
22333;Saint-Vran;2018;41,20
22334;Saint-Igeaux;2018;20,00
22335;Senven-Léhart;2018;16,70
22337;Sévignac;2018;23,60
22338;Squiffiec;2018;36,50
22339;Taden;2018;36,70
22340;Tonquédec;2018;43,00
22341;Tramain;2018;21,10
22342;Trébédan;2018;20,00
22343;Trébeurden;2018;44,90
22344;Trébrivan;2018;61,80
22345;Trébry;2018;37,50
22346;Trédaniel;2018;41,40
22347;Trédarzec;2018;40,60
22348;Trédias;2018;20,00
22349;Trédrez-Locquémeau;2018;37,20
22350;Tréduder;2018;45,50
22351;Treffrin;2018;30,20
22352;Tréfumel;2018;17,90
22353;Trégastel;2018;32,60
22354;Tréglamus;2018;38,60
22356;Trégomeur;2018;40,10
22358;Trégonneau;2018;27,60
22359;Trégrom;2018;47,40
22360;Trégueux;2018;43,90
22361;Tréguidel;2018;31,40
22362;Tréguier;2018;31,00
22363;Trélévern;2018;42,70
22364;Trélivan;2018;41,30
22365;Trémargat;2018;33,30
22366;Trémel;2018;37,00
22368;Tréméreuc;2018;42,70
22369;Trémeur;2018;26,80
22370;Tréméven;2018;35,00
22371;Trémorel;2018;25,80
22372;Trémuson;2018;42,30
22373;Tréogan;2018;33,30
22375;Tressignaux;2018;34,60
22376;Trévé;2018;41,70
22377;Tréveneuc;2018;47,60
22378;Trévérec;2018;15,40
22379;Trévou-Tréguignec;2018;47,40
22380;Trévron;2018;47,10
22381;Trézény;2018;25,80
22383;Troguéry;2018;10,50
22384;Uzel;2018;50,50
22385;La Vicomté-sur-Rance;2018;40,00
22386;Le Vieux-Bourg;2018;40,30
22387;Le Vieux-Marché;2018;43,70
22388;Vildé-Guingalan;2018;42,50
22389;Yffiniac;2018;44,40
22390;Yvias;2018;29,20
22391;Yvignac-la-Tour;2018;27,90
23001;Ahun;2018;51,10
23002;Ajain;2018;50,00
23003;Alleyrat;2018;42,90
23004;Anzême;2018;44,70
23005;Arfeuille-Châtain;2018;33,30
23006;Arrènes;2018;50,00
23007;Ars;2018;48,40
23008;Aubusson;2018;39,10
23009;Auge;2018;40,00
23010;Augères;2018;0,00
23011;Aulon;2018;14,30
23012;Auriat;2018;100,00
23013;Auzances;2018;40,60
23014;Azat-Châtenet;2018;50,00
23015;Azerables;2018;44,40
23016;Banize;2018;54,50
23017;Basville;2018;60,00
