codgeo;libgeo;an;p_licsport014_f
42211;Saint-Cyprien;2018;31,70
42212;Saint-Cyr-de-Favières;2018;39,20
42213;Saint-Cyr-de-Valorges;2018;42,90
42214;Saint-Cyr-les-Vignes;2018;45,40
42215;Saint-Denis-de-Cabanne;2018;40,20
42216;Saint-Denis-sur-Coise;2018;52,70
42217;Saint-Didier-sur-Rochefort;2018;21,40
42218;Saint-Étienne;2018;40,00
42219;Saint-Étienne-le-Molard;2018;30,80
42220;Saint-Forgeux-Lespinasse;2018;39,70
42221;Sainte-Foy-Saint-Sulpice;2018;42,30
42222;Saint-Galmier;2018;44,40
42223;Saint-Genest-Lerpt;2018;45,80
42224;Saint-Genest-Malifaux;2018;39,40
42225;Genilac;2018;37,80
42226;Saint-Georges-de-Baroille;2018;42,40
42227;Saint-Georges-en-Couzan;2018;15,80
42228;Saint-Georges-Haute-Ville;2018;43,50
42229;Saint-Germain-la-Montagne;2018;55,60
42230;Saint-Germain-Laval;2018;56,10
42231;Saint-Germain-Lespinasse;2018;38,40
42232;Saint-Haon-le-Châtel;2018;38,30
42233;Saint-Haon-le-Vieux;2018;39,70
42234;Saint-Héand;2018;39,70
42235;Saint-Hilaire-Cusson-la-Valmitte;2018;39,60
42236;Saint-Hilaire-sous-Charlieu;2018;17,60
42237;Saint-Jean-Bonnefonds;2018;45,60
42238;Saint-Jean-la-Vêtre;2018;40,00
42239;Saint-Jean-Saint-Maurice-sur-Loire;2018;47,00
42240;Saint-Jean-Soleymieux;2018;36,20
42241;Saint-Jodard;2018;35,70
42242;Saint-Joseph;2018;31,80
42243;Saint-Julien-d'Oddes;2018;42,90
42245;Vêtre-sur-Anzon;2018;22,70
42246;Saint-Julien-Molin-Molette;2018;47,10
42247;Saint-Just-en-Bas;2018;42,90
42248;Saint-Just-en-Chevalet;2018;32,60
42249;Saint-Just-la-Pendue;2018;32,50
42251;Saint-Laurent-la-Conche;2018;38,20
42252;Saint-Laurent-Rochefort;2018;61,50
42253;Saint-Léger-sur-Roanne;2018;39,20
42254;Saint-Marcel-de-Félines;2018;45,00
42255;Saint-Marcel-d'Urfé;2018;62,50
42256;Saint-Marcellin-en-Forez;2018;37,10
42257;Saint-Martin-d'Estréaux;2018;41,70
42259;Saint-Martin-la-Plaine;2018;40,90
42260;Saint-Martin-la-Sauveté;2018;46,20
42261;Saint-Martin-Lestra;2018;56,80
42262;Saint-Maurice-en-Gourgois;2018;37,90
42264;Saint-Médard-en-Forez;2018;42,90
42265;Saint-Michel-sur-Rhône;2018;40,90
42266;Saint-Nizier-de-Fornas;2018;37,00
42267;Saint-Nizier-sous-Charlieu;2018;36,70
42268;Vézelin-sur-Loire;2018;40,80
42269;Saint-Paul-d'Uzore;2018;21,10
42270;Saint-Paul-en-Cornillon;2018;33,00
42271;Saint-Paul-en-Jarez;2018;43,90
42272;Saint-Pierre-de-Bœuf;2018;39,50
42273;Saint-Pierre-la-Noaille;2018;38,50
42274;Saint-Polgues;2018;37,90
42275;Saint-Priest-en-Jarez;2018;35,50
42276;Saint-Priest-la-Prugne;2018;54,20
42277;Saint-Priest-la-Roche;2018;40,90
42278;Saint-Priest-la-Vêtre;2018;16,70
42279;Saint-Just-Saint-Rambert;2018;38,50
42280;Saint-Régis-du-Coin;2018;45,80
42281;Saint-Rirand;2018;50,00
42282;Saint-Romain-d'Urfé;2018;8,30
42283;Saint-Romain-en-Jarez;2018;30,70
42284;Saint-Romain-la-Motte;2018;47,60
42285;Saint-Romain-le-Puy;2018;40,90
42286;Saint-Romain-les-Atheux;2018;33,30
42287;Saint-Sauveur-en-Rue;2018;30,80
42288;Saint-Sixte;2018;34,40
42289;Saint-Symphorien-de-Lay;2018;44,70
42290;Saint-Thomas-la-Garde;2018;38,30
42293;Saint-Victor-sur-Rhins;2018;47,10
42294;Saint-Vincent-de-Boisset;2018;36,80
42295;Les Salles;2018;30,30
42296;Salt-en-Donzy;2018;43,50
42297;Salvizinet;2018;50,00
42298;Sauvain;2018;50,00
42299;Savigneux;2018;40,00
42300;Sevelinges;2018;43,20
42301;Soleymieux;2018;34,80
42302;Sorbiers;2018;45,30
42303;Souternon;2018;37,50
42304;Sury-le-Comtal;2018;38,50
42305;La Talaudière;2018;44,70
42306;Tarentaise;2018;51,90
42307;Tartaras;2018;31,20
42308;La Terrasse-sur-Dorlay;2018;45,80
42310;Thélis-la-Combe;2018;33,30
42311;La Tour-en-Jarez;2018;40,60
42312;La Tourette;2018;32,10
42313;Trelins;2018;34,40
42314;La Tuilière;2018;44,40
42315;Unias;2018;33,30
42316;Unieux;2018;40,40
42317;Urbise;2018;14,30
42318;Usson-en-Forez;2018;33,80
42319;Valeille;2018;49,50
42320;Valfleury;2018;26,90
42321;La Valla-sur-Rochefort;2018;
42322;La Valla-en-Gier;2018;36,70
42323;Veauche;2018;40,20
42324;Veauchette;2018;41,00
42325;Vendranges;2018;61,40
42326;Véranne;2018;41,50
42327;Vérin;2018;46,20
42328;Verrières-en-Forez;2018;35,20
42329;La Versanne;2018;44,40
42330;Villars;2018;41,50
42331;Villemontais;2018;42,60
42332;Villerest;2018;34,70
42333;Villers;2018;20,90
42334;Violay;2018;27,90
42335;Viricelles;2018;40,60
42336;Virigneux;2018;39,50
42337;Vivans;2018;66,70
42338;Vougy;2018;41,80
42339;Chausseterre;2018;12,50
43001;Agnat;2018;50,00
43002;Aiguilhe;2018;33,30
43003;Allègre;2018;44,50
43004;Alleyrac;2018;0,00
43005;Alleyras;2018;30,00
43006;Ally;2018;100,00
43007;Araules;2018;39,60
43008;Arlempdes;2018;0,00
43009;Arlet;2018;
43010;Arsac-en-Velay;2018;23,90
43011;Aubazat;2018;50,00
43012;Aurec-sur-Loire;2018;37,70
43013;Vissac-Auteyrac;2018;36,40
43014;Autrac;2018;0,00
43015;Auvers;2018;
43016;Auzon;2018;43,90
43017;Azérat;2018;36,80
43018;Bains;2018;35,60
43019;Barges;2018;33,30
43020;Bas-en-Basset;2018;49,20
43021;Beaulieu;2018;37,70
43022;Beaumont;2018;50,00
43023;Beaune-sur-Arzon;2018;33,30
43024;Beaux;2018;35,30
43025;Beauzac;2018;43,90
43026;Bellevue-la-Montagne;2018;26,70
43027;Berbezit;2018;0,00
43028;Bessamorel;2018;50,00
43029;La Besseyre-Saint-Mary;2018;0,00
43030;Blanzac;2018;23,10
43031;Blassac;2018;66,70
43032;Blavozy;2018;24,30
43033;Blesle;2018;33,80
43034;Boisset;2018;42,90
43035;Bonneval;2018;
43036;Borne;2018;18,20
43037;Le Bouchet-Saint-Nicolas;2018;7,10
43038;Bournoncle-Saint-Pierre;2018;38,50
43039;Le Brignon;2018;39,10
43040;Brioude;2018;41,00
43041;Brives-Charensac;2018;39,30
43042;Cayres;2018;35,30
43043;Céaux-d'Allègre;2018;43,50
43044;Cerzat;2018;0,00
43045;Ceyssac;2018;50,00
43046;Chadrac;2018;38,60
43047;Chadron;2018;32,10
43048;La Chaise-Dieu;2018;40,80
43049;Chamalières-sur-Loire;2018;42,90
43050;Chambezon;2018;28,60
43051;Le Chambon-sur-Lignon;2018;32,50
43052;Champagnac-le-Vieux;2018;33,30
43053;Champclause;2018;50,00
43054;Chanaleilles;2018;100,00
43055;Chaniat;2018;0,00
43056;Chanteuges;2018;58,30
43057;La Chapelle-Bertin;2018;
43058;La Chapelle-d'Aurec;2018;37,60
43059;La Chapelle-Geneste;2018;0,00
43060;Charraix;2018;14,30
43061;Chaspinhac;2018;41,90
43062;Chaspuzac;2018;52,30
43063;Chassagnes;2018;100,00
43064;Chassignolles;2018;60,00
43065;Chastel;2018;0,00
43066;Chaudeyrolles;2018;50,00
43067;Chavaniac-Lafayette;2018;38,50
43068;Chazelles;2018;100,00
43069;Chenereilles;2018;57,10
43070;Chilhac;2018;50,00
43071;Chomelix;2018;29,40
43072;La Chomette;2018;16,70
43073;Cistrières;2018;50,00
43074;Cohade;2018;38,70
43075;Collat;2018;33,30
43076;Connangles;2018;50,00
43077;Costaros;2018;46,80
43078;Coubon;2018;36,40
43079;Couteuges;2018;70,60
43080;Craponne-sur-Arzon;2018;42,50
43082;Cronce;2018;
43083;Cubelles;2018;44,40
43084;Cussac-sur-Loire;2018;33,90
43085;Desges;2018;100,00
43086;Domeyrat;2018;50,00
43087;Dunières;2018;44,90
43088;Espalem;2018;17,60
43089;Espaly-Saint-Marcel;2018;38,00
43090;Esplantas-Vazeilles;2018;50,00
43091;Les Estables;2018;54,80
43092;Fay-sur-Lignon;2018;39,50
43093;Félines;2018;53,80
43094;Ferrussac;2018;
43095;Fix-Saint-Geneys;2018;40,00
43096;Fontannes;2018;38,80
43097;Freycenet-la-Cuche;2018;
43098;Freycenet-la-Tour;2018;
43099;Frugerès-les-Mines;2018;36,40
43100;Frugières-le-Pin;2018;30,00
43101;Goudet;2018;0,00
43102;Grazac;2018;42,70
43103;Grenier-Montgon;2018;66,70
43104;Grèzes;2018;50,00
43105;Javaugues;2018;50,00
43106;Jax;2018;20,00
43107;Josat;2018;100,00
43108;Jullianges;2018;50,00
43109;Lafarre;2018;50,00
43110;Lamothe;2018;37,70
43111;Landos;2018;34,70
43112;Langeac;2018;42,00
43113;Lantriac;2018;43,70
43114;Lapte;2018;40,90
43115;Laussonne;2018;39,10
43116;Laval-sur-Doulon;2018;0,00
43117;Lavaudieu;2018;14,30
43118;Lavoûte-Chilhac;2018;25,00
43119;Lavoûte-sur-Loire;2018;32,00
43120;Lempdes-sur-Allagnon;2018;33,90
43121;Léotoing;2018;47,40
43122;Lissac;2018;16,70
43123;Lorlanges;2018;28,00
43124;Loudes;2018;38,80
43125;Lubilhac;2018;
43126;Malrevers;2018;58,60
43127;Malvalette;2018;53,30
43128;Malvières;2018;16,70
43129;Le Mas-de-Tence;2018;44,40
43130;Mazet-Saint-Voy;2018;32,70
43131;Mazerat-Aurouze;2018;50,00
43132;Mazeyrat-d'Allier;2018;35,90
43133;Mercœur;2018;40,00
43134;Mézères;2018;57,10
43135;Le Monastier-sur-Gazeille;2018;30,30
43136;Monistrol-d'Allier;2018;66,70
43137;Monistrol-sur-Loire;2018;41,80
43138;Monlet;2018;15,40
43139;Montclard;2018;0,00
43140;Le Monteil;2018;40,60
43141;Montfaucon-en-Velay;2018;28,30
43142;Montregard;2018;27,30
43143;Montusclat;2018;20,00
43144;Moudeyres;2018;25,00
43145;Ouides;2018;28,60
43147;Paulhac;2018;48,60
43148;Paulhaguet;2018;48,50
43149;Pébrac;2018;55,60
43150;Le Pertuis;2018;48,50
43151;Pinols;2018;40,00
43152;Polignac;2018;32,00
43153;Pont-Salomon;2018;36,70
43154;Pradelles;2018;16,30
43155;Prades;2018;
43156;Présailles;2018;33,30
43157;Le Puy-en-Velay;2018;42,30
43158;Queyrières;2018;35,00
43159;Raucoules;2018;38,50
43160;Rauret;2018;56,20
43162;Retournac;2018;27,70
43163;Riotord;2018;42,90
43164;Roche-en-Régnier;2018;47,70
43165;Rosières;2018;31,60
43166;Saint-André-de-Chalencon;2018;47,70
43167;Saint-Arcons-d'Allier;2018;42,10
43168;Saint-Arcons-de-Barges;2018;100,00
43169;Saint-Austremoine;2018;0,00
43170;Saint-Beauzire;2018;22,70
43171;Saint-Bérain;2018;100,00
43172;Saint-Bonnet-le-Froid;2018;28,60
43173;Saint-Christophe-d'Allier;2018;0,00
43174;Saint-Christophe-sur-Dolaison;2018;47,90
43175;Saint-Cirgues;2018;33,30
43177;Saint-Didier-en-Velay;2018;35,10
43178;Saint-Didier-sur-Doulon;2018;50,00
43180;Saint-Étienne-du-Vigan;2018;0,00
43181;Saint-Étienne-Lardeyrol;2018;44,20
43182;Saint-Étienne-sur-Blesle;2018;37,50
43183;Sainte-Eugénie-de-Villeneuve;2018;0,00
43184;Saint-Ferréol-d'Auroure;2018;34,90
43185;Sainte-Florine;2018;33,20
43186;Saint-Front;2018;35,30
43187;Saint-Geneys-près-Saint-Paulien;2018;6,70
43188;Saint-Georges-d'Aurac;2018;43,20
43189;Saint-Georges-Lagricol;2018;15,40
43190;Saint-Germain-Laprade;2018;36,70
43191;Saint-Géron;2018;45,80
43192;Saint-Haon;2018;42,90
43193;Saint-Hilaire;2018;20,00
43194;Saint-Hostien;2018;34,00
43195;Saint-Ilpize;2018;71,40
43196;Saint-Jean-d'Aubrigoux;2018;30,00
43197;Saint-Jean-de-Nay;2018;55,60
43198;Saint-Jean-Lachalm;2018;56,20
43199;Saint-Jeures;2018;53,70
43200;Saint-Julien-Chapteuil;2018;44,70
43201;Saint-Julien-d'Ance;2018;21,40
43202;Saint-Julien-des-Chazes;2018;50,00
43203;Saint-Julien-du-Pinet;2018;47,80
43204;Saint-Julien-Molhesabate;2018;33,30
43205;Saint-Just-Malmont;2018;43,60
43206;Saint-Just-près-Brioude;2018;52,40
43207;Saint-Laurent-Chabreuges;2018;71,40
43208;Sainte-Marguerite;2018;0,00
43210;Saint-Martin-de-Fugères;2018;48,40
43211;Saint-Maurice-de-Lignon;2018;39,10
43212;Saint-Pal-de-Chalencon;2018;38,50
43213;Saint-Pal-de-Mons;2018;46,10
43214;Saint-Pal-de-Senouire;2018;0,00
43215;Saint-Paul-de-Tartas;2018;50,00
43216;Saint-Paulien;2018;46,60
43217;Saint-Pierre-du-Champ;2018;52,90
43218;Saint-Pierre-Eynac;2018;26,30
43219;Saint-Préjet-Armandon;2018;20,00
43220;Saint-Préjet-d'Allier;2018;50,00
43221;Saint-Privat-d'Allier;2018;55,60
43222;Saint-Privat-du-Dragon;2018;80,00
43223;Saint-Romain-Lachalm;2018;49,00
43224;Sainte-Sigolène;2018;38,50
43225;Saint-Vénérand;2018;0,00
43226;Saint-Vert;2018;
43227;Saint-Victor-Malescours;2018;46,80
43228;Saint-Victor-sur-Arlanc;2018;0,00
43229;Saint-Vidal;2018;33,30
43230;Saint-Vincent;2018;27,60
43231;Salettes;2018;20,00
43232;Salzuit;2018;50,00
43233;Sanssac-l'Église;2018;34,40
43234;Saugues;2018;38,90
43236;La Séauve-sur-Semène;2018;46,30
43237;Sembadel;2018;33,30
43238;Séneujols;2018;42,10
43239;Siaugues-Sainte-Marie;2018;35,70
43240;Solignac-sous-Roche;2018;36,40
43241;Solignac-sur-Loire;2018;35,60
43242;Tailhac;2018;33,30
43244;Tence;2018;44,50
43245;Thoras;2018;30,00
43246;Tiranges;2018;46,40
43247;Torsiac;2018;0,00
43249;Valprivas;2018;48,80
43250;Vals-le-Chastel;2018;100,00
43251;Vals-près-le-Puy;2018;40,40
43252;Varennes-Saint-Honorat;2018;
43253;Les Vastres;2018;33,30
43254;Vazeilles-Limandre;2018;40,00
43256;Venteuges;2018;41,20
43257;Vergezac;2018;22,20
43258;Vergongheon;2018;36,00
43259;Vernassal;2018;33,30
43260;Le Vernet;2018;33,30
43261;Vézézoux;2018;45,30
43262;Vieille-Brioude;2018;36,50
43263;Vielprat;2018;100,00
43264;Villeneuve-d'Allier;2018;36,80
43265;Les Villettes;2018;43,60
43267;Vorey;2018;40,70
43268;Yssingeaux;2018;40,50
44001;Abbaretz;2018;37,20
44002;Aigrefeuille-sur-Maine;2018;37,60
44003;Ancenis-Saint-Géréon;2018;46,00
44005;Chaumes-en-Retz;2018;34,80
44006;Assérac;2018;41,90
44007;Avessac;2018;45,30
44009;Basse-Goulaine;2018;40,30
44010;Batz-sur-Mer;2018;50,00
44012;La Bernerie-en-Retz;2018;46,90
44013;Besné;2018;43,50
44014;Le Bignon;2018;32,60
44015;Blain;2018;40,00
44016;La Boissière-du-Doré;2018;43,60
44018;Bouaye;2018;43,20
44019;Bouée;2018;42,10
44020;Bouguenais;2018;42,30
44021;Villeneuve-en-Retz;2018;46,90
44022;Boussay;2018;33,80
44023;Bouvron;2018;35,60
44024;Brains;2018;48,10
44025;Campbon;2018;45,10
44026;Carquefou;2018;41,90
44027;Casson;2018;37,70
44028;Le Cellier;2018;34,60
44029;Divatte-sur-Loire;2018;34,30
44030;La Chapelle-des-Marais;2018;26,20
44031;La Chapelle-Glain;2018;51,10
44032;La Chapelle-Heulin;2018;39,60
44033;La Chapelle-Launay;2018;36,60
44035;La Chapelle-sur-Erdre;2018;39,40
44036;Châteaubriant;2018;37,90
44037;Château-Thébaud;2018;36,90
44038;Chauvé;2018;31,50
44039;Cheix-en-Retz;2018;48,50
44041;La Chevrolière;2018;38,90
44043;Clisson;2018;36,00
44044;Conquereuil;2018;41,90
44045;Cordemais;2018;36,50
44046;Corsept;2018;41,00
44047;Couëron;2018;43,20
44048;Couffé;2018;32,70
44049;Le Croisic;2018;52,70
44050;Crossac;2018;48,50
44051;Derval;2018;30,80
44052;Donges;2018;43,20
44053;Drefféac;2018;38,90
44054;Erbray;2018;34,00
44055;La Baule-Escoublac;2018;42,90
44056;Fay-de-Bretagne;2018;37,10
44057;Fégréac;2018;40,50
44058;Fercé;2018;41,70
44061;Frossay;2018;32,30
44062;Le Gâvre;2018;37,60
44063;Gétigné;2018;36,80
44064;Gorges;2018;34,50
44065;Grand-Auverné;2018;41,70
44066;Grandchamps-des-Fontaines;2018;35,60
44067;Guémené-Penfao;2018;51,90
44068;Guenrouet;2018;36,40
44069;Guérande;2018;44,20
44070;La Haie-Fouassière;2018;39,10
44071;Haute-Goulaine;2018;26,20
44072;Herbignac;2018;41,50
44073;Héric;2018;40,80
44074;Indre;2018;45,20
44075;Issé;2018;40,80
44076;Jans;2018;33,00
44077;Joué-sur-Erdre;2018;38,30
44078;Juigné-des-Moutiers;2018;31,20
44079;Le Landreau;2018;42,80
44080;Lavau-sur-Loire;2018;38,00
44081;Legé;2018;35,60
44082;Ligné;2018;38,40
44083;La Limouzinière;2018;38,10
44084;Le Loroux-Bottereau;2018;38,40
44085;Louisfert;2018;44,10
44086;Lusanger;2018;46,60
44087;Machecoul-Saint-Même;2018;41,30
44088;Maisdon-sur-Sèvre;2018;37,30
44089;Malville;2018;42,80
44090;La Marne;2018;38,60
44091;Marsac-sur-Don;2018;31,50
44092;Massérac;2018;27,00
44094;Mauves-sur-Loire;2018;32,80
44095;La Meilleraye-de-Bretagne;2018;43,80
44096;Mésanger;2018;31,50
44097;Mesquer;2018;51,40
44098;Missillac;2018;37,50
44099;Moisdon-la-Rivière;2018;41,00
44100;Monnières;2018;57,00
44101;La Montagne;2018;44,10
44102;Montbert;2018;33,30
44103;Montoir-de-Bretagne;2018;34,10
44104;Montrelais;2018;32,10
44105;Mouais;2018;24,00
44106;Les Moutiers-en-Retz;2018;41,00
44107;Mouzeil;2018;33,80
44108;Mouzillon;2018;43,80
44109;Nantes;2018;39,60
44110;Nort-sur-Erdre;2018;36,90
44111;Notre-Dame-des-Landes;2018;37,30
44112;Noyal-sur-Brutz;2018;44,90
44113;Nozay;2018;37,90
44114;Orvault;2018;36,20
44115;Oudon;2018;37,10
44116;Paimbœuf;2018;36,60
44117;Le Pallet;2018;39,70
44118;Pannecé;2018;33,30
44119;Paulx;2018;33,00
44120;Le Pellerin;2018;32,80
44121;Petit-Auverné;2018;31,60
44122;Petit-Mars;2018;29,60
44123;Pierric;2018;27,50
44124;Le Pin;2018;48,10
44125;Piriac-sur-Mer;2018;41,90
44126;La Plaine-sur-Mer;2018;43,80
44127;La Planche;2018;14,60
44128;Plessé;2018;29,20
44129;Pontchâteau;2018;39,20
44130;Pont-Saint-Martin;2018;40,70
44131;Pornic;2018;38,90
44132;Pornichet;2018;45,70
44133;Port-Saint-Père;2018;47,00
44134;Pouillé-les-Côteaux;2018;15,40
44135;Le Pouliguen;2018;37,90
44136;Préfailles;2018;41,70
44137;Prinquiau;2018;34,40
44138;Puceul;2018;37,30
44139;Quilly;2018;40,00
44140;La Regrippière;2018;40,40
44141;La Remaudière;2018;39,00
44142;Remouillé;2018;43,20
44143;Rezé;2018;42,80
44144;Riaillé;2018;25,90
44145;Rouans;2018;35,40
44146;Rougé;2018;40,70
44148;Ruffigné;2018;33,10
44149;Saffré;2018;32,20
44150;Saint-Aignan-Grandlieu;2018;44,00
44151;Saint-André-des-Eaux;2018;41,30
44152;Sainte-Anne-sur-Brivet;2018;39,60
44153;Saint-Aubin-des-Châteaux;2018;39,50
44154;Saint-Brevin-les-Pins;2018;38,20
44155;Saint-Colomban;2018;39,50
44156;Corcoué-sur-Logne;2018;33,90
44157;Saint-Étienne-de-Mer-Morte;2018;46,40
44158;Saint-Étienne-de-Montluc;2018;44,70
44159;Saint-Fiacre-sur-Maine;2018;42,20
44161;Saint-Gildas-des-Bois;2018;39,50
44162;Saint-Herblain;2018;39,40
44163;Vair-sur-Loire;2018;37,10
44164;Saint-Hilaire-de-Chaléons;2018;43,30
44165;Saint-Hilaire-de-Clisson;2018;40,70
44166;Saint-Jean-de-Boiseau;2018;38,20
44168;Saint-Joachim;2018;42,80
44169;Saint-Julien-de-Concelles;2018;41,40
44170;Saint-Julien-de-Vouvantes;2018;28,20
44171;Saint-Léger-les-Vignes;2018;35,80
44172;Sainte-Luce-sur-Loire;2018;36,70
44173;Saint-Lumine-de-Clisson;2018;46,00
44174;Saint-Lumine-de-Coutais;2018;29,00
44175;Saint-Lyphard;2018;46,20
44176;Saint-Malo-de-Guersac;2018;42,70
44178;Saint-Mars-de-Coutais;2018;36,30
44179;Saint-Mars-du-Désert;2018;40,50
44180;Vallons-de-l'Erdre;2018;32,40
44182;Saint-Michel-Chef-Chef;2018;46,20
44183;Saint-Molf;2018;41,70
44184;Saint-Nazaire;2018;40,70
44185;Saint-Nicolas-de-Redon;2018;38,60
44186;Sainte-Pazanne;2018;44,40
44187;Saint-Père-en-Retz;2018;39,20
44188;Saint-Philbert-de-Grand-Lieu;2018;40,20
44189;Sainte-Reine-de-Bretagne;2018;43,50
44190;Saint-Sébastien-sur-Loire;2018;44,30
44192;Saint-Viaud;2018;36,80
44193;Saint-Vincent-des-Landes;2018;38,50
44194;Sautron;2018;40,00
44195;Savenay;2018;39,90
44196;Sévérac;2018;20,30
44197;Sion-les-Mines;2018;38,30
44198;Les Sorinières;2018;33,60
44199;Soudan;2018;36,10
44200;Soulvache;2018;35,60
44201;Sucé-sur-Erdre;2018;35,00
44202;Teillé;2018;39,50
44203;Le Temple-de-Bretagne;2018;44,60
44204;Thouaré-sur-Loire;2018;37,40
44205;Les Touches;2018;26,60
44206;Touvois;2018;49,50
44207;Trans-sur-Erdre;2018;33,70
44208;Treffieux;2018;13,30
44209;Treillières;2018;34,60
44210;Trignac;2018;43,90
44211;La Turballe;2018;39,80
44212;Vallet;2018;44,90
44213;Loireauxence;2018;39,30
44214;Vay;2018;26,60
44215;Vertou;2018;40,70
44216;Vieillevigne;2018;44,10
44217;Vigneux-de-Bretagne;2018;44,10
44218;Villepot;2018;21,90
44220;Vue;2018;25,50
44221;La Chevallerais;2018;33,30
44222;La Roche-Blanche;2018;30,60
44223;Geneston;2018;36,90
44224;La Grigonnais;2018;34,20
45001;Adon;2018;0,00
45002;Aillant-sur-Milleron;2018;22,70
45004;Amilly;2018;48,20
45005;Andonville;2018;40,90
45006;Ardon;2018;39,50
45008;Artenay;2018;31,40
45009;Aschères-le-Marché;2018;34,70
45010;Ascoux;2018;39,20
45011;Attray;2018;45,50
45012;Audeville;2018;64,30
45013;Augerville-la-Rivière;2018;47,60
45014;Aulnay-la-Rivière;2018;52,00
45015;Autruy-sur-Juine;2018;58,10
45016;Autry-le-Châtel;2018;40,00
45017;Auvilliers-en-Gâtinais;2018;40,00
45018;Auxy;2018;30,20
45019;Baccon;2018;48,50
45020;Le Bardon;2018;41,90
45021;Barville-en-Gâtinais;2018;30,80
45022;Batilly-en-Gâtinais;2018;22,20
45023;Batilly-en-Puisaye;2018;25,00
45024;Baule;2018;34,70
45025;Bazoches-les-Gallerandes;2018;39,00
45026;Bazoches-sur-le-Betz;2018;33,30
45027;Beauchamps-sur-Huillard;2018;18,20
45028;Beaugency;2018;39,60
45029;Beaulieu-sur-Loire;2018;29,90
45030;Beaune-la-Rolande;2018;45,50
45031;Bellegarde;2018;45,30
45032;Le Bignon-Mirabeau;2018;52,90
45033;Boësses;2018;57,10
45034;Boigny-sur-Bionne;2018;41,80
45035;Boiscommun;2018;13,60
45036;Boismorand;2018;40,00
45037;Boisseaux;2018;58,50
45038;Bondaroy;2018;20,80
45039;Bonnée;2018;39,10
45040;Bonny-sur-Loire;2018;25,50
45041;Bordeaux-en-Gâtinais;2018;
45042;Les Bordes;2018;35,40
45043;Bou;2018;37,70
45044;Bougy-lez-Neuville;2018;33,30
45045;Bouilly-en-Gâtinais;2018;7,10
45046;Boulay-les-Barres;2018;40,40
45047;Bouzonville-aux-Bois;2018;28,60
45049;Bouzy-la-Forêt;2018;40,40
45050;Boynes;2018;40,00
45051;Bray-Saint-Aignan;2018;47,60
45052;Breteau;2018;25,00
45053;Briare;2018;41,80
45054;Briarres-sur-Essonne;2018;40,00
45055;Bricy;2018;37,10
45056;Bromeilles;2018;38,70
45058;Bucy-le-Roi;2018;20,00
45059;Bucy-Saint-Liphard;2018;7,70
45060;La Bussière;2018;31,00
45061;Cepoy;2018;47,80
45062;Cercottes;2018;42,10
45063;Cerdon;2018;29,30
45064;Cernoy-en-Berry;2018;57,10
45065;Césarville-Dossainville;2018;63,60
45066;Chailly-en-Gâtinais;2018;63,00
45067;Chaingy;2018;43,70
45068;Châlette-sur-Loing;2018;37,20
45069;Chambon-la-Forêt;2018;40,00
45070;Champoulet;2018;
45072;Chanteau;2018;42,50
45073;Chantecoq;2018;58,80
45074;La Chapelle-Onzerain;2018;55,60
45075;La Chapelle-Saint-Mesmin;2018;36,60
45076;La Chapelle-Saint-Sépulcre;2018;37,50
45077;La Chapelle-sur-Aveyron;2018;25,00
45078;Chapelon;2018;26,30
45079;Le Charme;2018;50,00
45080;Charmont-en-Beauce;2018;53,80
45081;Charsonville;2018;26,20
45082;Châteauneuf-sur-Loire;2018;42,10
45083;Château-Renard;2018;38,30
45084;Châtenoy;2018;48,10
45085;Châtillon-Coligny;2018;30,30
45086;Châtillon-le-Roi;2018;40,90
45087;Châtillon-sur-Loire;2018;44,40
45088;Chaussy;2018;42,30
45089;Chécy;2018;37,70
45091;Chevannes;2018;43,80
45092;Chevillon-sur-Huillard;2018;28,30
45093;Chevilly;2018;46,00
45094;Chevry-sous-le-Bignon;2018;50,00
45095;Chilleurs-aux-Bois;2018;26,70
45096;Les Choux;2018;39,60
45097;Chuelles;2018;42,10
45098;Cléry-Saint-André;2018;40,80
45099;Coinces;2018;45,90
45100;Combleux;2018;40,00
45101;Combreux;2018;31,40
45102;Conflans-sur-Loing;2018;23,10
45103;Corbeilles;2018;44,30
45104;Corquilleroy;2018;41,70
45105;Cortrat;2018;75,00
45107;Coudroy;2018;35,00
45108;Coullons;2018;41,00
45109;Coulmiers;2018;37,20
45110;Courcelles-le-Roi;2018;45,50
45111;Courcy-aux-Loges;2018;41,40
45112;La Cour-Marigny;2018;26,10
45113;Courtemaux;2018;46,20
45114;Courtempierre;2018;41,70
45115;Courtenay;2018;34,40
45116;Cravant;2018;46,00
45118;Crottes-en-Pithiverais;2018;41,70
45119;Dadonville;2018;37,70
45120;Dammarie-en-Puisaye;2018;31,60
45121;Dammarie-sur-Loing;2018;35,00
45122;Dampierre-en-Burly;2018;34,30
45123;Darvoy;2018;53,90
45124;Desmonts;2018;52,90
45125;Dimancheville;2018;80,00
45126;Donnery;2018;44,00
45127;Dordives;2018;38,80
45129;Douchy-Montcorbon;2018;46,90
45130;Dry;2018;42,60
45131;Échilleuses;2018;52,20
45132;Égry;2018;37,50
45133;Engenville;2018;63,30
45134;Épieds-en-Beauce;2018;35,40
45135;Erceville;2018;16,70
45136;Ervauville;2018;36,80
45137;Escrennes;2018;21,20
45138;Escrignelles;2018;33,30
45139;Estouy;2018;44,80
45141;Faverelles;2018;77,80
45142;Fay-aux-Loges;2018;33,60
