codgeo;disp_q1_a17;disp_q2_a17;disp_q3_a17;disp_q1q3q2_a17;disp_d1_a17;disp_d2_a17;disp_d3_a17;disp_d4_a17;disp_d6_a17;disp_d7_a17;disp_d8_a17;disp_d9_a17;disp_d1d9_a17;disp_gini_a17;disp_s80s20_a17;disp_pact_a17;disp_pcho_a17;disp_ppen_a17;disp_ppat_a17;disp_ppsoc_a17;disp_ppfam_a17;disp_ppmini_a17;disp_pplogt_a17;disp_pimpot_a17;tp60_a17;note
QP060003;10420;13440;17380;0,5;8380;9880;11040;12270;14570;16440;18590;22650;2,7;0,216;3,003;62,2;5,8;18,3;1,6;26,2;8,8;9,9;7,5;-8,3;43,3;0
QP060004;10710;14130;18040;0,5;8400;10090;11260;12500;15340;17140;19570;23430;2,8;0,227;3,161;63,2;5,3;20,6;2;23,1;9;7,8;6,3;-8,9;41,5;0
QP060005;11150;14220;17940;0,5;8880;10310;11850;12920;15660;17170;18900;22160;2,5;0,201;2,754;64,9;6;19,1;1,8;22,5;8,9;7,1;6,5;-8,3;36,8;0
QP060006;10210;13390;17200;0,5;8000;9560;10940;12140;14760;16270;18380;21720;2,7;0,225;3,131;57,7;6,4;24,2;2,2;24,8;6,2;11,4;7,2;-8,9;45,1;0
QP060007;10320;13230;17230;0,5;7970;9490;10840;12080;14620;16400;18520;22110;2,8;0,224;3,127;56,3;6,6;26,5;2,1;23,7;7,8;9,5;6,4;-8,6;44,1;0
QP060008;10750;13740;17690;0,5;8460;9960;11270;12500;15150;16830;18680;21490;2,5;0,205;2,843;57;6;28,1;1,6;21,9;6,3;9,4;6,2;-8,6;41;0
QP060009;9820;12760;16480;0,5;7850;9240;10470;11770;14040;15580;17820;21370;2,7;0,23;3,296;57,7;6,4;19,9;1,7;28,8;8,4;12,3;8,1;-8,1;49;0
QP060010;9900;12470;16310;0,5;8210;9380;10350;11460;13940;15350;17390;20270;2,5;0,209;2,832;53,5;6;24,5;1,7;28;8,3;11,9;7,8;-7,7;51,6;0
QP060011;10250;13040;17340;0,5;8340;9550;10800;11940;14410;16210;18600;21720;2,6;0,217;2,974;53,6;5,8;26;2,3;26,6;7,2;11,5;7,9;-8,5;46,9;0
QP060012;10910;13610;17400;0,5;8500;10070;11480;12600;15270;16770;18240;21260;2,5;0,204;2,844;65,9;7,5;17,4;1,3;23,8;6,6;9,3;7,9;-8,4;40,8;0
QP060013;10440;12900;16140;0,4;8490;9870;10980;12000;13970;15480;17210;20000;2,4;0,194;2,653;60,5;7,1;19,9;1,2;25,6;9,4;9,3;6,9;-7,2;47,6;0
QP060014;10880;13830;17550;0,5;8830;10030;11560;12770;15260;16830;18550;21310;2,4;0,194;2,614;62,6;5,5;21,6;1,4;22,6;7,2;8,7;6,7;-8,2;39,1;0
QP060015;11630;14630;18620;0,5;8910;10990;12610;13550;16300;17890;19510;23640;2,7;0,21;2,99;62,6;5,1;23,6;1,6;21,2;5,7;8,9;6,6;-9;30,7;0
QP060016;11810;14960;18400;0,4;9280;11320;12530;13540;16190;17630;19570;22110;2,4;0,19;2,594;65,8;5,6;23;1,3;18,5;6,9;6,5;5,1;-8,6;32,2;0
QP060017;10350;12920;17040;0,5;8790;9850;10830;11860;14550;15980;18210;21460;2,4;0,208;2,831;54,5;6,8;27,5;1,9;23,8;6,4;10,3;7,1;-7,7;47;0
QP060018;9250;12630;15970;0,5;7650;8680;10040;11430;13750;15130;16710;20550;2,7;0,218;2,957;51,5;7,1;22,5;1,5;31,7;8,4;14;9,3;-7,2;50,1;0
QP061001;10510;13700;17940;0,5;8680;9970;11120;12330;15210;16730;19000;21350;2,5;0,204;2,769;48,8;6;32,7;2;24,1;6;10,5;7,6;-7,6;41,9;0
QP061002;10550;13970;18280;0,6;8660;9790;11190;12670;15390;17220;19610;22750;2,6;0,227;3,073;46,5;5,5;35,6;3;23;4,6;11,2;7,2;-8,1;40;0
QP061003;9430;12160;15710;0,5;7790;8960;9970;11220;13440;14690;16460;19480;2,5;0,214;2,961;41,1;8;30,3;1,8;32,1;5,6;16,5;10;-5,3;54,2;0
QP061004;10000;12480;16260;0,5;8280;9560;10500;11410;13480;15380;17060;19640;2,4;0,209;2,838;52,4;6,7;26,5;1,9;26,5;8,4;10,4;7,7;-7,3;51,6;0
QP061005;9210;11510;14160;0,4;7400;8920;9670;10580;12260;13710;14890;17350;2,3;0,187;2,582;38;5,4;29,1;1,9;36,4;6,8;17,8;11,8;-5,4;62,7;0
QP061006;9240;11640;15370;0,5;7080;8790;9650;10580;12870;14250;16470;19390;2,7;0,229;3,153;44,8;6,1;25,2;2,7;34,1;9,6;14,7;9,8;-6,8;58,2;0
QP061007;9890;13040;16860;0,5;8200;9320;10460;11740;14350;15780;17800;20610;2,5;0,208;2,82;48;6,8;28,9;2,9;27,3;5,9;12,5;8,9;-7,1;47,8;0
QP062001;11790;14640;19200;0,5;9680;10930;12310;13480;16630;18440;20300;23820;2,5;0,21;2,746;62,2;4,5;25,5;4;17,5;6,3;7;4,2;-9,2;32,3;0
QP062002;11640;14130;18160;0,5;9420;10840;12160;13150;15530;17190;18830;21930;2,3;0,184;2,484;55,6;5,2;28,8;2;21,5;6,2;8,5;6,8;-7,9;35,7;0
QP062003;11500;14600;17630;0,4;9590;10900;12200;13200;15670;16910;18780;21340;2,2;0,18;2,442;58,1;6,1;25,4;1,8;22,7;6,1;9,8;6,8;-8;35,3;0
QP062004;10110;12680;17020;0,5;8340;9520;10810;11870;13970;15770;18170;21920;2,6;0,252;3,39;52,1;4,4;27,8;4,1;26,2;7,3;10,9;8;-10,2;49,5;0
QP062005;11030;13870;17380;0,5;9040;10410;11460;12380;15130;16470;18500;20840;2,3;0,193;2,593;52;5;30,2;2;23,6;5,7;10,6;7,3;-7,8;42,4;0
QP062006;11000;13690;17810;0,5;9160;10330;11520;12550;15080;16480;18860;22190;2,4;0,204;2,678;60,3;5;23,1;2,5;22,9;7,2;8,9;6,8;-8,8;40,7;0
QP062007;11210;14100;18370;0,5;9150;10690;11860;13010;15460;17180;19300;22890;2,5;0,21;2,851;54,7;4,9;31,9;2,3;19,6;4;8,9;6,7;-8,5;38,1;0
QP062008;10130;12750;17340;0,6;8380;9360;10580;11630;14240;16210;18590;22000;2,6;0,225;3,066;46,3;5,2;31;2,5;28,8;5,2;14,2;9,4;-8,6;49,2;0
QP062009;10640;13950;19420;0,6;8580;9860;11240;12530;15750;18210;20930;25190;2,9;0,253;3,514;61,9;4,5;24,4;3,5;21,4;4,9;9,8;6,7;-11,2;41,3;0
QP062010;10330;13790;17800;0,5;8910;9800;11190;12790;15190;16960;19150;23040;2,6;0,223;2,982;59,7;5,5;22,7;2,3;24,7;5,6;11,7;7,4;-9,4;38,7;0
QP062011;10330;13370;17100;0,5;8650;9820;10940;12110;14570;16200;18130;21610;2,5;0,22;2,975;53,2;5,4;27,5;2,7;25,3;6,2;10,7;8,4;-8,7;43,9;0
QP062012;11020;13800;16890;0,4;9050;10480;11630;12710;14930;16170;17830;20380;2,3;0,186;2,523;54,8;5,4;27,6;1,7;23,5;6;9,7;7,8;-7,6;39,8;0
QP062013;11390;14210;17790;0,5;8570;10650;12130;13180;15280;16760;19070;22450;2,6;0,208;2,961;57;4,3;29,3;2,1;20,1;4,7;9;6,4;-8,5;33;0
QP062014;10340;13050;16170;0,4;8620;9740;10900;11980;14100;15290;17160;19830;2,3;0,19;2,61;53,5;5,3;24,3;1,3;28,1;8,1;11,4;8,6;-7,2;47,3;0
QP062015;10230;13510;17430;0,5;8740;9710;10800;11850;15060;16660;18470;21800;2,5;0,212;2,796;52,2;5,5;25,6;2,1;27,7;5,6;13,8;8,3;-7,6;43,9;0
QP062016;11380;14640;18750;0,5;9400;10680;12020;13400;15980;17630;19520;22400;2,4;0,2;2,695;62,3;5,5;23,9;2;20,4;6,7;7,8;5,9;-8,6;35,9;0
QP062017;10740;13450;16850;0,5;9000;10300;11320;12480;14830;16060;17650;20330;2,3;0,188;2,538;57,5;5,5;25,6;1,5;23,6;7,1;9,1;7,4;-8,2;42;0
QP062018;11280;13770;16900;0,4;9150;10500;11860;12610;14910;16170;17810;20450;2,2;0,182;2,502;52,4;4,7;27,9;1,7;25,3;7,3;10,3;7,7;-7,3;41,2;0
QP062019;9890;12810;16450;0,5;8280;9250;10390;11720;13950;15420;17470;20120;2,4;0,205;2,755;47;5;27,2;2,4;30,5;7,7;13,9;8,9;-7,1;49;0
QP062020;10460;13270;16770;0,5;8760;10010;11150;12240;14430;15680;17580;19740;2,3;0,19;2,584;51,9;5,6;26,4;1,7;27,2;6,9;11,5;8,8;-7,2;44,1;0
QP062021;10120;13590;17380;0,5;8690;9720;10750;12120;14870;16500;18700;21490;2,5;0,209;2,791;52,5;6,8;28,7;1,9;24,4;5,9;10,5;8;-7,5;43,9;0
QP062022;11380;14050;17570;0,4;9330;10760;11970;12990;15120;16890;18470;21580;2,3;0,189;2,563;61,4;5,1;23;1,8;22;6,7;8,7;6,6;-8,2;37,3;0
QP062023;10900;13640;17190;0,5;9160;10420;11670;12620;15010;16300;18290;21670;2,4;0,195;2,643;55,4;6;26,1;1,8;24,4;6,5;10,9;7;-7,7;40,4;0
QP062024;10540;13770;17370;0,5;8840;10010;11250;12210;14900;16460;19080;22500;2,5;0,213;2,875;56,5;5,3;26,2;2,9;23,2;6,5;9,9;6,8;-8,8;42,3;0
QP062025;9770;12560;16130;0,5;8410;9380;10230;11410;13730;15140;17220;20280;2,4;0,213;2,886;50,7;6,4;21,3;1,8;33,6;7,4;15,5;10,7;-7,4;51;0
QP062026;10900;13270;17720;0,5;8860;10220;11400;12150;14530;16500;19380;23410;2,6;0,235;3,096;58,4;4,4;23;3;25,2;9,1;9;7,1;-9,6;43,6;0
QP062027;10120;12220;16100;0,5;8150;9660;10450;11500;13350;14870;17110;20460;2,5;0,202;2,735;46,9;6;24,6;1,7;33,3;8,4;15,5;9,4;-6,5;53,3;0
QP062028;10480;13460;17620;0,5;8520;9750;11110;12330;14870;16620;18830;21990;2,6;0,215;2,926;56,2;4,9;24,9;1,8;25,8;6,2;11,6;8;-8,7;43,4;0
QP062029;11170;13860;17630;0,5;9240;10540;11780;12810;15210;16700;18770;21670;2,3;0,194;2,591;58,1;5,6;24,6;2,1;23,7;7,1;9,6;7;-8,5;39;0
QP062030;10070;12680;16290;0,5;8400;9420;10640;11800;13580;15360;17110;20200;2,4;0,203;2,732;51,4;6;23,8;1,8;30,5;7,5;13,3;9,7;-7,5;49,9;0
QP062031;11210;13550;17070;0,4;9340;10590;11650;12650;14940;16110;17730;20780;2,2;0,178;2,39;57,2;5,6;25,6;1,9;22,9;7;9;6,9;-7,6;40,7;0
QP062032;10660;13680;17430;0,5;8940;10310;11280;12260;15220;16520;18870;22680;2,5;0,207;2,798;63,3;5,7;22,7;1,5;21;4,9;9,6;6,5;-8,5;44,3;0
QP062033;10280;13300;16990;0,5;8400;9640;10860;12100;14690;16180;18120;21240;2,5;0,216;2,948;53,3;5,5;27,6;2,6;24,7;6,8;10,6;7,3;-8,2;45,1;0
QP062034;10460;13390;16800;0,5;8360;9890;10990;12160;14400;15700;17690;20520;2,5;0,205;2,779;55,3;7,5;21,4;2,5;27,8;7,4;12,3;8,1;-7;43,1;0
QP062035;11640;14250;18380;0,5;9360;10820;12070;13230;15780;17460;19480;23510;2,5;0,204;2,746;59,9;5,6;25,5;2,2;21,3;7,5;7,5;6,3;-8,9;35,3;0
QP062036;9710;11770;14730;0,4;8000;9240;10080;10980;12900;13930;15680;18360;2,3;0,186;2,531;47,7;7,3;18,9;1,8;37,7;8,9;17,1;11,7;-6,1;58,2;0
QP062037;10950;13910;18210;0,5;8950;10320;11610;12730;15470;17120;19650;24560;2,7;0,262;3,508;64,7;6,5;20,9;3,5;22,6;4,6;10,4;7,6;-11,7;39,4;0
QP062038;11390;14730;18900;0,5;9050;10570;11850;13350;16280;17420;20110;22830;2,5;0,203;2,752;64,9;6,2;21,1;2;20,7;6,9;8,1;5,7;-8,7;35,9;0
QP062039;10360;13080;16950;0,5;8400;9530;10760;11660;14460;16020;18080;21850;2,6;0,223;2,946;52,8;6,5;23,6;2;29,2;7;13,1;9,1;-7,6;47,6;0
QP062040;11520;14290;18190;0,5;9420;10970;12070;13150;15590;17450;19030;22430;2,4;0,189;2,56;54,9;5,7;31,5;1,7;19,6;6,1;7,9;5,6;-7,7;36;0
QP062041;11000;13950;17900;0,5;8610;10340;11600;12760;15120;17010;19190;21940;2,5;0,209;2,882;56,3;5,4;27,6;2,5;22;6,4;9,2;6,4;-8,4;39,5;0
QP062042;9820;12800;15960;0,5;8260;9150;10220;11380;13910;15260;16930;21160;2,6;0,231;3,161;54;6,4;16,3;1,2;36,5;9;16,7;10,8;-8;48,5;0
QP062043;10770;13530;17820;0,5;8930;10260;11520;12530;14810;16860;18790;21570;2,4;0,202;2,711;53,9;6,2;26;2,6;25,4;7,9;9,9;7,6;-7,9;41,7;0
QP062044;10420;12890;16150;0,4;8890;9960;10960;11780;14020;15340;16860;19610;2,2;0,193;2,598;47,8;7,8;25,2;2;32,3;5,8;15,2;11,3;-7,3;47,4;0
QP062045;10870;13450;17130;0,5;8840;10340;11330;12260;14750;16400;17960;20630;2,3;0,191;2,538;53,5;6,3;27;1,7;25,2;6,3;10,9;8;-7,4;43,2;0
QP062046;11580;13740;17080;0,4;9660;10990;12110;12820;14760;16120;18080;20070;2,1;0,165;2,264;55,6;6,2;24,7;1,5;25,3;7,8;10;7,5;-7,1;37,7;0
QP062047;10750;13230;16970;0,5;9020;10320;11340;12370;14290;16280;18210;21620;2,4;0,197;2,635;54,2;4,6;26,1;2,1;25,4;7,2;10,3;7,9;-7,8;43;0
QP062048;10990;13690;17570;0,5;8610;10390;11490;12400;14760;16330;19020;22420;2,6;0,22;3,073;56,3;5,5;27,1;2,2;23;6,1;10,3;6,6;-8,6;42,2;0
QP062049;10960;13550;17310;0,5;8940;10240;11500;12380;15030;16580;18350;21050;2,4;0,195;2,661;51,4;5,6;32,5;2;22,5;5,1;9,9;7,5;-8,4;42,1;0
QP062050;10410;13330;18930;0,6;8440;9760;10970;12250;15260;17220;20480;24980;3;0,292;4,095;66,4;6;17,4;4,8;23,5;3,4;11,9;8,2;-12,1;44;0
QP062051;10200;12730;16170;0,5;8880;9760;10720;11670;13870;15360;17050;19980;2,3;0,193;2,567;47,6;6;25,1;1,6;32,9;8;14,6;10,3;-7,2;49,7;0
QP062052;10800;14460;18590;0,5;8460;9940;11670;13100;15780;17230;19640;22360;2,6;0,215;2,973;57,7;5,9;29,7;2,5;19,5;5,5;8,1;5,9;-9,4;37,4;0
QP062053;11520;14170;17710;0,4;9100;10870;11990;13090;15580;17020;18470;20920;2,3;0,178;2,427;52;5,5;33,4;2,2;20,6;4,7;9,6;6,3;-8,2;34,9;0
QP062054;10550;13050;15910;0,4;8940;9960;11080;12150;14230;15210;16710;19710;2,2;0,178;2,449;49,4;7,7;26,5;1,3;30,1;7,6;13;9,5;-7,3;46,1;0
QP062055;10070;12790;16920;0,5;8460;9430;10560;11590;14330;15920;18220;21750;2,6;0,222;2,995;53,9;5,4;23,7;2,6;28,2;7,7;12,6;7,9;-8,4;49,1;0
QP062056;9210;11550;14770;0,5;7870;8930;9690;10590;12700;13890;15730;18650;2,4;0,198;2,653;43,7;6,6;21;1,6;39,7;9,3;18,4;12;-6;59,7;0
QP062057;10390;13400;18650;0,6;8220;9600;10940;12200;15280;17130;19820;23970;2,9;0,262;3,727;60,5;5,7;22,5;4,8;22,4;5,4;9,9;7,1;-10,2;43,7;0
QP062058;10530;13640;18650;0,6;8690;9940;10940;12310;15280;17370;20160;25370;2,9;0,27;3,67;61,5;5,9;21,4;5,1;23;4,8;10,8;7,4;-11;43;0
QP062059;10390;13180;16630;0,5;8500;9720;10910;11950;14640;16150;17830;20860;2,5;0,217;2,947;53,7;6,2;24,3;2,7;27,2;7,3;12,2;7,7;-7,9;46,2;0
QP062060;10270;12740;16360;0,5;8830;9630;10780;11770;14190;15560;17190;20480;2,3;0,199;2,651;55,7;7;21,1;2,2;28,8;5;13,9;9,9;-7,8;48,8;0
QP062061;9850;12620;16340;0,5;8240;9280;10440;11440;13670;15520;17550;20520;2,5;0,217;2,923;52,8;6,9;21,8;2,3;31,2;7,1;14,5;9,6;-8,1;50,5;0
QP062062;9880;12890;16210;0,5;8140;9170;10530;11700;14060;15480;17610;19510;2,4;0,22;3,055;53,9;6,6;20,6;2,1;31,7;6,8;14,8;10,1;-8,3;47,3;0
QP062063;11440;14990;19580;0,5;8960;10840;11780;13130;16740;18570;20870;26420;2,9;0,259;3,492;61,2;3,7;24,7;3,9;21;6,9;8,8;5,3;-10,8;36,7;0
QP062064;10580;13220;16650;0,5;8740;10020;11100;12170;14390;15930;17610;20400;2,3;0,187;2,543;57,7;7,5;21,1;1,4;27,4;5,4;12,6;9,4;-7,6;44,9;0
QP063001;10800;13980;17590;0,5;8870;10240;11650;12790;15130;16570;18740;22210;2,5;0,213;2,868;45,7;4,7;35,6;4,9;21,5;5,8;8,8;6,9;-7,7;39,3;0
QP063002;9250;12060;15500;0,5;7390;8840;9790;10900;13230;14890;17010;20180;2,7;0,234;3,299;49,3;6,1;27,8;3;27,7;5,4;13,7;8,6;-7,8;55,5;0
QP063003;9880;12650;16580;0,5;7910;9230;10420;11510;13870;15490;17830;21500;2,7;0,226;3,119;49,5;5,3;31,4;3,5;24;7,6;9,9;6,5;-8,4;50,1;0
QP063004;9990;12670;16240;0,5;7990;9270;10480;11480;13770;15260;17410;20950;2,6;0,22;3,024;52,8;5,9;26,4;2,8;26,4;8,6;10,4;7,4;-8,4;50;0
QP063005;10710;13260;16790;0,5;8620;10170;10970;12180;14480;16010;17820;21040;2,4;0,197;2,645;53,6;5,5;28,5;3,2;23;6,8;9,4;6,8;-8,3;44,8;0
QP063006;10530;13570;17310;0,5;8580;9990;11130;12260;14760;16460;18040;20810;2,4;0,202;2,757;57,7;6,7;24,4;2,6;23,7;6,3;10;7,4;-8,4;44,2;0
QP063007;9870;13200;17780;0,6;7980;9120;10490;12020;15040;16670;19050;23020;2,9;0,275;3,909;52,5;6,4;29,8;6;21,7;4,4;10,6;6,7;-10;44,7;0
QP064001;11400;14800;19420;0,5;8880;10910;12240;13650;16290;17910;20390;24340;2,7;0,238;3,397;62,8;5,8;22,3;5;20;2,6;10,8;6,6;-10,1;33,4;0
QP064002;11140;14010;17610;0,5;8770;10390;11650;12860;15190;16720;18470;21090;2,4;0,196;2,74;57,9;6,2;24,1;2,7;23,4;5,8;10,2;7,4;-8,1;38,4;0
QP064003;10150;13000;16940;0,5;8190;9610;10720;11850;14400;15930;18070;21220;2,6;0,227;3,165;45;5;31,7;2,9;28,1;5,8;13,4;8,9;-7,7;46,6;0
QP064004;9410;11930;15040;0,5;8020;9030;10030;11130;12790;14210;15750;18260;2,3;0,196;2,708;42,2;7,5;22,6;1,4;38,7;9;17,7;12;-4,9;58,6;0
QP065001;9390;12030;15510;0,5;7680;8960;10250;11190;13010;14250;16680;19540;2,5;0,217;2,864;47,7;7,6;19,9;2;37;9,4;16,2;11,4;-6,6;55,3;0
QP065002;9990;12540;15840;0,5;8330;9450;10510;11580;13570;15070;16710;19330;2,3;0,202;2,759;47,2;7,2;23,8;3,3;32,7;6,5;15,7;10,5;-7;51,1;0
QP065003;10790;14010;19080;0,6;8750;10180;11400;12610;15850;17900;20540;25360;2,9;0,25;3,48;52,4;4,7;32,3;5,3;20,6;4,2;9,8;6,6;-10,6;40,4;0
QP065004;10310;13470;16410;0,5;8170;9560;10950;12280;14440;15580;17060;19000;2,3;0,192;2,763;54,6;12;22,3;1,7;28,1;6;13,3;8,8;-6,7;44,1;0
QP066001;11280;14640;19560;0,6;8980;10470;12240;13400;16070;18120;21080;25090;2,8;0,246;3,411;65,6;6,2;23,3;6,5;16,1;3,9;7,7;4,5;-11,5;35,6;0
QP066002;10490;13730;18570;0,6;8350;9850;10980;12420;15370;17490;20060;25460;3,1;0,263;3,66;48,8;5,9;33,3;6,2;22,3;4,9;9,7;7,7;-10,6;41,7;0
QP066003;10520;13210;17540;0,5;8510;9970;11130;12210;14670;16440;18960;23350;2,7;0,243;3,353;52,5;6,5;26,6;5,3;25,2;5,1;11,6;8,5;-9,6;44,2;0
QP066004;9010;11050;13170;0,4;7290;8700;9310;10020;11830;12680;13990;15890;2,2;0,187;2,611;36,4;7;17,7;1,1;49,1;13,2;21,2;14,7;-4,3;69,9;0
QP066005;9200;11340;14550;0,5;7350;8830;9640;10450;12410;13730;15670;19630;2,7;0,24;3,335;36,2;5,2;22,2;3,5;44,3;10;21,8;12,5;-6,2;62,3;0
QP066006;8250;10660;13070;0,5;5930;7840;8760;9560;11410;12490;14390;17900;3;0,256;3,786;44,2;6,6;24,5;2,7;35;9,5;14,5;11;-6,4;71,4;0
QP066007;10280;13980;18850;0,6;8350;9730;11120;12440;15750;17770;20380;25650;3,1;0,274;3,907;52,4;5,1;28,2;7;22,8;4,5;11,2;7,1;-10,4;41,4;0
QP066008;9200;12290;17640;0,7;7040;8770;9780;10900;13910;15900;19490;25960;3,7;0,333;5,236;49,8;5,1;22;7,3;32,7;3,8;19,2;9,7;-11,8;51,9;0
QP066009;10240;12410;14980;0,4;8720;10040;10760;11780;13210;14350;15690;19010;2,2;0,192;2,518;31,4;3,3;20,9;2,5;50,8;12,4;29,8;8,6;-5,6;53,2;0
QP066010;9060;11140;13690;0,4;7840;8730;9360;10100;12000;13090;14470;17570;2,2;0,19;2,534;35,3;5,8;23,2;1,7;44,5;11,6;19,6;13,3;-4,7;66,5;0
QP067001;11610;14930;19580;0,5;8920;10430;12230;13670;16460;18380;20760;25370;2,8;0,25;3,453;68,6;5,4;19,6;6,4;16,2;5,5;6;4,7;-10,8;32,8;0
QP067002;10100;13140;18700;0,7;8160;9420;10540;11770;14870;17560;20730;25040;3,1;0,286;4,408;62,1;5,8;23,9;3,2;21,7;6,1;9,3;6,3;-10,9;45,6;0
QP067003;11620;14600;19660;0,6;9610;10890;12290;13270;15970;17900;20760;24980;2,6;0,23;3,075;66,4;5,5;22,1;3,5;18,3;7;6,2;5,1;-10,3;34,4;0
QP067004;10430;13170;17090;0,5;8640;9850;10930;11880;14440;16000;18270;21790;2,5;0,21;2,883;54,3;6,5;27,1;2,2;24,4;7,2;9,5;7,7;-8;45,9;0
QP067005;9940;12410;15770;0,5;8130;9200;10380;11550;13410;14880;17240;20500;2,5;0,216;2,959;52,6;7,2;20,3;2;32,1;7,1;15,1;9,9;-7;51,8;0
QP067006;10270;13320;17050;0,5;8320;9830;10910;12080;14550;16080;17960;20810;2,5;0,201;2,727;55,4;6,7;26,4;2,5;23,8;7;9,3;7,5;-8,1;45,2;0
QP067007;11460;15310;20690;0,6;9270;10690;12270;13910;17260;19640;22270;26030;2,8;0,239;3,315;60,2;4,5;30,1;4,2;16,8;6,2;5,8;4,8;-11,3;32,7;0
QP067008;10970;13910;17340;0,5;9060;10270;11440;12640;15020;16470;18170;21100;2,3;0,197;2,654;53,5;6;27,8;2,2;24,6;6,9;9,5;8,2;-8,1;40,4;0
QP067009;10320;13070;16860;0,5;8470;9850;10730;11740;14270;15830;17770;21260;2,5;0,205;2,749;54,1;6,9;26,3;1,9;25,1;8,8;9,4;6,9;-7,4;47,9;0
QP067010;10600;13070;16740;0,5;8350;9800;11000;12040;14360;15890;17900;20510;2,5;0,201;2,759;59,4;7,8;20,6;2,1;25,8;8,1;9,3;8,4;-7,9;45,5;0
QP067011;10180;12870;16850;0,5;8360;9600;10760;11800;14110;15730;18030;21650;2,6;0,227;3,106;57,9;6,2;21;2,5;27,2;8,8;10,6;7,8;-8,6;48,1;0
QP067012;10230;13580;18180;0,6;8340;9590;11110;12330;15110;16910;19350;23170;2,8;0,235;3,222;65,2;6,3;21,2;2,9;20,7;6,8;7,4;6,5;-10;42,8;0
QP067013;10490;13050;17270;0,5;8360;9840;11030;11940;14450;16310;18480;21970;2,6;0,22;2,994;58,1;6,1;21,9;2,8;25,8;8,4;9,8;7,6;-8,6;46;0
QP067014;10150;12380;15930;0,5;8420;9620;10590;11540;13750;15350;17180;20080;2,4;0,208;2,792;52,6;6,1;22,2;2,2;30,5;9,6;12,2;8,7;-7,5;52,1;0
QP067015;10710;14310;19830;0,6;8010;9920;11430;12570;15890;18330;21990;27520;3,4;0,27;3,931;76;6,5;12,9;3,6;19,4;4,1;8,7;6,6;-11,9;40,6;0
QP067016;10260;12930;16640;0,5;8430;9670;10800;11770;14220;15610;17990;21590;2,6;0,213;2,89;55,7;6;20,5;2;29,6;8,6;12,3;8,7;-7,8;47,7;0
QP067017;10560;13340;17080;0,5;8590;10000;11090;12410;14600;16230;18190;21940;2,6;0,208;2,876;53,9;6;27,9;2,2;23,8;6,6;10,2;7;-7,8;43,3;0
QP067018;11060;14570;19760;0,6;8730;10170;11800;13180;16140;18390;21980;28100;3,2;0,285;4,117;66,7;5,9;22,7;5,7;17;2,7;8,3;6;-12,1;36,5;0
QP067019;10170;12550;15590;0,4;8290;9640;10680;11520;13600;14920;16660;19760;2,4;0,203;2,787;52,5;7,4;19,5;1,7;33,1;8,3;14,1;10,7;-6,8;52,3;0
QP067020;10380;12940;16010;0,4;8700;10050;10890;11710;13680;14960;17050;20560;2,4;0,202;2,713;56,9;7;16,5;1,8;32,2;7,5;14,4;10,3;-7,4;47,6;1
QP067021;10960;13940;17580;0,5;9020;10330;11590;12880;14950;16780;18700;21860;2,4;0,209;2,842;57,8;6;26,5;3,7;20,9;6,8;7,7;6,4;-8,9;37,9;0
QP068001;9730;12360;16330;0,5;7730;9250;10280;11440;13510;15070;17590;20450;2,6;0,231;3,147;48,1;6,3;27,4;3,4;28;7,4;13,3;7,3;-6,9;51,9;0
QP068002;10540;13110;17290;0,5;8570;9990;11100;12080;14400;16130;18540;22160;2,6;0,222;3,019;57;6,1;24,8;2,8;23,9;8,1;8,9;6,9;-8,5;46,4;0
QP068003;9760;12140;15530;0,5;8240;9270;10230;11220;13250;14580;16760;20260;2,5;0,219;2,959;51,8;8,1;22;2,2;31,3;11,1;11,1;9,1;-7,3;55,2;0
QP068004;10430;13200;16730;0,5;8600;9970;11100;12070;14390;15840;17920;20730;2,4;0,204;2,799;53,8;7,5;23,9;2,4;27,2;8,7;10,2;8,3;-7,3;45,6;0
QP068005;10150;13250;17920;0,6;7840;9470;10810;12030;14730;16720;19380;23630;3;0,263;3,874;62;6,6;21,7;4;22,3;6,3;8,9;7,1;-10;45,3;0
QP068006;10450;13770;18060;0,6;8220;9650;11060;12370;15150;17010;19370;23350;2,8;0,239;3,346;61,1;6,4;23,4;2,8;21,6;6,2;8,8;6,6;-8,9;41,7;0
QP068007;10650;14110;19570;0,6;8570;10030;11950;13130;16090;18330;20790;23460;2,7;0,237;3,175;65;8;23,9;3,9;17,2;7,7;5,1;4,4;-10;34,3;0
QP068008;10700;13880;17970;0,5;8800;10190;11450;12950;15100;16630;19130;22520;2,6;0,209;2,853;62,8;7,8;21,8;1,9;21,7;9,1;6,4;6,2;-8,2;38,1;0
QP068009;11010;15030;20270;0,6;8630;10140;11600;13150;17010;18950;22070;27140;3,1;0,271;3,838;75,3;7,2;18,5;2,8;15,8;4,7;6,1;5;-12,4;35,9;0
QP068010;10790;13690;17720;0,5;8850;10020;11310;12690;15270;16650;18830;23160;2,6;0,216;2,862;51;6,2;31,5;2,7;22,1;8,4;7,6;6,1;-7,3;39,5;0
QP069001;11480;14920;19070;0,5;9150;10910;12280;13510;16650;18310;20000;23660;2,6;0,222;3,052;59,6;5;28,5;3,9;17,4;6,2;6,5;4,7;-9,4;31,8;0
