codgeo;disp_q1_a16;disp_q2_a16;disp_q3_a16;disp_q1q3q2_a16;disp_d1_a16;disp_d2_a16;disp_d3_a16;disp_d4_a16;disp_d6_a16;disp_d7_a16;disp_d8_a16;disp_d9_a16;disp_d1d9_a16;disp_gini_a16;disp_s80s20_a16;disp_pact_a16;disp_pcho_a16;disp_ppen_a16;disp_ppat_a16;disp_ppsoc_a16;disp_ppfam_a16;disp_ppmini_a16;disp_pplogt_a16;disp_pimpot_a16;tp60_a16;note
QP083009;10050;13380;17990;0,6;7600;9420;10720;12140;15120;16680;19570;23690;3,1;0,257;3,782;53,9;5,7;26,5;5,1;24;3,1;12,9;8;-9,5;43;0
QP083010;9520;12240;15280;0,5;7860;8910;10090;11030;13300;14560;16290;19130;2,4;0,199;2,726;45,4;5,8;24,4;1,5;35,1;8;15,6;11,5;-6,4;52,3;0
QP083011;10620;13190;16590;0,5;8470;9760;11370;12270;14350;15920;17670;20980;2,5;0,198;2,737;53,6;6,1;27,1;1,8;25,3;7;9,9;8,4;-7,8;42;0
QP083012;8170;10680;14050;0,6;5970;7850;8790;9350;11970;13220;15230;17960;3;0,25;3,793;49,9;7,5;19,2;2;35,1;10,6;15,2;9,4;-6,2;64;0
QP083013;10090;14020;19240;0,7;7500;9270;11030;12580;15730;17960;20940;24820;3,3;0,266;3,967;57,5;5;29,4;5,1;19;2,6;10,7;5,7;-11;39,5;0
QP083014;10370;13640;18720;0,6;7920;9780;11040;12430;15200;17300;19900;23240;2,9;0,248;3,486;66,3;5,7;24,1;4;16,5;6,5;5,5;4,5;-10,9;40,6;0
QP083015;8620;11000;13940;0,5;6700;7880;9150;10020;11900;13020;14780;16900;2,5;0,203;2,879;41,8;6,5;21,2;1,3;40,6;9,9;19,5;11,3;-4,9;65,7;0
QP083016;9140;12420;16920;0,6;6690;8610;9850;11150;13910;15790;18450;23540;3,5;0,298;4,597;58,6;5,5;22;5,1;25,6;2,7;14,4;8,6;-11,3;50,4;0
QP083017;9780;12530;15890;0,5;7900;9200;10340;11400;13530;14870;16960;20700;2,6;0,22;3,009;44,6;6,5;26,9;3,3;32,4;6,6;16,7;9;-7,2;50;0
QP083018;9200;11960;15230;0,5;7210;8760;9670;10770;13190;14360;16030;19260;2,7;0,22;3,044;49,6;8,1;29;3,4;25,2;8,8;10,2;6,2;-7,2;54,9;0
QP083019;10560;13590;18000;0,5;7930;9480;11040;12500;14950;16670;18970;22010;2,8;0,228;3,254;58,4;5,5;27,2;4;19,2;4,2;8,8;6,2;-8,8;39,7;0
QP083020;9240;12690;17610;0,7;6590;8700;9910;11360;14520;16320;19140;23560;3,6;0,295;4,647;61,4;6,4;22;5,8;20,9;4,3;10;6,5;-10,1;48,4;0
QP083021;9690;12510;15870;0,5;7790;9240;10500;11610;13540;14950;16540;18960;2,4;0,207;2,931;51,4;6,4;26,5;2,2;26,4;6,7;10,7;9;-6,5;49,8;0
QP084001;10810;13860;18390;0,5;7990;9970;11350;12650;15200;17040;19080;22800;2,9;0,23;3,292;57,4;6,7;29,2;3,6;18,4;4,5;7,9;6;-8,6;39,1;0
QP084002;9340;11910;15420;0,5;7350;8830;9830;10890;12990;14460;16570;19990;2,7;0,231;3,265;51,8;7,1;23;2,8;29,9;8,6;11,6;9,7;-7,5;55,4;0
QP084003;9130;11890;15660;0,5;7340;8610;9680;10830;13070;14660;16730;20190;2,8;0,232;3,245;51,2;6,8;23,3;2,9;30,1;8,8;11,3;10;-7,5;55,5;0
QP084004;9370;11680;14990;0,5;7620;8820;9940;10910;12800;14100;15680;18520;2,4;0,206;2,845;52;8;18,4;1,3;34,5;10,1;13,1;11,3;-6,2;57,9;0
QP084005;9200;13160;19590;0,8;5150;8320;9830;11120;14690;17860;21790;26190;5,1;0,315;5,55;56,6;6,6;32,6;3,8;17,7;2,6;8,5;6,6;-10,7;47,8;0
QP084006;9700;12710;16570;0,5;7490;9110;10460;11740;14000;15650;17670;21250;2,8;0,231;3,322;61,6;7;19,3;3,1;24,2;7,6;8,4;8,3;-8,2;48,4;0
QP084007;11360;15650;21000;0,6;8730;10560;12060;13880;17390;19460;22510;27150;3,1;0,252;3,641;71,7;5,6;21,5;5,2;13,7;2,6;6,7;4,3;-12,1;31,9;0
QP084008;8950;11840;16040;0,6;5750;8070;9540;10560;13080;14840;17270;21610;3,8;0,307;4,947;58,2;8,1;22,2;6,4;23,7;3,8;11,4;8,5;-10,5;55;0
QP084009;8900;11660;15280;0,5;6830;8310;9550;10490;12600;14250;16660;19950;2,9;0,241;3,425;53,9;9;25,8;2,8;24,9;8,1;8,6;8,1;-7,4;59,5;0
QP084010;8630;10330;12790;0,4;6630;8090;8950;9850;11210;12270;13550;15940;2,4;0,192;2,704;48,5;11,4;18,3;1;36,7;12,3;12,5;11,9;-4,5;73,1;0
QP084011;10230;12700;15760;0,4;7900;9680;10640;11780;13920;15370;17240;20380;2,6;0,206;2,89;57,9;9,6;22;2,9;24,6;7,6;8,2;8,9;-7,4;48,1;0
QP084012;9410;12080;16030;0,5;7430;8880;10020;11100;13250;14850;17070;20700;2,8;0,237;3,34;54,6;8,2;25,1;3,1;24,7;7,2;9,5;8,1;-7,5;54,4;0
QP084013;9080;11510;15930;0,6;7450;8600;9740;10630;12870;14720;16970;21580;2,9;0,244;3,37;47,9;5,5;30,9;3,2;25,5;6,9;10,2;8,3;-7,5;57,2;0
QP084014;9640;12010;15680;0,5;7440;9160;10170;10940;13050;14660;16680;19300;2,6;0,211;2,937;52,9;7,6;22,2;1,7;29,6;8,8;10,9;9,8;-6,4;56;0
QP084015;10640;13360;16790;0,5;8550;9680;11080;12350;14950;16150;18010;20820;2,4;0,204;2,749;63,4;9,8;18,4;2,2;23,3;7,8;7,3;8,2;-7,3;41,2;0
QP084016;9870;13000;18100;0,6;7190;9320;10570;11600;14830;16900;19670;23540;3,3;0,254;3,636;63,6;7,1;23,6;5;17,9;4,6;6,9;6,3;-10,1;45,7;0
QP084017;10050;12900;16920;0,5;7480;9410;10780;11990;14290;16030;18180;21710;2,9;0,234;3,35;54,9;7,6;29,1;4,9;19,9;4,8;8,2;6,9;-8,8;46;0
QP084018;10160;12420;15340;0,4;8050;9580;10540;11580;13540;14500;16090;18720;2,3;0,189;2,586;57,3;10,4;18,7;1,5;28,7;8,2;10,5;10;-6,2;51,1;0
QP084019;9520;12530;16490;0,6;7180;8970;10140;11160;13910;15480;18010;21810;3;0,258;3,7;56,2;6,5;27,7;4,7;20,9;5,8;7,9;7,1;-9,5;49,2;0
QP084020;9450;11870;15200;0,5;7260;8800;9980;10940;12990;14430;16090;18510;2,5;0,208;2,922;54,2;8,6;23,5;2,2;26,9;8,4;10,4;8,1;-6,8;55,7;0
QP084021;9740;13180;17850;0,6;7500;9220;10130;11570;14740;16690;18640;22560;3;0,265;3,808;62,6;7,5;26,1;5;16,1;5,1;6,1;4,9;-9,8;45,1;0
QP084022;9670;12590;16350;0,5;7850;9120;10190;11450;13730;15450;17570;21850;2,8;0,256;3,487;55,5;7,1;23,5;5,3;24,2;6,8;9,6;7,8;-8,5;49,2;0
QP085001;10490;13370;17010;0,5;8550;9850;11180;12330;14610;16030;17970;20770;2,4;0,196;2,679;52,3;6,7;28,6;3,5;24;5,3;10,7;7,9;-8,4;41,8;0
QP085002;10600;13140;16400;0,4;8700;9930;11130;12050;14850;15780;17500;20670;2,4;0,206;2,835;62,1;8,3;18,3;3,1;25,5;4,9;12,4;8,2;-9;44,3;0
QP085003;11660;14990;19160;0,5;8930;10910;12400;13450;16580;18060;20590;24090;2,7;0,216;3,005;70,3;6,2;17,5;3,3;19,6;4,4;8,4;6,8;-10,7;31,6;0
QP085004;10230;13440;18130;0,6;7840;9820;11000;12530;15120;17000;19610;24300;3,1;0,253;3,588;49;6,1;32,4;5,1;22,7;3,7;11,7;7,3;-9,2;39,4;0
QP086001;9290;12060;15510;0,5;7670;8820;9780;10920;13090;14620;16840;19980;2,6;0,221;3,04;43,6;6,6;27,8;3;32,6;8,2;14,4;10;-7;53,5;0
QP086002;10030;13740;18820;0,6;7730;9300;10810;12240;15890;17550;20270;24340;3,1;0,315;4,784;63,5;5,3;23,8;6,4;19,5;3,8;9;6,6;-13,2;41,4;0
QP086003;9540;12430;16620;0,6;7680;9050;10380;11570;13760;15450;17730;20970;2,7;0,226;3,143;53,3;6,6;24,6;2,3;28;6,9;12;9,1;-8,2;50,8;0
QP086004;9690;12100;15500;0,5;7760;9120;10220;11120;13200;14620;16560;19510;2,5;0,211;2,978;49,1;6,3;23,2;2;33;8,6;13,5;10,9;-7,3;53;0
QP086005;10120;13340;17470;0,6;8000;9470;10650;11970;14740;16410;18770;23080;2,9;0,24;3,358;47,1;5,2;34,8;4,6;23,6;5,6;10,2;7,8;-10,1;43,7;0
QP086006;9930;13020;17410;0,6;6850;9250;10510;11980;14570;16460;18440;21790;3,2;0,249;3,841;62,3;6,7;18,4;2,5;26,3;4;12,5;9,8;-9,5;44,6;0
QP087001;8840;10980;14190;0,5;6900;8200;9380;10050;12170;13500;15050;17920;2,6;0,209;2,888;44,2;6;21,2;2,1;38,5;11,1;17,2;10,2;-6;63,2;0
QP087002;9030;11670;15020;0,5;7360;8490;9620;10640;12850;14250;16180;19440;2,6;0,22;3,032;42,1;5,2;27,4;2,2;34,9;9,6;15,6;9,7;-6,6;57,1;0
QP087003;9930;13170;17370;0,6;7440;9060;10510;11850;14960;16710;18430;21550;2,9;0,245;3,566;56;6,2;26,9;4,3;22,1;3,7;11,1;7,4;-9,3;45,4;0
QP087004;9520;12430;16580;0,6;7780;9010;10060;11240;13710;15550;17680;20840;2,7;0,221;3,025;48,3;5,8;27,8;2,2;29,2;7,7;13,1;8,4;-7,5;50,3;0
QP087005;8870;11210;14670;0,5;6890;8510;9310;10150;12350;13790;15980;19390;2,8;0,233;3,287;43,2;5,1;25;2,6;36,3;11,6;14,9;9,9;-7,1;60,9;0
QP087006;9260;11940;15900;0,6;7420;8790;10010;10900;13050;14970;16990;20300;2,7;0,233;3,253;43,8;5,8;31,2;3;30,1;8,3;12,8;8,9;-8,1;54,6;0
QP087007;10460;14270;19040;0,6;7930;9690;11380;12940;15730;17800;20140;24200;3,1;0,253;3,673;50,9;4,2;32,6;5,4;21,6;3;11,6;7;-10,5;35,5;0
QP087008;9580;12700;16740;0,6;7470;9090;10050;11420;14260;15690;17730;20800;2,8;0,232;3,312;46,8;4,7;29,1;3;29,2;6,2;13,8;9,2;-8,1;47,7;0
QP087009;10540;14000;18770;0,6;7820;9710;11330;12670;15620;17390;20060;24370;3,1;0,245;3,455;50,9;4,8;35,7;3,7;19,6;4,3;9;6,2;-9,9;38,9;0
QP088001;9270;12110;15890;0,5;7570;8770;9820;10760;13500;15330;16790;19550;2,6;0,224;3,06;38,7;5,3;33,2;4,7;30,5;6,6;14,6;9,3;-7,1;53,6;0
QP088002;9240;11720;15080;0,5;7350;8830;9770;10640;12860;14260;16210;19530;2,7;0,227;3,142;42;6,9;28,2;2,7;33,8;8,2;15,1;10,5;-6,7;56,5;0
QP088003;10020;12730;16790;0,5;8430;9500;10600;11680;14210;15820;18050;21840;2,6;0,214;2,847;49,9;6,4;28,3;2,6;27,1;5,6;12,5;9;-7,9;48,9;0
QP088004;10490;13330;18110;0,6;7980;9840;10880;11990;14790;16840;19790;23690;3;0,244;3,459;47,5;6,5;35,5;4,9;21,2;4,8;9,8;6,5;-9,1;44;0
QP088005;9960;12850;16860;0,5;7970;9220;10550;11550;14110;15940;18170;21310;2,7;0,231;3,213;47,6;7,4;31,4;3,5;25,4;5,5;11,5;8,3;-7,9;47,4;0
QP088006;10000;12920;16230;0,5;8260;9400;10780;12040;14030;15300;17350;20090;2,4;0,209;2,866;40,9;5,7;37,7;3,4;25,3;6,4;10,8;8,1;-7,3;44,9;0
QP089001;10500;13730;17810;0,5;8590;9790;11160;12220;15040;16690;18710;21930;2,6;0,221;2,986;56,1;6,9;26,4;3,1;23,5;5,4;10,8;7,3;-9,1;41,8;0
QP089002;9930;12900;16390;0,5;7910;9410;10490;11630;14100;15490;17460;20490;2,6;0,219;3,02;50,5;5,7;28,3;3;26,6;7,6;10,9;8;-8,4;48,1;0
QP089003;8520;11470;15380;0,6;6260;8140;9250;10260;12820;14480;16680;19690;3,1;0,252;3,553;45,6;5,5;23,8;2,6;35,4;6,5;18,6;10,4;-7,4;58,4;0
QP089004;10090;12540;16000;0,5;8340;9600;10580;11730;13970;15140;16830;20340;2,4;0,207;2,689;52,9;5,3;22;2,2;30,3;9,4;12,1;8,9;-7,4;49,3;0
QP089005;9540;12000;15230;0,5;7690;8940;9920;10820;13220;14530;16140;19420;2,5;0,207;2,796;46,2;6,3;26;2,3;32,2;7,5;14,5;10,1;-6,7;54,4;0
QP089006;9600;12240;15560;0,5;7610;9040;10110;11150;13310;14750;16610;19470;2,6;0,208;2,881;50,2;7,2;23,8;2,1;31;8,3;12,8;9,9;-7,1;52,4;0
QP089007;10470;13530;17230;0,5;8710;9900;11270;12440;15400;16600;18030;21110;2,4;0,202;2,754;64,5;6,8;18,1;1,9;24,3;6,4;10,1;7,7;-8,8;40,9;0
QP090001;11090;13980;17340;0,4;8930;10300;11690;12970;14720;16520;19130;22480;2,5;0,217;2,91;62,9;6;22,6;2,4;22,1;6,3;8,4;7,4;-10;36,1;0
QP090002;9700;12040;15810;0,5;7790;9220;10050;11040;13170;14930;16880;19470;2,5;0,209;2,78;50,1;7,5;26,3;2;28,5;8,1;12;8,4;-6,9;53,8;0
QP090003;10610;14160;18710;0,6;8430;9740;11270;12610;15660;17450;19940;23790;2,8;0,242;3,389;54,4;5,9;30,7;4;20,3;2,7;10,7;6,9;-9,4;38,5;0
QP090004;10230;13100;17560;0,6;8170;9570;10860;12020;14620;16380;18840;22910;2,8;0,238;3,268;54;5,9;28,9;3,6;22,6;6,5;9,1;7;-9,1;44,4;0
QP090005;11000;14090;18450;0,5;8810;10410;11550;12700;15590;17420;19380;22680;2,6;0,216;2,924;56;5,2;28,8;3;20,7;6,4;8,5;5,9;-8,5;36,2;0
QP091001;11380;16270;21270;0,6;8910;10400;12780;14690;17620;20620;22730;27010;3;0,243;3,406;77;5;19,7;2,4;14;7,2;2,9;3,8;-13,1;29,4;0
QP091002;9590;12620;16100;0,5;7410;8860;10320;11430;13840;15250;17050;20130;2,7;0,222;3,207;67,7;6,2;15,9;1,5;23,6;8,2;8,3;7,1;-8,7;49;0
QP091003;11110;14870;19680;0,6;8520;10240;11820;13380;16510;18440;20970;24940;2,9;0,237;3,364;83,7;5,5;10,3;1,9;16,2;6,6;4,6;5;-12,1;34,2;0
QP091004;10590;14070;17850;0,5;8620;9770;11220;12820;15600;17040;18820;22390;2,6;0,214;2,929;64,9;4,8;22,3;1,7;20,8;7,6;6,6;6,6;-9,7;37,9;0
QP091005;9480;13800;19490;0,7;6950;8470;10750;12210;15630;17700;21460;25220;3,6;0,296;4,394;81,4;4,5;12,5;3,9;15,1;4,6;5,7;4,8;-12,9;42,6;0
QP091006;11000;14420;19060;0,6;8110;10170;11840;13150;16190;18020;20220;23830;2,9;0,23;3,33;75,1;5,4;17,3;2;16,1;5,7;5,6;4,8;-10,5;34;0
QP091007;10970;14890;19260;0,6;9030;10490;11870;13600;16000;17730;20570;25030;2,8;0,23;3,23;74,4;5,5;17,5;2,7;16,2;7,3;4,5;4,4;-10,8;33,7;0
QP091008;11210;14210;18110;0,5;8630;10320;12010;13050;15570;17010;19510;22120;2,6;0,206;2,846;78,5;7;11,3;1,5;19,1;7,4;5,6;6,1;-10,4;36;0
QP091009;11360;15050;19240;0,5;8080;10550;11960;13380;16340;18210;20400;24460;3;0,23;3,173;76,2;6,4;13,6;2,7;17,8;6,7;6,1;5;-10,3;32,8;0
QP091010;10770;14480;18610;0,5;8230;10060;11490;12800;15980;17460;19890;23070;2,8;0,227;3,249;71,5;6,2;17,5;1,8;19;7,1;5,9;6;-9,8;37,4;0
QP091011;10720;13560;17550;0,5;8590;9910;11330;12450;14980;16630;18600;22040;2,6;0,209;2,853;74,1;6,6;11,9;1,4;22,3;9,1;5,9;7,3;-9,7;40,3;0
QP091012;11550;14730;18560;0,5;9030;10820;12210;13640;16060;17590;19840;23280;2,6;0,208;2,913;76,6;6,2;14,6;2,1;17,5;7,7;4,6;5,3;-10,8;32,1;0
QP091013;11530;14720;18140;0,4;9230;10810;12180;13220;15770;17020;19330;21490;2,3;0,188;2,618;75,6;6,4;14,6;1,5;18,4;7,2;5,7;5,5;-10,1;31,9;0
QP091014;11600;14930;19230;0,5;8940;10990;12250;13530;16460;18090;20110;22950;2,6;0,206;2,869;73,4;5,9;18,9;2;16,1;7,4;3,9;4,8;-10,4;32,6;0
QP091015;11120;14350;18310;0,5;8860;10340;11600;12980;15880;17240;19250;23500;2,7;0,213;2,938;74,1;5,6;16,7;1,8;17,8;7,4;5,1;5,3;-10,4;36,2;0
QP091016;11540;14660;18500;0,5;8860;10650;12150;13310;15930;17520;19630;22890;2,6;0,209;2,906;82,2;6,3;7,7;1,6;18,9;8,1;5;5,7;-10,4;32,8;0
QP091017;10990;14500;18870;0,5;8170;10210;11670;13060;16050;17730;20240;24480;3;0,239;3,436;81;6,2;11,6;2,2;16,8;6,7;5,2;4,9;-11,6;35,8;0
QP091018;11180;14750;18910;0,5;8860;10640;11780;13170;16340;17970;20470;23310;2,6;0,215;2,971;85,8;6,6;6,7;1,5;17,3;7,2;4,9;5,2;-11,3;35;0
QP091019;11180;14510;19270;0,6;8400;10280;11980;13120;15990;18120;20560;25420;3;0,241;3,433;78,2;5,5;14,7;2,3;16,4;6,5;5;4,9;-11,6;35,8;0
QP091020;10680;14740;20430;0,7;7230;9310;11270;12710;16790;19050;21790;26600;3,7;0,275;4,173;76,3;4,5;18,6;3,5;13,8;6,2;4,2;3,4;-12,2;39,1;0
QP091021;11200;14720;18580;0,5;8820;10440;11820;13280;16270;17650;20280;24960;2,8;0,224;3,082;74,8;5,2;18;2,2;16,1;6,6;4,7;4,8;-11,1;33,8;1
QP091022;10740;14330;19240;0,6;8230;9880;11610;12990;16150;17810;20530;23730;2,9;0,242;3,471;83,2;6,2;6,8;2;19,7;6;6,8;6,9;-11,7;36,1;0
QP091023;11920;15540;19680;0,5;9050;11200;12740;14230;16880;18670;20840;24770;2,7;0,218;3,004;84,4;5,7;9;1,6;16,6;6,6;5,1;4,9;-11,6;29;0
QP091024;14210;18810;23440;0,5;10470;13050;14820;16570;20260;22570;25250;30580;2,9;0,233;3,348;84,7;4,4;16;4,6;9,6;5;2,2;2,5;-14,9;18,8;0
QP091025;10980;14670;19650;0,6;8280;10210;11550;12980;16560;18550;20790;24460;3;0,235;3,353;74,8;4,6;18,9;2,4;15,1;6,9;4;4,2;-11,2;37,3;0
QP091026;10510;13730;18100;0,6;8230;9850;11080;12400;15160;16830;19470;22990;2,8;0,229;3,219;71,8;6;17;1,9;19,8;8;6,4;5,4;-10,5;40,7;0
QP091027;8840;11790;16150;0,6;6380;8180;9410;10600;13230;15030;17460;21450;3,4;0,268;4,068;76,5;5,6;12,4;2,4;19,9;8,3;6,3;5,2;-11,2;55,1;0
QP091028;12080;16230;21330;0,6;9050;11280;13010;14430;17970;20170;22940;26480;2,9;0,23;3,268;85,3;5,4;12,7;1,5;12,6;5,4;3,8;3,4;-12,1;27;0
QP091029;12060;15220;18740;0,4;9510;11310;12810;13920;16720;18010;20160;23190;2,4;0,209;2,869;76,9;4,7;13;2,2;18,4;9,9;3,5;5;-10,5;28,9;0
QP091030;10810;14140;18940;0,6;8340;10070;11440;12880;15500;17740;20520;23980;2,9;0,245;3,492;76,2;5,2;16,3;2,7;16,4;6,6;4,7;5,1;-11,6;37,6;0
QP091031;11810;15020;18770;0,5;9340;11120;12570;13650;16480;17910;19800;23290;2,5;0,2;2,772;72,6;6,3;19,1;1,5;17,2;8;4,2;4,9;-10,4;29,5;0
QP091032;10960;14150;18310;0,5;8770;10360;11490;12950;15400;17130;19540;22990;2,6;0,218;2,986;72,2;5,7;17;1,6;19,8;8,7;4,9;6,3;-10,6;36,7;0
QP091033;11930;15660;20350;0,5;9160;11120;12670;14210;17370;19220;21420;24960;2,7;0,216;3,012;79,9;4,9;16,1;2;14,2;6,3;3,9;4;-12,2;28,4;0
QP091034;11000;14600;19080;0,6;8790;10140;11590;13010;16100;17980;20430;24800;2,8;0,236;3,356;75,6;5,6;16,2;2,1;17,5;6,5;5,6;5,4;-11,4;34,5;0
QP091035;6130;10000;19040;1,3;4080;5320;6740;8140;13340;16890;21880;27500;6,7;0,401;8,008;77,5;5;22;5,2;9,5;1,8;4,9;2,8;-14,2;57,6;0
QP091036;11090;14340;18110;0,5;7950;9940;11820;12950;16010;17450;19430;21980;2,8;0,223;3,177;70,7;4,9;18;2,4;18,9;8,4;4,6;5,9;-10;36,4;0
QP091037;10570;14150;18070;0,5;7860;9820;11150;12540;15430;16950;19050;21190;2,7;0,215;3,015;74;5,5;13,8;1,3;20,1;8,7;5,7;5,7;-9,2;39,6;0
QP091038;9860;13300;16850;0,5;8240;9450;10560;11810;14520;15950;17610;20320;2,5;0,207;2,812;72,2;6,7;10,5;1,4;24,8;11,1;7,2;6,6;-8,9;45;0
QP091039;11380;14760;19480;0,5;8760;10580;12110;13330;16390;18220;21100;25300;2,9;0,234;3,325;71,2;4,9;24,9;2,7;12,9;4,9;4,1;3,9;-11,7;33,9;0
QP092001;10930;14670;19370;0,6;7690;9840;11520;13500;16360;18250;20650;24560;3,2;0,266;4,035;75;5,4;21;3;13;4;4,6;4,4;-12;33,9;0
QP092002;10840;14830;19580;0,6;8410;10120;11940;13010;16440;18750;20930;24900;3;0,235;3,283;70,3;5,5;21;1,7;17,1;6,8;5,7;4,6;-10,1;34,3;0
QP092003;11360;14930;19500;0,5;8240;10500;12160;13390;16340;18200;20860;24420;3;0,229;3,293;72,3;4,9;21,1;2,4;14,9;4,7;6;4,3;-10,7;32,8;0
QP092004;11610;15080;19430;0,5;8690;10780;12340;13730;16330;18450;20680;24430;2,8;0,218;3,06;70,9;5,6;21,8;2,1;15,4;6;5,2;4,2;-10,2;30,7;0
QP092005;11880;15540;19900;0,5;9010;11010;12470;14010;16960;18790;21190;25630;2,8;0,225;3,158;76;5,6;19,4;2,4;13,7;4,6;5;4,1;-11,5;30,1;0
QP092006;10510;14230;19000;0,6;7690;9750;11330;12720;15750;17770;20130;23890;3,1;0,239;3,483;70,8;6,2;19;1,9;18,4;5,4;6,9;6,1;-10,1;37,7;0
QP092007;10670;14330;19190;0,6;8330;10040;11470;12950;15970;17850;20530;24420;2,9;0,242;3,443;70,6;5,8;20,7;2,4;17,1;5,9;6,3;4,9;-10,8;36,6;0
QP092008;10790;14290;18400;0,5;8520;10200;11500;12670;15890;17580;19830;23990;2,8;0,234;3,271;74,2;6,7;16,6;2,2;17,8;5,6;6,8;5,4;-10,8;39;0
QP092009;12850;17570;24440;0,7;9770;11910;13810;15690;20050;23050;26210;32100;3,3;0,261;3,873;89,9;4,6;13,8;2,6;9,2;3,7;3;2,5;-15,5;22;0
QP092010;11170;15220;20110;0,6;8450;10480;11960;13360;16590;18920;21360;25620;3;0,238;3,357;69,5;5,5;24,6;2,2;14,6;6;4,2;4,4;-10,9;33,7;0
QP092011;11150;15200;19870;0,6;8270;10470;11830;13500;16770;18770;21480;25570;3,1;0,24;3,455;70,3;5,7;23,5;2,9;14,6;5,1;5,1;4,4;-11,3;33,7;0
QP092012;11350;14740;19220;0,5;8970;10640;12020;13250;16200;18190;20450;24340;2,7;0,219;3,048;70,2;5,6;22,3;2,4;15,9;6,1;5,2;4,6;-10,8;33,4;0
QP092013;11050;15420;20160;0,6;8320;10280;11900;13600;17140;19250;21480;25250;3;0,239;3,437;65,9;5,5;27,8;2,9;14,4;4,5;5,8;4,1;-11;33,2;0
QP092014;8410;13420;20710;0,9;5190;7440;9590;11200;15360;18710;23390;31560;6,1;0,369;7,228;86,9;4,5;15,7;5,6;8,3;2,2;3,4;2,7;-16,5;46;0
QP092015;10880;14790;20280;0,6;8090;10100;11720;13230;16600;18930;22010;28010;3,5;0,277;4,063;81;5,3;14,6;2,8;14,2;5,2;5;4;-12,6;35,1;0
QP092016;10700;14260;19200;0,6;7990;9970;11490;12970;15850;18010;20740;24910;3,1;0,251;3,628;76,4;5,4;15,9;2,2;16,4;5,4;6,4;4,7;-10,9;36,5;0
QP092017;10960;15280;20950;0,7;8190;10320;11550;13480;17430;19760;22900;29540;3,6;0,279;4,147;77,9;5,8;18,9;3,5;12,5;4,1;4,4;4;-12,8;34,6;0
QP092018;11110;14900;19790;0,6;7980;10000;12080;13340;17220;18640;21120;24630;3,1;0,247;3,657;79,6;4,6;18;2,8;12;3,8;4,5;3,8;-12,4;32;0
QP092019;11510;15220;19720;0,5;8840;10710;12250;13710;16790;18580;20920;24780;2,8;0,228;3,233;74;5,5;20;2,6;14,4;6;4,5;3,9;-11;32;0
QP092020;11580;15290;20540;0,6;8580;10740;12400;14020;17220;19190;21770;24810;2,9;0,238;3,353;79,1;6,4;15,6;3;14;6;3,3;4,7;-11,7;31;0
QP092021;9890;13580;18070;0,6;7400;9270;10310;11940;15290;17130;19260;23650;3,2;0,244;3,45;71,5;5,7;20,1;1,9;17;5,3;6,5;5,2;-10,5;44;0
QP093001;11020;14710;20150;0,6;7890;9860;11680;13230;16700;18950;21960;25580;3,2;0,262;3,959;77,9;4,8;17,9;3,5;13,7;5,1;4,5;4,1;-13;34,1;0
QP093002;11160;14660;18930;0,5;8760;10630;11860;12940;16250;17830;20310;24340;2,8;0,23;3,155;75,6;4,8;18,7;2,1;15,2;6,3;4,6;4,3;-11,6;35,5;0
QP093003;9230;12220;16080;0,6;7250;8660;9830;11020;13550;15150;17140;20360;2,8;0,235;3,324;65,5;6,1;14,7;2,2;26,4;9,6;9;7,8;-8,8;51,9;0
QP093004;10640;14140;18730;0,6;7910;9850;11280;12870;15700;17550;19990;23530;3;0,24;3,455;71,5;5,3;19,1;3,9;16,5;5,1;6,1;5,3;-11;37,4;0
QP093005;10630;14370;18970;0,6;7820;9490;11520;12830;16040;18030;20220;23660;3;0,249;3,664;67,7;5,5;22,2;3,5;17,7;4,7;7,6;5,4;-11,1;37;1
QP093006;10120;14780;19310;0,6;6990;9080;10940;13060;16120;18040;20540;25480;3,6;0,278;4,384;82,2;4,7;14,3;3,6;13,4;4,5;5;3,8;-13,5;36;0
QP093007;10110;13230;17750;0,6;8370;9640;10750;11960;14900;16720;19190;22610;2,7;0,228;3,1;67;5,1;18,9;1,7;22,6;8;8;6,6;-10,2;45,1;0
QP093008;8950;13130;17910;0,7;6490;8470;9690;11470;15130;16990;19490;23680;3,6;0,268;3,943;64,1;5,7;27,5;2,5;16,5;4;7,3;5,1;-10,6;45,8;0
QP093009;10340;14010;19300;0,6;7620;9460;11090;12550;15860;17920;20730;25560;3,4;0,267;3,946;71,3;5;22,1;3,2;15,9;5,2;6,1;4,6;-12,5;39,5;0
QP093010;11080;14430;18680;0,5;8590;10250;11830;13310;15960;17720;19950;23390;2,7;0,225;3,152;74,9;5,4;16,8;2,1;17,1;6;5,9;5,2;-10,9;34,7;0
QP093011;10440;13820;18220;0,6;8020;9770;11120;12510;15250;17100;19540;23520;2,9;0,241;3,439;73;5,4;17,9;2,7;17,6;6,2;6,3;5,1;-11,2;39,8;0
QP093012;10220;13580;18910;0,6;7980;9520;10940;12260;15540;17680;20280;24040;3;0,247;3,491;70,5;5,4;18;2,8;19,5;6,3;7,4;5,8;-10,8;41,4;0
QP093013;10780;14140;18610;0,6;8440;9890;11620;12910;15640;17530;20020;24220;2,9;0,23;3,242;75,2;5,5;16,5;1,9;17,4;6,7;5,5;5,2;-11;35,5;0
