CODGEO;LIBGEO;PMIMP;PART_CHOMPRINC;DECUC_Q2;DECUC_Q1;DECUC_Q3;BREV;DECUC_D1;DECUC_D9;DISP_Q2;DISP_Q1;DISP_Q3;TP60;DISP_D1;DISP_D9;PACT;PPEN;PPSOC;PIMPOT;PPAT;NOTE_FILO;CCMUC;NOTE_CNAM;A;APRES50;APRES100;APPA;ARSAS;AAAH;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092003;Université II;39,1;;12 760;7 796;19 491;48,6;3 158;25 754;14 720;11 293;19 338;32,6;8 515;24 585;73,8;20,5;14,1;-10,9;2,5;0;525;0;830;296;184;184;170;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092004;Noyer Doré;37,3;6,2;12 870;7 612;18 852;47,4;3 464;24 908;14 976;11 346;18 987;31,2;8 576;23 765;71,0;21,9;15,1;-10,3;2,3;1;508;0;898;275;151;201;137;113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092005;Cité Jardins;39,4;6;13 532;8 112;19 462;44,7;3 952;26 000;15 274;11 560;19 684;30,5;8 812;24 856;76,1;19,3;13,3;-11,4;2,7;0;717;0;1 548;459;266;399;262;163;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092006;Chemin De L'île;30,6;8,6;11 568;6 900;17 656;53,8;2 886;24 686;14 313;10 828;18 564;36,6;8 194;23 789;70,7;19,5;17,5;-10,0;2,3;0;890;0;1 640;599;378;352;371;180;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092007;Le Parc;35,7;7;11 852;6 684;18 294;52,2;2 382;25 708;14 309;10 723;19 028;36,0;8 232;24 665;71,3;20,3;16,5;-10,9;2,8;0;2 147;0;3 406;1 209;719;737;695;474;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092008;Abbé Grégoire - Mirabeau;34,9;;11 360;6 822;18 250;53,5;2 990;24 664;14 095;10 513;18 293;37,0;8 318;24 349;73,2;17,5;17,4;-10,7;2,6;0;322;0;496;168;93;126;95;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092009;Tertres-Cuverons;51,4;;15 332;9 132;23 732;38,2;4 128;32 676;16 588;12 162;22 537;25,4;9 015;29 869;85,0;15,4;10,5;-14,3;3,4;1;280;0;607;173;101;120;102;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092010;Les Courtilles;38,7;7;12 786;7 540;19 330;47,4;3 138;26 544;14 923;10 926;19 688;32,5;8 229;25 571;69,7;24,3;14,2;-10,8;2,6;0;611;0;954;303;154;213;184;92;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092011;Fossés Jean;39;6,6;12 456;7 534;19 494;49,2;3 278;26 568;14 853;10 895;19 778;34,7;8 058;25 422;70,9;23,3;14,2;-11,3;2,9;0;839;0;1 626;522;303;325;292;190;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092012;Hauts d'Asnières;35,9;5,7;12 298;7 680;18 244;50,2;4 102;25 006;14 657;11 378;18 956;32,3;8 862;23 893;71,0;21,9;15,3;-10,7;2,5;0;984;0;1 695;529;317;373;305;178;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092013;Agnettes;38,7;6,6;13 075;7 304;19 818;46,6;3 670;26 414;15 088;11 265;20 086;31,9;8 434;25 316;67,3;26,7;13,9;-11,0;3,1;0;1 165;0;2 201;751;455;461;422;282;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092014;Entrée De Ville;41,5;;10 122;5 806;19 508;57,2;3 850;33 184;12 480;7 532;19 864;49,6;4 763;30 490;85,8;16,5;7,8;-16,0;5,9;0;311;0;663;182;112;146;102;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092015;Petit Colombes;37,5;6,3;12 054;6 904;19 432;51,2;3 190;29 236;14 291;10 520;19 721;37,5;7 770;27 456;80,6;14,6;14,0;-12,2;3,0;0;1 226;0;2 372;756;446;474;437;222;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092016;Petit Nanterre;30,9;7,1;11 188;6 366;17 598;55,7;2 320;23 962;13 850;10 328;18 455;39,7;7 669;23 374;72,9;17,6;17,4;-10,2;2,3;0;1 177;0;1 880;661;414;393;400;227;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092017;Grésillons Voltaire I - Gabriel Péri;42,7;;14 014;7 328;21 526;45,2;3 400;30 810;15 387;10 880;21 277;34,0;7 666;28 799;79,2;18,3;11,7;-13,0;3,8;0;309;0;641;204;124;120;126;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092018;Grésillons Voltaire II - Grésillons;40,4;;13 574;8 184;19 616;44,6;4 118;26 164;15 406;11 358;19 665;31,2;7 804;24 609;79,4;17,9;11,9;-12,3;3,1;0;229;0;600;144;92;92;79;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092019;AIRE 2029;36,7;6,4;12 644;7 954;18 444;48,6;4 056;25 124;14 958;11 314;19 201;32,5;8 441;23 837;74,0;19,8;14,4;-10,9;2,7;0;1 379;0;2 562;768;461;577;467;229;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092020;Cité Des Musiciens;40,1;;13 582;8 050;19 270;45,5;3 756;26 484;15 241;11 423;19 498;29,7;8 518;24 891;79,1;16,0;13,6;-11,6;2,9;0;263;0;391;117;57;77;64;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP092021;Les Musiciens;36,1;;10 530;6 510;17 462;57,0;1 856;24 222;13 260;9 957;17 879;44,9;7 391;23 318;72,5;19,9;15,7;-10,3;2,2;1;254;0;358;130;71;77;70;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093001;Secteur Gare - Aviatic;38,7;;12 494;6 642;19 674;49,6;2 118;26 524;13 958;10 029;19 332;37,7;7 308;24 931;77,7;18,6;13,1;-12,7;3,3;0;272;0;397;141;87;98;89;26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093002;Secteur Saint-Nicolas - Guynemer - Gai Logis;37,1;;12 482;7 894;18 806;49,4;4 238;26 024;14 547;11 522;19 292;33,2;9 117;24 600;76,5;18,5;14,2;-11,8;2,6;0;364;0;536;186;108;150;116;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093003;Haut Clichy - Centre Ville - Bosquets - Lucien Noel;22,1;8,2;8 198;4 422;13 446;70,8;992;19 679;12 058;9 131;15 843;52,1;6 980;20 418;66,2;14,3;25,7;-8,5;2,3;0;7 084;0;6 571;3 056;1 836;1 353;2 080;602;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093004;Quartier Avenir Parisien;32,4;6,2;11 538;6 710;18 330;54,0;2 786;24 042;14 084;10 586;18 775;38,0;7 928;23 359;71,2;19,4;16,3;-10,9;4,0;0;710;0;973;359;221;263;243;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093005;Quartiers La Muette - Village Parisien;36,4;6;12 526;6 492;19 158;49,2;2 254;25 672;14 720;10 473;19 482;35,6;7 665;24 413;73,1;19,1;15,9;-11,7;3,6;0;801;0;1 323;511;354;269;347;127;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093006;Quartiers Economie - Les Oiseaux;41,4;;12 706;6 466;19 813;49,3;1 062;27 812;14 227;10 148;19 786;42,0;7 192;25 962;83,2;13,9;12,4;-13,1;3,6;0;225;0;271;103;57;77;69;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093007;Thorez - Larivière - Langevin - Moulin - Allende;31,1;7,1;9 622;5 668;16 486;62,4;936;23 164;13 111;10 098;17 621;44,2;7 957;22 528;67,2;19,1;21,8;-10,2;2,1;0;964;0;1 121;498;337;262;344;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093008;La Capsulerie;30,6;7;9 201;4 828;16 250;62,9;1 794;24 512;11 733;7 726;17 611;53,1;4 384;23 463;63,6;28,3;15,3;-10,3;3,1;0;409;0;778;272;187;130;198;69;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093009;Le Plateau - Les Malassis - La Noue;37,6;5,9;11 588;6 318;18 874;52,9;2 328;27 412;14 130;10 059;19 179;38,3;7 354;25 676;71,6;22,3;15,1;-12,4;3,4;0;2 815;0;3 948;1 522;986;852;1 083;336;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093010;Les Courtillières - Pont-De-Pierre;35,5;6,4;11 714;7 030;17 808;52,7;3 144;24 360;14 165;10 761;18 427;37,0;8 249;23 294;74,0;17,7;16,5;-10,8;2,6;0;1 628;0;2 717;929;601;601;578;214;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093011;Quartier Salengro - Gaston Roulaud - Centre Ville;33,2;6,3;11 126;6 596;17 046;56,1;2 700;24 264;13 615;10 244;18 035;40,5;7 734;23 408;73,4;18,0;16,8;-11,1;2,9;0;5 190;0;7 299;2 742;1 756;1 691;1 860;608;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093012;Blanqui;31,7;7,7;10 372;5 420;17 686;58,3;770;23 992;13 173;9 456;18 511;44,5;6 878;23 218;69,5;19,2;19,1;-10,7;2,9;0;991;0;1 173;477;316;252;328;115;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093013;Marnaudes - Fosse Aux Bergers - La Sablière;36,2;6;11 666;6 870;18 120;52,5;3 262;25 344;14 129;10 842;18 818;36,6;8 208;24 246;76,5;15,8;16,4;-10,9;2,2;0;664;0;904;323;194;231;219;67;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093014;Abreuvoir - Bondy Nord - Bondy Centre - Pont-De-Bondy - La Sablière - Secteur Sud;32,3;7,6;10 844;5 968;17 122;57,0;1 734;24 140;13 641;9 992;18 095;40,7;7 455;23 306;72,0;17,3;18,5;-10,7;2,9;0;6 117;0;7 971;3 233;2 156;1 623;2 222;671;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093015;Trois Communes - Fabien;35,9;6,6;11 524;6 538;18 832;53,7;2 780;26 836;13 675;9 884;19 125;41,7;7 190;25 060;75,0;19,5;14,3;-11,7;2,9;0;1 183;0;1 942;683;454;425;493;155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093016;Branly - Boissière;35,6;;10 926;6 488;18 000;57,3;2 668;25 220;13 847;10 130;19 087;38,7;7 972;24 048;74,3;16,1;17,7;-11,5;3,4;0;574;0;860;308;205;202;200;79;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093017;Boissière - Saussaie-Beauclair;37,4;;11 094;6 006;19 096;53,7;1 880;26 282;13 821;9 567;18 842;41,9;6 400;24 818;82,3;13,1;15,0;-12,6;2,2;1;499;0;890;323;194;197;189;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093018;Bel Air - Grands Pêchers - Ruffins - Le Morillon;38,4;6,6;11 526;6 782;18 692;53,3;2 196;26 274;13 748;9 933;19 066;40,9;7 397;24 864;73,4;20,5;15,2;-11,9;2,8;0;2 691;0;3 859;1 463;991;791;1 074;307;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093019;Jean Moulin - Espoir;44,7;5,5;13 462;7 934;20 934;44,4;3 716;30 162;15 346;11 586;20 732;29,6;8 662;27 609;76,8;20,5;12,9;-13,9;3,7;0;578;0;867;282;183;159;194;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP093020;Béthisy;39,5;;12 536;6 852;19 292;49,4;2 400;25 758;14 737;10 812;19 763;34,5;8 205;24 907;71,1;22,6;15,0;-11,7;3,0;0;485;0;749;226;116;186;138;65;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
