codgeo;libgeo;an;part_non_inseres
03011;Aurouër;2018;30,80
03012;Autry-Issards;2008;16,70
03012;Autry-Issards;2013;23,30
03012;Autry-Issards;2018;24,10
03013;Avermes;2008;15,20
03013;Avermes;2013;18,80
03013;Avermes;2018;31,00
03014;Avrilly;2008;7,10
03014;Avrilly;2013;40,00
03014;Avrilly;2018;28,60
03015;Bagneux;2008;19,00
03015;Bagneux;2013;3,00
03015;Bagneux;2018;20,50
03016;Barberier;2008;0,00
03016;Barberier;2013;40,00
03016;Barberier;2018;25,00
03017;Barrais-Bussolles;2008;19,00
03017;Barrais-Bussolles;2013;4,80
03017;Barrais-Bussolles;2018;5,00
03018;Bayet;2008;16,70
03018;Bayet;2013;13,70
03018;Bayet;2018;26,20
03019;Beaulon;2008;10,90
03019;Beaulon;2013;18,70
03019;Beaulon;2018;19,30
03020;Beaune-d'Allier;2008;13,30
03020;Beaune-d'Allier;2013;23,80
03020;Beaune-d'Allier;2018;29,60
03021;Bègues;2008;25,00
03021;Bègues;2013;12,00
03021;Bègues;2018;17,60
03022;Bellenaves;2008;17,20
03022;Bellenaves;2013;28,80
03022;Bellenaves;2018;18,60
03023;Bellerive-sur-Allier;2008;21,90
03023;Bellerive-sur-Allier;2013;18,70
03023;Bellerive-sur-Allier;2018;17,90
03024;Bert;2008;26,10
03024;Bert;2013;28,00
03024;Bert;2018;23,70
03025;Bessay-sur-Allier;2008;17,00
03025;Bessay-sur-Allier;2013;17,30
03025;Bessay-sur-Allier;2018;17,90
03026;Besson;2008;13,00
03026;Besson;2013;10,60
03026;Besson;2018;8,60
03027;Bézenet;2008;25,70
03027;Bézenet;2013;29,40
03027;Bézenet;2018;18,80
03028;Billezois;2008;11,10
03028;Billezois;2013;14,30
03028;Billezois;2018;8,10
03029;Billy;2008;11,40
03029;Billy;2013;14,50
03029;Billy;2018;17,10
03030;Biozat;2008;21,90
03030;Biozat;2013;10,70
03030;Biozat;2018;7,40
03031;Bizeneuille;2008;18,70
03031;Bizeneuille;2013;14,80
03031;Bizeneuille;2018;10,70
03032;Blomard;2008;13,00
03032;Blomard;2013;12,50
03032;Blomard;2018;59,10
03033;Bost;2008;0,00
03033;Bost;2013;9,10
03033;Bost;2018;9,10
03034;Boucé;2008;10,50
03034;Boucé;2013;16,10
03034;Boucé;2018;14,80
03035;Le Bouchaud;2008;6,20
03035;Le Bouchaud;2013;20,00
03035;Le Bouchaud;2018;25,00
03036;Bourbon-l'Archambault;2008;20,00
03036;Bourbon-l'Archambault;2013;19,80
03036;Bourbon-l'Archambault;2018;17,80
03037;Braize;2008;19,00
03037;Braize;2013;12,00
03037;Braize;2018;33,30
03038;Bransat;2008;26,90
03038;Bransat;2013;11,40
03038;Bransat;2018;10,00
03039;Bresnay;2008;17,10
03039;Bresnay;2013;16,70
03039;Bresnay;2018;21,90
03040;Bressolles;2008;8,50
03040;Bressolles;2013;13,80
03040;Bressolles;2018;13,00
03041;Le Brethon;2008;9,10
03041;Le Brethon;2013;12,00
03041;Le Brethon;2018;4,90
03042;Le Breuil;2008;21,30
03042;Le Breuil;2013;11,60
03042;Le Breuil;2018;15,50
03043;Broût-Vernet;2008;11,70
03043;Broût-Vernet;2013;20,40
03043;Broût-Vernet;2018;8,70
03044;Brugheas;2008;13,60
03044;Brugheas;2013;17,90
03044;Brugheas;2018;9,20
03045;Busset;2008;13,00
03045;Busset;2013;24,70
03045;Busset;2018;16,90
03046;Buxières-les-Mines;2008;31,50
03046;Buxières-les-Mines;2013;34,20
03046;Buxières-les-Mines;2018;13,50
03047;La Celle;2008;10,90
03047;La Celle;2013;5,30
03047;La Celle;2018;25,00
03048;Cérilly;2008;19,80
03048;Cérilly;2013;20,30
03048;Cérilly;2018;13,10
03049;Cesset;2008;16,70
03049;Cesset;2013;21,70
03049;Cesset;2018;28,10
03050;La Chabanne;2008;6,70
03050;La Chabanne;2013;23,50
03050;La Chabanne;2018;14,30
03051;Chambérat;2008;7,10
03051;Chambérat;2013;28,60
03051;Chambérat;2018;22,80
03052;Chamblet;2008;23,30
03052;Chamblet;2013;22,30
03052;Chamblet;2018;9,10
03053;Chantelle;2008;7,00
03053;Chantelle;2013;22,80
03053;Chantelle;2018;9,70
03054;Chapeau;2008;33,30
03054;Chapeau;2013;25,00
03054;Chapeau;2018;13,60
03055;La Chapelaude;2008;12,30
03055;La Chapelaude;2013;17,10
03055;La Chapelaude;2018;16,10
03056;La Chapelle;2008;13,30
03056;La Chapelle;2013;7,10
03056;La Chapelle;2018;0,00
03057;La Chapelle-aux-Chasses;2008;18,20
03057;La Chapelle-aux-Chasses;2013;21,10
03057;La Chapelle-aux-Chasses;2018;14,30
03058;Chappes;2008;5,60
03058;Chappes;2013;4,30
03058;Chappes;2018;26,30
03059;Chareil-Cintrat;2008;26,30
03059;Chareil-Cintrat;2013;31,80
03059;Chareil-Cintrat;2018;14,30
03060;Charmeil;2008;5,80
03060;Charmeil;2013;6,90
03060;Charmeil;2018;16,20
03061;Charmes;2008;9,70
03061;Charmes;2013;17,00
03061;Charmes;2018;0,00
03062;Charroux;2008;0,00
03062;Charroux;2013;15,40
03062;Charroux;2018;14,70
03063;Chassenard;2008;12,20
03063;Chassenard;2013;15,30
03063;Chassenard;2018;14,60
03064;Château-sur-Allier;2008;15,40
03064;Château-sur-Allier;2013;44,40
03064;Château-sur-Allier;2018;37,50
03065;Châtel-de-Neuvre;2008;20,00
03065;Châtel-de-Neuvre;2013;12,10
03065;Châtel-de-Neuvre;2018;20,00
03066;Châtel-Montagne;2008;16,00
03066;Châtel-Montagne;2013;25,00
03066;Châtel-Montagne;2018;33,30
03067;Châtelperron;2008;20,00
03067;Châtelperron;2013;20,00
03067;Châtelperron;2018;10,50
03068;Châtelus;2008;23,10
03068;Châtelus;2013;12,50
03068;Châtelus;2018;60,00
03069;Châtillon;2008;23,30
03069;Châtillon;2013;20,70
03069;Châtillon;2018;25,00
03070;Chavenon;2008;31,20
03070;Chavenon;2013;25,00
03070;Chavenon;2018;0,00
03071;Chavroches;2008;15,40
03071;Chavroches;2013;25,00
03071;Chavroches;2018;10,50
03072;Chazemais;2008;6,10
03072;Chazemais;2013;10,40
03072;Chazemais;2018;6,30
03073;Chemilly;2008;6,70
03073;Chemilly;2013;17,90
03073;Chemilly;2018;11,70
03074;Chevagnes;2008;6,00
03074;Chevagnes;2013;6,40
03074;Chevagnes;2018;15,40
03075;Chezelle;2008;13,30
03075;Chezelle;2013;30,40
03075;Chezelle;2018;26,70
03076;Chézy;2008;0,00
03076;Chézy;2013;10,50
03076;Chézy;2018;8,30
03077;Chirat-l'Église;2008;22,20
03077;Chirat-l'Église;2013;6,70
03077;Chirat-l'Église;2018;20,00
03078;Chouvigny;2008;15,80
03078;Chouvigny;2013;16,70
03078;Chouvigny;2018;20,00
03079;Cindré;2008;14,70
03079;Cindré;2013;0,00
03079;Cindré;2018;24,90
03080;Cognat-Lyonne;2008;16,40
03080;Cognat-Lyonne;2013;15,60
03080;Cognat-Lyonne;2018;8,50
03081;Colombier;2008;10,50
03081;Colombier;2013;12,50
03081;Colombier;2018;31,60
03082;Commentry;2008;18,50
03082;Commentry;2013;28,80
03082;Commentry;2018;27,10
03083;Contigny;2008;12,30
03083;Contigny;2013;21,80
03083;Contigny;2018;27,30
03084;Cosne-d'Allier;2008;26,00
03084;Cosne-d'Allier;2013;25,70
03084;Cosne-d'Allier;2018;17,10
03085;Coulandon;2008;13,00
03085;Coulandon;2013;13,40
03085;Coulandon;2018;13,10
03086;Coulanges;2008;7,40
03086;Coulanges;2013;10,00
03086;Coulanges;2018;14,30
03087;Couleuvre;2008;12,80
03087;Couleuvre;2013;28,60
03087;Couleuvre;2018;30,50
03088;Courçais;2008;17,40
03088;Courçais;2013;10,30
03088;Courçais;2018;21,60
03089;Coutansouze;2008;12,50
03089;Coutansouze;2013;14,30
03089;Coutansouze;2018;0,00
03090;Couzon;2008;16,00
03090;Couzon;2013;5,60
03090;Couzon;2018;13,50
03091;Créchy;2008;13,80
03091;Créchy;2013;18,60
03091;Créchy;2018;27,10
03092;Cressanges;2008;11,80
03092;Cressanges;2013;9,50
03092;Cressanges;2018;14,50
03093;Creuzier-le-Neuf;2008;5,00
03093;Creuzier-le-Neuf;2013;8,00
03093;Creuzier-le-Neuf;2018;8,60
03094;Creuzier-le-Vieux;2008;9,80
03094;Creuzier-le-Vieux;2013;11,90
03094;Creuzier-le-Vieux;2018;14,80
03095;Cusset;2008;17,70
03095;Cusset;2013;21,60
03095;Cusset;2018;21,80
03096;Deneuille-lès-Chantelle;2008;14,30
03096;Deneuille-lès-Chantelle;2013;0,00
03096;Deneuille-lès-Chantelle;2018;40,00
03097;Deneuille-les-Mines;2008;16,70
03097;Deneuille-les-Mines;2013;15,60
03097;Deneuille-les-Mines;2018;5,30
03098;Désertines;2008;13,50
03098;Désertines;2013;16,80
03098;Désertines;2018;21,90
03099;Deux-Chaises;2008;8,10
03099;Deux-Chaises;2013;16,20
03099;Deux-Chaises;2018;10,90
03100;Diou;2008;17,00
03100;Diou;2013;16,70
03100;Diou;2018;19,40
03101;Domérat;2008;14,60
03101;Domérat;2013;19,10
03101;Domérat;2018;18,20
03102;Dompierre-sur-Besbre;2008;20,90
03102;Dompierre-sur-Besbre;2013;18,40
03102;Dompierre-sur-Besbre;2018;18,80
03103;Le Donjon;2008;17,90
03103;Le Donjon;2013;21,50
03103;Le Donjon;2018;30,90
03104;Doyet;2008;24,70
03104;Doyet;2013;9,40
03104;Doyet;2018;20,00
03105;Droiturier;2008;23,80
03105;Droiturier;2013;34,60
03105;Droiturier;2018;12,50
03106;Durdat-Larequille;2008;19,40
03106;Durdat-Larequille;2013;23,20
03106;Durdat-Larequille;2018;14,30
03107;Ébreuil;2008;13,50
03107;Ébreuil;2013;30,30
03107;Ébreuil;2018;26,80
03108;Échassières;2008;17,40
03108;Échassières;2013;22,20
03108;Échassières;2018;23,50
03109;Escurolles;2008;8,90
03109;Escurolles;2013;10,40
03109;Escurolles;2018;17,80
03110;Espinasse-Vozelle;2008;17,10
03110;Espinasse-Vozelle;2013;6,60
03110;Espinasse-Vozelle;2018;1,50
03111;Estivareilles;2008;13,70
03111;Estivareilles;2013;16,20
03111;Estivareilles;2018;14,10
03112;Étroussat;2008;22,20
03112;Étroussat;2013;23,50
03112;Étroussat;2018;20,30
03113;Ferrières-sur-Sichon;2008;11,50
03113;Ferrières-sur-Sichon;2013;6,40
03113;Ferrières-sur-Sichon;2018;16,80
03114;La Ferté-Hauterive;2008;10,00
03114;La Ferté-Hauterive;2013;7,70
03114;La Ferté-Hauterive;2018;16,00
03115;Fleuriel;2008;22,50
03115;Fleuriel;2013;11,10
03115;Fleuriel;2018;10,00
03116;Fourilles;2008;13,30
03116;Fourilles;2013;38,50
03116;Fourilles;2018;7,10
03117;Franchesse;2008;17,00
03117;Franchesse;2013;12,50
03117;Franchesse;2018;21,20
03118;Gannat;2008;18,00
03118;Gannat;2013;23,30
03118;Gannat;2018;20,40
03119;Gannay-sur-Loire;2008;6,30
03119;Gannay-sur-Loire;2013;3,60
03119;Gannay-sur-Loire;2018;9,10
03120;Garnat-sur-Engièvre;2008;8,90
03120;Garnat-sur-Engièvre;2013;18,00
03120;Garnat-sur-Engièvre;2018;22,40
03121;Gennetines;2008;4,90
03121;Gennetines;2013;19,60
03121;Gennetines;2018;17,50
03122;Gipcy;2008;9,10
03122;Gipcy;2013;38,50
03122;Gipcy;2018;0,00
03124;Gouise;2008;3,60
03124;Gouise;2013;10,00
03124;Gouise;2018;25,00
03125;La Guillermie;2008;14,30
03125;La Guillermie;2013;22,20
03125;La Guillermie;2018;23,10
03126;Hauterive;2008;13,80
03126;Hauterive;2013;16,70
03126;Hauterive;2018;13,20
03127;Hérisson;2008;14,30
03127;Hérisson;2013;5,00
03127;Hérisson;2018;5,40
03128;Huriel;2008;9,50
03128;Huriel;2013;17,80
03128;Huriel;2018;11,20
03129;Hyds;2008;5,00
03129;Hyds;2013;33,30
03129;Hyds;2018;12,50
03130;Isle-et-Bardais;2008;4,30
03130;Isle-et-Bardais;2013;30,80
03130;Isle-et-Bardais;2018;23,80
03131;Isserpent;2008;11,60
03131;Isserpent;2013;3,20
03131;Isserpent;2018;11,60
03132;Jaligny-sur-Besbre;2008;18,20
03132;Jaligny-sur-Besbre;2013;17,40
03132;Jaligny-sur-Besbre;2018;15,70
03133;Jenzat;2008;11,90
03133;Jenzat;2013;11,60
03133;Jenzat;2018;11,60
03134;Laféline;2008;8,30
03134;Laféline;2013;0,00
03134;Laféline;2018;11,10
03135;Lalizolle;2008;17,90
03135;Lalizolle;2013;28,60
03135;Lalizolle;2018;25,00
03136;Lamaids;2008;25,00
03136;Lamaids;2013;9,10
03136;Lamaids;2018;0,00
03137;Langy;2008;8,70
03137;Langy;2013;10,50
03137;Langy;2018;11,80
03138;Lapalisse;2008;14,30
03138;Lapalisse;2013;18,10
03138;Lapalisse;2018;22,90
03139;Laprugne;2008;21,90
03139;Laprugne;2013;20,00
03139;Laprugne;2018;0,00
03140;Lavault-Sainte-Anne;2008;29,50
03140;Lavault-Sainte-Anne;2013;21,20
03140;Lavault-Sainte-Anne;2018;18,40
03141;Lavoine;2008;14,30
03141;Lavoine;2013;22,20
03141;Lavoine;2018;0,00
03142;Lenax;2008;7,10
03142;Lenax;2013;25,00
03142;Lenax;2018;21,70
03143;Lételon;2008;50,00
03143;Lételon;2013;25,00
03143;Lételon;2018;20,00
03144;Liernolles;2008;8,00
03144;Liernolles;2013;12,50
03144;Liernolles;2018;0,00
03145;Lignerolles;2008;10,00
03145;Lignerolles;2013;8,10
03145;Lignerolles;2018;18,10
03146;Limoise;2008;4,00
03146;Limoise;2013;8,20
03146;Limoise;2018;6,60
03147;Loddes;2008;15,40
03147;Loddes;2013;20,00
03147;Loddes;2018;22,20
03148;Loriges;2008;18,40
03148;Loriges;2013;25,80
03148;Loriges;2018;17,40
03149;Louchy-Montfand;2008;2,30
03149;Louchy-Montfand;2013;10,00
03149;Louchy-Montfand;2018;16,60
03150;Louroux-Bourbonnais;2008;5,60
03150;Louroux-Bourbonnais;2013;7,70
03150;Louroux-Bourbonnais;2018;50,40
03151;Louroux-de-Beaune;2008;8,30
03151;Louroux-de-Beaune;2013;23,10
03151;Louroux-de-Beaune;2018;11,10
03152;Louroux-de-Bouble;2008;5,00
03152;Louroux-de-Bouble;2013;30,80
03152;Louroux-de-Bouble;2018;26,00
03154;Luneau;2008;0,00
03154;Luneau;2013;30,80
03154;Luneau;2018;20,00
03155;Lurcy-Lévis;2008;10,60
03155;Lurcy-Lévis;2013;16,40
03155;Lurcy-Lévis;2018;21,90
03156;Lusigny;2008;8,20
03156;Lusigny;2013;7,70
03156;Lusigny;2018;11,10
03157;Magnet;2008;21,70
03157;Magnet;2013;14,80
03157;Magnet;2018;16,10
03158;Haut-Bocage;2008;23,00
03158;Haut-Bocage;2013;17,40
03158;Haut-Bocage;2018;15,40
03159;Malicorne;2008;24,30
03159;Malicorne;2013;20,20
03159;Malicorne;2018;20,30
03160;Marcenat;2008;27,60
03160;Marcenat;2013;19,20
03160;Marcenat;2018;15,20
03161;Marcillat-en-Combraille;2008;10,80
03161;Marcillat-en-Combraille;2013;9,20
03161;Marcillat-en-Combraille;2018;15,20
03162;Marigny;2008;0,00
03162;Marigny;2013;14,30
03162;Marigny;2018;0,00
03163;Mariol;2008;11,10
03163;Mariol;2013;4,10
03163;Mariol;2018;12,70
03164;Le Mayet-d'École;2008;9,50
03164;Le Mayet-d'École;2013;28,10
03164;Le Mayet-d'École;2018;40,90
03165;Le Mayet-de-Montagne;2008;7,00
03165;Le Mayet-de-Montagne;2013;13,90
03165;Le Mayet-de-Montagne;2018;12,90
03166;Mazerier;2008;11,80
03166;Mazerier;2013;17,40
03166;Mazerier;2018;7,10
03167;Mazirat;2008;18,20
03167;Mazirat;2013;11,10
03167;Mazirat;2018;8,70
03168;Meaulne-Vitray;2008;14,90
03168;Meaulne-Vitray;2013;25,40
03168;Meaulne-Vitray;2018;20,00
03169;Meillard;2008;17,60
03169;Meillard;2013;8,00
03169;Meillard;2018;11,30
03170;Meillers;2008;7,70
03170;Meillers;2013;0,00
03170;Meillers;2018;0,00
03171;Mercy;2008;21,10
03171;Mercy;2013;22,20
03171;Mercy;2018;7,10
03172;Mesples;2008;22,20
03172;Mesples;2013;42,90
03172;Mesples;2018;33,30
03173;Molinet;2008;11,80
03173;Molinet;2013;10,50
03173;Molinet;2018;11,80
03174;Molles;2008;12,70
03174;Molles;2013;10,90
03174;Molles;2018;9,20
03175;Monestier;2008;23,30
03175;Monestier;2013;47,80
03175;Monestier;2018;4,50
03176;Monétay-sur-Allier;2008;8,20
03176;Monétay-sur-Allier;2013;22,20
03176;Monétay-sur-Allier;2018;12,20
03177;Monétay-sur-Loire;2008;21,70
03177;Monétay-sur-Loire;2013;21,40
03177;Monétay-sur-Loire;2018;15,00
03178;Montaiguët-en-Forez;2008;21,90
03178;Montaiguët-en-Forez;2013;35,70
03178;Montaiguët-en-Forez;2018;20,00
03179;Montaigu-le-Blin;2008;13,00
03179;Montaigu-le-Blin;2013;16,70
03179;Montaigu-le-Blin;2018;9,80
03180;Montbeugny;2008;7,40
03180;Montbeugny;2013;8,20
03180;Montbeugny;2018;12,30
03181;Montcombroux-les-Mines;2008;24,30
03181;Montcombroux-les-Mines;2013;35,20
03181;Montcombroux-les-Mines;2018;28,50
03182;Monteignet-sur-l'Andelot;2008;11,80
03182;Monteignet-sur-l'Andelot;2013;21,40
03182;Monteignet-sur-l'Andelot;2018;7,70
03183;Le Montet;2008;5,90
03183;Le Montet;2013;22,20
03183;Le Montet;2018;14,30
03184;Montilly;2008;13,50
03184;Montilly;2013;3,20
03184;Montilly;2018;16,70
03185;Montluçon;2008;16,00
03185;Montluçon;2013;20,60
03185;Montluçon;2018;17,00
03186;Montmarault;2008;16,20
03186;Montmarault;2013;19,70
03186;Montmarault;2018;26,70
03187;Montoldre;2008;10,60
03187;Montoldre;2013;20,50
03187;Montoldre;2018;11,40
03188;Montord;2008;7,40
03188;Montord;2013;15,00
03188;Montord;2018;16,70
03189;Montvicq;2008;13,80
03189;Montvicq;2013;29,90
03189;Montvicq;2018;19,40
03190;Moulins;2008;17,20
03190;Moulins;2013;19,40
03190;Moulins;2018;19,70
03191;Murat;2008;15,40
03191;Murat;2013;33,30
03191;Murat;2018;15,80
03192;Nades;2008;55,50
03192;Nades;2013;13,20
03192;Nades;2018;63,80
03193;Nassigny;2008;9,10
03193;Nassigny;2013;28,60
03193;Nassigny;2018;27,80
03194;Naves;2008;0,00
03194;Naves;2013;0,00
03194;Naves;2018;25,00
03195;Néris-les-Bains;2008;13,30
03195;Néris-les-Bains;2013;14,50
03195;Néris-les-Bains;2018;15,00
03196;Neuilly-en-Donjon;2008;0,00
03196;Neuilly-en-Donjon;2013;27,30
03196;Neuilly-en-Donjon;2018;9,10
03197;Neuilly-le-Réal;2008;6,60
03197;Neuilly-le-Réal;2013;10,30
03197;Neuilly-le-Réal;2018;14,00
03198;Neure;2008;20,00
03198;Neure;2013;16,70
03198;Neure;2018;15,40
03200;Neuvy;2008;9,20
03200;Neuvy;2013;6,80
03200;Neuvy;2018;12,20
03201;Nizerolles;2008;10,50
03201;Nizerolles;2013;12,90
03201;Nizerolles;2018;12,20
03202;Noyant-d'Allier;2008;20,40
03202;Noyant-d'Allier;2013;30,40
03202;Noyant-d'Allier;2018;20,60
03203;Paray-le-Frésil;2008;14,00
03203;Paray-le-Frésil;2013;36,40
03203;Paray-le-Frésil;2018;26,90
03204;Paray-sous-Briailles;2008;15,70
03204;Paray-sous-Briailles;2013;15,00
03204;Paray-sous-Briailles;2018;16,10
03205;Périgny;2008;16,30
03205;Périgny;2013;11,40
03205;Périgny;2018;16,30
03206;La Petite-Marche;2008;10,00
03206;La Petite-Marche;2013;17,60
03206;La Petite-Marche;2018;20,00
03207;Pierrefitte-sur-Loire;2008;18,20
03207;Pierrefitte-sur-Loire;2013;19,00
03207;Pierrefitte-sur-Loire;2018;13,30
03208;Le Pin;2008;4,30
03208;Le Pin;2013;20,60
03208;Le Pin;2018;15,60
03209;Poëzat;2008;12,50
03209;Poëzat;2013;14,30
03209;Poëzat;2018;9,10
03210;Pouzy-Mésangy;2008;26,70
03210;Pouzy-Mésangy;2013;6,90
03210;Pouzy-Mésangy;2018;7,60
03211;Prémilhat;2008;11,70
03211;Prémilhat;2013;30,50
03211;Prémilhat;2018;16,90
03212;Quinssaines;2008;13,90
03212;Quinssaines;2013;17,10
03212;Quinssaines;2018;6,80
03213;Reugny;2008;0,00
03213;Reugny;2013;16,70
03213;Reugny;2018;5,00
03214;Rocles;2008;7,70
03214;Rocles;2013;13,80
03214;Rocles;2018;10,70
03215;Rongères;2008;13,30
03215;Rongères;2013;20,50
03215;Rongères;2018;5,60
03216;Ronnet;2008;11,10
03216;Ronnet;2013;10,00
03216;Ronnet;2018;23,10
03217;Saint-Angel;2008;8,10
03217;Saint-Angel;2013;14,90
03217;Saint-Angel;2018;10,00
03218;Saint-Aubin-le-Monial;2008;12,50
03218;Saint-Aubin-le-Monial;2013;6,70
03218;Saint-Aubin-le-Monial;2018;10,50
03219;Saint-Bonnet-de-Four;2008;7,10
03219;Saint-Bonnet-de-Four;2013;7,10
03219;Saint-Bonnet-de-Four;2018;31,20
03220;Saint-Bonnet-de-Rochefort;2008;16,70
03220;Saint-Bonnet-de-Rochefort;2013;30,00
03220;Saint-Bonnet-de-Rochefort;2018;12,30
03221;Saint-Bonnet-Tronçais;2008;11,60
03221;Saint-Bonnet-Tronçais;2013;28,60
03221;Saint-Bonnet-Tronçais;2018;15,20
03222;Saint-Caprais;2008;28,60
03222;Saint-Caprais;2013;0,00
03222;Saint-Caprais;2018;0,00
03223;Saint-Christophe;2008;15,40
03223;Saint-Christophe;2013;6,80
03223;Saint-Christophe;2018;13,60
03224;Saint-Clément;2008;24,00
03224;Saint-Clément;2013;20,00
03224;Saint-Clément;2018;9,70
03225;Saint-Désiré;2008;11,40
03225;Saint-Désiré;2013;16,10
03225;Saint-Désiré;2018;22,00
03226;Saint-Didier-en-Donjon;2008;22,70
03226;Saint-Didier-en-Donjon;2013;7,10
03226;Saint-Didier-en-Donjon;2018;12,50
03227;Saint-Didier-la-Forêt;2008;11,10
03227;Saint-Didier-la-Forêt;2013;33,30
03227;Saint-Didier-la-Forêt;2018;18,20
03228;Saint-Éloy-d'Allier;2008;0,00
03228;Saint-Éloy-d'Allier;2013;0,00
03228;Saint-Éloy-d'Allier;2018;0,00
03229;Saint-Ennemond;2008;5,40
03229;Saint-Ennemond;2013;13,80
03229;Saint-Ennemond;2018;11,80
03230;Saint-Étienne-de-Vicq;2008;25,60
03230;Saint-Étienne-de-Vicq;2013;17,20
03230;Saint-Étienne-de-Vicq;2018;12,50
03231;Saint-Fargeol;2008;28,60
03231;Saint-Fargeol;2013;7,70
03231;Saint-Fargeol;2018;33,30
03232;Saint-Félix;2008;6,70
03232;Saint-Félix;2013;21,40
03232;Saint-Félix;2018;8,00
03233;Saint-Genest;2008;12,50
03233;Saint-Genest;2013;35,00
03233;Saint-Genest;2018;20,00
03234;Saint-Gérand-de-Vaux;2008;15,00
03234;Saint-Gérand-de-Vaux;2013;9,40
03234;Saint-Gérand-de-Vaux;2018;18,50
03235;Saint-Gérand-le-Puy;2008;14,90
03235;Saint-Gérand-le-Puy;2013;20,00
03235;Saint-Gérand-le-Puy;2018;21,60
03236;Saint-Germain-des-Fossés;2008;16,40
03236;Saint-Germain-des-Fossés;2013;25,40
03236;Saint-Germain-des-Fossés;2018;20,10
03237;Saint-Germain-de-Salles;2008;17,90
03237;Saint-Germain-de-Salles;2013;27,60
03237;Saint-Germain-de-Salles;2018;24,30
03238;Saint-Hilaire;2008;29,60
03238;Saint-Hilaire;2013;25,70
03238;Saint-Hilaire;2018;11,60
03239;Saint-Léger-sur-Vouzance;2008;7,10
03239;Saint-Léger-sur-Vouzance;2013;0,00
03239;Saint-Léger-sur-Vouzance;2018;0,00
03240;Saint-Léon;2008;6,20
03240;Saint-Léon;2013;10,30
03240;Saint-Léon;2018;14,70
03241;Saint-Léopardin-d'Augy;2008;16,20
03241;Saint-Léopardin-d'Augy;2013;20,00
03241;Saint-Léopardin-d'Augy;2018;16,20
03242;Saint-Loup;2008;6,20
03242;Saint-Loup;2013;10,50
03242;Saint-Loup;2018;14,80
03243;Saint-Marcel-en-Murat;2008;0,00
03243;Saint-Marcel-en-Murat;2013;21,10
03243;Saint-Marcel-en-Murat;2018;12,50
03244;Saint-Marcel-en-Marcillat;2008;11,10
03244;Saint-Marcel-en-Marcillat;2013;25,00
03244;Saint-Marcel-en-Marcillat;2018;0,00
03245;Saint-Martin-des-Lais;2008;11,80
03245;Saint-Martin-des-Lais;2013;8,30
03245;Saint-Martin-des-Lais;2018;11,10
03246;Saint-Martinien;2008;10,90
03246;Saint-Martinien;2013;14,00
03246;Saint-Martinien;2018;12,20
03247;Saint-Menoux;2008;32,30
03247;Saint-Menoux;2013;13,50
03247;Saint-Menoux;2018;15,30
03248;Saint-Nicolas-des-Biefs;2008;8,30
03248;Saint-Nicolas-des-Biefs;2013;27,30
03248;Saint-Nicolas-des-Biefs;2018;8,30
03249;Saint-Palais;2008;13,30
03249;Saint-Palais;2013;33,30
03249;Saint-Palais;2018;0,00
03250;Saint-Pierre-Laval;2008;8,30
03250;Saint-Pierre-Laval;2013;17,40
03250;Saint-Pierre-Laval;2018;5,60
03251;Saint-Plaisir;2008;15,40
03251;Saint-Plaisir;2013;21,60
03251;Saint-Plaisir;2018;14,40
03252;Saint-Pont;2008;7,10
03252;Saint-Pont;2013;5,90
03252;Saint-Pont;2018;18,90
03253;Saint-Pourçain-sur-Besbre;2008;15,10
03253;Saint-Pourçain-sur-Besbre;2013;18,70
03253;Saint-Pourçain-sur-Besbre;2018;13,30
03254;Saint-Pourçain-sur-Sioule;2008;23,90
03254;Saint-Pourçain-sur-Sioule;2013;25,10
03254;Saint-Pourçain-sur-Sioule;2018;22,90
03255;Saint-Priest-d'Andelot;2008;0,00
03255;Saint-Priest-d'Andelot;2013;0,00
03255;Saint-Priest-d'Andelot;2018;10,00
03256;Saint-Priest-en-Murat;2008;14,30
03256;Saint-Priest-en-Murat;2013;43,80
03256;Saint-Priest-en-Murat;2018;15,00
03257;Saint-Prix;2008;17,90
03257;Saint-Prix;2013;18,20
03257;Saint-Prix;2018;20,00
03258;Saint-Rémy-en-Rollat;2008;22,60
03258;Saint-Rémy-en-Rollat;2013;13,70
03258;Saint-Rémy-en-Rollat;2018;12,20
03259;Saint-Sauvier;2008;15,80
03259;Saint-Sauvier;2013;20,00
03259;Saint-Sauvier;2018;12,50
03260;Saint-Sornin;2008;36,00
03260;Saint-Sornin;2013;20,00
03260;Saint-Sornin;2018;18,20
03261;Sainte-Thérence;2008;0,00
03261;Sainte-Thérence;2013;13,00
03261;Sainte-Thérence;2018;11,80
03262;Saint-Victor;2008;13,10
03262;Saint-Victor;2013;20,20
03262;Saint-Victor;2018;21,50
03263;Saint-Voir;2008;23,80
03263;Saint-Voir;2013;28,60
03263;Saint-Voir;2018;9,50
03264;Saint-Yorre;2008;16,50
03264;Saint-Yorre;2013;17,70
03264;Saint-Yorre;2018;15,20
03265;Saligny-sur-Roudon;2008;11,00
03265;Saligny-sur-Roudon;2013;12,90
03265;Saligny-sur-Roudon;2018;12,80
03266;Sanssat;2008;13,00
03266;Sanssat;2013;5,90
03266;Sanssat;2018;4,50
03267;Saulcet;2008;15,00
03267;Saulcet;2013;24,60
03267;Saulcet;2018;15,70
03268;Saulzet;2008;8,30
03268;Saulzet;2013;21,40
03268;Saulzet;2018;12,50
03269;Sauvagny;2008;0,00
