codgeo;libgeo;an;part_non_inseres
01001;L'Abergement-Clémenciat;2008;8,30
01001;L'Abergement-Clémenciat;2013;14,90
01001;L'Abergement-Clémenciat;2018;18,90
01002;L'Abergement-de-Varey;2008;8,30
01002;L'Abergement-de-Varey;2013;11,10
01002;L'Abergement-de-Varey;2018;26,70
01004;Ambérieu-en-Bugey;2008;15,90
01004;Ambérieu-en-Bugey;2013;18,00
01004;Ambérieu-en-Bugey;2018;18,00
01005;Ambérieux-en-Dombes;2008;12,10
01005;Ambérieux-en-Dombes;2013;16,70
01005;Ambérieux-en-Dombes;2018;9,30
01006;Ambléon;2008;0,00
01006;Ambléon;2013;18,20
01006;Ambléon;2018;30,00
01007;Ambronay;2008;11,70
01007;Ambronay;2013;15,20
01007;Ambronay;2018;10,90
01008;Ambutrix;2008;13,30
01008;Ambutrix;2013;18,80
01008;Ambutrix;2018;7,40
01009;Andert-et-Condon;2008;6,90
01009;Andert-et-Condon;2013;10,70
01009;Andert-et-Condon;2018;23,30
01010;Anglefort;2008;8,00
01010;Anglefort;2013;16,00
01010;Anglefort;2018;14,70
01011;Apremont;2008;9,10
01011;Apremont;2013;20,00
01011;Apremont;2018;14,80
01012;Aranc;2008;9,50
01012;Aranc;2013;21,40
01012;Aranc;2018;29,90
01013;Arandas;2008;0,00
01013;Arandas;2013;10,00
01013;Arandas;2018;30,80
01014;Arbent;2008;13,70
01014;Arbent;2013;15,20
01014;Arbent;2018;22,80
01015;Arboys en Bugey;2008;17,10
01015;Arboys en Bugey;2013;11,10
01015;Arboys en Bugey;2018;15,90
01016;Arbigny;2008;15,40
01016;Arbigny;2013;18,40
01016;Arbigny;2018;8,80
01017;Argis;2008;17,50
01017;Argis;2013;10,80
01017;Argis;2018;21,10
01019;Armix;2008;
01019;Armix;2013;0,00
01019;Armix;2018;100,00
01021;Ars-sur-Formans;2008;5,90
01021;Ars-sur-Formans;2013;11,30
01021;Ars-sur-Formans;2018;16,20
01022;Artemare;2008;14,80
01022;Artemare;2013;15,00
01022;Artemare;2018;19,10
01023;Asnières-sur-Saône;2008;28,60
01023;Asnières-sur-Saône;2013;0,00
01023;Asnières-sur-Saône;2018;28,60
01024;Attignat;2008;1,90
01024;Attignat;2013;11,50
01024;Attignat;2018;12,60
01025;Bâgé-Dommartin;2008;9,50
01025;Bâgé-Dommartin;2013;13,50
01025;Bâgé-Dommartin;2018;12,20
01026;Bâgé-le-Châtel;2008;10,10
01026;Bâgé-le-Châtel;2013;19,30
01026;Bâgé-le-Châtel;2018;13,30
01027;Balan;2008;3,20
01027;Balan;2013;5,20
01027;Balan;2018;4,70
01028;Baneins;2008;15,30
01028;Baneins;2013;14,50
01028;Baneins;2018;4,20
01029;Beaupont;2008;6,50
01029;Beaupont;2013;29,50
01029;Beaupont;2018;23,20
01030;Beauregard;2008;19,60
01030;Beauregard;2013;16,10
01030;Beauregard;2018;10,90
01031;Bellignat;2008;16,00
01031;Bellignat;2013;17,60
01031;Bellignat;2018;16,30
01032;Béligneux;2008;11,00
01032;Béligneux;2013;14,90
01032;Béligneux;2018;12,10
01033;Valserhône;2008;17,30
01033;Valserhône;2013;22,20
01033;Valserhône;2018;17,80
01034;Belley;2008;16,50
01034;Belley;2013;18,80
01034;Belley;2018;22,10
01035;Belleydoux;2008;19,20
01035;Belleydoux;2013;12,00
01035;Belleydoux;2018;17,60
01036;Valromey-sur-Séran;2008;11,20
01036;Valromey-sur-Séran;2013;15,50
01036;Valromey-sur-Séran;2018;13,50
01037;Bénonces;2008;15,40
01037;Bénonces;2013;22,20
01037;Bénonces;2018;18,50
01038;Bény;2008;1,70
01038;Bény;2013;11,90
01038;Bény;2018;12,00
01039;Béon;2008;13,90
01039;Béon;2013;24,00
01039;Béon;2018;15,20
01040;Béréziat;2008;7,90
01040;Béréziat;2013;17,80
01040;Béréziat;2018;8,00
01041;Bettant;2008;9,80
01041;Bettant;2013;17,50
01041;Bettant;2018;14,10
01042;Bey;2008;13,60
01042;Bey;2013;7,70
01042;Bey;2018;4,00
01043;Beynost;2008;9,10
01043;Beynost;2013;10,90
01043;Beynost;2018;10,80
01044;Billiat;2008;6,70
01044;Billiat;2013;10,70
01044;Billiat;2018;18,20
01045;Birieux;2008;0,00
01045;Birieux;2013;0,00
01045;Birieux;2018;4,50
01046;Biziat;2008;7,80
01046;Biziat;2013;14,60
01046;Biziat;2018;13,60
01047;Blyes;2008;6,80
01047;Blyes;2013;12,20
01047;Blyes;2018;10,00
01049;La Boisse;2008;10,70
01049;La Boisse;2013;10,60
01049;La Boisse;2018;10,10
01050;Boissey;2008;9,10
01050;Boissey;2013;4,50
01050;Boissey;2018;8,30
01051;Bolozon;2008;11,10
01051;Bolozon;2013;14,30
01051;Bolozon;2018;100,00
01052;Bouligneux;2008;5,60
01052;Bouligneux;2013;12,00
01052;Bouligneux;2018;12,50
01053;Bourg-en-Bresse;2008;14,60
01053;Bourg-en-Bresse;2013;19,90
01053;Bourg-en-Bresse;2018;21,20
01054;Bourg-Saint-Christophe;2008;5,90
01054;Bourg-Saint-Christophe;2013;7,70
01054;Bourg-Saint-Christophe;2018;8,40
01056;Boyeux-Saint-Jérôme;2008;10,00
01056;Boyeux-Saint-Jérôme;2013;18,70
01056;Boyeux-Saint-Jérôme;2018;9,50
01057;Boz;2008;15,30
01057;Boz;2013;16,10
01057;Boz;2018;13,30
01058;Brégnier-Cordon;2008;19,20
01058;Brégnier-Cordon;2013;19,70
01058;Brégnier-Cordon;2018;12,10
01060;Brénod;2008;7,00
01060;Brénod;2013;10,90
01060;Brénod;2018;10,90
01061;Brens;2008;12,40
01061;Brens;2013;16,80
01061;Brens;2018;5,80
01062;Bressolles;2008;6,70
01062;Bressolles;2013;4,50
01062;Bressolles;2018;7,40
01063;Brion;2008;7,50
01063;Brion;2013;14,90
01063;Brion;2018;9,40
01064;Briord;2008;14,50
01064;Briord;2013;25,40
01064;Briord;2018;12,90
01065;Buellas;2008;6,80
01065;Buellas;2013;4,30
01065;Buellas;2018;6,00
01066;La Burbanche;2008;37,50
01066;La Burbanche;2013;16,70
01066;La Burbanche;2018;0,00
01067;Ceignes;2008;8,30
01067;Ceignes;2013;10,30
01067;Ceignes;2018;3,70
01068;Cerdon;2008;18,30
01068;Cerdon;2013;14,30
01068;Cerdon;2018;18,10
01069;Certines;2008;3,70
01069;Certines;2013;11,40
01069;Certines;2018;11,00
01071;Cessy;2008;6,70
01071;Cessy;2013;10,40
01071;Cessy;2018;11,40
01072;Ceyzériat;2008;6,30
01072;Ceyzériat;2013;14,90
01072;Ceyzériat;2018;14,60
01073;Ceyzérieu;2008;8,80
01073;Ceyzérieu;2013;10,30
01073;Ceyzérieu;2018;14,50
01074;Chalamont;2008;13,70
01074;Chalamont;2013;13,00
01074;Chalamont;2018;16,60
01075;Chaleins;2008;9,00
01075;Chaleins;2013;13,90
01075;Chaleins;2018;13,80
01076;Chaley;2008;11,10
01076;Chaley;2013;14,30
01076;Chaley;2018;62,50
01077;Challes-la-Montagne;2008;0,00
01077;Challes-la-Montagne;2013;6,30
01077;Challes-la-Montagne;2018;12,50
01078;Challex;2008;10,60
01078;Challex;2013;13,70
01078;Challex;2018;13,10
01079;Champagne-en-Valromey;2008;9,50
01079;Champagne-en-Valromey;2013;9,70
01079;Champagne-en-Valromey;2018;13,20
01080;Champdor-Corcelles;2008;13,50
01080;Champdor-Corcelles;2013;15,20
01080;Champdor-Corcelles;2018;19,10
01081;Champfromier;2008;10,80
01081;Champfromier;2013;20,80
01081;Champfromier;2018;7,50
01082;Chanay;2008;3,30
01082;Chanay;2013;2,90
01082;Chanay;2018;8,00
01083;Chaneins;2008;7,80
01083;Chaneins;2013;4,80
01083;Chaneins;2018;13,40
01084;Chanoz-Châtenay;2008;9,40
01084;Chanoz-Châtenay;2013;7,60
01084;Chanoz-Châtenay;2018;2,80
01085;La Chapelle-du-Châtelard;2008;5,60
01085;La Chapelle-du-Châtelard;2013;26,90
01085;La Chapelle-du-Châtelard;2018;17,20
01087;Charix;2008;9,10
01087;Charix;2013;22,20
01087;Charix;2018;7,10
01088;Charnoz-sur-Ain;2008;0,90
01088;Charnoz-sur-Ain;2013;9,50
01088;Charnoz-sur-Ain;2018;12,50
01089;Château-Gaillard;2008;14,60
01089;Château-Gaillard;2013;13,10
01089;Château-Gaillard;2018;11,20
01090;Châtenay;2008;8,10
01090;Châtenay;2013;16,70
01090;Châtenay;2018;10,00
01092;Châtillon-la-Palud;2008;10,20
01092;Châtillon-la-Palud;2013;8,60
01092;Châtillon-la-Palud;2018;9,90
01093;Châtillon-sur-Chalaronne;2008;13,20
01093;Châtillon-sur-Chalaronne;2013;13,90
01093;Châtillon-sur-Chalaronne;2018;12,30
01094;Chavannes-sur-Reyssouze;2008;4,40
01094;Chavannes-sur-Reyssouze;2013;20,30
01094;Chavannes-sur-Reyssouze;2018;17,60
01095;Nivigne et Suran;2008;10,80
01095;Nivigne et Suran;2013;13,60
01095;Nivigne et Suran;2018;14,10
01096;Chaveyriat;2008;7,80
01096;Chaveyriat;2013;9,70
01096;Chaveyriat;2018;5,70
01098;Chazey-Bons;2008;10,00
01098;Chazey-Bons;2013;15,90
01098;Chazey-Bons;2018;16,30
01099;Chazey-sur-Ain;2008;7,80
01099;Chazey-sur-Ain;2013;12,40
01099;Chazey-sur-Ain;2018;11,90
01100;Cheignieu-la-Balme;2008;11,10
01100;Cheignieu-la-Balme;2013;10,00
01100;Cheignieu-la-Balme;2018;50,00
01101;Chevillard;2008;0,00
01101;Chevillard;2013;0,00
01101;Chevillard;2018;0,00
01102;Chevroux;2008;10,80
01102;Chevroux;2013;12,40
01102;Chevroux;2018;9,90
01103;Chevry;2008;6,90
01103;Chevry;2013;10,40
01103;Chevry;2018;6,90
01104;Chézery-Forens;2008;15,60
01104;Chézery-Forens;2013;2,50
01104;Chézery-Forens;2018;6,40
01105;Civrieux;2008;8,30
01105;Civrieux;2013;11,50
01105;Civrieux;2018;5,40
01106;Cize;2008;22,20
01106;Cize;2013;20,00
01106;Cize;2018;23,10
01107;Cleyzieu;2008;7,70
01107;Cleyzieu;2013;16,70
01107;Cleyzieu;2018;0,00
01108;Coligny;2008;7,10
01108;Coligny;2013;12,40
01108;Coligny;2018;14,10
01109;Collonges;2008;9,30
01109;Collonges;2013;12,80
01109;Collonges;2018;8,10
01110;Colomieu;2008;40,00
01110;Colomieu;2013;14,30
01110;Colomieu;2018;38,50
01111;Conand;2008;12,50
01111;Conand;2013;16,70
01111;Conand;2018;45,50
01112;Condamine;2008;7,50
01112;Condamine;2013;5,90
01112;Condamine;2018;10,20
01113;Condeissiat;2008;13,30
01113;Condeissiat;2013;10,30
01113;Condeissiat;2018;5,40
01114;Confort;2008;8,90
01114;Confort;2013;19,40
01114;Confort;2018;9,50
01115;Confrançon;2008;6,10
01115;Confrançon;2013;7,80
01115;Confrançon;2018;15,10
01116;Contrevoz;2008;26,40
01116;Contrevoz;2013;11,40
01116;Contrevoz;2018;13,60
01117;Conzieu;2008;0,00
01117;Conzieu;2013;27,30
01117;Conzieu;2018;42,90
01118;Corbonod;2008;4,80
01118;Corbonod;2013;14,80
01118;Corbonod;2018;15,80
01121;Corlier;2008;0,00
01121;Corlier;2013;17,60
01121;Corlier;2018;18,80
01123;Cormoranche-sur-Saône;2008;6,10
01123;Cormoranche-sur-Saône;2013;10,10
01123;Cormoranche-sur-Saône;2018;18,90
01124;Cormoz;2008;6,80
01124;Cormoz;2013;20,30
01124;Cormoz;2018;11,30
01125;Corveissiat;2008;15,30
01125;Corveissiat;2013;19,00
01125;Corveissiat;2018;22,90
01127;Courmangoux;2008;3,40
01127;Courmangoux;2013;17,60
01127;Courmangoux;2018;6,90
01128;Courtes;2008;6,90
01128;Courtes;2013;27,80
01128;Courtes;2018;23,10
01129;Crans;2008;8,00
01129;Crans;2013;9,50
01129;Crans;2018;18,70
01130;Bresse Vallons;2008;6,80
01130;Bresse Vallons;2013;10,10
01130;Bresse Vallons;2018;12,60
01133;Cressin-Rochefort;2008;10,30
01133;Cressin-Rochefort;2013;23,50
01133;Cressin-Rochefort;2018;7,40
01134;Crottet;2008;10,90
01134;Crottet;2013;15,20
01134;Crottet;2018;8,90
01135;Crozet;2008;5,50
01135;Crozet;2013;7,40
01135;Crozet;2018;9,60
01136;Cruzilles-lès-Mépillat;2008;5,30
01136;Cruzilles-lès-Mépillat;2013;11,50
01136;Cruzilles-lès-Mépillat;2018;8,80
01138;Culoz;2008;21,10
01138;Culoz;2013;25,60
01138;Culoz;2018;14,50
01139;Curciat-Dongalon;2008;3,10
01139;Curciat-Dongalon;2013;7,10
01139;Curciat-Dongalon;2018;13,80
01140;Curtafond;2008;4,00
01140;Curtafond;2013;6,20
01140;Curtafond;2018;8,70
01141;Cuzieu;2008;3,80
01141;Cuzieu;2013;7,40
01141;Cuzieu;2018;14,60
01142;Dagneux;2008;8,00
01142;Dagneux;2013;14,30
01142;Dagneux;2018;14,00
01143;Divonne-les-Bains;2008;7,80
01143;Divonne-les-Bains;2013;11,60
01143;Divonne-les-Bains;2018;14,80
01145;Dompierre-sur-Veyle;2008;11,80
01145;Dompierre-sur-Veyle;2013;9,90
01145;Dompierre-sur-Veyle;2018;12,00
01146;Dompierre-sur-Chalaronne;2008;11,40
01146;Dompierre-sur-Chalaronne;2013;7,90
01146;Dompierre-sur-Chalaronne;2018;14,30
01147;Domsure;2008;3,70
01147;Domsure;2013;14,60
01147;Domsure;2018;24,80
01148;Dortan;2008;11,90
01148;Dortan;2013;16,50
01148;Dortan;2018;15,80
01149;Douvres;2008;8,00
01149;Douvres;2013;9,90
01149;Douvres;2018;11,60
01150;Drom;2008;4,00
01150;Drom;2013;5,30
01150;Drom;2018;10,50
01151;Druillat;2008;10,80
01151;Druillat;2013;15,10
01151;Druillat;2018;9,20
01152;Échallon;2008;9,70
01152;Échallon;2013;12,50
01152;Échallon;2018;6,60
01153;Échenevex;2008;5,50
01153;Échenevex;2013;6,70
01153;Échenevex;2018;9,90
01155;Évosges;2008;23,10
01155;Évosges;2013;30,00
01155;Évosges;2018;10,00
01156;Faramans;2008;3,60
01156;Faramans;2013;4,50
01156;Faramans;2018;4,10
01157;Fareins;2008;5,70
01157;Fareins;2013;11,30
01157;Fareins;2018;12,40
01158;Farges;2008;5,60
01158;Farges;2013;18,40
01158;Farges;2018;13,50
01159;Feillens;2008;7,90
01159;Feillens;2013;10,40
01159;Feillens;2018;10,90
01160;Ferney-Voltaire;2008;11,90
01160;Ferney-Voltaire;2013;14,20
01160;Ferney-Voltaire;2018;15,90
01162;Flaxieu;2008;
01162;Flaxieu;2013;20,00
01162;Flaxieu;2018;11,10
01163;Foissiat;2008;7,10
01163;Foissiat;2013;12,60
01163;Foissiat;2018;8,90
01165;Francheleins;2008;8,50
01165;Francheleins;2013;11,90
01165;Francheleins;2018;4,30
01166;Frans;2008;9,30
01166;Frans;2013;10,70
01166;Frans;2018;14,90
01167;Garnerans;2008;5,30
01167;Garnerans;2013;6,40
01167;Garnerans;2018;9,70
01169;Genouilleux;2008;1,60
01169;Genouilleux;2013;14,50
01169;Genouilleux;2018;5,70
01170;Béard-Géovreissiat;2008;4,20
01170;Béard-Géovreissiat;2013;15,00
01170;Béard-Géovreissiat;2018;13,70
01171;Géovreisset;2008;3,30
01171;Géovreisset;2013;12,40
01171;Géovreisset;2018;11,30
01173;Gex;2008;11,90
01173;Gex;2013;13,60
01173;Gex;2018;11,70
01174;Giron;2008;12,50
01174;Giron;2013;5,90
01174;Giron;2018;13,30
01175;Gorrevod;2008;18,30
01175;Gorrevod;2013;15,40
01175;Gorrevod;2018;19,30
01177;Grand-Corent;2008;14,30
01177;Grand-Corent;2013;14,30
01177;Grand-Corent;2018;11,10
01179;Grièges;2008;9,40
01179;Grièges;2013;14,00
01179;Grièges;2018;17,60
01180;Grilly;2008;9,40
01180;Grilly;2013;11,10
01180;Grilly;2018;7,00
01181;Groissiat;2008;9,30
01181;Groissiat;2013;10,20
01181;Groissiat;2018;14,30
01183;Guéreins;2008;3,70
01183;Guéreins;2013;8,80
01183;Guéreins;2018;5,70
01184;Hautecourt-Romanèche;2008;10,50
01184;Hautecourt-Romanèche;2013;15,50
01184;Hautecourt-Romanèche;2018;7,50
01185;Plateau d'Hauteville;2008;9,30
01185;Plateau d'Hauteville;2013;14,90
01185;Plateau d'Hauteville;2018;13,60
01187;Haut Valromey;2008;6,40
01187;Haut Valromey;2013;6,70
01187;Haut Valromey;2018;12,40
01188;Illiat;2008;11,50
01188;Illiat;2013;22,40
01188;Illiat;2018;12,90
01189;Injoux-Génissiat;2008;11,40
01189;Injoux-Génissiat;2013;14,90
01189;Injoux-Génissiat;2018;16,30
01190;Innimond;2008;11,10
01190;Innimond;2013;0,00
01190;Innimond;2018;0,00
01191;Izenave;2008;5,60
01191;Izenave;2013;6,70
01191;Izenave;2018;10,50
01192;Izernore;2008;10,70
01192;Izernore;2013;12,20
01192;Izernore;2018;14,70
01193;Izieu;2008;0,00
01193;Izieu;2013;21,70
01193;Izieu;2018;14,30
01194;Jassans-Riottier;2008;15,20
01194;Jassans-Riottier;2013;18,10
01194;Jassans-Riottier;2018;14,00
01195;Jasseron;2008;3,80
01195;Jasseron;2013;6,40
01195;Jasseron;2018;10,50
01196;Jayat;2008;3,40
01196;Jayat;2013;7,70
01196;Jayat;2018;8,20
01197;Journans;2008;3,20
01197;Journans;2013;7,40
01197;Journans;2018;3,60
01198;Joyeux;2008;12,50
01198;Joyeux;2013;22,20
01198;Joyeux;2018;6,20
01199;Jujurieux;2008;12,80
01199;Jujurieux;2013;17,50
01199;Jujurieux;2018;29,60
01200;Labalme;2008;19,00
01200;Labalme;2013;30,40
01200;Labalme;2018;11,50
01202;Lagnieu;2008;14,80
01202;Lagnieu;2013;15,40
01202;Lagnieu;2018;20,70
01203;Laiz;2008;8,00
01203;Laiz;2013;9,90
01203;Laiz;2018;17,20
01204;Le Poizat-Lalleyriat;2008;3,50
01204;Le Poizat-Lalleyriat;2013;6,00
01204;Le Poizat-Lalleyriat;2018;6,80
01206;Lantenay;2008;3,80
01206;Lantenay;2013;4,80
01206;Lantenay;2018;10,30
01207;Lapeyrouse;2008;8,80
01207;Lapeyrouse;2013;2,00
01207;Lapeyrouse;2018;6,70
01208;Lavours;2008;14,30
01208;Lavours;2013;16,70
01208;Lavours;2018;8,30
01209;Léaz;2008;12,20
01209;Léaz;2013;16,70
01209;Léaz;2018;28,80
01210;Lélex;2008;0,00
01210;Lélex;2013;4,00
01210;Lélex;2018;14,30
01211;Lent;2008;3,40
01211;Lent;2013;9,10
01211;Lent;2018;6,90
01212;Lescheroux;2008;14,70
01212;Lescheroux;2013;21,90
01212;Lescheroux;2018;9,20
01213;Leyment;2008;6,50
01213;Leyment;2013;13,90
01213;Leyment;2018;15,60
01214;Leyssard;2008;18,80
01214;Leyssard;2013;0,00
01214;Leyssard;2018;16,70
01215;Surjoux-Lhopital;2008;0,00
01215;Surjoux-Lhopital;2013;0,00
01215;Surjoux-Lhopital;2018;15,40
01216;Lhuis;2008;10,30
01216;Lhuis;2013;18,30
01216;Lhuis;2018;10,70
01219;Lompnas;2008;14,30
01219;Lompnas;2013;35,30
01219;Lompnas;2018;11,80
01224;Loyettes;2008;14,80
01224;Loyettes;2013;20,00
01224;Loyettes;2018;19,90
01225;Lurcy;2008;5,30
01225;Lurcy;2013;8,60
01225;Lurcy;2018;7,60
01227;Magnieu;2008;18,40
01227;Magnieu;2013;16,30
01227;Magnieu;2018;16,40
01228;Maillat;2008;13,90
01228;Maillat;2013;11,30
01228;Maillat;2018;7,60
01229;Malafretaz;2008;7,10
01229;Malafretaz;2013;10,80
01229;Malafretaz;2018;13,40
01230;Mantenay-Montlin;2008;8,30
01230;Mantenay-Montlin;2013;10,00
01230;Mantenay-Montlin;2018;6,70
01231;Manziat;2008;6,90
01231;Manziat;2013;7,50
01231;Manziat;2018;14,00
01232;Marboz;2008;4,40
01232;Marboz;2013;8,80
01232;Marboz;2018;16,10
01233;Marchamp;2008;0,00
01233;Marchamp;2013;25,00
01233;Marchamp;2018;12,50
01234;Marignieu;2008;0,00
01234;Marignieu;2013;0,00
01234;Marignieu;2018;23,80
01235;Marlieux;2008;11,00
01235;Marlieux;2013;14,60
01235;Marlieux;2018;8,90
01236;Marsonnas;2008;12,00
01236;Marsonnas;2013;15,80
01236;Marsonnas;2018;14,70
01237;Martignat;2008;10,40
01237;Martignat;2013;9,80
01237;Martignat;2018;11,90
01238;Massieux;2008;9,10
01238;Massieux;2013;9,50
01238;Massieux;2018;10,40
01239;Massignieu-de-Rives;2008;5,30
01239;Massignieu-de-Rives;2013;3,80
01239;Massignieu-de-Rives;2018;19,20
01240;Matafelon-Granges;2008;9,30
01240;Matafelon-Granges;2013;9,10
01240;Matafelon-Granges;2018;17,20
01241;Meillonnas;2008;17,60
01241;Meillonnas;2013;16,80
01241;Meillonnas;2018;10,50
01242;Mérignat;2008;9,10
01242;Mérignat;2013;35,70
01242;Mérignat;2018;11,80
01243;Messimy-sur-Saône;2008;11,70
01243;Messimy-sur-Saône;2013;12,00
01243;Messimy-sur-Saône;2018;10,10
01244;Meximieux;2008;14,50
01244;Meximieux;2013;18,10
01244;Meximieux;2018;12,20
01245;Bohas-Meyriat-Rignat;2008;6,80
01245;Bohas-Meyriat-Rignat;2013;13,40
01245;Bohas-Meyriat-Rignat;2018;13,80
01246;Mézériat;2008;8,80
01246;Mézériat;2013;14,50
01246;Mézériat;2018;18,60
01247;Mijoux;2008;5,00
01247;Mijoux;2013;20,80
01247;Mijoux;2018;7,70
01248;Mionnay;2008;12,50
01248;Mionnay;2013;11,00
01248;Mionnay;2018;8,80
01249;Miribel;2008;16,30
01249;Miribel;2013;16,90
01249;Miribel;2018;15,30
01250;Misérieux;2008;2,70
01250;Misérieux;2013;8,00
01250;Misérieux;2018;7,20
01252;Mogneneins;2008;22,40
01252;Mogneneins;2013;4,30
01252;Mogneneins;2018;14,50
01254;Montagnat;2008;5,00
01254;Montagnat;2013;10,60
01254;Montagnat;2018;8,90
01255;Montagnieu;2008;10,80
01255;Montagnieu;2013;17,90
01255;Montagnieu;2018;9,10
01257;Montanges;2008;5,90
01257;Montanges;2013;10,30
01257;Montanges;2018;7,40
01258;Montceaux;2008;5,50
01258;Montceaux;2013;11,20
01258;Montceaux;2018;9,80
01259;Montcet;2008;13,10
01259;Montcet;2013;17,90
01259;Montcet;2018;5,60
01260;Le Montellier;2008;19,20
01260;Le Montellier;2013;11,10
01260;Le Montellier;2018;0,00
01261;Monthieux;2008;7,60
01261;Monthieux;2013;7,60
01261;Monthieux;2018;7,50
01262;Montluel;2008;16,50
01262;Montluel;2013;16,60
01262;Montluel;2018;12,90
01263;Montmerle-sur-Saône;2008;12,50
01263;Montmerle-sur-Saône;2013;8,00
01263;Montmerle-sur-Saône;2018;10,50
01264;Montracol;2008;11,60
01264;Montracol;2013;9,50
01264;Montracol;2018;11,00
01265;Montréal-la-Cluse;2008;17,20
01265;Montréal-la-Cluse;2013;16,50
01265;Montréal-la-Cluse;2018;18,40
01266;Montrevel-en-Bresse;2008;5,60
01266;Montrevel-en-Bresse;2013;16,70
01266;Montrevel-en-Bresse;2018;10,10
01267;Nurieux-Volognat;2008;8,90
01267;Nurieux-Volognat;2013;17,50
01267;Nurieux-Volognat;2018;12,60
01268;Murs-et-Gélignieux;2008;3,70
01268;Murs-et-Gélignieux;2013;10,00
01268;Murs-et-Gélignieux;2018;10,50
01269;Nantua;2008;20,40
01269;Nantua;2013;24,00
01269;Nantua;2018;19,10
01272;Neuville-les-Dames;2008;8,20
01272;Neuville-les-Dames;2013;9,60
01272;Neuville-les-Dames;2018;8,40
01273;Neuville-sur-Ain;2008;17,50
01273;Neuville-sur-Ain;2013;15,40
01273;Neuville-sur-Ain;2018;12,90
01274;Les Neyrolles;2008;25,60
01274;Les Neyrolles;2013;11,70
01274;Les Neyrolles;2018;18,80
01275;Neyron;2008;7,50
01275;Neyron;2013;6,60
01275;Neyron;2018;8,60
01276;Niévroz;2008;13,50
01276;Niévroz;2013;10,60
01276;Niévroz;2018;13,30
01277;Nivollet-Montgriffon;2008;25,00
01277;Nivollet-Montgriffon;2013;0,00
01277;Nivollet-Montgriffon;2018;18,20
01279;Oncieu;2008;0,00
01279;Oncieu;2013;7,70
01279;Oncieu;2018;0,00
01280;Ordonnaz;2008;0,00
01280;Ordonnaz;2013;14,30
01280;Ordonnaz;2018;0,00
01281;Ornex;2008;4,10
01281;Ornex;2013;9,80
01281;Ornex;2018;13,40
01282;Outriaz;2008;3,00
01282;Outriaz;2013;8,30
01282;Outriaz;2018;18,80
01283;Oyonnax;2008;21,30
01283;Oyonnax;2013;23,80
01283;Oyonnax;2018;21,30
01284;Ozan;2008;18,10
01284;Ozan;2013;15,50
01284;Ozan;2018;10,50
01285;Parcieux;2008;8,00
01285;Parcieux;2013;2,90
01285;Parcieux;2018;9,60
01286;Parves et Nattages;2008;12,60
01286;Parves et Nattages;2013;18,30
01286;Parves et Nattages;2018;3,10
01288;Péron;2008;10,80
01288;Péron;2013;10,20
01288;Péron;2018;10,20
01289;Péronnas;2008;9,10
01289;Péronnas;2013;11,60
01289;Péronnas;2018;16,70
01290;Pérouges;2008;3,00
01290;Pérouges;2013;8,00
01290;Pérouges;2018;8,20
01291;Perrex;2008;5,80
01291;Perrex;2013;11,60
01291;Perrex;2018;3,70
01293;Peyriat;2008;0,00
01293;Peyriat;2013;11,80
01293;Peyriat;2018;8,30
01294;Peyrieu;2008;5,30
01294;Peyrieu;2013;38,50
01294;Peyrieu;2018;9,10
01295;Peyzieux-sur-Saône;2008;7,00
01295;Peyzieux-sur-Saône;2013;16,00
01295;Peyzieux-sur-Saône;2018;16,70
01296;Pirajoux;2008;3,00
01296;Pirajoux;2013;14,30
01296;Pirajoux;2018;19,40
01297;Pizay;2008;4,70
01297;Pizay;2013;8,70
01297;Pizay;2018;10,30
01298;Plagne;2008;14,30
01298;Plagne;2013;33,30
01298;Plagne;2018;57,10
01299;Le Plantay;2008;7,10
01299;Le Plantay;2013;9,40
01299;Le Plantay;2018;8,50
01301;Polliat;2008;6,30
01301;Polliat;2013;10,50
01301;Polliat;2018;13,40
01302;Pollieu;2008;0,00
01302;Pollieu;2013;5,90
01302;Pollieu;2018;0,00
01303;Poncin;2008;15,40
01303;Poncin;2013;15,40
01303;Poncin;2018;20,90
01304;Pont-d'Ain;2008;15,20
01304;Pont-d'Ain;2013;20,90
01304;Pont-d'Ain;2018;16,40
01305;Pont-de-Vaux;2008;18,00
01305;Pont-de-Vaux;2013;13,30
01305;Pont-de-Vaux;2018;13,70
01306;Pont-de-Veyle;2008;13,20
01306;Pont-de-Veyle;2013;15,10
01306;Pont-de-Veyle;2018;18,20
01307;Port;2008;18,00
01307;Port;2013;10,60
01307;Port;2018;8,50
01308;Pougny;2008;11,30
01308;Pougny;2013;13,50
01308;Pougny;2018;8,50
01309;Pouillat;2008;0,00
01309;Pouillat;2013;0,00
01309;Pouillat;2018;16,70
01310;Prémeyzel;2008;0,00
01310;Prémeyzel;2013;30,80
01310;Prémeyzel;2018;28,40
01311;Prémillieu;2008;0,00
01311;Prémillieu;2013;50,00
01311;Prémillieu;2018;50,00
01313;Prévessin-Moëns;2008;10,90
01313;Prévessin-Moëns;2013;10,40
01313;Prévessin-Moëns;2018;11,00
01314;Priay;2008;12,30
01314;Priay;2013;6,90
01314;Priay;2018;9,70
01317;Ramasse;2008;0,00
01317;Ramasse;2013;8,70
01317;Ramasse;2018;23,10
01318;Rancé;2008;4,70
01318;Rancé;2013;6,80
01318;Rancé;2018;6,20
01319;Relevant;2008;11,10
01319;Relevant;2013;14,00
01319;Relevant;2018;4,70
01320;Replonges;2008;12,70
